placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,error
"https://www.google.com/maps/place/Jason+T.+Huffman,+MD/data=!4m7!3m6!1s0x808506e790f8d91d:0x7bc18f45c91f3151!8m2!3d38.320436!4d-122.3012757!16s%2Fg%2F1v_w2l4r!19sChIJHdn4kOcGhYARUTEfyUWPwXs","Jason T. Huffman, MD",5.0,272,Orthopedic surgeon,"3273 Claremont Way # 201, Napa, CA 94558, United States","8MCX+5F Napa, California, USA",http://www.huffmanclinic.com/,+1 707-603-1042,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOrDhMyvo5fqnJ3gI3cXkl6_j_md-gSCzBSYWpU=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:12:53.141Z,,
https://www.google.com/maps/place/Huffman+Clinic+at+Napa+Valley+Orthopaedics/data=!4m7!3m6!1s0x8085071ffa478911:0x74b2d9a48fc1d813!8m2!3d38.3204602!4d-122.3012744!16s%2Fg%2F11fjts57ys!19sChIJEYlH-h8HhYARE9jBj6TZsnQ,Huffman Clinic at Napa Valley Orthopaedics,5.0,30,Medical clinic,"3273 Claremont Way # 201, Napa, CA 94558, United States","8MCX+5F Napa, California, USA",https://www.huffmanclinic.com/,+1 707-254-7117,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOB07uPEr9ktLtDrEtOgaj5IqIJQu0Ahorgr0Vz=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:12:57.445Z,,
https://www.google.com/maps/place/Napa+Integrated+Medicine/data=!4m7!3m6!1s0x8085068993027179:0x4b5644d3823345d1!8m2!3d38.3096827!4d-122.2813831!16s%2Fg%2F1tr7jlym!19sChIJeXECk4kGhYAR0UUzgtNEVks,Napa Integrated Medicine,4.9,55,Sports medicine clinic,"575 Lincoln Ave #225, Napa, CA 94558, United States","8P59+VC Napa, California, USA",http://napaintegratedmedicine.com/,+1 707-255-6888,Closes soon · 12 pm · Opens 8:30 am Thu,,https://lh3.googleusercontent.com/p/AF1QipOJPCQCv6O8tGECebaDOOyimkS5vQ6XCyKLVi9Z=w408-h272-k-no,true,7:30 am–12 pm,"8:30 am–12 pm, 3–6 pm",Closed,Closed,Closed,"8:30 am–12 pm, 3–6 pm",3–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:01.880Z,,
"https://www.google.com/maps/place/Brian+D.+Freeto,+M.d./data=!4m7!3m6!1s0x808506e790f8d91d:0xdda382d434c375d6!8m2!3d38.3204602!4d-122.3012744!16s%2Fg%2F1thgbp71!19sChIJHdn4kOcGhYAR1nXDNNSCo90","Brian D. Freeto, M.d.",5.0,578,Orthopedic surgeon,"3273 Claremont Way STE 100, Napa, CA 94558, United States","8MCX+5F Napa, California, USA",http://www.napavalleyortho.com/,+1 707-254-7117,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer3EePRpoPQG1_lmFq92KslVysHOJYtMEaR9KetED1anXIajrr-lF1yCAeOlv___ZFtLfFpDOkq1JQCRiGimYke_sivni2FpkmmzC1M0yQ-C7URSioCYACEWjUpm0YaWZa57QbX=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:04.248Z,,
"https://www.google.com/maps/place/Chris+Henderson,+ND,+L.Ac./data=!4m7!3m6!1s0x808443b1b481626b:0xe1784aac0ed9c627!8m2!3d38.3224316!4d-122.2953184!16s%2Fg%2F1v27vqjv!19sChIJa2KBtLFDhIARJ8bZDqxKeOE","Chris Henderson, ND, L.Ac.",5.0,8,Acupuncturist,"3260 Beard Rd Suite 3, Napa, CA 94558, United States","8PC3+XV Napa, California, USA",,+1 707-942-1250,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOKT88Ls-NXZY92VEx7tv-33y3VA8V35NuML3zP=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:08.650Z,,
"https://www.google.com/maps/place/Dr.+Clifford+G.+Popple,+MD/data=!4m7!3m6!1s0x808506c26fa66a0d:0xd4fb68a2af0d998e!8m2!3d38.3245673!4d-122.2966839!16s%2Fg%2F1v1slfv4!19sChIJDWqmb8IGhYARjpkNr6Jo-9Q","Dr. Clifford G. Popple, MD",,,Pain management physician,"1000 Trancas St, Napa, CA 94558, United States","8PF3+R8 Napa, California, USA",http://www.thequeen.org/,+1 707-252-4411,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yoM8bf4b2NStat8rKl7S9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.89343&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:10.941Z,,
https://www.google.com/maps/place/Napa+Surgery+Center/data=!4m7!3m6!1s0x808506c1a3184033:0xb5d9951e920060cd!8m2!3d38.3260051!4d-122.2921529!16s%2Fg%2F1tftr9l2!19sChIJM0AYo8EGhYARzWAAkh6V2bU,Napa Surgery Center,5.0,1,Surgical center,"3444 Valle Verde Dr, Napa, CA 94558, United States","8PG5+C4 Napa, California, USA",http://www.napapaininstitute.com/,+1 707-252-9669,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yj379n_zfIG2FP_By3C2lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.430225&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:15.222Z,,
"https://www.google.com/maps/place/John+N+Diana,+MD/data=!4m7!3m6!1s0x808506e790f8d91d:0x1b77d03c68c22a35!8m2!3d38.3204118!4d-122.301277!16s%2Fg%2F1wk7r22l!19sChIJHdn4kOcGhYARNSrCaDzQdxs","John N Diana, MD",4.9,163,Orthopedic surgeon,"3273 Claremont Way, Napa, CA 94558, United States","8MCX+5F Napa, California, USA",http://www.napavalleyortho.com/,+1 707-254-7117,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A1esuytjIDpKWC4rd1REfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.79944&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:17.485Z,,
https://www.google.com/maps/place/Napa+Valley+Personalized+Healthcare/data=!4m7!3m6!1s0x808506e968b9e987:0xeb3909a654b8ffad!8m2!3d38.3200154!4d-122.2947537!16s%2Fg%2F1wz52yfj!19sChIJh-m5aOkGhYARrf-4VKYJOes,Napa Valley Personalized Healthcare,5.0,3,Medical clinic,"3010 Beard Rd, Napa, CA 94558, United States","8PC4+23 Napa, California, USA",http://www.nvpersonalizedhealth.com/,+1 707-257-1550,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNVlJnBskKnp5j0Ltd831H1LS8t2vO6IicIGkUQ=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:21.765Z,,
"https://www.google.com/maps/place/Damoon+Rejaei,+M.D./data=!4m7!3m6!1s0x80853d599c4db909:0xa5725d097820f7d4!8m2!3d38.2366841!4d-122.0854666!16s%2Fg%2F11j3spxpb2!19sChIJCblNnFk9hYAR1PcgeAldcqU","Damoon Rejaei, M.D.",4.9,28,Pain management physician,"2702 Low Ct, Fairfield, CA 94534, United States","6WP7+MR Fairfield, California, USA",https://www.sutterhealth.org/find-provider/dr-damoon-rejaei-1046246572,+1 707-427-4900,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPs-_uIm_No2SfUbhJW7K-ThdTcTfv05O3icAWU=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:26.164Z,,
https://www.google.com/maps/place/Pain+Medicine+Consultants/data=!4m7!3m6!1s0x808566a8afb3b235:0x23f76d9ef893eaf1!8m2!3d37.9616304!4d-122.0784685!16s%2Fg%2F11b6vqbxjz!19sChIJNbKzr6hmhYAR8eqT-J5t9yM,Pain Medicine Consultants,4.8,188,Pain management physician,"2250 Morello Ave, Pleasant Hill, CA 94523, United States","XW6C+MJ Pleasant Hill, California, USA",https://www.painmedicineconsultants.com/,+1 925-287-1256,"Open · Closes 4 pm

Updated by this business 1 week ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweptONzQdgT5Uj5lU-o6FJ7qB_uDTKO3SMccFWvIVJIFQHYACqCsP93p4EAls9eJ2joCwXGEuYOe02khr64aHazLokhif_PMb_Fu05dPKMmpQ9ucQp32LbIXa3huxKC7n2OhYwYf=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–12 pm,Closed,Closed,Closed,9 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:30.670Z,,
https://www.google.com/maps/place/Pain+Medicine+Consultants/data=!4m7!3m6!1s0x80859bfc7cf0f70d:0x8215a8c79b9c74e1!8m2!3d37.9386793!4d-122.5186584!16s%2Fg%2F11fknrmw07!19sChIJDffwfPybhYAR4XScm8eoFYI,Pain Medicine Consultants,4.8,97,Pain management physician,"2 Fifer Ave #130, Corte Madera, CA 94925, United States","WFQJ+FG Corte Madera, California, USA",https://www.painmedicineconsultants.com/,+1 925-287-1256,Open · Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipM6Krbq0VjOyTezik0n9SDC3FcUU0vii3UauGVN=w408-h481-k-no,true,9 am–4 pm,Closed,9 am–4 pm,Closed,Closed,Closed,9 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:35.023Z,,
"https://www.google.com/maps/place/Christopher+Creighton,+MD/data=!4m7!3m6!1s0x808506cf38bb9301:0x3a9d1b5d9ea16b3d!8m2!3d38.3339867!4d-122.2947489!16s%2Fg%2F11c311r534!19sChIJAZO7OM8GhYARPWuhnl0bnTo","Christopher Creighton, MD",,,Pain management physician,"61 Fountain Grove Cir, Napa, CA 94558, United States","8PM4+H4 Napa, California, USA",,+1 314-221-8326,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PpxD4aZRGdY1iG2bQI1tRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.3622&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:37.580Z,,
"https://www.google.com/maps/place/Daniel+P.+Birkbeck,+MD/data=!4m7!3m6!1s0x808506e790f8d91d:0x20a4e11feab5e625!8m2!3d38.3204118!4d-122.301277!16s%2Fg%2F1td5lxyl!19sChIJHdn4kOcGhYARJea16h_hpCA","Daniel P. Birkbeck, MD",4.8,192,Orthopedic surgeon,"3273 Claremont Way, Napa, CA 94558, United States","8MCX+5F Napa, California, USA",http://www.napavalleyortho.com/,+1 707-254-7117,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A1esuytjIDpKWC4rd1REfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.79944&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:42.114Z,,
https://www.google.com/maps/place/Pacifica+Pain+Management+Services/data=!4m7!3m6!1s0x80850661adb6f9d1:0x65b573d458d217b5!8m2!3d38.3058819!4d-122.2843719!16s%2Fg%2F1td_bxj5!19sChIJ0fm2rWEGhYARtRfSWNRztWU,Pacifica Pain Management Services,,,Addiction treatment center,"1700 Soscol Ave #25, Napa, CA 94559, United States","8P48+97 Napa, California, USA",,+1 707-963-1493,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6l6-jyaxaJ7dq8Astdpatw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.29868&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:44.372Z,,
https://www.google.com/maps/place/Neurovations/data=!4m7!3m6!1s0x808506c1a3184033:0xbfa146f84c13eee2!8m2!3d38.3254198!4d-122.2920152!16s%2Fg%2F1ttywzcy!19sChIJM0AYo8EGhYAR4u4TTPhGob8,Neurovations,5.0,1,Medical group,"3416 Valle Verde Dr, Napa, CA 94558, United States","8PG5+55 Napa, California, USA",https://www.neurovations.com/,+1 707-252-9666,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipO3mEYtWXS__EYMIQT1lE7yZXFq4JsOOsNtCro4=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:48.699Z,,
"https://www.google.com/maps/place/Hoe+T+Poh,+MD/@38.2775593,-122.2670614,17z/data=!3m1!4b1!4m6!3m5!1s0x80850eb12b37eec9:0x76c07cfbfe0c537b!8m2!3d38.2775593!4d-122.2670614!16s%2Fg%2F1wj_thd7","Hoe T Poh, MD",,,Pain management physician,"2100 Napa Vallejo Hwy, Napa, CA 94558, United States","7PHM+25 Napa, California, USA",,+1 707-253-5000,,,,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:53.126Z,,
https://www.google.com/maps/place/Pain+Medicine:+Adventist+Health+Physicians+Network/data=!4m7!3m6!1s0x80847018f96359d5:0xea6fce0390adcd6f!8m2!3d38.7952372!4d-122.5576737!16s%2Fg%2F11cs2hdhgz!19sChIJ1Vlj-RhwhIARb82tkAPOb-o,Pain Medicine: Adventist Health Physicians Network,4.1,56,Pain management physician,"18990 Coyote Valley Rd STE 5, Hidden Valley Lake, CA 95467, United States","QCWR+3W Hidden Valley Lake, California, USA",https://adventisthealth.org/locations/detail/pain-medicine-adventist-health-physicians-network/,+1 707-995-4546,Open · Closes 7 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NI7yTgteTGjnbKBZORkQyg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.54495&pitch=0&thumbfov=100,true,7:30 am–7 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,7:30 am–7 pm,7:30 am–7 pm,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:57.455Z,,
"https://www.google.com/maps/place/Napa+Valley+Orthopaedic+Medical+Group,+Inc/data=!4m7!3m6!1s0x808506c1a3184033:0xb020b149fdbf7fd4!8m2!3d38.3204118!4d-122.301277!16s%2Fg%2F1tgb7l1d!19sChIJM0AYo8EGhYAR1H-__UmxILA","Napa Valley Orthopaedic Medical Group, Inc",3.4,7,Orthopedic surgeon,"3273 Claremont Way STE 100, Napa, CA 94558, United States","8MCX+5F Napa, California, USA",,+1 707-254-7117,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B2f9Ns1DqyPChXSobF0jDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.14613&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:13:59.714Z,,
https://www.google.com/maps/place/Napa+Spine+and+Nerve+Center/data=!4m7!3m6!1s0x808506e3c60a6b63:0xdd7f7e6bed16f241!8m2!3d38.3134184!4d-122.3073567!16s%2Fg%2F11cmrzczyh!19sChIJY2sKxuMGhYARQfIW7Wt-f90,Napa Spine and Nerve Center,5.0,1,Chiropractor,"2987 Solano Ave, Napa, CA 94558, United States","8M7V+93 Napa, California, USA",https://napaspinenervecenter.wordpress.com/,+1 707-255-4703,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1X9FFTi72Lxh8GobEEbqCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.87578&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-28T19:14:02.024Z,,
