placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp
https://www.google.com/maps/place/TNT+Tire+Point+S+Auto+Service/data=!4m7!3m6!1s0x5491aaac60fc79fd:0xaa6fe51bcb5dc0aa!8m2!3d47.2236502!4d-122.4822797!16s%2Fg%2F1tk1mpzn!19sChIJ_Xn8YKyqkVQRqsBdyxvlb6o,TNT Tire Point S Auto Service,4.8,653,Tire shop,· In-store shopping · Kerbside pickup,"3711 S Tacoma Way, Tacoma, WA 98409, United States","6GF9+F3 Tacoma, Washington, USA",https://www.tnttire.com/?utm_source=extnet&utm_medium=yext,+1 253-475-6777,"Open · Closes 6 pm

Updated by this business 5 weeks ago",LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTJQ_X3ZYpMgdnUAOrBPLa0D0S2tTo8zBzngqfih2hM7KAlVwsrHba8jugmhHrgmIr-E8HSZ0VxOeRwNDHUuLk-P-bOCpNBNtR7EoAIrnzfjvMSOlPK-HYISq0yhdrkHjrZyV2Og=w462-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8:30 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:32:38.827Z
https://www.google.com/maps/place/Jeff%27s+Used+Tires/data=!4m7!3m6!1s0x549055277604a2f3:0x94ad31e9d1347726!8m2!3d47.2555799!4d-122.4946835!16s%2Fg%2F1tfxxqyh!19sChIJ86IEdidVkFQRJnc00ekxrZQ,Jeff's Used Tires,4.6,492,Tire shop,· In-store pick-up,"4301 6th Ave, Tacoma, WA 98406, United States","7G44+64 Tacoma, Washington, USA",http://jeffsusedtiresandservices.com/,+1 253-759-4971,Open · Closes 7 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZOB1ISvtFRikqk1L8jqSj7439F_VCc3FSajL9vU26eFp4Zi6MDsxSwbVTMh_Gd9WnAdoGliA0GnF8haUTMyrb_An4nZEuJL0F9wfcerqePo7WVOU7V0sOHBqJALY9jWevWa6VKtT1keIp=w408-h306-k-no,true,9:30 am–7 pm,9:30 am–7 pm,9:30 am–7 pm,9:30 am–7 pm,9:30 am–7 pm,9:30 am–7 pm,12–5 pm,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:32:43.567Z
https://www.google.com/maps/place/Les+Schwab+Tire+Center/data=!4m7!3m6!1s0x549054d68ff21653:0xbbff713300ba02a7!8m2!3d47.2556612!4d-122.5075414!16s%2Fg%2F1trxddjg!19sChIJUxbyj9ZUkFQRpwK6ADNx_7s,Les Schwab Tire Center,4.5,971,Tire shop,· In-store shopping · In-store pick-up,"5131 6th Ave, Tacoma, WA 98406, United States","7F4R+7X Tacoma, Washington, USA",https://www.lesschwab.com/stores/wa/tacoma/5131-6th-ave?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,+1 253-756-9699,"Open · Closes 6 pm

Confirmed by this business 12 weeks ago",LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJsdFCC5G0aJ_09MahwbizMoHmQdtyoS7PRJd4-FyqgeIfdXhMrmS15yn31ztH-VCkBH92iJMprtm1wlG2dZVrCN2zT3Piptw-gsLfO-HtVUyExf8sLxesW7iLVfY4t41cJt9hdg9Ma3DD=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:32:48.474Z
https://www.google.com/maps/place/Purcell+Tire+and+Service+Centers/data=!4m7!3m6!1s0x549055877a8b183b:0xcbbfa048a3de442!8m2!3d47.2404543!4d-122.4098897!16s%2Fg%2F1tdlg_bp!19sChIJOxiLeodVkFQRQuQ9igT6uww,Purcell Tire and Service Centers,4.0,9,Tire shop,· In-store shopping · In-store pick-up · Delivery,"2603 Portland Ave E, Tacoma, WA 98421, United States","6HRR+52 Tacoma, Washington, USA",http://www.purcelltire.com/,+1 253-627-5272,Open · Closes 5 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYZgeid8lRgGqfmb_LtSubP5ajvNy9DPVL2jIwCGviyu7gwT3AP6k85b9Q_pafGHeDde1ZUo_QakFUCVxM_kLkwlMX1a0MULs-J4tTt1wNQLveNU3PxxIYKBZsSwDoW71-BlT8yQ=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:32:53.746Z
https://www.google.com/maps/place/Long+Road+Repair/data=!4m7!3m6!1s0x549055eaeae7150b:0xd4ea8e2c4039d1b8!8m2!3d47.2399272!4d-122.4098103!16s%2Fg%2F11rcnvnr11!19sChIJCxXn6upVkFQRuNE5QCyO6tQ,Long Road Repair,4.9,231,Truck repair shop,,"1616 E 26th St, Tacoma, WA 98421, United States","6HQR+X3 Tacoma, Washington, USA",https://longroadrepair.com/,+1 425-900-6212,Open · Closes 12 am,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdbA9xImxo_tVdFrUDXjqIpalKF2BbmM_faSZ5ZOfsHPcM8b9gWs4h5-E1_Kc7IfCnIkURQIV_cLbpT5krea7p5j4NJZM4GvcR6SwcWMp8_-6b3tiQPjbpuMTlM60NqcNGCtB-jMBX16ks=w408-h544-k-no,true,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:32:58.527Z
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x549054d217a51723:0x979d173b541e1035!8m2!3d47.2595538!4d-122.5153333!16s%2Fg%2F1tj7_p4m!19sChIJIxelF9JUkFQRNRAeVDsXnZc,Discount Tire,4.5,966,Tire shop,· In-store shopping · Kerbside pickup,"1029 N Pearl St, Tacoma, WA 98406, United States","7F5M+RV Tacoma, Washington, USA",https://www.discounttire.com/store/wa/tacoma/s/1267,+1 253-759-8899,Open · Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQsoYt98wXHr7laFpXU7DSIhH3LxO_gWxL8_rI66cNGgfHOB_SHDIcUBSdwnpOnn-h4MvxsByNn9OKR6fHmRraRhBQUEgBgnE_fIS3KjalpbjgUO8H7rlp1wgrclj0iF7k86AEVtioN3kg=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:33:03.582Z
https://www.google.com/maps/place/PRECISION+AUTOMOTIVE+%26+TRANSMISSION/data=!4m7!3m6!1s0x5490552112240497:0x26b5a139b3dfb756!8m2!3d47.2554324!4d-122.4863257!16s%2Fg%2F1tdwpt1d!19sChIJlwQkEiFVkFQRVrffszmhtSY,PRECISION AUTOMOTIVE & TRANSMISSION,4.8,268,Auto repair shop,,"3723 6th Ave, Tacoma, WA 98406, United States","7G47+5F Tacoma, Washington, USA",https://preauto.com/,+1 253-759-2044,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoo7HsFXXXzCcUP6WRg6LaiVo8z2YnaTIjztBkUnT9yHAkhilk9_uc2OQa3uKfk5CHLmn6L0W-iTLppvlEfAire2ORUKc3gMwEzHPyrilY4qzIZD2lsfEPxeHCcVS9HSUJUgl8F=w408-h283-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:33:08.507Z
https://www.google.com/maps/place/Lloyd+%26+Wilson+Auto+Services+Inc/data=!4m7!3m6!1s0x549055a743778015:0x9963d560d050195f!8m2!3d47.2573797!4d-122.4436469!16s%2Fg%2F1xb2d868!19sChIJFYB3Q6dVkFQRXxlQ0GDVY5k,Lloyd & Wilson Auto Services Inc,4.4,94,Auto repair shop,,"631 S Baker St, Tacoma, WA 98402, United States","7H44+XG Tacoma, Washington, USA",,+1 253-627-1514,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAOIBpcO6fCd-4J7kU9PM4WS7R6TQQVhvl5W8zfkT1VA2eeKHYa2if6D_DNaYKvHOq6yesyICvjDV_gdOT9whT2XfGCtXI6AFkhL8aSipRd_PctCo1RWoATTGg_fVVmSq8Pp52=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:33:13.230Z
https://www.google.com/maps/place/Quality+Used+Tires+%26+Wheels/data=!4m7!3m6!1s0x5490fec50a1d3067:0x268f85468e82065!8m2!3d47.2289018!4d-122.3914204!16s%2Fg%2F1tf23srj!19sChIJZzAdCsX-kFQRZSDoaFT4aAI,Quality Used Tires & Wheels,4.6,125,Tire shop,,"2805 Pioneer Way E, Tacoma, WA 98404, United States","6JH5+HC Tacoma, Washington, USA",http://qualitytirestacoma.com/,+1 253-517-5944,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLyfUq2ZWCA7Vc6lvyR7X1kB5MFGwMRvJvMoCJ2yguLmgKEqgqaWiM3DxFWrdL3mFG_JzPFYONS1vF6Pzg1gKA31qBQfUZiKZFbJWnAfdQxV2k1VBcVFKXAgMJ1sWtiGh-0q0=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:33:18.275Z
https://www.google.com/maps/place/Steelroad+Truck+%26+Trailer+Repair+LLC/data=!4m7!3m6!1s0x549055ea90e34b39:0x46fb8e34ab4e2eb3!8m2!3d47.2419396!4d-122.4082824!16s%2Fg%2F11yr_4dysy!19sChIJOUvjkOpVkFQRsy5OqzSO-0Y,Steelroad Truck & Trailer Repair LLC,5.0,29,Truck repair shop,,"2323 E Q St, Tacoma, WA 98421, United States","6HRR+QM Tacoma, Washington, USA",,+1 206-773-4262,Open · Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep0M5fCbPtnQRzUiGqnXsR6QXzGPHZRW7NnacMcC3CaK1ZAza_cObpYLrwCbhx1nj7UHpJNh5Sg2COwqdKnShmL6QUvIN_CVjX_T9V_AzNlzNTpEyEaQFH1Ip_1juRrj07L-r_EDSciMhU=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:33:23.132Z
https://www.google.com/maps/place/Alignments+Northwest+LLC/data=!4m7!3m6!1s0x5490fda1ff1e9e95:0xdbb14aacac04e243!8m2!3d47.2419396!4d-122.4082824!16s%2Fg%2F11sbl43nz9!19sChIJlZ4e_6H9kFQRQ-IErKxKsds,Alignments Northwest LLC,4.9,32,Wheel alignment service,,"2323 E Q St, Tacoma, WA 98421, United States","6HRR+QM Tacoma, Washington, USA",https://alignmentsnorthwest.com/,+1 253-777-7092,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZbD2EoZBHkmlzGf-DkrTMG1Giguu76JUKSAVmT8yYQJISQvrVr6vXTMpDCI-xao4zi4cgZVzn3lB5xifSlcR1SBPx1_h6zjiOKC679gfi6lcmdH7TxYQJGP73bBc342yw9LysFeADxoI-=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:33:27.951Z
https://www.google.com/maps/place/Lolo%E2%80%99s+Tires/data=!4m7!3m6!1s0x5490fff179e82369:0x222c05f4b2f68724!8m2!3d47.2154604!4d-122.4343697!16s%2Fg%2F11f7mcfm4v!19sChIJaSPoefH_kFQRJIf2svQFLCI,Lolo’s Tires,4.4,106,Tire shop,,"4540 Pacific Ave, Tacoma, WA 98418, United States","6H88+57 Tacoma, Washington, USA",,+1 253-474-2129,Open · Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopS3ottTM4_LrrPS9JmBX74fw64Rj4ICPkSQNdYCGOznuUqdsxhEfZygTV6kw5ok0KAgrgmfHC8slNCEfgCXI3Kcsmxvo1AbRd07mMAiJmYy5xPYtm2vtBLk9ZMRwAeec6m0aP=w408-h544-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–5 pm,9 am–3:30 pm,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:33:32.704Z
https://www.google.com/maps/place/Jiffy+Lube/data=!4m7!3m6!1s0x54905510071aa5b5:0x9ab62f25bc0e7548!8m2!3d47.2557353!4d-122.462564!16s%2Fg%2F1tcw7wsq!19sChIJtaUaBxBVkFQRSHUOvCUvtpo,Jiffy Lube,4.4,878,Oil change service,,"605 S Sprague Ave, Tacoma, WA 98405, United States","7G4P+7X Tacoma, Washington, USA",https://www.jiffylube.com/locations/wa/tacoma/1092,+1 253-383-7085,"Open · Closes 6 pm

Confirmed by this business 6 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovtDdZAZ0qVwyifZrs7IBTEXGIovDDgZ48WKlBLIoWvcNhhYzBhz-hH4367d0MFKdS3VSA5w9HYHEoVJ8p2z2uIcye75Dl_5ra7WXfiiKmQZ3PNsKZFN9JzD4UaIPStQgRnKqV_g=w448-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:33:37.685Z
https://www.google.com/maps/place/Memo%27s+Used+Tires+and+Wheels/data=!4m7!3m6!1s0x54910041d10f815f:0x195b7e290522fa44!8m2!3d47.1945253!4d-122.483225!16s%2Fg%2F1q5bq1j2b!19sChIJX4EP0UEAkVQRRPoiBSl-Wxk,Memo's Used Tires and Wheels,4.7,583,Used tire shop,· In-store pick-up,"6831 S Tacoma Way, Tacoma, WA 98409, United States","5GV8+RP Tacoma, Washington, USA",,+1 253-471-0275,Open · Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqHiBG1tkjTocCAuWzstXnVO3eZuB4pZ8bor3zDkG7Wg4DeR5anT1FiL40Heslmn6HR1i_XnZThGC2MkUvTfi6W9iVx2pe1opCRpF-2cxzIYdzCCfzEB2JfCxqcy8fiXmWB5TWw=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-03-23T17:33:42.652Z
