placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,isBlackOwned,error
https://www.google.com/maps/place/Tree+Monkey+Tree+Trimming+AZ/data=!4m7!3m6!1s0x86d671b3d07e1097:0x7ec33fb2635925b0!8m2!3d32.0895069!4d-110.818605!16s%2Fg%2F11k07bx1bh!19sChIJlxB-0LNx1oYRsCVZY7I_w34,Tree Monkey Tree Trimming AZ,4.9,124,Tree service,,,https://treetrimmingtucson.com/,+1 520-312-9476,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE92GAMchq-cOqATbiejoLV1_Vskv9X7A1-2SQnKE64dNLhw2-VA6J1RMorGCsT3HIz3kzUTMOg8AGR2YO8vgUI7Rrlw1EwF104LubXIbRbLRlUSvrk_Qqd-qQthDSB4Y0vbxRz_g=w408-h377-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:05.864Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,,,
https://www.google.com/maps/place/Down+2+Earth+Landscape+LLC/data=!4m7!3m6!1s0x87e1549869692f09:0xf93e51341b130b6e!8m2!3d32.0747918!4d-110.945051!16s%2Fg%2F11t641vxsd!19sChIJCS9paZhU4YcRbgsTGzRRPvk,Down 2 Earth Landscape LLC,5.0,109,Landscaper,,,https://down2earthaz.com/,+1 520-273-3680,Closed · Opens 6 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQQtPNU2ri04kls5d6UqtG9lb5Bq6lNFhz_WkRxmexix8nuXq6cPdveAh0ztgDnjGQj7TCnQc1W2oJg9AI3l_JtsvIFh7PewT9OnOVEBbCC6InEN1T05jaZNtW3uTVYATcVffK5w=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:10.566Z,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,,,
https://www.google.com/maps/place/Branching+Out+Tree+Service/data=!4m7!3m6!1s0x86d66e9e0c09f5bb:0x4547c378d77699e3!8m2!3d32.1816707!4d-110.9227559!16s%2Fg%2F1tjjptlt!19sChIJu_UJDJ5u1oYR45l213jDR0U,Branching Out Tree Service,4.5,124,Tree service,"3582 S Randolph Ave, Tucson, AZ 85713, United States","53JG+MV Tucson, Arizona, USA",https://branchingouttree.com/,+1 520-885-2209,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-9nKEK1zACnbrPFAezaFDSFBpxuvixW-cxM-7WzaaccJcvv2MFwPEzWafX_JgQfR4-wBOlxGlAkveptgorWRtLpLvbydI6RUJD2orEqXnso5qMDgEEd6El3iDh7BzWStgumUkai0a2M8v=w408-h469-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:14.988Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Arizona+Sunset+Landscaping/data=!4m7!3m6!1s0x818d99deeb92398d:0x2babb12b763cca8f!8m2!3d32.2847073!4d-110.9543886!16s%2Fg%2F11vqsh25lb!19sChIJjTmS696ZjYERj8o8diuxqys,Arizona Sunset Landscaping,4.6,25,Landscaper,"1111 E Limberlost Dr, Tucson, AZ 85719, United States","72MW+V6 Tucson, Arizona, USA",http://arizonasunsetlandscaping.com/,+1 520-304-4903,Open 24 hours,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6PBK7Y50S-3bj1_0a8oDqxzlzYGjxyP9of8EJjV3WJhokfSAeeqazuvsd85U94zp-A87_bopIiV_ComBP8qWRx2Yqr735zydYwsBLnr70-TfzSm85rhZgOzDVESvGpuzgOL_Q6Q=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:19.445Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,,,
https://www.google.com/maps/place/Action+Yard+and+Tree+Service/data=!4m7!3m6!1s0x86d66f59632b6fe5:0x19db957ee4e52802!8m2!3d32.200515!4d-110.908356!16s%2Fg%2F11c6pw3ct1!19sChIJ5W8rY1lv1oYRAijl5H6V2xk,Action Yard and Tree Service,4.3,189,Landscaper,"3925 E 29th St #403, Tucson, AZ 85711, United States","632R+6M Tucson, Arizona, USA",https://actionyardandtree.com/,+1 520-849-7676,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXz5ln-Bf1nWWyUa_YJ2FuU-IKrkpi4ArVZuY1LwdZ9vqdlARbvWZ3Uqv0PVIUlM_Pq0zAzpzwk7lAXSaHfP9IkQWAQVidRzQvK5E5m7PF5OyQcExpz9OPfNqvGFwXTA2XEykF=w408-h272-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:23.875Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,
https://www.google.com/maps/place/Tree+Services+Tucson+AZ+by+Brijer+Resources/data=!4m7!3m6!1s0x86d5e03cf5c8f9db:0x10f2ba664d0b3f02!8m2!3d32.3545538!4d-111.1085647!16s%2Fg%2F1tgdn_g7!19sChIJ2_nI9Tzg1YYRAj8LTWa68hA,Tree Services Tucson AZ by Brijer Resources,5.0,261,Tree service,"8130 N Pocono Way, Tucson, AZ 85743, United States","9V3R+RH Tucson, Arizona, USA",https://treeservicestucsonaz.com/,+1 520-299-4784,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdYRMZvJjKgOCq3hXfrvrOZm5VS2uWWqKpEsAyy9CwtDWAPQM9qfz25UcGR54LUHcqwnroJxajybCG9pr_kZVUAHKw22n5VBROxnvt61MpS6X4BKbRPPRSjCLbXsbRqm6-cOTK=w425-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:28.324Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Pima+tree+care+llc/data=!4m7!3m6!1s0x86d671939cca6f33:0x8071a59d38cfa3d0!8m2!3d32.2524058!4d-110.9739137!16s%2Fg%2F11pb0vw3x9!19sChIJM2_KnJNx1oYR0KPPOJ2lcYA,Pima tree care llc,5.0,2,Tree service,"2508 N Castro Ave, Tucson, AZ 85705, United States","722G+XC Tucson, Arizona, USA",,+1 623-469-2798,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHhRPipuZJA-_Y253AP2s5fFeA_5UdL_p0GhTk1oR3GRd7nH8ThBQ9iGtBbE0-8XfyXC-2RvwCKrux044LXVj0RdYNHg3XjVq2BodUyh_3ai4-ngl4RCV5zXMt9kw6ZH-uY9H6=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:32.835Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Santa+Rita+Landscaping+LLC/data=!4m7!3m6!1s0x86d671444d623909:0xa04ba8fe63d22605!8m2!3d32.2498546!4d-110.9833125!16s%2Fg%2F1tg2l31z!19sChIJCTliTURx1oYRBSbSY_6oS6A,Santa Rita Landscaping LLC,4.0,283,Landscaper,"755 W Grant Rd, Tucson, AZ 85705, United States","62X8+WM Tucson, Arizona, USA",https://www.santaritalandscaping.com/?utm_source=google&utm_id=gmb,+1 520-623-0421,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWnk3_L-Hh32R_9SJsbCAlswaVmDCueKVbN-mhBJZJF2CY_z_GK2XNLicNY5C-LHGo9D2Iq4Bs4rchc2_maj8jCfb5purlI3snz9mfZtZM-kXHo9SQ47Ou7RuMRp9XGkTCFCd-n8Nxll-x=w408-h543-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:37.241Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,
https://www.google.com/maps/place/Landtamers+Landscaping/data=!4m7!3m6!1s0x86d66f60ac79fc2f:0x57533ff686711ab8!8m2!3d32.2377836!4d-110.9832043!16s%2Fg%2F11f39d6swh!19sChIJL_x5rGBv1oYRuBpxhvY_U1c,Landtamers Landscaping,4.3,118,Landscape designer,"1230 N Anita Ave, Tucson, AZ 85705, United States","62Q8+4P Tucson, Arizona, USA",http://landtamers.com/,+1 520-733-0193,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPs8jhMFHDgVvCB6rkOJ3zMR3l7svzT0obBo7A0MjYR4m5Z2Zr54FWWZeKgP16IhL98Z1HClx7gj-O6Iv37yYginv_YGSbVGuC4u8WYxy7GEjgJgo8A-z-DJUl2_M4DEUjlFLVUP9dBEs=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:41.759Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,
https://www.google.com/maps/place/Tree+Trimming/data=!4m7!3m6!1s0x86d671138486aaab:0x854e7e6883372bca!8m2!3d32.2421602!4d-110.967971!16s%2Fg%2F11t8h0kkxs!19sChIJq6qGhBNx1oYRyis3g2h-ToU,Tree Trimming,5.0,4,Tree service,"228 E Elm St, Tucson, AZ 85705, United States","62RJ+VR Tucson, Arizona, USA",,+1 520-274-8667,Temporarily closed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWs5QDMOnd3Kwqoe4UBh8wC_mdJEQVa9rr7i2xKOyo6BuIlfa3zYguE2fNfR0LtTGuY4dy9a04Lwsh_-xa-TvC-mFil05KnjpdsdfmmweLrKJiJWjBAAsRs3ivSF_9mw23iBkjBg=w408-h408-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:46.116Z,,,,,,,,,,
https://www.google.com/maps/place/AZ+Tree+and+Landscaping/data=!4m7!3m6!1s0x86d67ab948fe8247:0x6029bc2f60a0b32f!8m2!3d32.1709961!4d-110.9202888!16s%2Fg%2F11b7k28jmc!19sChIJR4L-SLl61oYRL7OgYC-8KWA,AZ Tree and Landscaping,4.8,15,Tree service,"3381 E Michigan St, Tucson, AZ 85714, United States","53CH+9V Tucson, Arizona, USA",http://aztree.com/,+1 520-790-1505,"Closed · Opens 8 am Wed

Confirmed by this business 2 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8xmWmzigjvSamH6ZaXG7dRTQMscCX23RGVzM_IsoN4WXw7Vxr0nKSz9WEDcTP5MJOML3wqCeVIAPrSaS0VdcOImibXH7j_DeIrFqivzwlNRdQZFNYvDBd8C6ntkS4--4hXct-=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:50.583Z,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,Closed,Closed,8 am–3 pm,,,
https://www.google.com/maps/place/Transformed+Trees+%26+Landscaping+LLC/data=!4m7!3m6!1s0x86d66f2b8612e963:0xe54fc27879c039ec!8m2!3d32.212165!4d-110.8400738!16s%2Fg%2F11fll6q87v!19sChIJY-kShitv1oYR7DnAeXjCT-U,Transformed Trees & Landscaping LLC,5.0,264,Tree service,"7118 E 17th Pl, Tucson, AZ 85710, United States","6565+VX Tucson, Arizona, USA",https://transformedtreesandlandscaping.com/?utm_source=google&utm_medium=organic+&utm_campaign=gmb,+1 520-445-1080,Closed · Opens 6 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvYvVd-Vqlr-br1v5zu0BpLRQqAhdwK1SzZiwBw0JN7H9kAyT5SU4ijL-bMk2hzG8099C4d5NdlTEw4RMCjczWWEULwy5z86nOlR4M05xfqqi64nHJjAXQB1sASguR12Io1EhDaA=w408-h386-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:55.511Z,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–3 pm,Closed,6 am–5 pm,,,
https://www.google.com/maps/place/Papago+Landscaping/data=!4m7!3m6!1s0x86d671a4bf330ea7:0xa4b36403205a8387!8m2!3d32.1557085!4d-110.8825026!16s%2Fg%2F11hzwc2ctf!19sChIJpw4zv6Rx1oYRh4NaIANks6Q,Papago Landscaping,4.9,68,Landscaper,,,,,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwTd9wskBiCbBCD-HylygrSEMAylhH_0IJ5r4ekHbhM41fiNbjVKT27ZkNWPdn7x6fP-URDogq5iSIm3cINZrdiTJkgVYg4IHmSPgKYSFvh09vCGZNPu2gAwioXRF2KHGD19-s=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:59.926Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Brothers+Landscaping+LLC/data=!4m7!3m6!1s0x86d67369023c44e9:0x9425e5e5622dca88!8m2!3d32.2797449!4d-110.982617!16s%2Fg%2F11h75zs47_!19sChIJ6UQ8Amlz1oYRiMotYuXlJZQ,Brothers Landscaping LLC,4.6,57,Landscape designer,"702 W Roger Rd, Tucson, AZ 85705, United States","72H8+VX Tucson, Arizona, USA",http://brolandscaping.com/,+1 520-271-8985,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFj_OcHSIYoF25Vmkc2mqzI6kfoftVmIiXseLDTRoh85WmGNt-LT3_I1NHNebQo82YAbYyOQXWf_RCw8Vb46KWDV7LYB8cx5CU7M3baewAZ8avOwQZ8oYRkvrEGWC8-AChQqFM=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:19:04.328Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–4:30 pm,7 am–3 pm,Closed,7 am–5 pm,,,
https://www.google.com/maps/place/520+Tree+Service/data=!4m7!3m6!1s0x8d0bcfb04cc9a013:0x3bc98068e4c87590!8m2!3d32.2901259!4d-110.7855704!16s%2Fg%2F11thggz053!19sChIJE6DJTLDPC40RkHXI5GiAyTs,520 Tree Service,4.9,43,Tree service,"9641 E Bay Tree Pl, Tucson, AZ 85749, United States","76R7+3Q Tucson, Arizona, USA",https://www.520treeservice.com/,+1 520-261-3877,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPse3alJiJjFauNfp-_qCxtnwC_6vaCWvMu3E74ZJnuDJ4zJvqGGgh3p4FAt3rJhPIOScPelfLFJhkk-Iet5e3mMh3NnS0F1ivDKl_bIpsq_R90-5MIfkwpbnEyKDkhCyE2mf0sg=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:19:08.732Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
