placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,attributes,info,error
https://www.google.com/maps/place/USPOOLCONSTRUCTIONS/data=!4m7!3m6!1s0x89c43f0b41e5998d:0xfe52dc41a1dbd8b8!8m2!3d40.632295!4d-75.4120522!16s%2Fg%2F11vq2ktnvm!19sChIJjZnlQQs_xIkRuNjboUHcUv4,USPOOLCONSTRUCTIONS,5.0,1,Swimming pool contractor,"1840 Ridgelawn Ave, Bethlehem, PA 18018, United States","JHJQ+W5 Bethlehem, Pennsylvania, USA",,+1 610-844-3303,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNYNV98wfwAFyeC2R1HmwQ8OI2P1DarsZB1n0mG=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:38:56.235Z,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,,,
https://www.google.com/maps/place/Willow+Park+Pools+%26+Spas/data=!4m7!3m6!1s0x89c43fdb9f676b27:0x47b8d080263d098e!8m2!3d40.6367106!4d-75.3500721!16s%2Fg%2F1tdg44ns!19sChIJJ2tnn9s_xIkRjgk9JoDQuEc,Willow Park Pools & Spas,4.4,155,Swimming pool supply store,"1743 Stefko Blvd, Bethlehem, PA 18017, United States","JJPX+MX Bethlehem, Pennsylvania, USA",https://willowparkpools.com/,+1 610-868-8304,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOV914gEObP3IL8AHew1vBonhDFU2SD4mA2Q58G=w408-h249-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:01.700Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,9 am–3 pm,· In-store pick-up,,
https://www.google.com/maps/place/Doctor+Feelgoodes/data=!4m7!3m6!1s0x89c43c32eda62a45:0x8b94b154f16f0e45!8m2!3d40.5768946!4d-75.3900029!16s%2Fg%2F1tfv1hnj!19sChIJRSqm7TI8xIkRRQ5v8VSxlIs,Doctor Feelgoodes,3.8,134,Swimming pool contractor,"3568 PA-378, Bethlehem, PA 18015, United States","HJG5+QX Bethlehem, Pennsylvania, USA",https://www.doctorfeelgoodes.com/,+1 610-867-8803,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOIUwAgxucsm4eB2BPjYRQgMZ3-zI5UiBr4SHGp=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:06.933Z,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,11 am–4 pm,,,
"https://www.google.com/maps/place/B%26B+Pools,+Inc.+-+Hellertown+Service+%26+Retail/data=!4m7!3m6!1s0x89c417b929993d33:0x5edc65532ecfe3a7!8m2!3d40.5682338!4d-75.3389632!16s%2Fg%2F11h6mvw43n!19sChIJMz2ZKbkXxIkRp-PPLlNl3F4","B&B Pools, Inc. - Hellertown Service & Retail",4.2,29,Swimming pool repair service,"19 Main St, Hellertown, PA 18055, United States","HM96+7C Hellertown, Pennsylvania, USA",https://691pool.com/,+1 610-691-7665,Open ⋅ Closes 3 pm,https://lh3.googleusercontent.com/p/AF1QipNziHPynEmXZXwV4QwRaasgXvfkf2wKIFc-trru=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:11.794Z,10 am–3 pm,Closed,10 am–3 pm,Closed,10 am–3 pm,Closed,Closed,,,
https://www.google.com/maps/place/B%26B+Custom+Pools/data=!4m7!3m6!1s0x89c4161de75c5337:0xba9a1e396a95468a!8m2!3d40.5345541!4d-75.4912759!16s%2Fg%2F1tj2cypx!19sChIJN1Nc5x0WxIkRikaVajkemro,B&B Custom Pools,4.9,77,Swimming pool contractor,"358 Main St ste a, Emmaus, PA 18049, United States","GGM5+RF Emmaus, Pennsylvania, USA",https://www.bbcustompools.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 610-965-7665,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMaN4BpwtDQVksHI88MRlsCU7rv17L6N5kYvKEx=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:16.800Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Helios+Pools+LLC/data=!4m7!3m6!1s0x89c43f76f8a5c087:0xaa0913a915d9eb27!8m2!3d40.625368!4d-75.367126!16s%2Fg%2F11cmdkmjvg!19sChIJh8Cl-HY_xIkRJ-vZFakTCao,Helios Pools LLC,4.1,13,Swimming pool contractor,,,http://heliospoolsandrepairs.com/,+1 484-542-5392,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipM0zp2a8qHwF001GFX1s5sd92jDoKeYRVG96t3n=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:21.955Z,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,,,
https://www.google.com/maps/place/Pool+Pro+%26+Woods%27+Pools/data=!4m7!3m6!1s0x89c422e7c9cfae95:0x79595ff4e47137d4!8m2!3d40.5079384!4d-75.3857758!16s%2Fg%2F1tk641pm!19sChIJla7PyecixIkR1Ddx5PRfWXk,Pool Pro & Woods' Pools,4.5,73,Swimming pool contractor,"201 S 3rd St, Coopersburg, PA 18036, United States","GJ57+5M Coopersburg, Pennsylvania, USA",http://www.poolpropa.com/,+1 610-282-9500,"Open ⋅ Closes 5 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMZiDAHJYU5TPxyGnqiRKDeyxYfNTtUUCVxRytz=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:27.273Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,10 am–2 pm,,,
https://www.google.com/maps/place/Monogram+Custom+Homes+and+Pools/data=!4m7!3m6!1s0x89c43cceb2f1ad27:0x1cdac1fbbf72d8d5!8m2!3d40.5315472!4d-75.4320076!16s%2Fg%2F1tct9nn6!19sChIJJ63xss48xIkR1dhyv_vB2hw,Monogram Custom Homes and Pools,4.9,84,Swimming pool contractor,"5171 W Hopewell Rd, Center Valley, PA 18034, United States","GHJ9+J5 Center Valley, Upper Saucon Township, PA, USA",https://www.monogramcustombuilders.com/,+1 610-282-0235,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMAnwKMezoSTS2oeSPQVkqUw0VVxVkeDTr1ksHs=w408-h248-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:32.267Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Highpoint+Pools+LLC/data=!4m7!3m6!1s0x224e74f134710bcb:0xe5189eb5da6d2270!8m2!3d40.5435728!4d-75.3175536!16s%2Fg%2F11v0pr183d!19sChIJywtxNPF0TiIRcCJt2rWeGOU,Highpoint Pools LLC,5.0,25,Swimming pool repair service,"1705 Highpoint Rd, Coopersburg, PA 18036, United States","GMVJ+CX Coopersburg, Pennsylvania, USA",http://www.highpointpoolspa.com/,+1 610-466-5573,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMnBB43r-q-8sAWskaymRHdjBe6d0WPYnLj6bdB=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:37.399Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–2 pm,Closed,,Identifies as women-owned,
https://www.google.com/maps/place/BBC+Pool+Service+LLC/data=!4m7!3m6!1s0x89c42557e29944e5:0xec0c68459d79d54e!8m2!3d40.5345029!4d-75.4913412!16s%2Fg%2F11nghrm3_n!19sChIJ5USZ4lclxIkRTtV5nUVoDOw,BBC Pool Service LLC,4.4,7,Swimming pool repair service,"358A Main St, Emmaus, PA 18049, United States","GGM5+RF Emmaus, Pennsylvania, USA",http://www.bbcustompoolservice.com/,+1 610-966-7665,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNccGxXs_OXNl63dia4lLJgHOXzobb8vW2FlVFh=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:42.271Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Pool+Patrol+Pros/data=!4m7!3m6!1s0x41abd93a95a90607:0x6bffbe09d9a363b!8m2!3d40.6108094!4d-75.3772531!16s%2Fg%2F11x2jpcqrm!19sChIJBwaplTrZq0EROzaaneD7vwY,Pool Patrol Pros,4.8,20,Swimming pool contractor,,,https://www.poolpatrolpros.com/,+1 610-628-5680,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOYesS7bnppuJcE15FadPcY8OsiLoMlfSHv7-fg=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:47.331Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 pm,Closed,,,
https://www.google.com/maps/place/Aquatic+Escape+Pools+and+Services/data=!4m7!3m6!1s0x9e7ca9a52b66783:0xd63dcad027cbfa50!8m2!3d40.3366156!4d-75.036174!16s%2Fg%2F11vz2_8k_z!19sChIJg2e2UprK5wkRUPrLJ9DKPdY,Aquatic Escape Pools and Services,5.0,11,Swimming pool contractor,,,https://www.aquaticescapepools.com/,+1 610-509-2362,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPfMeQuigKnQTS-Bo006kZce9bSVe225tkoLNJL=w408-h284-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:52.661Z,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,,,
https://www.google.com/maps/place/Atlantis+Pool+Service/data=!4m7!3m6!1s0x89c4379eae9f8dd3:0xe92dea14967cbd22!8m2!3d40.693668!4d-75.518935!16s%2Fg%2F1tlnfd1t!19sChIJ042frp43xIkRIr18lhTqLek,Atlantis Pool Service,5.0,2,Swimming pool contractor,,,http://www.atlantispool.net/,+1 610-799-0505,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOMrE7o_Wo6SMmEusCJFL3lKcYvBRkGod1JY6CJ=w582-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:39:58.240Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Key+West+Pools/data=!4m7!3m6!1s0x89c4330cfb4d53b7:0x749c5ee6aedde259!8m2!3d40.601094!4d-75.66071!16s%2Fg%2F1th7z8y1!19sChIJt1NN-wwzxIkRWeLdruZenHQ,Key West Pools,4.8,12,Swimming pool contractor,"8549 Mohr Ln, Fogelsville, PA 18051, United States","J82Q+CP Fogelsville, Pennsylvania, USA",https://keywestpoolsinc.com/,+1 610-298-8981,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPm92S-JzvHlBrRO9_YrPhJPlsaeSfIVZaOXMft=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:40:04.184Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Pleasant+View+Pools,+LLC/data=!4m7!3m6!1s0x89c43df851e74641:0x408b7eaf736b7a12!8m2!3d40.4728305!4d-75.2970879!16s%2Fg%2F11g079ssz7!19sChIJQUbnUfg9xIkREnprc69-i0A","Pleasant View Pools, LLC",5.0,6,Swimming pool contractor,,,,+1 973-902-5777,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNW6Npm6azQdJnZ5ddI2jDrCr4oJKOuY_OPZC5v=w408-h272-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:40:09.618Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,,,
https://www.google.com/maps/place/Earth+Grain+Pool+LLC/data=!4m7!3m6!1s0x960fd2e41d23d9f:0x6932012dd61db10e!8m2!3d40.776307!4d-75.8762314!16s%2Fg%2F11x0f_81j0!19sChIJnz3SQS79YAkRDrEd1i0BMmk,Earth Grain Pool LLC,5.0,23,Swimming pool contractor,,,http://earthgrainpool.com/,+1 610-651-3560,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPJBCm12EKVrKQjCOjCHSJcCembqzTFCSbdHulQ=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:40:15.047Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,,,
https://www.google.com/maps/place/Minella+Pool+Service+South/data=!4m7!3m6!1s0x89c469a5870734a3:0xad1783ed3eb3ad5!8m2!3d40.7556421!4d-75.2617027!16s%2Fg%2F1vwlq1vw!19sChIJozQHh6VpxIkR1Trr0z540Qo,Minella Pool Service South,3.3,19,Swimming pool repair service,"201 Main St, Easton, PA 18042, United States","QP4Q+78 Easton, Pennsylvania, USA",,+1 610-746-7946,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM4bpvO6h8-a1sSAsmS3WQF5_wZRdMUQe4F6JTo=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:40:20.987Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Aqua+Ducks/data=!4m7!3m6!1s0x89c44025bb1c0001:0x99310ad0cc24da84!8m2!3d40.6909906!4d-75.3491203!16s%2Fg%2F11vkr34xpf!19sChIJAQAcuyVAxIkRhNokzNAKMZk,Aqua Ducks,,,Swimming pool contractor,"4628 Stafford Ave, Bethlehem, PA 18020, United States","MMR2+99 Bethlehem, Pennsylvania, USA",https://myaquaducks.com/contact,+1 610-393-7024,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X0q-F4PjzfLBQY7_jb0sfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.43628&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:40:24.495Z,,,,,,,,,,
https://www.google.com/maps/place/Gebhardts+Billiards+%26+Bowling/data=!4m7!3m6!1s0x89c4392e2ca0202f:0x7ea1196ae081a435!8m2!3d40.6255472!4d-75.443137!16s%2Fg%2F1tfdfdpx!19sChIJLyCgLC45xIkRNaSB4GoZoX4,Gebhardts Billiards & Bowling,4.5,156,Billiards supply store,"1010 Airport Rd, Allentown, PA 18109, United States","JHG4+6P Allentown, Pennsylvania, USA",http://www.gebhardts.com/,+1 610-439-8464,"Open ⋅ Closes 8 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbuZmA7OW_4kXtH58jYSQZVjP2GJ-5oguvpQDPv14ipkAWRMnlV0eztA5Sy1wqh-VeI2VzOVf7IrkWAduhjp3Rwr4Yr85xzDWUGFmiJCrJnaCd5sJORRO7iThzuwntqqTyjcM=w408-h541-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:40:30.725Z,10 am–8 pm,10 am–6 pm,10 am–6 pm,10 am–8 pm,10 am–6 pm,10 am–5 pm,Closed,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/G+Contracting/data=!4m7!3m6!1s0x89c439252c7841a3:0x9f3f970f0ca66a3!8m2!3d40.6258446!4d-75.444851!16s%2Fg%2F11fk5n1kxh!19sChIJo0F4LCU5xIkRo2bK8HD58wk,G Contracting,4.7,87,Remodeler,"1032 N Irving St, Allentown, PA 18109, United States","JHG4+83 Allentown, Pennsylvania, USA",https://gcontracting.com/,+1 610-849-3946,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNdg-9RiTw4394J00LefqyZ_0TJUm7N3wwa1ICW=w408-h326-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Bethlehem+Allentown+PA/@40.6022939,-75.4714098,14z",2025-10-27T17:40:36.755Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,,,
