placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,isBlackOwned,error,attributes
https://www.google.com/maps/place/Anytime+Garage+Door+TX/data=!4m7!3m6!1s0xd7546c061d1afd3:0xe454284335984738!8m2!3d30.2108169!4d-97.7263013!16s%2Fg%2F11pf5y9g3f!19sChIJ06_RYcBGdQ0ROEeYNUMoVOQ,Anytime Garage Door TX,4.8,315,Garage door supplier,"5214 Burleson Rd Ste 409, Austin, TX 78744, United States","676F+8F Austin, Texas, USA",https://www.anytimegaragedoor.com/service-areas/austin-tx-garage-door-repair?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 512-648-5962,Open ⋅ Closes 11 pm,,https://lh3.googleusercontent.com/p/AF1QipNfVw5xXuIG7DZXCR5xlQRJeh9F9LOrd9SQhOYz=w426-h240-k-no,true,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:11.322Z,,,
https://www.google.com/maps/place/Gator+Garage+Door+Repair/data=!4m7!3m6!1s0x865b3185cad77951:0x95671f41f1e23161!8m2!3d30.3911287!4d-97.9323458!16s%2Fg%2F11rqz8mx0c!19sChIJUXnXyoUxW4YRYTHi8UEfZ5U,Gator Garage Door Repair,5.0,1224,Garage door supplier,"3100 Scott Dr Suite 201, Austin, TX 78734, United States","93R9+F3 Austin, Texas, USA",https://www.gatorgaragedoorrepair.com/service-area/austin-tx/?utm_source=google&utm_medium=organic&utm_campaign=GMB%2078734,+1 512-524-7703,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM2cD8alAFulx4SNs6lK7bd2DS9rwm4hBCPONQ8=w408-h279-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:16.194Z,,,
https://www.google.com/maps/place/Action+Garage+Door+Repair+Specialists/data=!4m7!3m6!1s0x8644b38e14020d6d:0x20b3672bbca1d13!8m2!3d30.267566!4d-97.6610305!16s%2Fg%2F11h5vgw_sl!19sChIJbQ0CFI6zRIYREx3Ku3I2CwI,Action Garage Door Repair Specialists,4.9,241,Garage door supplier,,,https://www.actiongaragedoor.com/service-area/austin-tx-garage-door-repair-installation/,+1 512-447-3667,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMHDoyllgYKYgryZC8wSITn-q5q8vxG4cXkWw8=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:21.152Z,,,
https://www.google.com/maps/place/911+Garage+Opener+and+Sheds+Austin+TX/data=!4m7!3m6!1s0x809ad98d2929cc41:0xb52d92afdb67c172!8m2!3d30.2534125!4d-97.7324692!16s%2Fg%2F1263_986j!19sChIJQcwpKY3ZmoARcsFn26-SLbU,911 Garage Opener and Sheds Austin TX,4.4,25,Garage builder,"31 Navasota St, Austin, TX 78702, United States","7739+92 Austin, Texas, USA",https://911garagedooraustin.com/#offer,+1 512-766-4349,Open ⋅ Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIr6Q1xyVH4CmOw9S4yQcN9p8yt5BTD1vXAwRVnta_121ikzt0O0Zngt3EnsZqj0vfPyDY2o293e8ybU1XtIzmz5vxx8qkZU96DvNFKXrE0ECN8M0OA2hEzJUIdVLVqKn06SbTNg=w408-h544-k-no,true,7 am–7 pm,10 am–5 pm,10 am–5 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:25.883Z,,,
https://www.google.com/maps/place/justgaragedooraustintx/data=!4m7!3m6!1s0x8644cb0022849e35:0x9bacec27b9062a19!8m2!3d30.3025965!4d-97.7385724!16s%2Fg%2F11w_rg22h6!19sChIJNZ6EIgDLRIYRGSoGuSfsrJs,justgaragedooraustintx,,,Repair service,"3706 Guadalupe St, Austin, TX 78705, United States","8736+2H Austin, Texas, USA",https://justgaragedoor.com/austin-tx/,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xkKNoOuvNS-F3cCO5qFyFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.546288&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:28.176Z,,,
https://www.google.com/maps/place/Austin+Garage+Door+Solutions+Same+Day+Service+Garage+Door+Repair/data=!4m7!3m6!1s0x8644b379fbebbc25:0x146d658dea428218!8m2!3d30.196528!4d-97.782887!16s%2Fg%2F12hz48y7t!19sChIJJbzr-3mzRIYRGIJC6o1lbRQ,Austin Garage Door Solutions Same Day Service Garage Door Repair,5.0,365,Garage door supplier,"6511 Sunstrip Dr, Austin, TX 78745, United States","56W8+JR Austin, Texas, USA",http://www.austintxgaragedoorsolutions.com/,+1 512-709-3704,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMMphGGwe78ERn-TQfFf3RMknOmXWMXfVT7kHjN=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:33.195Z,,,
https://www.google.com/maps/place/South+Austin+Garage+Door+Repair+and+Systems+by+America%27s+Front+Door/data=!4m7!3m6!1s0x8644b3e9c6756855:0x16bd0e0c4039856c!8m2!3d30.1926835!4d-97.7739305!16s%2Fg%2F11llqn4jxp!19sChIJVWh1xumzRIYRbIU5QAwOvRY,South Austin Garage Door Repair and Systems by America's Front Door,5.0,221,Garage door supplier,"412 E William Cannon Dr, Austin, TX 78745, United States","56VG+3C Austin, Texas, USA",http://garagedoorsaustin.org/,+1 512-537-1528,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNkDl6ziZPxCt94ZTDb7eG3AeOHDzCx7CQRUJmT=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:38.176Z,,,
https://www.google.com/maps/place/Garage+Tec+Automatic+Gates+%26+Garage+Door+Repair/data=!4m7!3m6!1s0x865b3545216da9b9:0x5194b754090ae018!8m2!3d30.2782766!4d-97.8042091!16s%2Fg%2F11vpxr7sjk!19sChIJualtIUU1W4YRGOAKCVS3lFE,Garage Tec Automatic Gates & Garage Door Repair,4.9,89,Garage door supplier,"3536 Bee Caves Rd #206, Austin, TX 78746, United States","75HW+88 Austin, Texas, USA",https://garagetec.org/lost-creek-tx/,+1 512-610-5615,Open ⋅ Closes 9 pm,,https://lh3.googleusercontent.com/p/AF1QipO2NYRmrE0dgKwJdg9Fd5IIbjVAO4ofi_6NDr8P=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:43.788Z,,,
https://www.google.com/maps/place/Garage+Tec+Automatic+Gates+%26+Garage+Door+Repair/data=!4m7!3m6!1s0x8644cb36b7358b51:0x841898a8671d9dab!8m2!3d30.388629!4d-97.760285!16s%2Fg%2F11vpxpzrnt!19sChIJUYs1tzbLRIYRq50dZ6iYGIQ,Garage Tec Automatic Gates & Garage Door Repair,4.9,148,Garage door supplier,"8500 N Mopac Expy Suite 818, Austin, TX 78759, United States","96QQ+FV Austin, Texas, USA",https://garagetec.org/austin-tx/,+1 512-885-5730,Open ⋅ Closes 9 pm,,https://lh3.googleusercontent.com/p/AF1QipPbUcxCW1QqDMycpY3bpu_kF4qVmdzHFRBjdILG=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:48.563Z,,,
https://www.google.com/maps/place/A1+Roll+Up+Garage+Austin+TX/data=!4m7!3m6!1s0x876f3c92ba820b21:0x7def4ed3b4001227!8m2!3d30.2661598!4d-97.7458717!16s%2Fg%2F1vyk2_ng!19sChIJIQuCupI8b4cRJxIAtNNO730,A1 Roll Up Garage Austin TX,4.2,10,Cabinet maker,"301 Lavaca St, Austin, TX 78701, United States","7783+FM Austin, Texas, USA",https://rollupgarageaustintx.com/,+1 512-553-8626,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwe50M2G2BeHL_n1OPyZdPU6_S1kqOUgRLqyx9GcQsJTj4p5JoaXnwcv7XaM7zF1Oi4ntiWin9xyAiCZtIQHnNu7M4wgLYDSWLHedVSmW0VhstbQDooFU0RcBfIcLEU_TVm80rJGQ=w408-h306-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:53.458Z,,,
https://www.google.com/maps/place/Hutchins+Garage+Doors/data=!4m7!3m6!1s0x8644b4ded93900f7:0x7fa349f8218ca8a6!8m2!3d30.387991!4d-97.771258!16s%2Fg%2F1hf082st8!19sChIJ9wA52d60RIYRpqiMIfhJo38,Hutchins Garage Doors,4.9,74,Garage door supplier,,,https://www.hutchinsgaragedoors.com/,+1 512-442-5301,,,https://lh3.googleusercontent.com/p/AF1QipPOSM5iLmC5NcXiEXkMPrRNcPK9_i_kU9EhceTO=w408-h272-k-no,true,8 am–6 pm,8 am–3 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:45:58.356Z,,,
https://www.google.com/maps/place/Mr.+Garage+Door+Repair+North+Austin/data=!4m7!3m6!1s0x5490f9f6455ae847:0x33e3cb7c1656a0c7!8m2!3d30.3923512!4d-97.7096793!16s%2Fg%2F11vr8_f5gn!19sChIJR-haRfb5kFQRx6BWFnzL4zM,Mr. Garage Door Repair North Austin,5.0,15,Garage door supplier,"2111 W Braker Ln, Austin, TX 78758, United States","97RR+W4 Austin, Texas, USA",,+1 737-352-6877,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipPDjQGmuFgARcE-h3uPtDEQydiWbz2camtX3VV6=w408-h341-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:46:03.292Z,,,
https://www.google.com/maps/place/Zone+Garage+Off+Track+Austin+TX/data=!4m7!3m6!1s0x8640b3a900961db9:0x12b43298cca9eaf7!8m2!3d30.2307302!4d-97.802711!16s%2Fg%2F1td0gwzl!19sChIJuR2WAKmzQIYR9-qpzJgytBI,Zone Garage Off Track Austin TX,4.0,5,Home help,"4534 West Gate Blvd, Austin, TX 78745, United States","65JW+7W Austin, Texas, USA",https://zonegaragedoors.com/,+1 512-593-8216,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XAftosUXgV5oKrEN74zO4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.9498&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:46:08.102Z,,,
https://www.google.com/maps/place/Eco+Garage+Doors+of+Austin/data=!4m7!3m6!1s0x8806519fe564173d:0x3f033cca40bbcb81!8m2!3d30.1899929!4d-97.6051952!16s%2Fg%2F11j0bw1sms!19sChIJPRdk5Z9RBogRgcu7QMo8Az8,Eco Garage Doors of Austin,5.0,241,Garage door supplier,"4200 Burch Dr A-3, Del Valle, TX 78617, United States","59QV+XW Del Valle, Austin, TX, USA",https://www.ecogarages.com/,+1 512-900-5341,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOEN6t379C3pWJngbxk7eReIPJGD1N1YcuwStaD=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:46:12.641Z,,,
https://www.google.com/maps/place/Infinity+Garage+Door+-+Austin+Garage+Door+Repair/data=!4m7!3m6!1s0x250a6c20d4609e2f:0x1fbc51e2b80c3787!8m2!3d30.4340565!4d-97.6678245!16s%2Fg%2F11tc1lcppk!19sChIJL55g1CBsCiURhzcMuOJRvB8,Infinity Garage Door - Austin Garage Door Repair,5.0,359,Garage door supplier,"14301 N Interstate Hwy 35, Pflugerville, TX 78660, United States","C8MJ+JV Pflugerville, Texas, USA",https://www.infinitygaragedoorllc.com/garage-door-repair-pflugerville/?utm_campaign=google&utm_medium=local&utm_source=google_business_profile,+1 512-998-4556,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNC_BsAJziMCbTinyxkS3v3H0Ll6Be4DXNRGvt-=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:46:17.482Z,,,
https://www.google.com/maps/place/allygaragedoors./data=!4m7!3m6!1s0x8644b50043144675:0xf55dbc768e3ad216!8m2!3d30.2678729!4d-97.7411242!16s%2Fg%2F11x2gmyhyz!19sChIJdUYUQwC1RIYRFtI6jna8XfU,allygaragedoors.,5.0,1,Repair service,"200 E 6th St, Austin, TX 78701, United States","7795+4H Austin, Texas, USA",https://allygaragedoors.com/contact.html,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E0Ey-kIo-BZp-K47GxLlMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.956196&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:46:20.010Z,,,
https://www.google.com/maps/place/Fix+Garage+Spring+Austin+TX+Center/data=!4m7!3m6!1s0x89c2f626cc798d51:0x32058d48eba08893!8m2!3d30.241377!4d-97.7589446!16s%2Fg%2F11r8mcfc2!19sChIJUY15zCb2wokRk4ig60iNBTI,Fix Garage Spring Austin TX Center,1.0,1,Contractor,"517 W Oltorf St, Austin, TX 78704, United States","66RR+HC Austin, Texas, USA",https://fixgaragedooraustin.com/,+1 512-766-4991,Open ⋅ Closes 11 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Z2sH6N9Z6Qr2t4U7IypWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.74527&pitch=0&thumbfov=100,true,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:46:24.805Z,,,
https://www.google.com/maps/place/Action+Garage+Door+Repair+%26+Systems/data=!4m7!3m6!1s0x4295176c0301c813:0x92fa78809b4343d3!8m2!3d30.241569!4d-97.76867!16s%2Fg%2F11wbxyc8yh!19sChIJE8gBA2wXlUIR00NDm4B4-pI,Action Garage Door Repair & Systems,4.7,13,Garage door supplier,,,,+1 512-617-0201,Open ⋅ Closes 10 pm,,https://lh3.googleusercontent.com/p/AF1QipMd5xwh9ORcdtsjUJ9kQVDE3VLxRg12KOuicctY=w408-h272-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-07T22:46:29.634Z,,,
