placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Springfield+Wellness+Center/data=!4m7!3m6!1s0x88753874db1f1e2d:0x83fd00b0c8bb0b73!8m2!3d39.7910441!4d-89.7025936!16s%2Fg%2F1v_0khgl!19sChIJLR4f23Q4dYgRcwu7yLAA_YM,Springfield Wellness Center,4.9,712,Chiropractor,"1000 S Durkin Dr, Springfield, IL 62704, United States","Q7RW+CX Springfield, Illinois, USA",https://www.silverichiro.com/?utm_source=google+my+business&utm_medium=contact+button&utm_campaign=gmb+listing,+1 217-726-0422,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMcpcsIt1VmkBX-xLIjUmIA1b1OX4zAW0GlJWhh=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:14:42.813Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Ann+M.+Bova,+DN/@39.792285,-89.7055482,17z/data=!3m1!4b1!4m6!3m5!1s0x8875478bf8c7691f:0x665b79ab95d05db1!8m2!3d39.792285!4d-89.7055482!16s%2Fg%2F1tjtk0bd","Ann M. Bova, DN",5.0,2,Naturopathic practitioner,"907 Clocktower Dr, Springfield, IL 62704, United States","Q7RV+WQ Springfield, Illinois, USA",,+1 217-726-5400,,,false,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:14:47.079Z,,,,,,,,,,,
https://www.google.com/maps/place/AlignLife+-+Chiropractic+%26+Natural+Health+Center/data=!4m7!3m6!1s0x8875388f52c1a3e7:0xcde719ea135d0c31!8m2!3d39.767625!4d-89.6933377!16s%2Fg%2F1ptxkxmkg!19sChIJ56PBUo84dYgRMQxdE-oZ580,AlignLife - Chiropractic & Natural Health Center,5.0,249,Chiropractor,"2931 Montvale Dr, Springfield, IL 62704, United States","Q894+3M Springfield, Illinois, USA",https://alignlife.com/locations/springfield-il-chiropractor/,+1 217-787-7500,"Closed · Opens 1 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipPYHnodGuw13K4h37r27YMBsbChll-UkgLNdo4g=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:14:51.725Z,"7–11 am, 1–6 pm",8:30–11 am,"8 am–12 pm, 1–6 pm",12–6 pm,7 am–1 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Heartland+Naprapathic+Center/data=!4m7!3m6!1s0x8875389000000001:0xafca72537b6045ff!8m2!3d39.759881!4d-89.7326569!16s%2Fg%2F1v62jdsz!19sChIJAQAAAJA4dYgR_0Vge1Nyyq8,Heartland Naprapathic Center,5.0,4,Wellness center,"4211 Westgate Dr, Springfield, IL 62711, United States","Q758+XW Springfield, Illinois, USA",http://www.heartlandhealingartscenter.com/,+1 217-726-5400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kKknf8jM06GMJ4Py-jzhaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.29016&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:14:54.205Z,,,,,,,,,,,
https://www.google.com/maps/place/Natural+Health+And+Healing+Institute+USA/data=!4m7!3m6!1s0x887539dc8933e75b:0xedd6f25d7b0b7442!8m2!3d39.7552432!4d-89.64847!16s%2Fg%2F1q64d1ymy!19sChIJW-czidw5dYgRQnQLe13y1u0,Natural Health And Healing Institute USA,3.0,2,Nutritionist,"3325 S 6th St Suite #8, Springfield, IL 62703, United States","Q942+3J Springfield, Illinois, USA",,+1 217-415-6800,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPcglTzbfxvxBO_3ME1geq34PFXokG0cSkWja1N=w408-h272-k-no,false,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:14:58.653Z,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Gretchen+Caldwell+NP+Integrative+Aesthetic+Wellness/data=!4m7!3m6!1s0x887547bde18768ad:0xf90cf832babe8d87!8m2!3d39.7918663!4d-89.7052322!16s%2Fg%2F11lnp44xwm!19sChIJrWiH4b1HdYgRh42-ujL4DPk,Gretchen Caldwell NP Integrative Aesthetic Wellness,5.0,37,Spa,"917 Clocktower Dr #130, Springfield, IL 62704, United States","Q7RV+PW Springfield, Illinois, USA",https://caldwell-iaw.com/,+1 217-960-4392,Closed · Opens 5 pm Wed,https://lh3.googleusercontent.com/p/AF1QipN26oDWg7gUVSSvX2mwYn1HXOHCCBkjl0eCnk-8=w408-h413-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:03.097Z,Closed,Closed,5–7 pm,Closed,9 am–5 pm,9 am–12 pm,Closed,,,,
https://www.google.com/maps/place/Healing+Heart+%26+Art+Studio/data=!4m7!3m6!1s0x88753b001beada83:0x42d9c63ff49ba48a!8m2!3d39.7634118!4d-89.6247039!16s%2Fg%2F11ys6ygtdt!19sChIJg9rqGwA7dYgRiqSb9D_G2UI,Healing Heart & Art Studio,,,Holistic medicine practitioner,"2945 Stanton St Suite A, Springfield, IL 62703, United States","Q97G+94 Springfield, Illinois, USA",,+1 217-585-8060,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cWBx1rpA4aZwMSn686Tx7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=207.9977&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:05.329Z,,,,,,,,,,,
https://www.google.com/maps/place/Kiron+Wellness/data=!4m7!3m6!1s0x8875390d26392cdb:0x6f65329fc2fc8b66!8m2!3d39.7942496!4d-89.6966397!16s%2Fg%2F11r3dh7jc7!19sChIJ2yw5Jg05dYgRZov8wp8yZW8,Kiron Wellness,5.0,2,Massage therapist,"2536 Farragut Dr, Springfield, IL 62704, United States","Q8V3+M8 Springfield, Illinois, USA",https://kironwellness.com/,+1 217-971-7647,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMt5gCx91H_kt2Ayh5V8955HgoBy-nEnaNJscuR=w426-h240-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:09.650Z,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,11 am–3 pm,Closed,,,,
"https://www.google.com/maps/place/Nichole+Mirocha,+DO+-+SIU+Medicine/data=!4m7!3m6!1s0x887539567cee7c6f:0x23d0c29fb53c1867!8m2!3d39.8069957!4d-89.6501278!16s%2Fg%2F11ms64by8p!19sChIJb3zufFY5dYgRZxg8tZ_C0CM","Nichole Mirocha, DO - SIU Medicine",5.0,2,Family practice physician,"520 N 4th St, Springfield, IL 62702, United States","R84X+QW Springfield, Illinois, USA",https://siumed.org/nichole-mirocha,+1 217-545-8000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R-wvRhxWJ3xmcs_FUOLSqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.49212&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:12.059Z,,,,,,,,,,,
https://www.google.com/maps/place/Reid+Family+Wellness/data=!4m7!3m6!1s0x8875388e7d26bd6f:0xd76233eb6e53d650!8m2!3d39.7667961!4d-89.6864599!16s%2Fg%2F1v4206cs!19sChIJb70mfY44dYgRUNZTbuszYtc,Reid Family Wellness,4.9,133,Chiropractor,"2920 Chatham Rd, Springfield, IL 62704, United States","Q887+PC Springfield, Illinois, USA",http://www.reidfamilywellness.com/?utm_source=NEXT&utm_medium=Google_apt&utm_campaign=Next%2520UTM,+1 217-698-5800,Closed · Opens 2 pm,https://lh3.googleusercontent.com/p/AF1QipPlIpy4bouOGhY2-utxvZbPI01xzCVpoGTBTIuu=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:17.321Z,"8 am–12 pm, 2–5:30 pm",9 am–12 pm,"8 am–12 pm, 2–5:30 pm",9 am–12 pm,7 am–12 pm,9–11 am,Closed,,,,
https://www.google.com/maps/place/The+CureCenter/data=!4m7!3m6!1s0x8875475628d83fdf:0x316ae53f81b32b9c!8m2!3d39.7757197!4d-89.7101488!16s%2Fg%2F11rc0jlmry!19sChIJ3z_YKFZHdYgRnCuzgT_lajE,The CureCenter,5.0,8,Medical clinic,"2131 W White Oaks Dr Suite A, Springfield, IL 62704, United States","Q7GQ+7W Springfield, Illinois, USA",http://thecurecenter.life/,+1 217-321-1987,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ewNW3gWc3urQ8ZoO93rDfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.052973&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:22.235Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Craig+a+Backs+LLC/data=!4m7!3m6!1s0x88754782bda08705:0xbb937806db756c60!8m2!3d39.7757197!4d-89.7101488!16s%2Fg%2F1tgf8jst!19sChIJBYegvYJHdYgRYGx12wZ4k7s,Craig a Backs LLC,5.0,4,Medical clinic,"2131 W White Oaks Dr Suite A, Springfield, IL 62704, United States","Q7GQ+7W Springfield, Illinois, USA",http://www.thecenterforprevention.com/,+1 217-321-1987,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ewNW3gWc3urQ8ZoO93rDfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.052973&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:24.558Z,,,,,,,,,,,
"https://www.google.com/maps/place/Louis+T.+Distasio,+DC/data=!4m7!3m6!1s0x887539b7f6305f35:0x51abaf8ce488a817!8m2!3d39.7944433!4d-89.6531754!16s%2Fg%2F1tfzsp0y!19sChIJNV8w9rc5dYgRF6iI5Iyvq1E","Louis T. Distasio, DC",5.0,2,Acupuncturist,"716 S 2nd St, Springfield, IL 62704, United States","Q8VW+QP Springfield, Illinois, USA",,+1 217-544-8118,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6BW-hmlJv-moLU03ZoVPoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.767624&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:26.971Z,,,,,,,,,,,
"https://www.google.com/maps/place/Abigail+Buerkett,+DC/data=!4m7!3m6!1s0x887539828f28729f:0x8716cd424a19b334!8m2!3d39.809938!4d-89.65395!16s%2Fg%2F11p_1y91_0!19sChIJn3Ioj4I5dYgRNLMZSkLNFoc","Abigail Buerkett, DC",5.0,96,Chiropractor,"800 N 1st St, Springfield, IL 62702, United States","R85W+XC Springfield, Illinois, USA",https://www.springfieldclinic.com/our-providers/abigail-buerkett,+1 217-280-9151,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNA8Zy2ZB1wErt4K-63VMaCgMzU-hSEokHF-YQC=w424-h240-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:31.373Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Frisina+Family+Wellness/data=!4m7!3m6!1s0x88753851e94b34d9:0x21308710ada44d73!8m2!3d39.7837313!4d-89.6686772!16s%2Fg%2F1tg_b76c!19sChIJ2TRL6VE4dYgRc02krRCHMCE,Frisina Family Wellness,4.7,12,Chiropractor,"1533 S MacArthur Blvd, Springfield, IL 62704, United States","Q8MJ+FG Springfield, Illinois, USA",http://frisinafamilywellness.com/,+1 217-787-4345,Closed · Opens 2 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nLoyFO3eohOBZA-RiXCrMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.9743&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:35.856Z,"9 am–12 pm, 2–6 pm",3–6 pm,"9 am–12 pm, 2–6 pm",Closed,"9 am–12 pm, 2–6 pm",Closed,Closed,,,,
https://www.google.com/maps/place/Leafwell+-+Medical+Cannabis+Cards+-+Illinois/data=!4m7!3m6!1s0x8875474faac9277d:0x22a691c35f8347a1!8m2!3d39.7700975!4d-89.7149568!16s%2Fg%2F11y5v_23dz!19sChIJfSfJqk9HdYgRoUeDX8ORpiI,Leafwell - Medical Cannabis Cards - Illinois,5.0,27,Medical clinic,"2538 S Koke Mill Rd, Springfield, IL 62711, United States","Q7CP+22 Springfield, Illinois, USA",https://leafwell.com/partners/springfield-illinois/?utm_source=gmbp&utm_medium=158&utm_campaign=illinois,,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Q6po2I-5cRpT7qa1NL2Ig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.11952&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:40.469Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,,
https://www.google.com/maps/place/Optimize+Health+Dr+Kirk+Price+DPSc/data=!4m7!3m6!1s0x8875388611b10535:0x8a90d7c14a6b44f9!8m2!3d39.7707475!4d-89.6917825!16s%2Fg%2F11c60jkqcx!19sChIJNQWxEYY4dYgR-URrSsHXkIo,Optimize Health Dr Kirk Price DPSc,5.0,5,Chiropractor,"2621 Montega Dr #2, Springfield, IL 62704, United States","Q8C5+77 Springfield, Illinois, USA",,,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMeiHElZY05v3hEYIW2Fbuk-RT1Q9kfT3_wWCIV=w408-h306-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:44.809Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,Closed,,,,
https://www.google.com/maps/place/Advanced+Center+For+Pain+And+Rehab/data=!4m7!3m6!1s0x8875381184602371:0x2fa5c583ba4cdc6b!8m2!3d39.8009959!4d-89.6884022!16s%2Fg%2F1th6flj7!19sChIJcSNghBE4dYgRa9xMuoPFpS8,Advanced Center For Pain And Rehab,4.9,241,Chiropractor,"2060 W Washington St, Springfield, IL 62702, United States","R826+9J Springfield, Illinois, USA",https://www.advancedcenterforpain.com/,+1 217-787-8200,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipPhViwyNPbWYkRhvjkEiKtlcKAxZ-OkkaM7HZQK=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:49.194Z,6:45 am–5:30 pm,8 am–5:30 pm,6:45 am–5:30 pm,8 am–5:45 pm,6:45 am–5 pm,Closed,Closed,,,,
"https://www.google.com/maps/place/Gameday+Men%27s+Health+Springfield,+IL/data=!4m7!3m6!1s0x8875391bc231d00f:0x134b65b8651c7338!8m2!3d39.7951804!4d-89.6966869!16s%2Fg%2F11w4ts0436!19sChIJD9Axwhs5dYgROHMcZbhlSxM","Gameday Men's Health Springfield, IL",5.0,153,Men's health physician,"2524 Farragut Dr Suite C2, Springfield, IL 62704, United States","Q8W3+38 Springfield, Illinois, USA",https://gamedaymenshealth.com/springfield-il/,+1 217-953-8793,"Open · Closes 5 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOlomwit1TIYWjIk8os3jTdUIWz-8S7-tFfmKNb=w408-h306-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:53.638Z,8:30 am–5 pm,11:30 am–7 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,Closed,,,,
https://www.google.com/maps/place/Keystone+Chiropractic+-+Springfield+Chiropractor/data=!4m7!3m6!1s0x887547f4b0eb911b:0x9673b623abe952a6!8m2!3d39.7962483!4d-89.7043544!16s%2Fg%2F1tm13c0m!19sChIJG5HrsPRHdYgRplLpqyO2c5Y,Keystone Chiropractic - Springfield Chiropractor,4.9,96,Chiropractor,"450 S Durkin Dr STE B, Springfield, IL 62704, United States","Q7WW+F7 Springfield, Illinois, USA",http://keystonechirospi.com/,+1 217-698-7900,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOvwKSDC3xFkqu3jv47A9skq_Ts_8qZhs8N40Vq=w469-h240-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:15:58.060Z,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,Closed,Closed,Closed,,,,
https://www.google.com/maps/place/Redefine+HealthCare/data=!4m7!3m6!1s0x8875478fbb1aaaab:0xd952ad318b69313a!8m2!3d39.7704037!4d-89.7173934!16s%2Fg%2F11dxnk_5py!19sChIJq6oau49HdYgROjFpizGtUtk,Redefine HealthCare,5.0,11,Medical office,"3274 W Iles Ave, Springfield, IL 62711, United States","Q7CM+52 Springfield, Illinois, USA",https://redefinehc.com/,+1 217-441-2546,,https://lh3.googleusercontent.com/p/AF1QipNq2hg6v1NURMReNi1WdQZpJvt2H7ZZYz73379F=w408-h271-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-02-23T18:16:00.622Z,,,,,,,,,,,
