placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/The+Steamery+of+Waco/data=!4m7!3m6!1s0x864f8373faa0da4d:0x974ba8cf927acb9b!8m2!3d31.5527087!4d-97.1260414!16s%2Fg%2F11gmg7pgnj!19sChIJTdqg-nODT4YRm8t6ks-oS5c,The Steamery of Waco,5.0,2,Corporate office,"480033050004008, Waco, TX 76706, United States","HV3F+3H Waco, Texas, USA",http://thesteameryinc.com/,+1 254-749-4568,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hmixmINjb5Q8MK0FAUp7uA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.03943&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-03-23T05:25:58.416Z,,,,
https://www.google.com/maps/place/Montgomery+Roofing+-+Waco+Roofers/data=!4m7!3m6!1s0x864f83fdc8ae5bf7:0xc297f2ddd936e106!8m2!3d31.5627567!4d-97.1156016!16s%2Fg%2F11vbg6w3hv!19sChIJ91uuyP2DT4YRBuE22d3yl8I,Montgomery Roofing - Waco Roofers,4.9,137,Roofing contractor,"219 S 4th St, Waco, TX 76701, United States","HV7M+4Q Waco, Texas, USA",https://roofstexas.com/waco-roofers/,+1 254-655-1024,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweplwS3hbWXxXJvHjzDQep2jkgnlRhovN6PwTMn-zHR86xpvagtmIczOiFq8awqbpCnhe-jZOkwcij_XYfk-hd0-s-a4tJ9P5vQf4clsZt2tLpYokdrwLXhDTXz-oWotIJTaYyfL1Hg7wVLO=w408-h342-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-03-23T05:26:03.237Z,,,,
https://www.google.com/maps/place/Target+Solutions/data=!4m7!3m6!1s0x864f834bdfaabd77:0xf441dad2c5ca444!8m2!3d31.5717909!4d-97.2857214!16s%2Fg%2F1tj1myfk!19sChIJd72q30uDT4YRRKRcLK0dRA8,Target Solutions,4.3,70,Water damage restoration service,"6900 N State Hwy 6, Waco, TX 76712, United States","HPC7+PP Waco, Texas, USA",https://targetteam.com/?utm_campaign=gmb,+1 877-644-8785,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer02ExPZZ15lq2I00LZ7otlHWwBHQRF0MvEU9VZbPFQkvJZBTfQvdAWlyHeeYgiRkVK0NgQAt33_2aUgSkq_XrhoboHCrbIm11YIDJVQBr2d4paHtrDM8N7nEPvREQcX5Yr6Prg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-03-23T05:26:08.059Z,,,,
"https://www.google.com/maps/place/Triple+RRR+Drywall,+LLC/data=!4m7!3m6!1s0x864f836bcd172a2f:0xf74ceb18b326f11b!8m2!3d31.5200833!4d-97.1783947!16s%2Fg%2F11h364pdt8!19sChIJLyoXzWuDT4YRG_EmsxjrTPc","Triple RRR Drywall, LLC",4.5,26,Dry wall contractor,"317 Factory Dr Suite 4, Waco, TX 76710, United States","GRCC+2J Waco, Texas, USA",https://triplerrrdrywall.com/,+1 254-400-0973,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweql9w-hXBMKKbbZ8nNDESn4iu89uPG7XNehKcrftSAfEtpZDLDaYA5qKktIF0ej-2g4qS1MdbpWgAmpqvoto6Zd8IzCmUv0WhyGsgxjlV4lCAVmDZPjXYSy0TUm6GHWZBNlz5Vp=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-03-23T05:26:13.052Z,Identifies as Latino-owned,,,
https://www.google.com/maps/place/Magdaleno+Drywall+Solutions/data=!4m7!3m6!1s0x6be2873ef7f823f3:0x59fb8fbc7adf9884!8m2!3d31.553647!4d-97.2031765!16s%2Fg%2F11tfwp9blq!19sChIJ8yP49z6H4msRhJjferyP-1k,Magdaleno Drywall Solutions,5.0,91,Dry wall contractor,,,http://magdalenodrywallsolutions.com/,+1 254-339-3102,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqTgnXppqXNJEtMVO8aYB2TWjFhQbBTLechXp-Sg_k5s0AK80rkUMKM4BJXg3Kc5xH3msPwqwOLM8ilw_w-IJJRSN_lFyKm51iQDVQ3jo5RT446tcNqHXRksM9KIb4qZVQn23DGdfUDu3Q=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-03-23T05:26:17.862Z,Identifies as Latino-owned,,,
https://www.google.com/maps/place/Enviro-Serv/data=!4m7!3m6!1s0x864f8fb6c76fd557:0x6dec77dd14c99519!8m2!3d31.5533098!4d-97.2753384!16s%2Fg%2F1tm2b2bb!19sChIJV9Vvx7aPT4YRGZXJFN137G0,Enviro-Serv,4.2,46,Water damage restoration service,"5505 Hwy 6, Waco, TX 76712, United States","HP3F+8V Waco, Texas, USA",https://www.enviroservrestoration.com/,+1 254-776-1877,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqD-TxBA1DhBSCTyjZgWEYqB4Lwh1SSIN0lvry6-jYC2AiS6aZliFr2McL7QrRdp206WLXsSFMoXZiTVimyLNZceXHMflrQ0eyXD38Qh6xFeSIpwG6CIc77S12MJSwhNdVicBfiEg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-03-23T05:26:22.736Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Lochridge-Priest/data=!4m7!3m6!1s0x864f82c8d2c81e5b:0xe616fbb5a8684378!8m2!3d31.6056941!4d-97.1171857!16s%2Fg%2F12642byvd!19sChIJWx7I0siCT4YReENoqLX7FuY,Lochridge-Priest,4.8,1406,HVAC contractor,"2901 Industrial Blvd E, Waco, TX 76705, United States","JV4M+74 Waco, Texas, USA",https://lochridgepriest.com/,+1 800-460-1562,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep4JbiagH6cscTnLEVEfC2bMOMGXeFdccSzFKKJxQoOuASeq30Mi-UpgI7M1C762GtqnKcq1z-WGwWbBeSNt2R9S2nA-BMW2798hQ7orb04VmwNWqQbM3KYg_p0iYKU0zqxNohDiA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bellmead+Waco+TX/@31.5989517,-97.0894496,14z",2026-03-23T05:26:36.368Z,,,,
https://www.google.com/maps/place/Voda+Cleaning+%26+Restoration+of+Waco/data=!4m7!3m6!1s0x487c5575d960736d:0x70acaeacd5d0a561!8m2!3d31.5400937!4d-97.2630542!16s%2Fg%2F11xsrvlhzj!19sChIJbXNg2XVVfEgRYaXQ1ayurHA,Voda Cleaning & Restoration of Waco,5.0,85,Water damage restoration service,"4285 N State Hwy 6 Suite 704, Woodway, TX 76712, United States","GPRP+2Q Woodway, Texas, USA",http://myvoda.com/waco-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 254-332-2278,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_z5ikji_hAO56XAbH8sPbVolyvFm0tvW12Lnt8TlSgwNBD771FhbcpbR4GiIPVB4YgzzanLQXIk_aXDMEO2907hwhGbNJA1CzX802M0bPxNh_5Yx_Oelds0Hls6hMNypjA89GIC-EVKM-=w513-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bellmead+Waco+TX/@31.5989517,-97.0894496,14z",2026-03-23T05:26:41.677Z,,,,
https://www.google.com/maps/place/Advanced/data=!4m7!3m6!1s0x864f8f77bc8f7541:0x89e7de31c24ecb4!8m2!3d31.555064!4d-97.276919!16s%2Fg%2F1wf390cj!19sChIJQXWPvHePT4YRtOwkHON9ngg,Advanced,4.2,10,Fire damage restoration service,"5747 N State Hwy 6 Suite B, Woodway, TX 76712, United States","HP4F+26 Woodway, Texas, USA",http://www.advancedwaco.com/,+1 254-772-1716,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwephX73oBY08lofooz2KJnHnS85ol_0uzw9D6UfDWANv4npBaNZpeghiyVysm6m_IzBM5ujPYSFBm3lK0dqethRJJu6PDC3uvy6IzLkFywqFK-wHyshfoZLlFL_yufFFTx7sDNCe9iketPGn=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Woodway+Waco+TX/@31.5059998,-97.2050055,14z",2026-03-23T05:26:56.385Z,,,,
https://www.google.com/maps/place/DynaClean+Professional+Services/data=!4m7!3m6!1s0x864f8710f32c7169:0x310ad162bd59b070!8m2!3d31.4651016!4d-97.1991321!16s%2Fg%2F11h56v1_63!19sChIJaXEs8xCHT4YRcLBZvWLRCjE,DynaClean Professional Services,5.0,30,Water damage restoration service,"205 Chama Dr, Hewitt, TX 76643, United States","FR82+28 Hewitt, Texas, USA",https://www.dynacleanps.com/?utm_campaign=gmb,+1 254-282-5951,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepnNIo3YqFGBfGE3GCKzbg4ZdCBoe51eHV4-_x4NC19QNuoeXGqZXP-FyJKxEesF0tvsu9ec8_j_twGPpL8T04BCJv-6y2TUTUrjQDeHyaWJpV19Oj4OaGr0R_hPoKmzeZqkWs=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Woodway+Waco+TX/@31.5059998,-97.2050055,14z",2026-03-23T05:27:01.393Z,,,,
https://www.google.com/maps/place/Simple+Solutions/data=!4m7!3m6!1s0x864f86dc3261280d:0xf5ada28953515596!8m2!3d31.4785006!4d-97.1972574!16s%2Fg%2F11b_020vdj!19sChIJDShhMtyGT4YRllVRU4mirfU,Simple Solutions,5.0,7,Carpet cleaning service,"810 Panther Way, Woodway, TX 76712, United States","FRH3+C3 Woodway, Texas, USA",http://www.ssoftx.com/,+1 254-235-0930,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZZkvpYZ8_QHx97qpdIPldnWmxWWNE8xLmDGkD-7LZeCxdtJcoI-tnkRQUJ4oJtd2_XVAd_sLoB__ne4dxMhVtfET5M4fR-0gsG_pee_kJzQOVSXMxLF80DjUyPXk3zo9iJrMQBPAnKjjW=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Woodway+Waco+TX/@31.5059998,-97.2050055,14z",2026-03-23T05:27:06.272Z,,,,
https://www.google.com/maps/place/S+%26+H+Carpet+Cleaning+%7C+Upholstery+Cleaning+Service+in+Waco+TX/data=!4m4!3m3!1s0x864f83fbd6717c0d:0x78af6c0018c7f2c2!16s%2Fg%2F1tfctmwf!19sChIJDXxx1vuDT4YRwvLHGABsr3g,S & H Carpet Cleaning | Upholstery Cleaning Service in Waco TX,4.6,37,Carpet cleaning service,,,http://shcarpetcleaning.com/,+1 254-251-3292,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdD3jt1Jy8Nr5WAA-8FNGa1p4VbcVjD7gAOQ2ELXNB9sHtaZojAAW7xLIIWwQUH0hGxbLILIACN0pCbVXmzNpFxFtQqAa2iKaS6JCGiMtOz08HXq8d2wACorpIAsBIT6tOEfKr=w408-h271-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Woodway+Waco+TX/@31.5059998,-97.2050055,14z",2026-03-23T05:27:11.056Z,,,,
https://www.google.com/maps/place/X-Stream+Gutter+Co./data=!4m7!3m6!1s0x864f818ed8d5334f:0xec3b5b16e8fb566d!8m2!3d31.501276!4d-97.2059911!16s%2Fg%2F11q860b9mz!19sChIJTzPV2I6BT4YRbVb76BZbO-w,X-Stream Gutter Co.,5.0,304,Gutter service,"7725 Central Park Dr #6, Woodway, TX 76712, United States","GQ2V+GJ Woodway, Texas, USA",https://www.xstreamgutterco.com/,+1 254-252-4072,"Closed · Opens 8 am

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5FW4KBd2gVLyjm8HukoSzw4tvjpanasF6iODDoFTQb9q7yZQc0UXA9KRkRzAwQYKewswcCpnAx9JfuSQaTuCNwrWIxZDaTK-8CGNdm7BDj0TmG-xtyvKOZoBqMn_zBB7SegxASwekUgst=w408-h724-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Woodway+Waco+TX/@31.5059998,-97.2050055,14z",2026-03-23T05:27:15.900Z,,,,
https://www.google.com/maps/place/Orand+Contracting+%26+Construction/data=!4m7!3m6!1s0x864f874f469d1b05:0xa37edeba6724dcc5!8m2!3d31.5053792!4d-97.2096326!16s%2Fg%2F11jnx77k_8!19sChIJBRudRk-HT4YRxdwkZ7refqM,Orand Contracting & Construction,5.0,1,Roofing contractor,"204 Canyon Point Cir, Woodway, TX 76712, United States","GQ4R+54 Woodway, Texas, USA",http://www.mywacoroofer.com/,+1 254-235-7663,Closed · Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ew8pYms6NPZcSiErUtR-oA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.92314&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Woodway+Waco+TX/@31.5059998,-97.2050055,14z",2026-03-23T05:27:20.512Z,,,,
https://www.google.com/maps/place/Roof+On+Texas/data=!4m7!3m6!1s0x864f87a50dd6985d:0x83f6e2365637d065!8m2!3d31.5016142!4d-97.2057809!16s%2Fg%2F11l71q51t0!19sChIJXZjWDaWHT4YRZdA3Vjbi9oM,Roof On Texas,4.7,24,Roofing contractor,"7613 Atlas Dr Ste14, Woodway, TX 76712, United States","GQ2V+JM Woodway, Texas, USA",https://roofontexas.com/,+1 254-366-0315,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozl-CJBh4PEjtriyhBydv_UK2RsiTje4vMR1Y53M4AO9JRZgoczIddmKotlr53AF48cLZlTr9pKEDkyARe0oH2UNhb_5AecX2WjEsy-imEVtF-a5xfTsi6aeMiMhil0m21XVLu=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Woodway+Waco+TX/@31.5059998,-97.2050055,14z",2026-03-23T05:27:25.467Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Vaughn+Construction/data=!4m7!3m6!1s0x46fc45f283b60c33:0x8a417ddbcf577e0d!8m2!3d31.5078124!4d-97.1938787!16s%2Fg%2F11rhqff0ny!19sChIJMwy2g_JF_EYRDX5Xz9t9QYo,Vaughn Construction,5.0,30,Custom home builder,"6808 Broad Ave, Woodway, TX 76712, United States","GR54+4C Woodway, Texas, USA",http://www.vaughnwtx.com/,+1 254-709-8344,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoIaK_EyO7MtIGOK2EDjxu1016f8v0coYKr4eECOnqDEKKy7efhYiDXf_SZAK9JMCs_7zpZa9HFfiYrfivZWaD3Gq6nBJILwCDpT8ogCbYMtQN6jzS_5BaBQ_tYA3Akatbbht3YAolLbFc=w408-h302-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Woodway+Waco+TX/@31.5059998,-97.2050055,14z",2026-03-23T05:27:30.259Z,,,,
