placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Rumble+Bee+Tree+Service/data=!4m7!3m6!1s0x9c65125fd9f1989:0xebaf4b659c7eaeae!8m2!3d39.815412!4d-89.7547949!16s%2Fg%2F11t3hpjmg8!19sChIJiRmf_SVRxgkRrq5-nGVLr-s,Rumble Bee Tree Service,4.9,74,Tree service,,,https://rumblebeetreeservice.com/,+1 217-816-5201,Closed · Opens 5 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQ-OzuuMhKqVhsE5lla3TRuxRVs2mN3dKzoW8s8KhNfC3YSmQLJ4xbb8ryQflMOOtqB7pLiypJjuOigCZfnGiBT3rtVkYw5Z62jnX04DkTwoWe2YdfFtB6GlBDjSloCeZIGlRPZpmjAsZQ=w408-h306-k-no,true,5 am–8 pm,5 am–8 pm,5 am–8 pm,5 am–8 pm,Closed,5 am–8 pm,5 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:46:44.371Z,,,,
https://www.google.com/maps/place/Jeff+Berkler+Tree+Service/data=!4m7!3m6!1s0x8875494fd5c14d85:0xd876ff4022447a98!8m2!3d39.8393541!4d-89.7253073!16s%2Fg%2F11j37x2rzz!19sChIJhU3B1U9JdYgRmHpEIkD_dtg,Jeff Berkler Tree Service,5.0,18,Tree service,"`1, Settlers Ln, Springfield, IL 62707, United States","R7QF+PV Springfield, Illinois, USA",https://www.berklertreeservice.com/,+1 217-341-8808,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbWvTfgF2VtP8dKXewd1bEKRGknWQqBikyrG1xvPkzS_45hAvxIc4kkaUQd7l9YwlkXYZ-mUh70yAdEJE-_7NMiq1UTDgRrmIvNo3-dLeD9hGeqPbGrDk5r_jNHLKvpcfLO-ob5mwfLZtT=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:46:49.202Z,,,,
https://www.google.com/maps/place/Lufkin+Environmental/data=!4m7!3m6!1s0xd59948cab88298d:0x4841e9973424a1cc!8m2!3d39.7494201!4d-89.6059754!16s%2Fg%2F11w4s1s2gb!19sChIJjSmIq4yUWQ0RzKEkNJfpQUg,Lufkin Environmental,4.9,58,Tree service,,,https://lufkinlogisticsinc.com/,+1 217-750-2195,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDQrlzO6Zqnsmi58RJg0kqOhKObUAfbMBI1zaDXjpRydIKpFzIioCxbkEPGyGyNekio2O7rpqAbafRPkGCGgNsCQRzV1VNPep5hvvApzCE1aBzIxeIWvdkYzqjUj6--BnBUaQhMXJRHGsg=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:46:54.057Z,,,,
https://www.google.com/maps/place/Pryer%27s+Top-Notch+Tree+Service/data=!4m7!3m6!1s0x8875307750c4a48b:0x89fe3803d772d452!8m2!3d39.8207366!4d-89.57812!16s%2Fg%2F11vkr3b5n7!19sChIJi6TEUHcwdYgRUtRy1wM4_ok,Pryer's Top-Notch Tree Service,5.0,1,Tree service,"1319 Kamm Rd, Springfield, IL 62707, United States","RCCC+7Q Springfield, Illinois, USA",https://pryerstopnotchtreeservice.com/index.php/sample-page/,+1 217-523-2763,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ybAmQQ1tUfC7tVGz1gQZRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.70206&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:46:56.696Z,,,,
https://www.google.com/maps/place/Quality+Lawn+Care+by+Nick+Mayes/data=!4m7!3m6!1s0x88753859e92961b5:0xf861213ac33829e5!8m2!3d39.7789819!4d-89.6732274!16s%2Fg%2F1tf29fmq!19sChIJtWEp6Vk4dYgR5Sk4wzohYfg,Quality Lawn Care by Nick Mayes,4.6,105,Lawn care service,"1945 S Lincoln Ave, Springfield, IL 62704, United States","Q8HG+HP Springfield, Illinois, USA",https://www.qualitylawncarespringfieldil.com/,+1 217-622-5885,Closed · Opens 7:30 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGo-KwkKgnyAgA6XHCXM7oNa-95o048D91qTeo_fDD-DCIFvPRwU8Pnp8sNamLwspeh4p5BwsQxVeu7dJoOOiyp2Z7nToknzdVbEvnJKvRy5KAft3Z-F9HRMMkNUBiyRQpwW67oyHURvWws=w433-h240-k-no,false,7:30 am–8:30 pm,7:30 am–8:30 pm,7:30 am–8:30 pm,7:30 am–8:30 pm,7:30 am–5 pm,7:30 am–8:30 pm,7:30 am–8:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:47:01.747Z,,,,
https://www.google.com/maps/place/D+and+R+Tree+and+Bush+Service+Springfield/data=!4m7!3m6!1s0x88753b7867655507:0x422d1b8220353d53!8m2!3d39.7528494!4d-89.6146487!16s%2Fg%2F11rcbt9zbz!19sChIJB1VlZ3g7dYgRUz01IIIbLUI,D and R Tree and Bush Service Springfield,5.0,6,Tree service,"2631 Huntington Rd, Springfield, IL 62703, United States","Q93P+44 Springfield, Illinois, USA",http://dandrtreeandbushservice.com/,+1 217-789-1556,"Closed · Opens 8 am

Confirmed by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JtYqcFHDzOS66V7T22BGow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.681908&pitch=0&thumbfov=100,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,Closed,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:47:06.480Z,,,,
https://www.google.com/maps/place/Economy+Tree+Service+Springfield/data=!4m7!3m6!1s0x887537376e2989a1:0xed9e3aae483ddf96!8m2!3d39.7494201!4d-89.6059754!16s%2Fg%2F1tgxv99x!19sChIJoYkpbjc3dYgRlt89SK46nu0,Economy Tree Service Springfield,3.4,5,Tree service,,,https://treeserviceinspringfieldil.com/,+1 217-292-1870,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDfxcdNkaNjNkLHY0yUZb43GPvnKgn6XlUSVZoiTJ9OVP_h6NZpAS4O-VepzuJHM0oyrWhgB8j5Hyp-Cnw_XAqejMDlFCT8b8GmA_zf1IJtMEpdebCuWo0Pq4SMQIN70IOT8gF=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:47:11.122Z,,,,
"https://www.google.com/maps/place/Double+D+%26+Son+Tree+Experts,+LLC/data=!4m7!3m6!1s0x44bdb9017798d685:0xf3061d719f31da36!8m2!3d39.7911685!4d-89.3988235!16s%2Fg%2F11sd_zgl_7!19sChIJhdaYdwG5vUQRNtoxn3EdBvM","Double D & Son Tree Experts, LLC",4.8,21,Tree service,,,https://www.doubledandsontreeexperts.com/,+1 217-801-8683,Closed · Opens 6 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFq6-0GYMeTd7G8b5hy6xhX29dUc97LNMe-qf__6OGbmZHMvsuwoyAmpPd80LgpOGbYQqyOKzPOAvvhrJd-vZrpHY1fWKjICDHWMQCoScVFKczLHhQIC9tFlr3WaawwwkjtosOt7A=w408-h873-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,8 am–6 pm,8 am–6 pm,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:47:15.887Z,,,,
https://www.google.com/maps/place/Chewy%27s+Trees+and+Landscaping/data=!4m7!3m6!1s0x88753fa524c9b497:0x485d62227a961cac!8m2!3d39.6710864!4d-89.6944851!16s%2Fg%2F11w9cwwgyq!19sChIJl7TJJKU_dYgRrByWeiJiXUg,Chewy's Trees and Landscaping,5.0,11,Tree service,"319 Dutchman Way, Chatham, IL 62629, United States","M8C4+C6 Chatham, Illinois, USA",https://linktr.ee/chewystreesandlandscaping,+1 217-381-8090,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEoFrvq8rYpvy1M8IehrRWyb3e6YFJDhSKf6dLKDlZM-P9iKRnT3sxIiFBV3-LqJE3rPt3i-IWqLZcLyKhPqB6RDSCzDjG1xBNonRDz0EMkXISITq7bl7_kkU1hl0AqCxdcS-Wj2iPJbKwa=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:47:20.664Z,Identifies as veteran-owned,,,
"https://www.google.com/maps/place/Housley+Tree+Company,+LLC/data=!4m7!3m6!1s0x8875a38fc13f3013:0x9fa35125552eecca!8m2!3d39.7196501!4d-89.7383798!16s%2Fg%2F11j20wsld7!19sChIJEzA_wY-jdYgRyuwuVSVRo58","Housley Tree Company, LLC",5.0,16,Arborist service,"4744 Spaulding Orchard Rd, Chatham, IL 62629, United States","P796+VJ Chatham, Illinois, USA",https://www.housleytreeco.com/,+1 509-701-3868,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGV-35WzsoQLDVnLuvFkcmySIMHe0SEhQ2ohvf9coNB3dy6HSuGoHoNrfoxrALGLR54CPJ_1LFakMPNHPiQfi_QjPxztv9FFQhVDHJuXNBKJAzqCyPwtPysz1svmi6sSnqu8j5r=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:47:25.727Z,,,,
https://www.google.com/maps/place/Thrive+Lawn+Care/data=!4m7!3m6!1s0x88756b0b39f7555f:0x26e0e144c9b2fea2!8m2!3d39.7114034!4d-89.723228!16s%2Fg%2F11lt88lx6f!19sChIJX1X3OQtrdYgRov6yyUTh4CY,Thrive Lawn Care,5.0,123,Lawn care service,,,http://trustthrive.com/,+1 217-319-9463,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHZA2c15CyVbgIGbJIcwujqDUVcMn2fRdsQXMr98uSUQm-fjRthy3wmAclbAbNoCUAWxI03CvbrTSmdfwalY7f_JlrbCR8qm_51i2yAGS41zNhk6caer4oZAOyKzoAZWbTyIBEXto04akr=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:47:30.531Z,,,,
"https://www.google.com/maps/place/Kresse+Tree+Wurxx,+Inc./data=!4m7!3m6!1s0x887539a441498281:0xf867cf080638fdb!8m2!3d39.918933!4d-89.431746!16s%2Fg%2F11csqz7xdr!19sChIJgYJJQaQ5dYgR249jgPB8hg8","Kresse Tree Wurxx, Inc.",5.0,39,Tree service,"11595 Lynn Rd, Buffalo, IL 62515, United States","WH99+H8 Buffalo, Illinois, USA",http://kressetreewurxx.com/,+1 217-306-2616,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUJZbmesI1xRkMXAxKgIPpxceT1JyUPekPUOVMFYlRoNxzYC8Inxl2jZBLtwXqU5Rt9YNuKI2jDC09sl7lRdep7ToCzJsfVMk04VDQhL4Zvw2uQdbkcO5kf1VtqebCnf_mXw8=w565-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:47:35.301Z,,,,
https://www.google.com/maps/place/J+Rechner+Tree+LLC/data=!4m7!3m6!1s0x887531a52b528c11:0xc789761d940c9f89!8m2!3d39.923724!4d-89.5689825!16s%2Fg%2F11jtc16yhm!19sChIJEYxSK6UxdYgRiZ8MlB12icc,J Rechner Tree LLC,4.9,102,Tree service,,,https://jrechnertreellc.jobbersites.com/,+1 217-816-6710,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvRkrZAYX00hSV9Z_jSIAPyj65Ch3C-zvi5iPRAdwQeEQr3LtwBB18pdla2qUy1ug6xLBI_isRUQeIYIhb4M2jCohRoKdgCBdarnRk2hE4ZYNRyobME9caa3cHVum723Z6tKjy=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-04-29T05:47:40.029Z,,,,
