placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Ercolano+Impianti+Sorrento/data=!4m7!3m6!1s0xe5a11b7bce60093:0x344b702c4491f43!8m2!3d40.6313407!4d14.3929085!16s%2Fg%2F11swpglm9f!19sChIJkwDmvLcRWg4RQx9JxAK3RAM,Ercolano Impianti Sorrento,5.0,122,Electrician,,,https://ercolanoimpiantisorrento.it/,+39 331 335 4710,Closes soon · 12 am · Opens 12 am Mon,https://lh3.googleusercontent.com/p/AF1QipPgMl8MWMjT0uLh8eRTAI78dlQtPELsyL8sFCHq=w408-h484-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:07:26.356Z,,,
https://www.google.com/maps/place/M.E.S.+srl/data=!4m7!3m6!1s0x133b9915ebfe84f1:0x3a5712cdae2670bc!8m2!3d40.6404123!4d14.4062502!16s%2Fg%2F1tfs833l!19sChIJ8YT-6xWZOxMRvHAmrs0SVzo,M.E.S. srl,4.8,19,Electrical supply store,"V. Madonna di Rosella, 15/17/19, 80063 Piano di Sorrento NA, Italy","JCR4+5G Piano di Sorrento, Metropolitan City of Naples, Italy",,+39 081 534 1147,Closed · Opens 8:20 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6uv6JaKFb0TzfL9KcsXwCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.36105&pitch=0&thumbfov=100,true,8:20 am–1 pm,Closed,"8:20 am–1:30 pm, 3–7:30 pm","8:20 am–1:30 pm, 3–7:30 pm","8:20 am–1:30 pm, 3–7:30 pm","8:20 am–1:30 pm, 3–7:30 pm","8:20 am–1:30 pm, 3–7:30 pm","https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:07:30.647Z,· In-store shopping · In-store pick-up · Delivery,LGBTQ+ friendly,
https://www.google.com/maps/place/Ing.+Giuseppe+Zero/data=!4m7!3m6!1s0x133b9fad3ad63fa7:0x5ba5a19817a633ec!8m2!3d40.6252174!4d14.3696422!16s%2Fg%2F11q8gb46l9!19sChIJpz_WOq2fOxMR7DOmF5ihpVs,Ing. Giuseppe Zero,5.0,5,Mechanical engineer,"V. Fuoro, 69, 80067 Sorrento NA, Italy","J9G9+3V Sorrento, Metropolitan City of Naples, Italy",,+39 333 978 5196,Closes soon · 12 am · Opens 12 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A1zw_kRfAfNdBIo_Uj8bjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.707607&pitch=0&thumbfov=100,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:07:34.969Z,,,
https://www.google.com/maps/place/Tecno+calor+%28s.r.l%29/data=!4m7!3m6!1s0x133b990d7dcb421d:0x4075fe18d434a2c3!8m2!3d40.635682!4d14.4143701!16s%2Fg%2F11fxxmvx3_!19sChIJHULLfQ2ZOxMRw6I01Bj-dUA,Tecno calor (s.r.l),4.7,54,Heating contractor,"Via dei Pini, 16/20, 80063 Piano di Sorrento NA, Italy","JCP7+7P Piano di Sorrento, Metropolitan City of Naples, Italy",,+39 081 878 7121,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipP58IZMiL7NUjfWWI2xdue7xDaB1QH3IjwfqjmK=w408-h408-k-no,true,8:30 am–12 pm,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:07:39.337Z,,,
https://www.google.com/maps/place/Elettro+Sistemi+Srl/data=!4m7!3m6!1s0x133b9945aafa6f99:0x6a480d0eab7fcb15!8m2!3d40.628593!4d14.3937741!16s%2Fg%2F1vxw5jz0!19sChIJmW_6qkWZOxMRFct_qw4NSGo,Elettro Sistemi Srl,5.0,3,Electrician,"Via S. Martino, 17, 80065 Sant'Agnello NA, Italy","J9HV+CG Sant'Agnello, Metropolitan City of Naples, Italy",https://www.instagram.com/elettrosistemi.impianti/,+39 081 877 1155,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOpsPdJeEXCdNhJvokXV1D-y9ZB1OQ7zWWUS2BM=w408-h272-k-no,true,8 am–12 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:07:43.723Z,,,
https://www.google.com/maps/place/Get+impianti+srl/data=!4m7!3m6!1s0x6b3618241df50307:0x58b11313ebcfc292!8m2!3d40.6262501!4d14.3831466!16s%2Fg%2F11vqrq64yc!19sChIJBwP1HSQYNmsRksLP6xMTsVg,Get impianti srl,,,Electrician,"Via degli Aranci, 164, 80067 Sorrento NA, Italy","J9GM+G7 Sorrento, Metropolitan City of Naples, Italy",,+39 375 873 4496,Closed · Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oki14tAexDPDLXb4whSFug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.7420001&pitch=0&thumbfov=100,true,8:30 am–1 pm,Closed,"8:30 am–1 pm, 2–6 pm","8:30 am–1 pm, 2–6 pm","8:30 am–1 pm, 2–6 pm","8:30 am–1 pm, 2–6 pm","8:30 am–1 pm, 2–6 pm","https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:07:48.253Z,,,
https://www.google.com/maps/place/Elettronica+Solutions+di+Persico+Domenico/data=!4m7!3m6!1s0x6d91569aef2446cb:0xe1d6b884da6d0c89!8m2!3d40.6237875!4d14.3751914!16s%2Fg%2F11wvn18p_t!19sChIJy0Yk75pWkW0RiQxt2oS41uE,Elettronica Solutions di Persico Domenico,5.0,1,Electrician,,,,+39 331 976 8730,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeRPB-2yturnKfBh0jWPjZkJMC1gQkWtZWY2U5EsgcxL-2OwyaviKdPYXVliAuxCE7k2Cbn3kjuYlkxiOmdz9l8cRDqTiA6WLePF2ojMnYwbI4eHps8VQVSL4x6UtzN3XtRb34rg=w408-h544-k-no,true,8:30 am–1 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:07:52.589Z,,,
https://www.google.com/maps/place/STARACE+SERVICE+SNC/data=!4m7!3m6!1s0x133b990be2749d9f:0xebb053802ee8e592!8m2!3d40.6371084!4d14.4073407!16s%2Fg%2F11mvz11mmk!19sChIJn5104guZOxMRkuXoLoBTsOs,STARACE SERVICE SNC,5.0,2,Plumber,"Traversa Gottola, 80063 Piano di Sorrento NA, Italy","JCP4+RW Piano di Sorrento, Metropolitan City of Naples, Italy",,+39 339 756 7440,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ht9oAFlTykVmJAqRRIxKbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.57585&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:07:54.833Z,,,
"https://www.google.com/maps/place/S.G+impianti+di+Gargiulo+Salvatore/@40.6211171,14.3836175,13z/data=!3m1!4b1!4m6!3m5!1s0x25555929ff5857b7:0xff09c1cd2b2d896f!8m2!3d40.6211171!4d14.3836176!16s%2Fg%2F11l70w78sh",S.G impianti di Gargiulo Salvatore,5.0,1,Electrician,,,,+39 338 777 3537,Closed · Opens 8 am Mon,,true,8 am–1 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:08:01.096Z,,,
https://www.google.com/maps/place/New+Electra+S.R.L./data=!4m7!3m6!1s0x133b9915db536cfb:0xb2431bfb7ca33ac2!8m2!3d40.6405201!4d14.4067229!16s%2Fg%2F12hl93_6t!19sChIJ-2xT2xWZOxMRwjqjfPsbQ7I,New Electra S.R.L.,4.0,3,Electrician,"V. Madonna di Rosella, 29, 80063 Piano di Sorrento NA, Italy","JCR4+6M Piano di Sorrento, Metropolitan City of Naples, Italy",https://www.newelectra.it/,+39 081 878 7730,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OtadKI7Mtr9JFQ19zF7zMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.02022&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:08:03.351Z,,,
https://www.google.com/maps/place/M.D.+Engineering/data=!4m7!3m6!1s0x133b9ea956270ef5:0x470ae3fe6b5fad31!8m2!3d40.6264834!4d14.3836577!16s%2Fg%2F1tr2jssq!19sChIJ9Q4nVqmeOxMRMa1fa_7jCkc,M.D. Engineering,4.0,4,Burglar alarm store,"Via degli Aranci, 187, 80067 Sorrento NA, Italy","J9GM+HF Sorrento, Metropolitan City of Naples, Italy",https://www.mdengineering.it/,+39 081 807 5511,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-YXcHzQc5nqv1bOp8uekRT5pPH4-4Cv5ihHOpKaAZzWlY-2ksBtHuFgMqqWyBuWnHHMiWQO_xXwEIe6sQ5Sh7PnsrRT_g6CmUTBOpaLu65Akft1NzhSr7RfKNvUmTRaEkzjZ0uQ=w408-h544-k-no,true,Closed,Closed,"8:30 am–1 pm, 2:30–6 pm","8:30 am–1 pm, 2:30–6 pm","8:30 am–1 pm, 2:30–6 pm","8:30 am–1 pm, 2:30–6 pm","8:30 am–1 pm, 2:30–6 pm","https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:08:07.702Z,,,
https://www.google.com/maps/place/Elettrosystem+Snc/data=!4m7!3m6!1s0x133b9952095a8873:0xc6b355fa0c58ffa1!8m2!3d40.6281517!4d14.3873863!16s%2Fg%2F1td8np2_!19sChIJc4haCVKZOxMRof9YDPpVs8Y,Elettrosystem Snc,4.6,7,Auto repair shop,"Corso Italia, 335/339, 80067 Sorrento NA, Italy","J9HP+7X Sorrento, Metropolitan City of Naples, Italy",,+39 081 878 2694,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNd74TPDWzPps1p2WR0vEhmzrPuufLhN4UCA101=w408-h306-k-no,true,8 am–12 pm,Closed,"8 am–12:30 pm, 2:30–7 pm","8 am–12:30 pm, 2:30–7 pm","8 am–12:30 pm, 2:30–7 pm","8 am–12:30 pm, 2:30–7 pm","8 am–12:30 pm, 2:30–7 pm","https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:08:12.206Z,,,
https://www.google.com/maps/place/Alfa+Impianti/data=!4m7!3m6!1s0x133b99141d331a9f:0x24bf8b04418f1f0b!8m2!3d40.6392556!4d14.4075722!16s%2Fg%2F11c6yx8tbn!19sChIJnxozHRSZOxMRCx-PQQSLvyQ,Alfa Impianti,5.0,1,Plumber,"Via Cassano, 5, 80063 Piano di Sorrento NA, Italy","JCQ5+P2 Piano di Sorrento, Metropolitan City of Naples, Italy",,+39 333 609 8983,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wnia5sXZeQma0LJOwE0SNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.0296&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2026-01-10T22:08:14.513Z,,,
