placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/JP+Volt+Electric+INC/data=!4m7!3m6!1s0x88d8d7da11771667:0xc1f164d50e7ea218!8m2!3d26.681465!4d-80.0583911!16s%2Fg%2F11sd8sz18n!19sChIJZxZ3EdrX2IgRGKJ-DtVk8cE,JP Volt Electric INC,5.0,97,Electrician,,"625 El Vedado, West Palm Beach, FL 33405, United States","MWJR+HJ West Palm Beach, Florida, USA",https://jpvoltelectric.com/,+1 786-451-1973,,https://lh3.googleusercontent.com/p/AF1QipNZp375Cphv6prA9kxiJbuo1HnAnOcWm8cQoSml=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:39:23.002Z,Identifies as Latino-owned,
https://www.google.com/maps/place/Elite+generator+service%27s/data=!4m7!3m6!1s0xafbba52b02924b23:0x640d4d8d843442c4!8m2!3d26.805293!4d-80.061591!16s%2Fg%2F11yfzkg6lz!19sChIJI0uSAiulu68RxEI0hI1NDWQ,Elite generator service's,5.0,1,Electric generator shop,· Kerbside pickup · Delivery,"1509 Crescent Dr, West Palm Beach, FL 33403, United States","RW4Q+49 West Palm Beach, Florida, USA",,+1 561-345-0287,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pDMD_zD6O2JymqXztOj5gQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.10296&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:39:27.781Z,,
https://www.google.com/maps/place/J+%26+D+Electrical+Solutions+Corp./data=!4m7!3m6!1s0x84353f4f52ae4531:0xab6ce59adb65d9cb!8m2!3d26.6711108!4d-80.1251705!16s%2Fg%2F11vddkpljl!19sChIJMUWuUk8_NYQRy9ll25rlbKs,J & D Electrical Solutions Corp.,4.9,69,Electrician,,"5288 Bosque Ln, West Palm Beach, FL 33415, United States","MVCF+CW West Palm Beach, Florida, USA",https://jdelectricals.org/,+1 561-815-3263,Closes soon · 6 pm · Opens 7 am Sun,https://lh3.googleusercontent.com/p/AF1QipNk7l12VPsWA2nkP7OBkdQrQeaK4AImzU4WerSv=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:39:32.504Z,,
https://www.google.com/maps/place/Static+Electric+Co/data=!4m7!3m6!1s0x88d9299c48d023e3:0xb8f30cfbe5b79b81!8m2!3d26.7165323!4d-80.1375287!16s%2Fg%2F1thy0lt5!19sChIJ4yPQSJwp2YgRgZu35fsM87g,Static Electric Co,4.3,12,Electrician,,"2771 Vista Pkwy F-4, West Palm Beach, FL 33411, United States","PV86+JX West Palm Beach, Florida, USA",http://staticelectric.com/,+1 561-709-5507,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1Ukshp7IFMHg6XoasGMYipAVdjreyr31mBcl9CVr-2gTrC-EHC5QlyGl9NSKAZrJvwOFljyvQlEMWaB72Wb4w-NPPJWZLmtP6QnIiR1GJI-JelvFeIEPnlzTD2RF6i4spEWw=w408-h544-k-no,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:39:37.383Z,,
https://www.google.com/maps/place/Flynn+Small+Engine+%26+Tool+Rental/data=!4m7!3m6!1s0x88d929e3ffffffff:0xa584c436b4dc7354!8m2!3d26.7016807!4d-80.0819812!16s%2Fg%2F1262r0wsl!19sChIJ_____-Mp2YgRVHPctDbEhKU,Flynn Small Engine & Tool Rental,4.9,35,Small engine repair service,,"1700 Latham Rd #15, West Palm Beach, FL 33409, United States","PW29+M6 West Palm Beach, Florida, USA",,+1 561-689-3331,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuv_2GR5XVyAyKBzubPXHCje1MeF3kb08tD-_XI5axnvdjQ1vHu49_u_ox7xk7aHtji4XhZexzlWZttwz6XaYIAlc2SWrdUGNDCi3WqlPRrqtlkgkUzZBasYtl3xgKeVo-Y-FqPDiaqhyh=w408-h306-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:39:42.354Z,,
https://www.google.com/maps/place/METRO+ELECTRIC+SERVICES+%26+CONSULTING+INC/data=!4m7!3m6!1s0x88d8d62401c00001:0x2f0a6de73329586b!8m2!3d26.700208!4d-80.0671207!16s%2Fg%2F11g0m6mmgh!19sChIJAQDAASTW2IgRa1gpM-dtCi8,METRO ELECTRIC SERVICES & CONSULTING INC,4.8,69,Electrician,,"1253 Old Okeechobee Rd Suite A5-6, West Palm Beach, FL 33401, United States","PW2M+35 West Palm Beach, Florida, USA",http://metroelectricservices.com/,+1 561-366-2200,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNdh0NxpilQ2FfJMZ79qEzi1g8glkpvrX2xHn4Y=w408-h408-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:39:47.482Z,,
https://www.google.com/maps/place/Megawattage/data=!4m7!3m6!1s0x88d8d649d895961f:0x7da155cc9db75aeb!8m2!3d26.6921815!4d-80.0760864!16s%2Fg%2F11bxg2k9sl!19sChIJH5aV2EnW2IgR61q3ncxVoX0,Megawattage,,,Equipment rental agency,,"1601 Belvedere Rd #303s, West Palm Beach, FL 33406, United States","MWRF+VH West Palm Beach, Florida, USA",http://www.megawattage.com/,+1 954-328-0232,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMhBfPLzJQSTpRlZATQD1KXu3GxUypQGGg5AI8K=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:39:52.274Z,,
https://www.google.com/maps/place/Carpenter+Electric/data=!4m7!3m6!1s0x88d8d5960c272899:0x5d006eb2c1b3570b!8m2!3d26.7605281!4d-80.07685!16s%2Fg%2F1tl7phw3!19sChIJmSgnDJbV2IgRC1ezwbJuAF0,Carpenter Electric,4.4,50,Electrical installation service,,"1333 53rd St, West Palm Beach, FL 33407, United States","QW6F+67 West Palm Beach, Florida, USA",http://www.carpenter-electric.com/,+1 561-848-7881,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LIxL-Ma6sO20q-VsNw-epg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.073284&pitch=0&thumbfov=100,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:39:57.139Z,,
https://www.google.com/maps/place/Cerrito+Electric/data=!4m7!3m6!1s0x88d9299c527e96df:0x378e7bc2517efc2d!8m2!3d26.7197497!4d-80.13967!16s%2Fg%2F1tppsr_f!19sChIJ35Z-Upwp2YgRLfx-UcJ7jjc,Cerrito Electric,4.5,15,Electrician,,"2765 Vista Pkwy, West Palm Beach, FL 33411, United States","PV96+V4 West Palm Beach, Florida, USA",https://www.cerritoelectric.com/,+1 561-790-0775,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eTgIca1TZuBwa1QbbSdvCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.67058&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:40:01.991Z,,
https://www.google.com/maps/place/Power+Generation/data=!4m7!3m6!1s0x88d928dd8f7fd733:0x3368d5e30100f5c0!8m2!3d26.62336!4d-80.078354!16s%2Fg%2F1tffq42m!19sChIJM9d_j90o2YgRwPUAAePVaDM,Power Generation,4.7,16,Electrician,,"3599 23rd Ave S #7, Lake Worth Beach, FL 33461, United States","JWFC+8M Lake Worth Beach, Florida, USA",http://powergenerationinc.com/,+1 561-478-9234,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP-mCoKP_CV4IFSqINpC5Lto2nLtAVQToVgzHUb=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:40:06.866Z,,
https://www.google.com/maps/place/Anything+Electric+Inc/data=!4m7!3m6!1s0x88d8d6393a77b4ef:0xc6da10b8323954a4!8m2!3d26.7006272!4d-80.0794182!16s%2Fg%2F1tdhft0x!19sChIJ77R3OjnW2IgRpFQ5MrgQ2sY,Anything Electric Inc,5.0,11,Electrician,,"1547 N Florida Mango Rd, West Palm Beach, FL 33409, United States","PW2C+76 West Palm Beach, Florida, USA",https://ae-pwr.com/,+1 561-684-1380,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMiPrNzzvFRAXbG8WfPebcPkb_7E3kfYZzHH620=w408-h284-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:40:11.998Z,,
https://www.google.com/maps/place/Electric+Motors+of+Palm+Beach/data=!4m7!3m6!1s0x88d8d5d17139d9cf:0x4a028a7a69ed8d7f!8m2!3d26.7379181!4d-80.0599353!16s%2Fg%2F1tdd1gxh!19sChIJz9k5cdHV2IgRf43taXqKAko,Electric Motors of Palm Beach,4.6,21,Electric motor repair shop,,"801 27th St, West Palm Beach, FL 33407, United States","PWQR+52 West Palm Beach, Florida, USA",http://emopb.com/,+1 561-833-0850,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYSf85CgdrJf1L9ykhs52Xpd16VSsREbqhddbF7v0JG57hYvTSHPmq3kEb4ARv4ydtViv8NWomWaNxoKcDF5H3CRSkE95sW67DDdROxOpAzoDgqi0VTQIc3Wjm6M54tU4ZmiweMA=w408-h544-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:40:16.924Z,,
https://www.google.com/maps/place/Economic+Electric+Motors+Inc/data=!4m7!3m6!1s0x88d8d63e9385cf2f:0xc36ea398078b3bad!8m2!3d26.7037643!4d-80.0802569!16s%2Fg%2F1tdq6tdp!19sChIJL8-Fkz7W2IgRrTuLB5ijbsM,Economic Electric Motors Inc,4.8,26,Air conditioning system supplier,,"2611 Old Okeechobee Rd, West Palm Beach, FL 33409, United States","PW39+GV West Palm Beach, Florida, USA",http://eemotors.com/,+1 561-683-6262,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNGRAMagdYBjjrfviUNXuXCctaX7tqGILO0Nuxg=w408-h306-k-no,true,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:40:21.801Z,,
https://www.google.com/maps/place/Tri+Energy+Savings/data=!4m7!3m6!1s0x221a78ecb5d2af15:0xa3e86b4422d0222!8m2!3d26.6458446!4d-80.1975625!16s%2Fg%2F11vkr9c8z5!19sChIJFa_Stex4GiIRIgItQrSGPgo,Tri Energy Savings,5.0,10,Lighting consultant,,,,https://trienergysavings.com/,+1 561-401-8079,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO6Lb07RIEarkWCFwtY_U32GFAxV-zXYJpNf8bC=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:40:26.666Z,,
https://www.google.com/maps/place/Elite+Power+Solutions+Inc./data=!4m7!3m6!1s0x88d8d5d34aedb301:0x338ebc78e02f1808!8m2!3d26.792293!4d-80.4301795!16s%2Fg%2F1ptw9v852!19sChIJAbPtStPV2IgRCBgv4Hi8jjM,Elite Power Solutions Inc.,3.9,9,Electrician,,,,https://www.elitepowersolutions.net/,+1 561-283-4737,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPT6BHuq1qxReI2U_3FOJnXAlBoY3-bgyEu_o5K=w430-h240-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:40:31.478Z,,
https://www.google.com/maps/place/Lightning+Electric+Inc./data=!4m7!3m6!1s0x88d8d7a672243b5d:0xf578703547036bca!8m2!3d26.6695243!4d-80.0584302!16s%2Fg%2F1v3kj97z!19sChIJXTskcqbX2IgRymsDRzVwePU,Lightning Electric Inc.,4.4,34,Electrician,,"4810 Georgia Ave, West Palm Beach, FL 33405, United States","MW9R+RJ West Palm Beach, Florida, USA",http://www.lightningelectricinc.com/,+1 866-905-2323,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP65NftrR56lyQU7IHsXmeWG2GNcqsWTOUoy1FI=w408-h271-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:40:36.557Z,,
https://www.google.com/maps/place/Panel+Electric+Inc/data=!4m7!3m6!1s0x88d8d65cb825bcc3:0xa6ec2991459eabe9!8m2!3d26.7021369!4d-80.0639592!16s%2Fg%2F11cm76jd1l!19sChIJw7wluFzW2IgR6aueRZEp7KY,Panel Electric Inc,5.0,4,Electrician,,"1044 Charlotte Ave, West Palm Beach, FL 33401, United States","PW2P+VC West Palm Beach, Florida, USA",http://panelelectric.com/,+1 561-832-5226,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKe-eTMuNgtvGmMl6rWRIOuZLQhXLx4fzsS1vMNtYIlzswhR5dWKxrbUEtrK6aZND8zcNJlHknC62wG1vKzv_a7WeNobs1b4LeGymgKY5EQxptWgoDznEdgHbv2YmPfDCEIRaZZQ=w408-h406-k-no,false,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2026-01-10T22:40:41.494Z,,
