placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,isBlackOwned,sunday,monday,tuesday,wednesday,thursday,friday,saturday,attributes,error
"https://www.google.com/maps/place/Rochester+Regional+Health-+Unity+Cancer+Care/@43.1484359,-77.637175,17z/data=!3m1!4b1!4m6!3m5!1s0x89d6b48dfc6b0a29:0xde4864e4fc16abe5!8m2!3d43.1484359!4d-77.637175!16s%2Fg%2F12q4xg7xr",Rochester Regional Health- Unity Cancer Care,,,Cancer treatment center,"89 Genesee St, Rochester, NY 14611, United States","49X7+94 Rochester, New York, USA",,+1 585-368-3591,,,true,"https://www.google.com/maps/search/Infusion+centers+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-09-29T00:00:50.684Z,,,,,,,,,,,
https://www.google.com/maps/place/Vivo+Infusion+Irondequoit/data=!4m7!3m6!1s0x89d6b75cc15147e5:0x8801da058a136023!8m2!3d43.1954438!4d-77.5905966!16s%2Fg%2F11yf4wfmd1!19sChIJ5UdRwVy31okRI2ATigXaAYg,Vivo Infusion Irondequoit,,,Medical clinic,"999 East Ridge Road Suite 13, Rochester, NY 14621, United States","5CW5+5Q Rochester, New York, USA",https://vivoinfusion.com/locations/irondequoit/,+1 585-559-4858,"Closed ⋅ Opens 9 am Mon

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOOjdsckc2sQGxO0n9o0MycArS2o0ELdLjm3SGH=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-09-29T00:00:55.500Z,,,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,,
"https://www.google.com/maps/place/Lipson+Cancer+And+Blood+Center/@43.1921755,-77.5864782,17z/data=!3m1!4b1!4m6!3m5!1s0x89d6b6751b60182b:0xd0d370b7610b0bbb!8m2!3d43.1921755!4d-77.5864782!16s%2Fg%2F1hc12ps7l",Lipson Cancer And Blood Center,3.5,20,Medical Center,"1425 Portland Ave, Rochester, NY 14621, United States","5CR7+VC Rochester, New York, USA",https://www.rochesterregional.org/locations/hospitals/rochester-general-hospital,+1 585-922-4020,Closed ⋅ Opens 8 am Mon,,true,"https://www.google.com/maps/search/Infusion+centers+in+Irondequoit+Rochester+NY/@43.2133955,-77.5797226,14z",2025-09-29T00:01:12.650Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Viahealth+Cancer+Services/data=!4m7!3m6!1s0x89d6b675247ab8f5:0x739257446a416fc3!8m2!3d43.1927402!4d-77.5856149!16s%2Fg%2F12635tyg1!19sChIJ9bh6JHW21okRw29BakRXknM,Viahealth Cancer Services,5.0,1,Cancer treatment center,"1425 Portland Ave, Rochester, NY 14621, United States","5CV7+3Q Rochester, New York, USA",,+1 585-922-4020,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mNGug9DzaAknDfQKiVte7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.5654&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Irondequoit+Rochester+NY/@43.2133955,-77.5797226,14z",2025-09-29T00:01:20.453Z,,,,,,,,,,,
https://www.google.com/maps/place/RRH+Lipson+Cancer+Institute/data=!4m7!3m6!1s0x89d6b307a462d07d:0x155c134fcd4c5021!8m2!3d43.1921154!4d-77.7055068!16s%2Fg%2F11fd4bplyf!19sChIJfdBipAez1okRIVBMzU8TXBU,RRH Lipson Cancer Institute,5.0,1,Cancer treatment center,"1561 Long Pond Rd # 120, Rochester, NY 14626, United States","57RV+RQ Rochester, New York, USA",https://www.rochesterregional.org/locations/cancer/greece?y_source=1_OTkwMDkwMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 585-922-4020,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNEDhaIMhJVkt6tlzssJZy1DlKZVGplAOx-_jxU=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:01:43.598Z,LGBTQ+ friendly,,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,
https://www.google.com/maps/place/UR+Medicine+Wilmot+Cancer+Institute+%E2%80%93+Greece/data=!4m7!3m6!1s0x89d6b319f7d4bfe7:0xcc7add0ca0d40f99!8m2!3d43.1851997!4d-77.6855239!16s%2Fg%2F11fvsqsw56!19sChIJ57_U9xmz1okRmQ_UoAzdesw,UR Medicine Wilmot Cancer Institute – Greece,4.2,5,Oncologist,"155 Bellwood Dr Suite 1, Rochester, NY 14606, United States","58P7+3Q Rochester, New York, USA",https://www.urmc.rochester.edu/cancer-institute/locations/greece.aspx,+1 585-453-2700,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RCmYqdFYAs2j47goxz8TKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.1357&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:01:48.626Z,,,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,
https://www.google.com/maps/place/RRH+Unity+Hospital/data=!4m7!3m6!1s0x89d6b310433f5a63:0x9e69229d6712c8e8!8m2!3d43.192496!4d-77.70525!16s%2Fg%2F11c543kw26!19sChIJY1o_QxCz1okR6MgSZ50iaZ4,RRH Unity Hospital,2.8,369,Hospital,"1555 Long Pond Rd, Rochester, NY 14626, United States","57RV+XW Rochester, New York, USA",https://www.rochesterregional.org/locations/hospitals/greece?y_source=1_OTkwMDkyMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,+1 585-723-7000,,https://lh3.googleusercontent.com/p/AF1QipNit7vlS5QePq8lztnF3WOXUXAgJWLEHjQRifKX=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:01:56.609Z,LGBTQ+ friendly,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/UR+Medicine+Urgent+Care+%E2%80%93+Greece/data=!4m7!3m6!1s0x89d6b1642269d20b:0x940d3977c35e42ef!8m2!3d43.2072054!4d-77.6826468!16s%2Fg%2F11hbq9_x9c!19sChIJC9JpImSx1okR70Jew3c5DZQ,UR Medicine Urgent Care – Greece,2.9,172,Urgent care center,"2047 W Ridge Rd Suite 1, Rochester, NY 14626, United States","6848+VW Rochester, New York, USA",https://www.urmc.rochester.edu/locations/urgent-care-greece,+1 585-276-9100,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrNBdpVZGNh-BhX_JY7f7fh9nE4odR_DjwLkMFrMj-81VWgKDEZZbgPfXMENpV2UH-6R1ga0NuPC4HlPnzaC6pigV3C19wWWhdV5fTzUy9iDRABUEA8mbRdrLu4qG5SOI8wdOc=w408-h725-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:01.714Z,,,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,,
https://www.google.com/maps/place/RRH+Behavioral+Health+Center/data=!4m7!3m6!1s0x89d6b3ee0531a073:0x7625a94c1568855!8m2!3d43.1898147!4d-77.704697!16s%2Fg%2F11fd4blxpb!19sChIJc6AxBe6z1okRVYhWwZRaYgc,RRH Behavioral Health Center,5.0,2,Addiction treatment center,"1565 Long Pond Rd, Rochester, NY 14626, United States","57QW+W4 Rochester, New York, USA",https://www.rochesterregional.org/locations/behavioral-health/greece?y_source=1_OTkwMDg3Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 585-723-7723,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP96ZN8c9mmCNwMEYGlNjFN9T9s-vrM6XIPY4dG=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:06.962Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/RRH+Perinatal+Medicine+-+Greece/data=!4m7!3m6!1s0x89d6b3a92642cdf7:0xcc75fb7234dcc883!8m2!3d43.1920687!4d-77.7048045!16s%2Fg%2F1vspsh1c!19sChIJ981CJqmz1okRg8jcNHL7dcw,RRH Perinatal Medicine - Greece,3.4,29,Obstetrician-gynecologist,"1555 Long Pond Rd, Greece, NY 14626, United States","57RW+R3 Greece, New York, USA",https://www.rochesterregional.org/locations/womens-health/greece-perinatal?y_source=1_OTkwMTA4Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 585-368-4570,,https://lh3.googleusercontent.com/p/AF1QipPlzguJcJuX-Vn004OURaVfZ9g5-GXkH4ZjxcZi=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:11.902Z,LGBTQ+ friendly,,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,,
https://www.google.com/maps/place/RRH+Ridgeway+Medical+Campus/data=!4m7!3m6!1s0x89d6b2367ae85e5b:0x13702107c124f8d3!8m2!3d43.1860904!4d-77.7058015!16s%2Fg%2F11fn25mm4n!19sChIJW17oejay1okR0_gkwQchcBM,RRH Ridgeway Medical Campus,4.2,21,Medical clinic,"2655 Ridgeway Ave, Rochester, NY 14626, United States","57PV+CM Rochester, New York, USA",https://www.rochesterregional.org/locations/medical-campuses/ridgeway?y_source=1_ODgwNzMwODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 585-922-5465,,https://lh3.googleusercontent.com/p/AF1QipPtBIjG3zcIA_2mdVyHo9Y4rbhsi1_4aectyFcW=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:14.891Z,LGBTQ+ friendly,,,,,,,,,,
https://www.google.com/maps/place/RRH+Urgent+Care/data=!4m7!3m6!1s0x89d6b1824e715647:0x478af1cd5b26a168!8m2!3d43.2095272!4d-77.7020574!16s%2Fg%2F1td1fdgz!19sChIJR1ZxToKx1okRaKEmW83xikc,RRH Urgent Care,2.9,299,Urgent care center,"2745 W Ridge Rd, Rochester, NY 14626, United States","675X+R5 Rochester, New York, USA",https://www.rochesterregional.org/locations/urgent-care/greece?y_source=1_NjU3Mzc2ODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 585-225-5252,,https://lh3.googleusercontent.com/p/AF1QipOEj2rGL_nVoxuJAbdWWF18P1GKYaQD12k-mTBm=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:24.814Z,LGBTQ+ friendly,,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,,
https://www.google.com/maps/place/RRH+Behavioral+Health+Center/data=!4m7!3m6!1s0x89d6b3c886ac3b53:0x38dc8484b25b315!8m2!3d43.1850755!4d-77.6881209!16s%2Fg%2F1th24s_x!19sChIJUzushsiz1okRFbMlS0jIjQM,RRH Behavioral Health Center,2.4,27,Mental health clinic,"100 Pinewild Dr #2a, Rochester, NY 14606, United States","58P6+2Q Rochester, New York, USA",https://www.rochesterregional.org/locations/behavioral-health/greece-canal-ponds?y_source=1_OTkwMTA1OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 585-368-6700,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM-HFwtUUNFYTi2XdfW53jtr6kmFCZwu7gtjQmK=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:30.021Z,LGBTQ+ friendly,,Closed,8 am–5 pm,8 am–5 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,Closed,,
"https://www.google.com/maps/place/Gastroenterology+Associates+of+Rochester,+LLP/data=!4m7!3m6!1s0x89d6b233d18605ab:0xd76a96acc6c17328!8m2!3d43.1882948!4d-77.6972879!16s%2Fg%2F1tff8lt0!19sChIJqwWG0TOy1okRKHPBxqyWatc","Gastroenterology Associates of Rochester, LLP",4.9,1515,Medical clinic,"2440 Ridgeway Ave Suite 100, Rochester, NY 14626, United States","58Q3+83 Rochester, New York, USA",http://rocgastro.com/,+1 585-720-1550,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CBYKZpLhJurnN3DlvCC3mA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.46082&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:35.040Z,,,Closed,"8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm",Closed,,
https://www.google.com/maps/place/Agape+Physical+Therapy+Greece+NY/data=!4m7!3m6!1s0x89d6b3b5b8f2ddfd:0x98870c6e75d765b5!8m2!3d43.1827604!4d-77.6962203!16s%2Fg%2F11d_d1qxgl!19sChIJ_d3yuLWz1okRtWXXdW4Mh5g,Agape Physical Therapy Greece NY,5.0,358,Physical therapy clinic,"95 Canal Landing Blvd Suite 2, Rochester, NY 14626, United States","58M3+4G Rochester, New York, USA",http://www.agapephysicaltherapy.com/,+1 585-617-0581,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNI7ysHAbR68pG6jlH2GE82AkMNqsWNLnr5aVw=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:39.933Z,LGBTQ+ friendly,,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,Closed,,
https://www.google.com/maps/place/Limitless+Physical+Therapy+Specialists+-+Greece/data=!4m7!3m6!1s0x89d6b32e8249a20d:0x1847b7b424b10d5c!8m2!3d43.1857171!4d-77.704384!16s%2Fg%2F11st951wn7!19sChIJDaJJgi6z1okRXA2xJLS3Rxg,Limitless Physical Therapy Specialists - Greece,5.0,62,Physical therapy clinic,"91 Erie Canal Dr Suite E, Rochester, NY 14626, United States","57PW+76 Rochester, New York, USA",https://limitlesspts.com/,+1 585-910-2242,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNkz1ivlc1fli70aFLds7VwYqo6WZcSQsN7n2g0=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:45.071Z,,,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–3:30 pm,Closed,,
https://www.google.com/maps/place/Unity+Sleep+Disorders+Center+-+Greece/data=!4m7!3m6!1s0x89d6b3280912329f:0x32dc6dc25a2a33a7!8m2!3d43.191123!4d-77.7048897!16s%2Fg%2F1263_smh8!19sChIJnzISCSiz1okRpzMqWsJt3DI,Unity Sleep Disorders Center - Greece,2.4,11,Sleep clinic,"1561 Long Pond Rd # 408, Rochester, NY 14626, United States","57RW+C2 Rochester, New York, USA",https://www.rochesterregional.org/locations/greece/unity-sleep-disorders-center-greece/?y_source=1_OTkwMTE0Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 585-442-4141,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=91BM5NKoRa-_SOm-QeO10A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.22139&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:50.481Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Greece+Dermatological+Associates/data=!4m7!3m6!1s0x89d6b3dc1c9728fb:0x7b75970bb4a1b8f9!8m2!3d43.1852859!4d-77.7035049!16s%2Fg%2F1v5k400m!19sChIJ-yiXHNyz1okR-bihtAuXdXs,Greece Dermatological Associates,3.5,92,Dermatologist,"120 Erie Canal Dr # 200, Rochester, NY 14626, United States","57PW+4H Rochester, New York, USA",http://www.greecedermatology.com/,+1 585-719-9600,"Closed ⋅ Opens 8:30 am Mon

Updated by others 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gq9R5yWeIVyUHzrimtwWAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.923595&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:02:55.674Z,,,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,,
