placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/LCPA+Group+LTD/data=!4m7!3m6!1s0x8815fca073800b47:0xf5db138afbff2513!8m2!3d41.0949057!4d-85.0868985!16s%2Fg%2F11bxjr3thr!19sChIJRwuAc6D8FYgREyX_-4oT2_U,LCPA Group LTD,5.0,6,Certified public accountant,"1900 Inwood Dr, Fort Wayne, IN 46815, United States","3WV7+X6 Fort Wayne, Indiana, USA",http://www.lcpagroup.com/,+1 260-493-4493,Closed ⋅ Opens 8 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vrbPYRRNx0PGOcSZS6tVng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.96081&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:12:27.927Z,,
https://www.google.com/maps/place/DWD+CPAS+%26+ADVISORS/data=!4m7!3m6!1s0x8815e2ab7f1f00af:0xd7403da541fc55c5!8m2!3d41.1723489!4d-85.1089616!16s%2Fg%2F1wj_6mxl!19sChIJrwAff6viFYgRxVX8QaU9QNc,DWD CPAS & ADVISORS,4.9,7,Certified public accountant,"9921 Dupont Cir Dr W, Fort Wayne, IN 46825, United States","5VCR+WC Fort Wayne, Indiana, USA",http://www.dwdcpa.com/,+1 260-423-2414,Closed ⋅ Opens 8 am Fri,https://lh3.googleusercontent.com/p/AF1QipO36M1F_nOf-PQMdIDUy1eCeRIc3d4tqwnbJVhR=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:12:32.899Z,,
https://www.google.com/maps/place/Houlihan+Cpa%27s/data=!4m7!3m6!1s0x8815e2e57ee18b09:0xded4f6c1ce7fcf8a!8m2!3d41.1478038!4d-85.1343734!16s%2Fg%2F1tjg_zqd!19sChIJCYvhfuXiFYgRis9_zsH21N4,Houlihan Cpa's,5.0,2,Accountant,"421 E Cook Rd # 300, Fort Wayne, IN 46825, United States","4VX8+47 Fort Wayne, Indiana, USA",https://www.houlihan.biz/,+1 260-423-3396,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NfC0frd-SVlgycj_ZC7Qqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.86768&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:12:35.946Z,,
https://www.google.com/maps/place/Tim+Metel+CPA+%26+Associates/data=!4m7!3m6!1s0x8815fc7afb721485:0xf383c45c44d6d0df!8m2!3d41.1033742!4d-85.0569226!16s%2Fg%2F11b6gm7d__!19sChIJhRRy-3r8FYgR39DWRFzEg_M,Tim Metel CPA & Associates,4.0,5,Certified public accountant,"Georgetown Professional Building, 6605 E State Blvd #16, Fort Wayne, IN 46815, United States","4W3V+86 Fort Wayne, Indiana, USA",http://metelcpa.com/,+1 260-485-9659,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCExQpHP58DhUQVyp0nU48yr3z2kDxVqZWt8omx7d7-S5ggYFKN15njmqp1yfZNzuuPrTVUOxVHRDjErtSIWTGCg6eGQqvXMtYBTk6zB6OhySxuDVji0-v3hwkLaZQ5TVZyDJiFw=w408-h306-k-no,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:12:41.045Z,,
"https://www.google.com/maps/place/KSM+%28Katz,+Sapper+%26+Miller%29/data=!4m7!3m6!1s0x8815e48cbf08a673:0xa97f7132dc92e8c9!8m2!3d41.079283!4d-85.1415746!16s%2Fg%2F11fzf69gqj!19sChIJc6YIv4zkFYgRyeiS3DJxf6k","KSM (Katz, Sapper & Miller)",,,Accounting firm,"202 W Berry St STE 600, Fort Wayne, IN 46802, United States","3VH5+P9 Fort Wayne, Indiana, USA",https://www.ksmcpa.com/,+1 260-496-8297,Closed ⋅ Opens 8 am Fri,https://lh3.googleusercontent.com/p/AF1QipOAs-2_QUnGo133XxX3TIk7jFcO924qbY5Vtbuq=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:12:46.104Z,,
https://www.google.com/maps/place/Myers+CPA+Group/data=!4m7!3m6!1s0x8815e33e061d555d:0x5920fce40522bb59!8m2!3d41.1219893!4d-85.1290767!16s%2Fg%2F1tds796v!19sChIJXVUdBj7jFYgRWbsiBeT8IFk,Myers CPA Group,3.9,7,Accountant,"923 Northcrest Shopping Center Ste. 5D, Fort Wayne, IN 46805, United States","4VCC+Q9 Fort Wayne, Indiana, USA",http://myerscpagroup.com/,+1 260-471-1213,Closed ⋅ Opens 8:30 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f1i5MAUpCuAKSTYYmtPeew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.87683&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–2 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:12:51.008Z,,
https://www.google.com/maps/place/Foudy+CPA+Group+PC/data=!4m7!3m6!1s0x8815e7e56bbf7fa5:0x3f1d0bfa2f4cdbac!8m2!3d41.0319213!4d-85.260564!16s%2Fg%2F1tdnfw79!19sChIJpX-_a-XnFYgRrNtML_oLHT8,Foudy CPA Group PC,5.0,3,Certified public accountant,"5730 Falls Dr, Fort Wayne, IN 46804, United States","2PJQ+QQ Fort Wayne, Indiana, USA",https://www.foudycpa.com/,+1 260-432-4565,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNg9ZMD9Hz7kLmcJVXqrLY2_Bv8uoG6tLeKus4Y=w408-h272-k-no,true,8 am–4 pm,Closed,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:12:55.809Z,,
https://www.google.com/maps/place/Family+Tax+Company/data=!4m7!3m6!1s0x8815e4faa5d1e6bb:0x58360d917e31b577!8m2!3d41.0678167!4d-85.1380093!16s%2Fg%2F11g6hrqbgh!19sChIJu-bRpfrkFYgRd7UxfpENNlg,Family Tax Company,5.0,39,Tax preparation service,"1925 Calhoun St Ste 101, Fort Wayne, IN 46802, United States","3V96+4Q Fort Wayne, Indiana, USA",,+1 260-424-1033,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipPXj8jt0y7hML31I7fHymtK6oIblE_qkVL0QkKi=w426-h240-k-no,true,Closed,Closed,Closed,Closed,Closed,10 am–2 pm,Closed,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:00.753Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Hartley+Tax+%26+Accounting+LLC/data=!4m7!3m6!1s0x8815fb805c0ffeaf:0xe5c72154aee26177!8m2!3d41.0982425!4d-85.0641286!16s%2Fg%2F11cn0p4zs6!19sChIJr_4PXID7FYgRd2HirlQhx-U,Hartley Tax & Accounting LLC,4.6,29,Tax preparation service,"6066 E State Blvd, Fort Wayne, IN 46815, United States","3WXP+78 Fort Wayne, Indiana, USA",https://hartleytaxaccounting.com/,+1 260-749-0444,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipMomJjR5lcTw3PYysTjO1QDq1wkYGJUSkcWaTr1=w408-h544-k-no,true,9 am–3 pm,Closed,9 am–3 pm,Closed,9 am–3 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:05.722Z,,
"https://www.google.com/maps/place/Hunsche+CPA+Group,+Inc./data=!4m7!3m6!1s0x8815e48d27008869:0x19c75cb25d8cfd59!8m2!3d41.1379713!4d-85.1425076!16s%2Fg%2F11fy_2klwh!19sChIJaYgAJ43kFYgRWf2MXbJcxxk","Hunsche CPA Group, Inc.",2.7,3,Certified public accountant,"220 Insurance Dr Suite A, Fort Wayne, IN 46825, United States","4VQ4+5X Fort Wayne, Indiana, USA",http://www.hunschecpa.com/,,Closed ⋅ Opens 8 am Fri,https://lh3.googleusercontent.com/p/AF1QipMwsmw4sP11ukdg_mLg5IHhu6dbCDD-25GQJjoM=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:10.865Z,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x8815e4887c8e48ab:0xf7621c814ece451f!8m2!3d41.0879738!4d-85.1452258!16s%2Fg%2F1tvymcqn!19sChIJq0iOfIjkFYgRH0XOToEcYvc,H&R Block,4.6,58,Tax preparation service,"1510 Wells St, Fort Wayne, IN 46808, United States","3VQ3+5W Fort Wayne, Indiana, USA",https://www.hrblock.com/tax-office-near-me/indiana/fort-wayne/14609/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 260-423-2394,,https://lh3.googleusercontent.com/p/AF1QipMCv79uQeuQ5qBLLfXy0N892pBJgkqGK7oHxZPs=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:13.585Z,,
https://www.google.com/maps/place/Mannia+%26+Company+LLC/data=!4m7!3m6!1s0x8815e7b5d931ec41:0x6f4c20a83c8126c3!8m2!3d41.0421774!4d-85.2356563!16s%2Fg%2F1tmg74q2!19sChIJQewx2bXnFYgRwyaBPKggTG8,Mannia & Company LLC,4.5,16,Certified public accountant,"7209 Engle Rd, Fort Wayne, IN 46804, United States","2QR7+VP Fort Wayne, Indiana, USA",https://manniaco.com/,+1 260-432-1504,Closed ⋅ Opens 8 am Fri,https://lh3.googleusercontent.com/p/AF1QipPoULdpg3Wz27PZIehhlADetNWPyhjPWKz9n6KG=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:18.598Z,,
https://www.google.com/maps/place/Baugher+CPA+Group/data=!4m7!3m6!1s0x8815e7cf3b0ad261:0x88c1aa5768122064!8m2!3d41.0675606!4d-85.2271547!16s%2Fg%2F11qr3lrqml!19sChIJYdIKO8_nFYgRZCASaFeqwYg,Baugher CPA Group,5.0,2,Accounting firm,"6413 Constitution Dr, Fort Wayne, IN 46804, United States","3Q9F+24 Fort Wayne, Indiana, USA",http://www.baughercpa.com/,+1 260-413-9734,Closed ⋅ Opens 8 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-P5APgE9EasrEaB9S8LySA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.59436&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:23.456Z,,
https://www.google.com/maps/place/Krel+Silvan+L+CPA/data=!4m7!3m6!1s0x8815e576d19227c9:0x9f7a9836d02c7c73!8m2!3d41.0309219!4d-85.1437791!16s%2Fg%2F1vgx1c54!19sChIJySeS0XblFYgRc3ws0DaYep8,Krel Silvan L CPA,5.0,2,Accountant,"5800 Fairfield Ave # 107, Fort Wayne, IN 46807, United States","2VJ4+9F Fort Wayne, Indiana, USA",,+1 260-744-0534,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UwEivNHU4lgTEmDvFNdzaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.5976&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:26.148Z,,
"https://www.google.com/maps/place/Delta+CPA+Group,+LLC/data=!4m7!3m6!1s0x8815ddfacd528229:0xbe7347c9c3fd15f1!8m2!3d41.0718828!4d-85.3242432!16s%2Fg%2F11h1v7c2yz!19sChIJKYJSzfrdFYgR8RX9w8lHc74","Delta CPA Group, LLC",5.0,2,Certified public accountant,"14413 Illinois Rd suite b, Fort Wayne, IN 46814, United States","3MCG+Q8 Fort Wayne, Indiana, USA",http://www.deltacpagroup.com/,+1 260-440-2747,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipNY95ugHcwLw3KKijLUDuPD-W5EPQ7Kio4kn2Wc=w469-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:30.982Z,,
https://www.google.com/maps/place/APEX+Tax+%26+Small+Business+Advisors/data=!4m7!3m6!1s0x8815e7b6a2cfffff:0xe6f66c0d7d325bb7!8m2!3d41.0457224!4d-85.2365426!16s%2Fg%2F11ghr0tzqm!19sChIJ___PorbnFYgRt1syfQ1s9uY,APEX Tax & Small Business Advisors,5.0,149,Tax preparation service,"7337 W Jefferson Blvd # 125, Fort Wayne, IN 46804, United States","2QW7+79 Fort Wayne, Indiana, USA",http://apex1040.com/,+1 260-215-4413,,https://lh3.googleusercontent.com/p/AF1QipOrxW3m6SOdyO5J4X2s1ZyxY4uyZaB7Map0gIIW=w422-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:36.014Z,Identifies as women-owned,
https://www.google.com/maps/place/Mis+Dannies+Accounting+%26+Tax+Pro/data=!4m7!3m6!1s0x8815e58b56b1c25d:0xda8490f25ad84f85!8m2!3d41.0237191!4d-85.1683066!16s%2Fg%2F1260gjxt7!19sChIJXcKxVovlFYgRhU_YWvKQhNo,Mis Dannies Accounting & Tax Pro,4.8,55,Accountant,"6427 Bluffton Rd, Fort Wayne, IN 46809, United States","2RFJ+FM Fort Wayne, Indiana, USA",http://www.facebook.com/misdannies,+1 260-715-9500,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F8HIDbLXnHomexSRxY-arA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.14626&pitch=0&thumbfov=100,true,10 am–2 pm,9 am–8 pm,9 am–6 pm,Closed,9 am–8 pm,10 am–2 pm,10 am–2 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:40.821Z,,
https://www.google.com/maps/place/Hamil+Lehman+%26+England+PC/data=!4m7!3m6!1s0x8815e6fc74d88279:0x83cc260fe90102a6!8m2!3d41.0682909!4d-85.2270518!16s%2Fg%2F1vgx1c5b!19sChIJeYLYdPzmFYgRpgIB6Q8mzIM,Hamil Lehman & England PC,4.3,6,Tax preparation service,"6404 Constitution Dr, Fort Wayne, IN 46804, United States","3Q9F+85 Fort Wayne, Indiana, USA",http://www.hlecpa.com/,+1 260-434-1852,Closed ⋅ Opens 8 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pQecboCas3vvPU2kIBJ13w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.83493&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-09T23:13:45.641Z,,
