placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,error
"https://www.google.com/maps/place/Pridemore+Garage+Doors,+Inc./data=!4m7!3m6!1s0x887561753eb85143:0xa8433013bae16d27!8m2!3d39.5867378!4d-89.9600179!16s%2Fg%2F11w310f4pm!19sChIJQ1G4PnVhdYgRJ23huhMwQ6g","Pridemore Garage Doors, Inc.",5.0,4,Garage door supplier,"519 S Miller St, Waverly, IL 62692, United States","H2PQ+MX Waverly, Illinois, USA",https://pridemoregaragedoors.com/,+1 217-691-6073,Closes soon ⋅ 5 pm ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOrKYcmX0xecfuS14Hyyk3se-VTjK36p3Balphl=w408-h306-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-11-07T23:00:00.400Z,,,
"https://www.google.com/maps/place/Geoff%27s+Fix+It+LLC,+Handyman+Services/data=!4m7!3m6!1s0x66ea51d29dff9b33:0x3588d4c1404b989a!8m2!3d39.7494201!4d-89.6059754!16s%2Fg%2F11y21dx633!19sChIJM5v_ndJR6mYRmphLQMHUiDU","Geoff's Fix It LLC, Handyman Services",5.0,27,Woodworker,,,http://www.geoffsfixit.com/,+1 217-279-6020,,https://lh3.googleusercontent.com/p/AF1QipPu3na8DPcvVUgXio_ebodQHZfpXRQpu_21OFJu=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-11-07T23:00:02.702Z,,,
https://www.google.com/maps/place/Propel+Sliding+Door+Automation/data=!4m7!3m6!1s0x8875400ed8a55555:0xcf28e4d3d20174bb!8m2!3d39.6643901!4d-89.70594!16s%2Fg%2F11ghr19mvt!19sChIJVVWl2A5AdYgRu3QB0tPkKM8,Propel Sliding Door Automation,,,Door supplier,"7 Kemp Dr, Chatham, IL 62629, United States","M77V+QJ Chatham, Illinois, USA",http://propeldoors.com/,+1 888-391-8592,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPF6cUoVHtczyVSiCHf917hRMoGJixh6iH9oW5k=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-11-07T23:00:07.202Z,,,
https://www.google.com/maps/place/Hart+Construction+Supply+Inc/data=!4m7!3m6!1s0x887538254932b26d:0x96a279ba91e29408!8m2!3d39.8067107!4d-89.6736864!16s%2Fg%2F1vg_dm4p!19sChIJbbIySSU4dYgRCJTikbp5opY,Hart Construction Supply Inc,5.0,1,Door supplier,"421 N Lincoln Ave, Springfield, IL 62702, United States","R84G+MG Springfield, Illinois, USA",,+1 217-787-2602,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rKlUUsf4QhSLRUpXbyLdGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.19867&pitch=0&thumbfov=100,false,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-11-07T23:00:11.574Z,,,
"https://www.google.com/maps/place/Feldco+Windows,+Siding,+Doors+%26+Roofing+of+Springfield/data=!4m7!3m6!1s0x887537acb3155555:0x8e4e618c62be9844!8m2!3d39.8573591!4d-89.6683227!16s%2Fg%2F11f5h4z4xg!19sChIJVVUVs6w3dYgRRJi-YoxhTo4","Feldco Windows, Siding, Doors & Roofing of Springfield",4.9,281,Window installation service,"719 Estill Dr, Springfield, IL 62707, United States","V84J+WM Springfield, Illinois, USA",https://www.4feldco.com/locations/springfield?utm_source=GBP&utm_medium=organic&utm_campaign=springfield,+1 866-433-5326,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvHy9MZjLKSHY6ZwCXQBeKT_M-CF3dgn5MKqZk9weqop-dRQ2SReGjumc8DXY0hS9EdAcEjkNOXTbxO2y-WcB3iGatC8_LWgvk59RLHpuosb3fNeC5aDuDITuhSQuBlkFjPxGuNQ=w408-h544-k-no,true,7 am–7 pm,8 am–5 pm,9 am–3:30 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:23.720Z,,,
https://www.google.com/maps/place/Terry+Bullock+Garages+Inc/data=!4m7!3m6!1s0x887539697250119d:0x6a18402aa69a650d!8m2!3d39.7577088!4d-89.6380555!16s%2Fg%2F11c6rxc2xv!19sChIJnRFQcmk5dYgRDWWapipAGGo,Terry Bullock Garages Inc,4.1,13,Garage builder,"1201 Adlai Stevenson Dr, Springfield, IL 62703, United States","Q956+3Q Springfield, Illinois, USA",http://www.bullockgarages.net/,+1 217-529-3761,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFEBvaP4VJZt5jGfqnQwLbwjiQlUCBkblXw84R8I8-laXU0N83-vw_2bSAHQhUkIk31rNt_7uiloE-2ShZqsWoOrfl371iX5RwPbKM0xwMxcyNADRAFJ8cFCZtPhe94C9fB8Wq=w408-h544-k-no,true,8 am–5 pm,9 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:28.413Z,,,
https://www.google.com/maps/place/Carter+Bros+Lumber+Co/data=!4m7!3m6!1s0x88753139a2be0b61:0x230f4a8bb78d6b03!8m2!3d39.874946!4d-89.6125096!16s%2Fg%2F1td6bmq_!19sChIJYQu-ojkxdYgRA2uNt4tKDyM,Carter Bros Lumber Co,3.8,17,Lumber store,"2 Carter Ln, Springfield, IL 62707, United States","V9FP+XX Springfield, Illinois, USA",http://www.carterbroslumber.com/,+1 217-544-7449,Closed ⋅ Opens 7 am Sat,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-Q9EGMjgH8XvZ2vYY65yIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.64752&pitch=0&thumbfov=100,false,7 am–4 pm,7 am–12 pm,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:32.785Z,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/ENGINEERING+SYSTEMS/data=!4m7!3m6!1s0x88753973bfe08cdd:0x6ff9819de9d55c3f!8m2!3d39.7580206!4d-89.6438209!16s%2Fg%2F11wwz32z25!19sChIJ3Yzgv3M5dYgRP1zV6Z2B-W8,ENGINEERING SYSTEMS,,,Garage door supplier,"801 Adlai Stevenson Dr, Springfield, IL 62703, United States","Q954+6F Springfield, Illinois, USA",,+1 289-840-3100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5rZw9lSK3Idoa5rhugrIiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.46028&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:35.065Z,,,
https://www.google.com/maps/place/Savage+Doorway/data=!4m7!3m6!1s0x887539990f63a757:0xc56009b3f0ffc7f6!8m2!3d39.781695!4d-89.6411675!16s%2Fg%2F1vh_93lf!19sChIJV6djD5k5dYgR9sf_8LMJYMU,Savage Doorway,5.0,2,Door supplier,"1839 S 11th St, Springfield, IL 62703, United States","Q9J5+MG Springfield, Illinois, USA",,+1 217-525-8025,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hV_Bw3GX7iacbtK7rLPDFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=197.84871&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:37.480Z,,,
https://www.google.com/maps/place/CONTRACTORS+RENTAL+CORPORATION/data=!4m7!3m6!1s0x8875396f8e6216b5:0x71dd40ff72fad10b!8m2!3d39.7580206!4d-89.6438209!16s%2Fg%2F11ln0lz6sr!19sChIJtRZijm85dYgRC9H6cv9A3XE,CONTRACTORS RENTAL CORPORATION,,,Garage door supplier,"801 Adlai Stevenson Dr, Springfield, IL 62703, United States","Q954+6F Springfield, Illinois, USA",,+1 847-861-0133,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5rZw9lSK3Idoa5rhugrIiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.46028&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:39.801Z,,,
https://www.google.com/maps/place/Sangamon+Garage+Door+Service/data=!4m7!3m6!1s0xa96da0a02dae745b:0xedb8008799b57c69!8m2!3d40.2045979!4d-88.5990785!16s%2Fg%2F11wtkh9bx2!19sChIJW3SuLaCgbakRaXy1mYcAuO0,Sangamon Garage Door Service,5.0,11,Garage door supplier,,,https://www.sangamongd.com/,+1 217-246-9458,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOExfl2McEikuCJa6-s5RYv2GriYXpgeMgZLbdn=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:44.400Z,,,
https://www.google.com/maps/place/Sutton%27s/data=!4m7!3m6!1s0x887537435266a677:0x46c65785cde83695!8m2!3d39.826512!4d-89.640004!16s%2Fg%2F1td4kwl1!19sChIJd6ZmUkM3dYgRlTbozYVXxkY,Sutton's,4.8,531,Roofing contractor,"1926 N Peoria Rd, Springfield, IL 62702, United States","R9G5+JX Springfield, Illinois, USA",https://www.suttonsinc.com/,+1 217-528-3911,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMq7s9E4zI9oAZWaQGCaJeccc0b5-Ts_0O6lU06=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:49.232Z,,,
https://www.google.com/maps/place/Springfield+Clinic+Sherman+Rehabilitation+Services/data=!4m7!3m6!1s0x88753136459c985d:0x34eac13cdad72e68!8m2!3d39.8988915!4d-89.6026603!16s%2Fg%2F11gy8kchqw!19sChIJXZicRTYxdYgRaC7X2jzB6jQ,Springfield Clinic Sherman Rehabilitation Services,4.9,66,Medical clinic,"129 Illini Blvd, Sherman, IL 62684, United States","V9XW+HW Sherman, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-sherman-rehabilitation-services,+1 217-496-3481,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNutm5nYvPhgfujdjmcMWRTe5meDNJ871-OA-LI=w424-h240-k-no,true,7 am–4:30 pm,Closed,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:53.734Z,,,
https://www.google.com/maps/place/Greg%27s+Garage+Door+Service+of+Central+Illinois/data=!4m7!3m6!1s0x880af6b3cb3b4269:0x43d7062e09e5317f!8m2!3d40.5567711!4d-89.6133405!16s%2Fg%2F11f3ttw4jr!19sChIJaUI7y7P2CogRfzHlCS4G10M,Greg's Garage Door Service of Central Illinois,4.5,44,Garage door supplier,"2214 Court St, Pekin, IL 61554, United States","H94P+PM Pekin, Illinois, USA",https://gregsgaragedoorsreviews.com/,+1 309-347-8610,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMxr4uzexMm02vrdqn-1eqDCFL85Umgqace-Vpt=w408-h306-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Sherman+Springfield+IL/@39.8936608,-89.6048231,14z",2025-11-07T23:00:58.121Z,,,
https://www.google.com/maps/place/Home+Services+at+The+Home+Depot/data=!4m7!3m6!1s0x87dfebcf085b393b:0x35e12a3ee85274b5!8m2!3d39.7209941!4d-90.254252!16s%2Fg%2F11bwypdjk5!19sChIJOzlbCM_r34cRtXRS6D4q4TU,Home Services at The Home Depot,3.5,21,Contractor,"1601 W Morton Ave, Jacksonville, IL 62650, United States","PPCW+97 Jacksonville, Illinois, USA",https://www.homedepot.com/l/Jacksonville-IL/IL/Jacksonville/62650/8430/services?emt=HSGMBGoogleMaps,+1 844-476-2140,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNEDaQUQat1lRGVwV9sXSzie3msT01t4XQ5Wrh4=w408-h272-k-no,true,6 am–9 pm,6 am–9 pm,7 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Jacksonville+Springfield+IL/@39.733936,-90.2290098,14z",2025-11-07T23:01:12.410Z,,,
https://www.google.com/maps/place/R.P.+Lumber/data=!4m7!3m6!1s0x87dfebc483d56b11:0x8401be0e73056349!8m2!3d39.720267!4d-90.24879!16s%2Fg%2F1tdl6p2p!19sChIJEWvVg8Tr34cRSWMFcw6-AYQ,R.P. Lumber,4.9,16,Building materials store,"1111 Lincoln Ave, Jacksonville, IL 62650, United States","PQC2+4F Jacksonville, Illinois, USA",https://www.rplumber.com/,+1 217-245-5511,Closed ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipOJXyPZ50hjv9qgr1vHWZ49lZUbpl4sqHAoK4JT=w426-h240-k-no,true,7 am–5 pm,7 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Jacksonville+Springfield+IL/@39.733936,-90.2290098,14z",2025-11-07T23:01:16.832Z,"Regional, family-owned retail chain selling building materials & hardware products. · In-store shopping · In-store pick-up · Delivery",,
https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x87dfebce062f04db:0x32d887c4830f34b4!8m2!3d39.7209352!4d-90.254266!16s%2Fg%2F1tdr8r2f!19sChIJ2wQvBs7r34cRtDQPg8SH2DI,The Home Depot,4.2,710,Home improvement store,"1601 W Morton Ave, Jacksonville, IL 62650, United States","PPCW+97 Jacksonville, Illinois, USA",https://www.homedepot.com/l/Jacksonville/IL/Jacksonville/62650/8430?emt=MSGMBGoogleMaps,+1 217-243-6051,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyB74KpyyHeCguaGnFZEcpG7RHyc8GfCYbvrRRmutf5RK5CMYuAPskS3H918MqcLKHN980EUSt2ijVPeDc95rXIrBb0D8s8XJclU6M7gIxZRKt4WEE7X1jjBpE4ZDToyj3uPj1V=w426-h240-k-no,true,6 am–9 pm,6 am–9 pm,7 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Jacksonville+Springfield+IL/@39.733936,-90.2290098,14z",2025-11-07T23:01:21.503Z,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals). · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/Expert+Garage+Door+Service/data=!4m7!3m6!1s0xcfe9e054012c883:0x8c6d2d1c2301899c!8m2!3d38.68284!4d-90.619772!16s%2Fg%2F11kb3y4nbx!19sChIJg8gSQAWe_gwRnIkBIxwtbYw,Expert Garage Door Service,5.0,71,Garage door supplier,,,https://expgaragedoorservice.com/,+1 636-577-5464,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOhhtg2jYNc8DSlEfYEwqfcfug7ibwsUHQxiGS5=w408-h543-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Jacksonville+Springfield+IL/@39.733936,-90.2290098,14z",2025-11-07T23:01:25.951Z,,LGBTQ+ friendly,
