placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Aquatech+Pools+and+Spas/data=!4m7!3m6!1s0x86282dc5fbafd5d3:0xbdea8f50321a7d54!8m2!3d32.2847872!4d-90.1185581!16s%2Fg%2F11h04n919v!19sChIJ09Wv-8UtKIYRVH0aMlCP6r0,Aquatech Pools and Spas,4.3,3,Swimming pool contractor,"560 Pearl Park Plaza, Pearl, MS 39208, United States","7VMJ+WH Pearl, Mississippi, USA",http://aquatechpoolsms.com/,+1 769-572-4431,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOipP-86T5yqPBA-Mi6yQKuAVJfI0fVEmQo1L4Z=w408-h544-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:26:17.421Z,,,,
https://www.google.com/maps/place/Price+Graham+Pools+%26+Spas/data=!4m7!3m6!1s0x8629ccd51031677f:0x568cfbe765b1ab2a!8m2!3d32.3580125!4d-90.1886218!16s%2Fg%2F113j6_cc9!19sChIJf2cxENXMKYYRKquxZef7jFY,Price Graham Pools & Spas,4.0,1,Swimming pool contractor,"4034 Carol Dr, Jackson, MS 39206, United States","9R56+6H Jackson, Mississippi, USA",,+1 601-362-7501,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LLi3fV7QiXx5r7CAzMaHvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.30957&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:26:20.607Z,,,,
https://www.google.com/maps/place/Champagne+Pools+%26+Spas/data=!4m7!3m6!1s0x8629d3af24d1bb4f:0x31882ee562c1a425!8m2!3d32.4077883!4d-90.1045313!16s%2Fg%2F1w346zwk!19sChIJT7vRJK_TKYYRJaTBYuUuiDE,Champagne Pools & Spas,2.0,1,Swimming pool contractor,"923 Glastonbury Cir # A, Ridgeland, MS 39157, United States","CV5W+45 Ridgeland, Mississippi, USA",,+1 601-842-5358,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J1m5caOCcSWdT-KSd-AiVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=201.34654&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:26:25.469Z,,,,
https://www.google.com/maps/place/Blue+Haven+Pools+%26+Spas/data=!4m7!3m6!1s0x86282acba1f2b6e3:0xaa15443663299623!8m2!3d32.5412659!4d-90.0693583!16s%2Fg%2F11g6wc8v3q!19sChIJ47byocsqKIYRI5YpYzZEFao,Blue Haven Pools & Spas,4.1,50,Swimming pool contractor,"118 Cedarstone Dr Unit Ste A #A, Madison, MS 39110, United States","GWRJ+G7 Madison, Mississippi, USA",https://www.bluehaven.com/jackson-ms-swimming-pool-builder/,+1 769-777-5074,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1nt4UxokmxloGbdhqdxs8xjrKj98RXGaQkteO2RDsH8jV_CWGH0Fz34Hx3iqWKfI529EmRwDsaH6wsTqibGduS-h0oia01QWI8kHrWgbkauZH79ACjym95FlpvCySQkzo4Ijt=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:26:30.560Z,,,,
https://www.google.com/maps/place/Poseidon+Pool+And+Spa+LLC/data=!4m7!3m6!1s0x67052bd1e311d147:0x988922d723ac5456!8m2!3d32.318655!4d-90.1720853!16s%2Fg%2F11x7j4h0yc!19sChIJR9ER49ErBWcRVlSsI9ciiZg,Poseidon Pool And Spa LLC,3.8,10,Swimming pool repair service,"1004 Belhaven St, Jackson, MS 39202, United States","8R9H+F5 Jackson, Mississippi, USA",,+1 601-715-4195,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM_ezXe4O1WCiNcd9sMl0rkfHVQqR5H5k0Ugezv=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:26:35.271Z,,,,
"https://www.google.com/maps/place/Landon%27s+Pool+%26+Spa,+LLC/data=!4m7!3m6!1s0x862836645b6b4795:0x21815492f1b37ebb!8m2!3d32.0826169!4d-89.9781024!16s%2Fg%2F1tdp9_0s!19sChIJlUdrW2Q2KIYRu36z8ZJUgSE","Landon's Pool & Spa, LLC",5.0,3,Swimming pool repair service,,,,+1 601-941-9271,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM80poy0aFo3r3z-EA-YwUv29ez3_Rj3f1BCuRf=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:26:40.232Z,,,,
"https://www.google.com/maps/place/Shoreline+Excavators/@32.2441455,-90.2126784,17z/data=!3m1!4b1!4m6!3m5!1s0x86283147a06d32e5:0x2e7bcfe16aae95b3!8m2!3d32.2441455!4d-90.2126784!16s%2Fg%2F1tfmj5bn",Shoreline Excavators,4.0,1,Swimming pool contractor,"3776 I-55, Jackson, MS 39212, United States","6QVP+MW Jackson, Mississippi, USA",,+1 601-372-0577,Open ⋅ Closes 5 pm,,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:26:47.615Z,,,,
https://www.google.com/maps/place/Kemp%27s+Pool+Service/data=!4m7!3m6!1s0x86284bfa8233851d:0x8f579cee24f99817!8m2!3d32.2751824!4d-90.3388333!16s%2Fg%2F11h_4nbbgn!19sChIJHYUzgvpLKIYRF5j5JO6cV48,Kemp's Pool Service,4.6,33,Swimming pool repair service,"2801 Springridge Rd, Raymond, MS 39154, United States","7MG6+3F Raymond, Mississippi, USA",,+1 601-421-3232,"Closed ⋅ Opens 9 am Tue

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOOUXWuEPyZz5r_H9WYnGt9W-mteHNiaNCb76ga=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:26:53.172Z,,,,
https://www.google.com/maps/place/Pool+Works+Construction/data=!4m7!3m6!1s0x862829e2fd28327f:0x1a102f9815194731!8m2!3d32.3560166!4d-90.0648059!16s%2Fg%2F1hjh3qnhx!19sChIJfzIo_eIpKIYRMUcZFZgvEBo,Pool Works Construction,4.5,47,Swimming pool contractor,"1576 Old Fannin Rd # B, Brandon, MS 39047, United States","9W4P+C3 Brandon, Mississippi, USA",https://www.facebook.com/poolworksconstruction,+1 769-428-0115,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP0hXt50YbXOXGYe2Zame6NGlifCea3xfZ1--nq=w408-h612-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:26:59.313Z,,,,
https://www.google.com/maps/place/Dennis%27s+Pool+Service/data=!4m7!3m6!1s0x8629d71528900001:0xed4519dba36f3842!8m2!3d32.5139753!4d-90.0538385!16s%2Fg%2F11gg9blhnk!19sChIJAQCQKBXXKYYRQjhvo9sZRe0,Dennis's Pool Service,5.0,2,Swimming pool contractor,"110 Hampton Hills Blvd, Canton, MS 39046, United States","GW7W+HF Canton, Mississippi, USA",,+1 601-900-1899,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NWkx43Ts2hqU3avuj8vI7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.570015&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:04.972Z,,,,
https://www.google.com/maps/place/Leslie%27s+Pool+Supplies/data=!4m7!3m6!1s0x8629d288f9c19d57:0x59ed23a185aba039!8m2!3d32.3987755!4d-90.1397725!16s%2Fg%2F1tjxg0dv!19sChIJV53B-YjSKYYROaCrhaEj7Vk,Leslie's Pool Supplies,4.2,30,Swimming pool supply store,"1039 E County Line Rd Ste 104, Jackson, MS 39211, United States","9VX6+G3 Jackson, Mississippi, USA",https://lesliespool.com/location/jackson-mississippi-jackson-454.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_454,+1 601-991-3228,"Open ⋅ Closes 6 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO82C0TNMaOedn5lr5mcKOE4BNZcYJmjXhEs4ve=w408-h408-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:09.948Z,"Chain providing a full range of swimming pool equipment, chemicals & accessories, plus water toys. · In-store shopping · Kerbside pickup",LGBTQ+ friendly,,
https://www.google.com/maps/place/Blue+Magnolia+Pools/data=!4m7!3m6!1s0x86282d91c331fd5b:0x786e6268b09adb4d!8m2!3d32.3374955!4d-90.0931252!16s%2Fg%2F11wngm2yxz!19sChIJW_0xw5EtKIYRTduasGhibng,Blue Magnolia Pools,,,Pool cleaning service,"Byram Rd, Florence, MS 39073, United States","8WP4+XP Florence, Mississippi, USA",https://bluemagnoliapool.com/,+1 601-942-5272,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN2vKLk1CWXfFjo8G1eMDvzn8NUaiBv6YsZiFhD=w408-h306-k-no,true,8 am–5 pm,8 am–5 am,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:14.720Z,,,,
https://www.google.com/maps/place/Staycation+Pools+Madison/data=!4m7!3m6!1s0xac72da5f1ffdd27:0x1c10479ba7d6ade9!8m2!3d31.94455!4d-89.5657554!16s%2Fg%2F11txp05vr4!19sChIJJ93_8aUtxwoR6a3Wp5tHEBw,Staycation Pools Madison,3.4,15,Swimming pool contractor,,,https://staycationpoolsms.com/,+1 601-715-8001,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipO5LqijZ8KOcesZ4eGBI46nhOmarWX2467hvN5R=w408-h274-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:19.754Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Reservoir+Pools/data=!4m7!3m6!1s0xa532dc50f4791089:0x1c31189ea335c9d3!8m2!3d32.3997332!4d-89.9611478!16s%2Fg%2F11wxqwcjw0!19sChIJiRB59FDcMqUR08k1o54YMRw,Reservoir Pools,5.0,9,Swimming pool repair service,"553 Holly Bush Rd, Brandon, MS 39047, United States","92XQ+VG Brandon, Mississippi, USA",https://reservoirpools.com/,+1 601-967-7665,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOSY4NWeJOdiDj5ChKd1FugiU0PKpnw4O2MHxbs=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,7 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:25.136Z,,,,
https://www.google.com/maps/place/Elite+Pools/data=!4m7!3m6!1s0x8629d0a2277cddcb:0xb37a4f0adc386306!8m2!3d32.6417011!4d-90.3654629!16s%2Fg%2F11c32bgf6b!19sChIJy918J6LQKYYRBmM43ApPerM,Elite Pools,4.2,15,Contractor,"218 E Railroad Ave, Bentonia, MS 39040, United States","JJRM+MR Bentonia, Mississippi, USA",http://www.elitepoolsms.com/#!contact/c24vq,+1 601-790-9966,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D2uH-xElH4-ydo0Sb6xEWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.719124&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:30.158Z,,,,
https://www.google.com/maps/place/Blue+Line+Pools/data=!4m7!3m6!1s0x86282d0f36bbf9a7:0x4536b165268fd80!8m2!3d32.3414098!4d-90.0787282!16s%2Fg%2F11ldqz0w20!19sChIJp_m7Ng8tKIYRgP1oUhZrUwQ,Blue Line Pools,3.7,3,Swimming pool contractor,"513 Liberty Rd Suite 3B, Flowood, MS 39232, United States","8WRC+HG Flowood, Mississippi, USA",https://bluepoolsms.com/,+1 601-321-9105,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNSkKzte7UwiaQ3JhMzvfBOFgp_vUUqX1eJ16HG=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:35.235Z,,,,
https://www.google.com/maps/place/Aqua+Blue/data=!4m7!3m6!1s0x8629cd2555555555:0x49329519947d2796!8m2!3d32.3673413!4d-90.1775655!16s%2Fg%2F11cn9n4bmn!19sChIJVVVVVSXNKYYRlid9lBmVMkk,Aqua Blue,,,Pool cleaning service,"Jackson, MS 39206, United States","9R8C+WX Jackson, Mississippi, USA",,+1 601-362-6773,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T_HMardy7QYM9r6i5QMxsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.6454&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:37.922Z,,,,
https://www.google.com/maps/place/Proper+Pool+Service/data=!4m7!3m6!1s0x808e21fb71837d2f:0xa036fb007f5a97e!8m2!3d32.1088175!4d-89.688914!16s%2Fg%2F1hg4tw28_!19sChIJL32DcfshjoARfqn1B7BvAwo,Proper Pool Service,5.0,7,Pool cleaning service,,,http://properpoolservice.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15211680518205560735,+1 601-791-7767,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOQ6d2BRH4mvk3Go6cPMcDudVWChu4sCi5zIxxF=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:42.937Z,,,,
https://www.google.com/maps/place/Swim+Time+Pools+%26+Spa/data=!4m7!3m6!1s0x8882837ff4abb70b:0x332dc3bb64325c32!8m2!3d32.3801561!4d-90.0421699!16s%2Fg%2F11lcfc51bg!19sChIJC7er9H-DgogRMlwyZLvDLTM,Swim Time Pools & Spa,2.3,3,Pool cleaning service,"1139 Old Fannin Rd Suite D, Brandon, MS 39047, United States","9XJ5+34 Brandon, Mississippi, USA",https://www.aquaticsconnect.com/brandon/services-vendors/swim-time-pools-spa,+1 769-300-1572,"Open ⋅ Closes 5 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM0WyDzftJ2863LaNwU5IOpX9UYC4YN9hglzXg3=w426-h240-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-27T19:27:48.195Z,,,,
