placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned
"https://www.google.com/maps/place/Akron+Energy+Systems,+LLC/data=!4m7!3m6!1s0x8830d63c2dfbe905:0xbccbf425ffb4dfd6!8m2!3d41.0732421!4d-81.5304014!16s%2Fg%2F1q6qg8f_0!19sChIJBen7LTzWMIgR1t-0_yX0y7w","Akron Energy Systems, LLC",4.5,2,Electric utility company,"222 Opportunity Pkwy, Akron, OH 44307, United States","3FF9+7R Akron, Ohio, USA",http://www.akronenergysystemsllc.com/,+1 330-374-0600 ext. 201,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwAcvkWsnXT5rrqnorhEUwYZEJD31bKv0w0Vch1qMHpULrkB1TcHBn-C-XBsCsteQ3TxtgyCkTLExErFVfUsgwAV_Kx27wBNG9IzVCxzgXCC1zlhFIB8ck_Hx0gaE6aaQ3mRgei=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:07.172Z,,,
https://www.google.com/maps/place/J.W.+Didado+High+Voltage+Division/data=!4m7!3m6!1s0x88312a2f53891351:0x7abc07e0b7b66a91!8m2!3d41.0409898!4d-81.4824802!16s%2Fg%2F1tftrr6p!19sChIJUROJUy8qMYgRkWq2t-AHvHo,J.W. Didado High Voltage Division,4.9,18,Contractor,"1240 Triplett Blvd, Akron, OH 44306, United States","2GR9+92 Akron, Ohio, USA",,,Closes soon · 7 pm · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLsJhes-0b0iDUD0QivHzxPBhrWnvEZbv4eP1uIAGZURvR7I5qbU5TkFVNIfYtJ3MNbSzUZaU8-RPI_YKhjn_86lBURB2UJHB5AI-HR43eNgHH1yfi4ScfmEn661wJT9ZIItRT=w408-h544-k-no,false,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:12.540Z,,,
https://www.google.com/maps/place/ANR+Electric/data=!4m7!3m6!1s0x8830d51c300012ed:0xf3b8aa37af8f44c6!8m2!3d40.9971602!4d-81.5561403!16s%2Fg%2F11b5ysbtm4!19sChIJ7RIAMBzVMIgRxkSPrzequPM,ANR Electric,4.8,49,Electrician,"3783 State St, Akron, OH 44319, United States","XCWV+VG Akron, Ohio, USA",https://anrelectricco.com/,+1 330-644-4454,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOTqHPvsJuLj3wmFBblT3yfyxKuFNvM8zT9RAfB=w426-h240-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:17.931Z,,,
https://www.google.com/maps/place/BLUE+COLLAR+ELECTRICIANS/data=!4m7!3m6!1s0x8830d61e4f4ce0b9:0xbe96265c77b80249!8m2!3d41.4995547!4d-81.590388!16s%2Fg%2F11g8fz3q98!19sChIJueBMTx7WMIgRSQK4d1wmlr4,BLUE COLLAR ELECTRICIANS,4.9,163,Electrician,,,http://www.bluecollarelectricians.com/,+1 440-214-9811,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipORPJgoo7Ejuux6NEUNahUkDoKzdCLJ5wvgRKh3=w408-h305-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:22.910Z,,,
https://www.google.com/maps/place/AC+Electric/data=!4m7!3m6!1s0x8830d7a3333d7ad1:0x28b425b215dd3448!8m2!3d41.0821473!4d-81.5319415!16s%2Fg%2F11yk5sdm0j!19sChIJ0Xo9M6PXMIgRSDTdFbIltCg,AC Electric,5.0,14,Electrical installation service,"339 W Exchange St, Akron, OH 44302, United States","3FJ9+V6 Akron, Ohio, USA",https://www.acelectricohio.com/,+1 330-659-0700,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMFoh4o4NQQK0oTgAYzfDAhw7tU9EyNn-c4w3re=w426-h240-k-no,true,8 am–2 pm,Closed,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:27.823Z,,,
https://www.google.com/maps/place/Darce+Electric+LLC/data=!4m7!3m6!1s0x8830d1b4953681c5:0xf8f6c3facfa1adf8!8m2!3d41.1127306!4d-81.6218964!16s%2Fg%2F11sqjt3qkn!19sChIJxYE2lbTRMIgR-K2hz_rD9vg,Darce Electric LLC,5.0,108,Electrician,"2927 Silver Maple Dr, Fairlawn, OH 44333, United States","497H+36 Fairlawn, Ohio, USA",https://darceelectric.com/,+1 330-205-4257,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipO2d5EBYQp8kOokBfzNbVYZpk2CPNAextY5H4si=w426-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:32.802Z,,,
"https://www.google.com/maps/place/Arco+Comfort+Air,+LLC/data=!4m7!3m6!1s0x8831290fa6284b19:0x708ee9504755ec02!8m2!3d41.1108257!4d-81.5101957!16s%2Fg%2F11j21jj489!19sChIJGUsopg8pMYgRAuxVR1DpjnA","Arco Comfort Air, LLC",4.8,401,Air conditioning contractor,"929 N Main St, Akron, OH 44310, United States","4F6Q+8W Akron, Ohio, USA",https://www.goarco.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*227*arco-comfort-air-akron,+1 216-202-5523,,https://lh3.googleusercontent.com/p/AF1QipORppoCd2XuLIVqQsDxZliF4qz8gJIcKToo6tHu=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:37.905Z,,,
https://www.google.com/maps/place/Apex+Electric+Supply/data=!4m7!3m6!1s0x8830d636e9335595:0x5c24c5336c20a88c!8m2!3d41.0829927!4d-81.5340146!16s%2Fg%2F1vtqwrdc!19sChIJlVUz6TbWMIgRjKggbDPFJFw,Apex Electric Supply,4.8,60,Electrical supply store,"406 W Exchange St, Akron, OH 44302, United States","3FM8+59 Akron, Ohio, USA",http://www.apexesupply.com/,+1 330-253-5157,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzEPyyD5jPx8QL8pxrgPemIwVb0fToWhW2RuyodilJGxHebNPsguFqpO_F7NCwoe3EYbMcQWIFaCQA9l62PPuMil8MG7ehcHuJREj2-O4VThtmCB4WjM7B8_xdUCsR1JaGxAym=w408-h725-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:43.958Z,Identifies as women-owned,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Ohio+Edison/data=!4m7!3m6!1s0x8830d6298346d5df:0x70f430e85f57a656!8m2!3d41.111001!4d-81.577898!16s%2Fg%2F1tm1r31w!19sChIJ39VGgynWMIgRVqZXX-gw9HA,Ohio Edison,1.5,252,Electric utility company,"1910 W Market St, Akron, OH 44313, United States","4C6C+CR Akron, Ohio, USA",https://www.firstenergycorp.com/,+1 800-633-4766,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwd8GjmvJmUnPbZpLI5qOE7XtY4db1N3xb0J4i0QCg2ExS6o51Ty2L3C8JmsFAh9z1M6H04YklJTfmdfBQOn_NHBuLkYlNPnAxaF46uCGod2jEkvSdhZ6DF-sahGTefOdG_LXmytg=w513-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:49.524Z,,,
https://www.google.com/maps/place/Dolphin+Electric/data=!4m7!3m6!1s0x8836d386a61ec22d:0xde0c633133c5470a!8m2!3d40.94922!4d-81.4064717!16s%2Fg%2F1tp0fb4f!19sChIJLcIepobTNogRCkfFMzFjDN4,Dolphin Electric,5.0,20,Electrician,"11197 Cleveland Ave NW, Uniontown, OH 44685, United States","WHXV+MC Uniontown, Ohio, USA",http://www.dolphinelectric.us/,+1 330-490-2067,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPu9YCJTMbC8QXi_x_3Er93Z1hfBxNR1-qZa8z4=w493-h240-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:54.973Z,,,
https://www.google.com/maps/place/Money+Generator+CO/data=!4m7!3m6!1s0x883129fcebea2b1d:0x73277d548b109f40!8m2!3d41.057935!4d-81.4957073!16s%2Fg%2F11h7b5hb39!19sChIJHSvq6_wpMYgRQJ8Qi1R9J3M,Money Generator CO,,,General contractor,"Elbon Ave, Akron, OH 44306, United States","3G53+5P Akron, Ohio, USA",https://money-generator-llc.ueniweb.com/,,Closes soon · 7 pm · Opens 9 am Sun,https://lh3.googleusercontent.com/p/AF1QipNGIYuoiRYYzSQD8AZAA7eZ0d6psVFLrwi8UYer=w426-h240-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:32:59.843Z,,,
https://www.google.com/maps/place/Akron+Electrician+Company/data=!4m7!3m6!1s0x8830d082e847abd3:0xa9c51a8299287e80!8m2!3d41.1370481!4d-81.6381551!16s%2Fg%2F11bw6253sf!19sChIJ06tH6ILQMIgRgH4omYIaxak,Akron Electrician Company,4.5,11,Electrician,"3867 W Market St #227, Akron, OH 44333, United States","49P6+RP Akron, Ohio, USA",,+1 330-752-8419,Closed · Opens 10 am Sun,https://lh3.googleusercontent.com/p/AF1QipPLIBF_EAJmSky-Iv6lpWaWQr6MQF9ANz03z6DD=w408-h408-k-no,true,8 am–5 pm,10 am–4 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:33:04.808Z,,,
https://www.google.com/maps/place/Akron+Industrial+Motor+Sales+and+Service+inc./data=!4m7!3m6!1s0x8830d3f6d94f3607:0xe23013084aa4103e!8m2!3d41.0426441!4d-81.6080042!16s%2Fg%2F1tfq593n!19sChIJBzZP2fbTMIgRPhCkSggTMOI,Akron Industrial Motor Sales and Service inc.,4.8,17,Electric motor repair shop,"3041 Barber Rd, Norton, OH 44203, United States","29VR+3Q Norton, Ohio, USA",https://akronindustrialmotorss.com/,+1 330-753-7624,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMSL_p48WCu0Z_C0etGCAShnXJvnihCiHcfO-En=w426-h240-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:33:09.830Z,,,
https://www.google.com/maps/place/Northern+Electric+llc./data=!4m7!3m6!1s0x8830cdd7e21a292f:0x874185267da02a17!8m2!3d41.025513!4d-81.729637!16s%2Fg%2F11cn2jcd8s!19sChIJLyka4tfNMIgRFyqgfSaFQYc,Northern Electric llc.,4.9,53,Electrician,"Wadsworth, OH 44281, United States","27GC+64 Wadsworth, Ohio, USA",https://nelectricllc.com/?utm_source=google,+1 330-416-2234,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOYfCdcvBPvUMA6iBEYLWWuw-qXPwsmEOw73tos=w408-h544-k-no,true,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:33:14.718Z,,,
https://www.google.com/maps/place/Titan+Electric+Services+LLC/data=!4m7!3m6!1s0x88312fb13f144603:0x48460ee1d8dae6d3!8m2!3d41.1138591!4d-81.3778582!16s%2Fg%2F11yf61xjqn!19sChIJA0YUP7EvMYgR0-ba2OEORkg,Titan Electric Services LLC,5.0,44,Electrician,"4547 Mogadore Rd Suite E, Kent, OH 44240, United States","4J7C+GV Kent, Ohio, USA",https://titanelectricservices.com/,+1 330-515-1870,"Closed · Opens 8 am Sun

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNOqkKPaoMTgidsH9Wt_u6bhMmQhV2vvaqGbqO_=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:33:20.004Z,,,
"https://www.google.com/maps/place/Akron+Tractor+%26+Equipment,+Inc./data=!4m7!3m6!1s0x8830d6c466ac0371:0x685679ccecc88612!8m2!3d41.0811128!4d-81.58786!16s%2Fg%2F1td_5tzs!19sChIJcQOsZsTWMIgREobI7Mx5Vmg","Akron Tractor & Equipment, Inc.",4.7,212,Tractor dealer,"1309 Collier Rd, Akron, OH 44320, United States","3CJ6+CV Akron, Ohio, USA",http://www.akrontractor.com/,+1 330-836-0237,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVmLqDbm6JKkYKMoqkjzKZ-2QvgX6QsaM4CubvLrgHCnRNeHl_ePp3jVBNshe2ZQowOzLUR7SESxZj8imrPuj1D9tOFd5_WYLwCpqHoq79KYPcCbK587H4PN-3QtLWNltpM_pd=w408-h306-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:33:25.153Z,,· In-store shopping · Kerbside pickup · Delivery,
https://www.google.com/maps/place/Wesley+Electric+Inc./data=!4m7!3m6!1s0x8831372ef688d8f3:0x9434f95c222187!8m2!3d41.151994!4d-81.1879979!16s%2Fg%2F11fnr5jfgq!19sChIJ89iI9i43MYgRhyEiXPk0lAA,Wesley Electric Inc.,4.8,45,Electrician,"5730 State Rte 5, Ravenna, OH 44266, United States","5R26+QR Ravenna, Ohio, USA",http://wesleyelectricinc.com/,+1 330-296-4200,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPTpbJrjmIqo8KWHsLQ-64equmZh2DAfK9EmKS2=w408-h306-k-no,true,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:33:30.149Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/CNE+Electrical+Contractors,+LLC/data=!4m7!3m6!1s0x88312990ff279ccf:0xa08b24634cf9de52!8m2!3d41.0681769!4d-81.3971808!16s%2Fg%2F11gy3jl9l_!19sChIJz5wn_5ApMYgRUt75TGMki6A","CNE Electrical Contractors, LLC",4.9,91,Electrician,"1680 Southeast Ave #101, Tallmadge, OH 44278, United States","3J93+74 Tallmadge, Ohio, USA",https://cneelectricalcontractors.com/,+1 330-808-7890,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bYdciZYX6jq0mwe8tEpTPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.8032&pitch=0&thumbfov=100,true,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:33:35.372Z,,,
https://www.google.com/maps/place/EntireWire+Electric/data=!4m7!3m6!1s0x8830cdc74b307893:0xa95a51086c22453c!8m2!3d41.0452517!4d-81.724233!16s%2Fg%2F11h0ldd3j6!19sChIJk3gwS8fNMIgRPEUibAhRWqk,EntireWire Electric,4.9,28,Electrician,"829 Crestwood Ave, Wadsworth, OH 44281, United States","27WG+48 Wadsworth, Ohio, USA",https://www.entirewire.net/,+1 330-594-9445,"Open 24 hours

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOTm83nhoAfqK3zobfsgvP3ND4RV3nmbyn6Tc9p=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-10T23:33:40.450Z,,,
