placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/PMI+Flatirons+Group/data=!4m7!3m6!1s0x876bed9da8f86449:0x72e652627a685b6e!8m2!3d39.999587!4d-105.234339!16s%2Fg%2F11bzt46myk!19sChIJSWT4qJ3ta4cRbltoemJS5nI,PMI Flatirons Group,3.5,57,Property management company,"4770 Baseline Rd suite 200, Boulder, CO 80303, United States","XQX8+R7 Boulder, Colorado, USA",https://www.boulderpropertymanagementinc.com/,+1 720-773-7570,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMov-6cB-HQTVCCJskMXTCntMDxWll4LJHVSzWX=w457-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:02:54.672Z,,,
https://www.google.com/maps/place/Fx3+Management/data=!4m7!3m6!1s0x876bef89c6f54617:0x9543fb98053fdc13!8m2!3d40.0241011!4d-105.2845986!16s%2Fg%2F11mdhw4wx7!19sChIJF0b1xonva4cRE9w_BZj7Q5U,Fx3 Management,4.8,4,Property management company,"948 North St STE 7, Boulder, CO 80304, United States","2PF8+J5 Boulder, Colorado, USA",https://fx3management.com/,+1 719-497-1647,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNlttMNoHQ_94paFUaiOtiJzpsG6p29bCygOvJC=w1020-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:02:59.819Z,,,
https://www.google.com/maps/place/Noble+Property+Management+Group/data=!4m7!3m6!1s0x876bed0bcdcbd28b:0xa95da5dde0b50298!8m2!3d39.9825061!4d-105.2476756!16s%2Fg%2F1hc30ns06!19sChIJi9LLzQvta4cRmAK14N2lXak,Noble Property Management Group,4.5,384,Property management company,"4041 Hanover Ave Ste 100, Boulder, CO 80305, United States","XQM2+2W Boulder, Colorado, USA",http://www.noblepmg.com/?utm_source=gmb&utm_medium=organic,+1 303-563-4104,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FG1dn0iZm1MDz5lvKcX4xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=205.59055&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:05.498Z,,,
https://www.google.com/maps/place/Stevenson+Property+Management/data=!4m7!3m6!1s0x4bd8cd5143ae0d05:0x37bab35c1d6bf5e!8m2!3d39.9865721!4d-105.1050266!16s%2Fg%2F11stjpdlq0!19sChIJBQ2uQ1HN2EsRXr_WwTWrewM,Stevenson Property Management,5.0,6,Property management company,"1120 W South Boulder Rd #101H, Lafayette, CO 80026, United States","XVPV+JX Lafayette, Colorado, USA",http://stevensonpm.com/,+1 720-933-9177,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNM1ZMysg6S63CsXI_rRSewE9155UxEADHQNBWK=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:11.295Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/New+Age+Property+Management/data=!4m7!3m6!1s0x876bedc094138afb:0xb7b7ddb92df8d853!8m2!3d40.004451!4d-105.2789715!16s%2Fg%2F11vjrbw33j!19sChIJ-4oTlMDta4cRU9j4Lbndt7c,New Age Property Management,5.0,12,Property management company,"935 11th St, Boulder, CO 80302, United States","2P3C+QC Boulder, Colorado, USA",https://www.newagere.com/,+1 720-602-0330,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM1Esg_AUbINCdPtcDj7L5ZYt-50LLWP8eWcPBB=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:17.412Z,,,
https://www.google.com/maps/place/Smiley+and+Associates+Property+Management/data=!4m7!3m6!1s0x876bede7d14bed65:0x32adce0f0f782dba!8m2!3d39.9666893!4d-105.2555614!16s%2Fg%2F11shfp48fc!19sChIJZe1L0efta4cRui14Dw_OrTI,Smiley and Associates Property Management,4.7,18,Property management company,"3051 Redstone Ln, Boulder, CO 80305, United States","XP8V+MQ Boulder, Colorado, USA",http://smiley-and-associates.com/,+1 303-443-3724,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOvJESIr1mEu0gXl5p-FdonQp0mRNJBEEBglN56=w408-h305-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:22.389Z,Identifies as women-owned,,
"https://www.google.com/maps/place/Dean+Callan+Property+Management+Services,+Inc./data=!4m7!3m6!1s0x876bedd033843d3f:0x894f1c926e649fcb!8m2!3d40.0133197!4d-105.2579982!16s%2Fg%2F11jzl319rn!19sChIJPz2EM9Dta4cRy59kbpIcT4k","Dean Callan Property Management Services, Inc.",3.0,4,Property management company,"1510 28th St suite 120, Boulder, CO 80303, United States","2P7R+8R Boulder, Colorado, USA",http://www.deancallanpm.com/,+1 303-945-2025,Open ⋅ Closes 3 pm,https://lh3.googleusercontent.com/p/AF1QipOSIUOeezx2N91rq5c1q8AhPlqHsVd-eZX_-DCK=w408-h272-k-no,true,9 am–3 pm,Closed,Closed,Closed,9 am–3 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:27.596Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Four+Star+Realty/data=!4m7!3m6!1s0x876bec35564b6789:0xf33fb3cb914aa5d6!8m2!3d40.0071343!4d-105.2759409!16s%2Fg%2F125__lpj3!19sChIJiWdLVjXsa4cR1qVKkcuzP_M,Four Star Realty,3.0,950,Property management company,"1310 College Ave #310, Boulder, CO 80302, United States","2P4F+VJ Boulder, Colorado, USA",https://fourstarrealty.com/boulder-apartments/,+1 303-800-9594,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOS9aRLXp7sa8Sap1o53F2x6ZARO92RRu1-oKoR=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:32.846Z,,,
https://www.google.com/maps/place/Hometowne+Management/data=!4m7!3m6!1s0x876bf26aef37eb85:0x91e697384c8c6745!8m2!3d40.0142773!4d-105.2495612!16s%2Fg%2F1tl4dj5j!19sChIJhes372rya4cRRWeMTDiX5pE,Hometowne Management,2.6,5,Property management company,"3300 Arapahoe Ave #202, Boulder, CO 80303, United States","2Q72+P5 Boulder, Colorado, USA",https://www.hometownemanagement.com/,+1 303-499-6537,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XAnQfGBD9iqHlHC0WxAnWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.03798&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:36.370Z,,,
https://www.google.com/maps/place/Mock+Property+Management/data=!4m7!3m6!1s0x876bed0b966d7435:0x148427f3d3d4e1b!8m2!3d39.9816038!4d-105.2469099!16s%2Fg%2F1tg7shsd!19sChIJNXRtlgvta4cRG049PX9CSAE,Mock Property Management,3.7,36,Property management company,"825 S Broadway # 100, Boulder, CO 80305, United States","XQJ3+J6 Boulder, Colorado, USA",http://mockpm.com/,+1 303-494-2955,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4notgLNCax4MRxJwsyK2lsqEOkQh6v_I0M3Pyr90lxdEk287lU4kBbqbC9JIzU3nhvmEXVtnusSgQzPze0AXlEn0v0DdmH9iI4wQoVZIHbWmFhjyjlBR7mbZDS01jFltbv7Defmq=w408-h306-k-no,false,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:42.733Z,,,
https://www.google.com/maps/place/BOOM+Properties/data=!4m7!3m6!1s0x876bec2135c9c911:0x470c6d0715b96c1d!8m2!3d40.0193184!4d-105.280055!16s%2Fg%2F11bzypk9qn!19sChIJEcnJNSHsa4cRHWy5FQdtDEc,BOOM Properties,3.8,123,Property management company,"1215 Spruce St Suite 101, Boulder, CO 80302, United States","2P99+PX Boulder, Colorado, USA",http://boom.properties/,+1 303-402-6900,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKO1oM-prkDgD-GRd1D8qeoG7ronbVaKvyfaFScaZM4-hM0MCzzwO5PI-MAnUa6nrxUtgioH-VX1M32AMznOhpTILjmHRNL1X79L5M-151zjCFhFMOo0pa937cbjrzU-UMnPa1nQ=w408-h266-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:48.644Z,,,
https://www.google.com/maps/place/Pennant+Investment+Company/data=!4m7!3m6!1s0x876bf1cb719dfa2d:0xb7d29167d392a682!8m2!3d40.0695795!4d-105.2007869!16s%2Fg%2F11c6062w_8!19sChIJLfqdccvxa4cRgqaS02eR0rc,Pennant Investment Company,3.6,72,Property management company,"6560 Gunpark Dr #A, Boulder, CO 80301, United States","3Q9X+RM Boulder, Colorado, USA",http://www.pennantinvestment.com/,+1 303-447-8988,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOnAxh8VRO2TW2tVkxWY5fdl6nHhNadepL4Pjo=w408-h272-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:54.247Z,,,
https://www.google.com/maps/place/WillowHome/data=!4m7!3m6!1s0xabf9fa8e1ebd87b5:0x90173c26b6a3b1a!8m2!3d40.0160653!4d-105.2733801!16s%2Fg%2F11pzsbnwpk!19sChIJtYe9Ho76-asRGjtqa8JzAQk,WillowHome,5.0,5,Property management company,"1636 16th St, Boulder, CO 80302, United States","2P8G+CJ Boulder, Colorado, USA",http://willowhome.co/,,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM7k6shhaROmpmQxBPz8Uu7oHRwtTd9Fm2Vy5yS=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:03:59.593Z,,,
https://www.google.com/maps/place/Aspen+Grove+Homeowners+Associates/data=!4m7!3m6!1s0x876bee65b9cb190d:0x7b60b24c96ea98bf!8m2!3d40.0385637!4d-105.2575947!16s%2Fg%2F1v_w2vjf!19sChIJDRnLuWXua4cRv5jqlkyyYHs,Aspen Grove Homeowners Associates,3.5,15,Condominium complex,"2800 Kalmia Ave, Boulder, CO 80301, United States","2PQR+CX Boulder, Colorado, USA",,+1 303-444-6501,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqcmzGz8ZyQa-U-Nxy0qqJWJGJuCLsr7LYUUW6y56BaUUl-FTuuCegtPD64ViJ8DY8WdXXtQHTVYdV2yziuuCgRonx9AMZL5bLLg2ysA_pmkrvlnP_hl4TPjE7pXyNK_xY1zg7m=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:04:02.974Z,,,
"https://www.google.com/maps/place/Point+West+Properties,+Inc./data=!4m7!3m6!1s0x876bec21986c000f:0x4015824f51ca6d5e!8m2!3d40.0161165!4d-105.2873955!16s%2Fg%2F11twq356n2!19sChIJDwBsmCHsa4cRXm3KUU-CFUA","Point West Properties, Inc.",3.5,6,Property management company,"608 Pearl St, Boulder, CO 80302, United States","2P87+C2 Boulder, Colorado, USA",https://www.point-west.com/ContactUs.aspx,+1 303-447-1502,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rDPM0UaoKYInNDFEtQEwxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.28783&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:04:08.238Z,,,
https://www.google.com/maps/place/CU+Renting/data=!4m7!3m6!1s0x876beeee59c55767:0xbd8a3a807e182a85!8m2!3d40.047736!4d-105.280695!16s%2Fg%2F11y1mw_pry!19sChIJZ1fFWe7ua4cRhSoYfoA6ir0,CU Renting,,,Property management company,"3980 Broadway, Boulder, CO 80304, United States","2PX9+3P Boulder, Colorado, USA",https://curenting.com/contact-us/,+1 303-842-5656,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8qkglkRutiu374Ua6dvdMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.34842&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:04:11.168Z,,,
https://www.google.com/maps/place/Mapleton+Management/data=!4m7!3m6!1s0x876bedd233ccdac7:0xef32fe415e0fbb62!8m2!3d40.0156565!4d-105.2613585!16s%2Fg%2F11c52x291k!19sChIJx9rMM9Lta4cRYrsPXkH-Mu8,Mapleton Management,2.6,8,Property management company,"2525 Arapahoe Ave E4-803, Boulder, CO 80302, United States","2P8Q+7F Boulder, Colorado, USA",https://www.mapletonmgmt.com/,+1 720-325-2277,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GH_1hskKeh83zrz7KqGUMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.1625&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:04:14.395Z,,,
https://www.google.com/maps/place/Helix+property+management/data=!4m7!3m6!1s0x876bed96c6c8fedb:0x547119ee5d6ea609!8m2!3d40.0189401!4d-105.2813649!16s%2Fg%2F11fjrp19v7!19sChIJ2_7Ixpbta4cRCaZuXe4ZcVQ,Helix property management,2.0,4,Property management company,"1111 Spruce St, Boulder, CO 80302, United States","2P99+HF Boulder, Colorado, USA",,+1 303-381-2508,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBd4aO_P116wvQb0zRjiGgwifkJ_4lZf-aUD1j5k06o0ySWP87frjk1RbN8mNt6JkTfsmtqC_gpm832uGStKFntdI4fdyPttOr5y9TRGIR6dnyqtlcaGgtnzq92sC6KXs-eyjH=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:04:17.603Z,,,
https://www.google.com/maps/place/Wilkinson+Properties+LLC/data=!4m7!3m6!1s0x876bee0c6e5fcf51:0xa25b18bf8f48cd64!8m2!3d40.0142761!4d-105.2388581!16s%2Fg%2F1v_vtd44!19sChIJUc9fbgzua4cRZM1Ij78YW6I,Wilkinson Properties LLC,3.7,28,Property management company,"4450 Arapahoe Ave #100, Boulder, CO 80303, United States","2Q76+PF Boulder, Colorado, USA",,+1 303-449-1932,Open ⋅ Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MXe-7AVei6fStNnA19mTCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.03055&pitch=0&thumbfov=100,false,9 am–9 pm,9 am–9 pm,10 am–5 pm,12–6 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:04:22.666Z,,,
https://www.google.com/maps/place/PG+Rentals/data=!4m7!3m6!1s0x876bedd38b62150b:0x1e976705b85bc178!8m2!3d40.0179386!4d-105.2625078!16s%2Fg%2F11bbrmhx3r!19sChIJCxVii9Pta4cReMFbuAVnlx4,PG Rentals,3.5,44,Property management company,"2425 Canyon Blvd, Boulder, CO 80302, United States","2P9P+5X Boulder, Colorado, USA",https://pgrentals.com/,+1 303-564-4762,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO2PnCxiRYiwEbiu4nmRudHMfrreopwQBV7F7mS=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-25T17:04:28.198Z,,,
