placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,isBlackOwned,sunday,monday,tuesday,wednesday,thursday,friday,saturday
https://www.google.com/maps/place/Ghalley+%26+Co+CPA+LLC/data=!4m7!3m6!1s0x883129650c6aabcb:0x99129097c40190ed!8m2!3d41.1137316!4d-81.4993566!16s%2Fg%2F11r4flsm6j!19sChIJy6tqDGUpMYgR7ZABxJeQEpk,Ghalley & Co CPA LLC,5.0,5,Accountant,"545 E Cuyahoga Falls Ave, Akron, OH 44310, United States","4G72+F7 Akron, Ohio, USA",,+1 517-348-2503,Open ⋅ Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VHRppH021x9n-9_n6zB2_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.24866&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:08.800Z,,,7:30 am–9 pm,4–9 pm,4–9 pm,4–9 pm,7:30 am–9 pm,7:30 am–9 pm,7:30 am–9 pm
https://www.google.com/maps/place/Akron+Income+Tax+Preparation+Co./data=!4m7!3m6!1s0x88312bc2dcb91ff7:0xf6d13a5f89dc3090!8m2!3d41.032875!4d-81.4529078!16s%2Fg%2F1tlbk6dv!19sChIJ9x-53MIrMYgRkDDciV860fY,Akron Income Tax Preparation Co.,4.8,109,Tax preparation service,"2215 E Waterloo Rd STE 113, Akron, OH 44312, United States","2GMW+4R Akron, Ohio, USA",https://apc1040.com/,+1 330-733-1040,,https://lh3.googleusercontent.com/p/AF1QipOVG_liLnrHZXRnqdfQqAGUJdYkC4Fr5PVHVqF8=w408-h379-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:14.304Z,LGBTQ+ friendly,,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,Closed
https://www.google.com/maps/place/Diamond+Realty+%26+Tax+Services/data=!4m7!3m6!1s0x883129905b3adfe3:0x7acc06fd2b8336e0!8m2!3d41.0745926!4d-81.5034157!16s%2Fg%2F11t0nfg9cg!19sChIJ4986W5ApMYgR4DaDK_0GzHo,Diamond Realty & Tax Services,5.0,14,Accountant,"199 Fountain St, Akron, OH 44304, United States","3FFW+RJ Akron, Ohio, USA",http://diamondstaxes.com/,+1 234-238-1211,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nPm9Cp64hdF6iPeJfD6N5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.57503&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:19.340Z,,,,,,,,,
https://www.google.com/maps/place/Macgregor+%26+Macgregor/data=!4m7!3m6!1s0x8830d429ecf1e7f1:0x242f7ba4849aade7!8m2!3d41.0509698!4d-81.5662017!16s%2Fg%2F1wz53bv7!19sChIJ8efx7CnUMIgR562ahKR7LyQ,Macgregor & Macgregor,5.0,14,Tax preparation service,"1891 East Ave, Akron, OH 44314, United States","3C2M+9G Akron, Ohio, USA",,+1 330-745-4473,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YPE3tcJy9Z6euXcorG_o2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.74156&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:22.367Z,,,,,,,,,
https://www.google.com/maps/place/Landis+Larry+L+CPA/data=!4m7!3m6!1s0x883129759999ae4b:0x7a5341253abae816!8m2!3d41.0623707!4d-81.470699!16s%2Fg%2F1tfl0v_k!19sChIJS66ZmXUpMYgRFui6OiVBU3o,Landis Larry L CPA,5.0,2,Tax preparation service,"1602 E Market St, Akron, OH 44305, United States","3G6H+WP Akron, Ohio, USA",,+1 330-733-7533,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gJ7UbixN_UqiUQdnbGuCxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.928345&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:25.193Z,,,,,,,,,
"https://www.google.com/maps/place/Crum+%26+Company,+CPAs/data=!4m7!3m6!1s0x8830d9c4358a7dfd:0xdabd3ebb7abd8b80!8m2!3d41.1392547!4d-81.5494084!16s%2Fg%2F11cs4fv1ky!19sChIJ_X2KNcTZMIgRgIu9ers-vdo","Crum & Company, CPAs",5.0,1,Accountant,"1640 Akron Peninsula Rd #102, Akron, OH 44313, United States","4FQ2+P6 Akron, Ohio, USA",https://crumcocpas.com/,+1 330-867-1222,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0obEc3iOOQ1mrg3qMLzf7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.27316&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:30.132Z,,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed
https://www.google.com/maps/place/Jackson+Hewitt+Tax+Service/data=!4m7!3m6!1s0x883129bf3badf511:0xf375f88266371e24!8m2!3d41.0717239!4d-81.4934069!16s%2Fg%2F1vk6zwm4!19sChIJEfWtO78pMYgRJB43ZoL4dfM,Jackson Hewitt Tax Service,4.4,125,Tax preparation,"877 E Exchange St, Akron, OH 44306, United States","3GC4+MJ Akron, Ohio, USA",https://office.jacksonhewitt.com/tax-preparation-services-locations/en/oh/akron/877-east-exchange-street/15608?utm_source=google&utm_medium=local&utm_campaign=local&utm_content=15608,+1 234-901-6137,Closed ⋅ Opens 11 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozgrrUbh2bVYxBSolFbblKegmXeE9BM-HQzvhVzQZ08ZMS-j4WeMed-6daM94t0PeIt1COOvkHYq9MmXIExItg60HBRLloHL963MNAUx0OfDYfmpy6RPJX38wmyx4bezVNARM=w408-h725-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:35.425Z,,,Closed,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,Closed
https://www.google.com/maps/place/Smeach+Les+CPA/data=!4m7!3m6!1s0x8830d621e803079b:0x5c1af8dd9faae6bc!8m2!3d41.0696442!4d-81.5199985!16s%2Fg%2F1th0c27h!19sChIJmwcD6CHWMIgRvOaqn934Glw,Smeach Les CPA,,,Accountant,"525 Wolf Ledges Pkwy A, Akron, OH 44311, United States","3F9J+V2 Akron, Ohio, USA",http://www.schlabigcpa.com/general-information/leslie-d-smeach/,+1 330-253-4424,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I_aqM1xvbunCciECuujFLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.57967&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:38.232Z,,,,,,,,,
https://www.google.com/maps/place/Dambrowsky+Income+Tax/data=!4m7!3m6!1s0x8831290546066f33:0x38041288f994dbd2!8m2!3d41.1091835!4d-81.510201!16s%2Fg%2F1tglnk1f!19sChIJM28GRgUpMYgR0tuU-YgSBDg,Dambrowsky Income Tax,5.0,2,Tax preparation service,"873 N Main St, Akron, OH 44310, United States","4F5Q+MW Akron, Ohio, USA",,+1 330-762-1171,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=51gDJ9qw5N3LdnPe10zw6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.24869&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:41.125Z,,,,,,,,,
https://www.google.com/maps/place/Johnson+James+G/data=!4m7!3m6!1s0x8830d709eb8c0d27:0x283954eec1d2a2b4!8m2!3d41.1059079!4d-81.5607353!16s%2Fg%2F1tdnfxfj!19sChIJJw2M6wnXMIgRtKLSwe5UOSg,Johnson James G,5.0,2,Accountant,"1395 W Market St, Akron, OH 44313, United States","4C4Q+9P Akron, Ohio, USA",,+1 330-835-9014,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QeWzya8Zq8i6aFbOgX12xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.52082&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:46.082Z,,,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed
"https://www.google.com/maps/place/Defense+Tax+Partners+-+Tax+Attorneys,+IRS+Audit+Defense+%26+Tax+Relief+Settlement,+Free+Consultation/data=!4m7!3m6!1s0x8830d77ed2181a79:0x89e791e97f1fbce3!8m2!3d41.0747942!4d-81.5237274!16s%2Fg%2F11vw_tlmrl!19sChIJeRoY0n7XMIgR47wff-mR54k","Defense Tax Partners - Tax Attorneys, IRS Audit Defense & Tax Relief Settlement, Free Consultation",4.9,40,Tax attorney,"388 S Main St #400, Akron, OH 44311, United States","3FFG+WG Akron, Ohio, USA",https://www.ohiotaxattorneys.net/akron-oh/,+1 330-964-8800,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMRVIat-2MvWjlRDawnRQeg1x3jYBP5OpI-2mqf=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:51.124Z,,,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed
https://www.google.com/maps/place/The+Bizness+Lab/data=!4m7!3m6!1s0x8830d6696be3ffff:0x1e92c2dfa5d2c749!8m2!3d41.0725411!4d-81.5575684!16s%2Fg%2F11fll653gt!19sChIJ___ja2nWMIgRScfSpd_Ckh4,The Bizness Lab,5.0,6,Tax preparation service,"1140 Mercer Ave, Akron, OH 44320, United States","3CFR+2X Akron, Ohio, USA",http://itaogroup.com/,+1 330-475-0340,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LdXRS4LSzcJ9NJmYdhUFLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.4684&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:54.049Z,,,,,,,,,
https://www.google.com/maps/place/Polos+Dwite+a+CPA/data=!4m7!3m6!1s0x8830d624783c6467:0x23499d3c6a1f7051!8m2!3d41.0739841!4d-81.5231819!16s%2Fg%2F1vhkl5ln!19sChIJZ2Q8eCTWMIgRUXAfajydSSM,Polos Dwite a CPA,,,Accountant,"445 S Main St # A, Akron, OH 44311, United States","3FFG+HP Akron, Ohio, USA",,+1 330-535-8200,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RyiOWPlM9hNPKcQZEJfaiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.53345&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:35:58.741Z,,,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed
https://www.google.com/maps/place/Eris+Services/data=!4m7!3m6!1s0x8830d620f8906541:0x8daf7b397d53b49c!8m2!3d41.071321!4d-81.5180738!16s%2Fg%2F1vxvjhky!19sChIJQWWQ-CDWMIgRnLRTfTl7r40,Eris Services,5.0,1,Tax preparation service,"440 Grant St, Akron, OH 44311, United States","3FCJ+GQ Akron, Ohio, USA",,+1 330-535-1124,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TcyNombDh6SGYsVRDd8F4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.92584&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:36:03.596Z,,,Closed,"9 am–12 pm, 2–5 pm",9 am–5 pm,11 am–4 pm,9 am–3 pm,"9 am–12 pm, 2–5 pm",Closed
"https://www.google.com/maps/place/Wallhaven+Tax,+LLC/data=!4m7!3m6!1s0x8830d7276f64688b:0xde7527447b9300cb!8m2!3d41.1151556!4d-81.5768227!16s%2Fg%2F11g8vkhsyk!19sChIJi2hkbyfXMIgRywCTe0Qndd4","Wallhaven Tax, LLC",5.0,5,Accountant,"102 Western Ave #107, Akron, OH 44313, United States","4C8F+37 Akron, Ohio, USA",http://www.wallhaventax.com/about-us.php,+1 330-608-0268,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dzXJxHwXCIwMxzPu7GRo0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.44623&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:36:08.589Z,,,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed
"https://www.google.com/maps/place/Charles+Mullen,+CPA,+CMA,+MTax,+CGMA/data=!4m7!3m6!1s0x8830d70eaa655555:0x33dfee41a9dfb5ea!8m2!3d41.1072815!4d-81.5653412!16s%2Fg%2F11gh4j6nth!19sChIJVVVlqg7XMIgR6rXfqUHu3zM","Charles Mullen, CPA, CMA, MTax, CGMA",,,Accountant,"1540 W Market St, Akron, OH 44313, United States","4C4M+WV Akron, Ohio, USA",,+1 330-867-7350,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2r3aeLPP2HT-XFRmO1l_iA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.9274&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:36:13.532Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
https://www.google.com/maps/place/Accountants+Professional+Associates/data=!4m7!3m6!1s0x883129c64a7c8317:0x7f2dd0011d364ee6!8m2!3d41.0764408!4d-81.4967073!16s%2Fg%2F1wn_6rn0!19sChIJF4N8SsYpMYgR5k42HQHQLX8,Accountants Professional Associates,,,Tax preparation service,"Buchtel - Market Building, 680 E Market St #308, Akron, OH 44304, United States","3GG3+H8 Akron, Ohio, USA",,+1 330-535-5230,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HflbpAhNra82rEAcGCTtCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.59138&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:36:16.509Z,,,,,,,,,
"https://www.google.com/maps/place/Christopher+Benko,+CPA/data=!4m7!3m6!1s0x8830d70eaa655555:0x93fc8d87a2da6d2b!8m2!3d41.1072815!4d-81.5653412!16s%2Fg%2F11gh4htrqk!19sChIJVVVlqg7XMIgRK23aooeN_JM","Christopher Benko, CPA",,,Accountant,"1540 W Market St, Akron, OH 44313, United States","4C4M+WV Akron, Ohio, USA",https://www.applegrowth.com/,+1 330-867-7350,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2r3aeLPP2HT-XFRmO1l_iA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.9274&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:36:21.202Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
"https://www.google.com/maps/place/Susan+Burnoski,+CPA/data=!4m7!3m6!1s0x8830d70eaa655555:0x80380bafca2c27df!8m2!3d41.1072815!4d-81.5653412!16s%2Fg%2F11gh4k3s9t!19sChIJVVVlqg7XMIgR3ycsyq8LOIA","Susan Burnoski, CPA",,,Accountant,"1540 W Market St, Akron, OH 44313, United States","4C4M+WV Akron, Ohio, USA",https://www.applegrowth.com/,+1 330-867-7350,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2r3aeLPP2HT-XFRmO1l_iA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.9274&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:36:26.097Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
https://www.google.com/maps/place/The+Focused+Balance/data=!4m7!3m6!1s0x883129abf5a1789b:0xe93b3cbb5d6cd60d!8m2!3d41.072754!4d-81.4918807!16s%2Fg%2F11xrf2jmkm!19sChIJm3ih9aspMYgRDdZsXbs8O-k,The Focused Balance,5.0,1,Bookkeeping service,"864 E Market St, Akron, OH 44305, United States","3GF5+46 Akron, Ohio, USA",http://www.thefocusedbalance.com/,+1 234-340-9481,Closed ⋅ Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w6s0glf7E-sfan4kqb9g5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.13348&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:36:31.075Z,Identifies as women-owned,,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm
