placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,isBlackOwned,attributes
https://www.google.com/maps/place/Revive+Mental+Wellness/data=!4m7!3m6!1s0x54aef9e5e393c8b3:0x88394b1ceaad59c1!8m2!3d43.5953293!4d-116.3624928!16s%2Fg%2F11sdvk4yxv!19sChIJs8iT4-X5rlQRwVmt6hxLOYg,Revive Mental Wellness,4.5,25,Mental health service,"1047 S Wells St, Meridian, ID 83642, United States","HJWQ+42 Meridian, Idaho, USA",http://www.revivementalwellness.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14954462024380666206,+1 208-398-3351,Closed · Opens 8:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNkeWmy3JWstHPvSeb0Qm2VrI-4_sUkImzhVk9n=w408-h271-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:52.392Z,8:30 am–2:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,Closed,,
https://www.google.com/maps/place/Succeed+Mental+Health+%26+Wellness/data=!4m7!3m6!1s0x54ae53fb58b00019:0x6660232871131fa7!8m2!3d43.6041257!4d-116.3801011!16s%2Fg%2F11y44w6m5f!19sChIJGQCwWPtTrlQRpx8TcSgjYGY,Succeed Mental Health & Wellness,5.0,1,Psychiatrist,"82 S Baltic Pl Suite 115, Meridian, ID 83642, United States","JJ39+MX Meridian, Idaho, USA",https://www.succeedmentalhealthwellness.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp/,+1 208-469-3039,Open · Closes 7 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipN4C56jMwXg3EObDwNObtJQllphWJ3WaHD_mDIc=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:57.547Z,7 am–7 pm,7 am–5 pm,7 am–5 pm,8 am–1 pm,Closed,Closed,Closed,,
https://www.google.com/maps/place/Journey+Mental+Health/data=!4m7!3m6!1s0x54ae5441bda040ad:0xbd986111e7424a61!8m2!3d43.6129149!4d-116.3522307!16s%2Fg%2F1tf6rj38!19sChIJrUCgvUFUrlQRYUpC5xFhmL0,Journey Mental Health,4.1,27,Counselor,"3288 E Pine Ave, Meridian, ID 83642, United States","JJ7X+54 Meridian, Idaho, USA",http://www.journeymentalhealth.com/,+1 208-888-8886,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM1TUjtPasvTelg_44UY6rbFSHEhet09RKgdffC=w468-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:02.851Z,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–6 pm,Closed,Closed,,
"https://www.google.com/maps/place/Scott+P.+Hoopes,+MD/data=!4m7!3m6!1s0x54ae5163906b3ce3:0xa0afdd9ddeeef14!8m2!3d43.5880858!4d-116.3664854!16s%2Fg%2F11fwpvg1d4!19sChIJ4zxrkGNRrlQRFO_u3dn9Cgo","Scott P. Hoopes, MD",4.9,325,Psychiatrist,"2273 E Gala St Suite 100, Meridian, ID 83642, United States","HJQM+6C Meridian, Idaho, USA",https://www.livewellpsychiatry.com/,+1 208-898-8999,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipM4we3PJstOnmwnOwIdl-zpYTN4_iqVYUwHviIN=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:07.812Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,,
"https://www.google.com/maps/place/Morgan+Mental+Health+Group,+LLC/data=!4m7!3m6!1s0x54ae55929cd5e3f3:0x9e285885e2002045!8m2!3d43.6220172!4d-116.3834583!16s%2Fg%2F11lgtqyc3d!19sChIJ8-PVnJJVrlQRRSAA4oVYKJ4","Morgan Mental Health Group, LLC",4.3,23,Mental health service,"1901 N Lakes Pl Suite 150, Meridian, ID 83646, United States","JJC8+RJ Meridian, Idaho, USA",http://morganhealthcenters.com/,+1 208-890-7165,Closes soon · 6 pm · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNwBEIdGp2kxgoe2V8XTM-r5PMCo8q1gQgPF0uu=w408-h408-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:12.760Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,,
https://www.google.com/maps/place/Ellie+Mental+Health/data=!4m7!3m6!1s0x54ae511797aacf01:0x19eb167f7b6166ee!8m2!3d43.5884026!4d-116.3536683!16s%2Fg%2F11jzpwmyty!19sChIJAc-qlxdRrlQR7mZhe38W6xk,Ellie Mental Health,4.1,31,Mental health service,"1820 S Eagle Rd, Meridian, ID 83642, United States","HJQW+9G Meridian, Idaho, USA",https://elliementalhealth.com/locations/meridian-id/,+1 208-203-3269,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNLlCtXB_9YUi0bC9XNoEnDrT-lspMPfpLtcbuz=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:17.685Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,Closed,,
https://www.google.com/maps/place/Pacific+Mind+Institute/data=!4m7!3m6!1s0x54ae545a0786f293:0xa0d48a53172c5c7b!8m2!3d43.6149167!4d-116.3911372!16s%2Fg%2F11b88p24hv!19sChIJk_KGB1pUrlQRe1wsF1OK1KA,Pacific Mind Institute,5.0,3,Mental health service,"1200 N Main St #1550, Meridian, ID 83680, United States","JJ75+XG Meridian, Idaho, USA",http://www.pacificmind.org/,+1 208-715-4346,Open · Closes 8 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LHDJAaum7E3ZhPBqSft8Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.99202&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:22.801Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,,
https://www.google.com/maps/place/Dumu+Psychiatry+LLC/data=!4m7!3m6!1s0x54ae55c1ee4b406f:0x739a072e28da366e!8m2!3d43.619993!4d-116.300376!16s%2Fg%2F11lzkypmft!19sChIJb0BL7sFVrlQRbjbaKC4HmnM,Dumu Psychiatry LLC,4.9,27,Mental health clinic,"9492 W Fairview Ave, Boise, ID 83704, United States","JM9X+XR Boise, Idaho, USA",https://www.dumupsyc.com/,+1 208-376-2485,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOzvPgkHnmJHNl9PB-JQ2d8HX5UeYklrwMCQDIr=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:27.605Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6:30 pm,7 am–7 pm,7 am–7 pm,Closed,,
https://www.google.com/maps/place/Highland+Springs+Specialty+Clinic/data=!4m7!3m6!1s0x54ae55ab3eb73f25:0x2ae21034bb6738b!8m2!3d43.6480163!4d-116.3135161!16s%2Fg%2F11fkv2tpjp!19sChIJJT-3PqtVrlQRi3O2SwMhrgI,Highland Springs Specialty Clinic,4.8,91,Mental health clinic,"McMillan & Five Mile, 4750 N Five Mile Rd, Boise, ID 83713, United States","JMXP+6H Boise, Idaho, USA",https://highlandspringsclinic.org/?utm_source=GMBlisting&utm_medium=organic,+1 208-996-0931,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMDNNhX0PT92x2LXPCgUd_wTDVYQunQsM7gyjX9=w411-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:32.551Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Citadel+Integrative+Psychiatry/data=!4m7!3m6!1s0x24abdbd1c79547e7:0x545adffc866eddf4!8m2!3d43.5883493!4d-116.3690127!16s%2Fg%2F11ln3m8dbk!19sChIJ50eVx9HbqyQR9N1uhvzfWlQ,Citadel Integrative Psychiatry,5.0,2,Mental health clinic,"1833 S Millennium Way Ste 100, Meridian, ID 83642, United States","HJQJ+89 Meridian, Idaho, USA",https://citadelintegrativepsychiatry.com/,+1 208-614-3637,Closed · Opens 8:30 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V1knp6v8_hVK3JBE-aNULg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.31168&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:37.389Z,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,7:30 am–6:30 pm,Closed,Closed,,
https://www.google.com/maps/place/ADD+Clinic+of+Idaho/data=!4m7!3m6!1s0x54ae53ece6c6e41f:0x6817d8743afbfa1f!8m2!3d43.6343886!4d-116.4130588!16s%2Fg%2F11tsq1j15c!19sChIJH-TG5uxTrlQRH_r7OnTYF2g,ADD Clinic of Idaho,3.6,25,Mental health clinic,"1526 W Ustick Rd Unit 110, Meridian, ID 83646, United States","JHMP+QQ Meridian, Idaho, USA",https://addclinicofidaho.com/,+1 208-370-5888,"Closes soon · 6 pm · Opens 7:30 am Tue

Updated by this business 5 weeks ago",Identifies as veteran-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S9XT-JJHClSfNPGdvcQf_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.89154&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:42.242Z,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,Closed,,
https://www.google.com/maps/place/Healthy+Minds+Behavioral+Health+Clinic/data=!4m7!3m6!1s0x54ae5505209ef539:0x62301ec0afcc1085!8m2!3d43.619993!4d-116.300376!16s%2Fg%2F11y2p6fxgy!19sChIJOfWeIAVVrlQRhRDMr8AeMGI,Healthy Minds Behavioral Health Clinic,4.8,46,Mental health clinic,"9492 W Fairview Ave, Boise, ID 83704, United States","JM9X+XR Boise, Idaho, USA",https://healthyminds.clinic/,+1 208-284-7100,"Closed · Opens 8 am Tue

Updated by this business 3 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipN3eknRCtaD3EJ78e4oqucjUOkWVDEc0C96pCcK=w408-h408-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:47.352Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Northwest+Neurobehavioral+Health/data=!4m7!3m6!1s0x54ae56ab825629a7:0x4875a25987def6b1!8m2!3d43.5885769!4d-116.3639427!16s%2Fg%2F1tk4qwl8!19sChIJpylWgqtWrlQRsfbeh1midUg,Northwest Neurobehavioral Health,3.1,56,Mental health clinic,"2463 E Gala St, Meridian, ID 83642, United States","HJQP+CC Meridian, Idaho, USA",http://nnhidaho.com/,+1 208-955-7333,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWwai41CZTV3mVh4qYzrzXB6b5L3I-BynvAICP-Oq1tzrbiKfjJuOwrCaS38Nlxhsb4fE7xI0e8NOHkk1vrDxHhFWAYyRGzgeTEwoESR0cOlqyftBAOrbx0mRL4S9br1VAh1GF=w408-h306-k-no,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:52.623Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Meridian+Advanced+Psychiatry/data=!4m7!3m6!1s0x54ae57507ffecf7f:0xc50f78a5f46073!8m2!3d43.6113243!4d-116.2684273!16s%2Fg%2F11vlgrkvzr!19sChIJf8_-f1BXrlQRc2D0pXgPxQA,Meridian Advanced Psychiatry,4.4,15,Mental health clinic,"6945 W Emerald St, Boise, ID 83704, United States","JP6J+GJ Boise, Idaho, USA",https://www.map-clinic.com/,+1 208-248-4684,"Closes soon · 6 pm · Opens 7:30 am Tue

Updated by others 5 weeks ago",LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KYJlbqoHrqWQ8XZ24dxtUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.62413&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:41:57.581Z,"7:30 am–1 pm, 2–6 pm","7:30 am–1 pm, 2–6 pm","7:30 am–1 pm, 2–6 pm","7:30 am–1 pm, 2–6 pm",Closed,Closed,Closed,,
https://www.google.com/maps/place/Avery%E2%80%99s+House/data=!4m7!3m6!1s0x54ae553710422ad7:0x1337bc4e97a52533!8m2!3d43.6334615!4d-116.3168268!16s%2Fg%2F11kq1p4nqv!19sChIJ1ypCEDdVrlQRMyWll068NxM,Avery’s House,4.8,20,Mental health clinic,"10787 W Ustick Rd, Boise, ID 83713, United States","JMMM+97 Boise, Idaho, USA",https://www.averyshouseidaho.com/?utm_source=google&utm_medium=organic_search&utm_campaign=google_my_business,+1 208-826-0115,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipODlBpZQsvjdEu7T__ZkuXE_cudAXecx9dZKdeN=w408-h613-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:42:02.337Z,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,,
https://www.google.com/maps/place/MidValley+Healthcare+-+Meridian/data=!4m7!3m6!1s0x54ae514f454429b5:0x8028f010f9a5f08d!8m2!3d43.5889706!4d-116.3653244!16s%2Fg%2F1v_z8mkd!19sChIJtSlERU9RrlQRjfCl-RDwKIA,MidValley Healthcare - Meridian,2.6,30,Mental health clinic,"2321 E Gala St #3, Meridian, ID 83642, United States","HJQM+HV Meridian, Idaho, USA",https://midvalleyhealthcare.com/,+1 208-888-5848,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMCapZsJoQN3DGvc_OyDi4u-pIlRjoBofEQ6gZj=w408-h346-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:42:07.234Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–2 pm,Closed,Closed,,
https://www.google.com/maps/place/GPS+Psychology+%26+Anxiety+Clinic/data=!4m7!3m6!1s0x54ae539fd8e73bd5:0xe6f665c5f78d3449!8m2!3d43.6052883!4d-116.3822761!16s%2Fg%2F11f9xlsvpr!19sChIJ1Tvn2J9TrlQRSTSN98Vl9uY,GPS Psychology & Anxiety Clinic,4.1,19,Psychologist,"850 E Franklin Rd # 402, Meridian, ID 83642, United States","JJ49+43 Meridian, Idaho, USA",http://gpsclinics.com/,+1 208-258-7917,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMbsAp4jMUvbGOCnushaNWaXlrydjRj32E2pWWU=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:42:12.183Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Mindful+Healing+Psychiatry+LLC/data=!4m7!3m6!1s0x54ae5546cae70485:0x9fd0f8f052fd2953!8m2!3d43.5859661!4d-116.3559125!16s%2Fg%2F11x0ytstm7!19sChIJhQTnykZVrlQRUyn9UvD40J8,Mindful Healing Psychiatry LLC,5.0,1,Mental health service,"Located in Treasure Wellness Building, 3006 E Goldstone Dr, Meridian, ID 83642, United States","HJPV+9J Meridian, Idaho, USA",https://mindfulhealingidaho.com/,+1 208-391-5046,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HUK2Q2ROj8Nh9bHSEA9Fzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.37668&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:42:17.047Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,
