placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info
https://www.google.com/maps/place/J%26A+Coastal+Maintenance+Services/data=!4m7!3m6!1s0x205a92cba112c0bd:0x920400432899d56e!8m2!3d44.660438!4d-123.891788!16s%2Fg%2F11x1y705yp!19sChIJvcASocuSWiARbtWZKEMABJI,J&A Coastal Maintenance Services,,,Landscaper,,,,+1 541-418-3016,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIC-eTSMS2mDL0UiqDyb1lhPSjRIn_38AbwhvVotrQWWP69aENKq6jLknO1XZzv4rZjxgnpBfPFYZLv31agejDocOkLd0FRz-4yoqozLmAePcI_d2pK_fuqWkONOAnD6wnQcI=w408-h342-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:00.773Z,,
"https://www.google.com/maps/place/Rain,+Sun+and+Us+Landscaping/data=!4m7!3m6!1s0x879697b1d22e8051:0x8dcc54d95aca97d6!8m2!3d40.7122665!4d-96.6795172!16s%2Fg%2F11jbfsywhw!19sChIJUYAu0rGXlocR1pfKWtlUzI0","Rain, Sun and Us Landscaping",5.0,49,Landscape designer,"2923 Kings Cor Dr, Lincoln, NE 68516, United States","P86C+W5 Lincoln, Nebraska, USA",https://rainsunanduslandscaping.com/,+1 402-450-3281,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5iuKWm0Idb-ufhvRZHwDB7Dy5nw3tCuMGnrQ4A259BWfkbGz-nz6pjRTwlOYFvJ0E-Z5HTw3mm9DwtmwryatI-kPqHZvteARrO4xTsZfq-RbOBhdVcaRCITWn3L5O7fgBHqxC=w427-h240-k-no,true,6 am–7 pm,6:30 am–7 pm,9 am–5 pm,9 am–1 pm,10 am–2 pm,6:30 am–6 pm,6:30 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:05.439Z,,Identifies as women-owned
https://www.google.com/maps/place/Kuta+Lawn+and+Landscape+LLC/data=!4m7!3m6!1s0x8796bdac99b65aef:0x986c0a0db356a916!8m2!3d40.8200361!4d-96.6140312!16s%2Fg%2F11m6x2wv9g!19sChIJ71q2may9locRFqlWsw0KbJg,Kuta Lawn and Landscape LLC,4.9,42,Landscaper,"7730 Broadview Dr, Lincoln, NE 68505, United States","R9CP+29 Lincoln, Nebraska, USA",https://www.kutalawnandlandscapellc.com/,+1 531-220-9198,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHq9xO51Jd166tnvE2Bho6C2DbAh5YtVlLuQx5CZkIScRpeg7HmVjD3KPBMUDR0xQOb4-GeokT1zeMYrfz-ihnDZfwtWb7LCk-v0lHVN94EbwsuTQu3omHLJRi9YisTSlSnuChJwFEUKkk=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:10.207Z,,
https://www.google.com/maps/place/Priority+Lawn+and+Landscape/data=!4m7!3m6!1s0x670a7eb71619cdb7:0x248c7b7a1ec4a9ab!8m2!3d40.8661282!4d-96.6260676!16s%2Fg%2F11rpdgjzy_!19sChIJt80ZFrd-CmcRq6nEHnp7jCQ,Priority Lawn and Landscape,4.8,26,Landscaper,"5327 N 70th St Ste. 7, Lincoln, NE 68507, United States","V98F+FH Lincoln, Nebraska, USA",https://prioritylawnandlandscape.com/?utm_source=gbp,+1 402-405-5000,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwX4ktK9ii0tZ7p2jxLvIdFHoRcsQYhF9OSG3JTd-xhAmH4RmasBEuZyDm9ww0HewSDu7Mls2v62J8t0ZdTqbAK2BM6VJ_zzBVU1247WwB74wSOCdbfnhnFHp6HhC_lyqvhu8lOg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:14.634Z,,LGBTQ+ friendly
https://www.google.com/maps/place/Morris+Excavation+%7C+Oregon+Coast+Excavation/data=!4m7!3m6!1s0x54ea8db4ee974fc9:0xcd638b370525d62b!8m2!3d44.9500591!4d-124.0130062!16s%2Fg%2F1ptyzfcgs!19sChIJyU-X7rSN6lQRK9YlBTeLY80,Morris Excavation | Oregon Coast Excavation,4.4,48,Excavating contractor,"2300 SE Hwy 101, Lincoln City, OR 97367, United States","XX2P+2Q Lincoln City, Oregon, USA",http://oregoncoastexcavation.com/,+1 541-614-0850,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUqRFu8Cwdbj3BMNQ485MhIBVRF6YPIgXd-lBIE2Q2_0CTi0GI_Yf8-OouOS-AQSWiepbg_OLasZWEBYsmJCZHHIMKeD--aF0QaokBGTdjFNtaSztd3Uu0PYZrr5hxcfEijMk=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:19.163Z,,
https://www.google.com/maps/place/Goldy%27s+Landscaping+%26+Irrigation/data=!4m7!3m6!1s0x54ea8d9e58f55e11:0x4722a545c5a28146!8m2!3d44.9390642!4d-123.9880892!16s%2Fg%2F1tf3nn53!19sChIJEV71WJ6N6lQRRoGixUWlIkc,Goldy's Landscaping & Irrigation,4.8,4,Landscaper,"1793 S Schooner Creek Rd, Lincoln City, OR 97367, United States","W2Q6+JQ Lincoln City, Oregon, USA",,+1 541-994-6263,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XVZkPKcYpbfSnKG-A-vskA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.08118&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:21.620Z,,
https://www.google.com/maps/place/Landscaping+Supplies/data=!4m7!3m6!1s0x54ea8da47c5e3607:0xdfbe7c3c73c402!8m2!3d44.9538941!4d-124.0143436!16s%2Fg%2F1hc0y5m6j!19sChIJBzZefKSN6lQRAsRzPHy-3wA,Landscaping Supplies,4.2,5,Landscaping supply store,"2020 SE Hwy 101 # A, Lincoln City, OR 97367, United States","XX3P+H7 Lincoln City, Oregon, USA",http://jamesdrayton.com/,+1 541-994-4490,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OGHrSmB52xDclqYDoBrWqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.52017&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 am,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:25.858Z,· Delivery,
https://www.google.com/maps/place/James+Drayton+Trucking+%26+Excavating/data=!4m7!3m6!1s0x54ea8da47c5e3607:0xbc699449ab6d09dd!8m2!3d44.953883!4d-124.0136463!16s%2Fg%2F1tdmvbtk!19sChIJBzZefKSN6lQR3Qltq0mUabw,James Drayton Trucking & Excavating,4.5,11,Excavating contractor,"2020 SE Hwy 101, Lincoln City, OR 97367, United States","XX3P+HG Lincoln City, Oregon, USA",http://jamesdrayton.com/,+1 541-994-2054,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEftn9lkQPMP9EDN-HHbTGlX6nZRq-4S6tOXqlW2PSsX6-XvHD_toxbEk_ilpjPGEJA7COXWUS92KGX3YLhfikuI26nOpaKBM1T350W7l02IRyI3Cul0Qk3ASwkEOJDNK8ffdnqXw=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:30.425Z,,
https://www.google.com/maps/place/Wand+Landscapes+Inc/data=!4m7!3m6!1s0x54ea8d9e58f2f313:0x38bc7d2b3941fc17!8m2!3d44.9581644!4d-124.0178914!16s%2Fg%2F1tknk53b!19sChIJE_PyWJ6N6lQRF_xBOSt9vDg,Wand Landscapes Inc,,,Landscape designer,"Lincoln City, OR 97367, United States",,,+1 541-994-9420,Open · Closes 10 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dEAM0VUKCjOmFO0d-l9FtA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.53592&pitch=0&thumbfov=100,false,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:34.805Z,,
https://www.google.com/maps/place/Copeland+Lumber/data=!4m7!3m6!1s0x54ea8d0065189fad:0x84c205a0304062b3!8m2!3d44.9392492!4d-124.0211653!16s%2Fg%2F11yb5pr7lf!19sChIJrZ8YZQCN6lQRs2JAMKAFwoQ,Copeland Lumber,4.9,11,Lumber store,"3731 SE High School Dr, Lincoln City, OR 97367, United States","WXQH+MG Lincoln City, Oregon, USA",https://www.doitbest.com/copeland-lumber/,+1 541-614-4243,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuCyaAuy4oxL_ZcyMPMbFKeL7eIY19Cm2HoyCp_Wd9iVb3wVsBqAEvb1pwwaJC-RLpAKk265L0poeiOL5kkm3E1Kdr-oNFniRewzWVjfj__jlWhQiCYScnGYiE67yyNWYDt4T7RQ=w513-h240-k-no,false,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,8 am–4 pm,9 am–2 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:39.208Z,· Delivery,
https://www.google.com/maps/place/Top+Tier+Lawn+and+Landscaping/data=!4m7!3m6!1s0xab821e4ac1823c65:0x826aa6c3a17b5eb2!8m2!3d40.7733159!4d-96.7509135!16s%2Fg%2F11x7g5467n!19sChIJZTyCwUoegqsRsl57ocOmaoI,Top Tier Lawn and Landscaping,5.0,42,Landscaper,,,https://toptierlawnandlandscaping.com/,+1 402-430-3066,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpNliaTw7x0I5bgc8Y9uwqGUPGPEPGYlZs2SRaCsjjOds22gavPKXD6sx4N4i4urVzyvdAWIycDstAt7EcZktYYTdHo1XfQjZY7XuNwCn2PTKS9DRjTkubiCBNwmGjd_IPhxFgSjQdl9l6=w408-h544-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–12 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:43.610Z,,
https://www.google.com/maps/place/New+Horizon+Landscaping+%26+Design./data=!4m7!3m6!1s0x8796be68030da4fb:0xeef0b5f4f327f78b!8m2!3d40.8561778!4d-96.6433723!16s%2Fg%2F1tdf1w2l!19sChIJ-6QNA2i-locRi_cn8_S18O4,New Horizon Landscaping & Design.,4.7,37,Landscaper,"5600 Ballard Ave, Lincoln, NE 68507, United States","V944+FM Lincoln, Nebraska, USA",http://newhorizonlandscapes.com/,+1 402-580-8655,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEs6zhaA7kbU1BkWWzFabanXraOOi_xbSeVAHWtyxSQ_NC4vCtnkwJuBsCCC1Zx_Y-EL88DLu1eSe35h_De7iu38SxqDGT1pGgs-e-A3qNOpV59HElYGITp3e124Bn6DwzHTG0w=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–2 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:48.190Z,,
https://www.google.com/maps/place/Left+Coast+Property+Management+LLC/data=!4m7!3m6!1s0x54ea8d4a86359b0b:0xe2b46cf464772e3d!8m2!3d44.9564642!4d-124.0132865!16s%2Fg%2F11pbfr4yjp!19sChIJC5s1hkqN6lQRPS53ZPRstOI,Left Coast Property Management LLC,4.0,36,Property management company,"1540 SE Hwy 101, Lincoln City, OR 97367, United States","XX4P+HM Lincoln City, Oregon, USA",https://lcpm.info/,+1 541-921-8807,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kmkJ71WfgUqm73l-LQf5Mg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.14147&pitch=0&thumbfov=100,true,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,Closed,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:53.070Z,,Identifies as women-owned
https://www.google.com/maps/place/Orsborn+Power+Saw+Co./data=!4m7!3m6!1s0x54ea8d643085a8d1:0x6a0336e036ea1d64!8m2!3d44.9554879!4d-124.0130823!16s%2Fg%2F1w3w2s7z!19sChIJ0aiFMGSN6lQRZB3qNuA2A2o,Orsborn Power Saw Co.,3.8,65,Lawn mower store,"1734 US-101, Lincoln City, OR 97367, United States","XX4P+5Q Lincoln City, Oregon, USA",http://orsbornpowersaw.com/,+1 541-994-2620,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rxkkPxrNBf7UR7QQHLgyNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.06126&pitch=0&thumbfov=100,false,9 am–6 pm,9 am–6 pm,9 am–4 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:14:57.809Z,,
https://www.google.com/maps/place/American+Landscape+Company/data=!4m7!3m6!1s0x8796bf2a6a4f9d99:0xaa61466814e8ed3e!8m2!3d40.8454617!4d-96.670614!16s%2Fg%2F11f765ddwn!19sChIJmZ1Paiq_locRPu3oFGhGYao,American Landscape Company,5.0,1,Landscaper,"3235 N 35th St, Lincoln, NE 68504, United States","R8WH+5Q Lincoln, Nebraska, USA",https://lincolnfencecompany.com/,+1 402-325-9255,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNXVYqhs1DhgJJJ0qgGCHbiC4gN2nD2uC7_nxIKDeTiKMuR5AF3HYI5vDEinznVPVARezB-r0nTJkDTijx5O1SAUCxBoudPUVEawr8W_56Is-a4aB9T1ekxgVTMe3ksWN1aXh4=w408-h271-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:15:02.793Z,,
https://www.google.com/maps/place/Creative+Landscaping+inc./data=!4m7!3m6!1s0x8796bcc8114909e3:0x6d255017f99a6aac!8m2!3d40.830479!4d-96.588043!16s%2Fg%2F1tfc2j7y!19sChIJ4wlJEci8locRrGqa-RdQJW0,Creative Landscaping inc.,4.5,30,Landscaper,"1801 N 98th St, Lincoln, NE 68505, United States","RCJ6+5Q Lincoln, Nebraska, USA",https://www.creative-landscaping.com/,+1 402-897-6456,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFk0GvxhFIA4TKleXaH-JO3LdUB587Ie05TVXWJpQT5G0G6ubEd0OAzTYuejhxothWiF3JwIpSwtaCbEUiTyoXP2GxrUaCCgeWBfjWtgOjPxDSUGV2Y5y8On8RVAnjTW9k1B0vh=w408-h272-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,10 am–6 pm,10 am–4 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-04-29T20:15:07.182Z,,
