placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday
https://www.google.com/maps/place/Ellie+Mental+Health/data=!4m7!3m6!1s0x876f3b012e430051:0xe51d1c7a2c213735!8m2!3d41.1363858!4d-104.8152843!16s%2Fg%2F11wj4p2hn3!19sChIJUQBDLgE7b4cRNTchLHocHeU,Ellie Mental Health,3.0,2,Mental health service,"1904 Warren Ave, Cheyenne, WY 82001, United States","45PM+HV Cheyenne, Wyoming, USA",https://elliementalhealth.com/locations/cheyenne-warren-ave-wy/,+1 307-317-0973,,,,https://lh3.googleusercontent.com/p/AF1QipMvz27aHcGsVKngnoksvMRE9q_nf_8wDMXI1DxD=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:37:59.404Z,,,,,,,
https://www.google.com/maps/place/Through+the+Woods+Wellness+Center/data=!4m7!3m6!1s0x876f3b3de250600f:0x9084ab780a831c4!8m2!3d41.1340718!4d-104.8228936!16s%2Fg%2F11r9mgtjvr!19sChIJD2BQ4j07b4cRxDGogLdKCAk,Through the Woods Wellness Center,5.0,4,Mental health service,"623 W 20th St, Cheyenne, WY 82001, United States","45MG+JR Cheyenne, Wyoming, USA",https://through-the-woods.com/,+1 307-426-4622,Closes soon · 8 pm · Opens 8 am Tue,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipOi-D_qzrhcMRglksDenl9RB971HeHAhQQxe8qU=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:04.219Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–6 pm,9 am–4 pm,12–4 pm
https://www.google.com/maps/place/Thrive+Counseling+Services+LLC/data=!4m7!3m6!1s0x876f3b13289e3949:0xb2e2f034540f9010!8m2!3d41.13748!4d-104.774382!16s%2Fg%2F11g1dvhlkp!19sChIJSTmeKBM7b4cREJAPVDTw4rI,Thrive Counseling Services LLC,4.5,20,Mental health service,"3207 Sparks Rd Suite 200, Cheyenne, WY 82001, United States","46PG+X6 Cheyenne, Wyoming, USA",https://thrivecounselingservicescheyenne.com/?utm_source=GMB&utm_medium=Website,+1 307-369-4710,Closed · Opens 9 am Tue,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipP2WTtWqP6N8t9AHA5ZF4KVsTzA7mr3E37D6zIL=w426-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:09.119Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed
https://www.google.com/maps/place/Capitol+Counseling/data=!4m7!3m6!1s0x876f3ac017af8da7:0x8eef99a4bebcef6e!8m2!3d41.1345485!4d-104.8209493!16s%2Fg%2F1ptvqy_kk!19sChIJp42vF8A6b4cRbu-8vqSZ744,Capitol Counseling,3.3,15,Counselor,"1918 Thomes Ave, Cheyenne, WY 82001, United States","45MH+RJ Cheyenne, Wyoming, USA",https://capitolcounseling.net/,+1 307-631-5574,Closed · Opens 8 am Tue,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipN0FehvmhjrTcgV5zJ3KzaHhuQZ0uQi-JvBoZIX=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:14.128Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed
https://www.google.com/maps/place/High+Plains+Psychological+Assessment+Center/data=!4m7!3m6!1s0x876f3b7c66dc52b7:0xd4206cf901c8ec1a!8m2!3d41.1347651!4d-104.8210578!16s%2Fg%2F11gvzkw1dx!19sChIJt1LcZnw7b4cRGuzIAflsINQ,High Plains Psychological Assessment Center,4.2,5,Psychologist,"1920 Thomes Ave # 500, Cheyenne, WY 82001, United States","45MH+WH Cheyenne, Wyoming, USA",http://www.highplainsassessment.com/,+1 307-640-7720,Closed · Opens 9 am Tue,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CZY6ome9JA_EgRtuaA-Y1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.58633&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:18.851Z,9 am–6 pm,9 am–6 pm,8 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed
https://www.google.com/maps/place/Hope+and+Healing+Counseling/data=!4m7!3m6!1s0x876f251541251fd7:0x3bf4c7d35f9844bb!8m2!3d41.1062107!4d-104.7999841!16s%2Fg%2F11tfbwqh6m!19sChIJ1x8lQRUlb4cRu0SYX9PH9Ds,Hope and Healing Counseling,3.0,2,Mental health service,"1217 S Greeley Hwy b, Cheyenne, WY 82007, United States","4642+F2 Cheyenne, Wyoming, USA",https://www.hopeandhealingwyoming.com/,+1 307-202-4005,Closed · Opens 8 am Tue,LGBTQ+ friendly,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hx4Di_E_sSDtCjdnhjuvTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.30704&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:23.740Z,8 am–5 pm,8 am–5 pm,10 am–6 pm,8 am–5 pm,8 am–5 pm,Closed,Closed
https://www.google.com/maps/place/Better+Life+Counseling/data=!4m7!3m6!1s0x876f3a918ee3cebb:0x9010a8b3737bb3eb!8m2!3d41.1426128!4d-104.8284194!16s%2Fg%2F1th87mcd!19sChIJu87jjpE6b4cR67N7c7OoEJA,Better Life Counseling,4.5,4,Mental health service,"2909 Bent Ave UNIT 5, Cheyenne, WY 82001, United States","45VC+2J Cheyenne, Wyoming, USA",http://www.betterlife-counseling.com/,+1 307-630-4644,Closed · Opens 9 am Tue,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipMs0rTz21SpY4OmJyXx-h43pd6i7zOBsR0djhTu=w408-h268-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:29.021Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed
https://www.google.com/maps/place/Lifesong+Counseling/data=!4m7!3m6!1s0x876f3b1f9bd95559:0xa03819db85cc73e0!8m2!3d41.1395526!4d-104.7963383!16s%2Fg%2F11hy9p1z5_!19sChIJWVXZmx87b4cR4HPMhdsZOKA,Lifesong Counseling,3.8,18,Mental health service,"1520 Logan Ave, Cheyenne, WY 82001, United States","46Q3+RF Cheyenne, Wyoming, USA",https://www.lifesong-counseling.com/,+1 307-509-0473,Closed · Opens 8 am Tue,,,https://lh3.googleusercontent.com/p/AF1QipNSOKO5HgQYmX5TZZX9TdVxBalJyl1mz_QotYN9=w426-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:33.745Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed
https://www.google.com/maps/place/VOA+-+Outpatient+Services/data=!4m7!3m6!1s0x876f3aef077c19cd:0xc83e52673921ad3e!8m2!3d41.1441139!4d-104.8135115!16s%2Fg%2F1tctg2y3!19sChIJzRl8B-86b4cRPq0hOWdSPsg,VOA - Outpatient Services,1.9,45,Mental health service,"2526 Seymour Ave, Cheyenne, WY 82001, United States","45VP+JH Cheyenne, Wyoming, USA",https://www.voanr.org/services/counseling-psychiatric-services/,+1 307-634-9653,Closed · Opens 8 am Tue,,,https://lh3.googleusercontent.com/p/AF1QipO75UQx-CkxNl3GTDyoObkdNCAIw8UE_sgJvt7Z=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:38.672Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed
https://www.google.com/maps/place/Living+Positively+On+Purpose+Counseling+%26+Life+Coaching-+Debbie+Cockreham/data=!4m7!3m6!1s0x876f3add5383dfd5:0xfbdb81963425065e!8m2!3d41.1425533!4d-104.8280793!16s%2Fg%2F1th5jz4x!19sChIJ1d-DU906b4cRXgYlNJaB2_s,Living Positively On Purpose Counseling & Life Coaching- Debbie Cockreham,4.4,20,Counselor,"601 Randall Ave, Cheyenne, WY 82001, United States","45VC+2Q Cheyenne, Wyoming, USA",https://livingpositivelyonpurpose.com/?utm_source=Next&utm_medium=Google_website,+1 307-287-7847,Closed · Opens 9 am Tue,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipNqY0x6ZcG7PE4AzZ9jQg-E69c2c4pocI9f8Z2x=w425-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:43.828Z,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,Closed,Closed
https://www.google.com/maps/place/Peaceful+Minds+Wellness+Center/data=!4m7!3m6!1s0x876f3bd8849c2e6d:0x3036c88c97041394!8m2!3d41.0958423!4d-104.8060553!16s%2Fg%2F11rx4knljy!19sChIJbS6chNg7b4cRlBMEl4zINjA,Peaceful Minds Wellness Center,5.0,3,Mental health service,"2402 Neal Ave, Cheyenne, WY 82007, United States","35WV+8H Cheyenne, Wyoming, USA",,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AMTdeh-E24Yzq4XAXUfDPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.9397&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:46.696Z,,,,,,,
https://www.google.com/maps/place/Cheyenne+Child+and+Family+Counseling+Center/data=!4m7!3m6!1s0x876f3b545655ec35:0x31382c3acbfc777f!8m2!3d41.1348746!4d-104.8163696!16s%2Fg%2F11j2c2rhxf!19sChIJNexVVlQ7b4cRf3f8yzosODE,Cheyenne Child and Family Counseling Center,4.2,10,Mental health clinic,"1807 Capitol Ave Suite 109, Cheyenne, WY 82001, United States","45MM+WF Cheyenne, Wyoming, USA",http://www.cheyennecfcc.org/,+1 307-631-9213,Closed · Opens 8 am Tue,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yl-cen4CFXWvc-sxjc4d8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.02217&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:51.916Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed
https://www.google.com/maps/place/Caroljean+Bongo+PsyD+LLC/data=!4m7!3m6!1s0x876f3a918ee3cebb:0xfa04a27d96eff6a1!8m2!3d41.1392518!4d-104.7784589!16s%2Fg%2F1vp7487b!19sChIJu87jjpE6b4cRofbvln2iBPo,Caroljean Bongo PsyD LLC,4.3,22,Psychologist,"3001 Henderson Dr Suite A, Cheyenne, WY 82001, United States","46QC+PJ Cheyenne, Wyoming, USA",https://bongopsyd.com/,+1 307-760-1871,,,,https://lh3.googleusercontent.com/p/AF1QipNXkHRGEq1NnfoUEN65Ir2nCQmwSNFoQ7gnMfyv=w408-h507-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:38:57.172Z,,,,,,,
"https://www.google.com/maps/place/Tracie+A.+Caller,+MD,+MPH,+FAAN/data=!4m7!3m6!1s0x876f3ae945404669:0xe2ca9f92575663e6!8m2!3d41.1403868!4d-104.8154645!16s%2Fg%2F11dyzfyc5l!19sChIJaUZARek6b4cR5mNWV5KfyuI","Tracie A. Caller, MD, MPH, FAAN",4.9,270,Neurologist,"2301 House Ave Suite 201, Cheyenne, WY 82001, United States","45RM+5R Cheyenne, Wyoming, USA",https://cheyenneregional.org/provider/caller-tracie-a-md-mph-faan/,+1 307-638-7757,Closed · Opens 8 am Tue,LGBTQ+ friendly,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VaxjZFysXmnVhq2iOiDYMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.069214&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:39:02.078Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed
"https://www.google.com/maps/place/Jasper+J.+Chen,+MD/data=!4m7!3m6!1s0x876f3b79acf400ad:0xbe6b7e1da81f9f02!8m2!3d41.1427894!4d-104.7847422!16s%2Fg%2F11hf7xrynh!19sChIJrQD0rHk7b4cRAp8fqB1-a74","Jasper J. Chen, MD",,,Psychiatrist,"2600 E 18th St, Cheyenne, WY 82001, United States","46V8+44 Cheyenne, Wyoming, USA",https://cheyenneregional.org/provider/chen-jasper-md/,+1 307-633-7370,Closed · Opens 8 am Tue,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6LP8Gwe-yXwG_xNApJQjmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.234535&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:39:06.771Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed
https://www.google.com/maps/place/Brain+Advancement+Center/data=!4m7!3m6!1s0x876f3b286092386f:0x1aecf59884ac3936!8m2!3d41.1732665!4d-104.8102953!16s%2Fg%2F11j3tx14sl!19sChIJbziSYCg7b4cRNjmshJj17Bo,Brain Advancement Center,4.0,23,Counselor,"1103 Old Town Ln SUITE 1, Cheyenne, WY 82009, United States","55FQ+8V Cheyenne, Wyoming, USA",http://www.brainadvancementcenter.com/,+1 307-426-4855,Closed · Opens 9 am Tue,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDgrKTfJexGVtIbho11UhCnGromlLWuR1ykMXcC-4bio0DrRj6e9X3PC8xdO0JzXkDyqu07IexcxZ2NqfIb-44xefmbciUuBHgnlu9AzQ047nVkxGeVyPUI9EzRlQc8jvUAi8=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:39:11.764Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed
https://www.google.com/maps/place/Smith+Psychological+Services/data=!4m7!3m6!1s0x876f3b843da39903:0x49450898448dd349!8m2!3d41.1516158!4d-104.8048801!16s%2Fg%2F11lkz8jrjr!19sChIJA5mjPYQ7b4cRSdONRJgIRUk,Smith Psychological Services,2.7,7,Psychologist,"1401 Airport Pkwy Suite 240, Cheyenne, WY 82001, United States","552W+J2 Cheyenne, Wyoming, USA",http://www.smithpsychologicalservices.com/,+1 307-632-7771,Closed · Opens 7 am Tue,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XPR1WNg7kSLRcdM0qLhfew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.8559&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:39:16.846Z,7 am–7 pm,7 am–7 pm,7:30 am–5:30 pm,7 am–7 pm,7 am–7 pm,Closed,Closed
https://www.google.com/maps/place/Peak+Wellness+Center+-+Youth+and+Family+Services/data=!4m7!3m6!1s0x876f3aee56a737a3:0x9cd4f362e9e069d6!8m2!3d41.1440118!4d-104.8137272!16s%2Fg%2F11c6w42hd9!19sChIJozenVu46b4cR1mng6WLz1Jw,Peak Wellness Center - Youth and Family Services,2.6,5,Mental health clinic,"2526 Seymour Ave, Cheyenne, WY 82001, United States","45VP+JG Cheyenne, Wyoming, USA",,+1 307-632-9362,Closed · Opens 8 am Tue,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pzRV9oA8Q8XNK3ZyDEbbEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.75468&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:39:21.665Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed
https://www.google.com/maps/place/Foundations/data=!4m7!3m6!1s0x876f3ac191ca3be9:0xb9d548dd6130cbbf!8m2!3d41.170974!4d-104.8207283!16s%2Fg%2F1tg_xl5t!19sChIJ6TvKkcE6b4cRv8swYd1I1bk,Foundations,3.6,24,Addiction treatment center,"515 E Carlson St Suite 104, Cheyenne, WY 82009, United States","55CH+9P Cheyenne, Wyoming, USA",http://www.foundationswyoming.com/,+1 307-638-4092,"Closed · Opens 9 am Tue

Updated by this business 2 weeks ago",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z2bwwLiQ93nn-18OLCMHtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.85738&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2025-12-16T02:39:26.581Z,"9–11 am, 12–5:30 pm","9–11 am, 12–5:30 pm","9–11 am, 12–5:30 pm","9–11 am, 12–5:30 pm","9–11 am, 12–5:30 pm",Closed,Closed
