placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/CNY+Cosmetic+%26+Reconstructive+Surgery/data=!4m7!3m6!1s0x89d98c494c53a6c5:0x5cd7022bbc49293f!8m2!3d43.0550662!4d-76.065736!16s%2Fg%2F1v_0kr4f!19sChIJxaZTTEmM2YkRPylJvCsC11w,CNY Cosmetic & Reconstructive Surgery,4.9,825,Plastic surgeon,"5898 Bridge St, East Syracuse, NY 13057, United States","3W4M+2P East Syracuse, New York, USA",https://www.plasticsurgeryofsyracuse.com/,+1 315-623-3021,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMqwv2J-fWyqw-x34d7ZZENmDX3WEZvMEQestUn=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:15.975Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Farah+Dermatology+%26+Cosmetics+%7C+Dermatologist+Syracuse,+NY/data=!4m7!3m6!1s0x89d9f3a6c08eefd3:0xebae3384ab0315bb!8m2!3d43.0463736!4d-76.1360693!16s%2Fg%2F1tgz1l5z!19sChIJ0--OwKbz2YkRuxUDq4Qzrus","Farah Dermatology & Cosmetics | Dermatologist Syracuse, NY",5.0,167,Dermatologist,"1000 E Genesee St # 601, Syracuse, NY 13210, United States","2VW7+GH Syracuse, New York, USA",https://www.farahdermatology.com/?utm_source=google&utm_medium=search_engine&utm_campaign=gmb,+1 315-840-3081,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMjTaIlMlJuHGrhOqHFujpiaM_aVjTze78xhtj6=w427-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:21.387Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,,
https://www.google.com/maps/place/A%26E+2020+Corp./data=!4m7!3m6!1s0x89d98cd85be23985:0x1e8f092d631bf6d!8m2!3d43.0514897!4d-76.0712354!16s%2Fg%2F1tkkvwf_!19sChIJhTniW9iM2YkRbb8x1pLw6AE,A&E 2020 Corp.,4.2,184,Medical spa,"5781 Bridge St #38, East Syracuse, NY 13057, United States","3W2H+HG East Syracuse, New York, USA",https://aesyracuse.com/,+1 315-445-1177,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8zomSM0ojsCRkWITYcQh9uTzVxXdAPGLIjodqjuy3efkt4LR3ee7ADJSiKsBM_81LOipYVNoHSmYgaHqpnK6AdkeM7LAAxOk2mQE0KqhNZSM58ezjkhldQwMvmcoj1ZdlxWY=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:26.259Z,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–1 pm,Closed,9 am–5 pm,,,,
https://www.google.com/maps/place/ONE+Vida/data=!4m7!3m6!1s0x89d98d04d7875ab3:0x3b929aa36817a25c!8m2!3d43.0357987!4d-76.0688308!16s%2Fg%2F11jzy7kcqx!19sChIJs1qH1wSN2YkRXKIXaKOakjs,ONE Vida,4.7,83,Medical spa,"4309 E Genesee St, Syracuse, NY 13214, United States","2WPJ+8F Syracuse, New York, USA",http://onevida.com/,+1 315-636-6000,Closed · Opens 11 am Wed,https://lh3.googleusercontent.com/p/AF1QipOtFz3hbERtTYtfRs-xzAv-NYAli-eJHQhxoVx5=w408-h305-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:31.309Z,9 am–4:30 pm,11 am–7 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Syracuse+VA+Medical+Center/data=!4m7!3m6!1s0x89d9f39920b58b3f:0x730e999bb012e398!8m2!3d43.0389528!4d-76.1389895!16s%2Fg%2F1tf6ybn2!19sChIJP4u1IJnz2YkRmOMSsJuZDnM,Syracuse VA Medical Center,3.9,241,Veterans hospital,"800 Irving Ave, Syracuse, NY 13210, United States","2VQ6+HC Syracuse, New York, USA",http://www.syracuse.va.gov/,+1 315-425-4400,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlqsSXAJTRvF2YAIqVQXNk1BnF6Y6m9N2fuLohP7ohxTdwVIAM2VpGs6b2hUkRsRUFZbaKPItv8dYSoC2SKyTV3yT30Naae_9cK43fNFXUF0i3NTZtTmjS28kA2hNnKX9G4tU=w408-h306-k-no,false,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:36.052Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
"https://www.google.com/maps/place/Syed+N.+Zaman,+MD/data=!4m7!3m6!1s0x89d9f3b14c7e4f17:0xa7672d0c7c0086b3!8m2!3d43.0555925!4d-76.1480596!16s%2Fg%2F1tcvvvty!19sChIJF09-TLHz2YkRs4YAfAwtZ6c","Syed N. Zaman, MD",5.0,2,Vascular surgeon,"104 Union Ave # 1005, Syracuse, NY 13203, United States","3V42+6Q Syracuse, New York, USA",http://www.vascny.com/,+1 315-424-0790,Closed · Opens 7 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PR872vUp4r9rQtx_QxYZ1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.676605&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:40.730Z,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,,,,
https://www.google.com/maps/place/Locastro+Vein+Center/data=!4m7!3m6!1s0x89da00873b70074f:0xbf267056f1a9a2b3!8m2!3d43.0291615!4d-76.0263551!16s%2Fg%2F11dfxwcmpk!19sChIJTwdwO4cA2okRs6Kp8VZwJr8,Locastro Vein Center,4.3,12,Surgical center,"7189 E Genesee St, Fayetteville, NY 13066, United States","2XHF+MF Fayetteville, New York, USA",http://locastroveincenter.com/,+1 315-685-7943,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMlcj73_cKg0-cWjRPKOZH8ZUt14wTOeHM6eED-=w636-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:45.647Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/Retina-Vitreous+Surgeons+of+Central+New+York/data=!4m7!3m6!1s0x89d9f3845c87e511:0x65800b8ced3decf!8m2!3d43.0822135!4d-76.1760168!16s%2Fg%2F11fn04qypx!19sChIJEeWHXITz2YkRz97TzrgAWAY,Retina-Vitreous Surgeons of Central New York,4.8,600,Eye care center,"200 Greenfield Pkwy, Liverpool, NY 13088, United States","3RJF+VH Liverpool, New York, USA",http://www.rvscny.com/,+1 315-445-8166,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOUDpzCwkWl0LGc_xiGe1CqSM7pq6e0l74uRWeE=w408-h266-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:50.484Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,,,,
https://www.google.com/maps/place/Medicine-Based+Beauty%C2%AE+Syracuse/data=!4m7!3m6!1s0x89d9f3c5a4e8c37f:0x4659ad71e9c65b29!8m2!3d43.0490191!4d-76.1511103!16s%2Fg%2F11sqj7mq5s!19sChIJf8PopMXz2YkRKVvG6XGtWUY,Medicine-Based Beauty® Syracuse,5.0,122,Medical spa,"220 S Warren St 1st Floor, Syracuse, NY 13202, United States","2RXX+JH Syracuse, New York, USA",http://medicinebasedbeauty.com/,+1 315-920-0012,,https://lh3.googleusercontent.com/p/AF1QipMO4TIevY9S8oFZHT3bPEBMlvN8_O2lqULQmbPY=w408-h611-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:53.381Z,,,,,,,,Identifies as women-owned,,,
"https://www.google.com/maps/place/Mark+A.+McGurrin,+MD,+FACS/data=!4m7!3m6!1s0x89d9f3b14c7e4f17:0x121e7ab8fb637f84!8m2!3d43.0555925!4d-76.1480596!16s%2Fg%2F1tctyk0r!19sChIJF09-TLHz2YkRhH9j-7h6HhI","Mark A. McGurrin, MD, FACS",5.0,1,Vascular surgeon,"104 Union Ave # 1005, Syracuse, NY 13203, United States","3V42+6Q Syracuse, New York, USA",http://www.vascny.com/,+1 315-424-0790,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PR872vUp4r9rQtx_QxYZ1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.676605&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:31:56.074Z,,,,,,,,,,,
https://www.google.com/maps/place/Dr.+Anthony+Deboni/data=!4m7!3m6!1s0x89d98c494c53a6c5:0x6484c3008b945911!8m2!3d43.0550489!4d-76.0657064!16s%2Fg%2F1vm7cg1v!19sChIJxaZTTEmM2YkREVmUiwDDhGQ,Dr. Anthony Deboni,5.0,217,Plastic surgeon,"5898 Bridge St, East Syracuse, NY 13057, United States","3W4M+2P East Syracuse, New York, USA",https://www.plasticsurgeryofsyracuse.com/,+1 315-400-6195,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwIPiLAvIMbygqsn2khT2RUJitD9-FLVMJan2rDkyGfBuAOTbV7N_4vSkDOje58K394xdLHNaFTFb9psbAXdlWi9dwCjz31APAWNKNNOdUlcxtK53gsP35LdvehQ4953L7MKXbogg=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:32:00.920Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Vein+%26+Laser+Center/data=!4m7!3m6!1s0x89d98d68d7197793:0xbad1ce107519694!8m2!3d43.0764304!4d-76.0572209!16s%2Fg%2F1tdh08sh!19sChIJk3cZ12iN2YkRlJZRB-EcrQs,Vein & Laser Center,,,Doctor,"6700 Kirkville Rd # 201, East Syracuse, NY 13057, United States","3WGV+H4 East Syracuse, New York, USA",,+1 315-432-1055,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vaqklVFrFus6kDG9q68bUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.77964&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:32:03.478Z,,,,,,,,,,,
https://www.google.com/maps/place/Dr.+Gregory+Baum/data=!4m7!3m6!1s0x89d98c494c53a6c5:0x62c349cb1d92fe46!8m2!3d43.0550489!4d-76.0657064!16s%2Fg%2F1td5h36v!19sChIJxaZTTEmM2YkRRv6SHctJw2I,Dr. Gregory Baum,4.9,289,Plastic surgeon,"5898 Bridge St, East Syracuse, NY 13057, United States","3W4M+2P East Syracuse, New York, USA",https://www.plasticsurgeryofsyracuse.com/,+1 315-277-6859,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMijcpWrzFa5D7oH6q7CDiNiCHa56A8hpSw8zOGESEHg_oRY_ibGsUiR5NBfwVNVXE4Z3qCe_NhYrC9guX3Q8GpJvkS2kZe3jIgpkMWReS0snN3_3Afc6ae3njm882jMFMxPJ7=w408-h304-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:32:08.447Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Vascular+Surgeons+University+Surgical/data=!4m7!3m6!1s0x89d9f37400000001:0xc434fe7304f0f0c4!8m2!3d43.034644!4d-76.126189!16s%2Fg%2F1262nx7d0!19sChIJAQAAAHTz2YkRxPDwBHP-NMQ,Vascular Surgeons University Surgical,,,Surgical center,"Syracuse, NY 13210, United States","2VMF+VG Syracuse, New York, USA",,+1 315-464-6241,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o_2TghWV4sAus1GpqUB5-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.67525&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:32:11.190Z,,,,,,,,,,,
"https://www.google.com/maps/place/Flawless+Image+Medical+Aesthetics:+Phillip+Din,+MD/data=!4m7!3m6!1s0x89d98d276a628a31:0x16ef206e96ce252b!8m2!3d43.0527179!4d-76.0699324!16s%2Fg%2F11dfhx4m0l!19sChIJMYpiaieN2YkRKyXOlm4g7xY","Flawless Image Medical Aesthetics: Phillip Din, MD",4.8,112,Weight loss service,"5805 Bridge St suite 2, East Syracuse, NY 13057, United States","3W3J+32 East Syracuse, New York, USA",https://www.flawlessimagemedspa.com/?utm_source=gmb_auth,+1 315-694-6243,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPb8NRa6wB4gHAtyiyfv-vb_30-24UvXLXu7iIJ=w486-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:32:16.266Z,10 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,10 am–5 pm,,,,
https://www.google.com/maps/place/Central+New+York+Surgical+Physicians+PC/data=!4m7!3m6!1s0x89d9f3a1ffbdc12d:0x4af6ea0b7ecedab0!8m2!3d43.0412051!4d-76.1375356!16s%2Fg%2F1tnbm3np!19sChIJLcG9_6Hz2YkRsNrOfgvq9ko,Central New York Surgical Physicians PC,4.7,12,Doctor,"739 Irving Ave Ste 450, Syracuse, NY 13210, United States","2VR6+FX Syracuse, New York, USA",http://cnysurgical.com/,+1 315-470-7364,,https://lh3.googleusercontent.com/p/AF1QipObIAzpv2bfzU3ZtEcVQT_qs0MraSwZK3TIPlaF=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:32:19.013Z,,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Muhammad+A.+Khan,+MD/data=!4m7!3m6!1s0x89d9f3a2389de01d:0x8165a56875994eec!8m2!3d43.0421894!4d-76.1397866!16s%2Fg%2F1tglzzzc!19sChIJHeCdOKLz2YkR7E6ZdWilZYE","Dr. Muhammad A. Khan, MD",5.0,8,Vascular surgeon,"750 E Adams St, Syracuse, NY 13210, United States","2VR6+V3 Syracuse, New York, USA",http://www.upstate.edu/,+1 315-464-1800,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OvSEdw5HbEDzz9XLbamAHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=127.07643&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:32:21.800Z,,,,,,,,,,,
https://www.google.com/maps/place/Dr.+Eugene+Palchik/data=!4m7!3m6!1s0x89d9f3b6b2ec7a79:0x37dcbf3e9ae0c2f7!8m2!3d43.0559585!4d-76.1495044!16s%2Fg%2F11qgb7nx7c!19sChIJeXrssrbz2YkR98Lgmj6_3Dc,Dr. Eugene Palchik,3.7,3,Surgeon,"301 Prospect Ave, Syracuse, NY 13203, United States","3V42+95 Syracuse, New York, USA",,+1 315-424-0790,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PrGNqj6EawAehcJM1cHoIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.42822&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:32:24.585Z,,,,,,,,,,,
https://www.google.com/maps/place/St.+Joseph%E2%80%99s+Health+Cardiovascular+Institute+-+Structural+Heart+Clinic/data=!4m7!3m6!1s0x89d9f3b14b6e5265:0x66ac85d961ce7fa6!8m2!3d43.0559585!4d-76.1495044!16s%2Fg%2F12vsldvk0!19sChIJZVJuS7Hz2YkRpn_OYdmFrGY,St. Joseph’s Health Cardiovascular Institute - Structural Heart Clinic,5.0,4,Medical clinic,"301 Prospect Ave, Syracuse, NY 13203, United States","3V42+95 Syracuse, New York, USA",https://www.sjhsyr.org/location/st-josephs-health-cardiovascular-institute-structural-heart-clinic,+1 315-448-5871,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PrGNqj6EawAehcJM1cHoIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.42822&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-12-16T22:32:29.399Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
