placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Varicosity+Vein+Center/data=!4m7!3m6!1s0x88891bb620d677ad:0x32a9afee82c6128a!8m2!3d33.4826576!4d-86.78787!16s%2Fg%2F1tnctnw5!19sChIJrXfWILYbiYgRihLGgu6vqTI,Varicosity Vein Center,5.0,284,Surgical center,"2704 20th St S #100, Homewood, AL 35209, United States","F6M6+3V Homewood, Alabama, USA",https://varicosityveincenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=homewood,+1 205-592-1800,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO2wt9v2WTrQ2lGK2lEgfc5KsUrk4unk-I5dBF4=w408-h271-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:57:56.368Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,Closed,7:30 am–5 pm,,,,
https://www.google.com/maps/place/Vital+Force+Therapy+and+Wellness/data=!4m7!3m6!1s0x888919d50c6f52f1:0x5d1c7bf0d93afa0d!8m2!3d33.4043564!4d-86.8068921!16s%2Fg%2F11g2w6y2sr!19sChIJ8VJvDNUZiYgRDfo62fB7HF0,Vital Force Therapy and Wellness,5.0,680,Medical clinic,"1580 Montgomery Hwy SUITE 14, Hoover, AL 35216, United States","C53V+P6 Hoover, Alabama, USA",https://vitalforceal.com/,+1 205-341-9747,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNaoU_WmnGH8u_WMIlwNLFl5-6NpRhfZeFjCbnk=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:01.749Z,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,Closed,Closed,9:30 am–6 pm,Identifies as veteran-owned,,,
https://www.google.com/maps/place/BHC+VEIN+CENTER/data=!4m7!3m6!1s0x88890e766c126cf9:0xed7938bc8f97c6ac!8m2!3d33.6017118!4d-86.6626388!16s%2Fg%2F11bycl26g8!19sChIJ-WwSbHYOiYgRrMaXj7w4ee0,BHC VEIN CENTER,3.7,23,Medical clinic,"100 Pilot Medical Dr Suite 185, Birmingham, AL 35235, United States","J82P+MW Birmingham, Alabama, USA",http://www.bhcvein.com/,+1 205-815-4800,"Open · Closes 5 pm

Updated by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7oMbzo84gZV5MiNPdnJaiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.80731&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:06.680Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,,,,
https://www.google.com/maps/place/QuickCare+Family+Medicine/data=!4m7!3m6!1s0x88892275580c3759:0x622182cff11c491b!8m2!3d33.3975613!4d-86.8009488!16s%2Fg%2F1tg4m49n!19sChIJWTcMWHUiiYgRG0kc8c-CIWI,QuickCare Family Medicine,4.6,325,Doctor,"3205 Lorna Rd #103, Hoover, AL 35216, United States","95XX+2J Hoover, Alabama, USA",http://www.qcfam.net/,+1 205-822-2748,Open · Closes 5:45 pm,https://lh3.googleusercontent.com/p/AF1QipNwjzyzAEdJ4sdYZUezzXWolOMVPd1Jc5PXBUeK=w423-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:11.734Z,10 am–5:45 pm,10 am–5:45 pm,10 am–5:45 pm,10 am–5:45 pm,9 am–1:45 pm,Closed,10 am–5:45 pm,,,,
"https://www.google.com/maps/place/UAB+Vein+Clinic/@33.4947416,-86.8063999,17z/data=!3m1!4b1!4m6!3m5!1s0x88891bea55555555:0x3cd195b28224db8c!8m2!3d33.4947416!4d-86.8063999!16s%2Fg%2F1hc209ygx",UAB Vein Clinic,4.2,5,Medical clinic,"1201 11th Ave S, Birmingham, AL 35233, United States","F5VV+VC Birmingham, Alabama, USA",https://www.uabmedicine.org/vein,+1 205-996-8346,,,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:16.458Z,,,,,,,,,,,
https://www.google.com/maps/place/Cahaba+Pain+and+Spine+Care/data=!4m7!3m6!1s0x8889220a568acf3f:0x7b6d38557d3ea699!8m2!3d33.3950062!4d-86.8046229!16s%2Fg%2F11c0rvkzp1!19sChIJP8-KVgoiiYgRmaY-fVU4bXs,Cahaba Pain and Spine Care,4.8,961,Pain management physician,"2010 Patton Chapel Rd # 200, Hoover, AL 35216, United States","95WW+25 Hoover, Alabama, USA",http://www.cahabapain.com/,+1 205-208-9001,Closes soon · 4:30 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipOOfR3hP6nLLAmB_N_B8JMsXC7Tkvx_HJXdqIng=w408-h611-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:21.499Z,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,,,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Mohamed+Hassan/data=!4m7!3m6!1s0x88890b922ff83935:0xa7d44efa498bd5f4!8m2!3d33.6601151!4d-86.5830992!16s%2Fg%2F11rcncf070!19sChIJNTn4L5ILiYgR9NWLSfpO1Kc,Center for Vein Restoration | Dr. Mohamed Hassan,4.9,118,Vascular surgeon,"7101 Happy Hollow Rd Suite 101, Trussville, AL 35173, United States","MC68+2Q Trussville, Alabama, USA",https://www.centerforvein.com/our-clinics/locations/trussville-alabama,+1 334-259-3580,"Open · Closes 5 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPTalATPBQKvByUkKuChfKqpZEjRPdo4Gu4Zh2N=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:26.453Z,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,Closed,Closed,6 am–5 pm,,,,
https://www.google.com/maps/place/Infinity+Med-I-Spa/data=!4m7!3m6!1s0x8889218882bfade3:0x39d1889dcc43139c!8m2!3d33.3655825!4d-86.8238696!16s%2Fg%2F1tl9nbfw!19sChIJ462_goghiYgRnBNDzJ2I0Tk,Infinity Med-I-Spa,4.6,176,Medical spa,"2801 John Hawkins Pkwy # 179U, Hoover, AL 35244, United States","958G+6F Hoover, Alabama, USA",https://med-i-spa.com/locations/hoover-al/?utm_source=gmb&utm_medium=organic,+1 205-682-9974,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XryMzPFL0nQD41gQB_3g8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.15252&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:31.380Z,10 am–7 pm,8 am–5 pm,10 am–6 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/The+Vascular+Institute+of+Birmingham/data=!4m7!3m6!1s0x88890ce37cc58d43:0xd822ad541f2953db!8m2!3d33.5872855!4d-86.6820402!16s%2Fg%2F11bwyv868b!19sChIJQ43FfOMMiYgR21MpH1StItg,The Vascular Institute of Birmingham,4.4,13,Surgical center,"1112 Gene Reed Rd, Birmingham, AL 35235, United States","H8P9+W5 Birmingham, Alabama, USA",http://new-legs.com/,+1 205-836-2942,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPeDSj-05k-Qwyb-BK1nFiFktHbS1oqKNDzlDPI=w408-h271-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:36.525Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Vital+Force+RX/data=!4m7!3m6!1s0x888919b534d2741d:0x522e53fba1f6d7e3!8m2!3d33.4043564!4d-86.8068921!16s%2Fg%2F11jgtbvv87!19sChIJHXTSNLUZiYgR49f2oftTLlI,Vital Force RX,4.8,20,Vitamin & supplements store,"1580 Montgomery Hwy, Hoover, AL 35216, United States","C53V+P6 Hoover, Alabama, USA",https://vitalforcerx.com/,+1 205-352-9141,"Open · Closes 6 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN0thqIVOsEWwEO94TDOOCdUbIoz9orVGENqvRr=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:41.330Z,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,Closed,Closed,9:30 am–6 pm,LGBTQ+ friendly,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Society+Wellness+and+Skin+Spa/data=!4m7!3m6!1s0x8889193fc933faa9:0x7f546670e376450!8m2!3d33.4227217!4d-86.7959941!16s%2Fg%2F11wp9pj13x!19sChIJqfozyT8ZiYgRUGQ3DmdG9Qc,Society Wellness and Skin Spa,5.0,14,Medical spa,"1401 Montgomery Hwy Suite 101, Vestavia Hills, AL 35216, United States","C6F3+3J Vestavia Hills, Alabama, USA",https://societywellnessandskinspa.com/,+1 205-843-1626,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN-425V9qS8abOaTxOaC9eGSoC6JZYajG75Mjsl=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:46.409Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/UAB+Medicine+St.+Vincent%E2%80%99s+Primary+Care+Hoover/data=!4m7!3m6!1s0x88892240a674a179:0x5371bcb063ab85bc!8m2!3d33.3701737!4d-86.8015329!16s%2Fg%2F11csqtvv8d!19sChIJeaF0pkAiiYgRvIWrY7C8cVM,UAB Medicine St. Vincent’s Primary Care Hoover,4.1,241,General practitioner,"1870 Chace Dr #160, Birmingham, AL 35244, United States","95CX+39 Birmingham, Alabama, USA",https://uabstvincents.org/locations/uab-medicine-st-vincents-primary-care-hoover/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 205-733-7110,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPB399cIlSy-GloCnl2UCjop9ilopEypNjEST-1=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:51.486Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/Vascular+and+Interventional+Specialists+of+Alabama/data=!4m7!3m6!1s0x8889232c094fdd15:0x50019bd645e81816!8m2!3d33.3375726!4d-86.7839606!16s%2Fg%2F11xmsvsbd8!19sChIJFd1PCSwjiYgRFhjoRdabAVA,Vascular and Interventional Specialists of Alabama,5.0,1,Radiologist,"120 Cahaba Valley Pkwy Ste 200, Pelham, AL 35124, United States","86Q8+2C Pelham, Alabama, USA",https://www.visofal.com/,+1 205-721-8472,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMryR_EZwAlXh3s5WNnl9CSRD2Z1cunDpoHoBkV=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:58:56.226Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/Any+Lab+Test+Now/data=!4m7!3m6!1s0x88891924dba343c5:0x8240d9b47778b518!8m2!3d33.4096146!4d-86.7642627!16s%2Fg%2F11h5qhrvh8!19sChIJxUOj2yQZiYgRGLV4d7TZQII,Any Lab Test Now,4.9,519,Blood testing service,"2409 Acton Rd #105, Birmingham, AL 35243, United States","C65P+R7 Birmingham, Alabama, USA",https://www.anylabtestnow.com/birmingham-35243/,+1 205-848-6644,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPbGcs_7SPVRrpgSkX3Wj7tOpWPo7QMQ4KuHitG=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:59:01.307Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,Closed,8 am–5 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Madison+Hospital+Vein+Center/data=!4m7!3m6!1s0x8862666c87231cc7:0xf61f52bca255f966!8m2!3d34.7488907!4d-86.763493!16s%2Fg%2F12hl5zrlg!19sChIJxxwjh2xmYogRZvlVorxSH_Y,Madison Hospital Vein Center,4.7,53,Specialized clinic,"8371 Hwy 72 W Suite 100, Madison, AL 35758, United States","P6XP+HJ Madison, Alabama, USA",http://www.madisonalhospital.org/services/vein-center,+1 256-817-8346,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOPhaOMAUe0YFJTsRTgM_x7xXv2Yy0ZgiJ9Ebc=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:59:06.197Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Cahaba+Dermatology+%26+Skin+Health+Center/data=!4m7!3m6!1s0x888602aacce729c9:0x135bb203d88babc6!8m2!3d33.3634829!4d-86.7643801!16s%2Fg%2F12hkh694w!19sChIJySnnzKoChogRxquL2AOyWxM,Cahaba Dermatology & Skin Health Center,4.8,1775,Dermatologist,"2279 Valleydale Rd #100, Birmingham, AL 35244, United States","967P+96 Birmingham, Alabama, USA",https://cahabaderm.com/?utm_source=gmb&utm_medium=organic,+1 205-214-7546,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNbTBIdk3GdgdNYaLk6QU_iGr0Dy0QvFdcTePgt=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:59:11.172Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–6 pm,9 am–6 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Varicosity+Vein+Center/data=!4m7!3m6!1s0x886267e5164f7189:0x45f38ea54ecd256!8m2!3d34.7457549!4d-86.7668671!16s%2Fg%2F11ldlj93t8!19sChIJiXFPFuVnYogRVtLsVOo4XwQ,Varicosity Vein Center,4.9,118,Vascular surgeon,"1041 Balch Rd Suite 375, Madison, AL 35758, United States","P6WM+87 Madison, Alabama, USA",https://varicosityveincenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=madison,+1 256-258-9940,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN9md6hWS06KRHZbmhW22fAG7loMBLssn_f6maO=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:59:15.983Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,Closed,7 am–5 pm,,,,
https://www.google.com/maps/place/Spa+Works+and+Wellness/data=!4m7!3m6!1s0x88891902c42ab96d:0x7383bdeb7f75ac2e!8m2!3d33.4473314!4d-86.7887259!16s%2Fg%2F12hlt9ysl!19sChIJbbkqxAIZiYgRLqx1f-u9g3M,Spa Works and Wellness,5.0,52,Day spa,"2028 Kentucky Ave Suite 203, Vestavia Hills, AL 35216, United States","C6W6+WG Vestavia Hills, Alabama, USA",https://spaworksandwellness.com/,+1 205-914-1996,"Open · Closes 6 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOzK-Y0f-ihfz2lJ4NuS010Wra7-SBlTEQ6L6y-=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Hoover+AL/@33.4053867,-86.8113781,14z",2025-12-16T21:59:21.005Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–4 pm,Closed,Closed,9 am–6 pm,Identifies as women-owned,,,
