placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/%22the%22+Ace+of+Atlantic+City/data=!4m7!3m6!1s0x89c0ee65ca772bb1:0x8b05b4456482aaf0!8m2!3d39.3454841!4d-74.4810291!16s%2Fg%2F11c6d_zrxg!19sChIJsSt3ymXuwIkR8KqCZEW0BYs,"""the"" Ace of Atlantic City",3.7,3,Property management company,"355 Dorset Ave, Ventnor City, NJ 08406, United States","8GW9+5H Ventnor City, New Jersey, USA",,,Temporarily closed,,https://lh3.googleusercontent.com/p/AF1QipPZ7UxlmnKC54NRtvcX6SAB3BITouc_FLHndDUC=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:19.331Z,,
https://www.google.com/maps/place/Ocean+Club+Condominium+Association/data=!4m7!3m6!1s0x89c0ee6373a86d21:0xab5fc0b37db67a72!8m2!3d39.3512654!4d-74.4478293!16s%2Fg%2F1w8wby6s!19sChIJIW2oc2PuwIkRcnq2fbPAX6s,Ocean Club Condominium Association,4.2,184,Condominium complex,"3101 Boardwalk, Atlantic City, NJ 08401, United States","9H22+GV Atlantic City, New Jersey, USA",https://oceanclubcondo.connectresident.com/,+1 609-345-3910,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noITAnJsXyp7gr6jznZXVch-k5FmBEQSwBoiPy6RfVpBbcLj2RR1UavyIsg6CBXIT3fE1Sam157P7Nps0I9TAm4cwTCAizlAXOJn9OD-J8yLa5PZXTBfdkwJs6R258joorfMTa8=w408-h360-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:24.959Z,· Dogs allowed,
https://www.google.com/maps/place/Carolina+Village/data=!4m7!3m6!1s0x89c0ee38428103dd:0x53b72bc3b808673f!8m2!3d39.3650007!4d-74.4275443!16s%2Fg%2F11clzkltph!19sChIJ3QOBQjjuwIkRP2cIuMMrt1M,Carolina Village,2.9,75,Apartment complex,"124A N North Carolina Ave, Atlantic City, NJ 08401, United States","9H8C+2X Atlantic City, New Jersey, USA",http://carolinavillageapts.com/,+1 609-400-4990,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPnH5kB67SMk6IM3mGqlFXomS86zYR6psMoePdP=w408-h378-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:30.462Z,,
https://www.google.com/maps/place/Ocean+Villas/data=!4m7!3m6!1s0x89c0ee62b6ff34bb:0xe83d882533350fce!8m2!3d39.3501621!4d-74.4513167!16s%2Fg%2F11ptn2vgm8!19sChIJuzT_tmLuwIkRzg81MyWIPeg,Ocean Villas,5.0,6,Condominium complex,"132 S Providence Ave, Atlantic City, NJ 08401, United States","9G2X+3F Atlantic City, New Jersey, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gLJj9k5twsUT_mMSdai9Gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.74097&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:33.363Z,,
https://www.google.com/maps/place/Warwick+Condominiums/data=!4m7!3m6!1s0x89c0ee8419ff6f13:0x561dea28a2e3c0c4!8m2!3d39.3466395!4d-74.4590751!16s%2Fg%2F1td2vt52!19sChIJE2__GYTuwIkRxMDjoijqHVY,Warwick Condominiums,4.3,44,Condominium complex,"101 S Raleigh Ave, Atlantic City, NJ 08401, United States","8GWR+M9 Atlantic City, New Jersey, USA",,+1 609-344-5126,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgYq6xFfHKUkRBqQl7021BHVkXUxzbOWcX-zMu9fgOmDUaBpM3P0aLC-Zfn5ZIjRwrwTeduEaSPYD8OgzMGKZnrbB_hFFCUc0RRNbBEjpUEVVnG8S_C8p8M52tVk2qysLLKHM=w408-h271-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:36.513Z,,
https://www.google.com/maps/place/Bella+Condominiums/data=!4m7!3m6!1s0x89c0ee2544b727e1:0x9f68c9252006cece!8m2!3d39.3645788!4d-74.4166273!16s%2Fg%2F1yl499rh7!19sChIJ4Se3RCXuwIkRzs4GICXJaJ8,Bella Condominiums,4.5,59,Condominium complex,"526 Pacific Ave, Atlantic City, NJ 08401, United States","9H7M+R8 Atlantic City, New Jersey, USA",http://www.bellacondos.com/,+1 609-344-8300,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplRAJcOuuiAROh2r3tUsMzqCvDTSjSNawwDIYcbO2HXKs4NjwK_S3Fn433S7pYdhRaVl-PC66nP-G4vLltFyl-aJ85_2WFuCabnoW_nc7hv8e0OphgU4-UGpmLQ8OCf4O58jg=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:41.955Z,,
https://www.google.com/maps/place/Marina+Club+Condominium-Apt/data=!4m7!3m6!1s0x89c0ee49ef40ab0f:0x88a4b57370c01149!8m2!3d39.3711749!4d-74.4299105!16s%2Fg%2F1hc6m7h2s!19sChIJD6tA70nuwIkRSRHAcHO1pIg,Marina Club Condominium-Apt,3.6,7,Condominium complex,"655 Absecon Blvd, Atlantic City, NJ 08401, United States","9HCC+F2 Atlantic City, New Jersey, USA",,+1 609-340-0049,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZqjEswjcYSSCVXBLqlJ5Lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.45668&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:45.876Z,,
https://www.google.com/maps/place/600+NoBe+at+North+Beach/data=!4m7!3m6!1s0x89c0ef9c3d911297:0xa7cabf5591a5f99a!8m2!3d39.3657771!4d-74.4183763!16s%2Fg%2F11h2_34bhn!19sChIJlxKRPZzvwIkRmvmlkVW_yqc,600 NoBe at North Beach,4.2,145,Apartment complex,"600 Atlantic Ave, Atlantic City, NJ 08401, United States","9H8J+8J Atlantic City, New Jersey, USA",https://www.600nobe.com/?utm_source=Google&utm_medium=GBP,+1 609-385-4524,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipN2ICU87s7BoMWfI7VGpWZklye1e985LGN8zUWn=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:51.452Z,· Dogs allowed,
https://www.google.com/maps/place/Townhouse+Terrace+East+I/data=!4m7!3m6!1s0x89c0ee358d62905b:0xa19e0f258e233f6d!8m2!3d39.3732827!4d-74.4283247!16s%2Fg%2F1ttq2_tj!19sChIJW5BijTXuwIkRbT8jjiUPnqE,Townhouse Terrace East I,4.0,14,Apartment building,"732A N Maryland Ave A, Atlantic City, NJ 08401, United States","9HFC+8M Atlantic City, New Jersey, USA",http://liveattownhouseterrace.com/,+1 609-347-7174,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3sLfwTNK1FOHdAQiQ6Fjog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.07248&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:56.289Z,· Dogs allowed,
https://www.google.com/maps/place/The+Atlantic+Apartments/data=!4m7!3m6!1s0x89c0ee2fabc961b3:0xe0d13fe4d6e7362!8m2!3d39.3674034!4d-74.4145984!16s%2Fg%2F11cms13zd2!19sChIJs2HJqy_uwIkRYnNuTf4TDQ4,The Atlantic Apartments,4.0,20,Apartment building,"300 Atlantic Ave, Atlantic City, NJ 08401, United States","9H8P+X5 Atlantic City, New Jersey, USA",http://j2iproperties.com/,+1 609-343-1506,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npO7CDjKwvLDropVMwyd3VgmbEPXIL-0BaW0BqJfZTBTL000mmYbF7I0bucFNtQtuetT8k8ASuNxRlfH49BDb0ecT9R7Q1bMt0aielra6xB63UoJZUnrzhBCcNzkGarVTTwQUKC=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:02:59.572Z,,
https://www.google.com/maps/place/Beachview+Residence/data=!4m7!3m6!1s0x89c0ee864c9bafed:0xdf084f0a20859500!8m2!3d39.3487979!4d-74.4558009!16s%2Fg%2F11cs4gvp6x!19sChIJ7a-bTIbuwIkRAJWFIApPCN8,Beachview Residence,4.3,15,Apartment building,"3850 Atlantic Ave, Atlantic City, NJ 08401, United States","8GXV+GM Atlantic City, New Jersey, USA",http://www.beachviewsenior.com/contactus.aspx,+1 609-246-6416,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nq1s-zPxduqqvNEgOTX6PQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.73994&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:03:03.087Z,,
https://www.google.com/maps/place/Brigantine+Homes/data=!4m7!3m6!1s0x89c0ee4946f09a7b:0x57e4cafb44525209!8m2!3d39.3740163!4d-74.4309181!16s%2Fg%2F1tg82c6g!19sChIJe5rwRknuwIkRCVJSRPvK5Fc,Brigantine Homes,4.2,12,Apartment building,"1062 Brigantine Blvd, Atlantic City, NJ 08401, United States","9HF9+JJ Atlantic City, New Jersey, USA",https://www.liveatbrigantine.com/neighborhood.aspx,+1 609-917-7909,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrIg222gk4VusIOsctS9aguwcRGS9-IZzC8MB56aRA1dPAY6FoOe4FvRDa48jIvBZTczgaJdrD7tgYxYmDiem-HJpVN4cw6yQ8jJNNj7sRiRzvFbUbn9VrC6gflAUkT3_DHbYPQ=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:03:06.185Z,· Dogs allowed,
https://www.google.com/maps/place/The+Meadows+Apartments/data=!4m7!3m6!1s0x89c0ee37206f5a51:0x485cce52bb04fe37!8m2!3d39.3685102!4d-74.4247657!16s%2Fg%2F11g9m9ry56!19sChIJUVpvIDfuwIkRN_4Eu1LOXEg,The Meadows Apartments,3.6,14,Apartment complex,"900 Mediterranean Ave, Atlantic City, NJ 08401, United States","9H9G+C3 Atlantic City, New Jersey, USA",http://www.themeadowsatatlanticcity.com/,+1 877-757-5970,,,https://lh3.googleusercontent.com/p/AF1QipMZGfjBMs1E5gXZSo_mLmSolR8xhbToTZlyTWE6=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:03:11.623Z,,
https://www.google.com/maps/place/Volkmann+Management/data=!4m7!3m6!1s0x89c0ee9c8dda2d59:0xfec02ef68105b781!8m2!3d39.3459527!4d-74.466753!16s%2Fg%2F11h5q8dp4x!19sChIJWS3ajZzuwIkRgbcFgfYuwP4,Volkmann Management,,,Property management company,"2667 Ventnor Ave, Ventnor City, NJ 08406, United States","8GWM+97 Ventnor City, New Jersey, USA",http://www.volkmannmgmt.com/contact.html,+1 609-670-2659,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MVV0ht3XisrwGyvwgshL1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.6646&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:03:14.950Z,,
https://www.google.com/maps/place/Enclave+Condominiums/data=!4m7!3m6!1s0x89c0ee87ae6cf1e9:0xa41559d1ad594023!8m2!3d39.3482717!4d-74.4548537!16s%2Fg%2F1tf7ngg9!19sChIJ6fFsrofuwIkRI0BZrdFZFaQ,Enclave Condominiums,4.3,90,Condominium complex,"3851 Boardwalk APT 2405, Atlantic City, NJ 08401, United States","8GXW+83 Atlantic City, New Jersey, USA",https://acboardwalkrealty.com/the-enclave/,+1 609-347-0400,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npE81ORaK2iiqS8KDYCEAEuC7hLyzHD83lqqZylkT2G-_kYHWxDyjjwwv_hO-qTHNbVMVfDZH6Klkb6WtF-L6Q6R02wFLbmSiWOaL7pkERWVtZgpXJ-EeQlk1IAXHLJb0mXBl_hVw=w408-h726-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:03:19.625Z,,
https://www.google.com/maps/place/Chelsea+Village+Apartments/data=!4m7!3m6!1s0x89c0ee8a0183de67:0xc2b3aea2d1e801f9!8m2!3d39.3547637!4d-74.4544427!16s%2Fg%2F1v8x32nx!19sChIJZ96DAYruwIkR-QHo0aKus8I,Chelsea Village Apartments,3.3,106,Apartment complex,"3300 Fairmount Ave, Atlantic City, NJ 08401, United States","9G3W+W6 Atlantic City, New Jersey, USA",http://www.chelseavillagenj.com/,+1 609-344-8722,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrUjZTNy8x3So47GpOhznfSESd6BhcaSTruUHpDQV4x4twtn0ikN4tBpugCNjqv51PxZV0wX7fQG0w_eskPruzbmjVQLh3-MZqZBtQGKi6lc-vuXY5eeAeZKOy3sKraHYHxaWju=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:03:25.251Z,,
https://www.google.com/maps/place/Super+Duty+Landscaping/data=!4m7!3m6!1s0x89c0eef8c0aeede5:0x5332c05010499d76!8m2!3d39.5089564!4d-74.6086665!16s%2Fg%2F11dxmbhv5z!19sChIJ5e2uwPjuwIkRdp1JEFDAMlM,Super Duty Landscaping,5.0,61,Property maintenance,,,,,Open ⋅ Closes 9 pm,,https://lh3.googleusercontent.com/p/AF1QipPwIXBF8-9fV0lwT3Mj6Flrci6ZDyafqlAXPTCO=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:03:30.847Z,,
https://www.google.com/maps/place/Landmark+Towers/data=!4m7!3m6!1s0x89c0ee88a21e9fdb:0xe3f2db0c512fada5!8m2!3d39.3506176!4d-74.4569214!16s%2Fg%2F1tdnxtg0!19sChIJ258eoojuwIkRpa0vUQzb8uM,Landmark Towers,3.8,32,Condominium complex,"3817 Ventnor Ave, Atlantic City, NJ 08401, United States","9G2V+66 Atlantic City, New Jersey, USA",,+1 609-347-4724,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrTtsl3sfdoPbEt4SPELHlPl0CT9bTNjUMtvz8WH7gfwdOSohw7sDqq7yz2GKcvup37xYUF0ZH9rpyNoN1XdgaxaSP5c6Mx0CjsDZ2YxNkEapEy6JuNdJjhhAp4qF5-lFi89HTy6w=w1067-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-25T17:03:34.931Z,,
