placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info
https://www.google.com/maps/place/di+Stefano+Landscaping/data=!4m7!3m6!1s0x4cb5f4d46fce37f5:0xcc226f168544722!8m2!3d44.5276144!4d-73.1284422!16s%2Fg%2F124szlsst!19sChIJ9TfOb9T0tUwRIkdUaPEmwgw,di Stefano Landscaping,4.7,64,Landscape designer,"302 Colchester Rd, Essex Junction, VT 05452, United States","GVHC+2J Essex Junction, Vermont, USA",http://distefanolandscaping.com/?utm_source=gmb&utm_medium=organic,+1 802-456-4144,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZS2F_Ju7iNH63VTLzbgaeP2m0OHA--6rie9pGCCakF-fLayAo1bs23p8kcNX3Vlb5alWuaSniDSYBPGtRYfeE14rcsE2faK7r4RsabzD_-7kA8aVD0i9XCyzoPj8Ujmss967lIQ=w408-h308-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:13.354Z,,
https://www.google.com/maps/place/Knauf+Landscape+Architecture/data=!4m7!3m6!1s0x4cca7a6fb4986dc3:0x4f3072ac78d633a4!8m2!3d44.506682!4d-73.1742042!16s%2Fg%2F1tcxctvh!19sChIJw22YtG96ykwRpDPWeKxyME8,Knauf Landscape Architecture,4.5,8,Landscape architect,"525 Hercules Dr suite 2b suite 2b, Colchester, VT 05446, United States","GR4G+M8 Colchester, Vermont, USA",http://www.cynthiaknauf.com/,+1 802-522-0676,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7pMHH75I4LMH7NgH8CwmfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.73635&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:15.553Z,,
https://www.google.com/maps/place/Dicot+Landscape+Studio/data=!4m7!3m6!1s0x4cca7b908afa4fa7:0x61c990238f6d3aa9!8m2!3d44.4673802!4d-73.2144854!16s%2Fg%2F11w3s_2yzp!19sChIJp0_6ipB7ykwRqTptjyOQyWE,Dicot Landscape Studio,5.0,6,Landscape designer,"4 Howard St, Burlington, VT 05401, United States","FQ8P+X6 Burlington, Vermont, USA",https://dicotlandstudio.com/,+1 847-651-8048,Closed · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6VwsprKhJIBycwYii3zXkA3f8f8TeSsa7KD4ieLaP5SLV-CqywdwU8Y54nkBppRR7UvuAWkAerHPgYV6WxwKzJqURgg7F3R76wREY-3eohXBxqwfmelgW6N2Jaawde5Lg3tTa=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:19.957Z,,
https://www.google.com/maps/place/Old+World+Garden+Design/data=!4m7!3m6!1s0x4cca7b3f4c5490e1:0x48ca04b2de3086c6!8m2!3d44.4491151!4d-73.2148987!16s%2Fg%2F11vqvw8cd8!19sChIJ4ZBUTD97ykwRxoYw3rIEykg,Old World Garden Design,5.0,8,Landscape designer,"1073 Pine St, Burlington, VT 05401, United States","CQXP+J2 Burlington, Vermont, USA",https://www.oldworldgardendesign.net/,+1 802-503-6023,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1AzcysOWOPJpMtYXdik0yrn3E9cGzBB6zcM93TbSFw40h792w_8yfkAXxUjjZQM-YbuElxKL-Z1BMy5qRXgm1VCLDlEib9vrEa_jYzeQffdebro8Z33sezp7CJQTzbW1VLGeHYQ=w408-h305-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:24.307Z,,
https://www.google.com/maps/place/Native+Vermont+Landscaping/data=!4m7!3m6!1s0x626a088f4ee08e83:0xdf8bb1f66b05f343!8m2!3d44.4368025!4d-73.1670889!16s%2Fg%2F11xyq_kyp7!19sChIJg47gTo8IamIRQ_MFa_axi98,Native Vermont Landscaping,5.0,11,Landscaper,,,https://nativevermontlandscaping.com/,+1 802-316-8404,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGX2lhS9LM0KlhQiupUeiaPFZHNz13kixslj398yCXQSS5B5PUju4ZTHUDCq-kefGR1_XdR1qN-G15N1UXIXhURAj6FBkXiENIPPguE0Z_gXHdUJixcVfkigPhPiC_9C0J30yWcTCQoILZc=w408-h256-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–4 am,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:28.526Z,,
https://www.google.com/maps/place/Conners+Landscaping/data=!4m7!3m6!1s0x89c602e21fa45261:0xbb9668fd2c6e1f0f!8m2!3d42.5884571!4d-74.8788904!16s%2Fg%2F12610w5_s!19sChIJYVKkH-ICxokRDx9uLP1olrs,Conners Landscaping,5.0,2,Landscaper,,,,+1 717-821-9709,Closed · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4Gvn3jaudeIg_KEMf2LiwHNQ4NVc0s3CEXIdH3XUT8kfZwa9guDo28MeXM3UlFV4W2cUU78xvdruHLRGV_Urt3eUNIG1mf2RkGGPmJ8t-zkBMwF2IvkL2T56JnFGFDHQJkEu7=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:32.857Z,,
https://www.google.com/maps/place/Five+Seasons+Property+Management/data=!4m7!3m6!1s0x4cca77d4b2241431:0x9236e8255bdde7ae!8m2!3d44.4685679!4d-73.2140585!16s%2Fg%2F11ckc1_bw4!19sChIJMRQkstR3ykwRrufdWyXoNpI,Five Seasons Property Management,4.6,87,Property management company,"19 Marble Ave, Burlington, VT 05401, United States","FQ9P+C9 Burlington, Vermont, USA",http://www.burlingtonproperty.management/,+1 844-732-7665,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCFRMk0C-Q6IPACxE756U-NE0Glvvqo24kmZFZQNBGXd7GzTXV8Hf1pAD0lZCjWlXGhhRjXeyEERAe5HXcVWCBq6ZuxmQLcLe2xrQhAjt-lhwiu785JsY1wmmbzSBANbuJf54s=w408-h305-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,11 am–1 pm,11 am–1 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:37.184Z,,
https://www.google.com/maps/place/Callahan+Landscaping+LLC/data=!4m7!3m6!1s0x2a5cc0ac525129f5:0xa3418555f1dcf854!8m2!3d43.8717955!4d-72.451476!16s%2Fg%2F11x14k5_6s!19sChIJ9SlRUqzAXCoRVPjc8VWFQaM,Callahan Landscaping LLC,5.0,5,Lawn care service,,,https://www.facebook.com/profile.php?id=61559822755798&sk=photos,+1 802-503-9275,Closed · Opens 12 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdWN4vAbWwoxMtgtDDyxTtO_hJRcMPdnRbUmkln3bRusSMh1OdN7eeMUwtbszlSaKUq57TnyeCotu4TrD-LgQQyHpr5-Zl_lyazUZy_sdtqlkWeFpba_SYcyXk6mr8xr8AdUaqHA_ELNpz=w408-h544-k-no,true,6 am–6 pm,Open 24 hours,Open 24 hours,Open 24 hours,6 am–6 pm,6:30 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:41.289Z,,
https://www.google.com/maps/place/Gardener%27s+Supply+Company/data=!4m7!3m6!1s0x4cca7a85b07e3069:0x57ea4fa717a5fa97!8m2!3d44.4921821!4d-73.203708!16s%2Fg%2F1tdsjdgv!19sChIJaTB-sIV6ykwRl_qlF6dP6lc,Gardener's Supply Company,4.0,279,Garden center,"128 Intervale Rd, Burlington, VT 05401, United States","FQRW+VG Burlington, Vermont, USA",https://www.gardeners.com/our-garden-centers,+1 802-660-3505,"Closed · Opens 8 am Thu

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJnr00V2YhgFzDMhetlmAbY4e1gszChJmil3o8W-7J6RSEXZ07fNNEGxPxSBWEVsSimXRuCIFarMRBB_aJchsSPawmk7EIWnvUtKfgW39ApXSw0AStJpfLL21xzRvF-TLzjiM9eQ=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:45.659Z,· In-store shopping · Kerbside pickup · Delivery,
"https://www.google.com/maps/place/Wild+Lark+Flowers,+Plants,+%26+Gifts/data=!4m7!3m6!1s0x4cca7b2c35b85cb1:0x23d3bf41fce219a1!8m2!3d44.4796747!4d-73.2125074!16s%2Fg%2F11pb_93qnr!19sChIJsVy4NSx7ykwRoRni_EG_0yM","Wild Lark Flowers, Plants, & Gifts",4.7,29,Gift shop,"32 Church St, Burlington, VT 05401, United States","FQHP+VX Burlington, Vermont, USA",https://www.wildlarkvt.com/,+1 802-540-0878,"Closes soon · 7 pm · Opens 10 am Thu

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFca5d0JaXe2LV6KlotNTWMNlA3DTTye_aL_7LgYvECfMI9N87im3weQGjPhcK0r1sTAt2NjzgxY_WmOfr0yLLwy5SmbveZqTq0a8TR32yN7lT4OF5zQdP7nwKjoFaZqAftRZ4=w408-h408-k-no,true,10 am–7 pm,10 am–7 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:49.975Z,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Chittenden+Builders/data=!4m7!3m6!1s0x4cca7aff9ab6e943:0x7705698f5cb13345!8m2!3d44.4834932!4d-73.2213747!16s%2Fg%2F1tgfprkx!19sChIJQ-m2mv96ykwRRTOxXI9pBXc,Chittenden Builders,4.6,38,Roofing contractor,"48 North Ave #100, Burlington, VT 05401, United States","FQMH+9F Burlington, Vermont, USA",https://chittendenbuilders.com/,+1 802-310-5284,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcj7b_izBBQCsUQq18t0ZDJx_L_tibrF6tKFr-h5hokXqEuEszF28epAyL9b00osURNs45nKrJjD_K2AVGIqchye5_qmJgmabkiS2xh_1616cZf0VDxO02mz-xUFm_xFSbpOfhhA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:02:54.594Z,,
https://www.google.com/maps/place/Faber+Landscape+Design/data=!4m7!3m6!1s0x645eb268eb9f8875:0xce65ea28555e1a68!8m2!3d44.437752!4d-73.101654!16s%2Fg%2F11y0qtmg_w!19sChIJdYif62iyXmQRaBpeVSjqZc4,Faber Landscape Design,5.0,5,Landscaper,,,https://faberlandscapedesign.com/,+1 774-836-4836,Closed · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-udhz1fg50Bt4AEvGziPx96Eq8DIAKzt-7JbHKE8y8xOTjMl1Y4rek6BiMlJWiYyyKjLD1C6L7AidohrsYJ1xFmwBD4qgz4ALVwA97r4RV5oraAupk98myXyQIir6EdjSTuzFkn-EUW8=w408-h298-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:03:03.400Z,,
https://www.google.com/maps/place/Land+and+Rock+Works/data=!4m7!3m6!1s0x4cca6f9e9e99c343:0xdd26e45ad7cddb63!8m2!3d44.5354339!4d-73.1343706!16s%2Fg%2F11rfd5mqft!19sChIJQ8OZnp5vykwRY9vN11rkJt0,Land and Rock Works,5.0,13,Landscaper,"1869 Main St, Colchester, VT 05446, United States","GVP8+57 Colchester, Vermont, USA",http://www.lrworks.com/,+1 802-734-4578,"Closed · Opens 7 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9M6fgZjLLwhICyndFTPBwo5XH3fLn_ivsyY-C8WN33jxGr4CliCHgqU0aLZ-ITRjHvkdhmeXkrfCTjG8NvXNN4TC5UzaRKeStFmzDwyIocmc_Drpmc9mp0IegKHE0ryj72r0=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:03:07.695Z,,
https://www.google.com/maps/place/Sunnyside+Gardeners/data=!4m7!3m6!1s0x4cca7bad3e91a14b:0xb925b8f87e5e0ca7!8m2!3d44.4522215!4d-73.2230403!16s%2Fg%2F11j1zlz_g_!19sChIJS6GRPq17ykwRpwxefvi4Jbk,Sunnyside Gardeners,,,Gardener,"289 Ledgewood Cir, Burlington, VT 05401, United States","FQ2G+VQ Burlington, Vermont, USA",,+1 802-864-3268,Closed · Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hyZrrvGOxktSEuBuh024aw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.84003&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:03:12.175Z,,
"https://www.google.com/maps/place/DC+Property+Maintenance,+LLC/data=!4m7!3m6!1s0x4cb506cd36948103:0xc8d43b05a4ffeae7!8m2!3d44.516798!4d-73.133236!16s%2Fg%2F11f3y44vp9!19sChIJA4GUNs0GtUwR5-r_pAU71Mg","DC Property Maintenance, LLC",4.9,35,Property maintenance,"47 Gauthier Dr Ste 20, Essex Junction, VT 05452, United States","GV88+PP Essex Junction, Vermont, USA",https://burlingtonpropertymaintenancevt.com/,+1 802-881-8406,Closed · Opens 7:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGr0fuoa5umLAaATQOjTjEwgtryKN7wRiJNuWjEZ4xjLlaOQFC8c_xWDXs0WVh9Tk0j22XK7ZWjA2hw5NovAK2h4RGLTXg6xRMpKEZjnM7Inn-1b_uZOVYgKIg5pBAZXlWGu6TP=w408-h357-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:03:16.795Z,,
https://www.google.com/maps/place/Vermont+Garden+Design/data=!4m7!3m6!1s0x4cca79ca13a37df7:0xadb021c7d613942e!8m2!3d44.4402526!4d-73.088771!16s%2Fg%2F11t5ymmq4h!19sChIJ932jE8p5ykwRLpQT1schsK0,Vermont Garden Design,5.0,13,Landscape designer,"211 Cedar Ln, Williston, VT 05495, United States","CWR6+4F Williston, Vermont, USA",http://vermontgardendesign.com/,+1 802-777-2093,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLD5d0vAUkM6zemr8J102XoVUtavgT0WJ67bcc470TR1rekZ3Gh9wMz0k4ReV2WTqRhos_QPGH5iu6_0PXhPLCuijEIIzAYhDyWgYlEg3rf45nR87TeXBuhZ3TgDy5A2m7zNtYrg=w408-h302-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-04-29T22:03:21.143Z,,Identifies as women-owned
