placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Pediatric+Urgent+Care+of+Northern+Colorado/data=!4m7!3m6!1s0x876eb37521e14005:0x64bd8f3ff288c26c!8m2!3d40.5196655!4d-104.9912923!16s%2Fg%2F11g69z8rgs!19sChIJBUDhIXWzbocRbMKI8j-PvWQ,Pediatric Urgent Care of Northern Colorado,3.6,187,Urgent care center,"4845 Weitzel Street Suite 101, Timnath, CO 80547, United States","G295+VF Timnath, Colorado, USA",https://pediatricurgentcareofnortherncolorado.com/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,+1 970-494-2626,Open · Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPcra3SKH6QfODqj-T98oH8wpwPdDS85L5-8eva=w408-h408-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,10 am–4 pm,10 am–4 pm,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:36:40.653Z,
"https://www.google.com/maps/place/Dr.+Richard+R.+Booth,+MD/data=!4m7!3m6!1s0x87694bba20823f51:0x75433fa6ac3495fd!8m2!3d40.5231194!4d-105.0541516!16s%2Fg%2F12m9b75np!19sChIJUT-CILpLaYcR_ZU0rKY_Q3U","Dr. Richard R. Booth, MD",5.0,2,Pediatrician,"1330 Oakridge Dr UNIT 100, Fort Collins, CO 80525, United States","GWFW+68 Fort Collins, Colorado, USA",http://www.pediatricassociatesnc.com/,+1 970-484-4871,Closes soon · 5 pm · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aAmauPFDwxE8jiFe5teHiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.685694&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:36:45.289Z,
https://www.google.com/maps/place/Dr.+Amelia+Virostko/data=!4m7!3m6!1s0x8769357c2d487a8f:0x85972d49e3fd7a2f!8m2!3d40.610085!4d-105.072629!16s%2Fg%2F11cknw1cxt!19sChIJj3pILXw1aYcRL3r940ktl4U,Dr. Amelia Virostko,4.3,6,Family practice physician,"1635 Blue Spruce Dr, Fort Collins, CO 80524, United States","JW6G+2W Fort Collins, Colorado, USA",http://www.saludclinic.org/,+1 970-494-4040,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSImseYJ3g4EuLcv1p9lxUQdnmcHsudc8Dz6Ad_b6w0piaR4WgzzfvPc-rKFW1zTaZH9YNK6Y3yhL_7TVhe3pFDBIM4UTVRaqiC5x0nDHLlmmVY5YQO9cuDr-CmpdSc2zRnHvO=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:36:47.907Z,
https://www.google.com/maps/place/Pediatric+Surgery/data=!4m7!3m6!1s0x87694ae08bdb1155:0xbb7df270235151cb!8m2!3d40.5720262!4d-105.0584652!16s%2Fg%2F1tfh_1zb!19sChIJVRHbi-BKaYcRy1FRI3Dyfbs,Pediatric Surgery,,,Pediatric surgeon,"1107 S Lemay Ave #240, Fort Collins, CO 80524, United States","HWCR+RJ Fort Collins, Colorado, USA",http://www.uchealth.org/,+1 970-495-7420,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tzK4qDSHd7UF5CWwcab0vQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.06674&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:36:50.485Z,
https://www.google.com/maps/place/Zzap+Pediatrics/data=!4m7!3m6!1s0x876eb39d88b4fc27:0xc2fbe14369c4d760!8m2!3d40.5224765!4d-104.9765164!16s%2Fg%2F11fnrxkwlt!19sChIJJ_y0iJ2zbocRYNfEaUPh-8I,Zzap Pediatrics,5.0,25,Medical clinic,"4650 Signal Tree Dr #400, Timnath, CO 80547, United States","G2CF+X9 Timnath, Colorado, USA",http://www.zzaphealth.com/,+1 970-812-9927,Closes soon · 5 pm · Opens 9:30 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerUF5rzkIZKDgIzufq-q_W7cj45E_RzpudPvktwW7qDkgw5GJI8YL3_yDtALmxy7U-Mp2OYKzWGWPvw8m2MjUxgFSI9U_68hWKNRVx-WqKgtF3n2pMXjehDy0BUYfnGxoo4esE9=w408-h306-k-no,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:36:55.148Z,
https://www.google.com/maps/place/Pediatric+Dentistry+of+the+Rockies/data=!4m7!3m6!1s0x87694bba20823f51:0x290f73a3a90869b7!8m2!3d40.522675!4d-105.0417108!16s%2Fg%2F1tdcb8zw!19sChIJUT-CILpLaYcRt2kIqaNzDyk,Pediatric Dentistry of the Rockies,5.0,1680,Pediatric dentist,"4609 S Timberline Rd #103b, Fort Collins, CO 80528, United States","GXF5+38 Fort Collins, Colorado, USA",https://www.rockieskidsdds.com/,+1 970-484-4104,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNG_cXp7y3norJOKLi30mbqTWclR9GImEC5HYL-=w408-h272-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:00.133Z,
https://www.google.com/maps/place/Mary+Baker+PA-C/data=!4m7!3m6!1s0x87694ade03d248cf:0x790b8c0da1c0d9f7!8m2!3d40.5749452!4d-105.0555131!16s%2Fg%2F1tdzm11q!19sChIJz0jSA95KaYcR99nAoQ2MC3k,Mary Baker PA-C,5.0,1,Physician assistant,"1200 E Elizabeth St, Fort Collins, CO 80524, United States","HWFV+XQ Fort Collins, Colorado, USA",http://youthclinic.com/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business-mary-baker,+1 970-267-9510,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMCsgSxP4t10yw3Iail1dCbhk_ot-ST92YLHjWF=w408-h610-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:04.841Z,
"https://www.google.com/maps/place/Dr.+Max+A.+Elliott,+MD/data=!4m7!3m6!1s0x87694ade03d248cf:0xcb31546dff1de69!8m2!3d40.574919!4d-105.0555413!16s%2Fg%2F1tcx1_vq!19sChIJz0jSA95KaYcRad7x30YVsww","Dr. Max A. Elliott, MD",,,Pediatrician,"1200 E Elizabeth St, Fort Collins, CO 80524, United States","HWFV+XQ Fort Collins, Colorado, USA",,+1 970-267-9510,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fdBvqgEk8fRSiYghr1iXGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.85565&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:07.385Z,
"https://www.google.com/maps/place/East+Elizabeth+Medical+Center/@40.5742958,-105.0770208,17z/data=!3m1!4b1!4m6!3m5!1s0x87694ae0ac6c591b:0x6b4f2aa692e48bbf!8m2!3d40.5742958!4d-105.0770208!16s%2Fg%2F11h_xdrnk_",East Elizabeth Medical Center,,,Family practice physician,"1120 E 11 E Elizabeth St, Fort Collins, CO 80524, United States","HWFF+P5 Fort Collins, Colorado, USA",,,,,,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:11.837Z,
"https://www.google.com/maps/place/Banner+Health+Center+%7C+Fort+Collins,+CO+%7C+Lady+Moon+Dr./data=!4m7!3m6!1s0x876eb3418c252d23:0xc4577b7d1ff02b56!8m2!3d40.5211723!4d-105.0086146!16s%2Fg%2F11b6mpyr63!19sChIJIy0ljEGzbocRVivwH317V8Q","Banner Health Center | Fort Collins, CO | Lady Moon Dr.",3.8,176,Medical Center,"4700 Lady Moon Dr, Fort Collins, CO 80528, United States","GXCR+FH Fort Collins, Colorado, USA",https://www.bannerhealth.com/locations/fort-collins/banner-health-center-lady-moon?cid=yext%3Asearch_listing%3Alocations%3Aclinic&y_source=1_MTE5MDczOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 970-821-4500,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNtbwhFX2gYpH7pPRVpFueAH5AoZU0kRrZwuyp9=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:16.678Z,
https://www.google.com/maps/place/KidsFirst+Dental/data=!4m7!3m6!1s0x87694b2e84ef2a99:0x95f1f4ecacb4c009!8m2!3d40.5654679!4d-105.038683!16s%2Fg%2F11g6bm7hdk!19sChIJmSrvhC5LaYcRCcC0rOz08ZU,KidsFirst Dental,4.8,229,Pediatric dentist,"2121 Midpoint Dr STE 102, Fort Collins, CO 80525, United States","HX86+5G Fort Collins, Colorado, USA",http://www.kidsfirstfc.com/,+1 970-484-5437,Closed · Opens 7:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNt_kcSPmEF_yfAb1RSC2glYxibrAr-ZlNhBSDt=w408-h307-k-no,true,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,Closed,Closed,7:30 am–3:30 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:21.698Z,
https://www.google.com/maps/place/Beth+Ballard+MD/data=!4m7!3m6!1s0x87694ade00f93f13:0x12c90964879b114b!8m2!3d40.574926!4d-105.0555421!16s%2Fg%2F11d_d1__3c!19sChIJEz_5AN5KaYcRSxGbh2QJyRI,Beth Ballard MD,,,Pediatrician,"1200 E Elizabeth St, Fort Collins, CO 80524, United States","HWFV+XQ Fort Collins, Colorado, USA",http://youthclinic.com/,+1 970-267-9510,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fdBvqgEk8fRSiYghr1iXGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.86136&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:26.258Z,
https://www.google.com/maps/place/Dr.+Barry+O%E2%80%99Brien/data=!4m7!3m6!1s0x87694ade03d248cf:0x69567fea5494a511!8m2!3d40.5749452!4d-105.0555131!16s%2Fg%2F1tzgpq03!19sChIJz0jSA95KaYcREaWUVOp_Vmk,Dr. Barry O’Brien,,,Pediatrician,"1200 E Elizabeth St, Fort Collins, CO 80524, United States","HWFV+XQ Fort Collins, Colorado, USA",https://youthclinic.com/staff/barry-obrien-md/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business-barry-obrien,+1 970-267-9510,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPtbs35LjL1KTdtcWZ0ht-I0iDOhnU2t4wNblOZ=w408-h610-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:30.900Z,
https://www.google.com/maps/place/Dr.+Vaughn+Hanson/data=!4m7!3m6!1s0x87694ade03d248cf:0xa045eefed32fb810!8m2!3d40.574926!4d-105.0555421!16s%2Fg%2F1tdz0fty!19sChIJz0jSA95KaYcRELgv0_7uRaA,Dr. Vaughn Hanson,,,Pediatrician,"1200 E Elizabeth St, Fort Collins, CO 80524, United States","HWFV+XQ Fort Collins, Colorado, USA",http://youthclinic.com/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business-vaughn-hanson,+1 970-267-9510,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipO0q4USaPnzl_6ZykWLzavo1Qh1749P9W02MYiP=w408-h382-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:35.478Z,
https://www.google.com/maps/place/Salud+Family+Health+-+Fort+Collins+Clinic/data=!4m7!3m6!1s0x8769357c2d487a8f:0x55890d344a776da!8m2!3d40.6101148!4d-105.0723726!16s%2Fg%2F1tdlvrs6!19sChIJj3pILXw1aYcR2nanRNOQWAU,Salud Family Health - Fort Collins Clinic,3.5,475,Medical clinic,"1635 Blue Spruce Dr, Fort Collins, CO 80524, United States","JW6H+23 Fort Collins, Colorado, USA",https://www.saludclinic.org/fort-collins-blue-spruce,+1 970-494-4040,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-9-1scbGTCXQg7Tx41Z8hW6FtpIzsPHysh64SFPx1GWbKMhjGafkulzi2xhqpNmv4KtLJ1mLEkW7NUJ68MAjV1Y3N4a8hSU935a8BwJMb_rMx82uw7EbzxtGI900HSNxG6AVZ=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:40.411Z,
https://www.google.com/maps/place/Dr.+Amy+Bailey/data=!4m7!3m6!1s0x87694ba81c150153:0x53ce2282a6253a6a!8m2!3d40.5749232!4d-105.0555486!16s%2Fg%2F11rgzggmvd!19sChIJUwEVHKhLaYcRajolpoIizlM,Dr. Amy Bailey,,,Pediatrician,"1200 E Elizabeth St, Fort Collins, CO 80524, United States","HWFV+XQ Fort Collins, Colorado, USA",https://youthclinic.com/,+1 970-267-9510,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPdGODdaup2NX3xqP38jfRPhxyagOvPhf0TvTUj=w408-h248-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-02-10T23:37:45.111Z,
