placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned,info,error
"https://www.google.com/maps/place/Monarch+Air+Conditioning,+Heating+%26+Electrical/data=!4m7!3m6!1s0x80ea698724ba0d7d:0xce9d10d07f1e95a6!8m2!3d35.3826327!4d-119.0051353!16s%2Fg%2F1tlbv0pb!19sChIJfQ26JIdp6oARppUef9AQnc4","Monarch Air Conditioning, Heating & Electrical",4.4,1102,HVAC contractor,"301 Espee St b, Bakersfield, CA 93301, United States","9XMV+3W Bakersfield, California, USA",https://www.monarchhomeexperts.com/,+1 661-271-6099,"Open 24 hours

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMQBXDhat-Hs_a9FfaLWScHpuYMc6prQOTj6U6P=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:14.320Z,,,,
"https://www.google.com/maps/place/Valley+Power+Systems,+Inc./data=!4m7!3m6!1s0x80ea42735ab1f767:0x22dec108a75ddaac!8m2!3d35.3840353!4d-119.0526196!16s%2Fg%2F11bwhbb59y!19sChIJZ_exWnNC6oARrNpdpwjB3iI","Valley Power Systems, Inc.",3.8,28,Diesel engine repair service,"4000 Rosedale Hwy, Bakersfield, CA 93308, United States","9WMW+JX Bakersfield, California, USA",http://www.valleypowersystems.com/portfolio-view/bakersfield-ca/,+1 877-853-5250,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzyimWSp42KNzSwqpxPD9afW5BGZQL5qYPyMUfUEUC1AS0D0mIHwIHYMmHz3yxOF1Tx5oWMLgdjEQDMANvk3hx225OUXMr1Stv0-Y3rYBpHdMNyGvv5JjpW21QXF4EiQ5UJ39zf=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:19.426Z,,,,
https://www.google.com/maps/place/Cummins+Sales+and+Service/data=!4m7!3m6!1s0x80ea6b80b244267b:0x6e29df4048d2241e!8m2!3d35.3534899!4d-118.9537543!16s%2Fg%2F1v6p4lys!19sChIJeyZEsoBr6oARHiTSSEDfKW4,Cummins Sales and Service,3.9,68,Manufacturer,"4601 E Brundage Ln, Bakersfield, CA 93307, United States","923W+9F Bakersfield, California, USA",https://www.cummins.com/sales-and-service?utm_source=GMB&utm_medium=yext,+1 661-325-9404,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMNdNmLE6UbLxvPz9AHysrsivE42GIPbcwaUoRY=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:24.286Z,,,,
https://www.google.com/maps/place/Michael+Wilson+Generator/data=!4m7!3m6!1s0x80ea45585b8e0acb:0x3798e700618e4e5f!8m2!3d35.3735509!4d-119.1428007!16s%2Fg%2F11x0tj1cqr!19sChIJywqOW1hF6oARX06OYQDnmDc,Michael Wilson Generator,,,RV repair shop,"1600 Branch Creek St, Bakersfield, CA 93312, United States","9VF4+CV Bakersfield, California, USA",,+1 661-314-9306,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_NzX1ndIXk3e95B24Uw4PA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.30832&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:29.120Z,,,,
https://www.google.com/maps/place/Quality+Heavy+Duty+Diesel+Electric+Inc./data=!4m7!3m6!1s0x80ea4270cb5ce1ad:0xc67065649068967a!8m2!3d35.392004!4d-119.050644!16s%2Fg%2F1tdxqsd2!19sChIJreFcy3BC6oARepZokGRlcMY,Quality Heavy Duty Diesel Electric Inc.,4.7,18,Truck repair shop,"4340 Turcon Ave, Bakersfield, CA 93308, United States","9WRX+RP Bakersfield, California, USA",http://qualitydieselelectric.com/,+1 661-322-8872,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ukfjn7fkkUDRfr3iLbivIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.820858&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:34.165Z,,,,
https://www.google.com/maps/place/Core+Electric/data=!4m7!3m6!1s0x80ea4311c089ae1f:0xc82f698ae14a9847!8m2!3d35.3997243!4d-119.1083411!16s%2Fg%2F11g9jvhyqx!19sChIJH66JwBFD6oARR5hK4YppL8g,Core Electric,4.8,75,Electrician,"9530 Hageman Rd b269, Bakersfield, CA 93312, United States","9VXR+VM Bakersfield, California, USA",,+1 661-338-0885,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxFd5ESI6555srlaD0rjVUmNwdoxjpKixf0DywpBZvYSMCG5Dbg8SELoo3xpGxxf8Y5Vr1iuZsXp6eKYamUwZt56qm1OEryTbS3aebWfEUEpAIxByMdEVz_RyyNxlSu9iekQXCBQQ=w408-h544-k-no,true,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:39.297Z,,,,
https://www.google.com/maps/place/American+Electrical+Services/data=!4m7!3m6!1s0x80ea454e05eaae3b:0xbc479caa18385562!8m2!3d35.3945852!4d-119.0791969!16s%2Fg%2F11fcnd3blq!19sChIJO67qBU5F6oARYlU4GKqcR7w,American Electrical Services,4.2,5,Electrician,"6910 Meany Ave, Bakersfield, CA 93308, United States","9WVC+R8 Bakersfield, California, USA",http://aeserv.com/,+1 661-282-7867,Closed · Opens 6 am Mon,https://lh3.googleusercontent.com/p/AF1QipPPNWtxbWQLcM2QGCwjJl0IZ4jBZsU_EwNz_GxQ=w408-h544-k-no,true,Closed,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:44.258Z,,,,
https://www.google.com/maps/place/Kern+Machinery/data=!4m7!3m6!1s0x80ea6b9bc0f26e57:0x2112c1a63fcdfd93!8m2!3d35.3505125!4d-118.9682919!16s%2Fg%2F1tnpfrfg!19sChIJV27ywJtr6oARk_3NP6bBEiE,Kern Machinery,4.7,155,Tractor dealer,"520 S Mt Vernon Ave, Bakersfield, CA 93307, United States","922J+6M Bakersfield, California, USA",https://kernmachinery.com/,+1 661-833-9900,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNVVc95QMirmM4iYZ7s8xu0_HYQI14guTLJhTp0=w408-h306-k-no,true,7 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:49.163Z,· In-store shopping · Kerbside pickup · Delivery,,,
https://www.google.com/maps/place/PTS+Rentals/data=!4m7!3m6!1s0x80ea425a8ad08fa1:0xc71dcbfa1ad8cc01!8m2!3d35.3883672!4d-119.0793587!16s%2Fg%2F1ty74kzb!19sChIJoY_QilpC6oARAczYGvrLHcc,PTS Rentals,4.2,11,Equipment rental agency,"3109 Wear St, Bakersfield, CA 93308, United States","9WQC+87 Bakersfield, California, USA",http://ptsrentals.com/,+1 661-587-0446,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxAMO_q3kaennW7xGVg9ypEE6BkvbgZ0iVThQj4wZMe85uq5Vg1ISqpOvxvsHBw8hzkL3MaAMEarP68D1ln3qURKH78yuJb7zLFIzpszjGAs8N2VLhkM8oTHWj_O40T_msIG0=w408-h306-k-no,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:54.055Z,,,,
https://www.google.com/maps/place/Lacmore+Electric+LLC/data=!4m7!3m6!1s0x80ea692ea66706b1:0xc2377965179f8a5f!8m2!3d35.3856939!4d-119.0132815!16s%2Fg%2F11vjnxl8gj!19sChIJsQZnpi5p6oARX4qfF2V5N8I,Lacmore Electric LLC,5.0,17,Electrician,"1023 Espee St, Bakersfield, CA 93301, United States","9XPP+7M Bakersfield, California, USA",https://www.lacmore.com/,+1 661-309-3922,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jzCWgtdJElHmSGdlQUwDAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=221.01991&pitch=0&thumbfov=100,true,6 am–6 pm,Closed,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:24:58.927Z,,,,
https://www.google.com/maps/place/Pro+Power+Solutions+LLC/data=!4m7!3m6!1s0x80ea43d4c4251891:0x6549bcdf42b9c9c!8m2!3d35.3558056!4d-119.0927628!16s%2Fg%2F11v0byv1s2!19sChIJkRglxNRD6oARnJwr9M2bVAY,Pro Power Solutions LLC,5.0,15,Solar energy company,"8200 Stockdale Hwy, Bakersfield, CA 93311, United States","9W44+8V Bakersfield, California, USA",https://www.propowersoln.com/contact-us,+1 661-912-1627,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCAJflnDk_p0ZyWaitQs8D1cE1QpsrS4TbZYpXtEa9_OeVgRP2GxmXo9V_R_p7Ke3T5pCoEQmLoG6ZUj2xHVW09FRufElxvabqMBROaRsUzWkCAdvyBcuQQaqw_YxunesHieUguifbhu1M=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:25:03.968Z,,,,
https://www.google.com/maps/place/D+Squared+Electrical+Services+Inc./data=!4m7!3m6!1s0x80ea6a164b06088d:0xf5ffb98ae0aebf89!8m2!3d35.2935235!4d-118.905443!16s%2Fg%2F11bwc0zbx4!19sChIJjQgGSxZq6oARib-u4Iq5__U,D Squared Electrical Services Inc.,4.7,15,Electrician,,,http://www.dsquaredca.com/,+1 661-525-6520,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMP5x5zN_6qeRPpG9mis6P-MC04WBWNDY2uoh-v=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:25:08.672Z,,,,
https://www.google.com/maps/place/Inter+Faith+Electric+%26+Solar/data=!4m7!3m6!1s0x80ea698a3820c83f:0x86bf78fc4a86a1bc!8m2!3d35.3738113!4d-119.0182399!16s%2Fg%2F11c6l9vlkc!19sChIJP8ggOIpp6oARvKGGSvx4v4Y,Inter Faith Electric & Solar,4.3,25,Solar energy equipment supplier,"1430 Truxtun Ave 5th floor, Bakersfield, CA 93301, United States","9XFJ+GP Bakersfield, California, USA",https://www.interfaithelectric.com/?utm_source=GMBlisting&utm_medium=organic,+1 661-245-3224,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNsphu-Cbyr0CWJi8giNAYfSQw11sNSUi22dHUf=w426-h240-k-no,true,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:25:13.698Z,,true,,
https://www.google.com/maps/place/Duke+Electric/data=!4m7!3m6!1s0x80ea411e9917140b:0x30d60facfc7fd4bd!8m2!3d35.3189007!4d-119.0894907!16s%2Fg%2F11rxn8d7fl!19sChIJCxQXmR5B6oARvdR__KwP1jA,Duke Electric,4.9,40,Electrician,"7850 White Ln, Bakersfield, CA 93309, United States","8W96+H6 Bakersfield, California, USA",,+1 661-343-5645,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP6rTvuApmRR_JoxhrZnt547LM-G1HSpxl8f9xL=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:25:18.705Z,,,,
https://www.google.com/maps/place/LaVerne+%26+Son+Electrical+A%2FC+%26+Heating/data=!4m7!3m6!1s0x80ea451883a637b7:0xbc5ffdceb073b085!8m2!3d35.3138498!4d-119.068004!16s%2Fg%2F1td25rth!19sChIJtzemgxhF6oARhbBzsM79X7w,LaVerne & Son Electrical A/C & Heating,4.8,922,Air conditioning contractor,"5880 District Blvd STE 25, Bakersfield, CA 93313, United States","8W7J+GQ Bakersfield, California, USA",http://www.laverneandson.com/,+1 661-587-6600,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_J1cQJp_Gd6liAaEc-cqhg05sVaSdAbYUbr3zgnCjIPzltOpBt5QYJhsCzYBJKPfaAZ88tV8hLv4o8-OHtFV8hVbofYm7qhBBarNa7ROhA1WfS0HyzDsNrNGYdvHkL2bmVPfs=w408-h306-k-no,true,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:25:23.680Z,,,,
https://www.google.com/maps/place/Lightning+Electric/data=!4m7!3m6!1s0x80ea691b8eccf611:0xb71001404bd61167!8m2!3d35.3805144!4d-119.0002898!16s%2Fg%2F11g3z60p_m!19sChIJEfbMjhtp6oARZxHWS0ABELc,Lightning Electric,3.7,6,Electrical installation service,"131 Kentucky St, Bakersfield, CA 93305, United States","9XJX+6V Bakersfield, California, USA",https://usmapol.org/details/lightning-electric-ChIJEfb,+1 661-325-3554,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SvPEbnYbKuoTeSzvoLZmpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=200.85748&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:25:28.689Z,,,,
https://www.google.com/maps/place/Arc+Energy+Solutions/data=!4m7!3m6!1s0x673f4260674ecd6b:0x31566f87de24eb04!8m2!3d35.3829035!4d-119.0780315!16s%2Fg%2F11pt_y7j32!19sChIJa81OZ2BCP2cRBOsk3odvVjE,Arc Energy Solutions,4.8,96,Solar energy company,"6615 Rosedale Hwy, Bakersfield, CA 93308, United States","9WMC+5Q Bakersfield, California, USA",http://arcenergysolutions.com/,+1 661-615-2025,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPFPVxj3G-gOUDYXKA4zqLRs0Od_hiY8jPhfxaW=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:25:33.655Z,,,LGBTQ+ friendly,
https://www.google.com/maps/place/Willis+Electric/data=!4m7!3m6!1s0x80ea69d5dec2b5a1:0xe937dffc10cd0883!8m2!3d35.4004911!4d-119.0441811!16s%2Fg%2F1tcwx0sm!19sChIJobXC3tVp6oARgwjNEPzfN-k,Willis Electric,4.7,12,Electric motor repair shop,"4465 Buck Owens Blvd, Bakersfield, CA 93308, United States","CX24+58 Bakersfield, California, USA",http://www.williselectricmotorcompany.com/contact.html,+1 661-324-2781,"Closed · Opens 8 am Mon

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMYR9L-cgyxQe6dKHFgzC7y1y8thsrGeHdAonJ2=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-01-10T21:25:38.583Z,,,,
