placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error,isBlackOwned
"https://www.google.com/maps/place/McDonald+Jacobs,+PC/data=!4m7!3m6!1s0x54950a0512258ddb:0x3621aefb9abcb811!8m2!3d45.516088!4d-122.674894!16s%2Fg%2F1tmy4r_v!19sChIJ240lEgUKlVQREbi8mvuuITY","McDonald Jacobs, PC",4.0,4,Certified public accountant,"121 SW Salmon St #1100, Portland, OR 97204, United States","G88G+C2 Portland, Oregon, USA",http://www.mcdonaldjacobs.cpa/,+1 503-227-0581,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPk9jXii7MRHlarz5mprpbVdDkzrkSP_sLGlmUv=w408-h271-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:10.322Z,,
https://www.google.com/maps/place/Mary+Perkins+CPA+PC/data=!4m7!3m6!1s0x54950a044f69d8af:0xf5e10a11645f40a4!8m2!3d45.519919!4d-122.6779225!16s%2Fg%2F1tg4wk6l!19sChIJr9hpTwQKlVQRpEBfZBEK4fU,Mary Perkins CPA PC,5.0,2,Accountant,"520 SW 6th Ave #1110, Portland, OR 97204, United States","G89C+XR Portland, Oregon, USA",,+1 503-226-7188,Closed ⋅ Opens 9:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipODOxfC8j0rVmp4fRgbL5pIg-GZ4MYDAkriRycS=w408-h262-k-no,true,Closed,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:15.020Z,,
https://www.google.com/maps/place/Cross+Financial/data=!4m7!3m6!1s0x5495a0b0c1c0dc53:0x666176b68e50f78d!8m2!3d45.5170657!4d-122.6734344!16s%2Fg%2F1tdcg245!19sChIJU9zAwbCglVQRjfdQjrZ2YWY,Cross Financial,5.0,10,Accounting firm,"65 SW Yamhill St #400, Portland, OR 97204, United States","G88G+RJ Portland, Oregon, USA",http://www.crossfinancialmgmt.com/,+1 503-233-1133,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPc_mXgJijuLifddeVEBu1lgVUf9wHBPK8TvBYV=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:19.528Z,,
https://www.google.com/maps/place/Brown+Marilyn+S+CPA/data=!4m7!3m6!1s0x54950a105078979b:0xc414d110cc27b3be!8m2!3d45.513904!4d-122.6799639!16s%2Fg%2F1tdxq4ty!19sChIJm5d4UBAKlVQRvrMnzBDRFMQ,Brown Marilyn S CPA,5.0,1,Accountant,"1400 SW 5th Ave # 670, Portland, OR 97201, United States","G87C+H2 Portland, Oregon, USA",,+1 503-226-2441,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=98-E0y7q9ACEPsC3-qyBfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.03997&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:21.975Z,,
https://www.google.com/maps/place/WB+CPA/data=!4m7!3m6!1s0x54950a147dbe4529:0x3030ea2a239f55e9!8m2!3d45.5135326!4d-122.6764981!16s%2Fg%2F1tl4cr3b!19sChIJKUW-fRQKlVQR6VWfIyrqMDA,WB CPA,4.0,4,Accountant,"111 SW Columbia St #715, Portland, OR 97201, United States","G87F+CC Portland, Oregon, USA",http://wbcpafirm.com/,+1 503-295-1939,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zq4mrazilGB9Iv7MEI7rsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.56976&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:26.436Z,,
"https://www.google.com/maps/place/Top+Kohlbush+%26+Hoem,+LLP/data=!4m7!3m6!1s0x54950a1bb06e26db:0x6e989c697281c96!8m2!3d45.5173245!4d-122.6862593!16s%2Fg%2F1tfmhj7d!19sChIJ2yZusBsKlVQRlhwol8aJ6QY","Top Kohlbush & Hoem, LLP",5.0,2,Tax preparation service,"1201 SW 12th Ave #610, Portland, OR 97205, United States","G887+WF Portland, Oregon, USA",http://tkhllp.com/,+1 503-228-2612,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9VBLbr7Es1DD3CPosmfwqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.14636&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:30.770Z,,
https://www.google.com/maps/place/Partners+Tax/data=!4m7!3m6!1s0x54950b1fa1a57811:0x327c268752f8a101!8m2!3d45.5133305!4d-122.6811604!16s%2Fg%2F11x0gvjdym!19sChIJEXiloR8LlVQRAaH4UocmfDI,Partners Tax,5.0,29,Tax consultant,"1515 SW 5th Ave #605, Portland, OR 97201, United States","G879+8G Portland, Oregon, USA",https://oregontaxattorney.net/portland-or/,+1 971-459-8154,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4kKpmlDvqLkX5to26VwUaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.0181&pitch=0&thumbfov=100,true,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:35.684Z,,
https://www.google.com/maps/place/Leipzig+Richard+D+CPA/data=!4m7!3m6!1s0x5495a0bf1fe5b8dd:0xf983752298f75fe8!8m2!3d45.5231031!4d-122.6380051!16s%2Fg%2F1v8y3rcz!19sChIJ3bjlH7-glVQR6F_3mCJ1g_k,Leipzig Richard D CPA,5.0,1,Certified public accountant,"2705 E Burnside St # 110, Portland, OR 97214, United States","G9F6+6Q Portland, Oregon, USA",,+1 503-230-0231,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sNcPEHgBnIOgW8Eu4oMTXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.62204&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:38.274Z,,
https://www.google.com/maps/place/Schwindt+%26+Co/data=!4m7!3m6!1s0x54950a428fc833ed:0x1c887f8d396a2015!8m2!3d45.4985134!4d-122.6761563!16s%2Fg%2F1tc_qqvn!19sChIJ7TPIj0IKlVQRFSBqOY1_iBw,Schwindt & Co,5.0,2,Certified public accountant,"3407 S Corbett Ave #7, Portland, OR 97239, United States","F8XF+CG Portland, Oregon, USA",https://schwindtco.com/,+1 503-227-1165,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8JyU_LOX_gYT9ktTWjHVvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.27728&pitch=0&thumbfov=100,false,Closed,9 am–4 am,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:42.998Z,,
"https://www.google.com/maps/place/Wilken+%26+Company,+P.C.,+CPAs/data=!4m7!3m6!1s0x54950a3fe25d4d1d:0x88a91a6b260122c8!8m2!3d45.5311623!4d-122.6303394!16s%2Fg%2F1wk6zgtv!19sChIJHU1d4j8KlVQRyCIBJmsaqYg","Wilken & Company, P.C., CPAs",5.0,1,Certified public accountant,"3308 NE Peerless Pl, Portland, OR 97232, United States","G9J9+FV Portland, Oregon, USA",http://www.wilkencpas.com/,+1 503-225-1359,,,https://lh3.googleusercontent.com/p/AF1QipOkT66T6HC6qbtalcs3cqViuFwBcsLX5whfyLAg=w411-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:45.517Z,,
https://www.google.com/maps/place/Kern+%26+Thompson/data=!4m7!3m6!1s0x54950a12293e82c5:0x1112f7130d5bc741!8m2!3d45.5101732!4d-122.6774167!16s%2Fg%2F1v9lbh4w!19sChIJxYI-KRIKlVQRQcdbDRP3EhE,Kern & Thompson,3.5,2,Certified public accountant,"1800 SW 1st Ave, Portland, OR 97201, United States","G86F+32 Portland, Oregon, USA",http://www.kern-thompson.com/,+1 503-222-3338,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-yHi-X3tdpJiJHn1X90O2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.39053&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:47.919Z,,
https://www.google.com/maps/place/Chad+N.+Herman/data=!4m7!3m6!1s0x54950a10131fde49:0x14257b8b35f6c9b3!8m2!3d45.5152847!4d-122.6800622!16s%2Fg%2F11bzrg885s!19sChIJSd4fExAKlVQRs8n2NYt7JRQ,Chad N. Herman,5.0,1,Certified public accountant,"1211 SW 5th Ave #2300, Portland, OR 97204, United States","G889+4X Portland, Oregon, USA",http://www.mackroberts.com/,+1 503-224-0860,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=faOmaD6XF-knfEpfErbqCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.91081&pitch=0&thumbfov=100,false,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:52.346Z,,
"https://www.google.com/maps/place/Kevin+Keithley,+CPA,+P.C./data=!4m7!3m6!1s0x54950a045e34c11b:0xaf63cb504c088b8d!8m2!3d45.5195291!4d-122.6797726!16s%2Fg%2F1vcjlz7m!19sChIJG8E0XgQKlVQRjYsITFDLY68","Kevin Keithley, CPA, P.C.",5.0,2,Accountant,"715 SW Morrison St #700, Portland, OR 97205, United States","G89C+R3 Portland, Oregon, USA",,+1 503-228-5585,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IGhPMDuRTvAeo6tV5yPlvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.127975&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:54.962Z,,
https://www.google.com/maps/place/William+A+Leonard+Cpa/data=!4m7!3m6!1s0x54950a0569057be7:0x9b4a7a327bdb9729!8m2!3d45.5176142!4d-122.6776702!16s%2Fg%2F1tj529cp!19sChIJ53sFaQUKlVQRKZfbezJ6Sps,William A Leonard Cpa,3.4,5,Accounting firm,"888 SW 5th Ave #650, Portland, OR 97204, United States","G89C+2W Portland, Oregon, USA",http://www.wleonardcpa.com/,+1 503-227-1620,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W8WV4g_sDm2H6PC0UzFLaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.533035&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:58:57.420Z,,
"https://www.google.com/maps/place/Lisa+J.+Goecke,+CPA,+ABV,+CFF/data=!4m7!3m6!1s0x54950a10136ea9d9:0xf9007c8c120d1fc8!8m2!3d45.515219!4d-122.679949!16s%2Fg%2F1tf6rhqg!19sChIJ2aluExAKlVQRyB8NEox8APk","Lisa J. Goecke, CPA, ABV, CFF",5.0,1,Accountant,"Pacwest Center, 1211 SW 5th Ave Suite 1000, Portland, OR 97204, United States","G88C+32 Portland, Oregon, USA",,+1 503-221-7510,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6FD7SHuXrXhnAH4NPi_Qzw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.5811&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:59:01.982Z,,
https://www.google.com/maps/place/Pacific+Northwest+Tax+Service/data=!4m7!3m6!1s0x5495a17ab03dd151:0x428114bcc492acd8!8m2!3d45.5347896!4d-122.6442593!16s%2Fg%2F1vknp2kt!19sChIJUdE9sHqhlVQR2KySxLwUgUI,Pacific Northwest Tax Service,4.4,20,Tax preparation service,"2100 NE Broadway Ste. 105, Portland, OR 97232, United States","G9M4+W7 Portland, Oregon, USA",http://www.pnwtax.com/,+1 503-288-2000,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO6XIGVJ4uQSo_akRGZEu_Ttomw4xQPJ15d-u_M=w560-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:59:06.476Z,,
https://www.google.com/maps/place/Grant+Thornton+LLP/data=!4m7!3m6!1s0x54950a11e7b0032f:0x47f0761b3864e208!8m2!3d45.5132747!4d-122.6775932!16s%2Fg%2F1vfn6cb0!19sChIJLwOw5xEKlVQRCOJkOBt28Ec,Grant Thornton LLP,5.0,2,Accountant,"KOIN Center, 222 SW Columbia St #850, Portland, OR 97201, United States","G87C+8X Portland, Oregon, USA",https://www.grantthornton.com/offices/oregon/portland,+1 503-222-3562,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hsq-c2lUMBUH-yKG7YZwxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=200.14252&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:59:10.935Z,,
"https://www.google.com/maps/place/Collaborative+Business+Solutions,+LLC/data=!4m7!3m6!1s0x54957354e45ac9b7:0xba1e562983c86984!8m2!3d45.5189975!4d-122.6641258!16s%2Fg%2F1hhx9h0zp!19sChIJt8la5FRzlVQRhGnIgylWHro","Collaborative Business Solutions, LLC",4.9,14,Accounting firm,"107 SE Washington St #233, Portland, OR 97214, United States","G89P+H8 Portland, Oregon, USA",http://www.cbsolutions-or.com/,+1 971-229-1854,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aJTF9n89hVXdb5B3gjoFJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.47522&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:59:15.394Z,,
https://www.google.com/maps/place/PricewaterhouseCoopers+LLP/data=!4m7!3m6!1s0x54950a10461efc3f:0xda330c52c5b82c9e!8m2!3d45.518454!4d-122.6803474!16s%2Fg%2F1tl0x11s!19sChIJP_weRhAKlVQRniy4xVIMM9o,PricewaterhouseCoopers LLP,,,Certified public accountant,"805 SW Broadway #800, Portland, OR 97205, United States","G899+9V Portland, Oregon, USA",http://www.pwc.com/,+1 971-544-4000,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=65R-_KgN0c4ni1FM3wQQUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.58737&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:59:17.747Z,,
https://www.google.com/maps/place/Gary+McGee+%26+Co.+LLP/data=!4m7!3m6!1s0x54950b07a8616183:0xd0171136e19cbbd3!8m2!3d45.5169267!4d-122.6806572!16s%2Fg%2F1v44q3gp!19sChIJg2FhqAcLlVQR07uc4TYRF9A,Gary McGee & Co. LLP,,,Certified public accountant,"1000 SW Broadway, Portland, OR 97205, United States","G889+QP Portland, Oregon, USA",http://www.garymcgee.com/,+1 503-222-2515,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNHcxfR04JqF7kvr5bPq973bS0LBfwDxdfpuTW0=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-10-19T15:59:22.132Z,,
