placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,error
https://www.google.com/maps/place/AP+Listrom+CPA/data=!4m7!3m6!1s0x88db1eeabf6c780d:0x80a32ae5761f7142!8m2!3d26.2545804!4d-81.8017043!16s%2Fg%2F11c328tkzv!19sChIJDXhsv-oe24gRQnEfduUqo4A,AP Listrom CPA,4.0,4,Certified public accountant,"877 91st Ave N Ste. 2, Naples, FL 34108, United States","753X+R8 Naples, Florida, USA",,+1 239-793-1115,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O86Q6NA-xvxZjbXZ3KuIhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=26.092861&pitch=0&thumbfov=100,false,9 am–6 pm,9 am–6 pm,11 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:48.826Z,,
"https://www.google.com/maps/place/ASAP+Accounting+Services,+Inc/data=!4m7!3m6!1s0x88db02ca4c964543:0x8ba4b7604b04baa9!8m2!3d26.1965155!4d-81.6877754!16s%2Fg%2F1tfsj69p!19sChIJQ0WWTMoC24gRqboES2C3pIs","ASAP Accounting Services, Inc",4.8,16,Tax preparation service,"12425 Collier Blvd STE 102, Naples, FL 34116, United States","58W6+JV Naples, Florida, USA",http://www.asapaccountingservices.com/,+1 239-352-4099,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K0v27BFakWA6C3eByfzrgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.06254&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:53.823Z,,
"https://www.google.com/maps/place/Michelle+Billie,+CPA+P.A/data=!4m7!3m6!1s0x88dae2a1fd9ae66d:0xdd57a0bdf3cf1c89!8m2!3d26.1748095!4d-81.7135771!16s%2Fg%2F1tmgd701!19sChIJbeaa_aHi2ogRiRzP872gV90","Michelle Billie, CPA P.A",5.0,7,Certified public accountant,"5282 Golden Gate Pkwy unit b, Naples, FL 34116, United States","57FP+WH Naples, Florida, USA",,+1 239-352-3119,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nIGgyFxx7vmFof_lcBb91A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.64268&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:58.541Z,,
https://www.google.com/maps/place/Anstett+CPA+PA/data=!4m7!3m6!1s0x88dae1eb271fe317:0x244534f18de6159f!8m2!3d26.1603884!4d-81.7973914!16s%2Fg%2F11b6dm_gj4!19sChIJF-MfJ-vh2ogRnxXmjfE0RSQ,Anstett CPA PA,5.0,4,Accounting firm,"1000 Tamiami Trl N STE 502, Naples, FL 34102, United States","5663+52 Naples, Florida, USA",http://www.anstettcpa.com/,+1 239-435-3536,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMZxF393q-OUOd90xNDiAktWqBl9be_92tilK1i=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:03.411Z,,
https://www.google.com/maps/place/Noack+%26+Co+Firm/data=!4m7!3m6!1s0x88db1c77c50d27d9:0x74d53a8430923986!8m2!3d26.275332!4d-81.7478523!16s%2Fg%2F1xpwklbn!19sChIJ2ScNxXcc24gRhjmSMIQ61XQ,Noack & Co Firm,4.5,6,Accountant,"5621 Strand Blvd, Naples, FL 34110, United States","77G2+4V Naples, Florida, USA",http://www.noackmitchellcpa.com/,+1 239-591-3461,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6gFMRnfzj025dqMQ1yockw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.54774&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:08.224Z,,
https://www.google.com/maps/place/MartinBrown+CPAs+%26+Advisors/data=!4m7!3m6!1s0x88db1ea902c7ee77:0xc1e0ad8f7bf8dde6!8m2!3d26.1889782!4d-81.800458!16s%2Fg%2F1wz53hy8!19sChIJd-7HAqke24gR5t34e4-t4ME,MartinBrown CPAs & Advisors,5.0,1,Certified public accountant,"3411 Tamiami Trl N Ste 201, Naples, FL 34103, United States","55QX+HR Naples, Florida, USA",https://martinbrowncpas.com/,+1 239-254-8306,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NtzgDzC6p4RUgfegBzvtGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.51883&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–12 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:12.942Z,,
"https://www.google.com/maps/place/Cottrell+Tax+%26+Accounting,+LLC/data=!4m7!3m6!1s0x88db1e6ada0578d3:0x3059e71fd72ef9e9!8m2!3d26.2144286!4d-81.7753551!16s%2Fg%2F11btwrdrry!19sChIJ03gF2moe24gR6fku1x_nWTA","Cottrell Tax & Accounting, LLC",5.0,13,Tax preparation,"5633 Naples Blvd, Naples, FL 34109, United States","667F+QV Naples, Florida, USA",http://www.cottrelltax.com/,+1 239-449-4881,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipOo4krFj6hfbPRfhlZ4DL-2SqTFBfVeq0t7vqyP=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:17.775Z,,
"https://www.google.com/maps/place/David+J.+Bradach,+CPA/data=!4m7!3m6!1s0x88dae191142101df:0x5c6febffd0a8f8da!8m2!3d26.1539442!4d-81.7934183!16s%2Fg%2F1trrd_tg!19sChIJ3wEhFJHh2ogR2vio0P_rb1w","David J. Bradach, CPA",4.4,7,Tax preparation service,"1068 6th Ave N, Naples, FL 34102, United States","5634+HJ Naples, Florida, USA",http://myfavoritetaxman.com/,+1 239-261-0570,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=citVSNxN0F8iF5gXLC1Bcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=197.73741&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:22.613Z,,
"https://www.google.com/maps/place/Ravi+Ramnarain,+CPA,+LLC/data=!4m7!3m6!1s0x88d901de8ecd7a1f:0xebcecff026db2c2b!8m2!3d26.1782495!4d-81.7991737!16s%2Fg%2F11g0tq0zcr!19sChIJH3rNjt4B2YgRKyzbJvDPzus","Ravi Ramnarain, CPA, LLC",5.0,1,Certified public accountant,"2614 Tamiami Trl N Unit 317, Naples, FL 34103, United States","56H2+78 Naples, Florida, USA",http://www.raviramcpa.com/,+1 954-809-1311,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMWuWjuljj3Qp22w7S2oOjn1BdHn-62lZeabqA=w610-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:27.779Z,,
"https://www.google.com/maps/place/James+W+Walker+PA:+James+W+Walker,+CPA/data=!4m7!3m6!1s0x88dae1766badc90f:0x9e7940fe300b5075!8m2!3d26.1528131!4d-81.7594057!16s%2Fg%2F1tgf3_zq!19sChIJD8mta3bh2ogRdVALMP5AeZ4","James W Walker PA: James W Walker, CPA",3.9,7,Tax preparation service,"3960 Radio Rd STE 201, Naples, FL 34104, United States","563R+46 Naples, Florida, USA",http://www.jameswalkercpa.com/,+1 239-649-5588,Closed ⋅ Opens 8:30 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m72DXu5KvIle9KvLj-80Iw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.37012&pitch=0&thumbfov=100,true,8:30 am–5:30 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:32.540Z,,
"https://www.google.com/maps/place/DeSarno+CPA,+Inc./data=!4m7!3m6!1s0x4cca7a6521eabceb:0x572f808080f10c55!8m2!3d26.4021923!4d-81.8072911!16s%2Fg%2F11cs4f_p34!19sChIJ67zqIWV6ykwRVQzxgICAL1c","DeSarno CPA, Inc.",5.0,10,Certified public accountant,"23150 Fashion Dr #242, Estero, FL 33928, United States","C52V+V3 Estero, Florida, USA",http://www.d2cpa.xyz/contact.php,+1 239-260-5867,"Closed ⋅ Opens 9:30 am Fri

Confirmed by phone call 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO91W0X9yYzvgV-_RwhnrfQYuycad3XK2uRl2ha=w408-h346-k-no,true,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:37.887Z,,
https://www.google.com/maps/place/DGPerry+CPAs+%2B+Advisors/data=!4m7!3m6!1s0x88db1e417d455515:0x87cf2ef82cb07353!8m2!3d26.2513606!4d-81.7993052!16s%2Fg%2F11c525m8tc!19sChIJFVVFfUEe24gRU3OwLPguz4c,DGPerry CPAs + Advisors,3.0,2,Certified public accountant,"999 Vanderbilt Beach Rd Suite 707, Naples, FL 34108, United States","7622+G7 Naples, Florida, USA",https://dgperry.com/,+1 239-262-2279,Closed ⋅ Opens 8 am Fri,https://lh3.googleusercontent.com/p/AF1QipOcxYMEfTuDJtwwYTZzvbUcllOVUZk1kpVzpI1v=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:43.007Z,,
"https://www.google.com/maps/place/Luis+A.+Freire+Riveron,+CPA/data=!4m7!3m6!1s0x88db0726b7c44149:0x71bc92303c330413!8m2!3d26.271446!4d-81.55617!16s%2Fg%2F11w4jy9vq8!19sChIJSUHEtyYH24gREwQzPDCSvHE","Luis A. Freire Riveron, CPA",5.0,5,Certified public accountant,"2565 22nd Ave NE, Naples, FL 34120, United States","7CCV+HG Naples, Florida, USA",https://lafrcpa.com/,+1 239-322-6686,Closed ⋅ Opens 8 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mXiT8PmitAOvnR3_Akw44A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.14835&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:58:48.065Z,,
