placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/3D+Tire+Company+Inc/data=!4m7!3m6!1s0x88e770efd54d036d:0x409a737e4a9f6632!8m2!3d28.618231!4d-81.394982!16s%2Fg%2F1td1w87t!19sChIJbQNN1e9w54gRMmafSn5zmkA,3D Tire Company Inc,4.8,174,Auto repair shop,,"538 W Kennedy Blvd, Orlando, FL 32810, United States","JJ94+72 Orlando, Florida, USA",http://www.3dtirecompany.com/,+1 407-875-3399,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweov_Oi7kqt_O1aLdDb7JGiqCmE8ft0oV0UP_iWnReD6HN0a2QxRG4K1IUon7v71UrRpeI71688EKHvtsvl2jFF_gbyvW5sn8nM4isL_iSmNYimHdJkukJcyLJtKBIxscC-BqpGn=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:52:56.323Z,,
https://www.google.com/maps/place/Tire+Outlet/data=!4m7!3m6!1s0x88e76fb0d67bba19:0xc1a1876d6c20f63b!8m2!3d28.6115061!4d-81.2821002!16s%2Fg%2F11b7lff85c!19sChIJGbp71rBv54gRO_YgbG2HocE,Tire Outlet,4.8,302,Tire shop,,"Tire Outlet, 4300 Aloma Ave, Winter Park, FL 32792, United States","JP69+J5 Winter Park, Florida, USA",,+1 407-636-6844,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZzMpxmJcnQYyjtpphEIzFN_f8zBY-bEUohtuoCBuE3loLL7ztS708OUsggtX847uHGxsdK6QlAzFUcdPEcAVJNYodNgnMb7MXZxPzCwAEhbbtYghVDwSlcErCU1dEVoH0KSEl=w513-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:01.345Z,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x88e7708d1989bbd7:0x1f9a187af258b7f0!8m2!3d28.6070419!4d-81.3928222!16s%2Fg%2F1vtzj0nw!19sChIJ17uJGY1w54gR8LdY8noYmh8,Firestone Complete Auto Care,4.2,409,Tire shop,· In-store shopping · Kerbside pickup,"854 Lee Rd, Orlando, FL 32810, United States","JJ44+RV Orlando, Florida, USA",https://www.firestonecompleteautocare.com/florida/orlando/854-lee-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 321-441-4431,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoixOFyTSDkJ14E9o_HsAtZWDtOA1wqOP84x838bz2j7EZcYzjkCCkWUw-cvOAZC7WGQcDl6fZ7DRlfDl_6hLosRC4Jczv82rcd1nNTlstH1-Bw7WsYeumAt7cMRUFyaQtDmsJcyXn36O1i=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:06.590Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Auto+Master+Repair/data=!4m7!3m6!1s0x88e7700d06359789:0x5f8ab06a6f7647e4!8m2!3d28.5919966!4d-81.375098!16s%2Fg%2F1tfmp69y!19sChIJiZc1Bg1w54gR5Ed2b2qwil8,Auto Master Repair,4.7,213,Auto repair shop,,"1892 Kentucky Ave, Winter Park, FL 32789, United States","HJRF+QX Winter Park, Florida, USA",https://www.automastercompleterepair.com/,+1 407-644-9471,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweobmx8CJMe9RnNYZSR_q6lCKNXGtCbbuRkGqH-zI0HePcJjYlwV3f0jQWP0ZGuAhPc30mfeVhnM0aP68k2c-HFzIJEHAZYuQupR4Li1yNtmXSS-wDQomuO3OEiSXT5Ao0TlVPTr=w408-h272-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:11.644Z,,
https://www.google.com/maps/place/B+Z+Auto+Service+Center/data=!4m7!3m6!1s0x88e7704006edddef:0xfa96c4fa437b5247!8m2!3d28.6071787!4d-81.3614178!16s%2Fg%2F1tf7ncwv!19sChIJ793tBkBw54gRR1J7Q_rElvo,B Z Auto Service Center,4.9,127,Auto repair shop,,"1106 Solana Ave, Winter Park, FL 32789, United States","JJ4Q+VC Winter Park, Florida, USA",https://bzautoservicecenter.com/,+1 407-647-1455,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqHUrJ-r1MffCxO9X-OaB1Shi41VL0gxpZ8Qk_K8hNVDDdtaRm3jLAASDGNxHZQ_4up56QXojcF5Vcmq9POgA7JvJFeq15SvTo7HctC2NWw_c46qQf-lSh8LOpvQR-YhvOQtgUJ=w427-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:16.654Z,,
https://www.google.com/maps/place/Carlito%27s+Tires/data=!4m7!3m6!1s0x88e76581c44e8775:0x4f447ab5438a1721!8m2!3d28.5759714!4d-81.2947618!16s%2Fg%2F1tj6vn89!19sChIJdYdOxIFl54gRIReKQ7V6RE8,Carlito's Tires,4.8,1924,Tire shop,· In-store shopping · In-store pick-up · Delivery,"2100 N Forsyth Rd, Orlando, FL 32807, United States","HPG4+93 Orlando, Florida, USA",https://www.carlitostires.com/,+1 407-679-8174,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweocuOPOze0fQu7FquVUVKmLAGa5OXNHl16s5RfG-flN2leq51Djiz5vu5BqrT_iN81qb5iJYz8qsxQ5bqwDUesdioTiPvYtSqAGENt7opvFIwDdXoCRxap75ANTzqDWBww1Be0tu_iglyY=w408-h283-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:21.721Z,,
https://www.google.com/maps/place/Cech+Auto/data=!4m7!3m6!1s0x88e770773b1fac3f:0x21370d45843a9c58!8m2!3d28.5897954!4d-81.3713919!16s%2Fg%2F11c0r5nc69!19sChIJP6wfO3dw54gRWJw6hEUNNyE,Cech Auto,4.6,174,Auto repair shop,,"1633 Minnesota Ave, Winter Park, FL 32789, United States","HJQH+WC Winter Park, Florida, USA",http://www.cechauto.com/,+1 407-628-8699,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepmPmheYvMaWv-ik6JoZlijR3eG1mNqnjjO_QjIwnbEQQo5sZep37y3RXUoWlggl1z7Qnlt45bkri4E4SbmmI7k5lHeOaqItdP9yiTQa6Yn_d_maxeoNScgZTNWMkeiifmmhwMIaSgFUH4=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:27.161Z,,
https://www.google.com/maps/place/J.+F.+Davis+Automotive/data=!4m7!3m6!1s0x88e77070cacec029:0xd4e40478e7f92134!8m2!3d28.5903813!4d-81.3719922!16s%2Fg%2F11btvldq3b!19sChIJKcDOynBw54gRNCH553gE5NQ,J. F. Davis Automotive,4.8,48,Auto repair shop,,"701 Harold Ave, Winter Park, FL 32789, United States","HJRH+56 Winter Park, Florida, USA",https://jfdavisautomotive.com/,+1 407-914-8334,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovV1Tq-b55PaI8p2pDgoKNz4o6hcyqazpZY_X8DmJ7sriYpsuxjGaaW3pbjeMP4OcOiGK3S2vhlJe96xbCQAlk7BXU76yUh3-kGoMsd7cPvv9TfB6bJS6RZ1SZvmTRhOWpiMA=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:32.288Z,,
https://www.google.com/maps/place/La+Torre%27s+Brake+Shop/data=!4m7!3m6!1s0x88e77a826a9d9951:0xd81f046608f64724!8m2!3d28.583603!4d-81.3771087!16s%2Fg%2F1tksjmjs!19sChIJUZmdaoJ654gRJEf2CGYEH9g,La Torre's Brake Shop,4.9,25,Brake shop,,"1440 Formosa Ave, Winter Park, FL 32789, United States","HJMF+C5 Winter Park, Florida, USA",,+1 407-644-1777,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4z_ZLyKh4ufgDWOIZ_oB_oAHmrOLNA5DUCMVdIgn9q7S3Du92bmx7s150iqSFDq7swL_2C6vB2lIX2-wuGgJdtu0qG9w4Wi6QerOTVGe2qT5cvIiIDMBXMW8SV2R-RlkDKAuc=w408-h544-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:37.628Z,,
https://www.google.com/maps/place/Mavis+Tires+%26+Brakes/data=!4m7!3m6!1s0x88e7656c41612449:0x9a829f319ff6c754!8m2!3d28.5623923!4d-81.311333!16s%2Fg%2F1thw7k6f!19sChIJSSRhQWxl54gRVMf2nzGfgpo,Mavis Tires & Brakes,4.6,530,Auto repair shop,,"1222 N Semoran Blvd, Orlando, FL 32807, United States","HM6Q+XF Orlando, Florida, USA",https://www.mavis.com/locations/orlando-n-semoran-blvd-fl?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=1801,+1 321-358-1671,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopzULZPcC4u2S1fp8XNP1TkpnDfB8Q3MHfPpEN-vx2JPTrDBNAxLoBgS1P263i4x6UCAfh6rHFt41LX9Dy8w0Ub0QElNqVK2e1HuGPmv65BCZjqDgFmnmxvifNE0kXf9aRUIsv=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–8:30 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:42.683Z,LGBTQ+ friendly,
https://www.google.com/maps/place/COLLEGE+PARK+SUNOCO/data=!4m7!3m6!1s0x88e77a7b50c71989:0xa8781bbacc950ecd!8m2!3d28.5750102!4d-81.3899021!16s%2Fg%2F1tkrmmkr!19sChIJiRnHUHt654gRzQ6VzLobeKg,COLLEGE PARK SUNOCO,4.8,112,Auto repair shop,,"2610 Edgewater Dr, Orlando, FL 32804, United States","HJG6+22 Orlando, Florida, USA",http://www.collegeparksunoco.net/,+1 407-841-4846,"Open · Closes 6 pm

Updated by others 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepJl9iudHPtB6XGfLPW5bMdbyt6fc5Vnwk9ZsVyQ4BHHBAxP7wDXqiLP4ZIMbZ7h_NMiW_0Kst28lEvowWb9F57UFlbUajfsr2RlsJwsrLshw4xGg3dn_8fbWZ_9o3IEvNWYOAx=w605-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9:30 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:48.183Z,,
https://www.google.com/maps/place/Maitland+Tire+Co/data=!4m7!3m6!1s0x88e7704aefdaba75:0x5674d377fc42e29b!8m2!3d28.6285931!4d-81.3639773!16s%2Fg%2F1tcv_7cc!19sChIJdbra70pw54gRm-JC_HfTdFY,Maitland Tire Co,4.6,180,Tire shop,· In-store shopping,"233 Orlando Ave, Maitland, FL 32751, United States","JJHP+CC Maitland, Florida, USA",http://www.maitlandtire.com/,+1 407-539-0800,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzMuz34_bunz669sV0BsWfLq8dToO8kqqeIMs442_VkeBAt4w_H1by_tHNHDICgHGtdPxIzT7k_siI1mC17-8pEIDV4jNm_YhbXlJ4KFZnIV7D3sUWncvYTvEBUIT9jVRANNdAJbIT1nV6=w519-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:53.350Z,,
https://www.google.com/maps/place/Holler+Honda+Fairbanks+Service+Center/data=!4m7!3m6!1s0x88e7700db02fd7a1:0x6764355f680b498d!8m2!3d28.5933623!4d-81.3584306!16s%2Fg%2F1tdym0lc!19sChIJodcvsA1w54gRjUkLaF81ZGc,Holler Honda Fairbanks Service Center,4.8,982,Car repair and maintenance service,,"711 W Fairbanks Ave, Winter Park, FL 32789, United States","HJVR+8J Winter Park, Florida, USA",https://www.hollerhonda.com/service.aspx?utm_source=google&utm_medium=organic&utm_campaign=google_my_business_service_fairbanks&utm_content=website_button,+1 407-645-2282,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoRI0i4TBcDiLBi0lB7ezNBY8FXiCpjkaYJ_G1HKWg71M04yV8fGQqZkV_b7Sx98R3hqt4FjU6EBI4tXONeYLs5eECOm7V6KvXxn36iMuFI-alwKc60Ym_gOFwUUFUw2a9utX8w=w408-h272-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-03-23T16:53:58.481Z,,
