placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/AFS+Foundation+%26+Waterproofing+Specialists/data=!4m7!3m6!1s0x88607cff6ecf7e29:0x7c16b5959d5ca9cb!8m2!3d35.0500701!4d-85.2756328!16s%2Fg%2F1hc248l89!19sChIJKX7Pbv98YIgRy6lcnZW1Fnw,AFS Foundation & Waterproofing Specialists,4.9,1373,Concrete contractor,"806 N Holtzclaw Ave, Chattanooga, TN 37404, United States","3P2F+2P Chattanooga, Tennessee, USA",https://www.afsrepair.com/about/meet-the-team/chattanooga-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_afs-chatt,+1 423-537-6644,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep3npA1n6maHvRuO3xFC2JPFrtD80UuidJoi6iRcf3yZgnTCWRKIhPAj5KCl_F8Q2GwQl7_ys_fmLdn4kR2yJUPtHQl61LI8Px08TecbQGghcZSaYK7fed22GLy10e89iO-Y1qZlw=w423-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:10.692Z,,,,
https://www.google.com/maps/place/911+Restoration+of+Chattanooga/data=!4m7!3m6!1s0x886064c323cb0a6b:0x80f3c01563bfab61!8m2!3d35.0048729!4d-85.1484631!16s%2Fg%2F11hd4_rl8q!19sChIJawrLI8NkYIgRYau_YxXA84A,911 Restoration of Chattanooga,4.7,32,Water damage restoration service,"8111 E Brainerd Rd, Chattanooga, TN 37421, United States","2V32+WJ Chattanooga, Tennessee, USA",https://www.911restorationchattanooga.com/,+1 423-708-4978,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerYoTPU350KjQpCVkI6TZdZJD4_Qhb7SXik9BOOPpReSGPjLkOPm3uiF2X1ezzvKzooojwEg5o845Fj9nXdjZ8m18TmDCKxOilxsZTZp8bXk0AzFdxctQPzW8Iob3SxWEjntao=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:15.414Z,,,,
https://www.google.com/maps/place/Paul+Davis+Restoration+of+Greater+Chattanooga+TN/data=!4m7!3m6!1s0x886063f14a2ca959:0x5f95957b96fe983b!8m2!3d35.0367588!4d-85.1738454!16s%2Fg%2F1vyn4l4t!19sChIJWaksSvFjYIgRO5j-lnuVlV8,Paul Davis Restoration of Greater Chattanooga TN,4.3,44,Water damage restoration service,"1916 Circle Dr, Chattanooga, TN 37421, United States","2RPG+PF Chattanooga, Tennessee, USA",https://greater-chattanooga.pauldavis.com/,+1 423-899-2406,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrnHRL0OkJKgP5rfNoUVUb_ltFKer9j2QLZUPNoijOtkR25o9pREwRr5rgDRZGA0iBLl2Iz9zJSSRVm0F7I9aR4UK3L-SLjyhJzyBsbr4gYMdRz0iuGg8UElWybDgyjsPV1khWXOuoKC8=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:20.294Z,,,,
https://www.google.com/maps/place/Independent+Restoration+Services/data=!4m7!3m6!1s0x88605fe7312e0d11:0x53683c4e9794a99d!8m2!3d35.0359415!4d-85.1283052!16s%2Fg%2F11qycl5qs2!19sChIJEQ0uMedfYIgRnamUl048aFM,Independent Restoration Services,4.9,43,Water damage restoration service,"7933 Shallowmeade Ln, Chattanooga, TN 37421, United States","2VPC+9M Chattanooga, Tennessee, USA",http://irs-423.com/,+1 423-521-2424,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSlqi_l6PjNoNRDOCuY66hIo2sZ1CXl_YMOQKVbcyEBZlSPh5GoiiaOTISuPPOyF_1F2n4GYl6yH6UI-6tDbpwiX2YOgjPMIeK6mXnLPLfdRU03YPBViM0I-PnbcGCYPp_TkhcXg=w408-h529-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:25.153Z,,,,
https://www.google.com/maps/place/Green+Home+Solutions+of+Chattanooga+%28TN%29/data=!4m7!3m6!1s0x886061c450f493ad:0xff96e49102388f6c!8m2!3d35.019727!4d-85.09368!16s%2Fg%2F11k6gt0qv_!19sChIJrZP0UMRhYIgRbI84ApHklv8,Green Home Solutions of Chattanooga (TN),4.7,24,Water damage restoration service,,,http://www.greenhomesolutions.com/chattanooga-tn,+1 423-825-9808,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep843ovZ07vGpj0eU5tGgp1iLJn8wgGbhMTTnhrr5nYjXkhx9ZDW-R_Px6KQv-79cbs4o7BwRzCyEMZ47vUnOjJEIe4B03X6QA3xacCGO7r9uh1fwL9K02ZuLlZ3Oh8ZWXK0ea24w=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:29.893Z,,,,
https://www.google.com/maps/place/Voda+Cleaning+%26+Restoration+of+Chattanooga/data=!4m7!3m6!1s0x4309b296304a5755:0x8ca5dd09e927cc6c!8m2!3d35.2037686!4d-85.197052!16s%2Fg%2F11y1t2w6pn!19sChIJVVdKMJayCUMRbMwn6QndpYw,Voda Cleaning & Restoration of Chattanooga,4.8,82,Water damage restoration service,"8416 Quarles Ln, Hixson, TN 37343, United States","6R33+G5 Hixson, Chattanooga, TN, USA",https://myvoda.com/chattanooga-tn/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 423-403-0242,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepCMQ_zc1zfvjnWaQxmUE4pXqzniOg2a3-eeLq9-A4R4Ea1aNgajmjPQVqgKjtOnifyL-qpHuNAKSdQfjbZdDoTDyC_OnisopwbHmMF1CpJ1PPzEbriNr2762thxmuXahCHBuPQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:35.006Z,,,,
https://www.google.com/maps/place/Flood+%26+Fire+Pros/data=!4m7!3m6!1s0x6244628791a0e393:0xef9f72f76b89d2b9!8m2!3d35.1737756!4d-85.2066969!16s%2Fg%2F11pzwz05r5!19sChIJk-OgkYdiRGIRudKJa_dyn-8,Flood & Fire Pros,5.0,113,Water damage restoration service,"6921 Middle Valley Rd Suite 106, Hixson, TN 37343, United States","5QFV+G8 Hixson, Chattanooga, TN, USA",http://www.floodfirepros.com/,+1 423-414-4108,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJm_cy7tjPgJbTLd1nxF6EOpXuilIcQ9yshmM48MAoTnWz8dopmR-Vj75-TvcZ89Xa739pxzui-puUQXh6-YE4CIpn-WqmStkJJ-Km2jdUBp8tprE29cXEdJ1CmuIcG9XzdWBrww=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:39.906Z,,,,
https://www.google.com/maps/place/SERVPRO+of+Chattanooga/data=!4m7!3m6!1s0x88607da4f8e9991b:0xa9046e5de1f35d7c!8m2!3d35.0754041!4d-85.0663723!16s%2Fg%2F11b6bgbpg0!19sChIJG5np-KR9YIgRfF3z4V1uBKk,SERVPRO of Chattanooga,4.6,304,Water damage restoration service,"9028 Jetrail Dr, Collegedale, TN 37363, United States","3WGM+5F Collegedale, Tennessee, USA",https://www.servpro.com/locations/tn/servpro-of-chattanooga?utm_medium=organic&utm_source=gbp,+1 423-326-1406,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepb54dwbv8nsvwf4rc_QIp4Q5ZkyO9jvpeVukcQZg8F4HuJlJ87zHpyc1BrsbbCP2cOSJhsugKkLwclMIoX1WJ76zo9pdqzxmYth4OonzCMOj2Jhrtu6UfVCC2z5WM_vyOvLZ9xs_Wq4Eb1=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:44.907Z,,,,
https://www.google.com/maps/place/Enviro-Master+of+Chattanooga/data=!4m7!3m6!1s0x886061cc10ff99fb:0xb7dc7a322eaf75b0!8m2!3d35.159842!4d-85.3302245!16s%2Fg%2F11f66rcgz2!19sChIJ-5n_EMxhYIgRsHWvLjJ63Lc,Enviro-Master of Chattanooga,5.0,315,Janitorial service,,,https://enviro-master.com/commercial-cleaning-locations/chattanooga-tennessee/?utm_source=gbp&utm_medium=organic,+1 423-443-3538,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqjCHXSHBnpLWfjXDsgw5_i10cBFGKlpIMMBaqmFyOOA0FFLbBYHkfqTG_AUGtM3Sk7EUy5fY-Xq-KzuRRyGKN1QkwywOJ-WWOfeLXOZgICNN8dA8oJP4bRDmZUp5s0mbROmg10rfndKQaz=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:49.651Z,,,,
"https://www.google.com/maps/place/River+City+Restoration,+LLC./data=!4m7!3m6!1s0xea550dff9b1959:0x8c753d62f9c95dfb!8m2!3d35.057345!4d-85.302975!16s%2Fg%2F11t9hk6kck!19sChIJWRmb_w1V6gAR-13J-WI9dYw","River City Restoration, LLC.",5.0,82,Pressure washing service,,,http://www.rivercityres.com/,+1 423-305-3059,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqt9rY3MTxLi6DqRIl1fEVHZdikPgrEyXvfRGM6yqUWyhCwf2xyK4VuTo9oOFePHB_XveQHmwP6w_j3RXV3rwUxaig1R-sWiCq40Lt7ILx6fP-WS0N5bRvadl53FrqKiQsn6zkJCg=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:54.503Z,,,,
https://www.google.com/maps/place/All+Dry+of+Chattanooga/data=!4m7!3m6!1s0x8b9fdacf951b0711:0x413b177a00ccc6b2!8m2!3d34.9716245!4d-85.1283295!16s%2Fg%2F11ld87qcwg!19sChIJEQcblc_an4sRssbMAHoXO0E,All Dry of Chattanooga,5.0,39,Water damage restoration service,,,https://www.myalldry.com/chattanooga-tennessee/,+1 423-597-3799,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer9pQDL4XixXU2KqwlaMx5CkzIcDopLaIl9OWI4MI9BPA9Xzcyi91w7GqY3zvv3QAJrv3dmZBEz-pNV0Mvz3JAyn7vL0c2Or_5dMaHbYD-n6xL40e9l1ETF0MF0WX_FFQ-golzh4nG0RbXI=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:34:59.379Z,,,,
https://www.google.com/maps/place/Rainbow+Restoration+of+Chattanooga/data=!4m7!3m6!1s0x88605c2b3b52fcc3:0x85eebff627003ab!8m2!3d34.9822488!4d-85.1944223!16s%2Fg%2F11clvbzlnk!19sChIJw_xSOytcYIgRqwNwYv_rXgg,Rainbow Restoration of Chattanooga,4.6,22,Water damage restoration service,"1285 Scruggs Rd, Ringgold, GA 30736, United States","XRJ4+V6 Ringgold, Georgia, USA",https://rainbowrestores.com/chattanooga?cid=LSTL_RBW000202&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 423-417-1818,"Open 24 hours

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqalS2Y9NJLNWQgJINAsbXP82yBcCsjBV9v946upOdrB4Y79HOQGwTmlKGPSuou-oF5b9RV-6YEydOuVHIbf6zoF67fVvEAWorTw2SBkOtcvL1tpluYoNPcVMqLJDw-nOV6ZdLB8H3ALXcA=w408-h526-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:35:04.299Z,,,,
https://www.google.com/maps/place/ServiceMaster+Restoration+by+The+Lookout/data=!4m7!3m6!1s0x88608b674cb254d9:0xdc23344830eda5aa!8m2!3d35.1577106!4d-85.1965888!16s%2Fg%2F11yzymj6qs!19sChIJ2VSyTGeLYIgRqqXtMEg0I9w,ServiceMaster Restoration by The Lookout,5.0,4,Water damage restoration service,"6425 Hixson Pike #7, Hixson, TN 37343, United States","5R53+39 Hixson, Chattanooga, TN, USA",https://www.servicemasterrestore.com/servicemaster-by-twins-chattanooga/,+1 423-242-5537,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepCtg3FK5QFhcu4klxsRt4xKFNpidj9dTV_n4rNqVcoGyp_StnKZwnwtqYUXm3wGTPWChMd3FFsHMe0Q3MgKmD1WvGdWim96FyODGEJoX0OV3yQ9LxjFO82oCU4AXPbhsxkvi6kmEOkFmm9=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:35:09.097Z,,,,
https://www.google.com/maps/place/Mighty+Dog+Roofing+of+Greater+Chattanooga/data=!4m7!3m6!1s0xcdb6f9561ce41db:0xad282d9fac51494b!8m2!3d35.0553734!4d-85.1941092!16s%2Fg%2F11jsjkx786!19sChIJ20HOYZVv2wwRS0lRrJ8tKK0,Mighty Dog Roofing of Greater Chattanooga,5.0,101,Roofing contractor,"5959 Shallowford Rd Suite 507, Chattanooga, TN 37421, United States","3R44+49 Chattanooga, Tennessee, USA",https://www.mightydogroofing.com/greater-chattanooga-tn,+1 423-250-2798,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersCms0PzNlzBodTtcU_sia05ZKjDG9UWJ0VIYnd4W9qYKXQcuifIxR9M-_Q20id4ficGSZhIkcSX-2VAFTnFdF_d_Bgx4egRDsm6ut4Eo1w2l6uIL7wazI3YAqGM8KnCaLqPWEAJBt5890=w412-h240-k-no,true,Closed,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-03-23T03:35:13.959Z,,,,
