placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Nixon+Power+Services+Co/data=!4m7!3m6!1s0x885698e53061252f:0xf130212cc1384e31!8m2!3d35.190979!4d-80.9311599!16s%2Fg%2F1thlnspy!19sChIJLyVhMOWYVogRMU44wSwhMPE,Nixon Power Services Co,4.9,7,Distribution service,"3101 Yorkmont Rd #100, Charlotte, NC 28208, United States","53R9+9G Charlotte, North Carolina, USA",https://www.nixonpower.com/,+1 704-588-1043,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pbGa2dvBxMo8RT45TY5Tmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.69112&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:24:51.191Z,,,
https://www.google.com/maps/place/Power+Source+Electrical+Services+Inc./data=!4m7!3m6!1s0x88569f9189341c33:0x1cf41b3a3f18b673!8m2!3d35.1122948!4d-80.9021938!16s%2Fg%2F11j1hx6sg7!19sChIJMxw0iZGfVogRc7YYPzob9Bw,Power Source Electrical Services Inc.,4.8,62,Electrician,"10336 Southern Loop Blvd, Pineville, NC 28134, United States","436X+W4 Pineville, North Carolina, USA",https://powersourceelectrical.com/,+1 704-529-4445,Closed · Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN0iKOymo0lkbwpR7xA6gOLkwxEOfwMeT4__nH2=w408-h368-k-no,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:24:56.226Z,,,
"https://www.google.com/maps/place/Acosta+Heating,+Cooling,+%26+Electrical/data=!4m7!3m6!1s0x88569f3a2e8adecb:0xe52947490a0aa0fc!8m2!3d35.1943754!4d-80.8853649!16s%2Fg%2F1tk6r0l4!19sChIJy96KLjqfVogR_KAKCklHKeU","Acosta Heating, Cooling, & Electrical",4.7,2249,Heating contractor,"3915 Stuart Andrew Blvd, Charlotte, NC 28217, United States","54V7+QV Charlotte, North Carolina, USA",https://www.acostainc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-charlotte,+1 704-275-6190,Open · Closes 9 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOFLUHKUQKKjya2Jx2isgnJlzSDZRDSiJu9VN6F=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:01.168Z,,,
https://www.google.com/maps/place/Michael+%26+Son+Services/data=!4m7!3m6!1s0x88569f3e4fec1ab7:0x14cec3a860d5affe!8m2!3d35.2594019!4d-80.8813398!16s%2Fg%2F1pp2wycql!19sChIJtxrsTz6fVogR_q_VYKjDzhQ,Michael & Son Services,4.7,4033,Heating contractor,"140 Dupree St, Charlotte, NC 28208, United States","7459+QF Charlotte, North Carolina, USA",https://www.michaelandson.com/charlotte?utm_source=%20GMBlistingCharlotte&utm_medium=referral,+1 704-444-0562,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPiQ0tHNBKQYF5DZA4nwwLf7qFvdUVP9laYTnO7=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:06.203Z,,,
"https://www.google.com/maps/place/MLS+-+Millennium+Lighting+Solutions,+Inc./data=!4m7!3m6!1s0xf79a00a6d3eb77b:0x90a9b412902782f!8m2!3d35.260341!4d-80.8189618!16s%2Fg%2F11tk1c8cw5!19sChIJe7c-bQqgeQ8RL3gCKUGbCgk","MLS - Millennium Lighting Solutions, Inc.",4.8,126,Electrician,"801 Atando Ave suite l, Charlotte, NC 28206, United States","756J+4C Charlotte, North Carolina, USA",https://www.themlscompany.com/,,"Closes soon · 5 pm · Opens 7 am Mon

Confirmed by this business 4 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwy6A1-A_qz1cKfFwlYbNpHZlUeHPEJWodxzK4Ua1HGIzZQLr_LSjlQfHx3zoR2zrXjPuUSvGG_TaPDj0ZY9syT02w5cs5i0p1Y-4fJJE7m6EYjFG44PMh0_78keMEx2jlmgKFr=w408-h544-k-no,true,9 am–5 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:11.370Z,,,
https://www.google.com/maps/place/Touch+Of+Power+Solutions+LLC/data=!4m7!3m6!1s0x8856a1ea76d7a227:0xcf7a378137ba5e9e!8m2!3d35.266789!4d-80.8705549!16s%2Fg%2F11sx75ff_c!19sChIJJ6LXduqhVogRnl66N4E3es8,Touch Of Power Solutions LLC,4.9,28,Electrician,"722 Montana Dr, Charlotte, NC 28216, United States","748H+PQ Charlotte, North Carolina, USA",https://www.touchofpowersolutions.net/,+1 704-925-7522,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOvclkm-fZaciJ2VGTMIPET42rKmLhnjz9DjtBD=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:16.298Z,true,,
https://www.google.com/maps/place/Curtis+Power+Solutions/data=!4m7!3m6!1s0x885699044988d72d:0xa0b81ce6288de450!8m2!3d35.1773726!4d-80.93179!16s%2Fg%2F11j5vksmyx!19sChIJLdeISQSZVogRUOSNKOYcuKA,Curtis Power Solutions,5.0,1,Industrial equipment supplier,"2011 Cross Beam Dr, Charlotte, NC 28217, United States","53G9+W7 Charlotte, North Carolina, USA",https://www.curtispowersolutions.com/,+1 980-217-2716,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipP05dHC34UedbQ6duJ0j6QSLTqig04ON2z_HJsz=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:21.001Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+South+Charlotte/data=!4m7!3m6!1s0x4693c8fe316aa46d:0x395c81b5e477657!8m2!3d35.2101262!4d-80.8643266!16s%2Fg%2F11l6mc97cs!19sChIJbaRqMf7Ik0YRV3ZHXhvIlQM,Mr. Electric of South Charlotte,5.0,215,Electrician,"307 W Tremont Ave Suite 200, Charlotte, NC 28203, United States","646P+37 Charlotte, North Carolina, USA",https://mrelectric.com/south-charlotte?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 704-360-8747,"Open 24 hours

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipO7mCMLJHy8phb62jZgSCuJa0fua3x8sMF1S9cj=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:26.097Z,,,
https://www.google.com/maps/place/MACK+ELECTRIC+LLC/data=!4m7!3m6!1s0x885421b8bdf60ec3:0x5a6748e68a2c35b2!8m2!3d35.1923745!4d-80.7769557!16s%2Fg%2F11pxm72txm!19sChIJww72vbghVIgRsjUsiuZIZ1o,MACK ELECTRIC LLC,4.8,94,Electrician,"3024 Oak Lndg Dr, Charlotte, NC 28205, United States","56RF+W6 Charlotte, North Carolina, USA",http://mackelectriccharlotte.com/,+1 704-756-2907,Closed · Opens 7 am Sun,,https://lh3.googleusercontent.com/p/AF1QipObWP6NvBnUYo_-6iYCHo_xRqD5S3KsMYBa5HzI=w408-h306-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:30.937Z,,,
https://www.google.com/maps/place/Gianni+Electrical+Service/data=!4m7!3m6!1s0x88541ff04750cc17:0xc04a52575761003c!8m2!3d35.2247073!4d-80.820737!16s%2Fg%2F11jkz_4y8t!19sChIJF8xQR_AfVIgRPABhV1dSSsA,Gianni Electrical Service,5.0,676,Electrician,"933 Louise Ave, Charlotte, NC 28204, United States","65FH+VP Charlotte, North Carolina, USA",https://www.giannielectrical.net/,+1 704-995-9805,,,https://lh3.googleusercontent.com/p/AF1QipMj7BYXROjRDbjCLIVYG5zLeFT6R4CAEJBlyr_P=w408-h407-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:35.916Z,,,
https://www.google.com/maps/place/Honesty+Electric/data=!4m7!3m6!1s0x88569fff74cf7f8b:0xa36c287457fda368!8m2!3d35.1226539!4d-80.8982696!16s%2Fg%2F11d_8m2cz_!19sChIJi3_PdP-fVogRaKP9V3QobKM,Honesty Electric,5.0,390,Electrician,,,http://wwwhonestyelectricllc.com/,+1 704-315-4063,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN6gzYsnSGbA-UTXutncIXRHKwpLECYE-ktvkjC=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:40.843Z,,,
"https://www.google.com/maps/place/Fountain+Electric+%26+Services+%7C+Charlotte,+NC/data=!4m7!3m6!1s0x885699a6572e9a8d:0xede0703a32608efc!8m2!3d35.1968138!4d-80.9405587!16s%2Fg%2F11h152p645!19sChIJjZouV6aZVogR_I5gMjpw4O0","Fountain Electric & Services | Charlotte, NC",4.3,30,Electrician,"4801 West Blvd, Charlotte, NC 28208, United States","53W5+PQ Charlotte, North Carolina, USA",https://fountainelectric.com/,+1 704-910-3956,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMKtXtJtp40mv_H7VhIE8l0VZL459cUotQHdzy0=w408-h398-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:45.689Z,,,
https://www.google.com/maps/place/Preferred+Electric+Company+Inc./data=!4m7!3m6!1s0x88569f231279ff0f:0xbcba189c81f7fc9c!8m2!3d35.1870376!4d-80.8804759!16s%2Fg%2F1v8x2xgd!19sChIJD_95EiOfVogRnPz3gZwYurw,Preferred Electric Company Inc.,4.2,16,Construction company,"4113 Yancey Rd, Charlotte, NC 28217, United States","54P9+RR Charlotte, North Carolina, USA",https://www.peci-elect.com/,+1 704-347-0446,Closed · Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K7PP0ErixxmjuD4YtHHcbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.66798&pitch=0&thumbfov=100,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:50.543Z,,,
https://www.google.com/maps/place/Watson+Electrical+Construction+Co.+LLC/data=!4m7!3m6!1s0x885699197db86f07:0x7c777e639fd2d2e1!8m2!3d35.17333!4d-80.92598!16s%2Fg%2F1tggv6x7!19sChIJB2-4fRmZVogR4dLSn2N-d3w,Watson Electrical Construction Co. LLC,4.2,11,Electrician,"900 Center Park Dr C, Charlotte, NC 28217, United States","53FF+8J Charlotte, North Carolina, USA",https://www.watsonelec.com/,+1 704-393-0220,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPrQ2phARHD-OqRrhIqRjHv7-wmkLRrF98SM44=w491-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:25:55.629Z,,,
https://www.google.com/maps/place/Sun+Service+Specialists/data=!4m7!3m6!1s0x88569fcda68c6a85:0x19ca2dd9de155b9c!8m2!3d35.1887457!4d-80.8934659!16s%2Fg%2F11pqs93hp5!19sChIJhWqMps2fVogRnFsV3tktyhk,Sun Service Specialists,4.8,274,Solar energy company,"801 Pressley Rd Suite 100-C, Charlotte, NC 28217, United States","54Q4+FJ Charlotte, North Carolina, USA",https://sunservicespecialists.com/,+1 888-585-7861,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPcjzUGJQNzhVTlV-baOGw0r41czSEMGzxV3AOS=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:26:00.590Z,,,
"https://www.google.com/maps/place/Cappell+Generator+Services+LLC/@35.2053334,-80.8221609,11z/data=!3m1!4b1!4m6!3m5!1s0x472ef9227659ba89:0x9dfd98165080a335!8m2!3d35.2053334!4d-80.8221609!16s%2Fg%2F11vqnvwy80",Cappell Generator Services LLC,5.0,1,Repair service,,,https://cappellgeneratorservicesllc.com/,+1 980-355-2610,,,,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:26:05.119Z,,,
https://www.google.com/maps/place/All+Electrics/data=!4m7!3m6!1s0x88541ff09093a655:0x2eaad59d913a2497!8m2!3d35.2201985!4d-80.8068281!16s%2Fg%2F11snhm94zf!19sChIJVaaTkPAfVIgRlyQ6kZ3Vqi4,All Electrics,5.0,11,Electrical engineer,"2017 Central Ave Suite 101, Charlotte, NC 28205, United States","65CV+37 Charlotte, North Carolina, USA",https://allelectricsnj.blogspot.com/,+1 980-895-3103,Open · Closes 12 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U85100IR5pU71C_s-_pTIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.82838&pitch=0&thumbfov=100,false,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:26:10.092Z,,,
"https://www.google.com/maps/place/Bradham+Comfort+Services,+Inc./data=!4m7!3m6!1s0x8856a3db467d29c1:0x2dca6f21796cb474!8m2!3d35.2826563!4d-80.9088607!16s%2Fg%2F1tfpkjcx!19sChIJwSl9RtujVogRdLRseSFvyi0","Bradham Comfort Services, Inc.",4.9,2616,Furnace repair service,"6128 Rozzelles Ferry Rd, Charlotte, NC 28214, United States","73MR+3F Charlotte, North Carolina, USA",https://www.bradhambrothers.com/,+1 704-912-1456,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPsJ-5vN6U8s39d9imPcNUZ-wBvSEPvOAEH0Bno=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:26:15.098Z,,,
"https://www.google.com/maps/place/Dilling+Heating,+Cooling,+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x8856e80333c2245b:0x9f6c06428e0bcad2!8m2!3d35.187877!4d-80.8903349!16s%2Fg%2F1tqyg6dz!19sChIJWyTCMwPoVogR0soLjkIGbJ8","Dilling Heating, Cooling, Plumbing & Electrical",4.9,5392,HVAC contractor,"4404 Stuart Andrew Blvd # A, Charlotte, NC 28217, United States","54Q5+5V Charlotte, North Carolina, USA",https://dillingnc.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*78*dilling-heating-charlotte,+1 704-834-1027,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOWqHEFDB_HdMlOBA9iHMCJqu-B_Su1hpU-Oeg2=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-01-10T21:26:20.142Z,,,
