placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,error,attributes
https://www.google.com/maps/place/Henry+Ford+Health+1+Ford+Place/data=!4m7!3m6!1s0x8824d29ed3829089:0xc2257a8d792c50c!8m2!3d42.363845!4d-83.075216!16s%2Fg%2F1thnpd6y!19sChIJiZCC057SJIgRDMWS16hXIgw,Henry Ford Health 1 Ford Place,2.8,28,Medical clinic,"1 Ford Pl, Detroit, MI 48202, United States","9W7F+GW Detroit, Michigan, USA",https://www.henryford.com/locations/1-ford-place?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 800-436-7936,Closed ⋅ Opens 8 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMoqZBYhYcDtOw3-CKge96shFwbYp82yZSV8IdY=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,Closed,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:28:26.638Z,,,
https://www.google.com/maps/place/St.+Marie%27s+Hospice+-+Palliative+%26+Hospice+Care/data=!4m7!3m6!1s0x8824c62a1382c4a9:0xad0e61a505866981!8m2!3d42.4704443!4d-83.2216141!16s%2Fg%2F12639mz44!19sChIJqcSCEyrGJIgRgWmGBaVhDq0,St. Marie's Hospice - Palliative & Hospice Care,4.9,116,Hospice,"24555 Southfield Rd, Southfield, MI 48075, United States","FQCH+59 Southfield, Michigan, USA",https://stmarieshospice.com/,+1 248-809-3795,"Open 24 hours

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMgqL8T75hb5xpKjmGQw9YbusRXcuwvd0W9VRIp=w718-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:28:31.697Z,,,
https://www.google.com/maps/place/Intersect+Healthcare+of+Elmwood/data=!4m7!3m6!1s0x8824d2fe777bad27:0xb177ecabc5bf32f!8m2!3d42.3740242!4d-83.037965!16s%2Fg%2F1wt3p0vq!19sChIJJ617d_7SJIgRL_NbvMp-Fws,Intersect Healthcare of Elmwood,2.7,17,Nursing home,"1881 E Grand Blvd, Detroit, MI 48211, United States","9XF6+JR Detroit, Michigan, USA",https://intersecthc.com/,+1 313-922-1600,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNCd50NpmTaU10jw4huCBbW8LTd97tg2Di90hpP=w408-h263-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:28:36.568Z,,,
https://www.google.com/maps/place/Three+Oaks+Hospice+%7C+Detroit/data=!4m7!3m6!1s0x8824c7031105d8c7:0x1576446f183b0840!8m2!3d42.5598015!4d-83.17587!16s%2Fg%2F11rwq9ksc4!19sChIJx9gFEQPHJIgRQAg7GG9EdhU,Three Oaks Hospice | Detroit,4.2,5,Hospice,"2150 Butterfield Dr, Troy, MI 48084, United States","HR5F+WM Troy, Michigan, USA",https://www.threeoakshospice.com/locations/detroit/,+1 248-482-2538,"Open 24 hours

Updated by this business 1 week ago",,https://lh3.googleusercontent.com/p/AF1QipO2ttIZCFphE6hw1wxKWE1uoD2DXg_ATwGmAYsT=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:28:41.397Z,,,
https://www.google.com/maps/place/Lily+Hospice/data=!4m7!3m6!1s0x8824c73d1fa4edd7:0x74257c58d5c5bdc6!8m2!3d42.558522!4d-83.1754648!16s%2Fg%2F11rnc3p3sb!19sChIJ1-2kHz3HJIgRxr3F1Vh8JXQ,Lily Hospice,4.7,23,Hospice,"2125 Butterfield Dr Suite #299, Troy, MI 48084, United States","HR5F+CR Troy, Michigan, USA",http://www.lilyhospice.com/,+1 248-955-5100,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPjwXTgRJnmIqYQ5H-_bLDch9VrFcTirgfrWZLx=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:28:46.511Z,,,
https://www.google.com/maps/place/Seasons+Hospice+Inpatient+Center/data=!4m7!3m6!1s0x883b30c0bfaa2077:0xb9b0160e333abc5d!8m2!3d42.2101322!4d-83.1476402!16s%2Fg%2F11gbkw6v17!19sChIJdyCqv8AwO4gRXbw6Mw4WsLk,Seasons Hospice Inpatient Center,5.0,2,Hospice,"5 South, 2333 Biddle Ave, Wyandotte, MI 48192, United States","6V62+3W Wyandotte, Michigan, USA",http://www.seasons.org/,+1 800-370-8592,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vdq-Ny5m0wYCs25X8b3rEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.76314&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:28:49.349Z,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x8824b7aee98c1ccb:0xb659dadf4ec12cc3!8m2!3d42.4785577!4d-83.2865445!16s%2Fg%2F11b6b5l58w!19sChIJyxyM6a63JIgRwyzBTt_aWbY,Gentiva Hospice,4.3,16,Hospice,"25925 Telegraph Rd #102, Southfield, MI 48033, United States","FPH7+C9 Southfield, Michigan, USA",https://www.gentivahs.com/,+1 248-356-5070,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOlTAXexUbC9k2vkG8jNgkCi7gOajelfV4OytY_=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:28:54.444Z,,,
https://www.google.com/maps/place/Universal+Hospice+Care+Inc/data=!4m7!3m6!1s0x8824c9cc8e5759b9:0x5a88804503b51395!8m2!3d42.4671795!4d-83.2353191!16s%2Fg%2F1tdmw77m!19sChIJuVlXjszJJIgRlRO1A0WAiFo,Universal Hospice Care Inc,4.5,23,Hospice,"24315 Northwestern Hwy # 102, Southfield, MI 48075, United States","FQ87+VV Southfield, Michigan, USA",https://www.universalhospicecare.com/,+1 248-799-9225,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ot9qP2v5DhRTPVU8YrGKjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.50833&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:28:59.349Z,,,
https://www.google.com/maps/place/The+Hospice+of+Windsor+and+Essex+County+Inc./data=!4m7!3m6!1s0x883b2b1f4add2525:0xb7d035a6251543a0!8m2!3d42.312427!4d-82.9543159!16s%2Fg%2F1th82m5_!19sChIJJSXdSh8rO4gRoEMVJaY10Lc,The Hospice of Windsor and Essex County Inc.,4.9,23,Hospice,"6038 Empress St, Windsor, ON N8T 1B5, Canada","826W+X7 Windsor, Ontario, Canada",http://www.thehospice.ca/,+1 519-974-7100,Closed ⋅ Opens 9 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0TNvpWkA5CTBGRUIX3eAsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.54124&pitch=0&thumbfov=100,false,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:04.225Z,,,
https://www.google.com/maps/place/Choice+Hospice/data=!4m7!3m6!1s0x883b49c86dc09eb7:0x8fc4d7c25857f8de!8m2!3d42.5212821!4d-82.9982986!16s%2Fg%2F11hcdt825j!19sChIJt57AbchJO4gR3vhXWMLXxI8,Choice Hospice,4.7,31,Hospice,"12500 E Thirteen Mile Rd, Warren, MI 48093, United States","G2C2+GM Warren, Michigan, USA",https://www.choicehospice.org/,+1 313-551-4626,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOUI57Dp3apjPX63-YfcN8TvacJk6PDhpmu4-wZ=w408-h469-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:09.153Z,,,
https://www.google.com/maps/place/Trinity+Health+At+Home+-+Southeast+Michigan/data=!4m7!3m6!1s0x8824b067920e1ccb:0xc4bcc1d11afffbc9!8m2!3d42.4348764!4d-83.4272227!16s%2Fg%2F11hbgg758x!19sChIJyxwOkmewJIgRyfv_GtHBvMQ,Trinity Health At Home - Southeast Michigan,4.8,196,Home health care service,"20555 Victor Pkwy, Livonia, MI 48152, United States","CHMF+X4 Livonia, Michigan, USA",https://www.trinityhealthathome.org/michigan,+1 855-559-7178,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqUuibaaw5d73GlWXHW9hZZlLbC4a6H3ipuR-ij9ChgdjhDdAcEl6QokiAoHzYvlyouk5n32tYzltKyWThKZEwYbB9fClxn8vS94d7EnUdS9lhXdun2s9s3Zf5M2o7WpAbsWOo=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:14.395Z,,,
https://www.google.com/maps/place/Henry+Ford+Hospital/data=!4m7!3m6!1s0x8824cd6407b3a5f9:0x37f60ad008f29e75!8m2!3d42.3677429!4d-83.0847145!16s%2Fm%2F04g3hjb!19sChIJ-aWzB2TNJIgRdZ7yCNAK9jc,Henry Ford Hospital,2.9,1856,Hospital,"2799 W Grand Blvd, Detroit, MI 48202, United States","9W98+34 Detroit, Michigan, USA",https://www.henryford.com/locations/henry-ford-hospital?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 313-916-2600,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfQETKmhx4L-oJHRylja6VMgMUdI0SvHEKdCVUUQMbzlioMSU9Sh2O8jz_b0vC5Ed1JW_Mz8eDRcCt7FO8laq9UpAkeNPQColWOy-7Ak26WhOkgWMAGmW133Y1Mk9_RHEyRb-paw=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:19.431Z,,,
https://www.google.com/maps/place/Beacon+Hospice/data=!4m7!3m6!1s0x8824b8287fa825c3:0xb4c81184a745218d!8m2!3d42.5124252!4d-83.2842723!16s%2Fg%2F11g0k1ks88!19sChIJwyWofyi4JIgRjSFFp4QRyLQ,Beacon Hospice,4.4,34,Hospice,"30700 Telegraph Rd Suite 3650B, Bingham Farms, MI 48025, United States","GP68+X7 Bingham Farms, Michigan, USA",http://www.beacon.life/locations/michigan.html,+1 248-480-4440,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=58coTIROWnfuytmpifZY-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.70477&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:24.323Z,,,
https://www.google.com/maps/place/John+D.+Dingell+VA+Medical+Center/data=!4m7!3m6!1s0x8824d2b8cdcb39d9:0xc71fa4150d50c26c!8m2!3d42.3557789!4d-83.0589538!16s%2Fg%2F11r8mhsl3!19sChIJ2TnLzbjSJIgRbMJQDRWkH8c,John D. Dingell VA Medical Center,3.2,494,Veterans hospital,"4646 John R St, Detroit, MI 48201, United States","9W4R+8C Detroit, Michigan, USA",https://www.detroit.va.gov/,+1 313-576-1000,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np28c6pxjKYCcLGE3Fxv43k5-XJAb_AhA0Vd3vniSg3o-2TgjBxT_vu743LWj9_waPVAbez7cN75pdSWSaHoiSWKKS_Hhxvnc3QmZGV1nkFa55ud7xnmpkfuOggVUx4dmnpkHN8kxa-DZYN=w408-h482-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:29.177Z,,,
https://www.google.com/maps/place/AccentCare+Hospice+%26+Palliative+Care-Greater+Detroit/data=!4m7!3m6!1s0x8824cf8c069e8bed:0x3951432d57234195!8m2!3d42.4938433!4d-83.1057896!16s%2Fg%2F1tflgvtd!19sChIJ7YueBozPJIgRlUEjVy1DUTk,AccentCare Hospice & Palliative Care-Greater Detroit,4.1,34,Hospice,"27355 John R Rd, Madison Heights, MI 48071, United States","FVVV+GM Madison Heights, Michigan, USA",https://www.accentcare.com/seasons-hospice-palliative-care-announcement,+1 800-370-8592,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vDtAQWhus0iW5c_YuubGMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.69867&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:34.023Z,,,
https://www.google.com/maps/place/DMC+Harper+University+Hospital+Emergency+Room/data=!4m7!3m6!1s0x8824d2c780bd97b1:0x985aa1583bf56097!8m2!3d42.3530321!4d-83.0574891!16s%2Fg%2F11f_ynpp20!19sChIJsZe9gMfSJIgRl2D1O1ihWpg,DMC Harper University Hospital Emergency Room,1.9,76,Emergency room,"3990 John R St, Detroit, MI 48201, United States","9W3V+62 Detroit, Michigan, USA",https://www.dmc.org/our-locations/harper-university-hospital,+1 313-745-8040,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr6A4GhiDaZ4t3IjkFZtcLX_Ij6acthDAfnAUt-cv4ICCawH_ii4Zs2xm7d3mptKjv7BiWZC36E5KSalU33w7XW0g_i57b5LhhL0YzPx6_Ufek9m_CZhuALTQ8Y1n4nVfjQtCqL=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:39.312Z,,,
https://www.google.com/maps/place/Detroit+Mobile+IV/data=!4m7!3m6!1s0x646049a904d30509:0xd32f54da83e76451!8m2!3d42.3738854!4d-83.0625626!16s%2Fg%2F11q8xcxyg5!19sChIJCQXTBKlJYGQRUWTng9pUL9M,Detroit Mobile IV,5.0,289,Home health care service,"2785 E Grand Blvd #656, Detroit, MI 48211, United States","9WFP+HX Detroit, Michigan, USA",http://detroitmobileiv.com/,+1 612-492-1967,Closed ⋅ Opens 9 am Thu,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipN0HjSuHoVQUs9Bn2mnN__ZWe8XF8FqDjOVGj7t=w408-h544-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:44.356Z,,,
https://www.google.com/maps/place/Honor+Hospice/data=!4m7!3m6!1s0x8824b1449bb62015:0x8c21a432156b1b15!8m2!3d42.4397106!4d-83.3860363!16s%2Fg%2F11rhq71ms7!19sChIJFSC2m0SxJIgRFRtrFTKkIYw,Honor Hospice,5.0,11,Hospice,"34441 Eight Mile W Suite 109, Livonia, MI 48152, United States","CJQ7+VH Livonia, Michigan, USA",http://honorhospicemi.com/,+1 734-470-3901,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M30GrS3fbcJDAW4qYE5Now&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.45514&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-09-17T23:29:49.318Z,,,
