placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,saturday,sunday,monday,tuesday,wednesday,thursday,friday,attributes,info,isBlackOwned
https://www.google.com/maps/place/Badger+Contractors+Rental+%26+Supply/data=!4m7!3m6!1s0x880652d0df0a0267:0xf2f1a1dcb61f7ab!8m2!3d43.0504557!4d-89.3914653!16s%2Fg%2F1tx47mh0!19sChIJZwIK39BSBogRq_dhyx0aLw8,Badger Contractors Rental & Supply,4.8,68,Equipment rental agency,"1501 Gilson St, Madison, WI 53715, United States","3J25+5C Madison, Wisconsin, USA",http://www.badgercontractorsrental.com/,+1 608-257-2349,"Closed · Opens 7 am Mon

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMH5wGo6TCzQUPPgju86S-lhe_lULejzS6-a_EA=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:21:37.956Z,8–10 am,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,,,
https://www.google.com/maps/place/Modern+Electric/data=!4m7!3m6!1s0x8b6937a556cf626f:0x70960a8d27af6ef1!8m2!3d43.0810383!4d-89.366123!16s%2Fg%2F11t2lbtl87!19sChIJb2LPVqU3aYsR8W6vJ40KlnA,Modern Electric,5.0,15,Electrician,"1034 Jenifer St, Madison, WI 53703, United States","3JJM+CH Madison, Wisconsin, USA",http://www.modernelecmadison.com/,+1 608-770-8695,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxgL9UW_C3ShKgeYoLmQkBaMcxaYx2IH-PHhuUTYNVhRAqM03c8awUkkrNQ36UQ7sOM2G9hJz5Jq5-DRdF9Ea1JFeaZVQBhsuCG9flUcpHl0EsOqc4zkWQJNGjAjhb9z8DZ2efY5w=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:21:42.876Z,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,,,
https://www.google.com/maps/place/Scott+Kiel+Electric/data=!4m7!3m6!1s0x880654769000946b:0x55fc324a6a1cc902!8m2!3d43.0885719!4d-89.3744086!16s%2Fg%2F1th6fdwm!19sChIJa5QAkHZUBogRAskcakoy_FU,Scott Kiel Electric,4.7,26,Electrician,"435 N Ingersoll St, Madison, WI 53703, United States","3JQG+C6 Madison, Wisconsin, USA",https://www.kielelectric.com/,+1 608-438-5601,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUCrz5EIe8LGKRmC-lRrcPBro63Zb-mjDv4SrrNEH3p1CAbMcopltBFBTURV6eyCA-hFyrjniRP2RzOMK9q93VwcKdgXSHpR-_3sp0__Rfpd7FP7Yk3fJXo5MsTiVzyvlY-Cr-QA=w408-h279-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:21:47.803Z,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Finicki+Auto+Electric+Inc/data=!4m7!3m6!1s0x88065413d9a10675:0xd3d936595d5a18b!8m2!3d43.1078192!4d-89.3367753!16s%2Fg%2F1v44q_b8!19sChIJdQah2RNUBogRi6HVlWWTPQ0,Finicki Auto Electric Inc,4.5,49,Car repair and maintenance service,"3127 E Washington Ave, Madison, WI 53704, United States","4M57+47 Madison, Wisconsin, USA",http://finickiautoelectric.com/,+1 608-243-8730,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMsDuwLZdPWulbmIHo0UUha7PjCEjTCwoDnb2Aq=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:21:52.653Z,9 am–12 pm,Closed,8 am–5 pm,8 am–4 pm,8 am–5 pm,8 am–4 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Forward+Electric/data=!4m7!3m6!1s0x8806525c07ddccc3:0xc37df358edd25dfe!8m2!3d43.0418809!4d-89.355319!16s%2Fg%2F1tqg0xq_!19sChIJw8zdB1xSBogR_l3S7VjzfcM,Forward Electric,4.5,6,Electrician,"6909 Raywood Rd, Monona, WI 53713, United States","2JRV+QV Monona, Wisconsin, USA",,+1 608-221-1945,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qLOgmPn_kcd3gSXDVOTtOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.82645&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:21:55.561Z,,,,,,,,,,
"https://www.google.com/maps/place/Badger+Electric,+Inc/data=!4m7!3m6!1s0x8807af39f1703dbf:0xe2a18c3700022d9b!8m2!3d43.0673744!4d-89.5252797!16s%2Fg%2F11kr749ht5!19sChIJvz1w8TmvB4gRmy0CADeMoeI","Badger Electric, Inc",5.0,3,Electrician,"342 Junction Rd suite 110, Madison, WI 53717, United States","3F8F+WV Madison, Wisconsin, USA",https://badgerelectric.com/,+1 608-661-4701,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPZd-UazW-E-RBKqzMBdJH955vU5Qc_Mox9W0vo=w408-h544-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:00.691Z,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
"https://www.google.com/maps/place/Midwest+Electric+%26+Generator,+LLC/data=!4m7!3m6!1s0x880677d550533af3:0xf2ecaa1de09d1203!8m2!3d43.004199!4d-88.8061564!16s%2Fg%2F11vsdc3mdx!19sChIJ8zpTUNV3BogRAxKd4B2q7PI","Midwest Electric & Generator, LLC",4.9,153,Electric generator shop,"148 E Milwaukee St Suite 1020, Jefferson, WI 53549, United States","253V+MG Jefferson, Wisconsin, USA",https://midwestgenerators.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=jefferson,+1 262-393-2799,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPjuhnmlXUodgw2itsP6Rjlrr-fzG_DXmzcBVqt=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:05.822Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Blount+Generating+Station/data=!4m7!3m6!1s0x8806536c653dd8a5:0x1c3d480f39897d35!8m2!3d43.0787772!4d-89.3739555!16s%2Fm%2F03m6fb8!19sChIJpdg9ZWxTBogRNX2JOQ9IPRw,Blount Generating Station,4.8,11,Power station,"201 S Blount St, Madison, WI 53703, United States","3JHG+GC Madison, Wisconsin, USA",http://www.mge.com/about/powerplants/blount/index.htm,+1 608-252-7000,"Open 24 hours

Updated by phone call 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMCO1mgnPuvel518Je8RArZFt6vhUF2pMM6xSN8B-KdGGYXBUq_zgH7mW0dCKoJ39i4c0KlMAZgjPoCNvguHddr0efmgUgkHsKmi8UTGBete7b47T1IVh_pLJMTOyH61ZxCGJVsQ=w408-h306-k-no,false,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:10.762Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/N+%26+N+Electric/data=!4m7!3m6!1s0x8807abad0a47a197:0xf3d0fd0897bb3b1!8m2!3d43.1422335!4d-89.4447241!16s%2Fg%2F11gv0nczx7!19sChIJl6FHCq2rB4gRsbN7idAPPQ8,N & N Electric,4.8,251,Electrician,"5227 Co Rd M, Waunakee, WI 53597, United States","4HR4+V4 Waunakee, Wisconsin, USA",http://www.n-nelectric.com/,+1 608-316-6122,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPT_NtfHNNtKKZMpLkDgUqGRSoc7CUh7cX7rSRB=w408-h349-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:15.593Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Identifies as veteran-owned,
https://www.google.com/maps/place/Revere+Electric+Supply/data=!4m7!3m6!1s0x880652d2f59f1911:0xdcd97873f81431a6!8m2!3d43.048287!4d-89.396119!16s%2Fg%2F1tf31zh3!19sChIJERmf9dJSBogRpjEU-HN42dw,Revere Electric Supply,3.8,19,Electrical supply store,"805 Plaenert Dr, Madison, WI 53713, United States","2JX3+8H Madison, Wisconsin, USA",http://www.revereelectric.com/,+1 608-257-4777,Closed · Opens 6:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOEqrubcorZ3Kk1Id_cOa2rGn4248H0uOpnPJgi=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:20.406Z,Closed,Closed,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4 pm,· In-store pick-up · Delivery,,
"https://www.google.com/maps/place/EMS+Industrial,+Inc./data=!4m7!3m6!1s0x880651a6d133fd01:0xcb082c402c34b669!8m2!3d43.0534717!4d-89.2985949!16s%2Fg%2F1twy_3lf!19sChIJAf0z0aZRBogRabY0LEAsCMs","EMS Industrial, Inc.",4.8,24,Electric motor repair shop,"4901 Prairie Dock Dr, Madison, WI 53718, United States","3P32+9H Madison, Wisconsin, USA",http://emsindustrial.com/,+1 608-241-8866,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOPRuSEcW-wuprIRN8xRj9exDyB-WEkaEB1DCMh=w408-h271-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:25.514Z,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,,Identifies as women-owned,
https://www.google.com/maps/place/E.F.+Electric+LLC/data=!4m7!3m6!1s0x880653afc0b57e0d:0x8006a0ed210a3cb!8m2!3d43.0950406!4d-89.3436489!16s%2Fg%2F11kqt9hv23!19sChIJDX61wK9TBogRy6MQ0g5qAAg,E.F. Electric LLC,5.0,4,Electrician,"246 Waubesa St, Madison, WI 53704, United States","3MW4+2G Madison, Wisconsin, USA",http://efelectricmadison.com/,+1 608-347-6058,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNh17s8cgcAHunNz4TetLyEetXB1nGwU1h_i7yP=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:30.426Z,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Engelhart+Motorsports+Madison+Wisconsin/data=!4m7!3m6!1s0x8807ad4f6099dfe1:0x4a657d10d7805160!8m2!3d43.0310225!4d-89.4076697!16s%2Fg%2F1wg5yl3w!19sChIJ4d-ZYE-tB4gRYFGA1xB9ZUo,Engelhart Motorsports Madison Wisconsin,4.7,1176,Motorcycle dealer,"1589 Greenway Cross, Madison, WI 53713, United States","2HJR+CW Madison, Wisconsin, USA",https://www.engelhart.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB-service,+1 608-274-2366,,https://lh3.googleusercontent.com/p/AF1QipNkBBgrSNEAReiyFixfFeZErgjkrMoj-LXdB39V=w408-h272-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:35.493Z,,,,,,,,· In-store shopping · Kerbside pickup · Delivery,,
"https://www.google.com/maps/place/Blain%27s+Farm+%26+Fleet+-+Madison,+Wisconsin/data=!4m7!3m6!1s0x88065171cdbfae65:0x1746ba1c15b8f442!8m2!3d43.0656216!4d-89.3106587!16s%2Fg%2F1vr3dr98!19sChIJZa6_zXFRBogRQvS4FRy6Rhc","Blain's Farm & Fleet - Madison, Wisconsin",4.3,3193,Department store,"2202 S Stoughton Rd, Madison, WI 53716, United States","3M8Q+6P Madison, Wisconsin, USA",https://www.farmandfleet.com/stores/blains-farm-and-fleet-of-madison-wisconsin/,+1 608-221-3851,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwE3_gvhhGLL-d4GEEwJtRTnmQNIn9iOdLUwmdAaGwgdnkPYzqUogjaZDqez6i0niq4A-2tC8ZPgV-DPQaOwuTz2QT64uOCw1LaduB9DXL2vefGgPM_JL_lmNtFvvHtPMSHGSQ=w408-h408-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:40.464Z,8 am–8 pm,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"Family-owned, pet-friendly farm supply retail store since 1962, with an auto shop & a garden center. · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/Farr+Services/data=!4m7!3m6!1s0x8806f75561d89479:0xff1f206c01fda159!8m2!3d43.1806463!4d-89.2252594!16s%2Fg%2F11hfbpkm6q!19sChIJeZTYYVX3BogRWaH9AWwgH_8,Farr Services,5.0,2,Electric generator shop,"703 Commercial Ave Space 3, Sun Prairie, WI 53590, United States","5QJF+7V Sun Prairie, Wisconsin, USA",https://farrservices.com/,+1 608-438-7471,,https://lh3.googleusercontent.com/p/AF1QipMSzBpZDg1L7PQfkdB-xCyJibYXsF15WDC_pcKh=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:43.213Z,,,,,,,,· Kerbside pickup · Delivery,Identifies as veteran-owned,
"https://www.google.com/maps/place/Dave+Jones+-+Plumbing,+HVAC,+Fire+Protection,+Electrical/data=!4m7!3m6!1s0x88065243214f658d:0xa4bbe25006dc28f9!8m2!3d43.0396653!4d-89.349677!16s%2Fg%2F1thz271b!19sChIJjWVPIUNSBogR-SjcBlDiu6Q","Dave Jones - Plumbing, HVAC, Fire Protection, Electrical",4.9,1648,Plumber,"2225 Kilgust Rd, Monona, WI 53713, United States","2MQ2+V4 Monona, Wisconsin, USA",https://www.davejonesllc.com/,+1 608-222-8490,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPr5ekRFPr6Byx4Zt2avvR5KeTqgFr9bY4E6haD=w426-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:48.264Z,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,,,
https://www.google.com/maps/place/Ace+Electric/data=!4m7!3m6!1s0x8807ae5a13955555:0xd9c6e8aea0fce479!8m2!3d43.0514!4d-89.4973245!16s%2Fg%2F11fll6p2q7!19sChIJVVWVE1quB4gReeT8oK7oxtk,Ace Electric,5.0,6,Electrician,"6617 Seybold Rd, Madison, WI 53719, United States","3G23+H3 Madison, Wisconsin, USA",https://www.thenewaceelectric.com/,,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IPxtRIa_MuacSKL73Pjnag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.73116&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:53.221Z,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Grainger+Industrial+Supply/data=!4m7!3m6!1s0x8806514e765553dd:0x38ae8e8c3cda85a6!8m2!3d43.0900041!4d-89.3109261!16s%2Fg%2F1tfbcqyn!19sChIJ3VNVdk5RBogRpoXaPIyOrjg,Grainger Industrial Supply,3.9,26,Tool store,"501 Atlas Ave, Madison, WI 53714, United States","3MRQ+2J Madison, Wisconsin, USA",https://www.grainger.com/branch/Madison-Branch-464,+1 800-472-4643,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbuLjauLmcHZMDDH5H07mQm1joKy0nTwsolkBGv-lrsJNDYsGbDE63AyUM27Bbdh-mZiy414DlLHsW-R-nzTg_-9GtivKjYlZ8mITexlXf0Ug-P2HBcjzbAUtObUVSKHMjCku7=w426-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:22:58.088Z,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"Chain offering a broad range of industrial equipment, maintenance supplies, tools & parts. · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/Alpine+Power+Systems/data=!4m7!3m6!1s0x8806519f79b7214d:0xa9acaf03e74abcf2!8m2!3d43.0533205!4d-89.3060085!16s%2Fg%2F1w15_00d!19sChIJTSG3eZ9RBogR8rxK5wOvrKk,Alpine Power Systems,5.0,1,Telecommunications service provider,"3064 Progress Rd, Madison, WI 53716, United States","3M3V+8H Madison, Wisconsin, USA",https://alpinepowersystems.com/about-us/locations/wisconsin/madison-wisconsin,+1 877-993-8855,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP_OzzFPrHRc2hVbh5uQWQTJRuP9hpViX3F9VC5=w408-h304-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Madison+WI/@43.0721661,-89.4007501,14z",2026-01-10T23:23:02.847Z,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
