placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Santos+Tree+Services/data=!4m7!3m6!1s0x89c6b71a2584089d:0x9b9bf13d69f94bad!8m2!3d40.0458139!4d-75.0675731!16s%2Fg%2F11vz3mgjvk!19sChIJnQiEJRq3xokRrUv5aT3xm5s,Santos Tree Services,4.9,34,Tree service,"7010 Kindred St, Philadelphia, PA 19149, United States","2WWJ+8X Philadelphia, Pennsylvania, USA",https://santostreeservicespa.com/,+1 215-954-1976,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmvDjKGILpdz2t2rsaQxrTUzaZENxckWyNu-L2gRg4cRVYYEb59XKnd4HlJer7md-8sjjH-sTuOlN2p9tclXwFNAFqTWnM8UPePL3ltgXa-HqPUfruX1OlYbeR4CQ612oXSu4Rg_bCC94=w408-h408-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:44:27.498Z,8 am–5 pm,8 am–8 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Tree+Philly/data=!4m7!3m6!1s0x89c6c62dfa049807:0xe1939355b935b3fa!8m2!3d39.955101!4d-75.1658218!16s%2Fg%2F11c1vl804h!19sChIJB5gE-i3GxokR-rM1uVWTk-E,Tree Philly,5.0,2,Park,"1515 Arch St, Philadelphia, PA 19102, United States","XR4M+2M Philadelphia, Pennsylvania, USA",http://treephilly.org/contact/,+1 215-683-0217,Closed · Opens 6 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=28TeaHHluM3mqTnKhfe1ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.833126&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:44:32.437Z,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,,,,
https://www.google.com/maps/place/Rocky+YoMos+Christmas+Trees/data=!4m7!3m6!1s0x89c6c99b9b3fa745:0x15408597c492da64!8m2!3d39.9330646!4d-75.1453259!16s%2Fg%2F11vl44jknq!19sChIJRac_m5vJxokRZNqSxJeFQBU,Rocky YoMos Christmas Trees,4.9,65,Christmas tree farm,"1001 S Front St, Philadelphia, PA 19147, United States","WVM3+6V Philadelphia, Pennsylvania, USA",,,Closed · Opens 10 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRveLE8D6Hs0NBP7cWTQZAs_AcIzfJnYQ4jdQdza1D04LwyRpBbO_GCXUXovKNwpQlD2GIFxlb-Fl4xbeITTMEW97c9o9X4S3r6cA0vWdDacrFALhHr9GM5fJSYpBgwnHYFmUuOw=w408-h482-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:44:37.330Z,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–9:30 pm,10 am–10 pm,10 am–10 pm,,,,
https://www.google.com/maps/place/Prestige+Tree+Service/data=!4m7!3m6!1s0x89c6b59a8bfe59f7:0x419c6a1e715cd26e!8m2!3d40.0136318!4d-75.0620766!16s%2Fg%2F11gyz3znhs!19sChIJ91n-i5q1xokRbtJccR5qnEE,Prestige Tree Service,4.4,76,Tree service,"5635 Tulip St, Philadelphia, PA 19124, United States","2W7Q+F5 Philadelphia, Pennsylvania, USA",https://prestigetreesservices.com/,+1 215-770-1372,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZOQJUhvFdKnZXdKpirpGN9wJP-YDDwGlqmwe1XETbY4QKCr3083kB0HOV5HpxYKeXVxin3cs8Dp8U7MHJvWQ01QBRi9QvQ1zme8EIKW6iSLx29MrXehG_Hp95nyFwNDQVEKsH=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:44:42.097Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,,,,
https://www.google.com/maps/place/City+Planter/data=!4m7!3m6!1s0x89c6c87b1fe9e339:0x79c5d6819c7dd56a!8m2!3d39.9642173!4d-75.1444631!16s%2Fg%2F1tfsjc7s!19sChIJOePpH3vIxokRatV9nIHWxXk,City Planter,4.7,215,Garden center,"814 N 4th St, Philadelphia, PA 19123, United States","XV74+M6 Philadelphia, Pennsylvania, USA",http://www.cityplanter.com/,+1 215-627-6169,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0RKRQfdb-bu269GV04WaHOWP-GCsCpw_6OokvYh5BtxeNbVcUeHkCc4B-7r5DMNHWVbAZK3hQtJ3XYbMdi99LA-_e2oRvF-36os1EGy3I75zGJ1AsCrYD_ANYl_qnEz_Qrd--=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:44:46.854Z,,,,,,,,,"Store selling a variety of plants, garden containers, fountains & more in a converted warehouse. · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/Urban+Jungle/data=!4m7!3m6!1s0x89c6c61b1f688891:0xe94a2250bee355b2!8m2!3d39.9303911!4d-75.1630773!16s%2Fg%2F1w4f91hn!19sChIJkYhoHxvGxokRslXjvlAiSuk,Urban Jungle,4.4,306,Garden center,"1526 Passyunk Ave, Philadelphia, PA 19147, United States","WRJP+5Q Philadelphia, Pennsylvania, USA",http://urbanjunglephilly.com/,+1 215-952-0811,Closed · Opens 10 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVXQZ1M9IgWNXA2Uzwx7VhYgfvI2kJl-A_7XD6MyTyHW4-IJG7LFsT0fMb4gp7fqE1-9PAVP0aYn1OtPAz2oZT6ypIYhIWf15YAmuwi5AqzYk-hYWS45anUvKGKC4SAh6eeXl0g9QSgl_K=w408-h951-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:44:51.868Z,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,,Depot offering plants & supplies for sustainable urban gardens as well as landscaping services. · In-store shopping · Kerbside pickup,,
https://www.google.com/maps/place/Mark+Polsky+Tree+Service/data=!4m7!3m6!1s0x89c6b9a6a5129f73:0xaef6036440046fa9!8m2!3d40.0579067!4d-75.1975021!16s%2Fg%2F11bvtgrs4b!19sChIJc58Spaa5xokRqW8EQGQD9q4,Mark Polsky Tree Service,4.9,44,Tree service,"7300 Cresheim Rd APT A4, Philadelphia, PA 19119, United States","3R52+5X Philadelphia, Pennsylvania, USA",,+1 267-368-4445,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEa3jC-UNR1LfJCLb67ZQ98sgg6RsAFAC2AGzTD6waS-i8NGzmdsqlPzRakI8AacY029HhYNdxAqMdsm62QHkgXvts271BKRtCvfn3wI0AWLitIFBeeyx3YlYCC06vBSZuN4FBp=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:44:56.843Z,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–5 pm,Closed,9 am–8 pm,9 am–8 pm,,,,
https://www.google.com/maps/place/JP+Tree+Service/data=!4m7!3m6!1s0x89c6c129b0d79361:0x294e3282e3abbe95!8m2!3d39.9625877!4d-75.2679925!16s%2Fg%2F11jtxvr7_8!19sChIJYZPXsCnBxokRlb6r44IyTik,JP Tree Service,4.8,457,Tree service,"17 Elm Ave, Upper Darby Township, PA 19082, United States","XP7J+2R Philadelphia, Pennsylvania, USA",https://www.jptreeservice.net/,+1 610-507-2386,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwPD30_IzVqZqpOmo-goQXGVdS8W4vLG1BddbUZBGeVdY0kabz8yy48qxsC3Cv8oJxsDHoZZK6H0OQYD2TirxwOWWfSqAZlrDoBvxW11vvqlcYoK3bd2fuyh_zbfCGWTItdxMKrw=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:45:01.694Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/LawnStarter+Lawn+Care+Service/data=!4m7!3m6!1s0x89c6c633e64d395b:0xbff67f1ea1a176c6!8m2!3d39.9556694!4d-75.1707761!16s%2Fg%2F11gdtw3bgw!19sChIJWzlN5jPGxokRxnahoR5_9r8,LawnStarter Lawn Care Service,4.2,379,Lawn care service,"1835 Arch St #507, Philadelphia, PA 19103, United States","XR4H+7M Philadelphia, Pennsylvania, USA",https://www.lawnstarter.com/philadelphia-pa-lawn-care?utm_source=google&utm_medium=GLocal&utm_campaign=PhiladelphiaGLocal,+1 215-402-7398,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIf6VzAOnoM-n3Gtcihbe9S7rS81_W9Xe7A17rVWUWJsStuaqgdUiJyUrjTGCYV1OgNAiJZ76kABtAgo98AU4sKa9fCnCzp8aDMxLeQErfNJqCxcAXoOVycfIY4d_m2-qsg41F70uAPyo=w408-h408-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:45:06.758Z,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,,,,
https://www.google.com/maps/place/J%26J+landscaping+and+tree+services/data=!4m7!3m6!1s0x89c6b5daf374e695:0xe71b1099d5743ffc!8m2!3d40.0577554!4d-75.0492849!16s%2Fg%2F11mdk74ty1!19sChIJleZ089q1xokR_D901ZkQG-c,J&J landscaping and tree services,5.0,23,Tree service,"2336 Rhawn St, Philadelphia, PA 19152, United States","3X52+47 Philadelphia, Pennsylvania, USA",https://jjphillytree.com/,+1 267-619-3754,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHR52BuP31NguyXzSDou5zHV8i383ku83fyUcfw-5feVB0psbNDzN2spU4brLHjZQbIzio4P_r-koaE3-p5haobkBC62E4wtg_WY1n2BgrQ2hshAZDdmfecnnovwOajgE1_JpJKB8qB5eY=w428-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:45:11.443Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Victory%27s+tree+services+inc/data=!4m7!3m6!1s0x89c6b71aafdc12f9:0x99c06aaf34a03084!8m2!3d40.042003!4d-75.0675676!16s%2Fg%2F11r8r2xhyf!19sChIJ-RLcrxq3xokRhDCgNK9qwJk,Victory's tree services inc,4.0,7,Tree service,"6808 Oakland St, Philadelphia, PA 19149, United States","2WRJ+RX Philadelphia, Pennsylvania, USA",,+1 215-433-2704,Closed · Opens 6 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQcsnnnieZrc63l3B0qllvuD0LdpesYjySpF-qnnweUyFXx5c56WxGaE9r4hZru9Ulw0tcDNGWTXpfjWok914uhBmvceIM8k2TP68H-lomi7iBa0j40-CgcxQ_BP7ncE_lYZ_Rog=w408-h322-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:45:16.185Z,6 am–9 pm,6 am–9 pm,6 am–9 pm,7 am–6 pm,7:30 am–12 pm,6 am–9 pm,6 am–9 pm,Identifies as Latino-owned,,,
https://www.google.com/maps/place/Rittenhouse+Hardware/data=!4m7!3m6!1s0x89c6c63921e7a1ab:0xf85c3632a83b8810!8m2!3d39.9469252!4d-75.1747665!16s%2Fg%2F1td2vvyv!19sChIJq6HnITnGxokREIg7qDI2XPg,Rittenhouse Hardware,4.9,505,Hardware store,"2001 Pine St, Philadelphia, PA 19103, United States","WRWG+Q3 Philadelphia, Pennsylvania, USA",https://rittenhousehw.com/,+1 215-735-6311,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH93KDAM2WVM4v0FFSvbS-DDPbHGS0cW-qLfwowyNzJWkhLcAxmKnb-c6557Z3G7OXFt6tCyoTRBDy2xuWm7rmStnGAg-yzJxT-OZgEPK87zbN1d9yzDrfbyoCTbO8M_oj0EfHX=w408-h541-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:45:21.311Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,10 am–3 pm,8 am–7 pm,8 am–7 pm,,"Welcoming neighborhood shop for paint, tools, cleaning products & household improvement supplies. · In-store shopping · In-store pick-up",,
https://www.google.com/maps/place/The+Philadelphia+Flower+Market/data=!4m7!3m6!1s0x89c6c62e1f253ae3:0xa7e607e767194006!8m2!3d39.95342!4d-75.1658782!16s%2Fg%2F1yfdr069b!19sChIJ4zolHy7GxokRBkAZZ-cH5qc,The Philadelphia Flower Market,4.5,372,Florist,"Underground, 1500 John F Kennedy Blvd, Philadelphia, PA 19102, United States","XR3M+9J Philadelphia, Pennsylvania, USA",https://philadelphiaflowermarket.com/?utm_source=google&utm_medium=organic&utm_campaign=seolocale,+1 215-563-5478,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELdgkzU8LvwTVxfDrQ6XY8mqg11aRd1cvcUpClT3mSn-TI-OR4UI-ThC01tjabfwQRcVC4zjsDe-fEPU-4ydyI6dU4xX7x2WlwjNznymrTftRMbjUFz2c-FMhePX_149aXmFJLng=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:45:26.122Z,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,Identifies as women-owned,"Longtime florist offering fresh-cut flowers, special occasion arrangements & house plants. · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/Executive+Tree+Care/data=!4m7!3m6!1s0x89c6c361a63d5c27:0x5fbee2aeab59d3c4!8m2!3d39.9062778!4d-75.2658623!16s%2Fg%2F11ny3j_127!19sChIJJ1w9pmHDxokRxNNZq67ivl8,Executive Tree Care,4.7,213,Tree service,"818 Elmwood Ave, Sharon Hill, PA 19079, United States","WP4M+GM Sharon Hill, Pennsylvania, USA",https://www.executivetreecare.com/,+1 484-451-8900,Open · Closes 8:59 am · Reopens 9 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_JXyAOMeLzeb1Cr7pd6hBreRzZhKvDZ8lZ1oHeGisvRqaQ420QCMce251S-Wix52V76q8fPXNPyykS-QTkjKs-2jdbDPFNHJGPd3P3U2maoPC4yAVIklJCU3XKp7dy9b4nXYa4g=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T05:45:30.850Z,"12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am",,,,
