placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Otter+LLC/data=!4m7!3m6!1s0x809ad1d019356425:0x6a53c172b282498b!8m2!3d38.571615!4d-121.4803159!16s%2Fg%2F11xh47bs_l!19sChIJJWQ1GdDRmoARi0mCsnLBU2o,Otter LLC,5.0,13,Water damage restoration service,"2108 N St STE N, Sacramento, CA 95816, United States","HGC9+JV Sacramento, California, USA",http://sacramentowaterdamagerestorations.com/,+1 916-545-7888,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo4zxv-JvsFa8dWuDmCSZ8zmjSPWC06MpO5TcQ24mnM9ZVFgQtkwbOFH-VfQ_HzAdLxwMaVC8TsJ5wMo6mw6Z6Jg1Yj7sbcaMmUKA4qGDOhcmAsM0mh53qOYaIqP_kmrJsjJUbMcOXfKHnM=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:25:43.970Z,,
https://www.google.com/maps/place/Sacramento+Mold+Professionals/data=!4m7!3m6!1s0x809ad172bc57fd85:0x238bc8595a956d17!8m2!3d38.5729649!4d-121.4808344!16s%2Fg%2F11xkw3qv4m!19sChIJhf1XvHLRmoARF22VWlnIiyM,Sacramento Mold Professionals,,,Water damage restoration service,"2014 Capitol Ave #100, Sacramento, CA 95811, United States","HGF9+5M Sacramento, California, USA",https://sacramentomoldremovalservice.com/,+1 628-228-6033,Closed · Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepRcdO1712QWUkj1HcfMNZClvpvX6pmAltIcpydsvFZ36ljyI5rCzE0OuQKYKC_WHzMZGcgaJlgANMO21TnW_KEoIiOteIL9rvLahHEDBq4a7iaEb0OdXZhWcGDOTzpRdG0AnlgpO9shcDe=w426-h240-k-no,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:25:48.600Z,true,
https://www.google.com/maps/place/Aussie+Ventures+Water+Damage+Repair/data=!4m7!3m6!1s0x809ad15ba8029cc5:0xe1e8a3c4e7af3189!8m2!3d38.5716362!4d-121.4802964!16s%2Fg%2F11xd2t7w17!19sChIJxZwCqFvRmoARiTGv58Sj6OE,Aussie Ventures Water Damage Repair,5.0,3,Water damage restoration service,"1401 21st Street Suite R, Sacramento, CA 95811, United States","HGC9+MV Sacramento, California, USA",,+1 916-237-0675,Closed · Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fLgfNmy6X2UnVbDsHabLSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.515755&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:25:53.219Z,,
https://www.google.com/maps/place/SERVPRO+of+North+Sacramento/data=!4m7!3m6!1s0x809b3cd88489d895:0xb893907d7a5f224b!8m2!3d38.6505049!4d-121.4775297!16s%2Fg%2F11bzypv263!19sChIJldiJhNg8m4ARSyJfen2Qk7g,SERVPRO of North Sacramento,5.0,160,Water damage restoration service,"710 W Stadium Ln, Sacramento, CA 95834, United States","MG2C+6X Sacramento, California, USA",https://www.servpro.com/locations/ca/servpro-of-north-sacramento?utm_medium=organic&utm_source=gbp,+1 916-587-3438,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerdkFVi8u3_oSRwEW7HhYjMTL8Y-ggzlE4Qz3zGm7SNT42YcozBXcju97Tn3OV3XakMPbT-CwaQ3350sYQvkOVxpiMu2sSakTICocS-7AE7_iSA52wqpd5ANNdVbntse8n5YccRLg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:25:57.862Z,,
https://www.google.com/maps/place/Elite+Sacramento+Water+Damage+Restoration+Team/data=!4m7!3m6!1s0x809adb5f411f3dd9:0x9b7677045ae52b4a!8m2!3d38.602888!4d-121.3849756!16s%2Fg%2F11yfpg2zn0!19sChIJ2T0fQV_bmoARSivlWgR3dps,Elite Sacramento Water Damage Restoration Team,5.0,26,Water damage restoration service,"3406 Ardendale Ln, Sacramento, CA 95825, United States","JJ38+52 Sacramento, California, USA",,+1 916-964-6697,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerg-4IXKjvQkX0XMtTJEuMyGET14oW4HyPVLmhbSxo7MgdfF24luO2MtLWjx7q1zFH5k9gG8bewlgk7eFzjym91M4nBFEmHFdZLPeH0bY7WRpjwD8NHjqVZ5BDsvtGaa9zl3j9FntF31jWD=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:02.744Z,,
https://www.google.com/maps/place/PuroClean+of+Southeast+Sacramento/data=!4m7!3m6!1s0x809ac5373bdfd0af:0x1f929d58fe911ada!8m2!3d38.523463!4d-121.4085197!16s%2Fg%2F11y50p_nj8!19sChIJr9DfOzfFmoAR2hqR_lidkh8,PuroClean of Southeast Sacramento,4.8,35,Water damage restoration service,"5675 Power Inn Rd B, Sacramento, CA 95824, United States","GHFR+9H Sacramento, California, USA",https://www.puroclean.com/southeast-sacramento-ca,+1 916-272-1105,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYTIN5ZcFxuvO0nKfLXOywnKJt9RmcvhSFHl_iVhi63YlNeye1pJMoxhc0HUVgKXYqJToxb3gD29-N2ZXmzVKTX9LMSz0QYSkwXitWg1GbGYKBHah8PWERRVXQP3NPd742KyKl=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:07.433Z,,
https://www.google.com/maps/place/Speedy+Mold+Removal/data=!4m7!3m6!1s0x809ad6927d8ded59:0xfa2048c550f4c7dd!8m2!3d38.6060434!4d-121.5170496!16s%2Fg%2F11c38ffsvx!19sChIJWe2NfZLWmoAR3cf0UMVIIPo,Speedy Mold Removal,4.7,7,Water damage restoration service,"2265 River Plaza Dr #209, Sacramento, CA 95833, United States","JF4M+C5 Sacramento, California, USA",http://moldremovalsacramento.com/,+1 916-573-7235,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweop5eW6BiXd23nYKyB7HbtGX19MQlsCu_lTYhE4yGO3mlCH3-TKwx2BzbLtXx0hjWZjdUxcZdHTvrzpISc6ugdabDcr9MIF2itWUiCp_Z6q65ON4BlXv4ho8qHZcaWr3uhN2BfO=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:12.268Z,,
https://www.google.com/maps/place/ServiceMaster+Restoration+by+Elite/data=!4m7!3m6!1s0x809ad633818cbdad:0x347275a3fac502b9!8m2!3d38.647545!4d-121.4942484!16s%2Fg%2F11dxrgvzl1!19sChIJrb2MgTPWmoARuQLF-qN1cjQ,ServiceMaster Restoration by Elite,4.8,45,Water damage restoration service,"1419 N Market Blvd #10, Sacramento, CA 95834, United States","JGX4+28 Sacramento, California, USA",http://www.servicemasterrestore.com/servicemaster-restoration-by-elite,+1 916-299-7484,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkqlbxIiWFjHRcR0E5elkjkRbnICq4obEjPYvBGHVNFknMvD6uReiCLdtiHljuNN-2hQR_8WY-WUKbreYcR5GWLQd7j4Cf0nrpIN8JStajvp4oOP3-bctivXmnmohmCvadKKAvCg=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:17.068Z,,
https://www.google.com/maps/place/CRBR+Property+Damage+Services+of+Sacramento+CA/data=!4m7!3m6!1s0x809ad76f445eb163:0xd5082ba5dfa4ac55!8m2!3d38.6499325!4d-121.480363!16s%2Fg%2F11nx1np81r!19sChIJY7FeRG_XmoARVayk36UrCNU,CRBR Property Damage Services of Sacramento CA,4.8,28,Fire damage restoration service,"814 Striker Ave B, Sacramento, CA 95834, United States","JGX9+XV Sacramento, California, USA",http://www.crbrsacramento.com/?utm_source=gmb&utm_medium=Yext,+1 916-381-1321,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDggwFX-48Yj0OFP6E8li8O_PAIdnmHPbuh4r8yrby6-OjziZy45qt6EuRmIlz3tiWrlDSMOqLe7cZnhJR5FCCNUcMbKoOP44Xoa0DehHmdIGu4Pz3PYjxiPAY-r4SDfsUqiOAgQ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:21.836Z,,
"https://www.google.com/maps/place/Alpine+Pacific+Water+Creations,+LLC/data=!4m7!3m6!1s0x809ad13ccac27c5b:0xa7d43985c67b659!8m2!3d38.571615!4d-121.4803159!16s%2Fg%2F11yf9fbdyx!19sChIJW3zCyjzRmoARWbZnXJhDfQo","Alpine Pacific Water Creations, LLC",5.0,3,Water damage restoration service,"2108 N St STE N, Sacramento, CA 95816, United States","HGC9+JV Sacramento, California, USA",https://alpinepacificcreationsllc.blogspot.com/,+1 916-314-2519,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HBxZVaMy3eIQd3Sx0TpSmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.8411&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:26.733Z,,
https://www.google.com/maps/place/Rainbow+Restoration+of+Sacramento/data=!4m7!3m6!1s0x809ad713b30bdc31:0x34d06a31799c2aa3!8m2!3d38.6405155!4d-121.4589109!16s%2Fg%2F11ghq67_l8!19sChIJMdwLsxPXmoARoyqceTFq0DQ,Rainbow Restoration of Sacramento,4.8,20,Water damage restoration service,"271 Opportunity St # J, Sacramento, CA 95838, United States","JGRR+6C Sacramento, California, USA",https://rainbowrestores.com/sacramento?cid=LSTL_RBW000202&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 916-382-0011,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersTi22YOQnQMQUO-Ks53Z9y7HqHnFR8ZoNpFNQKNeUQa1JuKR7Cmo4FHxgleWGJpoma9CUWAniEQAqARg4ea0C2Euyeg73vs1igffbtzJPDw-yFbUaRqTLxPnr6RVMmEe8tuuQfkS7yj8=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:31.692Z,,
https://www.google.com/maps/place/Restoration+Management+Company/data=!4m7!3m6!1s0x809ad47c40547d6d:0x4ee8dd78d2cada59!8m2!3d38.5655676!4d-121.5794889!16s%2Fg%2F1vcjmhlm!19sChIJbX1UQHzUmoARWdrK0njd6E4,Restoration Management Company,4.7,40,Fire damage restoration service,"1804 Enterprise Blvd, West Sacramento, CA 95691, United States","HC8C+66 West Sacramento, California, USA",https://rmc.com/stores/sacramento-ca/,+1 800-400-5058,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopKVQ8mXp4NynJHIT4GCowzvrll4GJ5jhcFs91hWfjGqvkXy2douodIQwiuEtvXLER9hCguKp723RkEIWPLSkFlXGUt2IlKjblkcpE5Yim1DOQoXiiOkMqc0uiXo6RbAMKvgBp=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:36.463Z,,
https://www.google.com/maps/place/SERVPRO+of+Citrus+Heights+%2F+Roseville/data=!4m7!3m6!1s0x809ad7c4dbdd1e87:0xfd84986c70270add!8m2!3d38.6556737!4d-121.476653!16s%2Fg%2F1tf5kx9d!19sChIJhx7d28TXmoAR3QoncGyYhP0,SERVPRO of Citrus Heights / Roseville,4.8,100,Water damage restoration service,"701 Del Paso Rd, Sacramento, CA 95834, United States","MG4F+78 Sacramento, California, USA",https://www.servpro.com/locations/ca/servpro-of-citrus-heights-roseville?utm_campaign=gmb,+1 916-866-9851,Open 24 hours,Identifies as indigenous-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepc-h1GSp7JZWmd-Td2qzN014QtNZjCb8fnCHt521JNwDcvS5JU2Bt0UEujAzI6qxlqmk-1H-UMzSrY4eVdeGyTFs0PqIHvm47S8ok7oyvIDsIta7P44FbfaMwTgGiwEhEYyNapNZqmvoQ=w408-h340-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:41.200Z,,
https://www.google.com/maps/place/SERVPRO+of+SE+Sacramento/data=!4m7!3m6!1s0x809adbd679fc7a05:0x692de9ad79da4400!8m2!3d38.5369062!4d-121.4058583!16s%2Fg%2F11rf6t28nf!19sChIJBXr8edbbmoARAETaea3pLWk,SERVPRO of SE Sacramento,4.8,62,Water damage restoration service,"8175 Alpine Ave Suite A, Sacramento, CA 95826, United States","GHPV+QM Sacramento, California, USA",https://www.servpro.com/locations/ca/servpro-of-se-sacramento?utm_medium=organic&utm_source=gbp,+1 916-706-0435,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8WbulTGW8Nw5QeBEChXRsV-eQwv2KMUBnqOzq9AoF6vY3TLLA7Z-5kYQBLzwnjPcXJFEiyRPVmA-gjAcWEwEZcInrRkeveaVPq_o3m0yI0H6zQz9_aa8s_joYtY9AR7-mz9r6qxYNraPh=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:46.093Z,,
https://www.google.com/maps/place/Reactic+Restoration/data=!4m7!3m6!1s0x809ad11a2dea95f1:0xcd4b9f1c3e2083b9!8m2!3d38.5025887!4d-121.4072019!16s%2Fg%2F11qnz0l9t4!19sChIJ8ZXqLRrRmoARuYMgPhyfS80,Reactic Restoration,4.9,25,Water damage restoration service,"8136 Junipero St B, Sacramento, CA 95828, United States","GH3V+24 Sacramento, California, USA",https://reacticrestoration.com/sacramento,+1 916-244-3970,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweooFI1MsC2D3Ocdkw6vxYGycS-CFJi6yawCQwQ-L0bLgjwaI7iPCmaXYAAcdaSDI1K72OE-OmTANWzJKwDB2XeFNc9CSWB6e5hHSDvBX_zjbMAV1v1BDEEpblP-DG33mBAZwyE=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T05:26:50.939Z,,
