placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error,isBlackOwned,attributes
https://www.google.com/maps/place/Newark+Beth+Israel+Medical+Center/data=!4m7!3m6!1s0x89c2532a47228715:0x551defbec089d2bb!8m2!3d40.7100478!4d-74.2125181!16s%2Fm%2F04zzcp4!19sChIJFYciRypTwokRu9KJwL7vHVU,Newark Beth Israel Medical Center,2.9,733,Medical Center,"201 Lyons Ave, Newark, NJ 07112, United States","PQ6P+2X Newark, New Jersey, USA",https://www.rwjbh.org/newark-beth-israel-medical-center/,+1 973-926-7000,,,https://lh3.googleusercontent.com/p/AF1QipNZo1HCqQRxkgz8807QAIIslcu5BYXmBsGOXPsP=w408-h313-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:03:16.690Z,,,
https://www.google.com/maps/place/Life+Hospice/data=!4m7!3m6!1s0x89c3a9e602101115:0x9e036172a9815f75!8m2!3d40.776535!4d-74.3640319!16s%2Fg%2F11kpnb1tj_!19sChIJFREQAuapw4kRdV-BqXJhA54,Life Hospice,5.0,21,Hospice,"70 S Orange Ave #245, Livingston, NJ 07039, United States","QJGP+J9 Livingston, New Jersey, USA",https://hospicecare.life/,+1 973-607-4930,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM20pxg7CHu0TxDepmphv4Gg0Gcuqft1DO1gACS=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:03:21.832Z,,,
https://www.google.com/maps/place/Promise+Care/data=!4m7!3m6!1s0x89c3ab614b7c5429:0xed5c78e1e8625246!8m2!3d40.7610993!4d-74.2235269!16s%2Fg%2F11l6x40vk6!19sChIJKVR8S2Grw4kRRlJi6OF4XO0,Promise Care,5.0,2,Home health care service,"576 Central Ave, East Orange, NJ 07018, United States","QQ6G+CH East Orange, New Jersey, USA",http://www.promisecarenj.com/,+1 973-378-1000,Closed ⋅ Opens 8:30 am Thu,,https://lh3.googleusercontent.com/p/AF1QipP37trqSc-A1KfVudBzBHQxrOGThSvx2ACoN2M0=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:03:27.267Z,,,
https://www.google.com/maps/place/Hospice+of+New+Jersey/data=!4m7!3m6!1s0x89c2ff99f8555521:0x47300eb631ca8352!8m2!3d40.8378562!4d-74.1818864!16s%2Fg%2F1tglj7g7!19sChIJIVVV-Jn_wokRUoPKMbYOMEc,Hospice of New Jersey,4.1,15,Hospice,"400 Broadacres Dr 1st Floor, Bloomfield, NJ 07003, United States","RRQ9+46 Bloomfield, New Jersey, USA",http://hospiceofnewjersey.com/,+1 973-893-0818,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipMh4T8H34q3pP5RkPKCOmyYriyTnayNFdCJa3Wj=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Open 24 hours,Open 24 hours,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:03:32.154Z,,,
https://www.google.com/maps/place/HandswLove/data=!4m7!3m6!1s0x89c3abdf00a4d7e9:0xbb3238f21d782f08!8m2!3d40.7703691!4d-74.2202253!16s%2Fg%2F11lcs8t9wk!19sChIJ6dekAN-rw4kRCC94HfI4Mrs,HandswLove,5.0,4,Home health care service,"7 Glenwood Ave, City of Orange, NJ 07050, United States","QQCH+4W City of Orange, New Jersey, USA",https://handswlove.org/,+1 848-433-8336,Closed ⋅ Opens 10 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vPEBA7VmPeM8e3TE7qyISA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.4553&pitch=0&thumbfov=100,true,10 am–7 pm,10 am–12 am,"12–7 am, 10 am–7 pm",10 am–1 pm,Closed,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:03:37.414Z,,,
https://www.google.com/maps/place/Alaris+Health+at+St.+Mary%27s/data=!4m7!3m6!1s0x89c3ab47c7e64b7f:0xfee3141328aa1d39!8m2!3d40.768204!4d-74.2308578!16s%2Fg%2F1pp2tv9tj!19sChIJf0vmx0erw4kROR2qKBMU4_4,Alaris Health at St. Mary's,3.5,107,Nursing home,"135 S Center St, City of Orange, NJ 07050, United States","QQ99+7M City of Orange, New Jersey, USA",https://alarishealth.com/st-marys/,+1 973-266-3000,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipMcZtOQi3V74SNVcWCDRC3uXWPl3FTEDRO1Zm0u=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:03:42.516Z,,,
https://www.google.com/maps/place/Alaris+Health+at+Belgrove+Managed+By+Excelsior+Care+Group/data=!4m7!3m6!1s0x89c2546815855d2b:0x7928c73a781f1e78!8m2!3d40.7588309!4d-74.1579018!16s%2Fg%2F1vyn4rz3!19sChIJK12FFWhUwokReB4feDrHKHk,Alaris Health at Belgrove Managed By Excelsior Care Group,3.8,107,Nursing home,"195 Belgrove Dr, Kearny, NJ 07032, United States","QR5R+GR Kearny, New Jersey, USA",https://alarishealth.com/belgrove/,+1 973-844-4800,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPQvJ2bqR5IlGLkDLTFBchqgmT_nIhpsBYzuYdY=w480-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:03:47.883Z,,,
https://www.google.com/maps/place/Center+for+Hope+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x89c3b12681bbcd73:0xf1261fcdbc3d9791!8m2!3d40.6220614!4d-74.3530202!16s%2Fg%2F1thmgb7s!19sChIJc827gSaxw4kRkZc9vM0fJvE,Center for Hope Hospice & Palliative Care,4.5,87,Assisted living facility,"1900 Raritan Rd, Scotch Plains, NJ 07076, United States","JJCW+RQ Scotch Plains, New Jersey, USA",http://www.cfhh.org/,+1 908-889-7780,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9x6qCJdi-VXNjA8JyHGwuT_-acfY8WtLpukjyOI-pSsmiKIj2vNQRkOQiO_1bM6sngTZT9gXGRs_bg4O3G-dbV8jIu1QZUgVOTjT9qri1vZcsJ-lE3KWLLYlT0J_ZkuJj1KI=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:03:52.812Z,,,
https://www.google.com/maps/place/Homeside+Hospice+LLC/data=!4m7!3m6!1s0x89c3b3db26df945f:0x5ba3d5efc6dfda73!8m2!3d40.6486152!4d-74.2855349!16s%2Fg%2F1tgq7ll7!19sChIJX5TfJtuzw4kRc9rfxu_Vo1s,Homeside Hospice LLC,4.2,10,Hospice,"6 Commerce Dr, Cranford, NJ 07016, United States","JPX7+CQ Cranford, New Jersey, USA",http://www.homesidehospice.com/,+1 732-381-3444,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YAADr07Kyu3ZVoU1A6_TjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.83759&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:03:55.835Z,,,
"https://www.google.com/maps/place/Compassionate+Care+Hospice,+an+Amedisys+Company/data=!4m7!3m6!1s0x89c2ff2f0d3e859f:0x105c3af3512318be!8m2!3d40.8388588!4d-74.1824367!16s%2Fg%2F11h75_xdh4!19sChIJn4U-DS__wokRvhgjUfM6XBA","Compassionate Care Hospice, an Amedisys Company",2.3,3,Hospice,"300 Broadacres Dr Suite 275, Bloomfield, NJ 07003, United States","RRQ9+G2 Bloomfield, New Jersey, USA",https://locations.amedisys.com/nj/bloomfield/hospice-4208/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 973-916-1400,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNMqOUYWfHo6knVygOdJYNqROx7_pqQkdSJDjG0=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:00.960Z,,,
https://www.google.com/maps/place/East+Orange+VA+Medical+Center/data=!4m7!3m6!1s0x89c3ab5f37220073:0xe9d9830841e6dc74!8m2!3d40.7526608!4d-74.2361154!16s%2Fg%2F1tdq_njz!19sChIJcwAiN1-rw4kRdNzmQQiD2ek,East Orange VA Medical Center,3.3,276,Veterans hospital,"385 Tremont Ave, East Orange, NJ 07018, United States","QQ37+3H East Orange, New Jersey, USA",http://www.newjersey.va.gov/,+1 973-676-1000,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noz6zoVgJAU3xuPCJBknYtfMRZzqCh9LUqiVTzDf0H5LeLaCLRvvTjB5dDicANwIUY35En_bU3JOmPPTswvj5ESeAo7ZZQDxopebafwn3JoSQ4z9emIqfq4FUW7FaTZIoOJgRtrpb_R60eJ=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:11.178Z,,,
https://www.google.com/maps/place/Alaris+Health+at+Kearny+Managed+By+Excelsior+Care+Group/data=!4m7!3m6!1s0x89c2546a9665d769:0x5547f853bfd9e24!8m2!3d40.7579229!4d-74.1490994!16s%2Fg%2F11b5pjcckn!19sChIJaddllmpUwokRJJ79O4V_VAU,Alaris Health at Kearny Managed By Excelsior Care Group,3.5,46,Nursing home,"206 Bergen Ave, Kearny, NJ 07032, United States","QV52+59 Kearny, New Jersey, USA",https://alarishealth.com/kearny/,+1 201-955-7067,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNvAUfrNNuGwVY78fvQTIz-xmDewnCLAlEX8p-p=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:16.308Z,,,
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x89c3a8d728322517:0xe336a80c37bf8d43!8m2!3d40.7764853!4d-74.3641541!16s%2Fg%2F1tg_y0dq!19sChIJFyUyKNeow4kRQ42_NwyoNuM,VITAS Healthcare,3.0,7,Hospice,"70 S Orange Ave Ste 210, Livingston, NJ 07039, United States","QJGP+H8 Livingston, New Jersey, USA",https://www.vitas.com/locations-search/north-jersey/livingston-hospice-office/?utm_source=google&utm_medium=locallisting&utm_content=VHC6701&y_source=1_ODcxOTMwMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 973-994-4738,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPlGRqreHXC80xKn27NJiFslyqMPB3H1DlXX0bG=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:21.823Z,,,
https://www.google.com/maps/place/Grace+Healthcare+Services/data=!4m7!3m6!1s0x89c3c9db32174bf9:0x5b452ac506d369d5!8m2!3d40.5188573!4d-74.3443473!16s%2Fg%2F1tr9pc2g!19sChIJ-UsXMtvJw4kR1WnTBsUqRVs,Grace Healthcare Services,4.5,94,Hospice,"105 Fieldcrest Ave #402, Edison, NJ 08837, United States","GM94+G7 Edison, New Jersey, USA",http://www.gracehcs.com/,+1 732-225-4100,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o_JPD8o6tZyphTvX3rwOkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.79494&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:26.815Z,,,
"https://www.google.com/maps/place/Patient+Care/@40.7964871,-74.2613071,17z/data=!3m1!4b1!4m6!3m5!1s0x89c3aafc92cd805f:0xd16837ba51baccf1!8m2!3d40.7964871!4d-74.2613071!16s%2Fg%2F1tdb56pk",Patient Care,4.5,8,Home health care service,"300 Executive Dr Suite 010, West Orange, NJ 07052, United States","QPWQ+HF West Orange, New Jersey, USA",https://lhcgroup.com/locations/patient-care-of-west-orange/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Patient_Care_West_Orange_NJ_07052,+1 973-243-6299,Closed ⋅ Opens 8 am Thu,,,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:33.646Z,,,
"https://www.google.com/maps/place/Valley+Hospice/@40.9313501,-74.0785134,17z/data=!3m1!4b1!4m6!3m5!1s0x89c2fb018ac00001:0x8fb31664cfefd05e!8m2!3d40.9313501!4d-74.0785134!16s%2Fg%2F11gg710lt9",Valley Hospice,3.9,18,Hospice,"15 Essex Rd, Paramus, NJ 07652, United States","WWJC+GH Paramus, New Jersey, USA",https://www.valleyhealth.com/locations/valley-hospice,+1 201-291-6000,,,,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:38.784Z,,,
https://www.google.com/maps/place/Vitality+Hospice/data=!4m7!3m6!1s0x89c14f2ace5c7985:0xa0a3177a1a8e2e6b!8m2!3d40.0757888!4d-74.8637519!16s%2Fg%2F11kh7jy4wq!19sChIJhXlczipPwYkRay6OGnoXo6A,Vitality Hospice,5.0,22,Hospice,"218 W Broad St Suite 2, Burlington, NJ 08016, United States","34GP+8F Burlington, New Jersey, USA",https://www.vitalityhospice.com/,+1 877-288-0042,,,https://lh3.googleusercontent.com/p/AF1QipOxHXSFUTby_8WFGtLRNBlXtSWchZDWzizNippk=w532-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:44.403Z,,,
https://www.google.com/maps/place/MJHS+Hospice+and+Palliative+Care/data=!4m7!3m6!1s0x89c2454ebf6aaaab:0x4c9c0f72f0aaf691!8m2!3d40.703397!4d-74.0097836!16s%2Fg%2F11hcvxj21c!19sChIJq6pqv05FwokRkfaq8HIPnEw,MJHS Hospice and Palliative Care,4.1,54,Hospice,"55 Water St 46th Fl, New York, NY 10041, United States","PX3R+93 New York, USA",https://www.mjhs.org/our-services/mjhs-hospice-palliative-care/,+1 212-649-5555,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrW3fNSS4zUnAKH6xzuBy4ieoY7PhQVY3pMwG6EguXNS84LWDIAR2rgVt1NKqTAIC7kyrJeoNmzwgbgtWFPPHo96WHU-GkFscbOzp7urtdacDoAMlEO8RwoUF3W1_G2e6VDZb_b=w408-h240-k-no-pi-0-ya245.62073-ro0-fo100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:50.163Z,,,
https://www.google.com/maps/place/Hospice+Care+of+Hackensack/data=!4m7!3m6!1s0x89c2fa033bcb20ef:0x1973c47bfc6b5cd0!8m2!3d40.8851635!4d-74.0407799!16s%2Fg%2F1tnmsnpm!19sChIJ7yDLOwP6wokR0Fxr_HvEcxk,Hospice Care of Hackensack,,,Hospice,"25 E Salem St, Hackensack, NJ 07601, United States","VXP5+3M Hackensack, New Jersey, USA",https://locations.amedisys.com/nj/hackensack/21-main-street-amedisys-hospice-care,+1 201-342-7766,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oD44fq5fWQK8qt0zJD4G1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=326.13376&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-18T00:04:55.495Z,,,
