placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,error,info
https://www.google.com/maps/place/Select+Specialty+Hospital+-+Memphis+East/data=!4m7!3m6!1s0x887f8359cb3e4539:0xb1d006fbb03d15af!8m2!3d35.1291678!4d-89.861178!16s%2Fm%2F04g3ng8!19sChIJOUU-y1mDf4gRrxU9sPsG0LE,Select Specialty Hospital - Memphis East,5.0,5,Hospital,"6019 Walnut Grove Rd, Memphis, TN 38120, United States","44HQ+MG Memphis, Tennessee, USA",https://www.selectspecialtyhospitals.com/locations-and-tours/tn/memphis/memphis-east/?ty=xt,+1 901-567-7499,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JrD1JlaXAf21Uic8BsciTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.62087&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:06.850Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Hope+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x887fa3d152a140c1:0x597e72f9435a80b5!8m2!3d35.0644914!4d-89.7616913!16s%2Fg%2F11r4t25q77!19sChIJwUChUtGjf4gRtYBaQ_lyflk,Hope Hospice & Palliative Care,4.6,7,Hospice,"3085 Fountainside Dr Suite #210, Germantown, TN 38138, United States","367Q+Q8 Germantown, Tennessee, USA",https://hospiceofhopetn.com/,+1 901-560-3600,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKmNHfeupr5fV75pUkJU-m3_mHslw-t-XAacf4jAucKkN3R9VglBAgxayTLZHBVc2WpvJL7NdWWHfBLpwcJP-7F4tiz2bRjb81YTqyU5wG2c1zqN44qjT3XUZt08bKDOnRiQi9=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:11.291Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/Baptist+Reynolds+Hospice+House/data=!4m7!3m6!1s0x887f981a4f6ee86d:0x755c973eeeab77df!8m2!3d35.0517948!4d-89.7138754!16s%2Fg%2F11b7w6953f!19sChIJbehuTxqYf4gR33er7j6XXHU,Baptist Reynolds Hospice House,4.1,30,Hospice,"1520 W Poplar Ave, Collierville, TN 38017, United States","372P+PC Collierville, Tennessee, USA",https://lhcgroup.com/locations/baptist-reynolds-hospice-house/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Baptist_Reynolds_Hospice_House_Collierville_TN_38017,+1 901-861-5700,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBFWQ0iMdKs6QXrz4Zm8UoDucfeFdKMiG7ClFBKZ8ptHiwrfL4NFa9DuTfxCTzDrzQThlWageZIn8MOxxzI2zEcKa9q5G3rb7ssPdg8OkCqn6AM3n1clsIdFZbP4YgSt1G3O4RsQ=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:15.843Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Baptist+Trinity+Home+Care/data=!4m7!3m6!1s0x887f83571bd0cfe3:0x37d80177b5927736!8m2!3d35.1286619!4d-89.7954797!16s%2Fg%2F1tfsnrt_!19sChIJ48_QG1eDf4gRNneStXcB2Dc,Baptist Trinity Home Care,3.3,38,Home health care service,"8000 Centerview Pkwy Suite 403, Cordova, TN 38018, United States","46H3+FR Cordova, Memphis, TN, USA",https://lhcgroup.com/locations/baptist-trinity-home-care-and-hospice/?utm_source=google&utm_medium=GMB&utm_campaign=google_my_business,+1 901-767-6767,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNtv3xtgsHIXnX2NPfbS_qhIXd9qa-bRUSuCGLl=w408-h245-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:20.328Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Unity+Hospice+Care/data=!4m7!3m6!1s0x887f99938b2cd3e7:0x983cfb0652690d60!8m2!3d35.0431792!4d-89.6999076!16s%2Fg%2F1tfklyj0!19sChIJ59Msi5OZf4gRYA1pUgb7PJg,Unity Hospice Care,5.0,2,Hospice,"1125 Schilling Blvd E #101st, Collierville, TN 38017, United States","28V2+72 Collierville, Tennessee, USA",,+1 888-756-7322,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qdc5MhYK2i-ezPxTudJzfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.780846&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:24.742Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/Amedisys+Home+Health+Care/data=!4m7!3m6!1s0x887f9a16c3ef637d:0xacebef76c1f1cd5d!8m2!3d35.0560041!4d-89.7880874!16s%2Fg%2F11fzf5r5xz!19sChIJfWPvwxaaf4gRXc3xwXbv66w,Amedisys Home Health Care,3.5,2,Home health care service,"8245 Tournament Dr Suite 255, Memphis, TN 38125, United States","3646+CQ Memphis, Tennessee, USA",https://locations.amedisys.com/tn/memphis/home-health-0545/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 901-748-9121,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipP4TtH3P9OiEJ0-Oxy4WKeUfofaaL48HMcv89xZ=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:29.241Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/The+Gardens+of+Germantown/data=!4m7!3m6!1s0x887f99bfb01a96e5:0x9935b87457b58b8e!8m2!3d35.0635023!4d-89.7549205!16s%2Fg%2F1trqhzwl!19sChIJ5ZYasL-Zf4gRjou1V3S4NZk,The Gardens of Germantown,4.5,36,Retirement community,"3179 Professional Plaza Dr, Germantown, TN 38138, United States","367W+C2 Germantown, Tennessee, USA",https://www.vitalityseniorliving.com/senior-living-locations/tennessee/gardens-of-germantown/?utm_source=local-listing&utm_medium=organic&utm_campaign=gbp,+1 901-755-5450,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=seLi9yZYTn6Zj-d1ogCb2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.65878&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:33.660Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Baptist+Trinity+Palliative+Care/data=!4m7!3m6!1s0x887f9de8d39954fd:0xc2ab1b0bd84ee068!8m2!3d35.1286619!4d-89.7954797!16s%2Fg%2F11q8k1r5zf!19sChIJ_VSZ0-idf4gRaOBO2Asbq8I,Baptist Trinity Palliative Care,,,Hospice,"8000 Centerview Pkwy Suite 405, Cordova, TN 38018, United States","46H3+FR Cordova, Memphis, TN, USA",https://lhcgroup.com/locations/baptist-trinity-palliative-care/,+1 901-343-8100,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOWrk0f77Cu9RurHehcx7bAv8LymRDI4o60_dEV=w520-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:38.139Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/Caris+Healthcare/data=!4m7!3m6!1s0x887eff317edbebad:0xb3d4a5437e491dd2!8m2!3d35.2084218!4d-89.7977454!16s%2Fg%2F12612c_jn!19sChIJrevbfjH_fogR0h1JfkOl1LM,Caris Healthcare,4.5,17,Hospice,"7953 Stage Hills Blvd #107, Bartlett, TN 38133, United States","6652+9W Bartlett, Tennessee, USA",https://carishealthcare.com/location/memphis-area-office/,+1 901-465-2120,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPQaK5W8z7vLa4d0CHaB6HpE09RwsQAwPTI9LC2=w408-h295-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:43.113Z,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Amedisys+Hospice+Care/data=!4m7!3m6!1s0x887f84c2a6b282e5:0xff3cbc93e9e6322d!8m2!3d35.205226!4d-89.844199!16s%2Fg%2F1tdbg5n0!19sChIJ5YKypsKEf4gRLTLm6ZO8PP8,Amedisys Hospice Care,3.5,4,Hospice,"6570 Stage Rd #120, Bartlett, TN 38134, United States","6544+38 Bartlett, Tennessee, USA",https://locations.amedisys.com/tn/bartlett/hospice-0570/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 901-680-0378,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMcaWS17U7C9DDWiCyAxcb8WfvVZxBeF5I8n7qA=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:47.842Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Signature+HealthCARE+of+Primacy/data=!4m7!3m6!1s0x887f84c4c68d5163:0x16de7a1ddfb0c3fc!8m2!3d35.0950305!4d-89.8631266!16s%2Fg%2F11b6gczsh2!19sChIJY1GNxsSEf4gR_MOw3x163hY,Signature HealthCARE of Primacy,3.4,149,Nursing home,"6025 Primacy Pkwy, Memphis, TN 38119, United States","34WP+2P Memphis, Tennessee, USA",http://shcofprimacy.com/,+1 901-767-1040,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN5rCh1LTB8opIzxSkpk0CST9RfC5a8Umr9KgHp=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:52.380Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Baptist+Memorial+Hospital-Memphis/data=!4m7!3m6!1s0x887f83585ef980cf:0x5c08a5c94d07d359!8m2!3d35.1291897!4d-89.8612746!16s%2Fm%2F03cgtl4!19sChIJz4D5XliDf4gRWdMHTcmlCFw,Baptist Memorial Hospital-Memphis,4.2,3696,Hospital,"6019 Walnut Grove Rd, Memphis, TN 38120, United States","44HQ+MF Memphis, Tennessee, USA",https://www.baptistonline.org/locations/memphis,+1 901-226-5000,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noPtrj87a2VsGOMBnormlq-0w9Re3XLWUwPIYVhtIMZjMahicUg2tT-vR5FvbBssUmEprTe6gZAVarZBX7rWcJ0fop-yMPoR_dkofBZ9jTPORgRFbfl2bBmi-DFoIfUIXjDMnJF=w408-h725-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:57.153Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Gina+Walton,+MD/data=!4m7!3m6!1s0x887f835857aaaaab:0x685509ff8defb6bf!8m2!3d35.1290346!4d-89.8620555!16s%2Fg%2F11sh2cgyvb!19sChIJq6qqV1iDf4gRv7bvjf8JVWg","Gina Walton, MD",,,Internist,"6027 Walnut Grove Rd # 116, Memphis, TN 38120, United States","44HQ+J5 Memphis, Tennessee, USA",https://memphispalliativecare.com/,+1 901-226-2800,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=evU1Ihc824oTon1tSe-jyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.403244&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:17:59.518Z,,,,,,,,,
https://www.google.com/maps/place/Healthcare+Solutions/data=!4m7!3m6!1s0x887f858bd2257a05:0x62cc6006905ade47!8m2!3d35.103134!4d-89.861426!16s%2Fg%2F11svr9v60z!19sChIJBXol0ouFf4gRR95akAZgzGI,Healthcare Solutions,,,Medical clinic,"6000 Poplar Ave Suite 250, Memphis, TN 38119, United States","443Q+7C Memphis, Tennessee, USA",http://healthcaresolu.com/,+1 901-306-3603,Open ⋅ Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=npAfI4elo25EGXknOv2oow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.4707&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:18:04.042Z,5:30–9 pm,5:30–9 pm,5:30–9 pm,12–5 pm,12–5 pm,5:30–9 pm,5:30–9 pm,,
https://www.google.com/maps/place/Saint+Francis+Hospital+-+Memphis/data=!4m7!3m6!1s0x887f84c3f58e5ef3:0x18fdf8db5063476f!8m2!3d35.0972829!4d-89.8643804!16s%2Fg%2F1tm8lbp8!19sChIJ816O9cOEf4gRb0djUNv4_Rg,Saint Francis Hospital - Memphis,2.8,698,General hospital,"5959 Park Ave, Memphis, TN 38119, United States","34WP+W6 Memphis, Tennessee, USA",https://www.saintfrancishosp.com/locations/detail/saint-francis-hospital---memphis,+1 901-765-1000,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9g-yxnZR29zvvQaGtbhs4wsWOuFGeQQvpUWT8L-FWUoz4dDDpUaFSHaNcwiI9KH8NnlnIDcpLwofwPl5MgpWKzA32th8uNvOhx9HBC9S58mWftfbfCvuwrSdLkWNNP6AOY94LSQ=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:18:08.632Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Methodist+Healthcare/data=!4m7!3m6!1s0x887f82d339d4e705:0xc78cafbdf7e681d3!8m2!3d35.1778269!4d-89.85094!16s%2Fg%2F1tfq9_5g!19sChIJBefUOdOCf4gR04Hm972vjMc,Methodist Healthcare,3.3,4,Sleep clinic,"6400 Shelby View Dr, Memphis, TN 38134, United States","54HX+4J Memphis, Tennessee, USA",http://www.methodistmedicalequipment.org/,+1 800-541-8277,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1ntVGGUdJs_mVIs1F_cmdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.9882&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-09-18T00:18:13.042Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/AHC+Bright+Glade/data=!4m7!3m6!1s0x887f847b64d65bdd:0xf1adf231234b49c8!8m2!3d35.1178623!4d-89.8930214!16s%2Fg%2F1tk1nrgx!19sChIJ3VvWZHuEf4gRyElLIzHyrfE,AHC Bright Glade,2.6,21,Nursing home,"5070 Sanderlin Ave, Memphis, TN 38117, United States","4494+4Q Memphis, Tennessee, USA",,+1 901-682-5677,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noXFjK5WboclwIPrjgOIVH0vci5UD3jAcHqMq3QFZz4ZO0rPoyH71ggl3SyfQKt6-Nxyh5mAw4OqtiDrigwz-mWXytbXfW6L3uKuQz3NcWmn4kp41yh9Gt634tYxqK6WDYSNzXdLQ=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-09-18T00:18:27.829Z,,,,,,,,,
https://www.google.com/maps/place/Amedisys+Home+Health+Care/data=!4m7!3m6!1s0x887f857cc7df2e8d:0x9dbb64637b1196a2!8m2!3d35.0969768!4d-89.869001!16s%2Fg%2F11kybqf800!19sChIJjS7fx3yFf4gRopYRe2Nku50,Amedisys Home Health Care,5.0,1,Home health care service,"1255 Lynnfield Rd #110, Memphis, TN 38119, United States","34WJ+Q9 Memphis, Tennessee, USA",https://locations.amedisys.com/tn/memphis/home-health-0550/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 901-685-7231,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNcNeshjRmP6aCKgBnJUnwmExsNXxT7KYKmaea9=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-09-18T00:18:32.237Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
