placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error
https://www.google.com/maps/place/LawnStarter+Landscaping/data=!4m7!3m6!1s0x89c6c950ae8783d3:0x4d47e3631e850259!8m2!3d40.0617734!4d-75.043245!16s%2Fg%2F11lf_p1y29!19sChIJ04OHrlDJxokRWQKFHmPjR00,LawnStarter Landscaping,4.9,163,Landscaper,,,https://www.lawnstarter.com/philadelphia-pa-landscaping?utm_source=google&utm_medium=GLocal&utm_campaign=PhiladelphiaLocal,+1 215-703-2430,Open · Closes 10 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEG3W-tITnZ2tiqpbNVCapxt-MAPgEYPCuxe-3pCcNgJvStbJggjp-ewjQg7zovfPcXBwmqMRBGlN8ZoZMulzW9sbePYQj6lLIGFNwhyEVYrn29R12RN8LeGCDmTEbKLpjzaY1nDWYJwr5-=w408-h544-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:44:40.421Z,,
https://www.google.com/maps/place/Athyrium+Design/data=!4m7!3m6!1s0x89c6c715321c9d3b:0xa26aa96fc9db7be7!8m2!3d39.9494304!4d-75.3114935!16s%2Fg%2F11h4q3qv7z!19sChIJO50cMhXHxokR53vbyW-paqI,Athyrium Design,5.0,7,Landscape designer,,,http://www.athyriumdesign.com/,+1 215-720-1221,Open · Closes 5 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcCWwfrnvJojBESF-6fZnGcOPruWC0Dr6O6J5vQqe32_1hr2EPANl4Z1hE8PLzzzVofuTVK_8A2XOl6JcMnLgDLk0WFeZJj-b95AdZ1NX3-t05NQjSe0v3UCuQI7rkNoZaPAAZ=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:44:45.310Z,,
https://www.google.com/maps/place/digs/data=!4m7!3m6!1s0x89c6c87b1dc64d45:0x8cdb10e23c9b04c!8m2!3d39.9986805!4d-75.138334!16s%2Fg%2F11xgb8py_!19sChIJRU3GHXvIxokRTLDJIw6xzQg,digs,5.0,1,Landscape designer,,,http://www.digsliving.com/,+1 267-908-3447,Open · Closes 8 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1jsUboMuma2LlC2U1NktrjVKXkjMj5juqb2m36ExCUbQx2phyMphZMsPeNI_fpzIAbQUoeUVdcuNDMyvJUtffxyBWrU-26V6Du13T-BiZMSWhCMYW2cl2mQFBMV63bne4Zv1X=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:44:50.026Z,,
https://www.google.com/maps/place/Duran%27s+LANDSCAPING+LLC/data=!4m7!3m6!1s0x89c6b7bb4d9a93fb:0x75c90782ab42162a!8m2!3d40.0242569!4d-75.1245665!16s%2Fg%2F11c1qbv3tg!19sChIJ-5OaTbu3xokRKhZCq4IHyXU,Duran's LANDSCAPING LLC,4.9,40,Landscaper,"4832 N Hope St, Philadelphia, PA 19120, United States","2VFG+P5 Philadelphia, Pennsylvania, USA",http://duranlandscapingllc.com/,+1 267-970-1289,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGCUZkY4Qm6XaXDvqLXCvj2qk3eytbK27PhV7wHrpXrO0McsZUYOqIbvh6Jue02wAjDTno6cOttinsQ30-6k50L5AU6brTANtHcFAZTiQJ_Ax0yqMecJ-tn9ECmChlCLQlINm51A=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:44:54.736Z,,
https://www.google.com/maps/place/LawnStarter+Lawn+Care+Service/data=!4m7!3m6!1s0x89c6c633e64d395b:0xbff67f1ea1a176c6!8m2!3d39.9556694!4d-75.1707761!16s%2Fg%2F11gdtw3bgw!19sChIJWzlN5jPGxokRxnahoR5_9r8,LawnStarter Lawn Care Service,4.2,379,Lawn care service,"1835 Arch St #507, Philadelphia, PA 19103, United States","XR4H+7M Philadelphia, Pennsylvania, USA",https://www.lawnstarter.com/philadelphia-pa-lawn-care?utm_source=google&utm_medium=GLocal&utm_campaign=PhiladelphiaGLocal,+1 215-402-7398,Open · Closes 10 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIf6VzAOnoM-n3Gtcihbe9S7rS81_W9Xe7A17rVWUWJsStuaqgdUiJyUrjTGCYV1OgNAiJZ76kABtAgo98AU4sKa9fCnCzp8aDMxLeQErfNJqCxcAXoOVycfIY4d_m2-qsg41F70uAPyo=w408-h408-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:44:59.529Z,,
https://www.google.com/maps/place/Philly+Artificial+Grass+Pros/data=!4m7!3m6!1s0x89c6c7e14d4aa0a5:0xcf0161bf9ccf88cd!8m2!3d39.9555671!4d-75.1696607!16s%2Fg%2F11f5zf1qf7!19sChIJpaBKTeHHxokRzYjPnL9hAc8,Philly Artificial Grass Pros,4.5,2,Landscaper,"100 N 18th St suite 300, Philadelphia, PA 19103, United States","XR4J+64 Philadelphia, Pennsylvania, USA",https://phillyartificialgrasspros.com/,+1 267-376-8932,Open · Closes 5 pm,Identifies as women-owned,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsWHRbcScMtDie2IvxIvTLvh4gIa1m7HXBaI6ygRc54sam6tss4plvCd_USdgBAI5g65Im8Y6umxBOYEF0iB-G_r89uGMwnK2TKuv8uvi_6lTxvkk_XcnlLZYGN3aO6c-fTtlScg=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:04.309Z,,
https://www.google.com/maps/place/Four+Seasons+Total+Landscaping/data=!4m7!3m6!1s0x89c6b44c3cd2507b:0xf7a6fd9e9365a3be!8m2!3d40.0262831!4d-75.0302985!16s%2Fg%2F1tcvcvs3!19sChIJe1DSPEy0xokRvqNlk579pvc,Four Seasons Total Landscaping,4.4,202,Landscaper,"7339 State Rd., Philadelphia, PA 19136, United States","2XG9+GV Philadelphia, Pennsylvania, USA",http://www.fstl1992.com/,+1 215-624-5408,Closes soon · 4 pm · Opens 8 am Thu,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwnEcNsnY3PxnyLIYIuAz4Rp8SOakQnGCFE7JgXJk7I40CBVhuXXF3rVUmvQGGd0OL5eESAhdXUITGX_WEyscs40pXl1g7qUli_hwHnw4rY3j8a4Twz1H7nAQRWwLxlWkN-sg=w408-h241-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:09.134Z,,
https://www.google.com/maps/place/UDS+Philly+Landscaping+and+Removal/data=!4m7!3m6!1s0xa7f6d4c8d60b6411:0x4e30a899a923a1bb!8m2!3d40.0194523!4d-75.1364325!16s%2Fg%2F11sx006vf5!19sChIJEWQL1sjU9qcRu6EjqZmoME4,UDS Philly Landscaping and Removal,5.0,55,Landscaper,"4455 N 6th St, Philadelphia, PA 19140, United States","2V97+QC Philadelphia, Pennsylvania, USA",http://udsphilly.com/,+1 267-540-3107,Open 24 hours,,true,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxswTPnflf3tQPLcjcNbQmS_tbsdpbK07a-4CfH14C1bT7f3cN1pcjS32CHfmp9wbyjN0b229ofbTiUVPofeR8h-dPhWbuPGjPlOwJBDcEmAbUU4Aa2btCdhKq4QnBxqv1q3eLFzsB98Ux=w408-h543-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:13.894Z,,
https://www.google.com/maps/place/R+Simms/data=!4m7!3m6!1s0x273f6ee0eea1df31:0x705a217479d36d03!8m2!3d40.002498!4d-75.1180146!16s%2Fg%2F11ygq0ywly!19sChIJMd-h7uBuPycRA23TeXQhWnA,R Simms,5.0,2,Landscaper,,,https://rsimmspa.com/,+1 215-484-4184,Open · Closes 11 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiDecaXgqi79jqr4Qx2B-HjAZLtporHxpg0Ol9sw9BcJnY9hHUUdQW19vJHhGom7qK9Yls8rSdkSGH7wHOdr_z8Z72IcKAmkkGFXAG4lpQZinMY_r-CpQTj5bvKprqf2AXEK7TGd9AggyY=w408-h543-k-no,true,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:19.299Z,,
https://www.google.com/maps/place/City+Planter/data=!4m7!3m6!1s0x89c6c87b1fe9e339:0x79c5d6819c7dd56a!8m2!3d39.9642173!4d-75.1444631!16s%2Fg%2F1tfsjc7s!19sChIJOePpH3vIxokRatV9nIHWxXk,City Planter,4.7,215,Garden center,"814 N 4th St, Philadelphia, PA 19123, United States","XV74+M6 Philadelphia, Pennsylvania, USA",http://www.cityplanter.com/,+1 215-627-6169,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0RKRQfdb-bu269GV04WaHOWP-GCsCpw_6OokvYh5BtxeNbVcUeHkCc4B-7r5DMNHWVbAZK3hQtJ3XYbMdi99LA-_e2oRvF-36os1EGy3I75zGJ1AsCrYD_ANYl_qnEz_Qrd--=w408-h544-k-no,true,11 am–4 pm,11 am–4 pm,11 am–4 pm,11 am–4 pm,11 am–4 pm,11 am–4 pm,11 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:24.319Z,"Store selling a variety of plants, garden containers, fountains & more in a converted warehouse. · In-store shopping · Kerbside pickup · Delivery",
"https://www.google.com/maps/place/WC+Landscape+%26+Contracting,+LLC/data=!4m7!3m6!1s0x89c6b88d0396ffff:0x31d5346f94cc5618!8m2!3d40.0235065!4d-75.2103097!16s%2Fg%2F11h3vbmg_x!19sChIJ__-WA424xokRGFbMlG801TE","WC Landscape & Contracting, LLC",4.8,17,Landscape architect,"415 Seville St, Philadelphia, PA 19128, United States","2QFQ+CV Philadelphia, Pennsylvania, USA",http://wclandscapecontracting.com/,+1 484-664-9696,Open · Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0zkoE6LRIRoJZRpF1G8Ws8L7H3rvPemjXTY16MdSuRoj5-uDAu_SV1lOrUCC9mHDT9zA--7J4mjC0tKqejM4jswMAHdvcsX69B2XlbLQRgU7EgotTJmiAwG7XCyMbRjK8CdHl5g=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:29.348Z,,
https://www.google.com/maps/place/Rainbow+Lawncare+Industries/data=!4m7!3m6!1s0x89c6b7beee0c88ed:0xec3c16d52096082d!8m2!3d40.0181369!4d-75.1268181!16s%2Fg%2F1trxfnf2!19sChIJ7YgM7r63xokRLQiWINUWPOw,Rainbow Lawncare Industries,4.4,86,Lawn care service,"4425 Rising Sun Ave, Philadelphia, PA 19140, United States","2V9F+77 Philadelphia, Pennsylvania, USA",https://www.rainbowlhc.com/,+1 215-457-7533,Closes soon · 4 pm · Opens 7:30 am Thu,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxswGS3gklQT78HxzDIfrDvM8ozVWl4zl9jP5nacC_zq1Vq2duG1p916lv9PuHuFZsndsZRhPbWo5lMRbfuq4KJuZO5dfVsTvGeFgO_D0cYd2sF5MgsmZkVuW9M5qllfo03AZm=w408-h306-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,8 am–12:30 pm,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:34.388Z,,
https://www.google.com/maps/place/Bedrock+Contractors/data=!4m7!3m6!1s0x89c6c8561d09d8c9:0xaab5fdfd28efe62f!8m2!3d39.949817!4d-75.107787!16s%2Fg%2F11f3wmv5h0!19sChIJydgJHVbIxokRL-bvKP39tao,Bedrock Contractors,5.0,30,Landscape architect,"1202 Centennial Village, Camden, NJ 08105, United States","WVXR+WV Camden, New Jersey, USA",,+1 267-760-3477,Open · Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0eLjTR0uuMK0QY2_tc0V__qlw00sCKplC__jcEA-ULCHd_VKNrbCuUHwlovv4eRAw6s6Lh-BEKhFWvHBdIeiKIG0DIFyQRg48hrxsPMFAZBsd3qNBWnlzQbPXuliRzG53wv8=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–2 pm,9 am–2 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:39.234Z,,
https://www.google.com/maps/place/Sanchez+Landscaping/data=!4m7!3m6!1s0x89c6c9973f1b2503:0x2bdb1e22e9919d91!8m2!3d39.9947388!4d-75.1431596!16s%2Fg%2F11pf3j1y5k!19sChIJAyUbP5fJxokRkZ2R6SIe2ys,Sanchez Landscaping,5.0,1,Landscaper,"2829 N 7th St, Philadelphia, PA 19133, United States","XVV4+VP Philadelphia, Pennsylvania, USA",,+1 267-784-3687,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDi-W4_yZGGFfxgU3CLsVcMJIlj0Ehv-JPewUnbVtNV5ryrILNHejkNZOgz0ixoG7lH7_AclOAqSH8OZ9ivhAn7Uzwr3Q0l3AiDbRngIVIzMINiq9mHZNFHFjzSoZvYLUSonUx=w513-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–4 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:43.931Z,,
https://www.google.com/maps/place/Land+Identity/data=!4m7!3m6!1s0x8c49c8728b686d61:0x8e339d5e3048bdf5!8m2!3d39.9422546!4d-75.155344!16s%2Fg%2F11xgvv4r51!19sChIJYW1oi3LISYwR9b1IMF6dM44,Land Identity,,,Landscape architect,"744 South St, Philadelphia, PA 19147, United States","WRRV+WV Philadelphia, Pennsylvania, USA",https://landidentity.com/,+1 908-789-4626,Open · Closes 5:30 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXg3dpfbmJYzqnPAd4k5UZJ4Z3zwHgGtI9myFlUJnXaBNQHnSgwC3zSgTXJsyvrXgVhCiHdb7hTdxE1WaKgvn95FjIOttnbF99XEjLGlcWD1S-28QBTry_docNF8EiJheM9zoksklM4r6P=w408-h308-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:45:48.582Z,,
