placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Penny+Electric/data=!4m7!3m6!1s0x80c8d00cc52740b3:0x97eb8e39f67fdcf!8m2!3d36.0776496!4d-115.0711908!16s%2Fg%2F11_snf7cd!19sChIJs0AnxQzQyIARz_1nn-O4fgk,Penny Electric,4.8,459,Electrician,"1987 Whitney Mesa Dr, Henderson, NV 89014, United States","3WHH+3G Henderson, Nevada, USA",http://pennyelectric.com/,+1 702-279-6040,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPZ7Kbi-2z8G1OkqS5rUT2LknvXC7rHEB9NnPJG=w459-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:02.560Z,,,
"https://www.google.com/maps/place/Southwest+Electric,+LLC/data=!4m7!3m6!1s0x80c8d10da2d3f8fb:0x114cef9dac56c618!8m2!3d36.0412525!4d-115.0261638!16s%2Fg%2F11bwf79brm!19sChIJ-_jTog3RyIARGMZWrJ3vTBE","Southwest Electric, LLC",4.9,71,Electrician,"921 American Pacific Dr #307, Henderson, NV 89014, United States","2XRF+GG Henderson, Nevada, USA",https://southwestelectricnv.com/,+1 702-564-5003,"Closed · Opens 7 am Mon

Updated by this business 7 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPMyKW6Cb-XE0yWXTE--BX7_870yyHM4KZ_8RiP=w408-h544-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:07.479Z,,,
"https://www.google.com/maps/place/Henderson+Electric+Motors,+INC./data=!4m7!3m6!1s0x80c8d72d9b4e3b4f:0x2b8697bb44bd6231!8m2!3d36.0701681!4d-114.9957602!16s%2Fg%2F11c6_fqyqv!19sChIJTztOmy3XyIARMWK9RLuXhis","Henderson Electric Motors, INC.",4.8,16,Electric motor repair shop,"2043 Pabco Rd, Henderson, NV 89011, United States","32C3+3M Henderson, Nevada, USA",http://www.heminv.com/,+1 702-564-5575,"Closed · Opens 7:30 am Mon

Updated by this business 2 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOAQfT2rb8xSJLHZpJMTwPacx6SzZTiArnOjucD=w408-h544-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:12.472Z,,,
https://www.google.com/maps/place/JB+Electric/data=!4m7!3m6!1s0x80c8eb213ae550b7:0xe2d8b7525d262cd4!8m2!3d36.0348772!4d-115.0621302!16s%2Fg%2F11rgcf3k46!19sChIJt1DlOiHryIAR1CwmXVK32OI,JB Electric,5.0,1,Electrician,"1722 Talon Ave, Henderson, NV 89074, United States","2WMQ+X4 Henderson, Nevada, USA",http://www.nev.jb-electric.net/,+1 725-306-7488,Closes soon · 4 pm · Opens 6 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNfNsEsAZHMsXcKL2DN4KfaP4nsJamdJ2Yt2WeN=w426-h240-k-no,true,7 am–4 pm,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:17.326Z,,,
https://www.google.com/maps/place/Pacific+Electric+Inc/data=!4m7!3m6!1s0x80c8c404202cb1e5:0xa0ae3b55319b5867!8m2!3d36.0782728!4d-115.1092874!16s%2Fg%2F1tx4pn2j!19sChIJ5bEsIATEyIARZ1ibMVU7rqA,Pacific Electric Inc,4.9,1018,Electrician,"3035 E Patrick Ln Suite 13 Suite 14, Las Vegas, NV 89120, United States","3VHR+87 Las Vegas, Nevada, USA",https://www.pacificelectriclv.com/?utm_source=google&utm_medium=gbp,+1 702-751-4175,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMxl4Kx1zS_H43pr6JkJuCjjv8Hg6eAwvFHuR7J=w437-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:22.278Z,,,
https://www.google.com/maps/place/J.L+Automotive+and+Mobile+RV+Repair+LLC/data=!4m7!3m6!1s0x80c8d1807786f86b:0x865f14c8bc695093!8m2!3d36.0659952!4d-115.0081598!16s%2Fg%2F11q93pg953!19sChIJa_iGd4DRyIARk1BpvMgUX4Y,J.L Automotive and Mobile RV Repair LLC,3.8,35,RV repair shop,"1940 N Boulder Hwy Space 134, Henderson, NV 89011, United States","3X8R+9P Henderson, Nevada, USA",,,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNDwwAQAfBAHJBmiCA8oBD5xx0qWP-2erZg5zGw=w426-h240-k-no,true,Open 24 hours,10 am–8:30 pm,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:27.513Z,,,
https://www.google.com/maps/place/Electricode/data=!4m7!3m6!1s0x80c8c629341c0001:0x5fb4d4e7e3eb1ce5!8m2!3d36.0762138!4d-115.1115575!16s%2Fg%2F11gg9ky1hg!19sChIJAQAcNCnGyIAR5Rzr4-fUtF8,Electricode,4.9,820,Electrician,"6255 McLeod Dr Suite 22, Las Vegas, NV 89120, United States","3VGQ+F9 Las Vegas, Nevada, USA",https://electricodeapi.com/,+1 702-996-5448,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN0MoMUBpXez9NUFof2eIS6d2bNZVRk4mNnsdsT=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:32.331Z,,,
https://www.google.com/maps/place/Immediate+Response+Electric/data=!4m7!3m6!1s0x8e229608aa80c70f:0xc246ada196f9206d!8m2!3d36.0219666!4d-115.0825256!16s%2Fg%2F11vdgv5ly4!19sChIJD8eAqgiWIo4RbSD5lqGtRsI,Immediate Response Electric,5.0,70,Electrician,"170 S Green Valley Pkwy #300, Henderson, NV 89012, United States","2WC8+QX Henderson, Nevada, USA",https://immediateresponseelectric.com/,+1 725-325-0602,"Closed · Opens 7 am Mon

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOLCB4jieCXGzBqHoQfhmwrwWUg9-CQefU-LYua=w408-h289-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:37.136Z,,,
"https://www.google.com/maps/place/All+Electric+Service+LLC/@36.0629236,-115.0190613,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8d1c865cf36bd:0x65e311a2e4e4d914!8m2!3d36.0629236!4d-115.0190613!16s%2Fg%2F11j4pp_klf",All Electric Service LLC,5.0,2,Electrician,"585 W Sunset Rd, Henderson, NV 89011, United States","3X7J+59 Henderson, Nevada, USA",,+1 702-907-3111,Closed · Opens 7 am Mon,,,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:43.988Z,,,
https://www.google.com/maps/place/Saguaro+Power+Co/data=!4m7!3m6!1s0x80c8d1471f00438d:0x3152d39d3e5d768d!8m2!3d36.0426955!4d-115.0109243!16s%2Fg%2F1tmxr97c!19sChIJjUMAH0fRyIARjXZdPp3TUjE,Saguaro Power Co,2.8,6,Electric utility company,"435 S Fourth St, Henderson, NV 89015, United States","2XVQ+3J Henderson, Nevada, USA",,+1 702-558-1100,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WTx_HEcDf7fgJEGLRFfS6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.84863&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:46.885Z,,,
https://www.google.com/maps/place/PDQ+Electric+-+Electrical+Contractor+in+Las+Vegas/data=!4m7!3m6!1s0x80c8c483950c3e09:0x37e1479aaf943b8f!8m2!3d36.1317174!4d-115.1938931!16s%2Fg%2F11dxr43k3h!19sChIJCT4MlYPEyIARjzuUr5pH4Tc,PDQ Electric - Electrical Contractor in Las Vegas,4.9,158,Electrician,"3111 S Valley View Blvd Ste. A-104, Las Vegas, NV 89102, United States","4RJ4+MC Las Vegas, Nevada, USA",http://pdqelectricnv.com/,+1 702-382-1100,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrObVEsZ-XbGY8k1FVQxqhx_vH9LYAGMHaqveqDtlircVfd17bdECnLJJX-jY0Eh8CuHJAX7Mm7KGnzG3HxUt8atRWNe-phcTsODTbo0Omv0lHE2uvGjs-2072eU7qVaBsHD-blg=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:51.810Z,,,
https://www.google.com/maps/place/Eco+Electric/data=!4m7!3m6!1s0x80c8db3870b9635b:0xed1f2ea2c3965eb8!8m2!3d36.1041834!4d-115.196414!16s%2Fg%2F1tdw3rxq!19sChIJW2O5cDjbyIARuF6Ww6IuH-0,Eco Electric,4.9,758,Electrician,"4205 W Tompkins Ave # 3, Las Vegas, NV 89103, United States","4R33+MC Las Vegas, Nevada, USA",https://www.ecoelectriclv.com/,+1 702-323-5624,Closed · Opens 7 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNDGO_FTGRBmS1PputYgXuYe1Y0dw1RxF0_v4K4=w408-h544-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:31:56.838Z,,,
https://www.google.com/maps/place/Green+Valley+Turf+Equipment/data=!4m7!3m6!1s0x80c8d006c42200b9:0xf33cb76c112508aa!8m2!3d36.0774807!4d-115.0873991!16s%2Fg%2F1tftfln2!19sChIJuQAixAbQyIARqgglEWy3PPM,Green Valley Turf Equipment,4.6,104,Lawn mower store,"6145 Annie Oakley Dr, Las Vegas, NV 89120, United States","3WG7+X2 Las Vegas, Nevada, USA",http://www.greenvalleyturfeq.com/,+1 702-454-4300,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipONSMvEAQGO0dypR4_l6jSzn29Ef-zX2_McDhDv=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:32:01.834Z,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Central+Power+Systems+%26+Services/data=!4m7!3m6!1s0x80c8c7b8a28c6291:0xe7f071104813a9de!8m2!3d36.0739106!4d-115.2364334!16s%2Fg%2F11kj4szxch!19sChIJkWKMorjHyIAR3qkTSBBx8Oc,Central Power Systems & Services,5.0,3,Electric generator shop,"6633 W Post Rd, Las Vegas, NV 89118, United States","3QF7+HC Las Vegas, Nevada, USA",http://cpower.com/,+1 725-277-6783,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNHInWbyvjSczMqVo4adYYyUdDrdVchTAOu0VKq=w408-h510-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:32:06.642Z,· Delivery,,
https://www.google.com/maps/place/Ampere+Electric/data=!4m7!3m6!1s0x44590b247aa873a7:0xd75021e8b2402fdc!8m2!3d36.0890454!4d-115.2051264!16s%2Fg%2F11s1bcl5zn!19sChIJp3OoeiQLWUQR3C9AsughUNc,Ampere Electric,4.9,1931,Electrician,"4710 W Dewey Dr Suite 112, Las Vegas, NV 89118, United States","3QQV+JW Las Vegas, Nevada, USA",https://ampereelectricnv.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 702-979-1747,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO_CNs0QRq9ct0dttxszyTeeHy22RTu-WW7OkhS=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:32:11.790Z,,,
https://www.google.com/maps/place/Helman+Electric/data=!4m7!3m6!1s0x80c8d1001cc5263f:0xc758190a6e36a0c6!8m2!3d36.0492037!4d-115.0459509!16s%2Fg%2F1tdgvp53!19sChIJPybFHADRyIARxqA2bgoZWMc,Helman Electric,3.0,2,Electrician,"1399 Winter Solstice Ave, Henderson, NV 89014, United States","2XX3+MJ Henderson, Nevada, USA",,+1 702-210-6691,Open · Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wEJJ_FgziR1UZtt5Wk5hbA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.65004&pitch=0&thumbfov=100,true,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:32:16.621Z,,,
https://www.google.com/maps/place/Las+Vegas+Electrician/data=!4m7!3m6!1s0x80c8d09868c1d515:0xfb698f3573a460e2!8m2!3d36.086782!4d-115.0241595!16s%2Fg%2F12mm8d39l!19sChIJFdXBaJjQyIAR4mCkczWPafs,Las Vegas Electrician,4.5,2,Electrician,"6821 Rio Rancho Way, Las Vegas, NV 89122, United States","3XPG+P8 Las Vegas, Nevada, USA",,+1 760-658-7375,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipObBAd1usoKblO2qoI4AJt20giXvZRCgI7jQjZI=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:32:21.480Z,,,
https://www.google.com/maps/place/Sunstate+Equipment/data=!4m7!3m6!1s0x80c8d0db4330b311:0xfc4bbdb462b2d295!8m2!3d36.0653269!4d-115.0164322!16s%2Fg%2F1tcv6ln_!19sChIJEbMwQ9vQyIARldKyYrS9S_w,Sunstate Equipment,4.5,17,Equipment rental agency,"250 Elliott Rd, Henderson, NV 89011, United States","3X8M+4C Henderson, Nevada, USA",https://www.sunstateequip.com/locations/NV/Henderson/VEG?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=Henderson&utm_term=VEG,+1 702-565-1234,Closed · Opens 6 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPF7j06xxXQ9wVP4zLvhaod7-VvVl8M7fheWLkd=w408-h265-k-no,true,Closed,Closed,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:32:26.292Z,,,
https://www.google.com/maps/place/Ideal+Services/data=!4m7!3m6!1s0x80c8c51848dbb89f:0x4a457c47abafb917!8m2!3d36.0904181!4d-115.2006185!16s%2Fg%2F11t3vdvt96!19sChIJn7jbSBjFyIARF7mvq0d8RUo,Ideal Services,4.8,278,Air conditioning repair service,"5460 Desert Point Dr, Las Vegas, NV 89118, United States","3QRX+5Q Las Vegas, Nevada, USA",http://www.idealservices.com/,+1 702-396-5225,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytnvw8O1hX6GX-fD-OMXCbSbcRmrddOCb00EwrFnM897VGCKR3DeIIykjIfd4eXYKAxmEUgsZfOhHA5fru8urIZublZdrp4oVhjL16wMwDNRS3FWNKZhR9w7WdSCHZOtnZVT6bWce9MtyY=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-10T23:32:31.262Z,,,
