placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error
https://www.google.com/maps/place/Porch+Light+Health+%7C+Front+Range+Clinic/data=!4m7!3m6!1s0x87694ae12a65c5dd:0x451b2409dea3dba6!8m2!3d40.5748662!4d-105.0567849!16s%2Fg%2F11b67hl0zk!19sChIJ3cVlKuFKaYcRptuj3gkkG0U,Porch Light Health | Front Range Clinic,4.3,27,Addiction treatment center,"1120 E Elizabeth St Building G, Ste 2, Fort Collins, CO 80524, United States","HWFV+W7 Fort Collins, Colorado, USA",https://porchlighthealth.com/suboxone-clinics/fort-collins-colorado/,+1 970-489-7014,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPyR8JCpOiCUr5e2vMu5vg0l2cbkVLL1OW5S-TM=w408-h544-k-no,true,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:09.044Z,
https://www.google.com/maps/place/Fort+Collins+Skin+Clinic/data=!4m7!3m6!1s0x87694bb0eb225671:0x318235c81b3b7704!8m2!3d40.5562036!4d-105.0949482!16s%2Fg%2F1vgx1760!19sChIJcVYi67BLaYcRBHc7G8g1gjE,Fort Collins Skin Clinic,4.5,396,Skin care clinic,"1006 Centre Ave, Fort Collins, CO 80526, United States","HW44+F2 Fort Collins, Colorado, USA",https://www.advancedderm.com/locations/colorado/fort-collins/1006-centre-ave,+1 970-482-9001,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noly-3VYm8q0VktZeXT_mP1NVrDR300FnFgaNOQqSQLMH9IsCUQ8DNwQYXvesu09ilqlkjdW3_2iJY7rhrLdq-X0oxehoD645n41cpAhhJAZW687FhUIw5rZsF1b8qo9JAOajU=w408-h240-k-no-pi-20-ya26.770765-ro-0-fo100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:14.021Z,
https://www.google.com/maps/place/Genesis+Lifestyle+Medicine/data=!4m7!3m6!1s0x87694ba6d101c83d:0x9ec4d1d758758eb1!8m2!3d40.551924!4d-105.082684!16s%2Fg%2F1vq75bk7!19sChIJPcgB0aZLaYcRsY51WNfRxJ4,Genesis Lifestyle Medicine,4.8,208,Medical spa,"363 W Drake Rd STE 9, Fort Collins, CO 80526, United States","HW28+QW Fort Collins, Colorado, USA",https://www.genesislifestylemedicine.com/fort-collins/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb-fort-collins,+1 970-237-3205,Closed ⋅ Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPf3mar9x9OlMm3pZJso811EqZMYbakXlW8neGk=w408-h269-k-no,true,Closed,Closed,Closed,"9 am–2 pm, 3–6 pm",Closed,9 am–2 pm,9 am–2 pm,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:18.794Z,
https://www.google.com/maps/place/Sanctuary+Wellness+Spa/data=!4m7!3m6!1s0x87694af568a0d16d:0xde11d789005de951!8m2!3d40.5854249!4d-105.0784059!16s%2Fg%2F11r8w_l_6!19sChIJbdGgaPVKaYcRUeldAInXEd4,Sanctuary Wellness Spa,4.8,191,Day spa,"149 W Oak St UNIT 112, Fort Collins, CO 80524, United States","HWPC+5J Fort Collins, Colorado, USA",https://sanctuaryfc.com/,+1 970-472-5382,Closed ⋅ Opens 12 pm Mon,,https://lh3.googleusercontent.com/p/AF1QipOdcyJ90Z3MdrZEHDcIQaGCyCBFcY-qeHovi_tH=w493-h240-k-no,true,10 am–4 pm,12–6 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:23.927Z,
https://www.google.com/maps/place/CMD+Skin+Solutions/data=!4m7!3m6!1s0x87694a5f73f4926b:0x52479440bb7addb7!8m2!3d40.5899287!4d-105.0587236!16s%2Fg%2F1tfx5cky!19sChIJa5L0c19KaYcRt916u0CUR1I,CMD Skin Solutions,4.9,46,Skin care clinic,"225 N Lemay Ave Unit 7, Fort Collins, CO 80524, United States","HWQR+XG Fort Collins, Colorado, USA",https://cmdskinsolutions.com/,+1 970-416-9600,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOFJ9TgSZ1-1Nj5aoyhHjau2J00DzSYtIKuQwot=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:26.719Z,
https://www.google.com/maps/place/UCHealth+Diabetes+and+Medical+Nutrition+Therapy+-+Fort+Collins/data=!4m7!3m6!1s0x87694ae068a6669b:0xa4ecb5d239b6c31b!8m2!3d40.5716484!4d-105.0566547!16s%2Fg%2F1tknky9w!19sChIJm2amaOBKaYcRG8O2OdK17KQ,UCHealth Diabetes and Medical Nutrition Therapy - Fort Collins,4.7,32,Nutritionist,"1024 S Lemay Ave, Fort Collins, CO 80524, United States","HWCV+M8 Fort Collins, Colorado, USA",https://www.uchealth.org/locations/uchealth-center-for-diabetes-fort-collins/?utm_source=GMBSocialClimb&utm_medium=UCHealthDiabetesandMedicalNutritionTherapy-FortCollins,+1 970-495-8205,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WZW6izYeR8dQZFX2Z8fm0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.91&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:31.564Z,
https://www.google.com/maps/place/Fort+Collins+Skin+Clinic/data=!4m7!3m6!1s0x87694ae7e8e9a301:0x82f62dcdca1e53d3!8m2!3d40.5790996!4d-105.0569744!16s%2Fg%2F1thvhdzv!19sChIJAaPp6OdKaYcR01Meys0t9oI,Fort Collins Skin Clinic,4.7,1532,Skin care clinic,"1100 Poudre River Dr, Fort Collins, CO 80524, United States","HWHV+J6 Fort Collins, Colorado, USA",https://www.advancedderm.com/locations/colorado/fort-collins/1100-poudre-river-dr,+1 970-484-6303,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npzHvwzIApil_RfLCqxGMQX5fVQYto4PNI93ugjkQKgdaK4kw7nx7l9PA7m4juFJZlwjOIYwP139egQJrwVXSP36KmXqiKWhgn8eaic-9qGzx3yar7DErWDEW-L6GW2qeOBaJ9C1Q=w408-h240-k-no-pi-0-ya19.871328-ro-0-fo100,true,Closed,7 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:36.603Z,
https://www.google.com/maps/place/UCHealth+Hyperbaric+Medicine+-+Poudre+Valley+Hospital/data=!4m7!3m6!1s0x87694ae068a6669b:0x74307d1a5758deb1!8m2!3d40.5716484!4d-105.0566547!16s%2Fg%2F11b6x3rhpv!19sChIJm2amaOBKaYcRsd5YVxp9MHQ,UCHealth Hyperbaric Medicine - Poudre Valley Hospital,5.0,1,Medical clinic,"1024 S Lemay Ave, Fort Collins, CO 80524, United States","HWCV+M8 Fort Collins, Colorado, USA",https://www.uchealth.org/locations/uchealth-hyperbaric-medicine-at-poudre-valley-hospital/?utm_source=GMBSocialClimb&utm_medium=UCHealthHyperbaricMedicine-PoudreValleyHospital,+1 970-495-8770,Closed ⋅ Opens 7 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WZW6izYeR8dQZFX2Z8fm0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.91&pitch=0&thumbfov=100,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:41.405Z,
"https://www.google.com/maps/place/Traditional+Chinese+Medical+Clinic,+Inc/data=!4m7!3m6!1s0x87694a67a61ff8b5:0xbfe6c3baddb9f7d7!8m2!3d40.5873489!4d-105.0881309!16s%2Fg%2F1tjyp5_l!19sChIJtfgfpmdKaYcR1_e53brD5r8","Traditional Chinese Medical Clinic, Inc",5.0,152,Acupuncture clinic,"700 W Mountain Ave, Fort Collins, CO 80521, United States","HWP6+WP Fort Collins, Colorado, USA",http://www.tcmclinic.org/,+1 970-416-0444,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNrJBArqeLdeqN54nof-hoVCj0H9HDQsUu7RLIW=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:46.498Z,
https://www.google.com/maps/place/UCHealth+Wound+Care+Clinic+-+Fort+Collins/data=!4m7!3m6!1s0x87694ae00cc13811:0x9cf400fbc697aa2c!8m2!3d40.5716484!4d-105.0566547!16s%2Fg%2F1tf71dxz!19sChIJETjBDOBKaYcRLKqXxvsA9Jw,UCHealth Wound Care Clinic - Fort Collins,4.9,18,Medical clinic,"1024 S Lemay Ave, Fort Collins, CO 80524, United States","HWCV+M8 Fort Collins, Colorado, USA",https://www.uchealth.org/locations/uchealth-poudre-valley-hospital-wound-healing-clinic/?utm_source=GMBSocialClimb&utm_medium=UCHealthWoundCareClinic-FortCollins,+1 970-495-8440,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCSb1Ar-jXlxdHOyj7Fn2b4rBMw3MMOIC0epaMemDnjc7qaY80wutgslu-VVqBd5I7yUXYNB4W2NhSkYZB5cz_AwEcOkAgkykKiVI88LFCHdKZEban6oVxccAy03lS4LvhIRJn=w408-h544-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:51.340Z,
"https://www.google.com/maps/place/Integrative+Sports+Medicine+Brad+Abrahamson,+MD/data=!4m7!3m6!1s0x87694ae0545481a3:0xe4d63c9891b465a4!8m2!3d40.5610033!4d-105.0756791!16s%2Fg%2F1tdxfs9m!19sChIJo4FUVOBKaYcRpGW0kZg81uQ","Integrative Sports Medicine Brad Abrahamson, MD",4.8,89,Sports medicine physician,"2020 S College Ave c1, Fort Collins, CO 80525, United States","HW6F+CP Fort Collins, Colorado, USA",https://www.integrativesportsmed.com/,+1 970-430-7055,,,https://lh3.googleusercontent.com/p/AF1QipMTm4N9Fg37jAoa_ZeHFMtDb8npfM4qbzFsoSWn=w408-h611-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:54.220Z,
https://www.google.com/maps/place/Berkana+Rehabilitation+Institute/data=!4m7!3m6!1s0x87694bb0c1b877f1:0x98ac5ed052f52a1a!8m2!3d40.5600968!4d-105.0964922!16s%2Fg%2F1tgh810d!19sChIJ8Xe4wbBLaYcRGir1UtBerJg,Berkana Rehabilitation Institute,4.9,184,Physical therapy clinic,"2001 S Shields St Bldg A, Suite 1, Fort Collins, CO 80526, United States","HW63+2C Fort Collins, Colorado, USA",http://www.berkanarehab.com/,+1 970-797-2431,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipP3ModotLMTEvaVfYs4D7N1IcDc6a6__I1_MVrI=w408-h271-k-no,true,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:45:59.222Z,
https://www.google.com/maps/place/Sacred+Vessel+Acupuncture+%26+Functional+Medicine/data=!4m7!3m6!1s0x87694a5c0f37eea7:0xc28ada977c7b1782!8m2!3d40.5613518!4d-105.0964085!16s%2Fg%2F1262n8n8c!19sChIJp-43D1xKaYcRghd7fJfaisI,Sacred Vessel Acupuncture & Functional Medicine,5.0,142,Acupuncture clinic,"2001 S Shields St Bldg H - 101, Fort Collins, CO 80526, United States","HW63+GC Fort Collins, Colorado, USA",http://www.sacredvesselacupuncture.com/,+1 970-631-8119,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMqa7UKj8nS-3qxoQDXpezKxUBpQDkLp6yhgVs2=w408-h272-k-no,true,Closed,9 am–6 pm,8:30 am–4 pm,8:30 am–4 pm,9 am–6 pm,8:30 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-29T00:46:04.274Z,
