placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/Coal+River+Tree+Services+LLC/data=!4m7!3m6!1s0x884f2537f5156a2d:0x79d01ee13b13f056!8m2!3d38.1420461!4d-81.6603973!16s%2Fg%2F11smgjdtkz!19sChIJLWoV9TclT4gRVvATO-Ee0Hk,Coal River Tree Services LLC,4.9,22,Tree service,"166 Grayley RD, Racine, WV 25165, United States","48RQ+RR Racine, West Virginia, USA",,+1 304-410-5575,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYG-YuB0sbGxJNz6DN7ZyrJex_iq81ZlqsXEwe850SoJwFKPnd5LT3oewqELRdzfoJ4U_qP4AmEHlXhihZuZ5mOZefb7ppbJkj_Tt2_PbfENy3E6hgOMftAHFm7B0x3-dqz_OW=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:01:53.933Z,,,
https://www.google.com/maps/place/Jones+Empire+LLC/data=!4m7!3m6!1s0x8848cd664cf94fbb:0xa4c35c158b4383cd!8m2!3d38.3619406!4d-81.7307884!16s%2Fg%2F11vpfw6z4k!19sChIJu0_5TGbNSIgRzYNDixVcw6Q,Jones Empire LLC,4.8,70,Tree service,"600 Westmoreland Office Park, Dunbar, WV 25064, United States","9769+QM Dunbar, West Virginia, USA",http://jonesempireserviceexperts.com/,+1 304-689-2853,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAErM2a2zKSM-FXAeKrkiWp8ltb1RsI5Og80H11O9SocDJ_cTRPZ3fzbVif_LzQHX-eGKBbacRMjAeTH4Fi28Ygn44yQ1CARC33LZwmDEd8IY5p_tzljZy-mWAMcDAUuF1IPUGfMXECy6kY=w408-h465-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:01:59.067Z,,,
"https://www.google.com/maps/place/Gibson+Tree+Service,+Inc/data=!4m7!3m6!1s0x884f33b5dc0ed72d:0xeca4a614e5ce1082!8m2!3d38.3428417!4d-81.7271793!16s%2Fg%2F11scfvshr0!19sChIJLdcO3LUzT4gRghDO5RSmpOw","Gibson Tree Service, Inc",5.0,3,Tree service,"4819 Hickory St, Charleston, WV 25309, United States","87VF+44 Charleston, West Virginia, USA",http://gibsontreeserviceinc.com/,+1 304-756-3723,Closed · Opens 7 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFotmF8LPjC173l4WWfz2LHnG8NGBXS5NVbk9R0vbD20zRnbqR-BNL4dHNWTV8o0lcsmsLtxI8Z9ubS8Z_uc81POuMgQbBJySIaS-MpDD6ni6_I-aALmkeFffeebdh9bbXFRl9u=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:03.927Z,,,
https://www.google.com/maps/place/Green%27s+Outdoor+Creations/data=!4m7!3m6!1s0x252b76e38167a44b:0xba250e09a7b390e7!8m2!3d38.3505672!4d-81.6275506!16s%2Fg%2F11k52r1r5q!19sChIJS6RngeN2KyUR55CzpwkOJbo,Green's Outdoor Creations,3.7,6,Landscaper,"506 Leon Sullivan Way, Charleston, WV 25301, United States","992C+6X Charleston, West Virginia, USA",http://www.greensoutdoorcreations.com/,+1 304-533-1730,Closed · Opens 7 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaik_zUi77edXacSGO_tatN6SspvTKeTaCKekHeVWzvQ0fIJSmDaiOrzV3hiSFNhoMWEHTONt429b2y7lFt4NpHkUToouvZEVoeKeNpaOGpzV_697dHpBUZUmvBt1N8RNOGQ3u=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,Closed,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:08.609Z,,,
https://www.google.com/maps/place/Zegeer+Hardware/data=!4m7!3m6!1s0x884f2cb7908ba141:0x96318ec590049125!8m2!3d38.3438811!4d-81.6235757!16s%2Fg%2F1tg513f0!19sChIJQaGLkLcsT4gRJZEEkMWOMZY,Zegeer Hardware,4.6,165,Hardware store,"1421 Washington St E, Charleston, WV 25301, United States","89VG+HH Charleston, West Virginia, USA",http://doitbest.com/zegeer,+1 304-342-3383,Closed · Opens 9 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSsOhzFPQuE2ymCUkJoPiAzZ3P1jtehg4oEZbsoCg2xkMbTL4iAcnFlMb_p4VHrwiF8hlaIbj9dzHMUH0ZFiazr-KVLNsBjR1QPvcNIgW_CBtlmwcubEaBTsztA3rWvJ0-LF0Vww=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:13.600Z,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Bulldogs+Tree+Service/data=!4m7!3m6!1s0x884f3572e00e6e7f:0xab729f43fd3b90e!8m2!3d38.286739!4d-81.8051439!16s%2Fg%2F11q8ycq32g!19sChIJf24O4HI1T4gRDrnTP_Qptwo,Bulldogs Tree Service,4.8,140,Tree service,"1957 Childress Rd, Alum Creek, WV 25003, United States","75PV+MW Alum Creek, West Virginia, USA",,+1 304-756-3116,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHoY3zIDXIMGBLW1S6LI72uL_AoA9klDn3c1mzgvGjBwIFdCcnar-IzxPBCyMl9BEcIhITXr91toIULOxoarzBMjrad2wazFFvUNtydiIp-LTXhEqdB9i6QQ9fc3kr11dnXzbI=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:18.502Z,,,
https://www.google.com/maps/place/Marty%27s+Tree+Service/data=!4m7!3m6!1s0x4932c88006c7fdbd:0x285ef13259a7d156!8m2!3d38.2921555!4d-81.387846!16s%2Fg%2F11vpwgxq96!19sChIJvf3HBoDIMkkRVtGnWTLxXig,Marty's Tree Service,5.0,68,Tree service,,,http://www.martystreeservice.net/,+1 304-964-2045,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSI_GcbNE6q2A_Sgf6k6tn3F9jxQ4NAcGjlVIFBa4VmrR6sEa_GjGlAdzIuLO9VIbEBy0L_Br1OxEssURUuo0PZYAlliv3pBgUNvePFjReF48uInXe2hGAmzGU8aD4NBtvzc3CSw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:23.157Z,,,
https://www.google.com/maps/place/West+Virginia+Division+of+Forestry+Headquarters/data=!4m7!3m6!1s0x884f2ca4af000007:0x5da5242f0bb32927!8m2!3d38.3414789!4d-81.598667!16s%2Fg%2F1thl1k4w!19sChIJBwAAr6QsT4gRJymzCy8kpV0,West Virginia Division of Forestry Headquarters,5.0,7,Forestry service,"7 Players Club Dr, Charleston, WV 25311, United States","8CR2+HG Charleston, West Virginia, USA",http://www.wvforestry.com/,+1 304-558-2788,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8747nY6Y7EmNd_QuvvDU49S_euBXjIndXYbZkk8ZaCmElVoQu3nchzkxYbsO-9e7mCUBJnQstV0eJF2SHG2w_DP91PBCJgwlJ6P0NZ4k_kKI21L5S5rej0FuqRrDQFbEDrGk=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:26.007Z,,,
https://www.google.com/maps/place/Charleston+Tree+Service/data=!4m7!3m6!1s0x884f338e222e4e29:0xe99bd9da6c7f6551!8m2!3d38.223722!4d-81.8511965!16s%2Fg%2F11jm184nc3!19sChIJKU4uIo4zT4gRUWV_bNrZm-k,Charleston Tree Service,5.0,15,Tree service,,,http://www.charlestonwvtreeservices.com/,+1 304-396-7889,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3SHdEwasHrt6v1gZL5T90fBnNd5d72o5MgWHX1lSEdIOjAHmYjZeeunQc4nx7mLWuxBQCiYn-cu15f60XmjIQi9tMi8fTDfrcVSKU998RAkZllpLabyZMbo1HzzIZqTyhH9U=w408-h330-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,6 am–9 pm,6 am–9 pm,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:30.698Z,,,
"https://www.google.com/maps/place/The+Grounds+Guys+of+Charleston,+WV/data=!4m7!3m6!1s0x8848d5a8cccaaaad:0xf5a18fb8da787fd8!8m2!3d38.374686!4d-81.6918084!16s%2Fg%2F11jclmd12k!19sChIJrarKzKjVSIgR2H942riPofU","The Grounds Guys of Charleston, WV",4.8,16,Lawn care service,,,https://www.groundsguys.com/locations/west-virginia/charleston/?cid=LSTL_GUY000204&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 304-931-2047,Closed · Opens 7 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3CdQZ3_6kotb1GD5n8aOdo3VyxBXBLhtc5VUu2kNGNwWJxL9L3PXiya5zswkjFGwxBugMok1dQ0blDF3K7VuDtpge0nZQh0uulouqPRprLisB6JouxKM5p3lCPgnpMhR5yoqV=w408-h270-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,Open 24 hours,Open 24 hours,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:35.368Z,,,
https://www.google.com/maps/place/F.M.+Pile+Hardware+Co+Inc/data=!4m7!3m6!1s0x8848d2c38ebac69b:0xf12484887809adbc!8m2!3d38.3723336!4d-81.6620037!16s%2Fg%2F1tslkdtp!19sChIJm8a6jsPSSIgRvK0JeIiEJPE,F.M. Pile Hardware Co Inc,4.7,577,Hardware store,"1625 W Washington St, Charleston, WV 25387, United States","98CQ+W5 Charleston, West Virginia, USA",http://www.pilehardware.com/,+1 304-343-7578,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHI4WzDNV3q1r0rm7h8s3Y5U1qXBbqFdmWUJsG3vtO5QkjuNzr9b5fXq4oaHzH4IMe_s46rLQ_Qeq5cxou9yuVsTokHRMkDTCtIsOc8PXrTiDCXecCflSgendGkPvuuCJSMSlSG2A=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:40.336Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store pick-up",,
https://www.google.com/maps/place/Green%27s+Feed+%26+Seed/data=!4m7!3m6!1s0x8848d334e4e8a595:0x8aadd08e5c035231!8m2!3d38.3544617!4d-81.628059!16s%2Fg%2F1tdnxlkq!19sChIJlaXo5DTTSIgRMVIDXI7QrYo,Green's Feed & Seed,4.7,739,Hardware store,"314 Piedmont Rd, Charleston, WV 25301, United States","993C+QQ Charleston, West Virginia, USA",http://www.acehardware.com/store-details/18164?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=18164,+1 304-343-0441,"Closed · Opens 7 am

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYpF-VESwoNrj-GS_4E4LC7jVzUg2uxPfnsr1tPIcwGfusxsXtOycY9wCus0bdMG0yFH33kgr2GYv48cE4hLmp_N4HKwd_s73wW6qSyVVLcY7aWgtm4V3M5wsAovU1-ImXhgkg=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,10 am–2 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:45.299Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/United+Way+of+Central+West+Virginia/data=!4m7!3m6!1s0x8848d334a5fdb76d:0x53cdf674695fdae5!8m2!3d38.3547854!4d-81.630557!16s%2Fg%2F1tgn5f6r!19sChIJbbf9pTTTSIgR5dpfaXT2zVM,United Way of Central West Virginia,4.3,74,Charity,"1 United Way Square, Charleston, WV 25301, United States","9939+WQ Charleston, West Virginia, USA",http://unitedwaycwv.org/,+1 304-340-3500,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5Nwsjye13wJ16GBWgnyunM8xrKe90dyaOvoCnsROtSdzvLkz0GsjfwFRStwo8rLjFrmAtikyi4HJ4WghjxU2Qck-tbPla9SmxEuAQkrNt5NWNsEZej32yW4fQgKDHTUS13TEwkA=w408-h291-k-no,true,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:50.273Z,,,
https://www.google.com/maps/place/Capitol+Market/data=!4m7!3m6!1s0x884f2ccaf3f7cc67:0xbe0a66639d10004a!8m2!3d38.3521444!4d-81.62735!16s%2Fg%2F1tg5vrk_!19sChIJZ8z388osT4gRSgAQnWNmCr4,Capitol Market,4.7,3629,Market,"800 Smith St Suite 900, Charleston, WV 25301, United States","992F+V3 Charleston, West Virginia, USA",https://capitolmarket.net/,+1 304-344-1905,Closed · Opens 10 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYfA3HglyjWjZXWcGVTIZmwvamYB08jeAvpWCKueDFs-hINyG3ANMC4l8HXlfQzv8quvyEvwsXjwi3S7mvLkpgBIjupth9ylJywlmpXMguv6-gEkjzhuVXPMlpW5kFI8dXQAaBhmRSRTkJ=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,12–5 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:55.332Z,,,
https://www.google.com/maps/place/Charleston+Area+Tree+Service+LLC/data=!4m7!3m6!1s0x699d44a4a319cbfd:0xa9a5e80392883ad7!8m2!3d38.3434491!4d-81.6435436!16s%2Fg%2F11ny4710f_!19sChIJ_csZo6REnWkR1zqIkgPopak,Charleston Area Tree Service LLC,4.9,16,Tree service,,,,+1 304-552-6251,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERVpOcmdQIGGeVrZd-rq2i19RYNLWyISupzEffQfJuYuwnhE0abSnHWM0396Pw_ALHSPdps5cHVbhbuGVyG98TVurDGTlJH_CnmMm4wlH8aLCSS0GfGvLAoEstpKMnZ5pMyio=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T06:02:59.978Z,,,
