placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/impact+garage+door+repair+austin/data=!4m7!3m6!1s0x49548eabaf7db105:0xb82c4c1de2b10171!8m2!3d29.850971!4d-98.112884!16s%2Fg%2F11x0fblgpr!19sChIJBbF9r6uOVEkRcQGx4h1MLLg,impact garage door repair austin,5.0,11,Garage door supplier,,,https://impactgaragedoorrepairaustin.com/,+1 737-363-3667,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3QfvtFpvGm7OfHo9p2nHwdOK8Hu6iMGkh_AvVnFehdzarb8jOY7IVKtkMJrYp_cTCeI-2j0TwOJQWO89-l710xjkp94MvaEoee0hfQdNBxveMUBPaHBlYl0tw73NxjSxrDv5otevMdqfv=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2025-11-07T23:11:15.816Z,,,
"https://www.google.com/maps/place/Affordable+Garage+Door+repair/@29.47504,-98.323266,9z/data=!3m1!4b1!4m6!3m5!1s0x2a200d5e750aa91b:0xddc19ea86178ab50!8m2!3d29.47504!4d-98.323266!16s%2Fg%2F11wbhx1z7j",Affordable Garage Door repair,5.0,144,Garage door supplier,,,https://affordablegdrepair.com/,+1 210-985-1185,Open ⋅ Closes 11:30 pm,,true,5 am–11:30 pm,8 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2025-11-07T23:11:22.578Z,,,
https://www.google.com/maps/place/Garage+Door+Repair+Austin+By+A-American+Overhead+Doors/data=!4m7!3m6!1s0x865b4b99d883a9ef:0x600453b74e822368!8m2!3d30.3402382!4d-97.7272882!16s%2Fg%2F1hm483k53!19sChIJ76mD2JlLW4YRaCOCTrdTBGA,Garage Door Repair Austin By A-American Overhead Doors,5.0,293,Garage door supplier,,,https://www.garagedoorrepairaustinbyaaohd.com/,+1 512-947-3294,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPC4YtE3Xqzvsc3BmE06aGtildqVUS7kR9n4AQA=w408-h271-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:11:42.641Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Austin+Garage+Door+Solutions+Same+Day+Service+Garage+Door+Repair/data=!4m7!3m6!1s0x8644b379fbebbc25:0x146d658dea428218!8m2!3d30.196528!4d-97.782887!16s%2Fg%2F12hz48y7t!19sChIJJbzr-3mzRIYRGIJC6o1lbRQ,Austin Garage Door Solutions Same Day Service Garage Door Repair,5.0,365,Garage door supplier,"6511 Sunstrip Dr, Austin, TX 78745, United States","56W8+JR Austin, Texas, USA",http://www.austintxgaragedoorsolutions.com/,+1 512-709-3704,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMMphGGwe78ERn-TQfFf3RMknOmXWMXfVT7kHjN=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:11:47.801Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Precision+Garage+Door+of+Austin/data=!4m7!3m6!1s0x865b469f5efdf971:0xdd2c586784e49fee!8m2!3d30.328429!4d-97.6610305!16s%2Fg%2F1td2v9vx!19sChIJcfn9Xp9GW4YR7p_khGdYLN0,Precision Garage Door of Austin,4.9,1698,Garage door supplier,,,https://www.precisiondooraustin.com/,+1 512-333-1140,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOPtd1u1jP9SSoxPu8n1H2ihZnUNjBjXEYg1fjH=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:11:52.730Z,,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x8644b5f7836d1823:0x18a1688fe7dfb056!8m2!3d30.2646644!4d-97.7334635!16s%2Fg%2F11vk81dqy6!19sChIJIxhtg_e1RIYRVrDf549ooRg,OGD Overhead Garage Door,4.6,195,Garage door supplier,"906 E 5th St. #101b, Austin, TX 78702, United States","7778+VJ Austin, Texas, USA",https://ogd.com/tx/austin/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-aus-01&ogd_src=ogd-aus-01-google_business_profile,+1 512-982-6518,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOH-FOgNwAlUGDCWwu8HHZ3aRafLcjI-NiMZbdx=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:11:57.529Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Reliable+Garage+Door+Repair+of+Austin/data=!4m7!3m6!1s0x80deabdf88c9d4b7:0xb5b65987a52d83ec!8m2!3d30.2364632!4d-97.7406396!16s%2Fg%2F11vkrg_b2y!19sChIJt9TJiN-r3oAR7IMtpYdZtrU,Reliable Garage Door Repair of Austin,5.0,17,Garage door supplier,"2100 S I-35 Frontage Rd #200, Austin, TX 78704, United States","67P5+HP Austin, Texas, USA",http://reliablegaragedooraustin.com/,+1 512-737-3387,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZc1aw8mErEqQRblyKGN8U5Z9gz3bv-ko2KkQ1cTPnUjiq_Oy5rWilQe1sCkBNuetVG5-YmNeQMnWp7SVu2rkjurE3wgdAzFdL1AlFZ5i7XLkxCrB3kMTHkL18IezT5vcsqzqrskXtE1Rc=w408-h543-k-no,false,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:02.465Z,LGBTQ+ friendly,true,
https://www.google.com/maps/place/South+Austin+Garage+Door+Repair+and+Systems+by+America%27s+Front+Door/data=!4m7!3m6!1s0x8644b3e9c6756855:0x16bd0e0c4039856c!8m2!3d30.1926835!4d-97.7739305!16s%2Fg%2F11llqn4jxp!19sChIJVWh1xumzRIYRbIU5QAwOvRY,South Austin Garage Door Repair and Systems by America's Front Door,5.0,221,Garage door supplier,"412 E William Cannon Dr, Austin, TX 78745, United States","56VG+3C Austin, Texas, USA",http://garagedoorsaustin.org/,+1 512-537-1528,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNkDl6ziZPxCt94ZTDb7eG3AeOHDzCx7CQRUJmT=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:07.418Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Tommy%27s+Garages/data=!4m7!3m6!1s0x8644b5428d14a155:0x8bf734ec8c9df255!8m2!3d30.2624339!4d-97.7427177!16s%2Fg%2F11srfh24dl!19sChIJVaEUjUK1RIYRVfKdjOw094s,Tommy's Garages,4.7,46,Garage door supplier,"98 San Jacinto Blvd Suite 206, Austin, TX 78701, United States","7764+XW Austin, Texas, USA",https://austindoorsandgates.com/,+1 512-643-7111,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNvXh2nm2yvdEKZ3qyJzxUa-uSehDGY5enVIgpD=w647-h240-k-no,true,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:12.327Z,,,
https://www.google.com/maps/place/Spritzer+Garage+Doors+Co./data=!4m7!3m6!1s0x8644b58f433c40ef:0x573dd1bd190770c3!8m2!3d30.2647573!4d-97.7464871!16s%2Fg%2F11rzjgjmyv!19sChIJ70A8Q4-1RIYRw3AHGb3RPVc,Spritzer Garage Doors Co.,5.0,22,Contractor,"249 W 2nd St, Austin, TX 78701, United States","7773+WC Austin, Texas, USA",https://www.spritzergaragedoorsco.com/,+1 512-883-0377,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNnN_UIOB-lqvG3W0SgQ2AEjj24zed9jcsYoXVq=w426-h240-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:17.264Z,,,
https://www.google.com/maps/place/Garage+Tec+Automatic+Gates+%26+Garage+Door+Repair/data=!4m7!3m6!1s0x865b3545216da9b9:0x5194b754090ae018!8m2!3d30.2782766!4d-97.8042091!16s%2Fg%2F11vpxr7sjk!19sChIJualtIUU1W4YRGOAKCVS3lFE,Garage Tec Automatic Gates & Garage Door Repair,4.9,89,Garage door supplier,"3536 Bee Caves Rd #206, Austin, TX 78746, United States","75HW+88 Austin, Texas, USA",https://garagetec.org/lost-creek-tx/,+1 512-610-5615,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipO2NYRmrE0dgKwJdg9Fd5IIbjVAO4ofi_6NDr8P=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:22.211Z,,,
https://www.google.com/maps/place/Anytime+Garage+Door+TX/data=!4m7!3m6!1s0xd7546c061d1afd3:0xe454284335984738!8m2!3d30.2108169!4d-97.7263013!16s%2Fg%2F11pf5y9g3f!19sChIJ06_RYcBGdQ0ROEeYNUMoVOQ,Anytime Garage Door TX,4.8,315,Garage door supplier,"5214 Burleson Rd Ste 409, Austin, TX 78744, United States","676F+8F Austin, Texas, USA",https://www.anytimegaragedoor.com/service-areas/austin-tx-garage-door-repair?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 512-648-5962,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipNfVw5xXuIG7DZXCR5xlQRJeh9F9LOrd9SQhOYz=w426-h240-k-no,true,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:27.239Z,,,
https://www.google.com/maps/place/Cedar+Park+Overhead+Doors+-+Austin/data=!4m7!3m6!1s0x8644b56ddf1ab99b:0xde016306e38d3a96!8m2!3d30.2220107!4d-97.7577717!16s%2Fg%2F11y6mdz46l!19sChIJm7ka3221RIYRljqN4wZjAd4,Cedar Park Overhead Doors - Austin,5.0,248,Garage door supplier,"3910-A Warehouse Row, Austin, TX 78704, United States","66CR+RV Austin, Texas, USA",https://www.cedarparkgaragedoors.com/,+1 512-222-1858,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPLK_DtY6f4AtF7L_SJbO3GPraM3cVN-UAFK4k=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:32.235Z,,,
https://www.google.com/maps/place/The+Up+and+Up+Garage+Doors+-+Garage+Door+Service+in+Austin+Texas/data=!4m7!3m6!1s0x865b334e17fac5cb:0xf08d764f6d3d2626!8m2!3d30.399156!4d-97.851646!16s%2Fg%2F11gm92vx77!19sChIJy8X6F04zW4YRJiY9bU92jfA,The Up and Up Garage Doors - Garage Door Service in Austin Texas,4.9,73,Garage door supplier,"11203 Ranch to Market Rd 2222, Austin, TX 78730, United States","94XX+M8 Austin, Texas, USA",https://theupandupdoors.com/,+1 512-707-9494,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNQC7Pp-XLntVKIpmpnJzGZvqMSWN0zvP9LkTWy=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:37.206Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Infinity+Garage+Door+-+Austin+Garage+Door+Repair/data=!4m7!3m6!1s0x250a6c20d4609e2f:0x1fbc51e2b80c3787!8m2!3d30.4340565!4d-97.6678245!16s%2Fg%2F11tc1lcppk!19sChIJL55g1CBsCiURhzcMuOJRvB8,Infinity Garage Door - Austin Garage Door Repair,5.0,359,Garage door supplier,"14301 N Interstate Hwy 35, Pflugerville, TX 78660, United States","C8MJ+JV Pflugerville, Texas, USA",https://www.infinitygaragedoorllc.com/garage-door-repair-pflugerville/?utm_campaign=google&utm_medium=local&utm_source=google_business_profile,+1 512-998-4556,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNC_BsAJziMCbTinyxkS3v3H0Ll6Be4DXNRGvt-=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:42.360Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Golden+Garage+Door+Services/data=!4m7!3m6!1s0x8644cf34a47b75b3:0xa207fe1ccd11c576!8m2!3d30.2645554!4d-97.7670541!16s%2Fg%2F11q3st9nrv!19sChIJs3V7pDTPRIYRdsURzRz-B6I,Golden Garage Door Services,5.0,6,Garage door supplier,,,https://www.goldengaragedoorservices.com/,+1 512-599-8055,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNYXqoTshhmEi7Ql9l40VG9mMPupUNi2Ng1xbRA=w408-h302-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:47.139Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Garage+Tec+Automatic+Gates+%26+Garage+Door+Repair/data=!4m7!3m6!1s0x8644cb36b7358b51:0x841898a8671d9dab!8m2!3d30.388629!4d-97.760285!16s%2Fg%2F11vpxpzrnt!19sChIJUYs1tzbLRIYRq50dZ6iYGIQ,Garage Tec Automatic Gates & Garage Door Repair,4.9,148,Garage door supplier,"8500 N Mopac Expy Suite 818, Austin, TX 78759, United States","96QQ+FV Austin, Texas, USA",https://garagetec.org/austin-tx/,+1 512-885-5730,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPbUcxCW1QqDMycpY3bpu_kF4qVmdzHFRBjdILG=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:51.853Z,,,
https://www.google.com/maps/place/Gator+Garage+Door+Repair/data=!4m7!3m6!1s0x865b3185cad77951:0x95671f41f1e23161!8m2!3d30.3911287!4d-97.9323458!16s%2Fg%2F11rqz8mx0c!19sChIJUXnXyoUxW4YRYTHi8UEfZ5U,Gator Garage Door Repair,5.0,1224,Garage door supplier,"3100 Scott Dr Suite 201, Austin, TX 78734, United States","93R9+F3 Austin, Texas, USA",https://www.gatorgaragedoorrepair.com/service-area/austin-tx/?utm_source=google&utm_medium=organic&utm_campaign=GMB%2078734,+1 512-524-7703,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM2cD8alAFulx4SNs6lK7bd2DS9rwm4hBCPONQ8=w408-h279-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:12:56.773Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Garage+Door+Masters+Austin/data=!4m7!3m6!1s0x8644b542b24fca2d:0x6809cfaac6682d0!8m2!3d30.2301768!4d-97.784855!16s%2Fg%2F11x0yvq0np!19sChIJLcpPskK1RIYR0IJmrPqcgAY,Garage Door Masters Austin,5.0,24,Garage door supplier,"1714 Fort View Rd STE 106A, Austin, TX 78704, United States","66J8+33 Austin, Texas, USA",https://austingaragedoormasters.com/,+1 512-768-5262,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPxUCsguZAd91yKERWvBKKijjA1O5j8HDWmk8h1=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-11-07T23:13:01.697Z,,,
