placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,error,attributes,isBlackOwned
https://www.google.com/maps/place/AMRR+Property+Management+-+Home+Office/data=!4m7!3m6!1s0x86fe753d332be471:0x389cd462d7875fd3!8m2!3d33.5280964!4d-101.8843903!16s%2Fg%2F11vc01wr3d!19sChIJceQrMz11_oYR01-H12LUnDg,AMRR Property Management - Home Office,4.1,81,Property management company,"3223 S Loop 289 Ste. 204, Lubbock, TX 79423, United States","G4H8+66 Lubbock, Texas, USA",https://www.amrrpm.com/,+1 806-642-6488,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPEllVRR16b4UhOw3DpiG1kFaiVySaZN__a79w=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:32:34.231Z,,,
https://www.google.com/maps/place/RentWell+Management/data=!4m7!3m6!1s0x86fe732e1c261181:0x50785d6a9a26791e!8m2!3d33.5626109!4d-101.89025!16s%2Fg%2F11w57_cf4s!19sChIJgREmHC5z_oYRHnkmmmpdeFA,RentWell Management,3.7,3,Property management company,"3416 Joliet Ave, Lubbock, TX 79413, United States","H475+2W Lubbock, Texas, USA",https://rentwelltexas.com/,+1 806-221-2141,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMu_GQysShlbDYB4PniBqEv6wV2GTNObmqVMgas=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:32:39.507Z,,,
https://www.google.com/maps/place/RayBrooke+Property+Management/data=!4m7!3m6!1s0x86fe6d9b4d4f8c9b:0xa261ba0cb3874385!8m2!3d33.5284139!4d-101.8777561!16s%2Fg%2F11vk2lv_00!19sChIJm4xPTZtt_oYRhUOHswy6YaI,RayBrooke Property Management,5.0,1,Property management company,"2703 S Loop 289, Lubbock, TX 79424, United States","G4HC+9V Lubbock, Texas, USA",https://www.raybrookeproperties.com/,+1 806-790-3806,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qgpWlXG87QXApSXOja0JlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.44894&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:32:44.582Z,,,
https://www.google.com/maps/place/Texas+Hawkize+Property+Management/data=!4m7!3m6!1s0x86fe73d8be108fc7:0x9fac5dfd5a72829a!8m2!3d33.4811218!4d-101.9226997!16s%2Fg%2F11hf2r671p!19sChIJx48Qvthz_oYRmoJyWv1drJ8,Texas Hawkize Property Management,3.0,9,Property management company,"12402 Slide Rd Suite #204, Lubbock, TX 79424, United States","F3JG+CW Lubbock, Texas, USA",http://www.hawkizemgmt.com/,+1 806-368-4007,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMLkaHPTcP0-XCdlRAi6liWzEHouV4Jc-4bUxtI=w408-h247-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:32:50.932Z,,,
https://www.google.com/maps/place/806+Property+Management/data=!4m7!3m6!1s0x86fe72f04f8f6193:0xf80d37f2649f44fb!8m2!3d33.5719331!4d-101.9432142!16s%2Fg%2F12ml2ytpz!19sChIJk2GPT_By_oYR-0SfZPI3Dfg,806 Property Management,3.6,45,Property management company,"2405 W Loop 289 Acc Rd, Lubbock, TX 79407, United States","H3C4+QP Lubbock, Texas, USA",http://www.806propertymanagement.com/,+1 806-771-3900,Open ⋅ Closes 5:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vqRbIdd5tz005eQCNeB-qQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.86815&pitch=0&thumbfov=100,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:32:56.557Z,,,
https://www.google.com/maps/place/The+Que+Apartments/data=!4m7!3m6!1s0x86fe6d2e10ce1b59:0x7c3f137196225f88!8m2!3d33.575582!4d-101.8547575!16s%2Fg%2F11gd370s73!19sChIJWRvOEC5t_oYRiF8ilnETP3w,The Que Apartments,4.5,91,Property management company,"2101 Avenue Q, Lubbock, TX 79411, United States","H4GW+63 Lubbock, Texas, USA",http://thequeapts.com/,+1 806-605-0476,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMyvBRKMzfV9kjeNrgj1a48DMGOuBzW0hH6O4I-=w429-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:02.392Z,,,
https://www.google.com/maps/place/Coldwell+Banker+Residential+Property+Management/data=!4m7!3m6!1s0x86fe72f69024b913:0x60d5fbf38428edd0!8m2!3d33.5348917!4d-101.9181399!16s%2Fg%2F11cmcgktt3!19sChIJE7kkkPZy_oYR0O0ohPP71WA,Coldwell Banker Residential Property Management,4.3,325,Property management company,"4920 S Loop 289 #100, Lubbock, TX 79414, United States","G3MJ+XP Lubbock, Texas, USA",http://www.cblubbockleasing.com/,+1 806-784-3271,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMX1YMpBwJyD4HhgtyiUiUHssDLn5bi_RsHmgWs=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:07.305Z,,,
https://www.google.com/maps/place/Metro+Tower+Lofts/data=!4m7!3m6!1s0x86fe12d4871bc85d:0x16b568e4df81fed3!8m2!3d33.5846821!4d-101.8488614!16s%2Fg%2F1tfyf09z!19sChIJXcgbh9QS_oYR0_6B3-RotRY,Metro Tower Lofts,4.3,26,Property management company,"Metro Tower, 1220 Broadway St, Lubbock, TX 79401, United States","H5M2+VF Lubbock, Texas, USA",https://www.managevalhalla.com/texas-page/metro-towers,+1 806-300-0496,Open ⋅ Closes 5:30 pm,,https://lh3.googleusercontent.com/p/AF1QipNBCGISMl4RUFp8y1KO6KkR53Q4Q8uN3KALK_g=w426-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:12.565Z,,,
"https://www.google.com/maps/place/Hi+Plains+Property+Management/@33.5137475,-101.8426032,17z/data=!3m1!4b1!4m6!3m5!1s0x86fe6c34563ec60b:0x98b6182a7c51f644!8m2!3d33.5137475!4d-101.8426032!16s%2Fg%2F11b6tys43k",Hi Plains Property Management,4.0,4,Property management company,"8901 US-87, Lubbock, TX 79423, United States","G574+FX Lubbock, Texas, USA",http://www.hiplainsproperties.com/,+1 806-749-3355,Open ⋅ Closes 5:30 pm,,,true,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:19.871Z,,,
https://www.google.com/maps/place/True+Asset+Property+Management/data=!4m7!3m6!1s0x86fe0d3aa9295555:0x36ab34709106cc01!8m2!3d33.5863792!4d-101.9228838!16s%2Fg%2F11nnwgcbm9!19sChIJVVUpqToN_oYRAcwGkXA0qzY,True Asset Property Management,3.0,63,Property management company,"1014 Slide Rd, Lubbock, TX 79416, United States","H3PG+HR Lubbock, Texas, USA",https://trueassetpm.com/contact/,+1 806-392-8200,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPUUDehet1b6DSIxrKgmcr0m9qzDikDGYu3hFwZ=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:24.556Z,,,
https://www.google.com/maps/place/Minnix+Property+Management/data=!4m7!3m6!1s0x86fe7290b5b621b3:0xae5f2274385dc509!8m2!3d33.4826559!4d-101.9231985!16s%2Fg%2F1tgpbqtb!19sChIJsyG2tZBy_oYRCcVdOHQiX64,Minnix Property Management,3.9,1461,Property management company,"12302 Slide Rd, Lubbock, TX 79424, United States","F3MG+3P Lubbock, Texas, USA",https://www.minnixproperties.com/,+1 806-796-7368,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPP8FsMmS5MNLYigAVkeMhNPqg5IfLsYyi7GqtM=w408-h255-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Amarillo+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:39.138Z,,,
https://www.google.com/maps/place/Rent+806/data=!4m7!3m6!1s0x86fe6d88baaa249d:0xeb4b4b3e66f788e4!8m2!3d33.5498299!4d-101.8787932!16s%2Fg%2F11hdcgq8xw!19sChIJnSSquoht_oYR5Ij3Zj5LS-s,Rent 806,2.7,44,Real estate agency,"4803 Elgin Ave, Lubbock, TX 79413, United States","G4XC+WF Lubbock, Texas, USA",http://rent806.com/,+1 806-793-8759,Open ⋅ Closes 5 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrPMOiuELq4lbEZM1PVqnqf6qTqAHFs-M9oP0uwVfKsScMLoGcQrXeOtVRNo7byFaqC4lnBQeYWl7ojdgfGMypDORGXtAKnknoCrAFKVhwv8CwNb0J-vVjwXpHjNxhD4UDQbxbtjQ=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Amarillo+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:43.857Z,,,
https://www.google.com/maps/place/Location+Rentals/data=!4m7!3m6!1s0x86fe12d439d6c53f:0x20aee46dfbb42406!8m2!3d33.5320046!4d-101.9056933!16s%2Fg%2F11f03zm2x_!19sChIJP8XWOdQS_oYRBiS0-23kriA,Location Rentals,3.8,570,Property management company,"4314 S Loop 289, Lubbock, TX 79413, United States","G3JV+RP Lubbock, Texas, USA",https://www.locationrentals.net/,+1 806-794-5800,Open ⋅ Closes 5:30 pm,,https://lh3.googleusercontent.com/p/AF1QipMkZU85LjW6if2s9MQb-UesfB19sU6KBhtnd9y4=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,10 am–3 pm,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Amarillo+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:48.687Z,,,
"https://www.google.com/maps/place/Amicus+Property+Advisors,+LLC/data=!4m7!3m6!1s0x86fe7331a5d9d3a7:0x638edb3138f3f0b9!8m2!3d33.530882!4d-101.9548905!16s%2Fg%2F11tx7_6m_s!19sChIJp9PZpTFz_oYRufDzODHbjmM","Amicus Property Advisors, LLC",4.5,59,Property management company,"7021 Kewanee Ave Building 7-101, Lubbock, TX 79424, United States","G2JW+92 Lubbock, Texas, USA",https://amicuspropertyadvisors.com/,+1 806-201-7728,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipO6lEPz7Vr0CGVIenKTEZ95-jMLjDZaDnOCl43_=w408-h544-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Amarillo+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:53.251Z,,,
https://www.google.com/maps/place/Real+Property+Management+of+the+High+Plains/data=!4m7!3m6!1s0x8701516fcc7e560f:0xc1d75a4fdad6d890!8m2!3d35.1682858!4d-101.9018881!16s%2Fg%2F11s54lvb8s!19sChIJD1Z-zG9RAYcRkNjW2k9a18E,Real Property Management of the High Plains,4.9,51,Property management company,"3915 Bell St, Amarillo, TX 79109, United States","539X+86 Amarillo, Texas, USA",http://www.rpmhighplains.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 806-553-7914,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOe3cyfW1sYFGmGBZ1I-hsp8bCS6Zfd6cRgu9ry=w408-h306-k-no,true,9 am–6 pm,9 am–1 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Amarillo+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:33:58.065Z,,,
https://www.google.com/maps/place/Wyatt+Realty+and+Property+Management/data=!4m7!3m6!1s0x86fe6da53b29792b:0xd8a72dc06546d5ee!8m2!3d33.520232!4d-101.8718303!16s%2Fg%2F1pv0vr7sv!19sChIJK3kpO6Vt_oYR7tVGZcAtp9g,Wyatt Realty and Property Management,4.6,33,Real estate agency,"2514 82nd St suite i, Lubbock, TX 79423, United States","G4CH+37 Lubbock, Texas, USA",http://www.wyattrealtylubbock.com/,+1 806-680-3405,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-f03rR7zEXDDsKoT-ruHmanWZTDemFxqf4X2XIu6ZZDqVxARnvBiPiQbL2iHndCt1bDX1JHVI7fdxMEsYQRHmCv0RX29kYlB2edjN1QQrq5nwNTlro2cJKfsPxl1YOhkxXyuKvQ=w408-h293-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Amarillo+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:34:02.696Z,,,
https://www.google.com/maps/place/Spectrum+Association+Management/data=!4m7!3m6!1s0x86fbd9a311976a4b:0x14a318800ccefdd2!8m2!3d32.032663!4d-102.112495!16s%2Fg%2F11bcclz8qv!19sChIJS2qXEaPZ-4YR0v3ODIAYoxQ,Spectrum Association Management,4.2,36,Property management company,"4305 N Garfield St #219, Midland, TX 79705, United States","2VMQ+32 Midland, Texas, USA",https://spectrumam.com/texas/midland-hoa-management/,+1 432-253-8123,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNe2e60NbjBdhZ26CQ6igOgLPU9zT8hgd5Qm8b9=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Midland+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:34:15.185Z,,,
"https://www.google.com/maps/place/Shuler+Association+Management,+Inc./data=!4m7!3m6!1s0x86fbc114852cde0b:0x95028ff0e7d92098!8m2!3d32.034555!4d-102.3824461!16s%2Fg%2F11fw386b2h!19sChIJC94shRTB-4YRmCDZ5_CPApU","Shuler Association Management, Inc.",4.0,8,Property management company,"Box 136, Gardendale, TX 79758, United States","2JM9+R2 Gardendale, Texas, USA",http://www.shuleram.com/,+1 432-385-9657,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7WOh-oNLL4l5s-eOMDJCrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.340034&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Midland+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:34:19.817Z,,,
https://www.google.com/maps/place/EZ+Homes/data=!4m7!3m6!1s0x86fe130b36fa6f11:0x6e637cf1b50fe28!8m2!3d33.5993926!4d-101.8639083!16s%2Fg%2F11hmls7tlb!19sChIJEW_6NgsT_oYRKP5QG8835gY,EZ Homes,1.0,1,Real estate rental agency,"122 N Avenue V, Lubbock, TX 79415, United States","H4XP+QC Lubbock, Texas, USA",,+1 806-698-4608,Open ⋅ Closes 7 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=buXXN0ogPoRw3Omomc4hiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.33649&pitch=0&thumbfov=100,true,7 am–7 pm,7 am–7 pm,9 am–6 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Midland+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-25T17:34:24.926Z,,,
