placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,info,isBlackOwned,wednesday,thursday,friday,saturday,sunday,monday,attributes,error
https://www.google.com/maps/place/Heart+and+Vascular+Clinics/data=!4m7!3m6!1s0x87bdcdbe0fd298fb:0x9031ce8e06b28be5!8m2!3d39.180944!4d-96.610503!16s%2Fg%2F1w_vnstd!19sChIJ-5jSD77NvYcR5YuyBo7OMZA,Heart and Vascular Clinics,3.3,19,Medical clinic,"200 Research Dr, Manhattan, KS 66503, United States","59JQ+9Q Manhattan, Kansas, USA",http://havclinics.com/,+1 785-539-4644,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMKx_SIJccHEUx6mYVnxFZ_MJV51sXr8AkMhjH7=w408-h544-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Manhattan+KS/@39.179475,-96.573317,14z",2025-12-16T22:25:22.445Z,,,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Vein+Clinic+of+Greater+Kansas+City/data=!4m7!3m6!1s0x87c0eb2af8493de5:0xeb8fa5f5644f8e72!8m2!3d38.9316444!4d-94.6369705!16s%2Fg%2F1w6_pbg8!19sChIJ5T1J-CrrwIcRco5PZPWlj-s,Vein Clinic of Greater Kansas City,4.3,41,Surgical center,"4400 W 109th St #150, Overland Park, KS 66211, United States","W9J7+M6 Overland Park, Kansas, USA",https://www.veinkc.com/,+1 913-541-3377,Closes soon · 4:30 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipNlwqrusFY9IeJNrFYtA0VKciZMX7xmqrk4UbMi=w408-h271-k-no,true,8:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:25:35.541Z,LGBTQ+ friendly,,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–2:30 pm,Closed,Closed,8:30 am–5:30 pm,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Overland+Park/data=!4m7!3m6!1s0x87c0ead0b4b5705b:0x56cce51a190ee693!8m2!3d38.9331084!4d-94.6482014!16s%2Fg%2F1thk983g!19sChIJW3C1tNDqwIcRk-YOGRrlzFY,USA Vein Clinics - Overland Park,4.3,148,Medical clinic,"10777 Nall Ave #315, Overland Park, KS 66211, United States","W9M2+6P Overland Park, Kansas, USA",https://www.usaveinclinics.com/company/locations/kansas/office/overland-park/,+1 913-276-4481,,https://lh3.googleusercontent.com/p/AF1QipPQeFO5ga6v5hHqKHPn6Q4HogOeffzJaRI2y2pJ=w408-h243-k-no,true,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:25:39.928Z,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Modern+Vascular/data=!4m7!3m6!1s0x87c0eb05b7d1fc9b:0xe9702b85308c8378!8m2!3d38.928533!4d-94.646702!16s%2Fg%2F11r8w4b5z2!19sChIJm_zRtwXrwIcReIOMMIUrcOk,Modern Vascular,4.8,85,Medical clinic,"5320 College Blvd, Overland Park, KS 66211, United States","W9H3+C8 Overland Park, Kansas, USA",,+1 913-529-8600,Closes soon · 5 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipPfzeSP2wSMdJJaW2JrCx04YF4YuJBdJw9bvN2L=w464-h240-k-no,true,7 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:25:44.342Z,LGBTQ+ friendly,,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,,
https://www.google.com/maps/place/AuraMed+Spa+and+Wellness/data=!4m7!3m6!1s0x87c0950b828cfc5f:0x4ba38b00c2db04ae!8m2!3d38.9708634!4d-94.6965767!16s%2Fg%2F11w7d0fdv2!19sChIJX_yMgguVwIcRrgTbwgCLo0s,AuraMed Spa and Wellness,4.8,39,Medical spa,"9561 W 87th St, Overland Park, KS 66212, United States","X8C3+89 Overland Park, Kansas, USA",https://auramedspaandwellness.com/,+1 816-705-6199,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNWlZ1sewKG-ab1lr4GczlI4miDH1qhroT7FGnC=w599-h240-k-no,true,10:30 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:25:48.726Z,Identifies as women-owned,,Closed,10:30 am–6 pm,11 am–4 pm,Closed,Closed,Closed,,
https://www.google.com/maps/place/Kansas+City+Vascular+Institute/data=!4m7!3m6!1s0x87c0ebe18a3be741:0x227db2b4a8843b85!8m2!3d38.9285584!4d-94.6466897!16s%2Fg%2F11v13wg953!19sChIJQec7iuHrwIcRhTuEqLSyfSI,Kansas City Vascular Institute,4.9,143,Vascular surgeon,"5320 College Blvd, Leawood, KS 66211, United States","W9H3+C8 Leawood, Kansas, USA",https://www.kcvi.com/,+1 913-529-8600,Closes soon · 4:30 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipPLt4MjFZT9ABIEK9CD_jvlqOor4pk3RePAP5oZ=w426-h240-k-no,true,7 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:25:53.095Z,,,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,,
https://www.google.com/maps/place/MISH+Hospital+and+Clinics/data=!4m7!3m6!1s0x87c0950781d4e283:0xab5c99b11eebc727!8m2!3d38.9293997!4d-94.7686025!16s%2Fg%2F11clycjghj!19sChIJg-LUgQeVwIcRJ8frHrGZXKs,MISH Hospital and Clinics,4.1,124,General hospital,"10951 Lakeview Ave, Lenexa, KS 66219, United States","W6HJ+QH Lenexa, Kansas, USA",http://www.mishhospital.com/,+1 913-322-7408,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipP6NY36uGn8lv7Qf4INEmTOGLUn2xHH1n9i-QoU=w408-h436-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:25:57.544Z,,,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/Encompass+Medical+Group+Lenexa+Office/data=!4m7!3m6!1s0x87c0eb5781f33eb3:0x30ddac10f2cb8c6f!8m2!3d38.9734437!4d-94.718065!16s%2Fg%2F1thl5z13!19sChIJsz7zgVfrwIcRb4zL8hCs3TA,Encompass Medical Group Lenexa Office,4.6,544,Medical group,"8550 Marshall Dr, Lenexa, KS 66214, United States","X7FJ+9Q Lenexa, Kansas, USA",https://encompassmed.com/locations/lenexa-clinic/,+1 913-495-2000,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7Ae9P3i4H0v31Yg67GyYe86jNiHZJjKOTojGjGrS1x7mG5bls59iqgoRzom3w7Fjm4iXq45dDr3e36qmOmxnrGMpDeJh0sVpORFuhaczft8SIie64WX-4_6WZU6zWrHHFdnM3hw=w572-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:01.969Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Elevate+Aesthetics/data=!4m7!3m6!1s0x87c09581ff5028e1:0x5fbd26f1637f3404!8m2!3d38.9703823!4d-94.7323417!16s%2Fg%2F11wc3tcy4q!19sChIJ4ShQ_4GVwIcRBDR_Y_EmvV8,Elevate Aesthetics,5.0,16,Medical spa,"8725 Rosehill Rd #300, Lenexa, KS 66215, United States","X7C9+53 Lenexa, Kansas, USA",https://www.elevateaestheticsks.com/,+1 913-210-1992,"Closes soon · 5 pm · Opens 9 am Wed

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO2hFmFZOUNh_uuqj5CLsBok6B51i6h0GgRVwzr=w408-h612-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:06.589Z,LGBTQ+ friendly,,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/Kansas+City+Vascular+and+General+Surgery+-+Overland+Park/data=!4m7!3m6!1s0x87c0ea2c2dff975b:0xa6a40cf56bf5767c!8m2!3d38.9313094!4d-94.64397!16s%2Fg%2F1tk1zklg!19sChIJW5f_LSzqwIcRfHb1a_UMpKY,Kansas City Vascular and General Surgery - Overland Park,4.6,170,Vascular surgeon,"5100 W 110th St Ste 300, Overland Park, KS 66211, United States","W9J4+GC Overland Park, Kansas, USA",https://mymidwestphysician.com/locations/kansas-city-vascular-and-general-surgery/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 913-754-2800,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPuYBCUnJv8lzYrrD0JqXKbAJFwDXQ6uAU3l7Q_=w427-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:10.904Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Premier+Vein+%26+Body+by+Schwartz/data=!4m7!3m6!1s0x87c0ea20d400d733:0x8e8708c3613c2885!8m2!3d38.9390209!4d-94.5758946!16s%2Fg%2F1tfrmw2n!19sChIJM9cA1CDqwIcRhSg8YcMIh44,Premier Vein & Body by Schwartz,4.4,119,Cosmetic surgeon,"1300 E 104 St #150, Kansas City, MO 64131, United States","WCQF+JJ Kansas City, Missouri, USA",https://www.premierveinandbody.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 913-451-8346,Closes soon · 5 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMW5xfDgH4jFU3kBP_-rBqn1dsBP2jpwysUhZjb=w425-h240-k-no,true,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:15.267Z,,,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,,
https://www.google.com/maps/place/Oral+%26+Facial+Surgery+Associates+-+Lenexa/data=!4m7!3m6!1s0x87c094ab4cd77c19:0x882d4534898944cd!8m2!3d38.9714398!4d-94.7279052!16s%2Fg%2F1tfk0ccd!19sChIJGXzXTKuUwIcRzUSJiTRFLYg,Oral & Facial Surgery Associates - Lenexa,4.9,915,Oral surgeon,"12208 W 87th St Pkwy #150, Lenexa, KS 66215, United States","X7CC+HR Lenexa, Kansas, USA",https://ofsa-ks.com/,+1 913-541-1888,Closes soon · 4:30 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=egQAImc3DymXWUlrsd-yng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.78925&pitch=0&thumbfov=100,true,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:19.758Z,,,8 am–4:30 pm,8 am–4:30 pm,7:30 am–2:30 pm,Closed,Closed,8 am–4:30 pm,,
"https://www.google.com/maps/place/Retina+Associates,+LLC/data=!4m7!3m6!1s0x87c0ec8c66699fa5:0x6d3ae374b5f28a7a!8m2!3d38.9726361!4d-94.7249388!16s%2Fg%2F1tg5cmmy!19sChIJpZ9pZozswIcReorytXTjOm0","Retina Associates, LLC",4.8,530,Ophthalmology clinic,"8600 Quivira Rd Ste 100, Lenexa, KS 66215, United States","X7FG+32 Lenexa, Kansas, USA",https://www.kcretina.com/retina-specialists-lenexa-ks,+1 913-831-7400,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPuZ7JX3hQrVNYSaAedb6Aae7gYW515HlbSpSd9=w408-h306-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:23.958Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
"https://www.google.com/maps/place/Graceful+Wellness+and+Med+Spa,+LLC/data=!4m7!3m6!1s0x87c095c1ca169435:0xc68116abe003c245!8m2!3d38.9294491!4d-94.7300584!16s%2Fg%2F11srz0y__9!19sChIJNZQWysGVwIcRRcID4KsWgcY","Graceful Wellness and Med Spa, LLC",4.9,63,Medical spa,"11030 Oakmont St Suite 100, Overland Park, KS 66210, United States","W7H9+QX Overland Park, Kansas, USA",https://gracefulwellnessandmedspa.com/,+1 913-608-9450,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP2RQV-BDDJ4UEpQalZ_dVSLH0_mICDYZqv_okn=w408-h544-k-no,true,9 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:28.442Z,LGBTQ+ friendly,,Closed,9 am–6 pm,9 am–6 pm,10 am–1 pm,Closed,Closed,,
https://www.google.com/maps/place/Quivira+Internal+Medicine/data=!4m7!3m6!1s0x87c0eb29869b0bb1:0xef9e246458d935b7!8m2!3d38.9362875!4d-94.7220806!16s%2Fg%2F1tgw5k3c!19sChIJsQubhinrwIcRtzXZWGQknu8,Quivira Internal Medicine,4.8,938,Internist,"10601 Quivira Rd Ste 200, Overland Park, KS 66215, United States","W7PH+G5 Overland Park, Kansas, USA",https://mymidwestphysician.com/locations/quivira-internal-medicine/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 913-541-3340,"Closes soon · 5 pm · Opens 8 am Wed

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM60KfKAjSXr3kC5KUuD22BkQ1pnji6xIgXfZex=w426-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:32.927Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Kansas+Pain+Management+-+Kansas+City/data=!4m7!3m6!1s0x87c0ead123590e6d:0xb69e4e538794a79f!8m2!3d38.9305584!4d-94.7228845!16s%2Fg%2F11bw7cw_rc!19sChIJbQ5ZI9HqwIcRn6eUh1NOnrY,Kansas Pain Management - Kansas City,4.2,250,Pain management physician,"10995 Quivira Rd, Overland Park, KS 66214, United States","W7JG+6R Overland Park, Kansas, USA",http://kansaspainmanagement.com/,+1 913-339-9437,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMEGHUy9x3uvobzarkdPCrLKaKmbOar8YSdU6pu=w408-h272-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:37.392Z,LGBTQ+ friendly,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Smalling+Vascular+Institute/data=!4m7!3m6!1s0x87c0ea49a4d6bf7b:0x6541c062637155f5!8m2!3d38.9285251!4d-94.6665376!16s%2Fg%2F11cnblh2yz!19sChIJe7_WpEnqwIcR9VVxY2LAQWU,Smalling Vascular Institute,3.8,24,Medical clinic,"11025 Metcalf Ave, Overland Park, KS 66210, United States","W8HM+C9 Overland Park, Kansas, USA",https://mvascular.com/,+1 913-912-3624,Closes soon · 4:30 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipN1gkQ3irwcRn-A1pnzHissWMAd3d3eMG4Kwkr3=w408-h314-k-no,true,9 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:41.799Z,,,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,,
https://www.google.com/maps/place/Saint+Luke%E2%80%99s+Hospital+Vascular+%26+Vein+Center/data=!4m7!3m6!1s0x87c0ef974099dafd:0xfbb6d7a8c00f8236!8m2!3d39.0485117!4d-94.5905158!16s%2Fg%2F11jl14l3qp!19sChIJ_dqZQJfvwIcRNoIPwKjXtvs,Saint Luke’s Hospital Vascular & Vein Center,4.3,3,Specialized clinic,"4320 Wornall Rd Ste 620, Kansas City, MO 64111, United States","2CX5+CQ Kansas City, Missouri, USA",http://www.www.saintlukeskc.org/vascular-center?utm_source=yext&utm_medium=local_listing&utm_campaign=yext_listing,+1 816-932-2585,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNafT_U9Ph8gAygkOFAfGdGn6ATFmFL-ZFY6Q0Y=w408-h408-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:26:46.234Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
