placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,tuesday,thursday,friday,saturday,sunday,monday,info,attributes,isBlackOwned,error
"https://www.google.com/maps/place/Ravi+K+Chekka,+MD/data=!4m7!3m6!1s0x8832801e42c6439d:0xaa259f70bc37f805!8m2!3d42.119582!4d-80.0796374!16s%2Fg%2F1tj9tzyj!19sChIJnUPGQh6AMogRBfg3vHCfJao","Ravi K Chekka, MD",3.6,,Pediatrician,"1611 Peach St # 300, Erie, PA 16501, United States","4W9C+R4 Erie, Pennsylvania, USA",https://doctors.ahn.org/Ravi-K-Chekka?utm_source=GMB&utm_medium=Local&utm_content=Provider&utm_campaign=1467626283-346,+1 814-454-2891,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6LUvNhTrnanN7AbX7fshTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.359024&pitch=0&thumbfov=100,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:02.864Z,,,,,,,,,,
"https://www.google.com/maps/place/Cynthia+Weibel,+MD/data=!4m7!3m6!1s0x8832806b71f59f5f:0xe66bbce6f8756bbb!8m2!3d42.1074052!4d-80.1343758!16s%2Fg%2F1tq6f3_k!19sChIJX5_1cWuAMogRu2t1-Oa8a-Y","Cynthia Weibel, MD",3.3,,Pediatrician,"Shopping Center, 902 W Erie Plaza Dr Unit 101, Erie, PA 16505, United States","4V48+X6 Erie, Pennsylvania, USA",https://providers.upmc.com/provider/cynthia-weibel/1326037?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-nwpa-ny-cynthia-weibel,+1 814-877-8750,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3rhqOFHGtgWtj13mKslekQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.77936&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:05.484Z,,,,,,,,,,
"https://www.google.com/maps/place/Wendy+L+Ripple,+MD/data=!4m7!3m6!1s0x883280395aa285fb:0x3ed5e68ea261e2eb!8m2!3d42.1026727!4d-80.1348768!16s%2Fg%2F1tdml3rl!19sChIJ-4WiWjmAMogR6-Jhoo7m1T4","Wendy L Ripple, MD",3.4,,Pediatrician,"2501 W 12th St Suite C10, Erie, PA 16505, United States","4V38+32 Erie, Pennsylvania, USA",https://findcare.ahn.org/Wendy-L-Ripple?utm_source=G&utm_medium=local&utm_campaign=google-local,+1 814-616-0321,,https://lh3.googleusercontent.com/p/AF1QipMnWAXkPZQrH8gVp_7vEtcPjUk-m2iDJE2yH7mb=w408-h408-k-no,true,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:08.279Z,,,,,,,,,,
"https://www.google.com/maps/place/Robert+Burns,+MD/data=!4m7!3m6!1s0x88327e48bf67e325:0xf76e261f4733d6d7!8m2!3d42.1074052!4d-80.1343758!16s%2Fg%2F11rwxg9zn7!19sChIJJeNnv0h-MogR19YzRx8mbvc","Robert Burns, MD",3.7,,Pediatrician,"902 W Erie Plaza Dr, Erie, PA 16505, United States","4V48+X6 Erie, Pennsylvania, USA",https://providers.upmc.com/provider/Robert+Burns/1321669?utm_source=google&utm_campaign=business-profile&utm_content=ccp_robert_burns_zuck,+1 814-877-5424,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3rhqOFHGtgWtj13mKslekQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.77936&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:10.953Z,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Joseph+C.+Barber,+MD/data=!4m7!3m6!1s0x8832806b71f59f5f:0xe4d411c403221079!8m2!3d42.100121!4d-80.0808587!16s%2Fg%2F1tfm799r!19sChIJX5_1cWuAMogReRAiA8QR1OQ","Dr. Joseph C. Barber, MD",5.0,,Pediatrician,"3580 Peach St, Erie, PA 16508, United States","4W29+2M Erie, Pennsylvania, USA",http://www.childrenspeds.com/location/erie-location,+1 814-868-9633,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GoB3x9fruWEpBbzQ9Pse9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.7001&pitch=0&thumbfov=100,false,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:16.036Z,,,,,,,,,,
https://www.google.com/maps/place/UPMC+Healthy+Families+Primary+Care/data=!4m7!3m6!1s0x8832801ef59f35d3:0x2296ca991a76fa62!8m2!3d42.1258745!4d-80.0844309!16s%2Fg%2F1tj2cncv!19sChIJ0zWf9R6AMogRYvp2GpnKliI,UPMC Healthy Families Primary Care,3.2,,Internist,"921 Peach St, Erie, PA 16501, United States","4WG8+86 Erie, Pennsylvania, USA",https://www.upmc.com/services/primary-care/locations/northwest-pa-ny/erie/921-peach-st?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-nwpa-ny-upmc-healthy-families-primary-care,+1 814-877-8140,Closed · Opens 7 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TLPqVtM4pDBJkJdl3yx2lQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.778786&pitch=0&thumbfov=100,true,"7 am–12 pm, 1–5 pm","https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:20.754Z,,,,,,,,,,
https://www.google.com/maps/place/Pediatric+Cardiology+in+Erie/data=!4m7!3m6!1s0x882d7fbdb924cd37:0x45d86190c64747ee!8m2!3d42.134549!4d-80.0864918!16s%2Fg%2F11y0sr8qkr!19sChIJN80kub1_LYgR7kdHxpBh2EU,Pediatric Cardiology in Erie,,,Pediatric cardiologist,"118 E 2nd St W1150, Erie, PA 16507, United States","4WM7+RC Erie, Pennsylvania, USA",https://www.upmc.com/services/heart-vascular/locations/northwest-pa-ny/erie/118-e-2nd-st?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=heart-vascular-nwpa-ny-pediatric-cardiology-in-erie,+1 814-877-8701,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cILvMJZdkeuwy6uk8IJ3xQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.94714&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:23.313Z,,,,,,,,,,
https://www.google.com/maps/place/UPMC+Hamot/data=!4m7!3m6!1s0x882d7fee41c39393:0x2263b0836e0c2d86!8m2!3d42.1342754!4d-80.0863154!16s%2Fm%2F02qd_4f!19sChIJk5PDQe5_LYgRhi0MboOwYyI,UPMC Hamot,2.7,,Hospital,"201 State St, Erie, PA 16550, United States","4WM7+PF Erie, Pennsylvania, USA",https://www.upmc.com/locations/hospitals/hamot?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=hospital-nwpa-ny-upmc-hamot,+1 814-877-6000,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqyQAGYPZ42v9XdI1AkDSTT60tBYqZG8662WA1A0woEDGlpi0JuXsHYaQxkAYu7Mg-HgKWv_W27Fa_5WVj_SoE94-HZ1S9qo1B9H3LCKmA4N04gdlgrD9h_-6rHcYycLCc9oSpb=w408-h306-k-no,true,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:27.996Z,,,,,,,,,,
https://www.google.com/maps/place/AHN+Saint+Vincent+Hospital+-+Main+Building/data=!4m7!3m6!1s0x883280177bbafe49:0x395bbefd961683b9!8m2!3d42.1115321!4d-80.0790537!16s%2Fm%2F0_86vk6!19sChIJSf66exeAMogRuYMWlv2-Wzk,AHN Saint Vincent Hospital - Main Building,3.0,,Hospital,"232 W 25th St Suite 0, Erie, PA 16544, United States","4W6C+J9 Erie, Pennsylvania, USA",https://erie.ahn.org/locations/saint-vincent-hospital,+1 814-452-5000,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepsxmysAch-smXY_Jhed3JHEBhyo4P6HnoMXyRHIUS-ad3TmpL-EO7ofd--tJ0K4J0wPhuw2nRPwAllEetRQnygwfhdkHsdXLSjRqq3J47bPfLrl6039l8cTPg4Zb-sPdsdk-6A=w408-h408-k-no,true,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:33.059Z,,,,,,,,,,
https://www.google.com/maps/place/OB%2FGYN+Associates+of+Erie/data=!4m7!3m6!1s0x882d7ff08bcc7f3d:0xb4ec52f0943d45c!8m2!3d42.1329492!4d-80.0900653!16s%2Fg%2F1whdj_cs!19sChIJPX_Mi_B_LYgRXNRDCS_FTgs,OB/GYN Associates of Erie,4.4,737,Women's health clinic,"100 Peach St, Erie, PA 16507, United States","4WM5+5X Erie, Pennsylvania, USA",http://www.obgynoferie.com/,+1 814-459-1851,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipNTqHrD6wL1mUVWIBH8rWPH4BFBOeBVuJrDiFyc=w408-h271-k-no,true,7 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:38.155Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,,,,
"https://www.google.com/maps/place/Dr.+George+J.+Vilushis,+DO/data=!4m7!3m6!1s0x8832806b71f59f5f:0x3cd19e91926501d!8m2!3d42.1000933!4d-80.0809699!16s%2Fg%2F1tfg89vm!19sChIJX5_1cWuAMogRHVAmGekZzQM","Dr. George J. Vilushis, DO",,,Pediatrician,"3580 Peach St # 100, Erie, PA 16508, United States","4W29+2J Erie, Pennsylvania, USA",http://www.childrenspeds.com/,+1 814-868-9633,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GoB3x9fruWEpBbzQ9Pse9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.6007&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:41.226Z,,,,,,,,,,
https://www.google.com/maps/place/Eastside+Medical+Center/data=!4m7!3m6!1s0x8832802f5713e603:0xa29ae03b63044322!8m2!3d42.1145172!4d-80.0641767!16s%2Fg%2F1tdxfylj!19sChIJA-YTVy-AMogRIkMEYzvgmqI,Eastside Medical Center,3.1,,Medical clinic,"2625 Parade St, Erie, PA 16504, United States","4W7P+R8 Erie, Pennsylvania, USA",http://www.maerie.org/,+1 814-452-6383,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqcqJumx5Yy7uTZORnsPflQE667NWoHd-Mpys5htXXraN7JCYkhfEbl37MfVn7e8_2PMnVrTJvv5MWrV-jVE-m2FsToZ46qcKJ4XUb8OLHEgwzgVWl3bYQO5z0IoUsWwFxzF7TERg=w426-h240-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:45.894Z,,,,,,,,,,
"https://www.google.com/maps/place/Nicholas+A.+Sala,+D.O./data=!4m7!3m6!1s0x882d7fe2673dced7:0x7fd1943615f6ee66!8m2!3d42.1229181!4d-80.0839272!16s%2Fg%2F1tg5crfr!19sChIJ1849Z-J_LYgRZu72FTaU0X8","Nicholas A. Sala, D.O.",4.3,,Pediatric ophthalmologist,"128 W 12th St #301, Erie, PA 16501, United States","4WF8+5C Erie, Pennsylvania, USA",http://www.kidseyeserie.com/,+1 814-454-6307,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOpol62RZpS6KhIGR1kqN8J_j7voY49It4bvggw=w408-h544-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:50.583Z,,,,,,,,,,
"https://www.google.com/maps/place/Andrea+Mirth,+PA-C/data=!4m7!3m6!1s0x8832806b64f679c7:0x3594dd8d89edbb13!8m2!3d42.1000933!4d-80.0809699!16s%2Fg%2F11sd2xtsl8!19sChIJx3n2ZGuAMogRE7vtiY3dlDU","Andrea Mirth, PA-C",,,Pediatrician,"3580 Peach St # 100, Erie, PA 16508, United States","4W29+2J Erie, Pennsylvania, USA",https://providers.upmc.com/provider/Andrea+Mirth/1369207,+1 814-877-8750,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GoB3x9fruWEpBbzQ9Pse9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.6007&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:53.406Z,,,,,,,,,,
https://www.google.com/maps/place/UPMC+Children%27s+Inpatient+Unit+at+UPMC+Hamot/data=!4m7!3m6!1s0x882d7f44ea648263:0x55b133c63a1fcc59!8m2!3d42.134549!4d-80.0864918!16s%2Fg%2F11vjkn69x4!19sChIJY4Jk6kR_LYgRWcwfOsYzsVU,UPMC Children's Inpatient Unit at UPMC Hamot,,,Children's hospital,"118 E 2nd St Fifth Floor, Erie, PA 16507, United States","4WM7+RC Erie, Pennsylvania, USA",https://www.upmc.com/locations/hospitals/hamot/services/pediatrics/inpatient-unit,+1 412-692-5000,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPpqw9AjypETDNqsTc9TRqf3K3HhvejprJwR27A=w427-h240-k-no,true,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:01:58.169Z,,,,,,,,,,
"https://www.google.com/maps/place/Daniel+J.+Barbero,+MD/data=!4m7!3m6!1s0x882d7ff03b684177:0x63d813b07f0567de!8m2!3d42.1024906!4d-80.0794048!16s%2Fg%2F1tfln1yg!19sChIJd0FoO_B_LYgR3mcFf7AT2GM","Daniel J. Barbero, MD",4.3,,Family practice physician,"3330 Peach St # 106, Erie, PA 16508, United States","4W2C+X6 Erie, Pennsylvania, USA",https://providers.upmc.com/provider/daniel-j-barbero/1326262?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-nwpa-ny-daniel-barbero,+1 814-877-5570,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SJVKmO7cGXAP2QDg8-PF_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.34647&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:02:00.731Z,,,,,,,,,,
https://www.google.com/maps/place/Aveanna+Healthcare/data=!4m7!3m6!1s0x88327f07c3cc838b:0x99f06c8eb512e024!8m2!3d42.0959088!4d-80.1439085!16s%2Fg%2F1vvyyqyd!19sChIJi4PMwwd_MogRJOAStY5s8Jk,Aveanna Healthcare,1.0,,Child health care center,"1600 Peninsula Dr #19, Erie, PA 16505, United States","3VW4+9C Erie, Pennsylvania, USA",https://www.aveanna.com/locations/312/erie-pennsylvania-16505/,+1 814-833-0221,Closed · Opens 6:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipM5cE97lu4RBqEjEW6ZG_esc8wXHaIBkEkM5016=w408-h323-k-no,true,6:30 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:02:05.310Z,,,,,,,,,,
https://www.google.com/maps/place/AHN+Pediatrics+at+Health+%2B+Wellness+Pavilion+Eastside/data=!4m7!3m6!1s0x882d7d58319d09d3:0x8758317df2bbdeb2!8m2!3d42.1528274!4d-79.9909278!16s%2Fg%2F11swfj9tr1!19sChIJ0wmdMVh9LYgRst678n0xWIc,AHN Pediatrics at Health + Wellness Pavilion Eastside,,,Medical clinic,"4950 Buffalo Rd Suite 0, Erie, PA 16510, United States","5235+4J Erie, Pennsylvania, USA",https://www.ahn.org/location-search/ahn-pediatrics-at-health-and-wellness-pavilion-eastside-247454?utm_source=G&utm_medium=local&utm_campaign=google-local,+1 814-897-2597,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=byMsn9VuUfVCwVMR6EAGHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.24902&pitch=0&thumbfov=100,true,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:02:10.009Z,,,,,,,,,,
https://www.google.com/maps/place/Plaza+Dental+Associates/data=!4m7!3m6!1s0x8832806da748ed8d:0x7e66ed14c59450c2!8m2!3d42.0997702!4d-80.0855276!16s%2Fg%2F1td2vk3h!19sChIJje1Ip22AMogRwlCUxRTtZn4,Plaza Dental Associates,4.9,,Dentist,"702 W 34th St, Erie, PA 16508, United States","3WX7+WQ Erie, Pennsylvania, USA",https://plazadentalerie.com/,+1 814-868-5411,Closes soon · 6:30 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMCjgc-RzoUvg56e9F7ciIseBM0-s2I54ivV535=w408-h306-k-no,true,7:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:02:14.573Z,,,,,,,,,,
