placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Mary+Babb+Randolph+Cancer+Center/data=!4m7!3m6!1s0x88357b0b924453c9:0x14280bb9ba3625a0!8m2!3d39.6539232!4d-79.9584371!16s%2Fg%2F1vp6_vcg!19sChIJyVNEkgt7NYgRoCU2urkLKBQ,Mary Babb Randolph Cancer Center,4.9,10,Doctor,"10 Medical Center Dr, Morgantown, WV 26505, United States","M23R+HJ Morgantown, West Virginia, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npe35wqcRbU2Et3OVv8pxTkOcaYlvUpew7yAnlCAccpLJ27i8ndTgTtJacqR1I7I6tSs0wgaIMGMzaMNVQcq8ZufWxS7_7a4eIFGZyOq2bqX2ju1EGNHsSmpXV5RMNervjlK5Ky=w493-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:20.510Z,,,
https://www.google.com/maps/place/WVU+Medicine/data=!4m7!3m6!1s0x88357b0c19500fe1:0x3f13c357bea6419a!8m2!3d39.6531178!4d-79.9568399!16s%2Fg%2F11b6ht4hg1!19sChIJ4Q9QGQx7NYgRmkGmvlfDEz8,WVU Medicine,3.5,94,Medical Center,"1 Medical Center Dr, Morgantown, WV 26506, United States","M23V+67 Morgantown, West Virginia, USA",http://www.wvumedicine.org/,+1 304-598-4000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP0y8sIWXgNPOe-PHnUiwQx4aKXBwrdn6K77wYL=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:25.298Z,,,
https://www.google.com/maps/place/Danh+Pham/data=!4m7!3m6!1s0x88357b0ea89d2e2b:0x9293e19e8ff03a14!8m2!3d39.6539117!4d-79.9577486!16s%2Fg%2F11qgb7l_23!19sChIJKy6dqA57NYgRFDrwj57hk5I,Danh Pham,5.0,1,Cancer treatment center,"1 Medical Center Dr, Morgantown, WV 26506, United States",,,+1 304-285-7101,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sC8R_zOoOPWjkE-BQ-eokQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=129.12903&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:27.895Z,,,
https://www.google.com/maps/place/WVU+Medicine+University+Town+Centre/data=!4m7!3m6!1s0x88357be72b8102f7:0xdc2039ab8e5e51b7!8m2!3d39.6433601!4d-79.9982147!16s%2Fg%2F1tf7yctb!19sChIJ9wKBK-d7NYgRt1Fejqs5INw,WVU Medicine University Town Centre,3.5,116,Medical Center,"6040 University Town Centre Dr, Morgantown, WV 26501, United States","J2V2+8P Morgantown, West Virginia, USA",https://wvumedicine.org/clinics/university-town-centre/,+1 304-598-4000,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npuSX15iyi9AF-879-4d6jNV7VutiuNzfIDJxK86hi38tvQw7XrQ3DZfWCfznkOSwPmHFCbyd2lpFYi2MpYl1c7ODFv8T21w3WNz79UvDWDpWWkT7Qkkt0H_Mkln-dfKr4F8QXO=w408-h306-k-no,true,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:33.000Z,,,
"https://www.google.com/maps/place/Dermatology+Center+for+Skin+Health,+PLLC/data=!4m7!3m6!1s0x88357b057b919089:0x4447ea4dac5870c!8m2!3d39.6519479!4d-79.9389759!16s%2Fg%2F1tdxljnj!19sChIJiZCRewV7NYgRDIfF2qR-RAQ","Dermatology Center for Skin Health, PLLC",4.9,647,Skin care clinic,"600 Suncrest Towne Centre Drive #115, Morgantown, WV 26505, United States","M326+QC Morgantown, West Virginia, USA",http://www.wvdermcenter.com/,+1 304-598-3888,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kXPv0ffbRNIRMk19RuizRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.49808&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:37.805Z,,,
https://www.google.com/maps/place/MedMark+Treatment+Centers+Morgantown/data=!4m7!3m6!1s0x88357c5edfc1671d:0x2e513ae4e0247037!8m2!3d39.6050405!4d-79.9674225!16s%2Fg%2F11f01zn92y!19sChIJHWfB3158NYgRN3Ak4OQ6US4,MedMark Treatment Centers Morgantown,4.4,41,Addiction treatment center,"53 Don Knotts Blvd, Morgantown, WV 26508, United States","J24M+22 Morgantown, West Virginia, USA",https://medmark.com/locations/west-virginia/morgantown/,+1 304-826-2177,Closed ⋅ Opens 5:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GYGmqhbeOpvNcRq-URt0KQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.54881&pitch=0&thumbfov=100,true,Closed,5:30–11 am,5:30–11 am,5:30–11 am,5:30–11 am,5:30–11 am,5:30–9:30 am,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:42.910Z,,,
https://www.google.com/maps/place/WVU+Medicine+Chestnut+Ridge+Center/data=!4m7!3m6!1s0x88357b1436ad2927:0x259cf77148b96f40!8m2!3d39.654877!4d-79.9556398!16s%2Fg%2F1tngqywj!19sChIJJymtNhR7NYgRQG-5SHH3nCU,WVU Medicine Chestnut Ridge Center,2.9,61,Mental health service,"930 Chestnut Ridge Rd, Morgantown, WV 26505, United States","M23V+XP Morgantown, West Virginia, USA",http://wvumedicine.org/,+1 304-598-6400,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nomJ_vr9v92cjnL06aeDl_8CJCte4AB82imbbo3NCweL2piI3U8YUtjCGLbrki9EgDb8XtF3kntLOfJeNec-MaXKJKEYDcFMqpIPx2GSPn-xFbghC7ZSxv3Ica-Nd0WI9fTPTtG7Q=w408-h306-k-no,true,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:47.949Z,,,
https://www.google.com/maps/place/Mon+Health+Cancer+Center/data=!4m7!3m6!1s0x88357b1ea44779a9:0x1c346717f7c52a8!8m2!3d39.663826!4d-79.946811!16s%2Fg%2F11b5zzrfrx!19sChIJqXlHpB57NYgRqFJ8f3FGwwE,Mon Health Cancer Center,4.0,7,Cancer treatment center,"1200 J D Anderson Dr, Morgantown, WV 26505, United States","M373+G7 Morgantown, West Virginia, USA",https://www.monhealth.com/main/cancer-care,+1 304-598-6560,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u0uH-EcZMLFO0dCxvtKtag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.11563&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:52.872Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/WVU+Medicine+Pain+Management+Center/data=!4m7!3m6!1s0x88357b0a028726f9:0xb8e62a1920741f25!8m2!3d39.6540825!4d-79.9648078!16s%2Fg%2F1v6wp_1t!19sChIJ-SaHAgp7NYgRJR90IBkq5rg,WVU Medicine Pain Management Center,2.4,58,Pain control clinic,"1075 Van Voorhis Rd, Morgantown, WV 26505, United States","M23P+J3 Morgantown, West Virginia, USA",https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/pain-management-center/,+1 855-988-2273,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhJowcFKTzX6h90PoTFjiUI23Ay0Q6WUcZtP9ZR4EqQduhbHbjPp98ZaiMOgLMAkBv6A16VhcojNDoIKOIki8vYmTY8Rht8wLImBgeG-3f2CK-hdUG_ghfM9Arx6E98aXQ9rNsEA=w408-h307-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:57.906Z,,,
https://www.google.com/maps/place/Cancer+Information+Services/data=!4m7!3m6!1s0x88357b7da13f1775:0x6f0c81b7c603ae8f!8m2!3d39.629526!4d-79.9558968!16s%2Fg%2F12621zr1c!19sChIJdRc_oX17NYgRj64DxreBDG8,Cancer Information Services,,,Cancer treatment center,"Morgantown, WV 26505, United States",,,+1 304-293-2370,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gd9qHEXDwVC6QYqtONytOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.11542&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:00.683Z,,,
https://www.google.com/maps/place/Waterfront+Urgent+Care/data=!4m7!3m6!1s0x88357c672ab4eb25:0x364f2912cfc07b91!8m2!3d39.6121215!4d-79.970581!16s%2Fg%2F1tdfzcyh!19sChIJJeu0Kmd8NYgRkXvAzxIpTzY,Waterfront Urgent Care,4.3,198,Urgent care center,"215 Don Knotts Blvd # 130, Morgantown, WV 26501, United States","J26H+RQ Morgantown, West Virginia, USA",https://www.waterfronturgentcare.com/,+1 304-322-2080,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOjMMi5V6uT_hqSD0LvaZ79bv-uHhG23sZX-Ro6=w408-h271-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:05.631Z,,,
https://www.google.com/maps/place/WVU+Medicine+Sinus+and+Allergy+Center/data=!4m7!3m6!1s0x88357b162250cf1b:0xde1ff2464bcf1ae4!8m2!3d39.6526172!4d-79.9438636!16s%2Fg%2F1pzq00bxn!19sChIJG89QIhZ7NYgR5BrPS0byH94,WVU Medicine Sinus and Allergy Center,4.2,10,Otolaryngology clinic,"1065 Suncrest Towne Centre Drive, Morgantown, WV 26505, United States","M334+2F Morgantown, West Virginia, USA",http://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/otolaryngology,+1 855-988-2273,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM62pQLjx0ZqZSmF0f6gJWv9HTDDqaDeQcRE3xF=w458-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:10.473Z,,,
https://www.google.com/maps/place/Almost+Heaven+Mobile+Hydration/data=!4m7!3m6!1s0x4d006201b52355bf:0xf412536de1e2c07c!8m2!3d39.6597638!4d-79.9543749!16s%2Fg%2F11vhhmptrp!19sChIJv1UjtQFiAE0RfMDi4W1TEvQ,Almost Heaven Mobile Hydration,5.0,31,Health spa,"1195 Pineview Dr, Morgantown, WV 26505, United States","M25W+W7 Morgantown, West Virginia, USA",https://almostheavenmobilehydration.com/,+1 304-534-9792,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPFlowWFWZTEo7QIrJ31MwMGBstyqiaY3_-txFa=w408-h272-k-no,true,9:30 am–2:30 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,9:30 am–2:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:15.385Z,,Identifies as women-owned,
https://www.google.com/maps/place/Wise+Path+Recovery+Centers+-+Westover+Inpatient+Facility/data=!4m7!3m6!1s0x88357b616ba9d54f:0x7f3d7cdd29467acd!8m2!3d39.6309326!4d-79.9837429!16s%2Fg%2F11sf53q9v4!19sChIJT9Wpa2F7NYgRzXpGKd18PX8,Wise Path Recovery Centers - Westover Inpatient Facility,4.2,35,Addiction treatment center,"900 Fairmont Rd, Morgantown, WV 26501, United States","J2J8+9G Morgantown, West Virginia, USA",http://www.wisepathrecovery.com/,+1 304-381-5381,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP9Y9VFV17uMB9iI6V29QXo58lhfcR9belkRR23=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:20.291Z,,,
https://www.google.com/maps/place/HealthWorks+Rehab+%26+Fitness+-+Morgantown/data=!4m7!3m6!1s0x88357b13ffffffff:0x46ea3f8b4c1d72f9!8m2!3d39.6580207!4d-79.9528282!16s%2Fg%2F1tg5cs05!19sChIJ_____xN7NYgR-XIdTIs_6kY,HealthWorks Rehab & Fitness - Morgantown,4.8,191,Physical therapy clinic,"943 Maple Dr, Morgantown, WV 26505, United States","M25W+6V Morgantown, West Virginia, USA",http://www.healthworksrf.com/contact/find-a-location/wv/morgantown/morgantown,+1 304-599-2515,"Closed ⋅ Opens 6:45 am Mon

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPQ1WADQ_k3HpZqA583ibRsiIbYerkrp5EAn51r=w426-h240-k-no,true,Closed,6:45 am–6 pm,6:30 am–6:45 pm,6:45 am–6 pm,6:30 am–6:45 pm,6:45 am–2 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:25.237Z,,,
https://www.google.com/maps/place/J.W.+Ruby+Memorial+Hospital/data=!4m7!3m6!1s0x88357b55b3f28f7f:0x12be99c07c66bd31!8m2!3d39.6538906!4d-79.95788!16s%2Fg%2F1tfjg5v9!19sChIJf4_ys1V7NYgRMb1mfMCZvhI,J.W. Ruby Memorial Hospital,3.1,599,General hospital,"1 Medical Center Dr, Morgantown, WV 26506, United States","M23R+HR Morgantown, West Virginia, USA",http://wvumedicine.org/ruby-memorial-hospital/,+1 304-598-4000,,https://lh3.googleusercontent.com/p/AF1QipPYMZX0gkCyuYKMdWo3IIVnk23QlOb8nzjt2CMK=w455-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:30.501Z,,,
https://www.google.com/maps/place/Morgantown+Healthcare+Center/data=!4m7!3m6!1s0x88357b1a75e52baf:0xa28a6d08ccb241b2!8m2!3d39.6580821!4d-79.9489688!16s%2Fg%2F1tf6sg2r!19sChIJryvldRp7NYgRskGyzAhtiqI,Morgantown Healthcare Center,3.4,30,Nursing home,"30 Mon General Dr, Morgantown, WV 26505, United States","M352+6C Morgantown, West Virginia, USA",https://communicarehealth.com/location/morgantown-healthcare-center/?utm_source=google&utm_medium=organic&utm_campaign=gbp_morgantown,+1 304-285-2720,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMNe-O-Dbi2_5rCMv5FBMaBlsW5s0nTou2ZIfdC=w408-h268-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:35.449Z,,,
https://www.google.com/maps/place/Rosenbaum+Family+House/data=!4m7!3m6!1s0x88357b0c21c287bd:0x675cb3aafe8a1ad3!8m2!3d39.6500942!4d-79.9576493!16s%2Fg%2F11bw3dmcr6!19sChIJvYfCIQx7NYgR0xqK_qqzXGc,Rosenbaum Family House,4.6,150,Social services organization,"30 Family House Drive, Morgantown, WV 26506, United States","M22R+2W Morgantown, West Virginia, USA",http://www.rosenbaumfamilyhouse.com/,+1 304-598-6094,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npHfHOdX4V9l54Qf4vFFVS8S7lL9YwLKbcGVMzUVWMl3riDF1TaS3MIpX-42-zq-P4bGG97Iwsl_sEurOPk_33xXaDo-gZnbNWD3cmq6Qrgtgiq5oet--me71j3hU3L-tL6w3I=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:40.295Z,,,
https://www.google.com/maps/place/Rheumatology+Clinic+-+WVU+Medicine/data=!4m7!3m6!1s0x88357b3e7f085eef:0xf0ad9c9e4729754f!8m2!3d39.6519671!4d-79.939042!16s%2Fg%2F11hc2_5t9v!19sChIJ714Ifz57NYgRT3UpR56crfA,Rheumatology Clinic - WVU Medicine,4.3,6,Medical clinic,"600 Suncrest Towne Centre Drive, Morgantown, WV 26505, United States","M326+Q9 Morgantown, West Virginia, USA",https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/rheumatology/,+1 304-598-4855,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xA-0KfTm87-WBvqOqpVMvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.46038&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:59:43.457Z,,,
