placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes
https://www.google.com/maps/place/Solid+Impressions/data=!4m7!3m6!1s0x8656bfa7ad8fe7db:0x2b8ab931c530535e!8m2!3d32.4472915!4d-99.73719!16s%2Fg%2F1tdsk5z3!19sChIJ2-ePrae_VoYRXlMwxTG5iis,Solid Impressions,3.7,9,Flooring contractor,"247 Butternut St, Abilene, TX 79602, United States","C7W7+W4 Abilene, Texas, USA",http://solidimpressionstx.com/,+1 325-721-0429,"Open ⋅ Closes 5 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipObVemw_wdkW2-DbtCn8QHCcQo1UWGcAUx9RPEs=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Clyde+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-11T17:50:36.263Z,
https://www.google.com/maps/place/4B+Welding+Services+LLC/data=!4m7!3m6!1s0x8656eb44a807976f:0xcbb2a866b6eef733!8m2!3d32.3414393!4d-99.5693074!16s%2Fg%2F11w2_zmjzn!19sChIJb5cHqETrVoYRM_futmaosss,4B Welding Services LLC,,,Welder,"10403 Co Rd 244, Clyde, TX 79510, United States","8CRJ+H7 Clyde, Texas, USA",https://4bservices.us/,+1 325-370-1777,"Closed ⋅ Opens 8 am Wed

Veterans Day hours",https://lh3.googleusercontent.com/p/AF1QipOz9t7dZeiRjZPHHB2Da9AokXt_lQW4_xdkLhzs=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Clyde+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-11T17:50:41.195Z,
https://www.google.com/maps/place/American+Fence+Staining/data=!4m7!3m6!1s0x86568fbf806c22b1:0xff3997e38a7074a!8m2!3d32.4832394!4d-99.7327787!16s%2Fg%2F11hlnw7ysf!19sChIJsSJsgL-PVoYRSgenOH6Z8w8,American Fence Staining,5.0,69,Fence contractor,"2773 Cedar St, Abilene, TX 79601, United States","F7M8+7V Abilene, Texas, USA",http://americanfencestaining.biz/,+1 325-232-2879,"Open ⋅ Closes 5 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipPuXosNbdmFbW7ICK0fPSiTwg4movfCuFxIE2-F=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Clyde+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-11T17:50:46.604Z,
"https://www.google.com/maps/place/Ranch+Land+Specialties,+LLC/data=!4m7!3m6!1s0x8656bfffe27ccef7:0x94d8dabcc9af95c7!8m2!3d32.4143229!4d-99.4900945!16s%2Fg%2F11ft97g2yq!19sChIJ98584v-_VoYRx5Wvybza2JQ","Ranch Land Specialties, LLC",5.0,14,Welder,"710 Cherry Ln, Clyde, TX 79510, United States","CG75+PX Clyde, Texas, USA",http://www.ranchlandspecialties.com/,+1 210-313-8874,"Open ⋅ Closes 5 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipNFLWOLVPw1DrclbMAZqM3TpEiOLQSO4xLtn7a1=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–3 pm,Open 24 hours,Open 24 hours,7 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Clyde+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-11T17:50:51.921Z,
https://www.google.com/maps/place/Abilene+Restoration+%26+Construction/data=!4m7!3m6!1s0x8656bfa7ad928035:0x5a548b9c0bec39f4!8m2!3d32.3705383!4d-99.5323765!16s%2Fg%2F1tdd12vh!19sChIJNYCSrae_VoYR9DnsC5yLVFo,Abilene Restoration & Construction,4.7,12,Custom home builder,"4164 Private Rd 2593, Clyde, TX 79510, United States","9FC9+62 Clyde, Texas, USA",https://abilenerestoration.com/,+1 325-370-0320,"Open ⋅ Closes 6 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipNDTcPJM65en1w9xIs0icgiOOY9XMQ0Rd79S7Dv=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Clyde+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-11T17:50:56.870Z,
https://www.google.com/maps/place/Abilene+Chamber+of+Commerce/data=!4m7!3m6!1s0x86568e177d84ba13:0x18aeedb1ce18502d!8m2!3d32.4528753!4d-99.7331525!16s%2Fg%2F1tfccll5!19sChIJE7qEfReOVoYRLVAYzrHtrhg,Abilene Chamber of Commerce,3.9,11,Chamber of Commerce,"400 Pine St Ste. 500, Abilene, TX 79601, United States","F738+5P Abilene, Texas, USA",http://www.abilenechamber.com/,+1 325-677-7241,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=boL2_0XWWd-4Kvs5l5rLpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.918625&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Clyde+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-11T17:51:01.773Z,
https://www.google.com/maps/place/Dosser+Garage/data=!4m7!3m6!1s0x865663639b7ee1d9:0xf6d2047b524d94dc!8m2!3d32.4708004!4d-99.9878374!16s%2Fg%2F11byl5mkn1!19sChIJ2eF-m2NjVoYR3JRNUnsE0vY,Dosser Garage,4.6,90,Mechanic,"2450 Farm to Market Rd 1235, Merkel, TX 79536, United States","F2C6+8V Merkel, Texas, USA",https://www.dosseroilfieldservicesandgarage.com/,+1 325-928-0001,"Open ⋅ Closes 5 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxC2pjG-LiM3Cpw1_hvsk6gezq9EqfDkRV1jMnOikB4isX9L1X6Vi_R07tvQuFwyWUIeQ38njxuAX6Lg6anif9RaJu_yINkIFErUF8nmi_6Scp_JYqKdsCn3YI7RuuXPdtQCaygE2vwGuOc=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Merkel+Abilene+TX/@32.4706777,-100.0128739,14z",2025-11-11T17:51:15.263Z,
https://www.google.com/maps/place/Metal+Mart+%2370/data=!4m7!3m6!1s0x86566529da54e219:0x9bfcbc878673a337!8m2!3d32.4766068!4d-100.0002936!16s%2Fg%2F11hf4twdq9!19sChIJGeJU2illVoYRN6Nzhoe8_Js,Metal Mart #70,5.0,2,Metal supplier,"9710 I-20, Merkel, TX 79536, United States","FXGX+JV Merkel, Texas, USA",https://metalmarts.com/,+1 325-928-1113,"Open ⋅ Closes 4:30 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipO77X4xU1hX6I3aqbAYXcezf0nw0pupfkA8-EeX=w408-h306-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Merkel+Abilene+TX/@32.4706777,-100.0128739,14z",2025-11-11T17:51:20.146Z,
https://www.google.com/maps/place/Badger+Septic+and+Dirt+LLC/data=!4m7!3m6!1s0x865664b72d392cd5:0x86f0af9de1ce95ac!8m2!3d32.477004!4d-100.019781!16s%2Fg%2F1tfd2trm!19sChIJ1Sw5LbdkVoYRrJXO4Z2v8IY,Badger Septic and Dirt LLC,4.9,26,Septic system service,"1710 N 6th St, Merkel, TX 79536, United States","FXGJ+R3 Merkel, Texas, USA",https://badgerdirtandseptic.com/,+1 325-219-2212,"Open ⋅ Closes 5 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipMdrANHckcTvtGVxP7RknryRNFz124a4WXfrJNz=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Merkel+Abilene+TX/@32.4706777,-100.0128739,14z",2025-11-11T17:51:25.198Z,
https://www.google.com/maps/place/Abilene+Gasoline+%26+Diesel+Service+LLC/data=!4m7!3m6!1s0x8656649dc712b145:0xf2b052fcb9e5b036!8m2!3d32.4643325!4d-99.9598999!16s%2Fg%2F1th0ys7b!19sChIJRbESx51kVoYRNrDlufxSsPI,Abilene Gasoline & Diesel Service LLC,4.4,51,Auto repair shop,"8664 I-20, Merkel, TX 79536, United States","F27R+P2 Merkel, Texas, USA",https://www.abilenegasolineanddiesel.com/,+1 325-672-4770,"Open ⋅ Closes 5 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipOZL0YqpMkaR8kmv5xiNO6vSr8Uo6zbRZJaccj3=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Merkel+Abilene+TX/@32.4706777,-100.0128739,14z",2025-11-11T17:51:30.384Z,
https://www.google.com/maps/place/Windmill+City+Farm+%26+Ranch/data=!4m7!3m6!1s0x8656636344e4cfdb:0x681e655342f5e066!8m2!3d32.4690322!4d-99.98777!16s%2Fg%2F11c6vws8c7!19sChIJ28_kRGNjVoYRZuD1QlNlHmg,Windmill City Farm & Ranch,4.8,35,Animal feed store,"9334 I-20 Frontage Rd, Merkel, TX 79536, United States","F296+JV Merkel, Texas, USA",https://www.windmillcityfarmandranch.com/,+1 325-928-5874,"Open ⋅ Closes 6 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwhXO7ZysLwf6GaPl6M4hnd8OhTtr5yX9aKguF3wAq76yMxwpSr2xbJFYqrhkfpP1waf-_sVWZFJG85Dw_6wBFwkMQmkNL64NOrvuUKiyHViOpFrBczbnU-UErMnItzBsXTY6e0=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Merkel+Abilene+TX/@32.4706777,-100.0128739,14z",2025-11-11T17:51:35.755Z,· In-store shopping · Kerbside pickup
"https://www.google.com/maps/place/Farm+Supply+Abilene,+TX/data=!4m7!3m6!1s0x8656636316a80761:0xc1860eb1b802524a!8m2!3d32.4691841!4d-99.9877663!16s%2Fg%2F11f63xs1gd!19sChIJYQeoFmNjVoYRSlICuLEOhsE","Farm Supply Abilene, TX",4.0,1,Store,"9334 I-20, Merkel, TX 79536, United States","F296+MV Merkel, Texas, USA",http://www.windmillcityfarmandranch.com/contact-us,+1 325-272-0986,"Open ⋅ Closes 6 pm

Veterans Day might affect these hours",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KSp-m9xPWaJowmkp5ylNYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.290527&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Merkel+Abilene+TX/@32.4706777,-100.0128739,14z",2025-11-11T17:51:40.986Z,
https://www.google.com/maps/place/D.D.Gates+%26+Panels/data=!4m7!3m6!1s0x865663631a296a99:0xe70407945d38a4bc!8m2!3d32.4850599!4d-99.9532668!16s%2Fg%2F11sqc_jyhj!19sChIJmWopGmNjVoYRvKQ4XZQHBOc,D.D.Gates & Panels,4.2,11,Contractor,"1458 Farm to Market Rd 1235, Merkel, TX 79536, United States","F2PW+2M Merkel, Texas, USA",https://www.ddgates.com/,+1 325-928-3823,"Open ⋅ Closes 5 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipPEbwILWhaLE51CR-DVzXO98PwXblS2VEZN7RLy=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Merkel+Abilene+TX/@32.4706777,-100.0128739,14z",2025-11-11T17:51:46.205Z,
https://www.google.com/maps/place/Abilene+Paint+Correction/data=!4m7!3m6!1s0x8656f310ccfe622b:0x67c9aa29dfe9f6cf!8m2!3d32.3226608!4d-99.7509987!16s%2Fg%2F11swqn718_!19sChIJK2L-zBDzVoYRz_bp3ymqyWc,Abilene Paint Correction,5.0,28,Car detailing service,"879 US-84, Abilene, TX 79602, United States","86FX+3J Abilene, Texas, USA",http://apcdetails.com/,+1 325-660-8052,"Open ⋅ Closes 6 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipOOHUD-4hc_om45YehswS33JiOThae9QQxOFNli=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Merkel+Abilene+TX/@32.4706777,-100.0128739,14z",2025-11-11T17:51:51.269Z,
"https://www.google.com/maps/place/Primal+Crushing,+LLC/@32.324196,-99.8626975,17z/data=!3m1!4b1!4m6!3m5!1s0x865697c35dc5ddcb:0x478da8148e21e847!8m2!3d32.324196!4d-99.8626975!16s%2Fg%2F11f63ybyrv","Primal Crushing, LLC",3.4,9,Contractor,"3022 Co Rd 282, Abilene, TX 79606, United States","84FP+MW Abilene, Texas, USA",,+1 325-660-9309,"Open ⋅ Closes 5 pm

Veterans Day might affect these hours",,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Buffalo+Gap+Abilene+TX/@32.2792968,-99.8300894,14z",2025-11-11T17:52:07.437Z,
https://www.google.com/maps/place/Bead+Runner+Welding+Service/data=!4m7!3m6!1s0x865689981103b4cd:0xe7c65b1e6b9207ab!8m2!3d32.38643!4d-99.906974!16s%2Fg%2F11cn180s1_!19sChIJzbQDEZiJVoYRqweSax5bxuc,Bead Runner Welding Service,4.9,35,Welder,"173 Co Rd 298, Abilene, TX 79603, United States","93PV+H6 Abilene, Texas, USA",https://www.beadrunnerwelding.com/,+1 325-320-5444,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipPYi6Pw8xQsgVPiL74grGGp_F9LC2KoPBywhI8d=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Buffalo+Gap+Abilene+TX/@32.2792968,-99.8300894,14z",2025-11-11T17:52:12.613Z,
https://www.google.com/maps/place/Buffalo+Gap+I+%26+E/data=!4m7!3m6!1s0x8656f462f4efa79f:0x7ce283e65887fa45!8m2!3d32.3945225!4d-99.7334428!16s%2Fg%2F1tjrqd3d!19sChIJn6fv9GL0VoYRRfqHWOaD4nw,Buffalo Gap I & E,3.4,5,Electrician,"888 Ben Richey Dr, Abilene, TX 79602, United States","97V8+RJ Abilene, Texas, USA",https://bgie.net/,+1 325-572-3389,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-XAt7GnJDM67RXIwpMsuEqWhUYn3JzxfHo4KzL1ZtX4ydxdKPaD_k0mhmKcfx2DLNXRlVweVL9kQnQt9OpwcGLTUEq02HtAGgJ6WUdL838mfUWnSIW2kAhQGumJIAazzMa3Ipzw=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Buffalo+Gap+Abilene+TX/@32.2792968,-99.8300894,14z",2025-11-11T17:52:15.711Z,
https://www.google.com/maps/place/Michael%27s+Welding+Service+LLC/data=!4m7!3m6!1s0xa544a7c9847f046d:0xa583a7a743da3d6e!8m2!3d32.4838865!4d-99.745403!16s%2Fg%2F11ww7p9d2z!19sChIJbQR_hMmnRKURbj3aQ6eng6U,Michael's Welding Service LLC,5.0,2,Welder,,,https://www.facebook.com/MWSTX,+1 325-669-0541,"Open ⋅ Closes 5 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipMeRzjmIHNXpSpKQ0o9W1FE5eWVx-fGhM7WXcAg=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Buffalo+Gap+Abilene+TX/@32.2792968,-99.8300894,14z",2025-11-11T17:52:20.668Z,
https://www.google.com/maps/place/Premier+Property+Worx/data=!4m7!3m6!1s0x45a64ab9cdc0eaa3:0x787f5b7fd982467c!8m2!3d32.489832!4d-99.8756009!16s%2Fg%2F11rn23pymz!19sChIJo-rAzblKpkURfEaC2X9bf3g,Premier Property Worx,5.0,5,Asphalt contractor,,,http://www.premierpropertyworx.com/,+1 325-665-4957,"Open ⋅ Closes 7 pm

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipPTcC28hOiWxwTPOnX67_TeIyVD4Av-0jH15qI8=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,"https://www.google.com/maps/search/subpar+railway+polishing+businesses+in+Buffalo+Gap+Abilene+TX/@32.2792968,-99.8300894,14z",2025-11-11T17:52:25.499Z,
