placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Burnett+Electric/data=!4m7!3m6!1s0x8886111314f47cd1:0x2a15c2f0ec739d61!8m2!3d33.3950159!4d-87.1280895!16s%2Fg%2F11h15l5lg6!19sChIJ0Xz0FBMRhogRYZ1z7PDCFSo,Burnett Electric,4.2,5,Electrician,,,http://burnettelectrictuscaloosa.com/,+1 205-826-3643,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPNh8-Q6lwhys9tmfPT7W-_NOSnj-DQQ7U4Aeh_=w427-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:23:28.522Z,,,
https://www.google.com/maps/place/Rescom+Electric+Inc/data=!4m7!3m6!1s0x88861d35c12ca83d:0x395fb9103ae1e843!8m2!3d33.2391869!4d-87.5607205!16s%2Fg%2F1tf9p0dj!19sChIJPagswTUdhogRQ-jhOhC5Xzk,Rescom Electric Inc,3.2,5,Electrician,"3500 Northbrook Dr, Northport, AL 35473, United States","6CQQ+MP Northport, Alabama, USA",https://www.rescomelectrical.com/,+1 205-339-0054,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPCh5d8Iwv53Q3Ekn92jqJtvuMPxy9app7QKDBm=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:23:32.859Z,,,
"https://www.google.com/maps/place/Taylor+Electrical+Contractors,+Inc./data=!4m7!3m6!1s0x8888a92b14ed2b0d:0x9cfc208471f0db35!8m2!3d33.1842491!4d-87.4631832!16s%2Fg%2F1w0r0p67!19sChIJDSvtFCupiIgRNdvwcYQg_Jw","Taylor Electrical Contractors, Inc.",5.0,55,Electrician,"5479 Skyland E Blvd Suite 1, Cottondale, AL 35453, United States","5GMP+MP Cottondale, Alabama, USA",https://www.taylorelectricalinc.com/,+1 205-553-0958,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMXRBieBq0u8qX9Sp1OKNdz1IaLc8JRligEKlZM=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:23:37.245Z,,,
https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x8888a849ca42da77:0xd0140a164339b4e8!8m2!3d33.1955291!4d-87.5179459!16s%2Fg%2F1tkp0k59!19sChIJd9pCykmoiIgR6LQ5QxYKFNA,The Home Depot,4.2,1503,Home improvement store,"1601 13th Ave E, Tuscaloosa, AL 35404, United States","5FWJ+6R Tuscaloosa, Alabama, USA",https://www.homedepot.com/l/Tuscaloosa/AL/Tuscaloosa/35404/877?emt=MSGMBGoogleMaps,+1 205-633-2038,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzcrWiIxOZSWHYKb-09PTVJOFZwWYuDjmdv9LjCw1tSlMKpCgmjNZRn7aEdb4503m93FkCGuD-AJ-5itR4vDCZr1vmipWqLEsYauLGRwE8J7_a16O7LFCGt0Ycfntrg1ysFuy3P=w408-h306-k-no,true,6 am–3 pm,Closed,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:23:41.987Z,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals). · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/City+Electric+Supply+Tuscaloosa/data=!4m7!3m6!1s0x88860266050641db:0x62566d71a57e9364!8m2!3d33.1963398!4d-87.5574766!16s%2Fg%2F1q5hrbgdc!19sChIJ20EGBWYChogRZJN-pXFtVmI,City Electric Supply Tuscaloosa,4.1,11,Electrical supply store,"1502 18th St, Tuscaloosa, AL 35401, United States","5CWV+G2 Tuscaloosa, Alabama, USA",https://www.cityelectricsupply.com/branches/al/tuscaloosa/tuscaloosa,+1 205-344-4445,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipP8w44m8JtgrTVfwQN38wfE50npsfJA85FEnRju=w416-h240-k-no,true,7–11 am,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:23:46.357Z,"Electrical supply chain selling equipment including tools, parts, batteries, cable & lighting. · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/Inline+Electric+Supply+Co.+-+Tuscaloosa/data=!4m7!3m6!1s0x888603098ed6fd87:0x4cd9a2edce92bba8!8m2!3d33.1934814!4d-87.5612258!16s%2Fg%2F11g0mj95r9!19sChIJh_3WjgkDhogRqLuSzu2i2Uw,Inline Electric Supply Co. - Tuscaloosa,4.7,9,Electrical supply store,"2104 Greensboro Ave, Tuscaloosa, AL 35401, United States","5CVQ+9G Tuscaloosa, Alabama, USA",https://www.inlineelectric.com/,+1 205-752-5252,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipO8tgntGs_qcaJZtqOKvZZVZrhJppy-sgOhMPPm=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:23:50.685Z,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Sequel+Electrical+Supply+-+A+Division+of+Border+States/data=!4m7!3m6!1s0x88860284a6563883:0xde7bc783b78a8c70!8m2!3d33.2002375!4d-87.5460351!16s%2Fg%2F1td437rr!19sChIJgzhWpoQChogRcIyKt4PHe94,Sequel Electrical Supply - A Division of Border States,4.6,7,Electrical supply store,"710 14th St, Tuscaloosa, AL 35401, United States","6F23+3H Tuscaloosa, Alabama, USA",https://solutions.borderstates.com/locations/tuscaloosa-alabama/,+1 205-342-3181,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMYQiNQktE3VpeIjqB3Zryxc-jdV5Q5C-1ww0Se=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:23:55.100Z,· In-store shopping · In-store pick-up · Delivery,,
"https://www.google.com/maps/place/H+%26+R+Electric,+LLC/data=!4m7!3m6!1s0x8888af3c1745a04d:0x6636574e77c90e77!8m2!3d33.1901398!4d-87.451913!16s%2Fg%2F1261vtw52!19sChIJTaBFFzyviIgRdw7Jd05XNmY","H & R Electric, LLC",4.3,15,Electrician,"1910 Prude Mill Rd, Cottondale, AL 35453, United States","5GRX+36 Cottondale, Alabama, USA",https://handrelectricllc.com/,+1 205-361-0579,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNNWxaLp7oU0KS1G3kx0o4jiNeuqQsiVqLBi9v3=w408-h544-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:23:59.407Z,,,
https://www.google.com/maps/place/Batteries+Plus/data=!4m7!3m6!1s0x8888a831d80fc449:0xc0dd67580fb0462d!8m2!3d33.1969458!4d-87.5296557!16s%2Fg%2F1tm0ckws!19sChIJScQP2DGoiIgRLUawD1hn3cA,Batteries Plus,4.0,94,Car battery store,"505B 15th St E, Tuscaloosa, AL 35401, United States","5FWC+Q4 Tuscaloosa, Alabama, USA",https://www.batteriesplus.com/store-locator/al/tuscaloosa/batteries-plus-239?utm_source=gmb&utm_medium=local&utm_campaign=bpb&storecode=239,+1 205-343-1780,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxH5tIpk6xkOwIF5Ug6VctS-kI4Udk0zd0EjB0UT3UBkyYvYVann2IZ-gbzzV5bMHJaDRSmwd1sm4XMc7rqPsiT4u7b2-niYZi6vo40Sr-U1p7rKA1l-8GNYn5g-Ar234hizYZk=w408-h725-k-no,true,9 am–7 pm,10 am–5 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:04.041Z,"Chain selling batteries for watches, phones & vehicles, plus replacement lightbulbs. · In-store shopping · In-store pick-up",,
https://www.google.com/maps/place/Home+Services+at+The+Home+Depot/data=!4m7!3m6!1s0x8888a849ca4c2221:0xbd556ae45a00607a!8m2!3d33.1955063!4d-87.5177576!16s%2Fg%2F11bwynsvtm!19sChIJISJMykmoiIgRemAAWuRqVb0,Home Services at The Home Depot,1.0,2,Contractor,"1601 13th Ave E, Tuscaloosa, AL 35404, United States","5FWJ+6V Tuscaloosa, Alabama, USA",https://www.homedepot.com/l/Tuscaloosa/AL/Tuscaloosa/35404/877/services?emt=HSGMBGoogleMaps,+1 844-476-2140,"Open · Closes 9 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipMg1266m6nfZzGCkEdbKpzruQR_bIbVp7rVBXlW=w408-h272-k-no,true,6 am–9 pm,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:08.460Z,,,
https://www.google.com/maps/place/Northport+Power+Equipment+Inc./data=!4m7!3m6!1s0x88861ccdedba8f55:0xb907ff25cb8f7db4!8m2!3d33.2400789!4d-87.5897832!16s%2Fg%2F1tycxd_0!19sChIJVY-67c0chogRtH2PyyX_B7k,Northport Power Equipment Inc.,3.7,130,Lawn mower store,"3395 McFarland Blvd, Northport, AL 35476, United States","6CR6+23 Northport, Alabama, USA",https://northportpowerequipment.com/,+1 205-333-0037,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiGrMbuY_VIlEnu6quIJ1HJwoaThg5XqmX7JliB8uD6DGBPEpg5o369Wbw-hiUMB2GEd5bf0EqqRvVn9Qx1D8MkEApEG_oKR3zozP1bUgVRX8TCHkm-NTrv8fJUF4pCfZuh4A1lz2QFQIm=w408-h306-k-no,true,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:12.764Z,· Delivery,,
"https://www.google.com/maps/place/Live+Wire+Electric,+LLC/data=!4m7!3m6!1s0x8888abb647acd79f:0xa757e0fcd9df64e5!8m2!3d33.1964346!4d-87.5162733!16s%2Fg%2F11r3vlrmz6!19sChIJn9esR7ariIgR5WTf2fzgV6c","Live Wire Electric, LLC",,,Electrician,"5720 U.S. 43, Northport, AL 35404, United States","5FWM+HF Northport, Alabama, USA",,,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rWBEBYW8AnbcoqWwUY6w-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.53616&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:16.991Z,,,
https://www.google.com/maps/place/Installation+Services/data=!4m7!3m6!1s0x88860214ab000001:0x92c4126c393f7651!8m2!3d33.1678158!4d-87.5547271!16s%2Fg%2F11ggvzss2c!19sChIJAQAAqxQChogRUXY_OWwSxJI,Installation Services,3.5,2,Contractor,"4900 Oscar Baxter Dr, Tuscaloosa, AL 35405, United States","5C9W+44 Tuscaloosa, Alabama, USA",https://www.lowes.com/l/lowes-home-services.html?cm_mmc=lod-_-c-_-lcl-_-ext-_-yxt-_-go-_-423-_-na-_-0-_-0,,,https://lh3.googleusercontent.com/p/AF1QipOw6sIyjUnmHOXE-y2VcBZBhEVmQj7PKRFsxhuR=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:19.245Z,,,
https://www.google.com/maps/place/Trinity+Electrical+Service/data=!4m7!3m6!1s0x88861d5da9786ca9:0x730f74d2f57d9917!8m2!3d33.2765434!4d-87.5589705!16s%2Fg%2F11qmbcklfz!19sChIJqWx4qV0dhogRF5l99dJ0D3M,Trinity Electrical Service,4.8,71,Electrical installation service,"8506 Bell Dr, Northport, AL 35473, United States","7CGR+JC Northport, Alabama, USA",http://trinityselectricalservice.com/,,,https://lh3.googleusercontent.com/p/AF1QipP9Mmge8SHqMUk8zLrAfv-c-lexb2Z-qJfCBdc7=w408-h444-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:23.607Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Tractor+Supply+Co./data=!4m7!3m6!1s0x88861cad6a179979:0x7983468b307f51c!8m2!3d33.2375177!4d-87.609841!16s%2Fg%2F1thl65v1!19sChIJeZkXaq0chogRHPUHs2g0mAc,Tractor Supply Co.,4.4,292,Animal feed store,"5510 McFarland Blvd, Northport, AL 35476, United States","69QR+23 Northport, Alabama, USA",https://www.tractorsupply.com/tsc/store_Northport-AL-35476_1470,+1 205-330-2505,"Open · Closes 8 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxyf741Qa1c8mX5jXXTDIbH9aAsABDxktXZs6URe3YVwyXyAAdbzisusdDy5B-NxW8_kgF0sNwJSNkc-LQmvZVxE0U40eEBepzVUuDHuw0UAUnJeV2e2MvKY2t_WI_Vc5Rj3nE=w408-h306-k-no,true,8 am–8 pm,9 am–7 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:28.200Z,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots. · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/YellowHammer+Electric+Motor+and+Supply/data=!4m7!3m6!1s0x8888a92949700001:0x4da7fc8bea77af34!8m2!3d33.1829596!4d-87.4663731!16s%2Fg%2F11f5d5kld6!19sChIJAQBwSSmpiIgRNK936ov8p00,YellowHammer Electric Motor and Supply,4.7,6,Electric motor store,"3507 Jordan McGee Rd, Tuscaloosa, AL 35453, United States","5GMM+5F Tuscaloosa, Alabama, USA",http://www.yems.us/,+1 205-462-3453,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPI74ZiSsA2u5kSz_GJiR9JMkCLa8eJmlYjKyhQ=w408-h314-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:32.607Z,,,
https://www.google.com/maps/place/Kendall+Electric/data=!4m7!3m6!1s0x888602f15fe1043d:0x80ab9ce03c68e47a!8m2!3d33.1595671!4d-87.5560957!16s%2Fg%2F1tdqcbbd!19sChIJPQThX_EChogReuRoPOCcq4A,Kendall Electric,5.0,3,Electrical supply store,"1323 Whigham Pl, Tuscaloosa, AL 35405, United States","5C5V+RH Tuscaloosa, Alabama, USA",https://www.kendallelectric.com/,+1 205-759-5716,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z11opMKpjrG4_uEvG2A0WQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.57672&pitch=0&thumbfov=100,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:36.908Z,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Fun+Factory/data=!4m7!3m6!1s0x8886025e35950739:0x8f475ddb6e2b3954!8m2!3d33.1902304!4d-87.5768436!16s%2Fg%2F1tv24xms!19sChIJOQeVNV4ChogRVDkrbttdR48,Fun Factory,4.8,204,Party equipment rental service,"3115 25th St, Tuscaloosa, AL 35401, United States","5CRF+37 Tuscaloosa, Alabama, USA",https://funfactoryfun.com/,+1 205-479-5669,Open · Closes 7:30 pm,https://lh3.googleusercontent.com/p/AF1QipMjkahbmxDyy5Hzstac2sxwXnzwwUTCieSbbs12=w408-h272-k-no,true,9 am–7:30 pm,9 am–7 pm,11 am–7:30 pm,9 am–7:30 pm,11 am–5 pm,9 am–7:30 pm,9 am–7:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-10T21:24:41.413Z,,,
