placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Castle+Hills+Apartments/data=!4m7!3m6!1s0x87cd510cfe177605:0xf814f99e87d69636!8m2!3d34.5948866!4d-92.5717981!16s%2Fg%2F11c2kbjf9f!19sChIJBXYX_gxRzYcRNpbWh575FPg,Castle Hills Apartments,3.3,10,Apartment building,"151 Summerwood Dr, Benton, AR 72015, United States","HCVH+X7 Benton, Arkansas, USA",http://www.mycastlehome.com/,+1 501-315-4900,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMNFyc-gUF2y9_AXWyetq2jroo8NEbNg9nBZ_p_=w427-h240-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:01:58.267Z,,,,
https://www.google.com/maps/place/Crye-Leike+-+Benton/data=!4m7!3m6!1s0x87cd517a7619d609:0xa67f47130a85d6ca!8m2!3d34.5827406!4d-92.5717107!16s%2Fg%2F1tcwghy1!19sChIJCdYZdnpRzYcRytaFChNHf6Y,Crye-Leike - Benton,4.6,23,Real estate agency,"1900 Military Rd # 4, Benton, AR 72015, United States","HCMH+38 Benton, Arkansas, USA",http://www.crye-leike.com/,+1 501-315-3000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPr3PBHq8sFGpZ1JYNYcELk_bfBI9jE2IgHFPi2=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:04.209Z,,,,
https://www.google.com/maps/place/Hurricane+Lake+Estates-POA/data=!4m7!3m6!1s0x87cd5726636defff:0x7e87217dd943055c!8m2!3d34.619818!4d-92.5275385!16s%2Fg%2F1v_0k8fg!19sChIJ_-9tYyZXzYcRXAVD2X0hh34,Hurricane Lake Estates-POA,4.2,52,Real estate developer,"6015 Worth Ave E, Benton, AR 72019, United States","JF9C+WX Benton, Arkansas, USA",http://hlepoa.net/,+1 501-653-3100,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr0I9QTa9DnBAbYijVYlfBUm9aif6xTuL5N22ajRmW_v6aIO1P8HBf4fHpwZ9erxrS-R-4lpgw_atEk6D10hgGCB5Ks9mOCkdkgV8Jz0iOfUtakt2B98QOXAc_isGtTPabUTyu6=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:07.983Z,,,,
https://www.google.com/maps/place/Clark+%26+Co.+Realty/data=!4m7!3m6!1s0x87cd5225eeefff8b:0x9bb70c4883725853!8m2!3d34.5642033!4d-92.5852958!16s%2Fg%2F11ggrq8qm_!19sChIJi__v7iVSzYcRU1hyg0gMt5s,Clark & Co. Realty,5.0,15,Real estate agency,"121 N East St, Benton, AR 72015, United States","HC77+MV Benton, Arkansas, USA",https://www.clarkcorealty.com/,+1 501-315-5103,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=icygwvCr4hJWqzAlaPfZtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.97626&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:11.705Z,,,,
https://www.google.com/maps/place/Castle+Oaks+Apartments/data=!4m7!3m6!1s0x87cd521b947f6ac5:0x697d5e0ffdf20967!8m2!3d34.562863!4d-92.6054529!16s%2Fg%2F11c6s8bf0b!19sChIJxWp_lBtSzYcRZwny_Q9efWk,Castle Oaks Apartments,3.2,18,Apartment building,"15617 I-30 Frontage Rd, Benton, AR 72015, United States","H97V+4R Benton, Arkansas, USA",,+1 501-315-4900,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nro1qgnVv7hSxdks6y6SVs0EjKbP8Hx4GgltBmDGpT5W1A9AnAT7wCKRJIkycQS_R7yYAYbnfIorbWMjouWD7inLoyyHkMPUTuuY71BNvV8Ogizq_msMOjO9xWZu2rnTmuqNNCBJg=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:14.987Z,,,,
"https://www.google.com/maps/place/Morgan+Gullett,+Executive+Broker/data=!4m7!3m6!1s0x87cd51a1c72a49ab:0x774fe431fd22ca40!8m2!3d34.5768348!4d-92.578706!16s%2Fg%2F11w_bzzmz5!19sChIJq0kqx6FRzYcRQMoi_THkT3c","Morgan Gullett, Executive Broker",5.0,18,Real estate agent,"1300 Military Rd, Benton, AR 72015, United States","HCGC+PG Benton, Arkansas, USA",https://morgangullett.crye-leike.com/,,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOkqYU4F0BNWcYNfgx-ER5N1ty99Bg-jeSl0tzm=w408-h612-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:20.030Z,,,,
https://www.google.com/maps/place/Gingles+Etc./data=!4m7!3m6!1s0x87cd522f37daf87f:0x4f28d7ff38546cb2!8m2!3d34.5636381!4d-92.5879626!16s%2Fg%2F1tdfz7t2!19sChIJf_jaNy9SzYcRsmxUOP_XKE8,Gingles Etc.,3.3,8,Store,"145 W South St, Benton, AR 72015, United States","HC76+FR Benton, Arkansas, USA",,+1 501-778-2516,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMTLaJZCsSuqSYt1xIQKdyFpgPIUSodVlApwbCr=w426-h240-k-no,true,10 am–5:30 pm,10 am–5:30 pm,11 am–4 pm,Closed,Closed,10 am–5:30 pm,10 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:25.741Z,,,,
"https://www.google.com/maps/place/Kayla+Jones,+Managing+Executive+Broker+-+McGraw+Realtors/data=!4m7!3m6!1s0x87cd53c8e586d827:0x65333d233e099b9f!8m2!3d34.5652395!4d-92.589436!16s%2Fg%2F11n65nxdzf!19sChIJJ9iG5chTzYcRn5sJPiM9M2U","Kayla Jones, Managing Executive Broker - McGraw Realtors",5.0,45,Real estate agent,"310 W Conway St, Benton, AR 72015, United States","HC86+36 Benton, Arkansas, USA",https://kaylajones.mcgrawrealtors.com/,+1 501-213-6750,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNLHt9xe5Q31TaFIqk2Py88LzEruqwCbZPy30_Q=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:31.083Z,,,,
https://www.google.com/maps/place/Hope+Consulting/data=!4m7!3m6!1s0x87cd5228ab6509cb:0x8021c9d81e27cbb2!8m2!3d34.5642605!4d-92.5865712!16s%2Fg%2F1tfd7hx5!19sChIJywllqyhSzYcRsssnHtjJIYA,Hope Consulting,4.8,28,Civil engineer,"129 N Main St, Benton, AR 72015, United States","HC77+P9 Benton, Arkansas, USA",http://hopeconsulting.com/,+1 501-315-2626,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPxVKCIsB82tOHdZxQ3W6R7HNxzompePAsj-Kdw=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:36.217Z,,,,
https://www.google.com/maps/place/Tricia+Barson+-+McGraw+Realtors/data=!4m7!3m6!1s0x87cd53643a3b78a9:0x71aa89a4ae575828!8m2!3d34.5652618!4d-92.5894619!16s%2Fg%2F11m6dxwpks!19sChIJqXg7OmRTzYcRKFhXrqSJqnE,Tricia Barson - McGraw Realtors,5.0,7,Real estate agent,"310 W Conway St, Benton, AR 72015, United States","HC86+46 Benton, Arkansas, USA",https://triciabarson.mcgrawrealtors.com/,+1 501-430-0339,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npVL2kHSaslOU1nex2n3Ry7AZnpZ79IWWAlSoE3aCeATlymypOyRSehO1q-YF_9nMk5wHpTA74pD-JYyMSKgeKOcVZp6Y6Gg89lDx3US14FkI98iS7AyRDRajQ3a4evX2QqOP7Syg=w433-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:41.321Z,,,,
"https://www.google.com/maps/place/Kaylee+Hampton,+Central+Arkansas+Realtor/data=!4m7!3m6!1s0x87cd53ad0963c0a1:0x6418d6c7b1cb452e!8m2!3d34.5634021!4d-92.5893269!16s%2Fg%2F11fwbvlq82!19sChIJocBjCa1TzYcRLkXLscfWGGQ","Kaylee Hampton, Central Arkansas Realtor",5.0,13,Real estate agent,"228 W South St, Benton, AR 72015, United States","HC76+97 Benton, Arkansas, USA",https://kaylee.irealtyar.com/,+1 501-860-2375,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMoos5gdTtv1xTWF5HtHb4uy8jUWTUqlEjiITFa=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:47.560Z,,,,
https://www.google.com/maps/place/Hailey+Bower+First+National+Realty/data=!4m7!3m6!1s0x87cd53c115c07add:0x53ff5c0390862ac5!8m2!3d34.5642701!4d-92.5861139!16s%2Fg%2F11sk1pzc02!19sChIJ3XrAFcFTzYcRxSqGkANc_1M,Hailey Bower First National Realty,5.0,8,Real estate agent,"115 E Sevier St, Benton, AR 72015, United States","HC77+PH Benton, Arkansas, USA",http://firstnationalrealty.net/,+1 501-249-8645,"Open ⋅ Closes 7 pm

Updated by this business 4 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9ZkCSUUVBjow_AzTPP4PHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.05273&pitch=0&thumbfov=100,true,8 am–7 pm,8 am–7 pm,9 am–7 pm,9 am–6 pm,8 am–7 pm,Closed,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:53.045Z,,,,
https://www.google.com/maps/place/Michele+Woods+-+McGraw+Realtors/data=!4m7!3m6!1s0x87cd53ddad18b995:0x3aad68c644b67618!8m2!3d34.5652379!4d-92.5895135!16s%2Fg%2F11svnmxwk_!19sChIJlbkYrd1TzYcRGHa2RMZorTo,Michele Woods - McGraw Realtors,5.0,1,Real estate agent,"310 W Conway St, Benton, AR 72015, United States","HC86+35 Benton, Arkansas, USA",https://www.mwoodsrealestate.com/,+1 501-529-8555,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNA0xCZIR39IXpFZFPvAiSKuJyZkhukl6-qDT2g=w408-h469-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:02:58.398Z,,,,
https://www.google.com/maps/place/Black+Rock+Realty+%26+Your+Insurance+Agency/data=!4m7!3m6!1s0x87cd510b11ad6e83:0x41678367550e700f!8m2!3d34.6019885!4d-92.5485946!16s%2Fg%2F11tnv29fvp!19sChIJg26tEQtRzYcRD3AOVWeDZ0E,Black Rock Realty & Your Insurance Agency,3.4,10,Real estate agency,"428 AR-5, Benton, AR 72019, United States","JF22+QH Benton, Arkansas, USA",,+1 501-902-4131,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LQ6_Hmztl0FDcPCGXosQlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.6501&pitch=0&thumbfov=100,true,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:03:03.655Z,,,,
https://www.google.com/maps/place/Saline+County+Assessor/data=!4m7!3m6!1s0x87cd52293a71be7f:0x2048b6bdb1118701!8m2!3d34.5650621!4d-92.5866776!16s%2Fg%2F1vntkf6d!19sChIJf75xOilSzYcRAYcRsb22SCA,Saline County Assessor,4.5,54,Tax assessor,"215 N Main St Suite 7, Benton, AR 72015, United States","HC87+28 Benton, Arkansas, USA",http://www.salinecounty.org/assessor,+1 501-303-5622,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBhkWU2Zauwbie0GJBpHMoP_UZP8OcivOg3jjGvk0yGC63X2Zgmgo5cAWGM0-vGx8nvJu6xa9cLtZvaRfqZgVQMaKV2uSqNQXwvhOUyaIUyPSWVuCUZYvVkp6r3Qk4lfSxLdnwGA=w408-h529-k-no,true,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:03:09.286Z,,,,
https://www.google.com/maps/place/Amy+McGavran-Realtor/data=!4m7!3m6!1s0x668ed2c735864e83:0xeabd4af27868a2e2!8m2!3d34.5830307!4d-92.5696927!16s%2Fg%2F11s87qqsp6!19sChIJg06GNcfSjmYR4qJoePJKveo,Amy McGavran-Realtor,5.0,14,Real estate agent,"2023 Military Rd, Benton, AR 72015, United States","HCMJ+64 Benton, Arkansas, USA",https://homesforsale.century21.com/agent/amy.mcgavran@century21.com,+1 501-350-1256,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y3iICwxgoqRIyydy13Dhtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.59749&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:03:15.083Z,,,,
"https://www.google.com/maps/place/Frankie+Rivers,+Moore+and+Co.,+Realtors/data=!4m7!3m6!1s0x87cd51fdda065e3d:0x9fee80a2a21ddb7d!8m2!3d34.5661132!4d-92.5870949!16s%2Fg%2F11fhz71z7r!19sChIJPV4G2v1RzYcRfdsdoqKA7p8","Frankie Rivers, Moore and Co., Realtors",5.0,1,Real estate agent,"316 N Main St Ste B, Benton, AR 72015, United States","HC87+C5 Benton, Arkansas, USA",https://mooreandcorealtors.com/,+1 501-425-4515,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOLeB5VGjoUHI0hdkqstr89COibKvXfXvMUiTko=w408-h379-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:03:20.644Z,,,,
https://www.google.com/maps/place/Benton+Area+Chamber+of+Commerce/data=!4m7!3m6!1s0x87cd522825b8dad1:0x375290658d2acfb!8m2!3d34.5693734!4d-92.587413!16s%2Fg%2F1tjv40zn!19sChIJ0dq4JShSzYcR-6zSWAYpdQM,Benton Area Chamber of Commerce,4.6,10,Chamber of Commerce,"607 N Market St, Benton, AR 72015, United States","HC97+P2 Benton, Arkansas, USA",http://www.bentonchamber.com/,+1 501-860-7002,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8U0ALP9-1sWHIo2YOb-KDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.90007&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:03:26.729Z,,,,
https://www.google.com/maps/place/James+Pianalto+-+McGraw+Realtors/data=!4m7!3m6!1s0x87cd537703732ed5:0xaa27ef23e910214!8m2!3d34.5652379!4d-92.5895135!16s%2Fg%2F11k9kt856m!19sChIJ1S5zA3dTzYcRFAKRPvJ-ogo,James Pianalto - McGraw Realtors,5.0,2,Real estate agent,"310 W Conway St, Benton, AR 72015, United States","HC86+35 Benton, Arkansas, USA",http://mcgrawrealtors.com/bio/jpianalto,+1 501-317-0864,Open ⋅ Closes 10 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D93GMsuE_eY8BivAtZM-cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.16943&pitch=0&thumbfov=100,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-09-25T17:03:32.545Z,,,,
