placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x8830d829069351d1:0x15590b99fba0cfc8!8m2!3d41.0672213!4d-81.5220486!16s%2Fg%2F11b6s025q2!19sChIJ0VGTBinYMIgRyM-g-5kLWRU,Roto-Rooter Plumbing & Water Cleanup,4.9,2169,Plumber,"577 Miami St, Akron, OH 44311, United States","3F8H+V5 Akron, Ohio, USA",https://www.rotorooter.com/akron/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 330-572-2303,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMQdhstHxg0eI19AG2MkBsebF51jpcWJ3rbyAgm=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:02.323Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/JEM+Plumbing,+Inc/data=!4m7!3m6!1s0x8836d2d32439858f:0x9c32bd1bd6c4d5fc!8m2!3d40.9821322!4d-81.4068203!16s%2Fg%2F11bbrkcbpq!19sChIJj4U5JNPSNogR_NXE1hu9Mpw","JEM Plumbing, Inc",4.9,517,Plumber,"13443 Cleveland Ave NW, Uniontown, OH 44685, United States","XHJV+V7 Uniontown, Ohio, USA",https://www.jemplumbingnow.com/,+1 330-575-7284,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipNb5FhUGKx2SOOd9nPUGjAXNyRPKntFIe6KZaW4=w408-h559-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:07.153Z,,,,
"https://www.google.com/maps/place/Finley+Plumbing,+Inc./data=!4m7!3m6!1s0x8830d31a3b3a43b3:0xae9d1fa1d103ecba!8m2!3d40.9928465!4d-81.5875339!16s%2Fg%2F1tcv6zch!19sChIJs0M6OxrTMIgRuuwD0aEfna4","Finley Plumbing, Inc.",4.5,42,Plumber,,,https://www.jandjplumbing.com/Finley-Plumbing/,+1 330-235-1190,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNOO7FTHxrwQyBnSquAfsC2boZInV2uWRtU32Zf=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:11.916Z,,,,
https://www.google.com/maps/place/Ash+Plumbing+And+Drain+Service+LLC/data=!4m7!3m6!1s0x883128336e6266bb:0x259462f608a7fe84!8m2!3d41.128835!4d-81.5323935!16s%2Fg%2F1wt3p1m2!19sChIJu2ZibjMoMYgRhP6nCPZilCU,Ash Plumbing And Drain Service LLC,4.6,13,Drainage service,,,http://www.ashplumbing.net/,+1 330-376-9714,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOn_LZ448Z9UrTUb-ZJVZym1T-uZ59JDLXLDVDN=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:16.833Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Blind+%26+Sons/data=!4m7!3m6!1s0x8830d383ede5791b:0x607720d12d73467a!8m2!3d41.019934!4d-81.6099487!16s%2Fg%2F1v2gfdgr!19sChIJG3nl7YPTMIgRekZzLdEgd2A,Blind & Sons,4.7,4959,Heating contractor,"344 4th St NW, Barberton, OH 44203, United States","299R+X2 Barberton, Ohio, USA",https://www.blindandsons.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Barberton-OH,+1 330-235-1453,,https://lh3.googleusercontent.com/p/AF1QipNjSwJ_wGCZ1PgdB0N4vFncbn-7fKXkSnRQZT1O=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:22.044Z,,,,
https://www.google.com/maps/place/Pro+Fix+Home+Repair/data=!4m7!3m6!1s0x88372b3612e04271:0x798c387b96d9d2f6!8m2!3d41.0059571!4d-81.5528095!16s%2Fg%2F1tdbg2ck!19sChIJcULgEjYrN4gR9tLZlns4jHk,Pro Fix Home Repair,4.8,64,Plumber,"1115 Portage Lakes Drive C, Akron, OH 44319, United States","2C4W+9V Akron, Ohio, USA",https://profixakron.com/,+1 330-644-1403,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPrIjCE9nrAK8A6t2nVAb-yKp8uUnZ-peqG5xP7=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:26.864Z,,,,
https://www.google.com/maps/place/Lakes+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x8830d5904791fca3:0x247dcfe9ea354135!8m2!3d41.021293!4d-81.528144!16s%2Fg%2F1vlzb_wg!19sChIJo_yRR5DVMIgRNUE16unPfSQ,Lakes Heating & Air Conditioning,4.9,523,Heating contractor,"2476 N Turkeyfoot Rd, Akron, OH 44319, United States","2FCC+GP Akron, Ohio, USA",https://lakesheatingandair.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Akron-OH,+1 330-227-8421,,https://lh3.googleusercontent.com/p/AF1QipMG-1G6AFfaR3TTRVvPm9L-U1V-FsmW0dkGOElE=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:31.996Z,,,,
"https://www.google.com/maps/place/Portage+Plumbing+%26+Heating+Inc./@41.100995,-81.4211265,13z/data=!3m1!4b1!4m6!3m5!1s0x883122cbd7fd2d8b:0x944d9e10b1a35eee!8m2!3d41.100995!4d-81.4211265!16s%2Fg%2F1thx9863",Portage Plumbing & Heating Inc.,3.9,9,Plumber,,,http://portageplumbing.com/,+1 330-626-3404,Closed ⋅ Opens 9 am Tue,,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:38.752Z,,,,
https://www.google.com/maps/place/C.+Lee+Plumbing+Services/data=!4m7!3m6!1s0x8831274928fb78fd:0x59f338b96bbf7e9f!8m2!3d41.1848922!4d-81.4685037!16s%2Fg%2F11g8b6b4r7!19sChIJ_Xj7KEknMYgRn36_a7k481k,C. Lee Plumbing Services,4.8,301,Plumber,"4315 Hudson Dr, Stow, OH 44224, United States","5GMJ+XH Stow, Ohio, USA",https://www.cleeservices.com/,+1 330-923-4944,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPEDk1idWH3lCzEbVa55lER8aTZ0oe5nJYtRrTw=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:43.797Z,,,,
https://www.google.com/maps/place/E%26H+Plumbing+%26+Handyman/data=!4m7!3m6!1s0x467d0223bfcbb8cb:0x8e6ad97d6ad90fb2!8m2!3d41.0125942!4d-81.5528772!16s%2Fg%2F11vq6s0shb!19sChIJy7jLvyMCfUYRsg_Zan3Zao4,E&H Plumbing & Handyman,5.0,5,Plumber,"3235 Manchester Road Portage Lakes Plaza, Akron, OH 44319, United States","2C7W+2R Akron, Ohio, USA",https://plumbing.ehhardware.com/,+1 866-347-5862,Closed ⋅ Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ut-0t8t52bDnh61XJpOB3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.52022&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:48.647Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Heart+of+Ohio+HVAC,+Plumbing+and+Electric/data=!4m7!3m6!1s0x88312bafd35b08e1:0x5822a8b922ce3124!8m2!3d41.0143164!4d-81.4638793!16s%2Fg%2F1vzg2wwp!19sChIJ4Qhb068rMYgRJDHOIrmoIlg","Heart of Ohio HVAC, Plumbing and Electric",4.6,177,HVAC contractor,"1726 Massillon Rd, Akron, OH 44312, United States","2G7P+PC Akron, Ohio, USA",https://www.heartofohiohvac.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Akron-OH,+1 330-931-3313,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPJ3txVNVZSfrxU4rv42YSq0Ua15k4P4W_1asHz=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:53.647Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Dye+Plumbing/data=!4m7!3m6!1s0x8830d55c67e1334b:0x3f88118de0eaacb6!8m2!3d41.036486!4d-81.5271545!16s%2Fg%2F11h06kpv7t!19sChIJSzPhZ1zVMIgRtqzq4I0RiD8,Dye Plumbing,4.8,34,Plumber,"1856 S Main St, Akron, OH 44301, United States","2FPF+H4 Akron, Ohio, USA",http://dyeplumbinginc.com/,+1 330-810-0767,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBeSwLI1YIXT9b9Q6A5R7Fw9Y18kMRimxwgtBgh4uA7QgGWYKWHR6zSOO-Nn6FB1G5izFRFmd5_TPlk0DMbHXoCzim27dmpGOF-DJecPoIMomDQpY6ZFo56LMzi1udckIDswbA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:11:58.699Z,,,,
"https://www.google.com/maps/place/Agosta+Plumbing,+Inc./data=!4m7!3m6!1s0x88312a156b8ef9c5:0xdb1209547dbfbbd0!8m2!3d41.029084!4d-81.494856!16s%2Fg%2F1tjjq05y!19sChIJxfmOaxUqMYgR0Lu_fVQJEts","Agosta Plumbing, Inc.",4.3,27,Plumber,"894 E Waterloo Rd, Akron, OH 44306, United States","2GH4+J3 Akron, Ohio, USA",https://agostaplumbing.com/,+1 330-786-7777,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPEWiUEH8TPD7uVgRCcg__iunu9nOYgiajdTKHM=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:12:03.640Z,,,,
"https://www.google.com/maps/place/Curts+Plumbing+Solutions,+LLC/data=!4m7!3m6!1s0x8831274169213d79:0x3f9a20e757dfcbd1!8m2!3d41.0459545!4d-81.5860894!16s%2Fg%2F11fkmxmfdy!19sChIJeT0haUEnMYgR0cvfV-cgmj8","Curts Plumbing Solutions, LLC",4.0,41,Plumber,,,,+1 330-400-6060,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOeXZVM8i3q82T_jdSk8dAd5C4kkooaB77cOGxX=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:12:08.779Z,,,,
https://www.google.com/maps/place/Black+Water+Plumbing+%26+Drain/data=!4m7!3m6!1s0x44f6f7a5c5e532a5:0xc1544b171f14cadb!8m2!3d41.02697!4d-81.3933759!16s%2Fg%2F11xghlj_15!19sChIJpTLlxaX39kQR28oUHxdLVME,Black Water Plumbing & Drain,5.0,9,Plumber,,,,+1 330-603-9195,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipPXNO4HVSxbo0WADRjU1dubimKXCN0_WA89kQES=w408-h544-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:12:13.606Z,,,,
"https://www.google.com/maps/place/Streamline+Plumbing+LLC/@41.0841035,-81.6609459,11z/data=!3m1!4b1!4m6!3m5!1s0xa3ee06c7215f87f9:0x5b66c3a2679b0c28!8m2!3d41.0841035!4d-81.660946!16s%2Fg%2F11y3qfmqsh",Streamline Plumbing LLC,5.0,5,Plumber,,,,+1 330-907-8737,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:12:20.315Z,,,,
https://www.google.com/maps/place/Plumbing+911/data=!4m7!3m6!1s0x8830d0fd97052b61:0x5188e3dd6e736a29!8m2!3d41.0989042!4d-81.6399387!16s%2Fg%2F1ptzs_2cp!19sChIJYSsFl_3QMIgRKWpzbt3jiFE,Plumbing 911,4.7,169,Plumber,"3448 Copley Rd, Akron, OH 44321, United States","39X6+H2 Akron, Ohio, USA",https://theplumbing911.com/akron-plumbing-service/,+1 330-267-2644,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmGrkIpHJutWoUMbUfYoPBASInYW3GhbS8LbU-tnPEPWZiIhtMZPnYzrskNnqcUUk1otwv0TwrrY2flApvvHKSPX3cOpDiQMb5xMRHaKTasfIgNLDv0QA_KE22xsyN7STCDwhd=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:12:25.298Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Duke%E2%80%99s+Plumbing+%26+Drain/data=!4m7!3m6!1s0x8830d5367ee5da17:0xa5fb4904e681f9eb!8m2!3d40.9996308!4d-81.5564551!16s%2Fg%2F11ycdd3ggv!19sChIJF9rlfjbVMIgR6_mB5gRJ-6U,Duke’s Plumbing & Drain,5.0,8,Plumber,"3681 Manchester Rd Ste 106, Akron, OH 44319, United States","XCXV+VC Akron, Ohio, USA",,+1 330-644-2121,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMYnY4voBU7FAJWHbfZqkqknk3HcbCOcuPTj_aA=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-11T03:12:30.191Z,,,,
