placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,tuesday,isBlackOwned,attributes,error
https://www.google.com/maps/place/Hospice+Care-Se+Florida+Inc/data=!4m7!3m6!1s0x88d740c07efc4731:0x6c022dd6f0d145dd!8m2!3d25.0047896!4d-80.5241958!16s%2Fg%2F1trqh_vy!19sChIJMUf8fsBA14gR3UXR8NYtAmw,Hospice Care-Se Florida Inc,,,Hospice,"91256 Overseas Hwy, Tavernier, FL 33070, United States","2F3G+W8 Tavernier, Florida, USA",,+1 305-852-3223,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gEeHZu_XI5DEpKixqoZOdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.7112&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Key+West+FL/@24.5550593,-81.7799871,14z",2025-09-18T00:06:36.099Z,,,,,,,,,,,
https://www.google.com/maps/place/Palm+Vista+Nursing+and+Rehabilitation+Center/data=!4m7!3m6!1s0x88d1b17d0c2b129b:0x8903a4203773688e!8m2!3d24.5807615!4d-81.7438471!16s%2Fg%2F1td3s8xk!19sChIJmxIrDH2x0YgRjmhzNyCkA4k,Palm Vista Nursing and Rehabilitation Center,4.1,36,Nursing home,"5860 College Rd, Key West, FL 33040, United States","H7J4+8F Key West, Florida, USA",,+1 305-296-4888,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no46eP1Xx3Qub2RanasI6sbpaJ2YSMGUy4F1Yqq_EqA5uhJWREbgU8LrtQ97y8PIZjEAxOnIeeNShVyrI62udBA-kWMSmdPYsOd11Kls4vYXPM1HtvNO8APUnlo79rMPKpt-9AL=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Key+West+FL/@24.5550593,-81.7799871,14z",2025-09-18T00:06:40.998Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Dr.+Liz+Watson,+Dipl.+ACVR/@24.5724293,-81.7401273,17z/data=!3m1!4b1!4m6!3m5!1s0x88d1b1798c70acb7:0xc2571528a088ef51!8m2!3d24.5724293!4d-81.7401273!16s%2Fg%2F1tyt6436","Dr. Liz Watson, Dipl. ACVR",,,Veterinarian,"5450 MacDonald Ave #13, Stock Island, FL 33040, United States","H7C5+XW Stock Island, Florida, USA",http://allanimalclinickeywest.com/,+1 305-294-5255,Closed ⋅ Opens 8 am Thu,,false,"https://www.google.com/maps/search/Hospice+clinics+in+Key+West+FL/@24.5550593,-81.7799871,14z",2025-09-18T00:06:47.940Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/IVs+in+the+Keys/data=!4m7!3m6!1s0x88d1b6e85305e0f3:0x7bba7e9f129b6967!8m2!3d24.5544648!4d-81.8032654!16s%2Fg%2F11bxdmz6k0!19sChIJ8-AFU-i20YgRZ2mbEp9-uns,IVs in the Keys,5.0,622,Medical spa,"531 Whitehead St, Key West, FL 33040, United States","H53W+QM Key West, Florida, USA",https://ivsinthekeys.com/,+1 305-395-8245,Closed ⋅ Opens 9:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipOXJwMHPfExm-uvQTHsFhr4N-HDWwv2WQIHiRl8=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Key+West+FL/@24.5550593,-81.7799871,14z",2025-09-18T00:06:53.146Z,,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,,,
https://www.google.com/maps/place/Trustbridge+-+Care+Center+at+Charles+W.+Gerstenberg+Hospice+Center/data=!4m7!3m6!1s0x88d8d5b998f023bf:0xeed31512e2b5ad68!8m2!3d26.7580774!4d-80.0672817!16s%2Fg%2F11bwkgg5x2!19sChIJvyPwmLnV2IgRaK214hIV0-4,Trustbridge - Care Center at Charles W. Gerstenberg Hospice Center,3.4,160,Hospice,"5300 East Ave, West Palm Beach, FL 33407, United States","QW5M+63 West Palm Beach, Florida, USA",http://trustbridge.com/,+1 561-848-5200,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nokwEPLsPiPn8scIFEsM7mGHg0G-ATwzxUtys7519orKsjR1dQXAizpsrw0WY8Q0aGJJ3a_fbje6oBMZqXwqZBjfXhf-kG1nlnB_3NE6DestE8lt35ptqDZvHNQ3L5Rkc_wH4Uu=w408-h724-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:07.827Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/VITAS+Healthcare+Inpatient+Hospice+Care/data=!4m7!3m6!1s0x88d8d7eac091c631:0xba59e8286f9566f1!8m2!3d26.7248892!4d-80.0521826!16s%2Fg%2F11h79vzxpl!19sChIJMcaRwOrX2IgR8WaVbyjoWbo,VITAS Healthcare Inpatient Hospice Care,1.8,10,Hospice,"1309 N Flagler Dr 5th Floor, West Palm Beach, FL 33401, United States","PWFX+X4 West Palm Beach, Florida, USA",https://www.vitas.com/locations-search/palm-beach-county/vitas-inpatient-unit-at-good-samaritan-medical-center/?utm_source=google&utm_medium=locallisting&utm_content=IPU1603&y_source=1_MTI3MDg3MzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 561-364-1479,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNBubr3vU-nGeExri3EvD7ex_VT5SDEJC31zeB3=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:12.862Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Hospice+of+Palm+Beach+County+-+Gerstenberg+Hospice+Center/data=!4m7!3m6!1s0x88d8d5b998efdfe7:0x400453e0fa694e59!8m2!3d26.7580063!4d-80.0671845!16s%2Fg%2F1jkwhwpx9!19sChIJ59_vmLnV2IgRWU5p-uBTBEA,Hospice of Palm Beach County - Gerstenberg Hospice Center,3.4,23,Hospice,"5300 East Ave, West Palm Beach, FL 33407, United States","QW5M+64 West Palm Beach, Florida, USA",,+1 561-848-5200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO1qV6swoj2LrKfL3NFMznAIip1ro2CXqHA8BYP=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:18.195Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Palm+Beach+Hospice+%26+Palliative+Care+by+MorseLife/@26.7467235,-80.1160623,17z/data=!3m1!4b1!4m6!3m5!1s0x88d92bfca3174d07:0x66d834d5d2520385!8m2!3d26.7467235!4d-80.1160623!16s%2Fg%2F11j8vgsw6z",Palm Beach Hospice & Palliative Care by MorseLife,4.2,6,Hospice,"Hospice & Palliative Care Center, 4847 Fred Gladstone Dr Floor 2, West Palm Beach, FL 33417, United States","PVWM+MH West Palm Beach, Florida, USA",http://morselife.org/hospice,+1 561-782-8724,,,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:23.127Z,,,,,,,,,,,
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x88d8d5ab6158e9b9:0xe9a99060e2d9f6d4!8m2!3d26.75697!4d-80.09452!16s%2Fg%2F11frq2qxnd!19sChIJuelYYavV2IgR1PbZ4mCQqek,VITAS Healthcare,3.7,3,Hospice,"2478 Metrocentre Blvd, West Palm Beach, FL 33407, United States","QW44+Q5 West Palm Beach, Florida, USA",https://www.vitas.com/locations-search/palm-beach-county/metrocentre-hospice-office?utm_source=google&utm_medium=locallisting&utm_content=SAT1603&y_source=1_MTUyMzIyMzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 561-364-1479,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM8FLPSNAR5xtcoii_iNb5LLcDsQBRshslTVZ43=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:28.182Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/UNS+-+United+Nursing+Services/data=!4m7!3m6!1s0x88d8d61b0fe25dfb:0xde6d244e6cd2908!8m2!3d26.717659!4d-80.091772!16s%2Fg%2F1tfkx2xv!19sChIJ-13iDxvW2IgRCCnN5kTS5g0,UNS - United Nursing Services,5.0,25,Home health care service,"1897 Palm Beach Lakes Blvd STE 213, West Palm Beach, FL 33409, United States","PW95+37 West Palm Beach, Florida, USA",https://www.unitednursingservices.com/,+1 561-478-8788,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNqch6KGcVzGkJKIk4P2d-QDDKlPKQ5gNGzBNGQ=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:33.239Z,Identifies as women-owned,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Trustbridge+-+John+J.+Brogan+Bereavement+Center/data=!4m7!3m6!1s0x88d8d50102b33d89:0xbdcb88d5e6101e46!8m2!3d26.7600842!4d-80.0976535!16s%2Fg%2F11mtftzgt0!19sChIJiT2zAgHV2IgRRh4Q5tWIy70,Trustbridge - John J. Brogan Bereavement Center,,,Hospice,"300 Northpoint Pkwy STE 305, West Palm Beach, FL 33407, United States","QW62+2W West Palm Beach, Florida, USA",https://trustbridge.com/about-us-hospice-care/regional-offices/,+1 561-227-5175,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_BQ4KFMl8kK4WdCeqEA-0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.69232&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:38.362Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Trustbridge+Hospice+Foundation/data=!4m7!3m6!1s0x88d8d5b99f6127c9:0x46ef9999e8ff1887!8m2!3d26.757952!4d-80.0672113!16s%2Fg%2F11cs4gnfyy!19sChIJySdhn7nV2IgRhxj_6JmZ70Y,Trustbridge Hospice Foundation,3.9,10,Hospice,"5300 East Ave, West Palm Beach, FL 33407, United States","QW5M+54 West Palm Beach, Florida, USA",http://www.trustbridge.com/,+1 561-848-5200,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-2m3OJBZndeW2_VmY86n2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.954906&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:43.359Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x88d9299465a3840b:0x780fe9a47242189b!8m2!3d26.7155752!4d-80.1240757!16s%2Fg%2F1tkbz06w!19sChIJC4SjZZQp2YgRmxhCcqTpD3g,VITAS Healthcare,1.3,4,Hospice,"100 Century Blvd Suite 100, West Palm Beach, FL 33417, United States","PV8G+69 West Palm Beach, Florida, USA",,+1 561-683-5012,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOBTv-Xec_US3dgW_h3k0k5AMOX3qJNGYyauxHO=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:48.476Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/South+Fl+Palliative+Medicine/data=!4m7!3m6!1s0x88d8d5b998f023bf:0x6b770b75e5000084!8m2!3d26.7580461!4d-80.0669799!16s%2Fg%2F1261tx7y1!19sChIJvyPwmLnV2IgRhAAA5XULd2s,South Fl Palliative Medicine,,,Medical clinic,"5300 East Ave, West Palm Beach, FL 33407, United States","QW5M+66 West Palm Beach, Florida, USA",,+1 561-494-2100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-2m3OJBZndeW2_VmY86n2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.187813&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:51.365Z,,,,,,,,,,,
https://www.google.com/maps/place/Lakeside+Health+Center/data=!4m7!3m6!1s0x88d8d5d97899feb5:0xecac3142c3626dc7!8m2!3d26.735377!4d-80.067746!16s%2Fg%2F1td5xyww!19sChIJtf6ZeNnV2IgRx21iw0IxrOw,Lakeside Health Center,4.2,46,Nursing home,"2501 N Australian Ave, West Palm Beach, FL 33407, United States","PWPJ+5W West Palm Beach, Florida, USA",https://lcca.com/locations/fl/lakeside/,+1 561-655-7780,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN5ojfJtZM2SeCRI5EKW55jMFH74O31nXxj9lHi=w408-h270-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:07:56.196Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Darcy+Hall+of+Life+Care/data=!4m7!3m6!1s0x88d8d61f0266d891:0x25dd1adfec95392b!8m2!3d26.7116138!4d-80.0948229!16s%2Fg%2F1tdcsb1v!19sChIJkdhmAh_W2IgRKzmV7N8a3SU,Darcy Hall of Life Care,4.0,208,Nursing home,"2170 Palm Beach Lakes Blvd, West Palm Beach, FL 33409, United States","PW64+J3 West Palm Beach, Florida, USA",https://lcca.com/locations/fl/darcy-hall/,+1 561-683-3333,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNxZZzC3EMCCBMMXVcSSyEAXJV-AlSVGK5B7WZg=w408-h270-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:08:01.510Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Palm+Garden+of+West+Palm+Beach/data=!4m7!3m6!1s0x88d8d61385294337:0x1b97844f6dd08089!8m2!3d26.7143654!4d-80.0791795!16s%2Fg%2F1tjh04vh!19sChIJN0MphRPW2IgRiYDQbU-Elxs,Palm Garden of West Palm Beach,4.2,207,Nursing home,"300 Executive Center Dr, West Palm Beach, FL 33401, United States","PW7C+P8 West Palm Beach, Florida, USA",http://www.palmgardenofwestpalmbeach.com/,+1 561-471-5566,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMVqzEE3kWhLY3fqMGSwzY-Syzd4b8j07qtM3O8=w608-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:08:06.627Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Good+Samaritan+Medical+Center/data=!4m7!3m6!1s0x88d8d680932b83d9:0x9600584c23d76fbf!8m2!3d26.7252713!4d-80.0514005!16s%2Fg%2F1ywtx3r4y!19sChIJ2YMrk4DW2IgRv2_XI0xYAJY,Good Samaritan Medical Center,4.0,1307,Hospital,"1309 N Flagler Dr, West Palm Beach, FL 33401, United States","PWGX+4C West Palm Beach, Florida, USA",https://www.palmbeachhealthnetwork.com/locations/detail/good-samaritan-medical-center/?utm_campaign=gmb_listings_mgmt&utm_source=gmb-goodsamaritan&utm_medium=google-local,+1 561-655-5511,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNmDODqSBVvixD3-3y05a0MY-Xdt5BSREFxbV5t=w408-h293-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-18T00:08:11.923Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
