placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,isBlackOwned,info,attributes
https://www.google.com/maps/place/Motley+Property+Group/data=!4m7!3m6!1s0x89c255d3b63e6281:0xdb1cd657568e7cd4!8m2!3d40.7638332!4d-74.1769779!16s%2Fg%2F11vjh74t6p!19sChIJgWI-ttNVwokR1HyOVlfWHNs,Motley Property Group,5.0,5,Property management company,"371 Lake St, Newark, NJ 07104, United States","QR7F+G6 Newark, New Jersey, USA",https://motleypropertygrp.com/,+1 908-289-5392,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOHxCOcqknpNA8rcD-Jv6h48Lpj0sWXNV8u4n7Z=w408-h272-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–1 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:45.847Z,,,
https://www.google.com/maps/place/Dubrow+Management+Corporation/data=!4m7!3m6!1s0x89c2537ecfaa1429:0x97f87ea85ee01325!8m2!3d40.7377525!4d-74.1730276!16s%2Fg%2F1tdjxy54!19sChIJKRSqz35TwokRJRPgXqh--Jc,Dubrow Management Corporation,2.2,6,Property management company,"45 Academy St Division of Nursing and Allied Health, Newark, NJ 07102, United States","PRQG+4Q Newark, New Jersey, USA",,+1 973-624-9130,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KTTbxUndYlBW0bGhItsSKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.12195&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:49.731Z,,,
https://www.google.com/maps/place/Tunic+Group/data=!4m7!3m6!1s0x89c3ab306112b4db:0x7754d14aea3f8d7a!8m2!3d40.7703691!4d-74.2202253!16s%2Fg%2F12633d30q!19sChIJ27QSYTCrw4kReo0_6krRVHc,Tunic Group,4.1,150,Property management company,"7 Glenwood Ave Suite 419D, City of Orange, NJ 07050, United States","QQCH+4W City of Orange, New Jersey, USA",http://tunicgroup.com/,+1 973-356-0006,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNdmarA8Pb5mURW5VwGqGaPrMz9XnzhCos3_Vnh=w408-h306-k-no,true,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:55.641Z,,,
https://www.google.com/maps/place/RAY21+PROPERTIES/data=!4m7!3m6!1s0x89c255b05368f843:0x43dfaf3dd2149316!8m2!3d40.7704145!4d-74.1832544!16s%2Fg%2F11fhv3dvj9!19sChIJQ_hoU7BVwokRFpMU0j2v30M,RAY21 PROPERTIES,5.0,2,Property management company,"Bloomfield Ave, Newark, NJ 07104, United States","QRC8+5M Newark, New Jersey, USA",https://ray21properties.wixsite.com/ray21properties,+1 201-669-5500,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VD3K2gLpnyISu6LyEOVbdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.09413&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,10 am–1 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:21:01.477Z,,,
https://www.google.com/maps/place/ASB+Management/data=!4m7!3m6!1s0x89c254b249a20c05:0x44421aa0677e712e!8m2!3d40.760193!4d-74.2138357!16s%2Fg%2F1vg4kqgg!19sChIJBQyiSbJUwokRLnF-Z6AaQkQ,ASB Management,4.5,4,Property management company,"46 Lenox Ave, East Orange, NJ 07018, United States","QQ6P+3F East Orange, New Jersey, USA",http://www.asbmanagements.com/,+1 973-678-3370,Closes soon ⋅ 4 pm ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sbo-5nwkAlgDRmLn9w9i3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.11497&pitch=0&thumbfov=100,false,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:21:06.485Z,,,
https://www.google.com/maps/place/Spaxel/data=!4m7!3m6!1s0x89c3abe73dd87b1f:0xd93d031104ff28e9!8m2!3d40.7643925!4d-74.223035!16s%2Fg%2F11pw1w3nc7!19sChIJH3vYPeerw4kR6Sj_BBEDPdk,Spaxel,2.5,81,Property management company,"111 S Harrison St, East Orange, NJ 07018, United States","QQ7G+QQ East Orange, New Jersey, USA",https://spaxel.com/,+1 646-688-5926,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOlWMO4Oho2Y3oycuu_2-aNF-pkksvl3GHsVw28=w862-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:21:12.636Z,,,
https://www.google.com/maps/place/Newark+Property+Management+Office/data=!4m7!3m6!1s0x89c253779cdd879f:0xc61df78585e06ffe!8m2!3d40.7318834!4d-74.1736942!16s%2Fg%2F1tm89bn6!19sChIJn4fdnHdTwokR_m_ghYX3HcY,Newark Property Management Office,5.0,1,City government office,"920 Broad St #421, Newark, NJ 07102, United States","PRJG+QG Newark, New Jersey, USA",,+1 973-733-3914,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LSdkzNmpgj9jcbNXeKMkvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.40906&pitch=0&thumbfov=100,false,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:21:17.977Z,,,
https://www.google.com/maps/place/VMC+Management/data=!4m7!3m6!1s0x89c3ab4d68b56f1b:0xf2bae7432aceeba0!8m2!3d40.7592562!4d-74.2196027!16s%2Fg%2F1tfpqmr2!19sChIJG2-1aE2rw4kRoOvOKkPnuvI,VMC Management,1.0,1,Property management company,"172 S Clinton St, East Orange, NJ 07018, United States","QQ5J+P5 East Orange, New Jersey, USA",,+1 973-677-2820,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOA55UPp-SLfRdhUY3UOtfx_WH6H_76AIdOM7YH=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:21:23.640Z,true,,
https://www.google.com/maps/place/Y%26S+Investment+Group+LLC./data=!4m7!3m6!1s0x89c3ad9a9217e0e1:0x5a8c22c1837736a!8m2!3d40.7391426!4d-74.2249254!16s%2Fg%2F11qpq10t5v!19sChIJ4eAXkpqtw4kRanM3GCzCqAU,Y&S Investment Group LLC.,5.0,1,Property management company,"88 Carolina Ave, Newark, NJ 07106, United States","PQQG+M2 Newark, New Jersey, USA",,+1 973-399-3455,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOcqZ3dIKSJ0tebnC9eUW87x6E-zr2c5VZpFrML=w408-h528-k-no,true,9 am–5 pm,9 am–5 pm,10 am–2 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:21:28.684Z,true,,
https://www.google.com/maps/place/Ingerman+Group/data=!4m7!3m6!1s0x89c2545963fb1ba1:0xd94823d66d25bed3!8m2!3d40.7675517!4d-74.1651757!16s%2Fg%2F1vknq92r!19sChIJoRv7Y1lUwokR074lbdYjSNk,Ingerman Group,3.5,2,Property management company,"65 Lincoln Ave, Newark, NJ 07104, United States","QR9M+2W Newark, New Jersey, USA",http://ingerman.com/property.php?property_id=60,+1 973-504-8751,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y7VsP-yP23I1to8yq1YCyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.7175&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:21:32.004Z,,,
