placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error
https://www.google.com/maps/place/Nguyen+Donald+H+MD/data=!4m7!3m6!1s0x884083c04b58056f:0x54246186a29b2157!8m2!3d39.7741346!4d-84.1678047!16s%2Fg%2F1wrtdjmk!19sChIJbwVYS8CDQIgRVyGbooZhJFQ,Nguyen Donald H MD,4.8,40,Pediatric urologist,"1 Childrens Plaza, Dayton, OH 45404, United States","QRFJ+MV Dayton, Ohio, USA",http://www.childrensdayton.org/cms/dayton_childrens_doctors/e8183ffe7b6e2400/index.html,+1 937-641-6445,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqa8sHbH-SIz8mi0Peor5SnUHTYTuIo-XTbiXF6u4gCXvvyzew6-NacWGq04P-GHaGATuvNGaHMdu4tBTXQ1zEcS-McVmFkKpH78Arb4gFS_-C5B_V-E_y_kmt5ETSzlkY3SR5M=w408-h524-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:17:48.481Z,,
https://www.google.com/maps/place/Shriners+Children%27s+Ohio/data=!4m7!3m6!1s0x8841b3bd7d4e6bd9:0x618891cc5a2e8d31!8m2!3d39.7737413!4d-84.1679953!16s%2Fg%2F1td05r7_!19sChIJ2WtOfb2zQYgRMY0uWsyRiGE,Shriners Children's Ohio,4.8,77,Pediatric clinic,"1 Children's Plaza 2 West, Dayton, OH 45404, United States","QRFJ+FR Dayton, Ohio, USA",https://www.shrinerschildrens.org/en/locations/ohio,+1 844-231-9715,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoVx37b2yvTu6UKh_9kp5BsViTSrz7NIJu_2ZD2maoJT8jmowG9scpOVt9epBMg--KiNmOW7E0H7mtpu9OARZfGG4mSd4xTyrg4GUWNNQbkaKc3wYcKDen-RDziigfOakXv3JBNOw=w619-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:17:53.361Z,,
"https://www.google.com/maps/place/Paul+Breyer,+MD/data=!4m7!3m6!1s0x884083c04b58056f:0xd8a2e95544c703b!8m2!3d39.774903!4d-84.16721!16s%2Fg%2F1vs1sk96!19sChIJbwVYS8CDQIgRO3BMVJUuig0","Paul Breyer, MD",4.9,24,Pediatric endocrinologist,"1 Childrens Plaza, Dayton, OH 45404, United States","QRFM+X4 Dayton, Ohio, USA",https://www.childrensdayton.org/doctors/paul-breyer?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=provider,+1 937-641-3000,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2PG1HbE2FOXvU9Mux8XASnoNo6aiOsvWjtnDCVnVAgrW1ZSlRH9Ety8D4C6HtajnoFksEhJfcEgpNDdoh9fuJ6H6j1j0Sqy691agzm_GNvOSU_4CKnMueStxu3KqBV59SRPso=w408-h524-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:17:57.988Z,,
"https://www.google.com/maps/place/Yelena+Nicholson,+DO/data=!4m7!3m6!1s0x884083c04b58056f:0xa0dcf0096ad779a7!8m2!3d39.774903!4d-84.16721!16s%2Fg%2F1hc27rzr2!19sChIJbwVYS8CDQIgRp3nXagnw3KA","Yelena Nicholson, DO",5.0,4,Pediatric endocrinologist,"1 Childrens Plaza, Dayton, OH 45404, United States","QRFM+X4 Dayton, Ohio, USA",https://www.childrensdayton.org/doctors/yelena-nicholson?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=provider,+1 937-641-3000,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepIym9oxoyPUe4GWgEQ48M7qmm2cn48styr329Axi5VcZldXtD-3o5zSPtSgoYbutm2IKHzPtBAtAb87H1DFBYuIZjX8R1LYff9bjukvadGzOvcr7kBh5DOpUhBUlpQrKg_0QDv9A=w408-h524-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:02.802Z,,
"https://www.google.com/maps/place/Edna+Vianzon,+MD/data=!4m7!3m6!1s0x883c7f1d72479057:0x9aee58da1d69ae3b!8m2!3d39.755696!4d-84.2134881!16s%2Fg%2F1tfk9ppm!19sChIJV5BHch1_PIgRO65pHdpY7po","Edna Vianzon, MD",4.0,4,Pediatrician,"1152 W Third St #102, Dayton, OH 45402, United States","QQ4P+7J Dayton, Ohio, USA",https://www.primedphysicians.com/provider-listing/md-edna-vianzon.html,+1 937-268-3483,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep9fIn4_xJuwxvJ_PZJscV7jjHFZF1o8QcBwUx_ymnEtwFQdZJyCR1YDW5D-90wBaBloIIpLEqToTCinwov2EVTPZDlgB8Pmkd1gvE9F0CNIbn_ZFIhHq4eO0AkNhBoDkEnGyQJ=w426-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:08.060Z,,
"https://www.google.com/maps/place/Melissa+Martinek,+DO/data=!4m7!3m6!1s0x8840836983d7008b:0xc5c2029e03fb5d1e!8m2!3d39.774903!4d-84.16721!16s%2Fg%2F11gy56h6r3!19sChIJiwDXg2mDQIgRHl37A54CwsU","Melissa Martinek, DO",4.8,13,Pediatric orthopedic surgeon,"1 Childrens Plaza, Dayton, OH 45404, United States","QRFM+X4 Dayton, Ohio, USA",https://www.childrensdayton.org/doctors/melissa-martinek-do-phd?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=provider,+1 937-641-3000,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dbc9XuoCoBOLhldNgCzdJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.35237&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:13.209Z,,
"https://www.google.com/maps/place/Salim+Mancho,+DO/data=!4m7!3m6!1s0x884083aed9f5566b:0x9bd5b7116fc06b28!8m2!3d39.774903!4d-84.16721!16s%2Fg%2F11fj5rj1zt!19sChIJa1b12a6DQIgRKGvAbxG31Zs","Salim Mancho, DO",4.6,28,Plastic surgeon,"1 Childrens Plaza, Dayton, OH 45404, United States","QRFM+X4 Dayton, Ohio, USA",https://www.childrensdayton.org/doctors/salim-mancho?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=provider,+1 937-641-3000,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer16ys39C0g1xHglJk4eQH5g__gb9bn-Sxo9QZl6XBroOGyKflsxfLnHXZtI5GVSMtPw47FZj6spT5YSsEEOgbEMoyO4uyyzqwv3WRzPSHUzDfIDN7U5yOUWFSRRBuWF4ES4_cX=w408-h524-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:18.471Z,,
https://www.google.com/maps/place/Connor+Child+Health+Pavilion/data=!4m7!3m6!1s0x8840833ff8d753f1:0x61cf9c6d0e139f6a!8m2!3d39.7790187!4d-84.1632308!16s%2Fg%2F11h6s0jq91!19sChIJ8VPX-D-DQIgRap8TDm2cz2E,Connor Child Health Pavilion,4.4,5,Child health care center,"1010 Valley St, Dayton, OH 45404, United States","QRHP+JP Dayton, Ohio, USA",https://www.childrensdayton.org/locations/child-health-pavilion,+1 937-641-3000,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerCNSWa5QGF-D-lZ2KVibnE-Sis71FA9FDjhS7OhFGS5sxHKAWblNhXC3ZX3tJ-3iGHi4B9oX2rGM6LkXUxEFKQQkH03ETlLCUlEpCMRhHT1jFfJHPa19ZAlkLFrKAOJzSBdnUE=w418-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:23.448Z,,
"https://www.google.com/maps/place/Dr.+Connie+J.+Mccarroll,+DO/data=!4m7!3m6!1s0x884086b55b8fb29f:0x861323d4db601252!8m2!3d39.7533677!4d-84.2065522!16s%2Fg%2F1thlnrqp!19sChIJn7KPW7WGQIgRUhJg29QjE4Y","Dr. Connie J. Mccarroll, DO",5.0,1,Pediatrician,"165 S Edwin C Moses Blvd, Dayton, OH 45402, United States","QQ3V+89 Dayton, Ohio, USA",,+1 937-558-0200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bvvtakRVkH6c8bMgHGBuJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.63158&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:26.619Z,,
https://www.google.com/maps/place/Diana+Yepes-Marin/data=!4m7!3m6!1s0x884083c1c3c491ef:0x87b421b685dbb4a3!8m2!3d39.7742732!4d-84.1683492!16s%2Fg%2F11pkfrtk1j!19sChIJ75HEw8GDQIgRo7TbhbYhtIc,Diana Yepes-Marin,5.0,1,Pediatrician,"1 Childrens Plaza, Dayton, OH 454041815, United States","QRFJ+PM Dayton, Ohio, USA",,+1 937-641-3600,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MvGk17pN1MWoS2EK4vJGoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.23421&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:29.126Z,,
https://www.google.com/maps/place/Dayton+Children%E2%80%99s+Specialty+Care+Center+-+main+campus/data=!4m7!3m6!1s0x8840831368fd711d:0x54b99e904432312b!8m2!3d39.7754265!4d-84.1676012!16s%2Fg%2F11khtk3dgw!19sChIJHXH9aBODQIgRKzEyRJCeuVQ,Dayton Children’s Specialty Care Center - main campus,5.0,7,Pediatric clinic,"730 Valley St, Dayton, OH 45404, United States","QRGJ+5X Dayton, Ohio, USA",http://www.childrensdayton.org/,+1 937-641-3000,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepWKSKZZANxp__tq5c8veAzVldISG27o1krs9k3WOY_zfaBQPkVPr5o7cH9P4z66HBZbTbgjHJXnEFkGmDPtgg3Ua8GVXaAeA6nIHMZdofdf9r5PEtn52J5dcBssE_XbDreRziR=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:32.155Z,,
"https://www.google.com/maps/place/Arturo+Aranda,+MD/data=!4m7!3m6!1s0x8840835eed3c6a29:0x1649ef8b90286847!8m2!3d39.774903!4d-84.16721!16s%2Fg%2F11h2k9_pjy!19sChIJKWo87V6DQIgRR2gokIvvSRY","Arturo Aranda, MD",5.0,5,Pediatric surgeon,"1 Childrens Plaza, Dayton, OH 45404, United States","QRFM+X4 Dayton, Ohio, USA",https://www.childrensdayton.org/doctors/arturo-aranda?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=provider,+1 937-641-3000,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq__HJNlJmvBozStznzCB22O7AOujBe21q-hwCUj8_PuizpD-cXZsC9CVZGaIR6XpIGWIlbWBs-Przf-Mo1n5U6WwbgeAvQU7EuRfn5HxoXD4FEfURX_smajMY9Y0TpH_0Pud7zeg=w408-h524-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:36.907Z,,
"https://www.google.com/maps/place/Lubabatu+Abdurrahman,+MD/data=!4m7!3m6!1s0x884083c04b58056f:0xb039022e125adfd5!8m2!3d39.774903!4d-84.16721!16s%2Fg%2F1tknl3kn!19sChIJbwVYS8CDQIgR1d9aEi4CObA","Lubabatu Abdurrahman, MD",4.8,26,Pediatric cardiologist,"1 Childrens Plaza, Dayton, OH 45404, United States","QRFM+X4 Dayton, Ohio, USA",https://www.childrensdayton.org/doctors/lubabatu-abdurrahman?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=provider,+1 937-641-3000,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersLAGyZFcpt95YnXUJsbg9xiwNYQ36YxqQyyPnRA3JkBfjHYX4mh5oJXzVufkoUjuPn9ZxrX6nI5L-cgF3uTzUHfl4Wa11X0oT51CH7AT2J5UlnFIKg86FuwiDl7AHyTw3We_k=w408-h524-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:41.761Z,,
"https://www.google.com/maps/place/Ankur+M.+Patel,+DO/data=!4m7!3m6!1s0x884083be62adfe27:0x4bf528a1dd50b800!8m2!3d39.774903!4d-84.16721!16s%2Fg%2F11gy56dr4c!19sChIJJ_6tYr6DQIgRALhQ3aEo9Us","Ankur M. Patel, DO",5.0,46,Otolaryngologist,"1 Childrens Plaza, Dayton, OH 45404, United States","QRFM+X4 Dayton, Ohio, USA",https://www.childrensdayton.org/doctors/ankur-patel?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=provider,+1 937-641-3000,Open · Closes 5 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3FzV6hI_scsiJvVgEec2vPz_5r4Bpt3j7DPWsX_XHADhRqo1XTFjOfN8tdWsl_JzvJo2HfjZHqH1qmFp8NDpTv1wL3Ji6eJUKxoe8VIXQKPFJ_jWGrFWwgQ1RFEIZ5uNwHcj0pw=w408-h524-k-no,true,8 am–5 am,8 am–5 am,8 am–5 am,8 am–5 am,8 am–5 am,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:46.766Z,,
https://www.google.com/maps/place/South+Dayton+Pediatrics+Inc/data=!4m7!3m6!1s0x88408446e987cbcd:0x96b3c41d7885e58c!8m2!3d39.6960133!4d-84.1597552!16s%2Fg%2F1vnrlpvb!19sChIJzcuH6UaEQIgRjOWFeB3Es5Y,South Dayton Pediatrics Inc,3.8,145,Pediatrician,"540 Lincoln Park Blvd #390, Kettering, OH 45429, United States","MRWR+C3 Kettering, Ohio, USA",https://www.southdaytonpediatrics.com/,+1 937-296-1126,Closes soon · 12 pm · Reopens 1 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqAaJnOEG_ZcoqOfIG-zG_moket462G55c92vNQUJryemXvULZKETv1TIgyJLHtrOdJN35VNnj3b_h_13cGYV62CLYBCud7l5jbtG_64zGubEyvh0TjGQKGkYtRoSQPxHVqyrCM=w426-h240-k-no,true,"8 am–12 pm, 1–4 pm","8 am–12 pm, 1–4 pm","8 am–12 pm, 1–4 pm","8 am–12 pm, 1–4 pm","8 am–12 pm, 1–4 pm",8:30–10:30 am,Closed,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:51.822Z,,
"https://www.google.com/maps/place/Dr.+Maria+T.+Nanagas,+MD/data=!4m7!3m6!1s0x884083c1a60deaf1:0x9612075e75dfffb!8m2!3d39.7753753!4d-84.1677893!16s%2Fg%2F1tnpg36b!19sChIJ8eoNpsGDQIgR-_9d53UgYQk","Dr. Maria T. Nanagas, MD",5.0,1,Pediatrician,"730 Valley St, Dayton, OH 45404, United States","QRGJ+5V Dayton, Ohio, USA",,+1 937-641-3500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ISx07lUuQg4TyFutLFtf8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.41835&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-02-23T16:18:54.797Z,,
