placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Panthera+Property+Consultants/data=!4m7!3m6!1s0x8841b40c7d74f417:0xb9908e27eb72877a!8m2!3d39.1075997!4d-84.4979965!16s%2Fg%2F11hy9nvfgs!19sChIJF_R0fQy0QYgReody6yeOkLk,Panthera Property Consultants,4.4,52,Property management company,"1053 St Gregory St Suite A, Cincinnati, OH 45202, United States","4G52+2R Cincinnati, Ohio, USA",https://panthera-properties.com/,+1 513-417-3729,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npC6voW0-Epw2KX9dQo2gBRs91uU51I4jzc8dC5Zq9H66iAb05X07HieDRJ-rqlHdH5jK0pBANvj3vFrQfczNZb9HhfFyz6jY_g-ZhBhgdD3_LfJA8KTKM9zDa963aG9XTvpL6pQg=w408-h544-k-no,true,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:02:45.294Z,,,,
https://www.google.com/maps/place/Urban+Sites/data=!4m7!3m6!1s0x8841b3fd855e54f7:0xb510450328f0a6ad!8m2!3d39.1089144!4d-84.5114228!16s%2Fg%2F1wv_sx8k!19sChIJ91Rehf2zQYgRrabwKANFELU,Urban Sites,3.4,60,Property management company,"1140 Main St Suite 300, Cincinnati, OH 45202, United States","4F5Q+HC Cincinnati, Ohio, USA",http://www.urbansites.com/,+1 513-621-6246,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOtc5P-rehmUADLZVncpsair1WBfBmG2-n5f2qp=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:02:50.227Z,,,,
https://www.google.com/maps/place/Village+Green/data=!4m7!3m6!1s0x88404e7b789c58e1:0x6600daf4f125a378!8m2!3d39.1003055!4d-84.5086299!16s%2Fg%2F11clsz5vs0!19sChIJ4ViceHtOQIgReKMl8fTaAGY,Village Green,1.9,27,Property management company,"221 E 4th St, Cincinnati, OH 45202, United States","4F2R+4G Cincinnati, Ohio, USA",http://www.villagegreen.com/,+1 513-672-8600,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no6F5ZmzI_jCX02Ghte03hdxfpNcUKHtXTE6lgflCZbsuEB5BWfU4sqI3RQ4SdBSjx3dGjf-5pMQbPvEH-v0vjMtw8CmVpviBmFlwmJZXGv6SBOLiKbFK9kNT5ElaptYuEh0iioSQ=w408-h543-k-no,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:02:55.219Z,,,,
https://www.google.com/maps/place/Premier+City+Properties/data=!4m7!3m6!1s0x8841b3e93e9ab7dd:0x96e6326cd59a78d0!8m2!3d39.1267436!4d-84.5057809!16s%2Fg%2F113gbftxw!19sChIJ3beaPumzQYgR0Hia1Wwy5pY,Premier City Properties,4.8,218,Furnished apartment building,"159 E McMillan St, Cincinnati, OH 45219, United States","4FGV+MM Cincinnati, Ohio, USA",http://www.premier-rents.com/,+1 513-402-2212,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN7GgVDPmX2h0h9PNintvVxHluRZHYWCJIvugQR=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:00.202Z,,,,
https://www.google.com/maps/place/RAW+Property+Management/data=!4m7!3m6!1s0x8841b510954d7ba9:0x9ab64de061599a55!8m2!3d39.1921265!4d-84.5716368!16s%2Fg%2F11b7g141sx!19sChIJqXtNlRC1QYgRVZpZYeBNtpo,RAW Property Management,3.6,51,Property management company,"5535 Colerain Ave, Cincinnati, OH 45239, United States","5CRH+V8 Cincinnati, Ohio, USA",http://www.rawpropertymanagement.com/,+1 513-823-2123,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5U8eAvuPH_R5r6hCXbO6DQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.65083&pitch=0&thumbfov=100,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:05.330Z,,,,
https://www.google.com/maps/place/Vulcan+Property+Management/data=!4m7!3m6!1s0x8841b1598a5073f5:0x4a6883bd64dd438b!8m2!3d39.1037341!4d-84.509862!16s%2Fg%2F1tdzb2p1!19sChIJ9XNQilmxQYgRi0PdZL2DaEo,Vulcan Property Management,4.0,1,Property management company,"630 Main St, Cincinnati, OH 45202, United States","4F3R+F3 Cincinnati, Ohio, USA",https://desudiodev.com/,+1 513-621-2850,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nwweUAr5TtqwVTjWy3shzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.23725&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:08.307Z,,,,
https://www.google.com/maps/place/Towne+Properties+-+Home+%26+Central+Cincinnati+District+Office/data=!4m7!3m6!1s0x8841b15759e6f7eb:0x7ea1f6523594566b!8m2!3d39.1077852!4d-84.4987611!16s%2Fg%2F1tj1ss4b!19sChIJ6_fmWVexQYgRa1aUNVL2oX4,Towne Properties - Home & Central Cincinnati District Office,4.3,410,Real estate developer,"1055 St Paul Pl, Cincinnati, OH 45202, United States","4G52+4F Cincinnati, Ohio, USA",https://www.towneproperties.com/?utm_source=GMB&utm_medium=organic&utm_campaign=gmb,+1 513-381-8696,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nou5gujHc5nJun6v_jXCfNdbvKNAPLUmTzQHPnR8KfEqbqI2mTpqonN5s1Iy0tv4BEeLjVIiJWBe3OLNjnUiv1_UHYx0Fy57PjF_EkLrhBgj5NlZEDX9lePrrgJTiXt0VlKoic=w408-h445-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:13.304Z,,,,
https://www.google.com/maps/place/Hines/data=!4m7!3m6!1s0x8841b15bb828ce25:0x2ed5adae2584d853!8m2!3d39.1014721!4d-84.5091023!16s%2Fg%2F1tftxm_t!19sChIJJc4ouFuxQYgRU9iEJa6t1S4,Hines,5.0,1,Property management company,"201 E 5th St, Cincinnati, OH 45202, United States","4F2R+H9 Cincinnati, Ohio, USA",https://www.hines.com/,+1 513-721-4300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a2pCOHJuM6wlV7UzSwuZHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.88361&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:16.062Z,,,,
https://www.google.com/maps/place/Paradrome+Properties/data=!4m7!3m6!1s0x8841b234e411922b:0xc02fb5e3b61e2246!8m2!3d39.1247074!4d-84.4786393!16s%2Fg%2F1tm69mc_!19sChIJK5IR5DSyQYgRRiIetuO1L8A,Paradrome Properties,4.3,63,Apartment rental agency,"1433 E McMillan St, Cincinnati, OH 45206, United States","4GFC+VG Cincinnati, Ohio, USA",http://www.paradromeproperties.com/,+1 513-861-1000,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqL_h6XDkBaMijQs0G1opz01oHlZmxrgn-JCs6kJzJgAlEGMYpIoJzMrXgfi4317xNuy-5i7XKHo2nBruTGIe90n6E_rox4OCpn8Cg9p4u5xIX7ihvoqoEFW-qQWYrhbAmjnjtO=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:20.973Z,,,,
https://www.google.com/maps/place/Fruth+Property+Rentals/data=!4m7!3m6!1s0x8841b39397b639a1:0xe8ceb6af80a2b143!8m2!3d39.1329685!4d-84.5076726!16s%2Fg%2F1tdxr45m!19sChIJoTm2l5OzQYgRQ7GigK-2zug,Fruth Property Rentals,4.7,11,Property management company,"36 E University Ave, Cincinnati, OH 45219, United States","4FMR+5W Cincinnati, Ohio, USA",http://www.fruthproperty.com/,+1 513-379-5300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Eo-Bg75vseu1OsQg9UeJ-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.917584&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:24.034Z,,,,
https://www.google.com/maps/place/True+Home+Ohio+Property+Management/data=!4m7!3m6!1s0x8841ad5a51687d35:0x1ad212c0646a9f9b!8m2!3d39.085897!4d-84.4051131!16s%2Fg%2F11c56blffy!19sChIJNX1oUVqtQYgRm59qZMAS0ho,True Home Ohio Property Management,4.4,324,Property management company,,,http://www.truehomeohio.com/,+1 513-813-4129,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPokdw6lyuDm1WBudwCWPKrD5-10ceJk1ftDa7v=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:28.811Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Prosper+Communities/data=!4m7!3m6!1s0x8841b5aa611eadcd:0x3f9d820b6eae698a!8m2!3d39.1365839!4d-84.540972!16s%2Fg%2F11pv670t7l!19sChIJza0eYaq1QYgRimmubguCnT8,Prosper Communities,3.9,63,Property management company,,,http://www.prosper-communities.com/,+1 513-940-0033,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOCJCszU5jEpjSphGK4LEITcKdp2XAbbQbqvAjk=w408-h271-k-no,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:33.655Z,,,,
https://www.google.com/maps/place/Fath+Properties/data=!4m7!3m6!1s0x8841b15bb828ce25:0xbf7fae8add33e852!8m2!3d39.1016183!4d-84.5083716!16s%2Fg%2F1td9wt92!19sChIJJc4ouFuxQYgRUugz3Yquf78,Fath Properties,3.4,92,Apartment complex,"255 E 5th St Ste 2300, Cincinnati, OH 45202, United States","4F2R+JM Cincinnati, Ohio, USA",https://www.fathproperties.com/,+1 513-721-4070,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNAtM_C2-r0Jrs1Eg0GKOsZCizAB2kjOCsYGi48=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:38.578Z,Identifies as veteran-owned,,,
"https://www.google.com/maps/place/Levine+Properties,+LLC/data=!4m7!3m6!1s0x8841b30ad14f7dbf:0x472de8c78ec1eefa!8m2!3d39.1087245!4d-84.5088603!16s%2Fg%2F11h32z_0ms!19sChIJv31P0QqzQYgR-u7BjsfoLUc","Levine Properties, LLC",5.0,1,Property management company,"324 Reading Rd, Cincinnati, OH 45202, United States","4F5R+FF Cincinnati, Ohio, USA",https://levinepropertiesllc.com/,+1 513-241-6748,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNHfO7_w-Byc9yb6xbAZyV0M0oqTrM_kKE6M8fe=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:43.611Z,,,,
https://www.google.com/maps/place/Cincy+Rents/data=!4m7!3m6!1s0x8841b279ea98d7f3:0x87bd99a3122f50f1!8m2!3d39.1377747!4d-84.4422923!16s%2Fg%2F1vfwdjyv!19sChIJ89eY6nmyQYgR8VAvEqOZvYc,Cincy Rents,3.8,56,Property management company,"2726 Observatory Ave, Cincinnati, OH 45208, United States","4HQ5+43 Cincinnati, Ohio, USA",https://www.cincyrents.com/,+1 513-842-7368,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOPUyAMk5GYOHPD1A-Fv7gIiPyoNz2OCawiWWgv=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:48.992Z,,,,
https://www.google.com/maps/place/CIG+Communities/data=!4m7!3m6!1s0x8841b1540b91b139:0x6677b5c057c7c8b6!8m2!3d39.1018715!4d-84.5136576!16s%2Fg%2F1w6662nh!19sChIJObGRC1SxQYgRtsjHV8C1d2Y,CIG Communities,3.4,5,Property management company,"525 Vine St Suite 1605, Cincinnati, OH 45202, United States","4F2P+PG Cincinnati, Ohio, USA",http://www.cigcommunities.com/,+1 513-241-5090,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1Na1Zc5ZgKc_kovtRHJaRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.1365&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:54.150Z,,,,
https://www.google.com/maps/place/Gaslight+Property/data=!4m7!3m6!1s0x8841b387a8de723f:0x1a972b461f39c5b3!8m2!3d39.1420266!4d-84.5201486!16s%2Fg%2F1thtq87g!19sChIJP3LeqIezQYgRs8U5H0Yrlxo,Gaslight Property,3.7,830,Apartment rental agency,"310 Terrace Ave, Cincinnati, OH 45220, United States","4FRH+RW Cincinnati, Ohio, USA",http://www.gaslightproperty.com/,+1 513-861-6000,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipOR8I6KmNjwcNK2lgjOxsdLTS8vXV4AhpIbniRd=w408-h306-k-no,true,9 am–5:30 pm,9 am–5:30 pm,10 am–2 pm,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:03:59.117Z,,,,
https://www.google.com/maps/place/HBC+Facility+Management/data=!4m7!3m6!1s0x8841b153e3f00001:0x66d50a128acfdf51!8m2!3d39.1035673!4d-84.5176131!16s%2Fg%2F11qrkpf42l!19sChIJAQDw41OxQYgRUd_PihIK1WY,HBC Facility Management,5.0,1,Property management company,"222 W 7th St, Cincinnati, OH 45202, United States","4F3J+CX Cincinnati, Ohio, USA",http://hbcfmg.com/,+1 513-397-5412,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sp3_hp5JJArmZ5KN70fwFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.93503&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-09-25T17:04:02.020Z,,,,
