placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes
https://www.google.com/maps/place/Truckee+Meadows+Tax+Services/data=!4m7!3m6!1s0x80993f2d93691121:0x6ea810812ba57f34!8m2!3d39.5456381!4d-119.7342855!16s%2Fg%2F1ts_6v_b!19sChIJIRFpky0_mYARNH-lK4EQqG4,Truckee Meadows Tax Services,4.0,9,Tax preparation,"1321 N McCarran Blvd #104, Sparks, NV 89431, United States","G7W8+77 Sparks, Nevada, USA",https://www.facebook.com/share/15sT1tAZBm/?mibextid=wwXIfr,,Closed ⋅ Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xLz46rLHiwYjJhMMrb8ClQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.68698&pitch=0&thumbfov=100,false,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T15:59:31.599Z,,
https://www.google.com/maps/place/Amanda+Williams+%26+Associates/data=!4m7!3m6!1s0x809939a30714cdc5:0x6cb335da2e8e9cda!8m2!3d39.556983!4d-119.7649399!16s%2Fg%2F11j3tbp03t!19sChIJxc0UB6M5mYAR2pyOLto1s2w,Amanda Williams & Associates,5.0,1,Tax preparation,"4650 Wedekind Rd Suite 3, Sparks, NV 89431, United States","H64P+Q2 Sparks, Nevada, USA",http://williamstaxprep.biz/,+1 775-355-8822,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lyQGWgSlsmmZa-cOC4hgIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.0321&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T15:59:34.369Z,,
https://www.google.com/maps/place/Quality+Tax+Service+Sparks/data=!4m7!3m6!1s0x809939b645c82d19:0x509886e411e6dc42!8m2!3d39.5585322!4d-119.741538!16s%2Fg%2F11hxjg85l1!19sChIJGS3IRbY5mYARQtzmEeSGmFA,Quality Tax Service Sparks,5.0,4,Tax preparation service,"3180 Vickie Ln, Sparks, NV 89431, United States","H755+C9 Sparks, Nevada, USA",https://www.irs.gov/individuals/international-taxpayers/acceptance-agents-nevada,+1 775-224-8381,"Closed ⋅ Opens 10 am Mon

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPp0DL3dIoD3JlsHL8dKmTNmVAq5yzLELyrmVc=w408-h306-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T15:59:39.320Z,,
https://www.google.com/maps/place/T.O.+Bookkeeping+and+Tax+Prep/data=!4m7!3m6!1s0x809939f4ec35665d:0xb81b88816fbc5eb7!8m2!3d39.5076102!4d-119.8001819!16s%2Fg%2F11fql0lzw9!19sChIJXWY17PQ5mYARt168b4GIG7g,T.O. Bookkeeping and Tax Prep,5.0,13,Bookkeeping service,"507 Casazza Dr # B, Reno, NV 89502, United States","G55X+2W Reno, Nevada, USA",http://www.tobookkeepingspark.com/,+1 775-737-3916,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPSwunF0EoezPpYQu_oAuSueTHChEUa4ibGYeiu=w408-h272-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8–11:30 am,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T15:59:44.478Z,Identifies as women-owned,
https://www.google.com/maps/place/Berge+%26+Company+CPA/data=!4m7!3m6!1s0x80993eb91b5d76f7:0x206055271677ae86!8m2!3d39.5192474!4d-119.8132799!16s%2Fg%2F1tl8kz4d!19sChIJ93ZdG7k-mYARhq53FidVYCA,Berge & Company CPA,4.5,38,Tax preparation service,"223 Marsh Ave, Reno, NV 89509, United States","G59P+MM Reno, Nevada, USA",,+1 775-298-6693,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=00I0PHf1b3Xq07RdfoYXQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.505615&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T15:59:47.410Z,,
https://www.google.com/maps/place/Tax+Plus/data=!4m7!3m6!1s0x80993f2d46ed8e3b:0x69a3f55cb05a26be!8m2!3d39.5428384!4d-119.7529756!16s%2Fg%2F11kc8mf456!19sChIJO47tRi0_mYARviZasFz1o2k,Tax Plus,4.2,5,Tax preparation service,"979 Pyramid Way, Sparks, NV 89431, United States","G6VW+4R Sparks, Nevada, USA",http://taxplusinc.com/,+1 775-853-2356,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GcYSZAl8nrKd4KpE2xhUgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.425182&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T15:59:52.698Z,,
https://www.google.com/maps/place/Hispanic+Center/data=!4m7!3m6!1s0x80993f2dd8a7da4b:0x79d6523bfdbafb85!8m2!3d39.5389584!4d-119.7526688!16s%2Fg%2F11c149b6hg!19sChIJS9qn2C0_mYARhfu6_TtS1nk,Hispanic Center,4.9,37,Tax preparation service,"742 F St, Sparks, NV 89431, United States","G6QW+HW Sparks, Nevada, USA",http://hispanic-center.com/,+1 775-313-5094,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipP59CISlizaLXx7ZNbs74y783SSQdh632CH1DX7=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T15:59:57.759Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Knott+CPA/data=!4m7!3m6!1s0x809940be524de953:0xaf88b8b8e8aa3c42!8m2!3d39.5075977!4d-119.8056036!16s%2Fg%2F1tgf80mq!19sChIJU-lNUr5AmYARQjyq6Li4iK8,Knott CPA,5.0,9,Certified public accountant,"65 E Regency Wy suite c, Reno, NV 89509, United States","G55V+2Q Reno, Nevada, USA",http://www.knottcpa.com/,+1 775-746-2900,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AFDE7x5Xl1lmDY0vwmwLvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.3473&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:02.634Z,,
"https://www.google.com/maps/place/Robert+A+Tese,+Sierra+CPA+Firm,+LLC/data=!4m7!3m6!1s0x80993f65f2b3f6a1:0x8740a2ee89c8346a!8m2!3d39.5117954!4d-119.7778086!16s%2Fg%2F1tdkgx6h!19sChIJofaz8mU_mYARajTIie6iQIc","Robert A Tese, Sierra CPA Firm, LLC",5.0,1,Accountant,"1281 Terminal Wy # 108, Reno, NV 89502, United States","G66C+PV Reno, Nevada, USA",https://sierracpafirm.com/,+1 775-786-4222,Closed ⋅ Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k5X2lMUfvQNCdx-joPH6TA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.46246&pitch=0&thumbfov=100,true,Closed,10 am–2 pm,10 am–2 pm,10 am–2 pm,10 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:07.526Z,,
https://www.google.com/maps/place/Stone+Ridge+CPAs/data=!4m7!3m6!1s0x80993f6dee3574c3:0xe4b72f9ead323875!8m2!3d39.4744235!4d-119.7747911!16s%2Fg%2F11q25f_jkk!19sChIJw3Q17m0_mYARdTgyrZ4vt-Q,Stone Ridge CPAs,5.0,49,Certified public accountant,"5865 Tyrone Rd Ste 101, Reno, NV 89502, United States","F6FG+Q3 Reno, Nevada, USA",http://www.renocpa.net/,+1 775-826-9400,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPNas49pccYYToc5VdW6IQf4_0fG7ACvNt0gH6P=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:12.618Z,,
https://www.google.com/maps/place/Assured+Bookkeeping+Plus+of+Nevada/data=!4m7!3m6!1s0x80993f98b822234b:0x797848f8b95e91a8!8m2!3d39.522439!4d-119.7489187!16s%2Fg%2F11ltx7gsvx!19sChIJSyMiuJg_mYARqJFeufhIeHk,Assured Bookkeeping Plus of Nevada,5.0,1,Bookkeeping service,"1475 Linda Way, Sparks, NV 89431, United States","G7C2+XC Sparks, Nevada, USA",https://www.assuredbookkeepingplus.com/,+1 775-830-2373,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WInimSflThDa8KQjlt-p4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.43997&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:17.706Z,,
https://www.google.com/maps/place/Forensic+Accounting+Corp/data=!4m7!3m6!1s0x80993987c4a80c9f:0xff32877348a22af2!8m2!3d39.5448852!4d-119.7754432!16s%2Fg%2F11qh4yx055!19sChIJnwyoxIc5mYAR8iqiSHOHMv8,Forensic Accounting Corp,5.0,1,Accountant,"2299 Oddie Blvd, Sparks, NV 89431, United States","G6VF+XR Sparks, Nevada, USA",https://forensicaccountingcorp.com/locations/sparks,+1 775-387-1118,Open ⋅ Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VSx7YBmHGEB1ygh-Zs6Z_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.1727&pitch=0&thumbfov=100,false,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:22.567Z,,
https://www.google.com/maps/place/C+Latina+Tax/data=!4m7!3m6!1s0x80993f63d455fb95:0xe7c1e3e07930229c!8m2!3d39.5368098!4d-119.7696547!16s%2Fg%2F11m5qywblq!19sChIJlftV1GM_mYARnCIweeDjwec,C Latina Tax,5.0,2,Tax preparation service,"1949 Prater Way, Sparks, NV 89431, United States","G6PJ+P4 Sparks, Nevada, USA",,+1 775-453-1011,Closed ⋅ Opens 10 am,https://lh3.googleusercontent.com/p/AF1QipPrzx8b4fHSgdclB0zFVLHOlSNnmuqhQeB6nwN0=w408-h306-k-no,true,10 am–5 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:27.551Z,,
https://www.google.com/maps/place/Reno+Tax+%26+Bookkeeping+Service/data=!4m7!3m6!1s0x809947537d34f93d:0x1b1532eab6ada089!8m2!3d39.5338363!4d-119.794815!16s%2Fg%2F1tgcmjxr!19sChIJPfk0fVNHmYARiaCttuoyFRs,Reno Tax & Bookkeeping Service,4.3,12,Tax preparation service,"1417 E 4th St, Reno, NV 89512, United States","G6M4+G3 Reno, Nevada, USA",https://www.renotaxbookkeepingservice.com/,+1 775-323-2520,"Closed ⋅ Opens 9 am Mon

Updated by phone call 1 week ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kC5Dc1d4xqpqcyavOWPX7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.2866&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:32.609Z,,
https://www.google.com/maps/place/Business+Financial+%26Tax+Solution+Inc./data=!4m7!3m6!1s0x809938966ebe4937:0x37df193427e1ea30!8m2!3d39.5585327!4d-119.7725584!16s%2Fg%2F11cnczv_j1!19sChIJN0m-bpY4mYARMOrhJzQZ3zc,Business Financial &Tax Solution Inc.,5.0,1,Financial planner,"2135 Green Vista Dr Ste 107, Sparks, NV 89431, United States","H65G+CX Sparks, Nevada, USA",http://nvaccountingandtaxes.com/,+1 775-356-7077,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ha1c8uMD_mYDw67DRgtD7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=126.92498&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:37.889Z,Identifies as women-owned,
https://www.google.com/maps/place/Sidley+%26+Associates/data=!4m7!3m6!1s0x8099151d034ac467:0x5e23db35f938cb39!8m2!3d39.5650081!4d-119.7048957!16s%2Fg%2F1261tktwh!19sChIJZ8RKAx0VmYAROcs4-TXbI14,Sidley & Associates,4.0,4,Accountant,"5931 Los Altos Pkwy Ste 105, Sparks, NV 89436, United States","H78W+22 Sparks, Nevada, USA",http://www.sidleytax.com/,+1 775-355-7769,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PYOPRKYzz_8o7rh9oReTfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.0058&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:43.000Z,,
"https://www.google.com/maps/place/Jensen+CPA,+PLLC/data=!4m7!3m6!1s0x889ac4fd2753d739:0x6adaee4b6cea22d!8m2!3d39.5114855!4d-119.7793413!16s%2Fg%2F11tpbfrj8y!19sChIJOddTJ_3EmogRLaLOtuSurQY","Jensen CPA, PLLC",,,Certified public accountant,"1325 Airmotive Wy Ste 207, Reno, NV 89502, United States","G66C+H7 Reno, Nevada, USA",http://jensen.cpa/,+1 775-460-9545,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JXFUGKVhaCpZeQxg37v6IA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.85995&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:45.833Z,,
https://www.google.com/maps/place/Clawson+Gene+H+CPA/data=!4m7!3m6!1s0x80993896f7f9cb27:0xbac58daa077efb6c!8m2!3d39.55898!4d-119.7738553!16s%2Fg%2F1tm29y0r!19sChIJJ8v595Y4mYARbPt-B6qNxbo,Clawson Gene H CPA,,,Accountant,"2255 Green Vista Dr #403, Sparks, NV 89431, United States","H65G+HF Sparks, Nevada, USA",,+1 775-322-6626,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y5evSPpcd-5V6ArttG7aEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.39204&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:50.533Z,,
"https://www.google.com/maps/place/Tax+%26+Advisory+Services,+PC/data=!4m7!3m6!1s0x80993f02710d2803:0x2231e2165ca03aae!8m2!3d39.5139973!4d-119.7780626!16s%2Fg%2F11h2npsk27!19sChIJAygNcQI_mYARrjqgXBbiMSI","Tax & Advisory Services, PC",4.2,5,Accounting firm,"1135 Terminal Wy # 100, Reno, NV 89502, United States","G67C+HQ Reno, Nevada, USA",http://tasnevada.com/,+1 775-359-1040,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bgJ5fOeB5NGgpR1KjIP05g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.13943&pitch=0&thumbfov=100,true,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:00:55.490Z,,
