placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,error
"https://www.google.com/maps/place/Melinda+S.+Schaller,+M.D./data=!4m7!3m6!1s0x87f75f7b39000001:0x735be45c974e1ae0!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11sc_zg21s!19sChIJAQAAOXtf94cR4BpOl1zkW3M","Melinda S. Schaller, M.D.",5.0,1,Vascular surgeon,"200 1st St SW, Rochester, MN 55905, United States",,https://www.mayoclinic.org/biographies/schaller-melinda-s-m-d/bio-20523646?utm_source=google&utm_medium=gbp&utm_campaign=vas_drmschallerbio,+1 507-538-3270,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOySyIl-hjqQaSyQ0p6qxRJNFhOb9D27l6-0JGv=w408-h489-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Mantorville+Township+Rochester+MN/@44.0691307,-92.7557456,14z",2025-12-16T22:07:08.683Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,
"https://www.google.com/maps/place/Dr.+Jesse+M.+Manunga+Jr,+MD/data=!4m7!3m6!1s0x87f75f7ba9b3c677:0xdc71ca6f69ab8b80!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F1hc12vmdp!19sChIJd8azqXtf94cRgIuraW_Kcdw","Dr. Jesse M. Manunga Jr, MD",5.0,1,Vascular surgeon,"200 1st St NW, Rochester, MN 55901, United States","2GFM+37 Rochester, Minnesota, USA",,+1 507-265-6680,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2WDdzdjOCsqT7h5YVsPx2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.75655&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/vein+clinics+in+Mantorville+Township+Rochester+MN/@44.0691307,-92.7557456,14z",2025-12-16T22:07:11.071Z,,,,,,,,
"https://www.google.com/maps/place/Randall+R.+DeMartino,+M.D./data=!4m7!3m6!1s0x87f75f8d948f8059:0xbc0adfa7a5d3af75!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11q43zn12j!19sChIJWYCPlI1f94cRda_TpaffCrw","Randall R. DeMartino, M.D.",5.0,1,Vascular surgeon,"200 1st St SW, Rochester, MN 55905, United States","2GFM+37 Rochester, Minnesota, USA",https://www.mayoclinic.org/biographies/demartino-randall-r-m-d-m-s/bio-20089296?utm_source=google&utm_medium=gbp&utm_campaign=vas_drrdemartinobio,+1 507-538-3270,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPxI71pM3EPFkfA1R5wOMbw-gt6FlBvP0U10QCv=w408-h489-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Mantorville+Township+Rochester+MN/@44.0691307,-92.7557456,14z",2025-12-16T22:07:15.574Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,
"https://www.google.com/maps/place/Manju+Kalra,+M.B.B.S./data=!4m7!3m6!1s0x87f75f7b3595d707:0x2392e94ceeed027e!8m2!3d44.0221815!4d-92.4666893!16s%2Fg%2F1thzvc11!19sChIJB9eVNXtf94cRfgLt7kzpkiM","Manju Kalra, M.B.B.S.",,,Vascular surgeon,"200 1st St SW, Rochester, MN 55905, United States","2GCM+V8 Rochester, Minnesota, USA",https://www.mayoclinic.org/biographies/kalra-manju-m-b-b-s/bio-20054495?utm_source=google&utm_medium=gbp&utm_campaign=vas_drmkalrabio,+1 507-538-3270,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPWbthg7uxmveOFIHZDFCO2ZxgoxTA33q9SzU6e=w408-h489-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Mantorville+Township+Rochester+MN/@44.0691307,-92.7557456,14z",2025-12-16T22:07:19.932Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,
https://www.google.com/maps/place/Minnesota+Vein+Center/data=!4m7!3m6!1s0x87f7d75a3c9f6b25:0xb63b41b18cfa95d!8m2!3d44.9381255!4d-92.9521728!16s%2Fg%2F11tn08gkl0!19sChIJJWufPFrX94cRXanPGBu0Yws,Minnesota Vein Center,4.9,72,Medical clinic,"731 Bielenberg Dr suite 208, Woodbury, MN 55125, United States","W2QX+74 Woodbury, Minnesota, USA",https://www.mnveincenter.com/locations/varicose-veins-woodbury/?utm_campaign=gmb,+1 651-765-8346,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipO6AecLWnfvRnTPgoQgbF5yP7fsE4OrGc3jkvzP=w408-h279-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Mantorville+Township+Rochester+MN/@44.0691307,-92.7557456,14z",2025-12-16T22:07:24.535Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,
,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Oronoco+Township+Rochester+MN/@44.1641688,-92.4801989,14z",2025-12-16T22:07:37.616Z,,,,,,,,No new results found
,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-12-16T22:07:51.127Z,,,,,,,,No new results found
https://www.google.com/maps/place/Ansab+Haider/data=!4m7!3m6!1s0x87f75f7b39000001:0x39d2c18b3d2177d9!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11k3_jysqj!19sChIJAQAAOXtf94cR2XchPYvB0jk,Ansab Haider,5.0,1,Vascular surgeon,"200 1st St SW, Rochester, MN 55905, United States",,,+1 507-284-2511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1NwPR3zFzLMrVtlotm23Lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.31813&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:07.081Z,,,,,,,,
https://www.google.com/maps/place/Bellissima+Aesthetics/data=!4m7!3m6!1s0x87f9e305bdf34727:0x2f1962a949fa875!8m2!3d43.9558708!4d-92.4591958!16s%2Fg%2F11stb9fmdj!19sChIJJ0fzvQXj-YcRdaiflCqW8QI,Bellissima Aesthetics,5.0,100,Medical spa,"4530 Maine Ave SE #513, Rochester, MN 55904, United States","XG4R+88 Rochester, Minnesota, USA",http://bellissimaaestheticsbyliz.com/,+1 507-421-6856,Closes soon · 5 pm · Opens 12 pm Wed,https://lh3.googleusercontent.com/p/AF1QipNIFT9CgefwT3guBixBjLVSioDTwirhF0ktTB4t=w408-h544-k-no,true,10 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:12.163Z,LGBTQ+ friendly,12–5 pm,4:30–7:30 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,
https://www.google.com/maps/place/Flawless+Medspa/data=!4m7!3m6!1s0x87f75fe8497500a7:0x9e290af25e8859dd!8m2!3d44.0854077!4d-92.5098141!16s%2Fg%2F11q9txz09r!19sChIJpwB1Sehf94cR3VmIXvIKKZ4,Flawless Medspa,5.0,22,Medical spa,"5979 Bandel Rd NW C/o Kor, Rochester, MN 55901, United States","3FPR+53 Rochester, Minnesota, USA",https://nrstw.myaestheticrecord.com/online-booking,+1 507-273-7150,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOgc03xrIK8m51Wd0ZiPFSy3EqsTjVSHcEcvLaZ=w408-h725-k-no,true,9 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:16.900Z,LGBTQ+ friendly,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–3 pm,Closed,9 am–7 pm,
"https://www.google.com/maps/place/Dr.+Yvonne+Baerga+Varela,+MD/data=!4m7!3m6!1s0x87f75f7b3595d707:0x7571b8fb4b824fd0!8m2!3d44.0225794!4d-92.4668984!16s%2Fg%2F1tdfntzv!19sChIJB9eVNXtf94cR0E-CS_u4cXU","Dr. Yvonne Baerga Varela, MD",,,Vascular surgeon,"200 1st St SW, Rochester, MN 55902, United States","2GFM+26 Rochester, Minnesota, USA",http://www.mayoclinic.org/,+1 507-284-2511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2WDdzdjOCsqT7h5YVsPx2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.015594&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:19.497Z,,,,,,,,
"https://www.google.com/maps/place/Veljko+Strajina,+M.D./data=!4m7!3m6!1s0x87f75f7b39000001:0x80de0344ada0e9f!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11sh2cclvx!19sChIJAQAAOXtf94cRnw7aSjTgDQg","Veljko Strajina, M.D.",5.0,1,Surgeon,"200 1st St SW, Rochester, MN 55905, United States",,https://www.mayoclinic.org/biographies/strajina-veljko-m-d/bio-20464701?utm_source=google&utm_medium=gbp&utm_campaign=tcgs_drvstrajinabio,+1 507-538-3270,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM6mPxmu1VyUTwqiXVnRen4my3suISnCBbtvM6b=w408-h489-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:23.753Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,
https://www.google.com/maps/place/Misra+Medical+Aesthetics/data=!4m7!3m6!1s0x87f75f753fc0c267:0xfbf2f45490693187!8m2!3d44.0010912!4d-92.489901!16s%2Fg%2F11vjjtqgjm!19sChIJZ8LAP3Vf94cRhzFpkFT08vs,Misra Medical Aesthetics,5.0,21,Spa,"1915 Greenview Dr SW ste a, Rochester, MN 55902, United States","2G26+C2 Rochester, Minnesota, USA",https://misramedicalaesthetics.com/about,+1 507-358-3366,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipOvKj9C42AlvgH733g8OufWSAAJQ1Mn--oIGac=w408-h406-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:28.080Z,LGBTQ+ friendly,9 am–5 pm,9 am–5 pm,9 am–3 pm,10 am–3 pm,Closed,11 am–7 pm,
https://www.google.com/maps/place/Olmsted+Medical+Center+-+Plastic+Surgery+department/data=!4m7!3m6!1s0x87f9e1c79fb3dddf:0xd6d72a5d2453e842!8m2!3d44.0198318!4d-92.4397119!16s%2Fg%2F12hnkrns0!19sChIJ392zn8fh-YcRQuhTJF0q19Y,Olmsted Medical Center - Plastic Surgery department,3.6,8,Plastic surgery clinic,"1650 4th St SE, Rochester, MN 55904, United States","2H96+W4 Rochester, Minnesota, USA",https://www.olmmed.org/clinical-services/plastic-surgery/?utm_source=OMC_Plastics&utm_campaign=Local-Listings&utm_medium=Google-My-Business,+1 507-529-6740,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMZ8ewNQQCyTmQEZYdlyv50xI2Ylw3X8ioGGM8J=w408-h408-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:32.605Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,
https://www.google.com/maps/place/Minnesota+Vein+Center/data=!4m7!3m6!1s0x52b328268062c3e5:0x2424ba5d6e8bed17!8m2!3d45.081384!4d-93.115971!16s%2Fg%2F1tjync8m!19sChIJ5cNigCYos1IRF-2Lbl26JCQ,Minnesota Vein Center,5.0,88,Doctor,"400 Village Center Dr #800, North Oaks, MN 55127, United States","3VJM+HJ North Oaks, Minnesota, USA",https://www.mnveincenter.com/locations/varicose-veins-north-oaks/?utm_campaign=gmb,+1 651-765-8346,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOdXubOUvAFpOw_XnQeh_Buxb5WZc8QAGdWctFu=w408-h270-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:37.294Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,
https://www.google.com/maps/place/Physicians+Vein+Clinics/data=!4m7!3m6!1s0x87f7d7ec2b4054b1:0xf33207faaee7c947!8m2!3d44.9477254!4d-92.9505234!16s%2Fg%2F1tltmyd_!19sChIJsVRAK-zX94cRR8nnrvoHMvM,Physicians Vein Clinics,4.8,70,Vascular surgeon,"7700 Hudson Rd #100, Woodbury, MN 55125, United States","W2XX+3Q Woodbury, Minnesota, USA",https://physiciansveinclinics.com/,+1 763-299-8346,Closed · Opens 7:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L9Qx-GHz00zphUSP5BV7Jw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.87143&pitch=0&thumbfov=100,true,7:30 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:41.750Z,LGBTQ+ friendly,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Woodbury/data=!4m7!3m6!1s0x87f7d7c55e49adfb:0xf6c42f9259cf622d!8m2!3d44.9216096!4d-92.9377778!16s%2Fg%2F11h4l111gx!19sChIJ-61JXsXX94cRLWLPWZIvxPY,USA Vein Clinics - Woodbury,4.2,55,Medical clinic,"8360 City Centre Dr #120, Woodbury, MN 55125, United States","W3C6+JV Woodbury, Minnesota, USA",https://www.usaveinclinics.com/company/locations/minnesota/office/woodbury/,+1 651-252-1907,,https://lh3.googleusercontent.com/p/AF1QipMa3ePUtudFOxTJVESvaXLMVkAJJfqJzQbPVvQM=w408-h264-k-no,true,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:46.239Z,LGBTQ+ friendly,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/Spartz+Vein+Clinic+-+Eagan/data=!4m7!3m6!1s0x87f62d2504fdb1ff:0x3e13d211350cd1fa!8m2!3d44.8316876!4d-93.150909!16s%2Fg%2F11qnj2q2q1!19sChIJ_7H9BCUt9ocR-tEMNRHSEz4,Spartz Vein Clinic - Eagan,4.8,17,Medical clinic,"1185 Town Centre Dr #145, Eagan, MN 55123, United States","RRJX+MJ Eagan, Minnesota, USA",https://spartzvein.com/,+1 651-797-6880,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMSPcj3BjcRcDQgCHVc0EeEkPhfAOzI0XWlKOZM=w408-h306-k-no,true,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:50.677Z,Identifies as women-owned,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,
https://www.google.com/maps/place/Spartz+Vein+Clinic+-+Maplewood/data=!4m7!3m6!1s0x52b32bfa7b0323e5:0xec04353ff1e835f3!8m2!3d45.0142345!4d-93.0542444!16s%2Fg%2F11ckzcc5dq!19sChIJ5SMDe_ors1IR8zXo8T81BOw,Spartz Vein Clinic - Maplewood,4.6,40,Medical clinic,"2411 Maplewood Dr, Maplewood, MN 55109, United States","2W7W+M8 Maplewood, Minnesota, USA",https://spartzvein.com/,+1 651-797-6880,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMO3VWF26KmRvDxSaNxwLNcrXP7fmEKIr19llTz=w408-h306-k-no,true,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:55.193Z,Identifies as women-owned,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,
"https://www.google.com/maps/place/George+Pisimisis,+MD/data=!4m7!3m6!1s0x87f75f7b3595d707:0xba4e43810fc40dbc!8m2!3d44.0221815!4d-92.4666893!16s%2Fg%2F1tdxr0f9!19sChIJB9eVNXtf94cRvA3ED4FDTro","George Pisimisis, MD",,,Vascular surgeon,"200 1st St SW, Rochester, MN 55905, United States","2GCM+V8 Rochester, Minnesota, USA",http://www.mayoclinic.org/,+1 507-284-2511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2WDdzdjOCsqT7h5YVsPx2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.24426&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:57.551Z,,,,,,,,
"https://www.google.com/maps/place/Dr.+Adam+H.+Power,+MD/data=!4m7!3m6!1s0x87f75f7b3595d707:0x8cef48ea70fbafaa!8m2!3d44.0225794!4d-92.4668984!16s%2Fg%2F1tflb6lv!19sChIJB9eVNXtf94cRqq_7cOpI74w","Dr. Adam H. Power, MD",,,Vascular surgeon,"200 1st St SW, Rochester, MN 55902, United States","2GFM+26 Rochester, Minnesota, USA",http://www.mayoclinic.org/,+1 507-284-2511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2WDdzdjOCsqT7h5YVsPx2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.015594&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/vein+clinics+in+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-12-16T22:08:59.858Z,,,,,,,,
