placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Boulevard+Tire/data=!4m7!3m6!1s0x89b116aa98c22f07:0x1d966e8ca581f48!8m2!3d37.5641481!4d-77.469758!16s%2Fg%2F11ckvm1cl9!19sChIJBy_CmKoWsYkRSB9Yyuhm2QE,Boulevard Tire,4.4,74,Tire shop,,"1010 N Arthur Ashe Blvd, Richmond, VA 23230, United States","HG7J+M3 Richmond, Virginia, USA",http://www.boulevardtirerva.com/,+1 804-358-8888,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYQugSWrvQEa7ye1nydTks-qwk7M3-6Og-CpkzsWuOQYZw0Cs_mKVe8D8zXXekD5lcHWZPLAwEdnAVteky5fdhxDA6hYyRZHz-Glu9qSkD5aHGlC1j-R08H2sXRtqsDhOEJpuuPQ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:11:56.884Z,,
https://www.google.com/maps/place/Alex+Tires+%26+Roadside/data=!4m7!3m6!1s0x89b117cf7e06520b:0xe81e6f7da07b01df!8m2!3d37.5137249!4d-77.4484411!16s%2Fg%2F11vdbdx8rm!19sChIJC1IGfs8XsYkR3wF7oH1vHug,Alex Tires & Roadside,4.8,78,Tire shop,· In-store shopping,"300 Richmond Hwy, Richmond, VA 23224, United States","GH72+FJ Richmond, Virginia, USA",,+1 804-325-6658,Open 24 hours,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer9mhvqEKDuMa-wy6h35t52fHJe74YHfKtQKDz43SB6fjnUBs3bQ62spQ8gbuewv08nXVNuIM8SdID-d1LbfHemZJC9J9I9svUZ1K8pnZ9fW28RwcUR-okmFmCvbE2t6qh30BEFWQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,7:30 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:01.436Z,,
https://www.google.com/maps/place/AIR+Tires+%26+Auto+Care/data=!4m7!3m6!1s0x89b1110661706dbf:0x4c6be16173b2eb38!8m2!3d37.5169517!4d-77.4488566!16s%2Fg%2F11zhvv3213!19sChIJv21wYQYRsYkROOuyc2Hha0w,AIR Tires & Auto Care,4.6,11,Tire service,,"28 Richmond Hwy, Richmond, VA 23224, United States","GH82+QF Richmond, Virginia, USA",https://www.facebook.com/people/AIR-Tires-Auto-Care/61579728909502/,+1 804-231-0108,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepi3-9u0kzSM_Kr8dLYWSn4fpMYo3dW9n04YsQegl_wvj4NwpTPG3lpQ7jAgumaaXyn_keYrcFbm0U3bpJZTm8Yd7okr_oUnTrR2P2cZtx30aiON0LGt7a_6XG61xMSrYfV243mmn_iKs92=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–7 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:05.707Z,,
https://www.google.com/maps/place/M%26S+Auto+Repair/data=!4m7!3m6!1s0x89b113e2f1b34a75:0xc5805a4f90e7f281!8m2!3d37.550425!4d-77.472168!16s%2Fg%2F1v_0kmc_!19sChIJdUqz8eITsYkRgfLnkE9agMU,M&S Auto Repair,4.7,150,Auto repair shop,,"2422 W Cary St, Richmond, VA 23220, United States","HG2H+54 Richmond, Virginia, USA",,+1 804-271-2262,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjg7fTFFzeen5-CmmxnOhm7IoooJS8S1ZGi6nNisXdepCUr6ZmJGMENXd9zvjU9A932FSUIHXv8HSNLwpxZP6xoLf38H4KHFI2SNT5ttvOH6kuobkYGcBLf0kQKpNr_9Z8MqZoaA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:10.627Z,,
https://www.google.com/maps/place/All+Good+Automotive+II/data=!4m7!3m6!1s0x89b11176f70c898f:0x8c8c8ebf9ab5fa45!8m2!3d37.5219844!4d-77.455025!16s%2Fg%2F11gfd71zmf!19sChIJj4kM93YRsYkRRfq1mr-OjIw,All Good Automotive II,4.9,179,Auto repair shop,,"2101 Semmes Ave, Richmond, VA 23225, United States","GGCV+QX Richmond, Virginia, USA",https://www.allgoodautomotiveii.net/AllGoodAutomotiveII.html,+1 804-447-6975,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqYY-PFL4XOw93EGkFscQ8vVK2mJEDaMQR_p-O6xuUEn2KSm1l_WyLjU2K1OJXSF_cHVqQFqOLBBxuPU8BAhkqJ_nxcPbgr7UrViOdG-zmg8kwa_w4EO9xGIPuk_n8i0EBwxK8=w408-h544-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:14.998Z,,
https://www.google.com/maps/place/Medrano%E2%80%99s+Tire/data=!4m7!3m6!1s0x89b1119c18f486eb:0x104165a0559354f3!8m2!3d37.5154333!4d-77.4534792!16s%2Fg%2F1tfsnwh_!19sChIJ64b0GJwRsYkR81STVaBlQRA,Medrano’s Tire,4.5,140,Tire shop,,"2205 Hull St, Richmond, VA 23224, United States","GG8W+5J Richmond, Virginia, USA",http://tires.bjs.com/,+1 804-939-0910,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwertxgkxGga2UD92jbz6GNsYduZjseDhbhmyWqezc-Jv6t001e8tIM1uQvpOvqwOxX5e0sPz2gltmuYZpNlnbbTd5wUKq2fxzFA75CzOGwLIShrjh1VhK3wCMWUGRj2uFa6myUoJCQ=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:19.391Z,,
https://www.google.com/maps/place/Tire+Shop/data=!4m7!3m6!1s0x89b111ad44ad9ecf:0xa3679abf1efd7379!8m2!3d37.513677!4d-77.4484569!16s%2Fg%2F11j86v8yv7!19sChIJz56tRK0RsYkReXP9Hr-aZ6M,Tire Shop,4.2,29,Tire shop,,"300 Jefferson Davis Hwy N, Richmond, VA 23224, United States","GH72+FJ Richmond, Virginia, USA",,+1 804-661-8867,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqP5xclk1d1pQSFDq3mfhMPi0o4PVZYeLJmqb3KiiHIf7LyldxB4SRCpzwXT6UKi-BjllUApUYOpRiwfCrzEsRk3x3iCzmUgxyQBPQX2T01eUmWzVvkoQ5zIJGAiY2zEPdbVTi0OA=w408-h544-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,8 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:24.087Z,,
https://www.google.com/maps/place/Midas/data=!4m7!3m6!1s0x89b117df710761a1:0x8eb1eb7306705480!8m2!3d37.5661302!4d-77.46865!16s%2Fg%2F11j4pk47ks!19sChIJoWEHcd8XsYkRgFRwBnPrsY4,Midas,4.5,324,Auto repair shop,,"1212 N Arthur Ashe Blvd, Richmond, VA 23230, United States","HG8J+FG Richmond, Virginia, USA",https://www.midas.com/store/va/richmond/1212-n-arthur-ashe-blvd-23230?shopnum=3374&utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_MTUwOTcxMTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 804-420-9862,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepNKygB4-wPW9PLnVj0O9KRemJpho63Vn0TGerW62nj6pEBclOHgro_z0nAv1mrUErJO8PWB5ujgljKslJimLJEcBieWbwetGQzgfJDgJe6nsyDOUDAOuo7AYSm_3qCvhpgZ051=w427-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:29.846Z,,
https://www.google.com/maps/place/Money+Tire+Express/data=!4m7!3m6!1s0x89b1114a9e6d10b5:0x4a739a5163a7cffc!8m2!3d37.5587325!4d-77.4473462!16s%2Fg%2F11f0wq8pv9!19sChIJtRBtnkoRsYkR_M-nY1Gac0o,Money Tire Express,5.0,2,Tire shop,,"1205 School St, Richmond, VA 23220, United States","HH53+F3 Richmond, Virginia, USA",,+1 804-888-4061,Open · Closes 5:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n5eBldZQYKMX7sZmk4EOcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.1706&pitch=0&thumbfov=100,false,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:34.307Z,,
https://www.google.com/maps/place/Sam%27s+New+%26+Used+Tires/data=!4m7!3m6!1s0x89b11188d6e67197:0xba216b35a24f612!8m2!3d37.5074415!4d-77.4647814!16s%2Fg%2F1tmk9cgl!19sChIJl3Hm1ogRsYkREvYkWrMWogs,Sam's New & Used Tires,4.3,726,Used tire shop,· In-store pick-up,"3158 Hull St, Richmond, VA 23224, United States","GG4P+X3 Richmond, Virginia, USA",https://find.samstiresrva.com/hull,+1 804-232-5337,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepmNgon2bGTrI0kwCzijMx4n-77dx-IJAPKqCYIsIQVLxqGeUdEFNJSutklGFcCcW5lztLWOofeubrgkFEoDMM2YyItZn88YFCl1jABONVuUz6AN2ObbFIUhQXxnPNkWL-N-Iu3=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:38.755Z,,
https://www.google.com/maps/place/MOBIL+TIRE+SERVICE/data=!4m7!3m6!1s0x89b11ba26a76140f:0x587c3f15324d1dd2!8m2!3d37.5048616!4d-77.469786!16s%2Fg%2F11w33sn_y5!19sChIJDxR2aqIbsYkR0h1NMhU_fFg,MOBIL TIRE SERVICE,4.9,82,Tire repair shop,,"3701 Hull St, Richmond, VA 23224, United States","GG3J+W3 Richmond, Virginia, USA",http://mobiltireservice247richmond.services/,+1 804-937-4557,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepIfUNtI1XYaX7umkOsCye_9Fz4pLaGQ5A_V7rt63xuEfzbtMTof1HoDAqBM_jyOOI8POf2eq2nTNymLfi4YslnZOHBsSc2N5rQlCC9ySsVX9CBhqxeF9FV0T3G4BHkaicpNE1WxtclgY8=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:43.249Z,,
https://www.google.com/maps/place/Williams+Auto+Service/data=!4m7!3m6!1s0x89b111745d64f80f:0x1dab793d4394d010!8m2!3d37.5227104!4d-77.4507864!16s%2Fg%2F1tfff1rv!19sChIJD_hkXXQRsYkRENCUQz15qx0,Williams Auto Service,4.6,1107,Auto repair shop,,"401 Cowardin Ave, Richmond, VA 23224, United States","GGFX+3M Richmond, Virginia, USA",https://williamsautoshoprichmond.com/,+1 804-230-3051,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4TKQUznh3bhceOGdrKI78iQmWm3JRi7j_c0uiHfVidSR_s_fh09TGdTmY-hlrtkc3tn6c6vT1cTYNNToePpZQhfj8z-opyMVxN40hO72HhQQjmfSc0gqHV75QKwcJZHaXDyAS=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:48.068Z,,
https://www.google.com/maps/place/Paradise+Garage/data=!4m7!3m6!1s0x89b1115bdc131f1b:0xbcbc333a9dee20c9!8m2!3d37.5478875!4d-77.4641022!16s%2Fg%2F1tdzb8zg!19sChIJGx8T3FsRsYkRySDunTozvLw,Paradise Garage,4.7,199,Auto repair shop,,"14 S Allen Ave, Richmond, VA 23220, United States","GGXP+59 Richmond, Virginia, USA",http://paradisegarage.weebly.com/,+1 804-358-5902,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer-d2rk58fYLI3ilV7A7mElKbN2mTHGiWoSDpD1ujUGj1Uy67rZvUIJdc5YantSO6rqRkjcwJsRT09i5Z63JqVSnowPipJz2LoVXqjkPvRgehmIBYAKDY0nOFXohEjCAiJKG6Nh=w408-h408-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:52.657Z,,
https://www.google.com/maps/place/Cutshaw+Automotive/data=!4m7!3m6!1s0x89b116a47a6e5705:0x2d9b09b7c9d7f447!8m2!3d37.5647035!4d-77.4737296!16s%2Fg%2F1tk8c_c_!19sChIJBVdueqQWsYkRR_TXybcJmy0,Cutshaw Automotive,4.5,682,Auto repair shop,,"3101 W Broad St, Richmond, VA 23230, United States","HG7G+VG Richmond, Virginia, USA",http://www.cutshawautomotive.com/?utm_source=GoogleBusinessProfile&utm_medium=GoogleBusinessProfile&utm_campaign=GoogleBusinessProfile&utm_id=cutshaw&utm_content=GoogleBusinessProfile,+1 804-355-6666,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqpvANWfoMJ0y1MY8Vzdni1q5PYUAucE8m0nZleOd8cp-6jCyydaAVNm5mRoNdfAflLKVr0G6gRytaBCzfbUyNt3vIv6TwOgLt8iqK5N8soIckx7pQJgDXgPWIJVTfKhO3GpBwZ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-03-23T15:12:57.630Z,,
