placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,isBlackOwned,error,attributes
https://www.google.com/maps/place/Galilee+Vein+Center/data=!4m7!3m6!1s0x880e31ad468cbd43:0xf5efc4166f086ed1!8m2!3d41.778854!4d-87.728108!16s%2Fg%2F11b_3g71fy!19sChIJQ72MRq0xDogR0W4IbxbE7_U,Galilee Vein Center,5.0,5,Medical clinic,"4200 W 63rd St, Chicago, IL 60629, United States","Q7HC+GQ Chicago, Illinois, USA",https://galileemedicalcenter.com/,+1 773-581-5660,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipMXbpmusiH-NNMyEvKjU2WaRVhZidBScj4Uxmql=w408-h271-k-no,true,8 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:01.963Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Elmwood+Park/data=!4m7!3m6!1s0x880e34e9cbce4cdf:0x7fd4b974bc13be4d!8m2!3d41.910018!4d-87.8074914!16s%2Fg%2F11cjk5fl08!19sChIJ30zOy-k0DogRTb4TvHS51H8,USA Vein Clinics - Elmwood Park,4.3,35,Medical clinic,"7230 W North Ave Ste 106B, Elmwood Park, IL 60707, United States","W56V+22 Elmwood Park, Illinois, USA",https://www.usaveinclinics.com/company/locations/illinois/office/elmwood-park/,+1 708-231-0346,,,https://lh3.googleusercontent.com/p/AF1QipOOglXUXJfGaj6MyksRXyMO57YjcPOIw-pIqdjL=w408-h306-k-no,true,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:06.894Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Charming+Skin+Vein+Clinics/data=!4m7!3m6!1s0x880e30d6363aafdf:0x45e1381d0eb18d24!8m2!3d41.7776731!4d-87.7693621!16s%2Fg%2F11csbnqrwy!19sChIJ3686NtYwDogRJI2xDh044UU,Charming Skin Vein Clinics,4.4,11,Vascular surgeon,"5907 W 63rd St, Chicago, IL 60638, United States","Q6HJ+37 Chicago, Illinois, USA",https://www.charmingskin.com/,+1 630-974-1400,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/p/AF1QipO3QXmmoRCJqtM6GBPWsn7OUt_LHiaLh-UjLDSZ=w427-h240-k-no,true,10 am–5:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:11.744Z,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–2 pm,Closed,10 am–5 pm,,,
https://www.google.com/maps/place/Grand+Vein+Specialists/data=!4m7!3m6!1s0x880fcc46cb29385b:0x519adb8966510923!8m2!3d41.9536118!4d-87.7516813!16s%2Fg%2F11b81s07vn!19sChIJWzgpy0bMD4gRIwlRZonbmlE,Grand Vein Specialists,4.7,26,Medical clinic,"4952 Irving Park Rd Suite 300, Chicago, IL 60641, United States","X63X+C8 Chicago, Illinois, USA",http://www.gvsmed.com/,+1 773-942-6141,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipPxYf6EPZ7zq9lT_8P5YquCqeZiJDemnpgCPXZ5=w408-h310-k-no,true,9 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:16.798Z,Closed,9 am–7 pm,12–6 pm,8 am–2 pm,Closed,12–6 pm,,,
"https://www.google.com/maps/place/Vein+Treatment+Clinic+Chicago+-+Dr.+David+Kang,+MD,+LCP-C/data=!4m7!3m6!1s0x880e31c0aa54ab7d:0x39333a26c67dadd5!8m2!3d41.7788257!4d-87.7323757!16s%2Fg%2F11lw6js36d!19sChIJfatUqsAxDogR1a19xiY6Mzk","Vein Treatment Clinic Chicago - Dr. David Kang, MD, LCP-C",5.0,6,Medical clinic,"4354 W 63rd St, Chicago, IL 60629, United States","Q7H9+G2 Chicago, Illinois, USA",https://www.mwpain.com/vein-treatment/,,,,https://lh3.googleusercontent.com/p/AF1QipNS1u8fXbN1wyzTn_C_81BSikrvQiYTd_3xEUPv=w408-h246-k-no,true,,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:21.924Z,,,,,,,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Oakbrook+Terrace/data=!4m7!3m6!1s0x880e4c440cf58a71:0x96b1a9fc48ff5ed9!8m2!3d41.8483567!4d-87.958335!16s%2Fg%2F1tgn59tj!19sChIJcYr1DERMDogR2V7_SPypsZY,USA Vein Clinics - Oakbrook Terrace,4.5,133,Medical clinic,"2 Mid America Plaza #720, Oakbrook Terrace, IL 60181, United States","R2XR+8M Oakbrook Terrace, Illinois, USA",https://www.usaveinclinics.com/company/locations/illinois/office/oakbrook-terrace/,+1 630-442-1243,,,https://lh3.googleusercontent.com/p/AF1QipOMUbCCxMNU0meq_cSARS1E1FIbYm_qqPUl9sIa=w425-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:26.861Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Chicago+Vein+Care+Center/data=!4m7!3m6!1s0x880fcc62b8131a51:0x8e8e02f54231abda!8m2!3d41.9386824!4d-87.7658136!16s%2Fg%2F1yg6ngrj4!19sChIJURoTuGLMD4gR2qsxQvUCjo4,Chicago Vein Care Center,5.0,11,Medical Center,"5544 W Belmont Ave, Chicago, IL 60641, United States","W6QM+FM Chicago, Illinois, USA",http://www.yourveinexpert.com/,+1 773-283-7887,Closes soon · 5 pm · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipP7_gpa7Ccceg1zYg1NXZOoKXvUVz3H3oQciw2S=w408-h306-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:31.756Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,9 am–5 pm,,,
https://www.google.com/maps/place/Chicago+Vein+Centers/data=!4m7!3m6!1s0x880e1529c55ebed7:0x93b6c069467d1332!8m2!3d41.5405209!4d-87.8511856!16s%2Fg%2F11sw1bm3pq!19sChIJ175exSkVDogRMhN9RmnAtpM,Chicago Vein Centers,5.0,107,Medical clinic,"19218 LaGrange Rd, Mokena, IL 60448, United States","G4RX+6G Mokena, Illinois, USA",https://chicagoveincenter.com/,+1 630-360-5500,Closed · Opens 4 pm Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bruif4sEOX2zrhhVVcZXyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.2765&pitch=0&thumbfov=100,true,Closed,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:36.750Z,Closed,4–8 pm,9 am–5 pm,8 am–2 pm,Closed,9 am–5 pm,,,
https://www.google.com/maps/place/Jaimes+Medical+Group+and+The+Vein+Health+Centers/data=!4m7!3m6!1s0x880e304cb0989af3:0xcb12986195486612!8m2!3d41.7757344!4d-87.7223214!16s%2Fg%2F11f03xg0qd!19sChIJ85qYsEwwDogREmZIlWGYEss,Jaimes Medical Group and The Vein Health Centers,4.8,18,Doctor,"6439 S Pulaski Rd, Chicago, IL 60629, United States","Q7GH+73 Chicago, Illinois, USA",https://www.jaimesmedicalgroup.com/locations/chicago-south/,+1 773-381-5858,Closes soon · 5 pm · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOyfmrK6X4rv8F663KoJoJ1dj-CIAj5Ifvld0rI=w408-h544-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:41.831Z,9 am–5 pm,Closed,9 am–2 pm,9 am–2 pm,Closed,Closed,,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Barbara+Terpstra/data=!4m7!3m6!1s0x880e5222f5fcca3f:0x9109ad56a6f0e264!8m2!3d41.8178884!4d-88.0086931!16s%2Fg%2F1tdqj1lk!19sChIJP8r89SJSDogRZOLwplatCZE,Center for Vein Restoration | Dr. Barbara Terpstra,4.8,75,Vascular surgeon,"3825 Highland Ave Tower 2, Ste 310, Downers Grove, IL 60515, United States","RX9R+5G Downers Grove, Illinois, USA",https://www.centerforvein.com/our-clinics/locations/downers-grove-illinois,+1 312-239-6556,Closes soon · 5 pm · Opens 6 am Wed,,https://lh3.googleusercontent.com/p/AF1QipP7OGZlXRworzZPdHJPCKYlScjsYL9Vm-k_gXV0=w408-h406-k-no,true,6 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:46.931Z,6 am–5 pm,6 am–5 pm,6 am–5 pm,Closed,Closed,6 am–5 pm,,,
https://www.google.com/maps/place/Chicago+Vein+Centers+-+Oak+Brook/data=!4m7!3m6!1s0x880e4d55730b625d:0x7087439a7dacb52e!8m2!3d41.8469238!4d-87.9657583!16s%2Fg%2F11y9y455l2!19sChIJXWILc1VNDogRLrWsfZpDh3A,Chicago Vein Centers - Oak Brook,5.0,13,Medical clinic,"17W300 W 22nd St Ste 250, Oakbrook Terrace, IL 60181, United States","R2WM+QM Oakbrook Terrace, Illinois, USA",https://chicagoveincenter.com/vein-clinic-oakbrook/,+1 630-360-5500,,,https://lh3.googleusercontent.com/p/AF1QipMnZHNsk5klbKqRqznH3MkvGL9e88KOsOriWvcu=w528-h240-k-no,true,,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:49.767Z,,,,,,,,,
https://www.google.com/maps/place/Vein+Center+at+Northwestern+Memorial+Hospital/data=!4m7!3m6!1s0x880e2cab28dcacb3:0x7be0be6b09c5d0c9!8m2!3d41.8936913!4d-87.620953!16s%2Fg%2F11f26r_fqg!19sChIJs6zcKKssDogRydDFCWu-4Hs,Vein Center at Northwestern Memorial Hospital,,,Vascular surgeon,"259 E Erie St 20th Floor, Suite 2040, Chicago, IL 60611, United States","V9VH+FJ Chicago, Illinois, USA",https://www.nm.org/locations/northwestern-memorial-hospital-vein-center?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_ODIyOTk0MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 312-695-8346,Closes soon · 4:30 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNTB2ULhnYTdwpJbeJXKEPaUfl3kqPg78LpZC8j=w426-h240-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:54.503Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,
https://www.google.com/maps/place/Jaimes+Medical+Group+and+The+Vein+Health+Centers/data=!4m7!3m6!1s0x880fcd657a9e5d49:0xf3ab2928fc53170!8m2!3d41.9245211!4d-87.7066629!16s%2Fg%2F1tfcnym1!19sChIJSV2eemXND4gRcDHFj5KyOg8,Jaimes Medical Group and The Vein Health Centers,4.7,26,Doctor,"3153 W Fullerton Ave, Chicago, IL 60647, United States","W7FV+R8 Chicago, Illinois, USA",https://www.jaimesmedicalgroup.com/locations/chicago-north/,+1 773-395-4600,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWEYIPCTok7tgD55rCQKHn9YPnV_siXXRaHhgjmR4NJwz3Yzexha3Vy0OhpZhIIfe2XKoamY7_xjrCyVSapnI4S83nsw7cmWxOoAIHODrqkhC8S8D-RBJ2wJkSDGObUcyAQ_wh=w408-h306-k-no,true,9 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:04:59.370Z,9 am–6 pm,9 am–7 pm,9 am–3 pm,8 am–2 pm,Closed,9 am–7 pm,,,
https://www.google.com/maps/place/Advanced+Urgent+Care/data=!4m7!3m6!1s0x880e30d6371caefb:0xc6127dab6f0593d6!8m2!3d41.777691!4d-87.769384!16s%2Fg%2F1tjcq0j4!19sChIJ-64cN9YwDogR1pMFb6t9EsY,Advanced Urgent Care,3.8,158,Urgent care center,"5907 W 63rd St, Chicago, IL 60638, United States","Q6HJ+36 Chicago, Illinois, USA",http://www.24advancedcare.com/,+1 773-585-4032,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipNtwAZ7sqZBcTHLAx5NGavV0mVHRecgSAOwvM8I=w408-h408-k-no,true,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:05:04.316Z,Closed,8 am–4 pm,Closed,8 am–1 pm,Closed,Closed,,,
"https://www.google.com/maps/place/Julie+O%27Keefe,+MD,+FAAP/data=!4m7!3m6!1s0x880e345a306956bf:0xd8a2ddf69daeaef0!8m2!3d41.853378!4d-87.805149!16s%2Fg%2F1wk6_bv0!19sChIJv1ZpMFo0DogR8K6unfbdotg","Julie O'Keefe, MD, FAAP",4.2,5,Pediatrician,"1950 S Harlem Ave, North Riverside, IL 60546, United States","V53V+9W North Riverside, Illinois, USA",,+1 331-732-4630,Open · Closes 7 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NXSaPY82XhRmlbUBzCtjdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.5612&pitch=0&thumbfov=100,true,8 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:05:09.365Z,7:30 am–7 pm,7:30 am–6 pm,7 am–5 pm,Closed,Closed,8 am–7 pm,,,
https://www.google.com/maps/place/Loop+Medical+Center:+Pain+Management+and+Varicose+Vein+Doctor+in+Chicago/data=!4m7!3m6!1s0x880e2dbbf6eddb9f:0xdac7f986fe039d24!8m2!3d41.8560801!4d-87.6236861!16s%2Fg%2F11g_x7fgw5!19sChIJn9vt9rstDogRJJ0D_ob5x9o,Loop Medical Center: Pain Management and Varicose Vein Doctor in Chicago,4.8,1934,Vascular surgeon,"1921 S Michigan Ave, Chicago, IL 60616, United States","V94G+CG Chicago, Illinois, USA",https://loopmedicalcenter.com/,+1 312-414-1088,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOTAlCMuv3xO_9QmmB9dEG12uKKoLlF3ICiB5ih=w408-h544-k-no,true,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:05:14.424Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,
https://www.google.com/maps/place/United+Vein+%26+Vascular+Centers/data=!4m7!3m6!1s0x880fd3b3b39b6e63:0x8cc6c40f1a5e8501!8m2!3d41.9081967!4d-87.6483798!16s%2Fg%2F11n0nsrfv0!19sChIJY26bs7PTD4gRAYVeGg_Exow,United Vein & Vascular Centers,4.8,29,Medical clinic,"1460 N Halsted St #503, Chicago, IL 60642, United States","W952+7J Chicago, Illinois, USA",https://unitedveincenters.com/find-a-clinic/illinois/lincoln-park/?utm_campaign=directory,+1 773-974-6732,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOnWklZxeYXdK_N8LybpceKw5Dvo8wK8pYnEkiO=w408-h408-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:05:19.189Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Vein+Clinic+Chicago+and+Best+Vein+Doctor+by+VeinsWithoutSurgery/data=!4m7!3m6!1s0x880fd2906b0b9de5:0x6a6c1f8f85f7efff!8m2!3d41.924613!4d-87.6867234!16s%2Fg%2F1hc4kmk07!19sChIJ5Z0La5DSD4gR_-_3hY8fbGo,Vein Clinic Chicago and Best Vein Doctor by VeinsWithoutSurgery,4.3,12,Medical clinic,"2335 W Fullerton Ave, Chicago, IL 60647, United States","W8F7+R8 Chicago, Illinois, USA",https://www.veinswithoutsurgery.com/vein-clinic/varicose-vein-treatment-with-the-best-specialist,+1 630-369-6644,Closes soon · 5 pm · Opens 9 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOOHaryGuCG7xQlgHfmosT6hWpVhBAz5beAoYQ7=w408-h306-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:05:24.279Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,,
https://www.google.com/maps/place/Shapiro+Vein+Center/data=!4m7!3m6!1s0x880fcfb1cd9f5a5d:0xe38df37c92ab66b1!8m2!3d42.0120807!4d-87.7364623!16s%2Fg%2F11qpxrwg2x!19sChIJXVqfzbHPD4gRsWarknzzjeM,Shapiro Vein Center,5.0,56,Surgeon,"4318 W Touhy Ave, Lincolnwood, IL 60712, United States","2767+RC Lincolnwood, Illinois, USA",https://www.shapirovein.com/,+1 847-675-9500,Closes soon · 4:30 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNsmte0ZSj-yPeJR1ZwbzzN58TUQtqODpWTvq29=w426-h240-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Cicero+IL+IL/@41.8494148,-87.7466746,14z",2025-12-16T22:05:29.242Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,
