placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,error,attributes
https://www.google.com/maps/place/The+Rustica/data=!4m7!3m6!1s0x88de5de29a189c55:0x372905e8797ad8a3!8m2!3d27.7057628!4d-80.4537582!16s%2Fg%2F11ftnb0cyz!19sChIJVZwYmuJd3ogRo9h6eegFKTc,The Rustica,5.0,206,Wedding venue,"6170 61st St, Vero Beach, FL 32967, United States","PG4W+8F Vero Beach, Florida, USA",http://www.therustica.com/,+1 772-643-8257,,https://lh3.googleusercontent.com/p/AF1QipMShyQFZTHuLD3j0fQSHucEr6kgo_YUZPZaIygB=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Indian+River+Shores+Vero+Beach+FL/@27.7166964,-80.3842173,14z",2025-10-28T18:59:13.447Z,,,,,,,,,,
https://www.google.com/maps/place/Valet+and+Parking+Management+Inc/data=!4m7!3m6!1s0x88df2bf78e98fded:0xe60fc30c0375fdf7!8m2!3d26.8459589!4d-80.071565!16s%2Fg%2F11fm6frsxz!19sChIJ7f2Yjvcr34gR9_11AwzDD-Y,Valet and Parking Management Inc,5.0,2,Valet parking service,"2401 PGA Blvd, Palm Beach Gardens, FL 33410, United States","RWWH+99 Palm Beach Gardens, Florida, USA",,+1 561-310-3024,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN10Ir_M-Uik78DRSme3oCvXTXMPeDJlNfcrKIH=w438-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Indian+River+Shores+Vero+Beach+FL/@27.7166964,-80.3842173,14z",2025-10-28T18:59:18.301Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/2800+Aviation+Blvd+Parking/data=!4m7!3m6!1s0x88de5e5668284851:0x88460e82fe38a495!8m2!3d27.6467546!4d-80.4127118!16s%2Fg%2F11f_p36df5!19sChIJUUgoaFZe3ogRlaQ4_oIORog,2800 Aviation Blvd Parking,5.0,4,Parking lot,"Vero Beach, FL 32960, United States","JHWP+PW Vero Beach, Florida, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7WErI605g96JjRdxl73sTj6Lb712Hq1IuPgmabdxmBm8iPHk_OeLxp6Jp64xbMi-Bw0LgLauMjyR1adaoKeQ1qNbPm_yR8FTu7gH9GJWNNhopZHTKD2t32MuxNnNC5sOWUUcfewmncDFU=w507-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wabasso+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T18:59:29.631Z,,,,,,,,,,
https://www.google.com/maps/place/3400+Cherokee+Dr+Parking/data=!4m7!3m6!1s0x88de5e5a7c6b5b7d:0x2ef5950adf77728a!8m2!3d27.6517227!4d-80.4184621!16s%2Fg%2F11jz5gdr4t!19sChIJfVtrfFpe3ogRinJ33wqV9S4,3400 Cherokee Dr Parking,5.0,1,Parking lot,"3400 Cherokee Dr, Vero Beach, FL 32960, United States","MH2J+MJ Vero Beach, Florida, USA",,+1 772-978-4930,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CLoOieLxmBaQksG-Q6r3BQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.841877&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wabasso+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T18:59:32.469Z,,,,,,,,,,
https://www.google.com/maps/place/School+Parking/data=!4m7!3m6!1s0x88de5f561fb7f21d:0x1df42078b87466a2!8m2!3d27.6346447!4d-80.4513599!16s%2Fg%2F11gm8dshdk!19sChIJHfK3H1Zf3ogRomZ0uHgg9B0,School Parking,,,Parking lot,"33390500001015000001.1, Vero Beach, FL 32966, United States","JGMX+VF Vero Beach, Florida, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SilhxPa2V-X4rzwNq8i0Rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.2145&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wabasso+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T18:59:40.217Z,,,,,,,,,,
"https://www.google.com/maps/place/Budget+Car+Rental/@27.638635,-80.3946317,14z/data=!4m6!3m5!1s0x88de5f15921538d7:0xbc3e3af50e49d19f!8m2!3d27.6182893!4d-80.3884594!16s%2Fg%2F1tp0fh00",Budget Car Rental,3.4,161,Car rental agency,"930 U.S. Rte 1, Vero Beach, FL 32960, United States","JJ96+8J Vero Beach, Florida, USA",https://www.budget.com/en/locations/us/fl/vero-beach/vb1?utm_source=google&utm_medium=gbp&utm_campaign=budget_gbp,+1 772-567-8788,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipONxJacbuHHIXI8QT2H27r98f_TY3h3kwS86hE2=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sebastian+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T18:59:49.140Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–4 pm,10 am–2 pm,8 am–6 pm,,,
"https://www.google.com/maps/place/2800+Aviation+Blvd+Parking/@27.638635,-80.3946317,14z/data=!4m6!3m5!1s0x88de5e5668284851:0x88460e82fe38a495!8m2!3d27.6467546!4d-80.4127118!16s%2Fg%2F11f_p36df5",2800 Aviation Blvd Parking,5.0,4,Parking lot,"Vero Beach, FL 32960, United States","JHWP+PW Vero Beach, Florida, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7WErI605g96JjRdxl73sTj6Lb712Hq1IuPgmabdxmBm8iPHk_OeLxp6Jp64xbMi-Bw0LgLauMjyR1adaoKeQ1qNbPm_yR8FTu7gH9GJWNNhopZHTKD2t32MuxNnNC5sOWUUcfewmncDFU=w507-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Barefoot+Bay+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T18:59:55.671Z,,,,,,,,,Already found,
"https://www.google.com/maps/place/2800+Aviation+Blvd+Parking/@27.638635,-80.3946317,14z/data=!4m6!3m5!1s0x88de5e5668284851:0x88460e82fe38a495!8m2!3d27.6467546!4d-80.4127118!16s%2Fg%2F11f_p36df5",2800 Aviation Blvd Parking,5.0,4,Parking lot,"Vero Beach, FL 32960, United States","JHWP+PW Vero Beach, Florida, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7WErI605g96JjRdxl73sTj6Lb712Hq1IuPgmabdxmBm8iPHk_OeLxp6Jp64xbMi-Bw0LgLauMjyR1adaoKeQ1qNbPm_yR8FTu7gH9GJWNNhopZHTKD2t32MuxNnNC5sOWUUcfewmncDFU=w507-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orchid+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T19:00:02.570Z,,,,,,,,,Already found,
https://www.google.com/maps/place/VIP+parking+solutions+%26+hospitality+management+group+LLC/data=!4m7!3m6!1s0x88d9ad74aebe3d9b:0x156199bb1df7bff3!8m2!3d25.9859572!4d-80.1202638!16s%2Fg%2F11wx60l5x5!19sChIJmz2-rnSt2YgR87_3HbuZYRU,VIP parking solutions & hospitality management group LLC,3.0,1,Valet parking service,"1801 S Ocean Dr, Hallandale Beach, FL 33009, United States","XVPH+9V Hallandale Beach, Florida, USA",,+1 754-267-2119,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IQNTePMoseklqOQzhbxVWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.1768&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gifford+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T19:00:20.748Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x88d8d5f333c2f6ad:0x6e6c58977faf3c5b!8m2!3d26.783357!4d-80.037401!16s%2Fg%2F11vzgmb64s!19sChIJrfbCM_PV2IgRWzyvf5dYbG4,parkingmgt.com,,,Parking lot,"1165 Blue Heron Blvd, West Palm Beach, FL 33404, United States","QXM7+82 West Palm Beach, Florida, USA",https://parkingmgt.com/west-palm-beach-parking-management-services/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kDwjE1yoejzcpNOOZvqRPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.7741&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gifford+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T19:00:25.671Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8864610032ca3e45:0xa11254366995dfcc!8m2!3d36.1523597!4d-86.8293096!16s%2Fg%2F11xrmrfvjk!19sChIJRT7KMgBhZIgRzN-VaTZUEqE,Parking Management Company,1.0,4,Park,"3713 Charlotte Ave, Nashville, TN 37209, United States","552C+W7 Nashville, Tennessee, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QhkfOpO6U1k9xPGXPtQiGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.28635&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gifford+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T19:00:28.434Z,,,,,,,,,,
"https://www.google.com/maps/place/Parking+Management+Company/@27.6471965,-80.4029898,14z/data=!4m6!3m5!1s0x8644b58ece9e6077:0x8e60b66890778f30!8m2!3d30.2694284!4d-97.7484133!16s%2Fg%2F11pv26cb5m",Parking Management Company,2.4,28,Public parking space,"583 W 6th St, Austin, TX 78701, United States","7792+QJ Austin, Texas, USA",https://parkingmgt.com/,+1 512-916-1111,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=szGWlB621P6Vqh6160Zb_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.91039&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Summerplace+Vero+Beach+FL/@27.6471965,-80.4029898,14z",2025-10-28T19:00:37.103Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Riverside+Park/data=!4m7!3m6!1s0x88de59332b44f411:0x4389bee161d8dadb!8m2!3d27.6480961!4d-80.3655044!16s%2Fg%2F11cp7d64rq!19sChIJEfREKzNZ3ogR29rYYeG-iUM,Riverside Park,4.7,724,Park,"3280 Riverside Park Dr, Vero Beach, FL 32963, United States","JJXM+6Q Vero Beach, Florida, USA",https://www.covb.org/Facilities/Facility/Details/Riverside-Racquet-Tennis-Complex-25,,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx8W29TjSAJKIXm8hjevetTR-DyDRt4pqtJoJxLabE0HaKP599xNIrCe4kGZ1akSR5yoqZC6FZEoO1l2xy6iHEmlqpmFs2Bu9cJQpSoe3QinGc0HB4SIQjo0q57ossmvOx9nKU=w506-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Riverside+Park+Vero+Beach+FL/@27.6515296,-80.3668753,14z",2025-10-28T19:00:51.152Z,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,,,· Dogs allowed
https://www.google.com/maps/place/Vero+Tackle+%26+Watersports/data=!4m7!3m6!1s0x88de5ecc7245b883:0x829c205c79516c43!8m2!3d27.652807!4d-80.3704405!16s%2Fg%2F1tf5r10g!19sChIJg7hFcsxe3ogRQ2xReVwgnII,Vero Tackle & Watersports,4.9,981,Fishing store,"3321 Bridge Plaza Dr, Vero Beach, FL 32963, United States","MJ3H+4R Vero Beach, Florida, USA",https://verowatersports.com/,+1 772-234-9585,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz--rfIehvlR-FlIymEnUvBxz2dCvxabLfoz-ksCxhn8pvHkhb3bIfxPy63_5LpUU9wjukvte2m9AiKFMMnefmRXUmGtGBdnwzIfRf9p0pamaNRSBc3Wm1qsuTTZXAFbDOpINDSfw=w408-h723-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Riverside+Park+Vero+Beach+FL/@27.6515296,-80.3668753,14z",2025-10-28T19:00:56.442Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,6 am–7 pm,6 am–7 pm,7 am–7 pm,,,Fishing tackle shop with full & half-day boat charters for offshore & inshore excursions. · In-store shopping · In-store pick-up
https://www.google.com/maps/place/Costa+d%27Este+Beach+Resort+%26+Spa/data=!4m10!3m9!1s0x88de5930b0407c9f:0x800731989fde47d6!5m2!4m1!1i2!8m2!3d27.6522023!4d-80.3554214!16s%2Fg%2F1ttq2xxc!19sChIJn3xAsDBZ3ogR1kfen5gxB4A,Costa d'Este Beach Resort & Spa,4.5,1950,,"3244 Ocean Dr, Vero Beach, FL 32963, United States","MJ2V+VR Vero Beach, Florida, USA",https://www.costadeste.com/,+1 772-562-9919,,https://lh3.googleusercontent.com/p/AF1QipOZxZZqzAPuanevr2gfuBLCJoIV-P2lOn8rXaMt=w408-h314-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Riverside+Park+Vero+Beach+FL/@27.6515296,-80.3668753,14z",2025-10-28T19:00:59.810Z,,,,,,,,,,
https://www.google.com/maps/place/Vero+Orthopaedics/data=!4m7!3m6!1s0x88de5eedd33c48a3:0x3caf8f66b8e17127!8m2!3d27.665081!4d-80.3922653!16s%2Fg%2F1tfbz8gh!19sChIJo0g80-1e3ogRJ3HhuGaPrzw,Vero Orthopaedics,4.8,1299,Orthopedic clinic,"3955 Indian River Blvd, Vero Beach, FL 32960, United States","MJ85+23 Vero Beach, Florida, USA",https://www.veroortho.com/?utm_source=google&utm_medium=organic&utm_campaign=gmbwebsite,+1 772-569-2330,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMVWd-y24nRcjSq3VWxBu-69fbMm_AlWgSLxLzS=w408-h273-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T19:01:13.891Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,,,
"https://www.google.com/maps/place/Ameristar+Parking+Solutions,+llc./data=!4m7!3m6!1s0x88de0c3e00b8c8a9:0xd47dfb4da503b770!8m2!3d28.059414!4d-80.698979!16s%2Fg%2F1thqbnwb!19sChIJqci4AD4M3ogRcLcDpU37fdQ","Ameristar Parking Solutions, llc.",4.2,13,Valet parking service,"2981 Ohio St, Melbourne, FL 32904, United States","3852+QC Melbourne, Florida, USA",http://www.apsvalet.com/,+1 321-544-1779,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOhK5sVT167Nfq_JC6AvcU-Q79JDY__iEIpkl2W=w408-h271-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T19:01:18.773Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,,,
https://www.google.com/maps/place/Cleveland+Clinic+Indian+River+Hospital/data=!4m7!3m6!1s0x88de5ef263b96e99:0x2cdcc44249423d2!8m2!3d27.6590062!4d-80.3930251!16s%2Fg%2F1z44bd54p!19sChIJmW65Y_Je3ogR0iOUJETMzQI,Cleveland Clinic Indian River Hospital,2.4,639,Hospital,"1000 36th St, Vero Beach, FL 32960, United States","MJ54+JQ Vero Beach, Florida, USA",https://my.clevelandclinic.org/florida/locations/indian-river-hospital,+1 772-567-4311,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNW_13vR4eLUjc_V6vqak5AdRq0mkf9jrP464AW=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-28T19:01:23.889Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly,,
