placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,error,attributes
https://www.google.com/maps/place/Continuum+Hospice/data=!4m7!3m6!1s0x808e15425d558b15:0xb0e386313bea43d5!8m2!3d36.973379!4d-121.9601946!16s%2Fg%2F11r9dgnp9v!19sChIJFYtVXUIVjoAR1UPqOzGG47A,Continuum Hospice,4.0,4,Hospice,"4450 Capitola Rd Suite 103, Capitola, CA 95010, United States","X2FQ+9W Capitola, California, USA",https://continuumhospice.com/,+1 831-249-9454,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNqD-6QnWDykqBymSljCyQ2ePskWI1w1i-wH87E=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:55.022Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Open 24 hours,Open 24 hours,8 am–4:30 pm,8 am–4:30 pm,,,
"https://www.google.com/maps/place/Lisa+Segnitz,+M.D./data=!4m7!3m6!1s0x808e3ffcbb5bed27:0xee3d130548dbf041!8m2!3d36.9880441!4d-121.9822265!16s%2Fg%2F1tgx6vby!19sChIJJ-1bu_w_joARQfDbSAUTPe4","Lisa Segnitz, M.D.",,,Hospice,"2850 Commercial Crossing, Santa Cruz, CA 95065, United States","X2Q9+64 Santa Cruz, California, USA",https://www.sutterhealth.org/find-provider/dr-lisa-segnitz-1046239212,+1 831-458-5511,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gCw6luKCoL65xt28MCbmpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.57646&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:59.852Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
"https://www.google.com/maps/place/Care+From+The+Heart+In-Home+Services,+Inc./data=!4m7!3m6!1s0x808e3fb969abadbd:0xd5cde03151926427!8m2!3d36.988928!4d-121.9562938!16s%2Fg%2F1tdyfw6z!19sChIJva2rabk_joARJ2SSUTHgzdU","Care From The Heart In-Home Services, Inc.",3.8,36,Home health care service,"4769 Soquel Dr, Soquel, CA 95073, United States","X2QV+HF Soquel, California, USA",http://www.carefromtheheart.net/,+1 831-476-8316,"Closes soon ⋅ 6 pm ⋅ Opens 9 am Thu

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP_h6tg7u7v0pQQlTN0_rCPkGVtnBNwKrcHKhXi=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:17:07.874Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,9 am–6 pm,9 am–6 pm,,,
https://www.google.com/maps/place/Dr.+Maria+Kuty+Housecall+Veterinarian/data=!4m7!3m6!1s0x808e46ab67a665e5:0x65cb2bead106455d!8m2!3d36.9793403!4d-122.0106429!16s%2Fg%2F1hc7zkvr5!19sChIJ5WWmZ6tGjoARXUUG0eory2U,Dr. Maria Kuty Housecall Veterinarian,5.0,31,Veterinarian,"1146 Soquel Ave #2931, Santa Cruz, CA 95062, United States","XXHQ+PP Santa Cruz, California, USA",http://www.drkutyhousecallvet.com/,+1 831-239-4689,Closed ⋅ Opens 4 am Thu,https://lh3.googleusercontent.com/p/AF1QipNPWOiyQi_VHtdzZlEkUp3JvZFEyT1gBn7APgsq=w408-h302-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:17:12.955Z,4 am–5 pm,4 am–5 pm,4 am–5 pm,4 am–3 pm,4 am–3 pm,4 am–5 pm,4 am–5 pm,,,
https://www.google.com/maps/place/The+Mary+%26+Richard+Solari+Center+for+Compassionate+Care/data=!4m7!3m6!1s0x808e40ca0a99f127:0xc5c77cbf34b40c7a!8m2!3d37.047262!4d-122.01559!16s%2Fg%2F11bwkgnbl1!19sChIJJ_GZCspAjoARegy0NL98x8U,The Mary & Richard Solari Center for Compassionate Care,,,Medical clinic,"940 Disc Dr, Scotts Valley, CA 95066, United States","2XWM+WQ Scotts Valley, California, USA",,+1 831-430-3000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R0BVNB0ktjgAQZ4TNIDrWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.61218&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:17:15.722Z,,,,,,,,,,
https://www.google.com/maps/place/Hospice+of+Santa+Cruz+County+Borina+Family+Center+for+Compassionate+Care/data=!4m7!3m6!1s0x808e1a618048028b:0xb30cef0c5ab2bf5!8m2!3d36.926457!4d-121.793485!16s%2Fg%2F11bbrjbpz4!19sChIJiwJIgGEajoAR9SurxfDOMAs,Hospice of Santa Cruz County Borina Family Center for Compassionate Care,,,Hospice,"65 Nielson St #121, Watsonville, CA 95076, United States","W6G4+HJ Watsonville, California, USA",https://www.hospicesantacruz.org/,+1 831-430-3000,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMwogzg5j7SC23yGSGD3iC3NzTPaKyQ2DCEsGaH=w408-h304-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:17:20.594Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Capitola+Home+Care+LLC/data=!4m7!3m6!1s0x808e15729f8fc06b:0x89fc44a6dcda9317!8m2!3d36.9775639!4d-121.9821411!16s%2Fg%2F11v136r292!19sChIJa8CPn3IVjoARF5Pa3KZE_Ik,Capitola Home Care LLC,5.0,2,Home help service agency,"1836 17th Ave UNIT C, Santa Cruz, CA 95062, United States","X2H9+24 Santa Cruz, California, USA",https://capitolahomecare.com/,+1 831-227-3983,,https://lh3.googleusercontent.com/p/AF1QipMORkvkgnih89SYWSBEvRcHVpX3CfNoIQLFVOqb=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2025-09-18T00:17:34.966Z,,,,,,,,Identifies as women-owned,,
https://www.google.com/maps/place/Dominican+Hospital+Home+Health/data=!4m7!3m6!1s0x808e1566253c55f1:0x8bf7207d4a551427!8m2!3d36.9794068!4d-121.9666406!16s%2Fg%2F11fxvs3qx0!19sChIJ8VU8JWYVjoARJxRVSn0g94s,Dominican Hospital Home Health,,,Medical clinic,"2045 40th Ave Ste A, Capitola, CA 95010, United States","X2HM+Q8 Capitola, California, USA",https://locations.dignityhealth.org/dominican-hospital-home-health,+1 831-465-7988,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eB782Cbo8Jxf7-chHjOCeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.087959&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2025-09-18T00:17:40.006Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Capitola+Center/data=!4m7!3m6!1s0x808e15707d660f75:0x1e8a8875f14a55d7!8m2!3d36.9809701!4d-121.9573984!16s%2Fg%2F11bw65th08!19sChIJdQ9mfXAVjoAR11VK8XWIih4,Capitola Center,4.5,2,Medical clinic,"815 Bay Ave, Capitola, CA 95010, United States","X2JV+92 Capitola, California, USA",https://www.sutterhealth.org/find-location/facility/capitola-center-1043247182,+1 831-460-7333,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iN0CmgsM_HK_7K6goGArng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.76505&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2025-09-18T00:17:44.943Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Sutter+Health+Palo+Alto+Medical/data=!4m7!3m6!1s0x808e15707029ba47:0x71338acad71c1a9f!8m2!3d36.9809701!4d-121.9573984!16s%2Fg%2F11h80b2lc2!19sChIJR7opcHAVjoARnxoc18qKM3E,Sutter Health Palo Alto Medical,4.6,25,Medical Center,"815 Bay Ave B, Capitola, CA 95010, United States","X2JV+92 Capitola, California, USA",https://www.sutterhealth.org/,+1 800-478-8837,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iN0CmgsM_HK_7K6goGArng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.76505&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2025-09-18T00:17:48.103Z,,,,,,,,,,
https://www.google.com/maps/place/Santa+Cruz+Chanticleer+Center+%282911%29/data=!4m7!3m6!1s0x808e3fe3af67ebd9:0x1ddbf54f4c9315e0!8m2!3d36.9882672!4d-121.97837!16s%2Fg%2F11b6nyy9p9!19sChIJ2etnr-M_joAR4BWTTE_12x0,Santa Cruz Chanticleer Center (2911),3.8,4,Medical clinic,"2911 Chanticleer Ave, Santa Cruz, CA 95065, United States","X2QC+8M Santa Cruz, California, USA",https://www.sutterhealth.org/find-location/facility/santa-cruz-chanticleer-center-2911-1043246635,+1 831-477-2350,"Closes soon ⋅ 5:30 pm ⋅ Opens 8 am Thu

Confirmed by this business 9 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RHS5iHS3JSyOQwwWjFQFtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.61418&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2025-09-18T00:17:53.273Z,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Scotts+Valley+Santa+Cruz+CA/@37.048345,-122.0168296,14z",2025-09-18T00:18:01.912Z,,,,,,,,,No new results found,
"https://www.google.com/maps/place/Hospice+of+Santa+Cruz+County+Borina+Family+Center+for+Compassionate+Care/@36.910231,-121.7568946,14z/data=!4m6!3m5!1s0x808e1a618048028b:0xb30cef0c5ab2bf5!8m2!3d36.926457!4d-121.793485!16s%2Fg%2F11bbrjbpz4",Hospice of Santa Cruz County Borina Family Center for Compassionate Care,,,Hospice,"65 Nielson St #121, Watsonville, CA 95076, United States","W6G4+HJ Watsonville, California, USA",https://www.hospicesantacruz.org/,+1 831-430-3000,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMwogzg5j7SC23yGSGD3iC3NzTPaKyQ2DCEsGaH=w408-h304-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Watsonville+Santa+Cruz+CA/@36.910231,-121.7568946,14z",2025-09-18T00:18:10.978Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,Already found,
"https://www.google.com/maps/place/Santa+Cruz+Community+Health,+Family+Health+Center/data=!4m7!3m6!1s0x808e154afa7b1683:0xe15ac245cc52027a!8m2!3d36.9760607!4d-121.9847947!16s%2Fg%2F1tfm6w_z!19sChIJgxZ7-koVjoARegJSzEXCWuE","Santa Cruz Community Health, Family Health Center",4.1,136,Doctor,"1510 Capitola Rd, Santa Cruz, CA 95062, United States","X2G8+C3 Santa Cruz, California, USA",https://www.schealthcenters.org/,+1 831-427-3500,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr5rEA1PnOWEobBEGFKPr3HLWKvR-Q82NC-qbw44J81OgzHHMFZANMg_07WQ2y0ffrKcRkGx2djDVlipmjLi1ruyVFONybOi6nHbPYbh1mFkI7r9j4uO4RPW-mc4bzyi9nuQD12qQ=w408-h306-k-no,false,"https://www.google.com/maps/search/Hospice+clinics+in+Live+Oak+Santa+Cruz+CA/@36.9835611,-121.9805165,14z",2025-09-18T00:18:27.287Z,8 am–8 pm,8 am–8 pm,8 am–5 pm,8 am–1 pm,Closed,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Tara+Home/data=!4m7!3m6!1s0x808e3e3a436162df:0x1a9e8dfd71b60909!8m2!3d37.0107586!4d-121.9341414!16s%2Fg%2F11h06nbz4h!19sChIJ32JhQzo-joARCQm2cf2Nnho,Tara Home,1.0,1,Volunteer organization,"Land of Medicine Buddha, 5800 Prescott Rd, Soquel, CA 95073, United States","2368+88 Soquel, California, USA",http://www.tarahome.org/,+1 831-588-5850,,https://lh3.googleusercontent.com/p/AF1QipOJcsA8OcDD8Kg9sfev4inutj2R7QTP2QVek4CP=w408-h300-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Live+Oak+Santa+Cruz+CA/@36.9835611,-121.9805165,14z",2025-09-18T00:18:30.074Z,,,,,,,,,,
https://www.google.com/maps/place/Santa+Cruz+Community+Health+Centers/data=!4m7!3m6!1s0x808e402f30fb035b:0x2802274cc948dd35!8m2!3d36.9750398!4d-122.0288992!16s%2Fg%2F1tf2sg5n!19sChIJWwP7MC9AjoARNd1IyUwnAig,Santa Cruz Community Health Centers,3.1,8,Community health center,"250 Locust St, Santa Cruz, CA 95060, United States","XXGC+2C Santa Cruz, California, USA",https://www.schealthcenters.org/,+1 831-427-3500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ma0cBDWjgFW2c1Yu_m3xYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.04938&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Live+Oak+Santa+Cruz+CA/@36.9835611,-121.9805165,14z",2025-09-18T00:18:35.990Z,,,,,,,,,,
https://www.google.com/maps/place/Peaceful+Paws+Veterinary+Services/data=!4m7!3m6!1s0x808e1561eccd2e4f:0x39b5518c45d4431!8m2!3d36.9876569!4d-121.9653076!16s%2Fg%2F11c5q_tmtm!19sChIJTy7N7GEVjoARMURdxBhVmwM,Peaceful Paws Veterinary Services,5.0,33,Veterinarian,"4041 Soquel Dr Suite A206, Soquel, CA 95073, United States","X2QM+3V Soquel, California, USA",https://peacefulpawsvet.net/,+1 831-708-9588,Closes soon ⋅ 6 pm ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOLjQnWMu0A1ZjXDor96F6ZA-5xEjOaiAUxP-B7=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Live+Oak+Santa+Cruz+CA/@36.9835611,-121.9805165,14z",2025-09-18T00:18:41.099Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–1 pm,Closed,8 am–6 pm,8 am–6 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/East+Cliff+Family+Health+Center/data=!4m7!3m6!1s0x808e154ae3a6badb:0x13168dc228daeb78!8m2!3d36.9761577!4d-121.984751!16s%2Fg%2F11b6_dx5ws!19sChIJ27qm40oVjoAReOvaKMKNFhM,East Cliff Family Health Center,2.9,43,Medical clinic,"1510 Capitola Rd, Santa Cruz, CA 95062, United States","X2G8+F3 Santa Cruz, California, USA",https://www.schealthcenters.org/,+1 831-427-3500,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNuRPNn_VnhFVW2qQb36RblfZXvN3TmtJv07gQr=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Live+Oak+Santa+Cruz+CA/@36.9835611,-121.9805165,14z",2025-09-18T00:18:46.428Z,8 am–8 pm,8 am–8 pm,8 am–5 pm,8 am–1 pm,Closed,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Sutter+Health+Santa+Cruz+Center+Urgent+Care/data=!4m7!3m6!1s0x808e4001663972d3:0xfbaf0fd39f25893d!8m2!3d36.9824679!4d-121.9977967!16s%2Fg%2F1tdwvy3h!19sChIJ03I5ZgFAjoARPYkln9MPr_s,Sutter Health Santa Cruz Center Urgent Care,4.5,955,Urgent care center,"2025 Soquel Ave 2nd Floor, Santa Cruz, CA 95062, United States","X2J2+XV Santa Cruz, California, USA",https://www.sutterhealth.org/find-location/facility/santa-cruz-center-urgent-care-1043246611,+1 831-458-5537,"Open ⋅ Closes 8 pm

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMGJjlTcX1LIzfSzgNwxkX5njdjaWjPvCdWtI33=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Live+Oak+Santa+Cruz+CA/@36.9835611,-121.9805165,14z",2025-09-18T00:18:51.552Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
