placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error,info,attributes
https://www.google.com/maps/place/HCA+Florida+Healthcare+at+Home+-+Gainesville/data=!4m7!3m6!1s0x88e8a4ad8f50cdd7:0x277366a4d16030bf!8m2!3d29.6084371!4d-82.3772665!16s%2Fg%2F1tkc7htk!19sChIJ181Qj62k6IgRvzBg0aRmcyc,HCA Florida Healthcare at Home - Gainesville,1.0,1,Home health care service,"3630 SW 47th Ave Ste 200, Gainesville, FL 32608, United States","JJ5F+93 Gainesville, Florida, USA",https://www.hcafloridahealthcare.com/specialties/healthcare-at-home?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 352-395-6424,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zjI0aijgrIUzee-R2szQkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.1858&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Haile+Plantation+Gainesville+FL/@29.6111929,-82.4400679,14z",2025-09-18T00:07:01.861Z,,,
https://www.google.com/maps/place/Chapters+Health+Hospice+%7C+Alachua+Resource+Center/data=!4m7!3m6!1s0x88e8b73924328949:0xcbc9851156b9daf7!8m2!3d29.776847!4d-82.440621!16s%2Fg%2F11rghv8yfd!19sChIJSYkyJDm36IgR99q5VhGFycs,Chapters Health Hospice | Alachua Resource Center,,,Hospice,"13900 Tech City Cir Suite 500, Alachua, FL 32615, United States","QHG5+PQ Alachua, Florida, USA",https://www.chaptershealth.org/locations/alachua-resource-center/,+1 352-527-4761,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPQ_7C3018LJcVfWnG6ZHNkaHZuGpVhQ-DoKYn9=w527-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Haile+Plantation+Gainesville+FL/@29.6111929,-82.4400679,14z",2025-09-18T00:07:06.750Z,,,
"https://www.google.com/maps/place/Community+Hospice+%26+Palliative+Care+of+Alachua+County/@29.6519563,-82.324998,14z/data=!4m6!3m5!1s0x88e8a56b739a2db3:0x2d8742626c362026!8m2!3d29.6884842!4d-82.4307748!16s%2Fg%2F11h6p_y2hw",Community Hospice & Palliative Care of Alachua County,4.7,14,Hospice,"3870 NW 83 St, Gainesville, FL 32606, United States","MHQ9+9M Gainesville, Florida, USA",https://www.communityhospice.com/,+1 866-253-6681,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPN3uOvffrb7_iWaovkui34HEH-m9e2wjZfIpLV=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Alachua+Gainesville+FL/@29.6519563,-82.324998,14z",2025-09-18T00:07:15.264Z,Already found,,
"https://www.google.com/maps/place/SANTAFE+HEALTHCARE,+INC/data=!4m7!3m6!1s0x88e8bba6b81cb59d:0xd57f4eec4c304471!8m2!3d29.6951062!4d-82.4358751!16s%2Fg%2F11cms568sj!19sChIJnbUcuKa76IgRcUQwTOxOf9U","SANTAFE HEALTHCARE, INC",,,Senior citizen center,"4300 NW 89 Blvd, Gainesville, FL 32606, United States","MHW7+2J Gainesville, Florida, USA",http://www.santafehealthcarefl.org/,+1 352-372-8400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KrKJCb6BQS1ULCejG3qkOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.72778&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:07:31.220Z,,,
https://www.google.com/maps/place/Wellsprings+Health+Care+Center/data=!4m7!3m6!1s0x88e8c9a36ffc2ee7:0x790648af54eb8a0!8m2!3d29.8306401!4d-82.596343!16s%2Fg%2F1tdm4kgx!19sChIJ5y78b6PJ6IgRoLhO9YpkkAc,Wellsprings Health Care Center,4.3,17,Doctor,"19204 NW US Hwy 441, High Springs, FL 32643, United States","RCJ3+7F High Springs, Florida, USA",http://wellspringshealthcenter.com/,+1 386-454-7746,Closed ⋅ Opens 7:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XDqxO-81FPGrhPejkP9wfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.6792&pitch=0&thumbfov=100,true,7:30 am–4 pm,7:30 am–4 pm,8:30 am–12 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:07:36.123Z,,,
"https://www.google.com/maps/place/Haven+-+Tri-Counties+Hospice+Care+Center+-+Chiefland,+FL/data=!4m7!3m6!1s0x88e8e3c7874135ef:0xa312a4a8e46227b5!8m2!3d29.4809109!4d-82.8509789!16s%2Fg%2F1tdy9x7d!19sChIJ7zVBh8fj6IgRtSdi5KikEqM","Haven - Tri-Counties Hospice Care Center - Chiefland, FL",4.8,13,Hospice,"311 NE 9 St, Chiefland, FL 32626, United States","F4JX+9J Chiefland, Florida, USA",https://beyourhaven.org/,+1 352-493-9898,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqz6o7hjaGci9NjmAWFyi8QjPbOlhe5AYsy0Uqb1p4-11DbbhYh7RZ4fa7Yz_48jUQ3-fyF-syhw-C9ugWrZuTuB1hdl024RlXJ3ebQGY5RcKewU_zQkC9GaTjkRIuL0UU9WedSIQ=w408-h240-k-no-pi0-ya280-ro-0-fo100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:07:40.971Z,,,
"https://www.google.com/maps/place/Haven+-+Suwannee+Valley+Hospice+Care+Center+-+Lake+City,+FL/data=!4m7!3m6!1s0x88ef3b2ea9377033:0xa86c1dbd23918c53!8m2!3d30.1931055!4d-82.7283871!16s%2Fg%2F1tdzxkc1!19sChIJM3A3qS4774gRU4yRI70dbKg","Haven - Suwannee Valley Hospice Care Center - Lake City, FL",4.4,30,Hospice,"6037 US-90, Lake City, FL 32055, United States","57VC+6J Lake City, Florida, USA",https://beyourhaven.org/,+1 386-961-0155,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4novOnfP799CJhvfLLHCIyWUCokuYsuDzWmxLD6Iy50s-_qejnjhGxrBiZCXXGaxOHbn9hTJFieJLHs2grrDN9h-yjpJE7jwsnx-7G9UEHaUGAyVplwdDrZjFcL2kBc3qHCppbqc=w408-h240-k-no-pi-10-ya323.823-ro-0-fo100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:07:46.098Z,,,
https://www.google.com/maps/place/Hospice+of+North+Central+FL/data=!4m7!3m6!1s0x88ef3b2ea9377033:0x13a377707bc77f49!8m2!3d30.194402!4d-82.729021!16s%2Fg%2F1thqbpjh!19sChIJM3A3qS4774gRSX_He3B3oxM,Hospice of North Central FL,5.0,1,Hospice,"6037 W US Hwy 90, Lake City, FL 32055, United States","57VC+Q9 Lake City, Florida, USA",https://havenhospice.com/,+1 386-752-9191,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S1OY6JtAyLQ2OW5UOdPivw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.60873&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:07:49.000Z,,,
"https://www.google.com/maps/place/Haven+Hospice-Tri-Counties:+Ruszala+Cindy+R+MD/@29.4809189,-82.8509768,17z/data=!3m1!4b1!4m6!3m5!1s0x88e8e3ceccdbcc47:0x129dfd4034fdab36!8m2!3d29.4809189!4d-82.8509768!16s%2Fg%2F1hc16nq6d",Haven Hospice-Tri-Counties: Ruszala Cindy R MD,5.0,2,Doctor,"311 NE 9 St, Chiefland, FL 32626, United States","F4JX+9J Chiefland, Florida, USA",https://havenhospice.com/stores/chiefland-tri-counties-care-center/,+1 352-493-2333,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:07:53.804Z,,,
https://www.google.com/maps/place/Community+Hospice+%26+Palliative+Care+of+Columbia+County/data=!4m7!3m6!1s0x88ef3ae3c2c55555:0xffefcbf9015e2176!8m2!3d30.1828066!4d-82.7070186!16s%2Fg%2F11hcdwj611!19sChIJVVXFwuM674gRdiFeAfnL7_8,Community Hospice & Palliative Care of Columbia County,3.6,8,Hospice,"163 SW Stonegate Terrace # 105, Lake City, FL 32024, United States","57MV+45 Lake City, Florida, USA",https://www.communityhospice.com/,+1 866-253-6681,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMhxJcoaupHJpund0CViH1AvrDhElREI-s9Mt4T=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:07:58.797Z,,,
"https://www.google.com/maps/place/Haven+-+Roberts+Hospice+Care+Center+-+Palatka,+FL/data=!4m7!3m6!1s0x88e6658a107e5625:0xc4c1898da595d4f6!8m2!3d29.6488146!4d-81.6901721!16s%2Fg%2F1tc_lzc1!19sChIJJVZ-EIpl5ogR9tSVpY2JwcQ","Haven - Roberts Hospice Care Center - Palatka, FL",4.0,30,Hospice,"6400 St Johns Ave, Palatka, FL 32177, United States","J8X5+GW Palatka, Florida, USA",https://beyourhaven.org/,+1 386-326-4544,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqnKFAjy9h5nhNt9xnRsizdQznubCMtev0mPdHoJbbipS7cH2rIKR0LPp6Y09ZrtUb-BbGbusWPC2nxDTEVPUHF7ZquuFCQleQNlA9wCvNbZJzrfUSb2lHyn4aLaQuwP7lK-c3w=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:08:03.741Z,,,
https://www.google.com/maps/place/Hospice+of+the+Nature+Coast/data=!4m7!3m6!1s0x88e8c9a4ff3e55eb:0xae318cbf4d835518!8m2!3d29.827639!4d-82.596914!16s%2Fg%2F1tdlck31!19sChIJ61U-_6TJ6IgRGFWDTb-MMa4,Hospice of the Nature Coast,,,,"150 High Springs Main St, High Springs, FL 32643, United States","RCH3+36 High Springs, Florida, USA",,+1 386-454-1338,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kUvBLg73NfhtHgxMlG0SeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.53311&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:08:08.478Z,,,
"https://www.google.com/maps/place/Hospice+of+Citrus/@29.834401,-82.590418,17z/data=!3m1!4b1!4m6!3m5!1s0x88e8c9bd94f86237:0xc77f60ff62a8b692!8m2!3d29.834401!4d-82.590418!16s%2Fg%2F11g6m8xpkj",Hospice of Citrus,,,,"1015 High Springs Main St, High Springs, FL 32643, United States","RCM5+QR High Springs, Florida, USA",,+1 386-454-1338,Permanently closed,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+High+Springs+Gainesville+FL/@29.8269064,-82.5967832,14z",2025-09-18T00:08:15.191Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Cross+Creek+Gainesville+FL/@29.6519563,-82.324998,14z",2025-09-18T00:08:23.700Z,No new results found,,
https://www.google.com/maps/place/Parklands+Care+Center/data=!4m7!3m6!1s0x88e8a398768144ff:0xf4afdb9f0d6f2ee6!8m2!3d29.637104!4d-82.336051!16s%2Fg%2F1v_z54fh!19sChIJ_0SBdpij6IgR5i5vDZ_br_Q,Parklands Care Center,2.7,77,Nursing home,"1000 SW 16th Ave, Gainesville, FL 32601, United States","JMP7+RH Gainesville, Florida, USA",https://parklandscc.com/,+1 352-376-2461,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nroT-r0fXM0H8zmeKfDdN_b7QQVn07Nlg7hfpZua5_FBmCkqId2S0TnOHexpcN73ofnaEuCvvu1gxbbu7-oYg25zeC53FH4F5Mn0Tl0Fe1_XDSh3noiw_OcnMEufKsVuDfjC5Gv=w479-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Archer+Gainesville+FL/@29.6519563,-82.324998,14z",2025-09-18T00:08:38.393Z,,,
https://www.google.com/maps/place/CenterWell+Home+Health/data=!4m7!3m6!1s0x88e8bb34b6be43e9:0xc1068e67f7974c34!8m2!3d29.6900739!4d-82.3943487!16s%2Fg%2F11c3vxcz75!19sChIJ6UO-tjS76IgRNEyX92eOBsE,CenterWell Home Health,4.8,51,Home health care service,"3951 NW 48th Terrace #219, Gainesville, FL 32606, United States","MJR4+27 Gainesville, Florida, USA",https://www.centerwellhomehealth.com/about-us/find-care-near-you/centerwell-home-health-gainesville/?utm_source=Organic&utm_medium=GBP,+1 352-376-3221,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNgPqQQOLe9714-GPJsezKylXkps1NksNs6PZE-=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Archer+Gainesville+FL/@29.6519563,-82.324998,14z",2025-09-18T00:08:48.230Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Mederi+Private+Care/data=!4m7!3m6!1s0x88e8a557abea1295:0x8cd8d54934b4ff0f!8m2!3d29.6784982!4d-82.3385402!16s%2Fg%2F11fwfwd1zx!19sChIJlRLqq1el6IgRD_-0NEnV2Iw,Mederi Private Care,,,Home health care service,"2815 NW 13th St suite 332, Gainesville, FL 32609, United States","MMH6+9H Gainesville, Florida, USA",https://lhcgroup.com/locations/mederi-private-care/,+1 352-554-8023,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G7ZBCadxWCl_C_QlcCfOAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.7998&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Archer+Gainesville+FL/@29.6519563,-82.324998,14z",2025-09-18T00:08:52.890Z,,,
https://www.google.com/maps/place/Haven+--+Gainesville+Attic+Resale+Store/data=!4m7!3m6!1s0x88e8a475f03acfaf:0xf564b3b8ec0f0b56!8m2!3d29.6599432!4d-82.3282789!16s%2Fg%2F1td7p4b8!19sChIJr8868HWk6IgRVgsP7LizZPU,Haven -- Gainesville Attic Resale Store,4.2,251,Thrift store,"300 NW 8th Ave, Gainesville, FL 32608, United States","MM5C+XM Gainesville, Florida, USA",http://www.beyourhaven.org/attic,+1 352-378-7484,"Closed ⋅ Opens 9 am Thu

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsJ352ijef_VSERLDWGuYtdKZW40LQAua1K91BuEV-4u2NDQ5hfuzKeq7eyD2ko92BqlIclN-3XnpmtbEcqQvO-BXq8JLlfz1C3rzGlJbSjUfL1pUpCNECqJEIJJwAQBfSqn-1vA=w519-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Archer+Gainesville+FL/@29.6519563,-82.324998,14z",2025-09-18T00:08:57.720Z,,,
https://www.google.com/maps/place/UF+Health+Shands+Hospital/data=!4m7!3m6!1s0x88e8a32a3cc277dd:0x4a2e7a87f659ed5d!8m2!3d29.6398924!4d-82.3427865!16s%2Fg%2F1thy0mrv!19sChIJ3XfCPCqj6IgRXe1Z9od6Lko,UF Health Shands Hospital,2.9,857,Hospital,"1600 SW Archer Rd, Gainesville, FL 32608, United States","JMQ4+XV Gainesville, Florida, USA",https://ufhealth.org/locations/uf-health-shands-hospital?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 352-265-0111,,https://lh3.googleusercontent.com/p/AF1QipMzh_1PAEpTvIRrUaTdwpZIvu939pyIDPU-wC-z=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Archer+Gainesville+FL/@29.6519563,-82.324998,14z",2025-09-18T00:09:03.108Z,,LGBTQ+ friendly,
