placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp
https://www.google.com/maps/place/GCK+Accounting/data=!4m7!3m6!1s0x80c8d1f016e5d2c5:0x16f470319065ec51!8m2!3d36.0788283!4d-115.0542447!16s%2Fg%2F11khs07mny!19sChIJxdLlFvDRyIARUexlkDFw9BY,GCK Accounting,5.0,46,Certified public accountant,"1009 Whitney Ranch Dr, Henderson, NV 89014, United States","3WHW+G8 Henderson, Nevada, USA",http://www.gckaccounting.com/,+1 702-800-0557,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AjnMcH6JMCykyw3EFf8Jcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.04056&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:57.446Z
https://www.google.com/maps/place/Garrett+Cooper+Associates/data=!4m7!3m6!1s0x80c8d6bd6b852a3d:0xbac30f02d73e4d91!8m2!3d36.0424257!4d-114.984749!16s%2Fg%2F1tgfdn85!19sChIJPSqFa73WyIARkU0-1wIPw7o,Garrett Cooper Associates,5.0,1,Tax preparation service,"320 N Boulder Hwy # 105, Henderson, NV 89015, United States","22R8+X4 Henderson, Nevada, USA",,+1 702-564-1652,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HjFHVsp6lowkRSCdw5qHlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.682316&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:00.556Z
https://www.google.com/maps/place/BizAccountants/data=!4m7!3m6!1s0x80c8c0d97fde7b49:0xbf7734dfadce5900!8m2!3d36.0224201!4d-115.0323997!16s%2Fg%2F1ttq2cz8!19sChIJSXvef9nAyIARAFnOrd80d78,BizAccountants,5.0,11,Tax preparation service,"1070 W Horizon Ridge Pkwy #201, Henderson, NV 89012, United States","2XC9+X2 Henderson, Nevada, USA",http://www.bizaccountants.com/,+1 702-480-4341,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Uv4MoZTUZ8ODotN3nGA2GA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.241998&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:05.605Z
https://www.google.com/maps/place/The+Warnick+Group/data=!4m7!3m6!1s0x80c8ce223508278f:0x59ecbb3f6d6c128d!8m2!3d36.0191247!4d-115.1014201!16s%2Fg%2F11bbrfzshg!19sChIJjycINSLOyIARjRJsbT-77Fk,The Warnick Group,4.9,23,Certified public accountant,"2470 St Rose Pkwy #305, Henderson, NV 89074, United States","2V9X+JC Henderson, Nevada, USA",http://www.thewarnickgroup.com/,+1 702-902-4272,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipNnkIQO-xSfFGVw8jBurs3LFWLYwlkrbS36lHhk=w426-h240-k-no,true,Closed,9 am–2:30 pm,9 am–2:30 pm,9 am–2:30 pm,9 am–2:30 pm,9 am–2:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:10.695Z
https://www.google.com/maps/place/Hardcore+Tax+Pros/data=!4m7!3m6!1s0x80c8d04ee6872061:0x222a81e3e6d6eae!8m2!3d35.9904764!4d-114.9826987!16s%2Fg%2F11yg9jjg1!19sChIJYSCH5k7QyIARrm5tPh6oIgI,Hardcore Tax Pros,5.0,17,Tax preparation service,"20 Gentilly Lace Ave, Henderson, NV 89002, United States","X2R8+5W Henderson, Nevada, USA",http://facebook.com/HARDCORETAX,+1 725-216-8544,Open ⋅ Closes 11:45 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xT8OQVFxL5wkoG1Mlb0RCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.91418&pitch=0&thumbfov=100,true,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:15.796Z
https://www.google.com/maps/place/Strategic+Tax+%26+Financial/data=!4m7!3m6!1s0x80c8d11282812e9b:0xfb5069d86a6827d6!8m2!3d36.033711!4d-115.034725!16s%2Fg%2F1tgjlkwr!19sChIJmy6BghLRyIAR1idoathpUPs,Strategic Tax & Financial,4.6,11,Consultant,"1080 Wigwam Pkwy, Henderson, NV 89074, United States","2XM8+F4 Henderson, Nevada, USA",https://www.strategictaxfinancialnv.com/,+1 702-307-1888,Closed ⋅ Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipNp6o6tyxaYQ7FR7b-LXpxW-jyrgFIXtOXKmAJE=w408-h544-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:20.793Z
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x80c8d6bfa45a5c4d:0xa4f53bf2ab36c2e2!8m2!3d36.0405288!4d-114.9820333!16s%2Fg%2F1tcxdh0j!19sChIJTVxapL_WyIAR4sI2q_I79aQ,H&R Block,4.8,254,Tax preparation service,"110 N Boulder Hwy #130, Henderson, NV 89015, United States","22R9+65 Henderson, Nevada, USA",https://www.hrblock.com/tax-office-near-me/nevada/henderson/27878/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 702-566-8595,,,,https://lh3.googleusercontent.com/p/AF1QipNkzL2bnF1uJHzjkmSnok8k_jfqAhMqCee-Ebyr=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:24.072Z
https://www.google.com/maps/place/Choice+Bookkeeping+Inc/data=!4m7!3m6!1s0x80c8cf9363ce6ae7:0x4ac9d5987210efdc!8m2!3d36.0356809!4d-114.9910236!16s%2Fg%2F1262kpy67!19sChIJ52rOY5PPyIAR3O8QcpjVyUo,Choice Bookkeeping Inc,4.4,20,Bookkeeping service,"153 W Lake Mead Pkwy Suite 3110, Henderson, NV 89015, United States","22P5+7H Henderson, Nevada, USA",http://choicebookkeepinglv.com/,+1 702-372-0027,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3r8s_7imUz871pDmKWYVIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.85947&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:29.004Z
https://www.google.com/maps/place/Day+Tax+Advisors/data=!4m7!3m6!1s0x80c8d14ec1408db3:0x92e7d2f31be51385!8m2!3d36.0337729!4d-115.0342922!16s%2Fg%2F11g0c2fpcj!19sChIJs41AwU7RyIARhRPlG_PS55I,Day Tax Advisors,4.9,40,Tax attorney,"1060 Wigwam Pkwy, Henderson, NV 89074, United States","2XM8+G7 Henderson, Nevada, USA",http://www.daytaxadvisors.com/,+1 702-309-3333,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aZZ-3JaRYbh2JXXv3BbdGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.67273&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:34.018Z
"https://www.google.com/maps/place/Gary+Boyd,+CPA,+PC/data=!4m7!3m6!1s0x80c639de9355efe1:0xb112064d02f0b371!8m2!3d36.057098!4d-115.052375!16s%2Fg%2F1tdlb_hf!19sChIJ4e9Vk945xoARcbPwAk0GErE","Gary Boyd, CPA, PC",5.0,1,Certified public accountant,"1540 W Warm Springs Rd #100, Henderson, NV 89014, United States","3W4X+R3 Henderson, Nevada, USA",http://www.boydcpa.com/,+1 702-321-8804,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2FmotLnm1hDtbTrpwrYV8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=138.04161&pitch=0&thumbfov=100,false,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:39.064Z
https://www.google.com/maps/place/Bond+Tax+LLC/data=!4m7!3m6!1s0x80c8d6baacf177c9:0x7a93896ca2ed671f!8m2!3d36.03214!4d-114.98678!16s%2Fg%2F1tr8lw26!19sChIJyXfxrLrWyIARH2ftomyJk3o,Bond Tax LLC,2.0,2,Tax preparation service,"50 Pacific Ave, Henderson, NV 89015, United States","22J7+V7 Henderson, Nevada, USA",http://www.bondbookkeepingandtax.com/,+1 702-471-6511,Closed ⋅ Opens 9 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipOI3R2xCEfwaJDSVcaQvJ2Tkd3O8aBEvfjpfPXt=w408-h264-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:43.962Z
https://www.google.com/maps/place/Empire+One+Tax+and+Accounting/data=!4m7!3m6!1s0x80c8d7dbf56d0a0b:0xec3e6ac7f95836a2!8m2!3d36.063663!4d-114.9593623!16s%2Fg%2F11hz1j907g!19sChIJCwpt9dvXyIARojZY-cdqPuw,Empire One Tax and Accounting,,,Bookkeeping service,"1233 Seminole Ln, Henderson, NV 89015, United States","327R+F7 Henderson, Nevada, USA",https://empireonetax.ueniweb.com/?utm_campaign=gmb,+1 702-986-2695,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jJ4eanCavF-xyznvXYBMQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=129.01791&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:49.041Z
https://www.google.com/maps/place/MK+Enterprise+LLC/data=!4m7!3m6!1s0x80c8d5669d692351:0x48e0e95d8b7ced8!8m2!3d36.0096495!4d-114.9935228!16s%2Fg%2F11l_10h49f!19sChIJUSNpnWbVyIAR2M632JUOjgQ,MK Enterprise LLC,5.0,3,Accountant,"35 E Horizon Ridge Pkwy, Henderson, NV 89002, United States","2254+VH Henderson, Nevada, USA",,+1 702-325-7015,,Identifies as women-owned,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qu04bohgYKmeBWKvdhRISA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.41501&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:52.028Z
https://www.google.com/maps/place/PRIZM+Financial+Advisors/data=!4m7!3m6!1s0x65a14a872dfd57bd:0x289267666c94bb14!8m2!3d36.0318936!4d-114.9818836!16s%2Fg%2F11rzn7_kx9!19sChIJvVf9LYdKoWURFLuUbGZnkig,PRIZM Financial Advisors,5.0,3,Financial consultant,"203 S Water St at #2-53, Henderson, NV 89015, United States","22J9+Q6 Henderson, Nevada, USA",http://www.prizm.biz/,+1 725-230-2003,"Closed ⋅ Opens 10 am Mon

Updated by this business 7 weeks ago",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3-0axTrWgdZSJJZrFnppxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.107414&pitch=0&thumbfov=100,true,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:18:57.008Z
https://www.google.com/maps/place/TrueBooks/data=!4m7!3m6!1s0x80c8c79d57a33abf:0xc7d04bc4aeac7e!8m2!3d36.018576!4d-115.102313!16s%2Fg%2F11j5vxc7c6!19sChIJvzqjV53HyIARfqyuxEvQxwA,TrueBooks,4.8,72,Certified public accountant,"2520 St Rose Pkwy # 217, Henderson, NV 89074, United States","2V9X+C3 Henderson, Nevada, USA",https://www.truebookscpa.com/,+1 702-602-8844,Closed ⋅ Opens 9 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipOeHI4RCyi4gQTsePYPyWlN6X1HqeVyxWwS1Wng=w504-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:19:02.017Z
https://www.google.com/maps/place/Eric+Johnson+CPA/data=!4m7!3m6!1s0x80c8cf5dd60890b3:0xd5171ee33e610249!8m2!3d35.9995547!4d-115.1118872!16s%2Fg%2F11j48rh5jp!19sChIJs5AI1l3PyIARSQJhPuMeF9U,Eric Johnson CPA,5.0,10,Accountant,"2850 W Horizon Ridge Pkwy #200, Henderson, NV 89052, United States","XVXQ+R6 Henderson, Nevada, USA",https://ericjohnsoncpa.com/,+1 702-941-7787,Closed ⋅ Opens 9 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipM7qOghfrRV59reQVKw4vR3VD8kUCELV3jUXZeT=w630-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:19:07.095Z
"https://www.google.com/maps/place/Ovist+%26+Howard,+CPAs/data=!4m7!3m6!1s0x80c8d06d1790e3cb:0xabdda42026691d42!8m2!3d36.0731774!4d-115.0686179!16s%2Fg%2F1tfgdj28!19sChIJy-OQF23QyIARQh1pJiCk3as","Ovist & Howard, CPAs",3.5,2,Accounting firm,"7 Commerce Center Dr, Henderson, NV 89014, United States","3WFJ+7H Henderson, Nevada, USA",http://www.ohcpas.net/,+1 702-456-1300,Closed ⋅ Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipPBVEkzfCMbGmyoWlVH_Kfm_t85ZCcshndxUDL1=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:19:12.352Z
https://www.google.com/maps/place/Andrea+M+Olson+Inc/data=!4m7!3m6!1s0x80c8ce2958cedda9:0x66a519635b33ce86!8m2!3d36.0323448!4d-115.0989532!16s%2Fg%2F1tr8lw1f!19sChIJqd3OWCnOyIARhs4zW2MZpWY,Andrea M Olson Inc,5.0,15,Certified public accountant,"74 Pecos Rd A, Henderson, NV 89074, United States","2WJ2+WC Henderson, Nevada, USA",,+1 702-369-8200,,,,https://lh3.googleusercontent.com/p/AF1QipMhhQe96Nw1myTn-7t9LMBypba7jfsUsDAEE5K7=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:19:15.428Z
"https://www.google.com/maps/place/Tompkins+%26+Peters+CPAs,+P.C./data=!4m7!3m6!1s0x80c8cf91292758bb:0xc57f8acf2e061801!8m2!3d36.0579033!4d-115.1267064!16s%2Fg%2F1tdh44bs!19sChIJu1gnKZHPyIARARgGLs-Kf8U","Tompkins & Peters CPAs, P.C.",4.4,19,Certified public accountant,"1880 E Warm Springs Rd Suite 115, Las Vegas, NV 89119, United States","3V5F+58 Las Vegas, Nevada, USA",https://www.tpcpas.com/las-vegas-nevada-cpa-firm.php,+1 702-456-4272,Closed ⋅ Opens 7 am Mon,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipMeiXXjL0oyce9WZ6U0e2aP9GML6fDcydW_aJph=w408-h612-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:19:20.409Z
