placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/State+Employee+Parking+Deck+76/data=!4m7!3m6!1s0x89ac5f690b2d3b23:0xf3d574c42d3f90e5!8m2!3d35.7859577!4d-78.641307!16s%2Fg%2F11f08yk6gx!19sChIJIzstC2lfrIkR5ZA_LcR01fM,State Employee Parking Deck 76,3.5,2,Parking lot,"415 N Salisbury St, Raleigh, NC 27603, United States","Q9P5+9F Raleigh, North Carolina, USA",https://www.doa.nc.gov/divisions/state-parking/interactive-map,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQFNR1rKQTcMfsZrg8KzuSgt_7JQ7f6CHZ7oys9FBLOk9NOo9okZeT_RoT8M1hOf3IXen91lln91zWQT6mSs42ioSTVCvROQmzCKdeYdLqFSoP48MVanMeqTbQPypm_OLiitMZKA=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:49:39.151Z,,,,,,,,,,,
https://www.google.com/maps/place/510+Glenwood+Ave+Garage/data=!4m7!3m6!1s0x89ac5f6633503fe5:0x2dc65da0fffe7ba8!8m2!3d35.786616!4d-78.6465723!16s%2Fg%2F11sb4txhgc!19sChIJ5T9QM2ZfrIkRqHv-_6Bdxi0,510 Glenwood Ave Garage,1.6,9,Parking lot,"560 Tucker St, Raleigh, NC 27603, United States","Q9P3+J9 Raleigh, North Carolina, USA",,+1 208-336-6597,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6DJKwTEquE9WyF8O4kP7Uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.006515&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:49:42.604Z,,,,,,,,,,,
https://www.google.com/maps/place/State+Employee+Parking+Lot+3/data=!4m7!3m6!1s0x89ac5f6975dbe057:0xc2052a2c8d31eff9!8m2!3d35.7846907!4d-78.6374297!16s%2Fg%2F11c2p86htx!19sChIJV-DbdWlfrIkR-e8xjSwqBcI,State Employee Parking Lot 3,3.0,3,Parking lot,"413 N Salisbury St, Raleigh, NC 27603, United States","Q9M7+V2 Raleigh, North Carolina, USA",https://www.doa.nc.gov/divisions/state-parking/interactive-map,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1CSHYSpNWt8s7eVy13XNJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.31943&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:49:46.107Z,,,,,,,,,,,
https://www.google.com/maps/place/Raleigh+Marriott+City+Center/data=!4m7!3m6!1s0x89ac5f715804d045:0xf512109c25af5aea!8m2!3d35.7738734!4d-78.6396413!16s%2Fg%2F1td3gx3p!19sChIJRdAEWHFfrIkR6lqvJZwQEvU,Raleigh Marriott City Center,4.4,3282,,"500 Fayetteville St, Raleigh, NC 27601, United States","Q9F6+G4 Raleigh, North Carolina, USA",https://www.marriott.com/en-us/hotels/rdumc-raleigh-marriott-city-center/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 919-833-1120,,https://lh3.googleusercontent.com/p/AF1QipPVf0ijnMANxrD_6LFlC6Xb-TIOrEXPDxEkU10=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:49:49.496Z,,,,,,,,,,,
https://www.google.com/maps/place/Tide+Cleaners/data=!4m7!3m6!1s0x89ac5f69fe658c83:0x725b86a680b69c7b!8m2!3d35.7885693!4d-78.6402358!16s%2Fg%2F12llvb2_6!19sChIJg4xl_mlfrIkRe5y2gKaGW3I,Tide Cleaners,4.2,200,Dry cleaner,"111 Seaboard Ave ste 114, Raleigh, NC 27604, United States","Q9Q5+CW Raleigh, North Carolina, USA",https://tidecleaners.com/en-us,+1 919-803-2774,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAsesKkCmXWyZrYSGWopLuD3I4LxjVsjL-p-_s6U7T6yyE5aP3SZ1qgFygNZSaTyhl_Ht_K3Fdt7F-X1gHbS9NP6550KjQO-2rb35yP2ifsjWjJut4XF1Y2elXx_eVp40hmU_N-v0S2a0=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:49:54.466Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–5 pm,Closed,7 am–7 pm,,,,
https://www.google.com/maps/place/Triangle+Food+and+City+Tours/data=!4m7!3m6!1s0x89ac5f7114dff7e7:0x596873660995c4c6!8m2!3d35.7766609!4d-78.6397866!16s%2Fg%2F11n055__2j!19sChIJ5_ffFHFfrIkRxsSVCWZzaFk,Triangle Food and City Tours,5.0,41,Tour operator,"300 Fayetteville St Unit 1362, Raleigh, NC 27602, United States","Q9G6+M3 Raleigh, North Carolina, USA",https://www.trianglefoodandcitytours.com/,+1 919-623-4873,Open ⋅ Closes 7:30 pm,https://lh3.googleusercontent.com/p/AF1QipM2E5jmGsjOgxcnP25trhhnGnRRD1jcqkFKz-Um=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:49:59.777Z,9 am–7:30 pm,9 am–7:30 pm,9 am–7:30 pm,9 am–7:30 pm,9 am–7:30 pm,9 am–7:30 pm,9 am–7:30 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/The+Great+Raleigh+Trolley/data=!4m7!3m6!1s0x89ac5f6dec769ec1:0x48311114b744eaec!8m2!3d35.7999771!4d-78.6238153!16s%2Fg%2F11gcmrcyzl!19sChIJwZ527G1frIkR7OpEtxQRMUg,The Great Raleigh Trolley,4.2,213,Tour operator,"1610 Automotive Way, Raleigh, NC 27604, United States","Q9XG+XF Raleigh, North Carolina, USA",http://www.greatraleightrolley.com/,+1 919-520-3905,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMKHFivTWQSGcNcirw4MeoAjiw7ZkviehRiUG9K=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:04.808Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Greyhound:+Bus+Station/data=!4m7!3m6!1s0x89ac5f6f4bba660f:0xb1017a1449127a0!8m2!3d35.8061838!4d-78.6156338!16s%2Fg%2F11b5yyvr81!19sChIJD2a6S29frIkRoCeRRKEXEAs,Greyhound: Bus Station,3.2,2789,Bus company,"2210 Capital Blvd, Raleigh, NC 27604, United States","R94M+FP Raleigh, North Carolina, USA",https://www.greyhound.com/bus/raleigh-nc/raleigh-bus-station?utm_source=google_maps&utm_medium=organic,+1 800-231-2222,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGlpcQApPEjJV4ofNusU1DTOUWnJJ_a2h9rFP7UMX0LFFUsLYlB21tK5plJSl8c9QW3vRh7hO8zYrIomppNeBIE1ZwPBU76NlYJ0t1U-hGxSOZH4zDSx1OyzEGVWHuNMZWYFXG=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:08.325Z,,,,,,,,,,,
https://www.google.com/maps/place/Sheraton+Raleigh+Hotel/data=!4m7!3m6!1s0x89ac5f717b90484d:0x91190ab641cc99a7!8m2!3d35.7749697!4d-78.6399927!16s%2Fg%2F1tfff1hr!19sChIJTUiQe3FfrIkRp5nMQbYKGZE,Sheraton Raleigh Hotel,3.9,2564,,"421 S Salisbury St, Raleigh, NC 27601, United States","Q9F6+X2 Raleigh, North Carolina, USA",https://www.marriott.com/en-us/hotels/rdusi-sheraton-raleigh-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 919-834-9900,,https://lh3.googleusercontent.com/p/AF1QipOeXUmO-N4vWM8U21Cxjo0F-OnBYIWNdsiENiaO=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:12.144Z,,,,,,,,,,,
https://www.google.com/maps/place/Extra+Space+Storage/data=!4m7!3m6!1s0x89ac5f49b19cf7bb:0x85729271d4e93e97!8m2!3d35.8023004!4d-78.6361304!16s%2Fg%2F11ggm5c5q6!19sChIJu_ecsUlfrIkRlz7p1HGScoU,Extra Space Storage,4.9,514,Self-storage facility,"1515 Sunrise Ave, Raleigh, NC 27608, United States","R927+WG Raleigh, North Carolina, USA",https://www.extraspace.com/storage/facilities/us/north_carolina/raleigh/7584/?cid=org::maps&utm_source=google&utm_medium=organic&utm_campaign=org::maps,+1 919-890-3054,,https://lh3.googleusercontent.com/p/AF1QipNajedoA1Jq91sJ_khfxEjDssXqQ2zh4YYCElI=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:17.605Z,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Wake+County+Government/data=!4m7!3m6!1s0x89ac5f718c753cef:0xaf821b8a6dbc04ef!8m2!3d35.7757675!4d-78.6396521!16s%2Fg%2F1tyzzw2g!19sChIJ7zx1jHFfrIkR7wS8bYobgq8,Wake County Government,5.0,1,County government office,"336 Fayetteville St, Raleigh, NC 27601, United States","Q9G6+84 Raleigh, North Carolina, USA",http://www.wakegov.com/,+1 919-856-6160,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WC7vhYbqj6ZFNp09bIOC-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.89938&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:20.493Z,,,,,,,,,,,
https://www.google.com/maps/place/Raleigh+Emergency+Communications+Center/data=!4m7!3m6!1s0x89ac5f0c55555555:0xc8f68e17fce36f26!8m2!3d35.7744301!4d-78.6313624!16s%2Fg%2F1262mvbs8!19sChIJVVVVVQxfrIkRJm_j_BeO9sg,Raleigh Emergency Communications Center,2.3,3,Emergency call booth,"Raleigh, NC 27601, United States",,http://www.raleighnc.gov/safety/content/Departments/Articles/EmergencyCommunications.html,+1 919-829-1911,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nY7svXHoKwxNy-N029oEqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.01189&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:23.354Z,,,,,,,,,,,
https://www.google.com/maps/place/The+Willard+Rooftop+Lounge/data=!4m7!3m6!1s0x89ac5ffcc9d57995:0xf5135654c6e0f6e1!8m2!3d35.7812394!4d-78.647711!16s%2Fg%2F11p74dtzzv!19sChIJlXnVyfxfrIkR4fbgxlRWE_U,The Willard Rooftop Lounge,4.2,556,Lounge,"9 Glenwood Ave, Raleigh, NC 27603, United States","Q9J2+FW Raleigh, North Carolina, USA",http://thewillardraleigh.com/,+1 984-251-1172,,https://lh3.googleusercontent.com/p/AF1QipOPYiL8t4dQxbAOlZXWls_WxRTRZZWHVa9mHstO=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:28.577Z,4–10 pm,4–10 pm,4–10 pm,4–11 pm,12–11 pm,12–9 pm,4–10 pm,LGBTQ+ friendly,· Dine-in · Takeaway · Delivery,,
"https://www.google.com/maps/place/The+Casso,+Raleigh,+a+Tribute+Portfolio+Hotel/data=!4m7!3m6!1s0x89ac5fbed67ea357:0x34f4ab437b1820d6!8m2!3d35.7797957!4d-78.6481218!16s%2Fg%2F11h200y8sb!19sChIJV6N-1r5frIkR1iAYe0Or9DQ","The Casso, Raleigh, a Tribute Portfolio Hotel",4.5,431,,"603 W Morgan St, Raleigh, NC 27603, United States","Q9H2+WQ Raleigh, North Carolina, USA",https://www.marriott.com/en-us/hotels/rdutx-the-casso-raleigh-a-tribute-portfolio-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 984-275-2220,,https://lh3.googleusercontent.com/p/AF1QipNSNLiMbdzhCBJd5RWEjgonODZBlf79-9-k9P5b=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:32.188Z,,,,,,,,,,,
https://www.google.com/maps/place/BaySix/data=!4m7!3m6!1s0x89ac5f7bad015c75:0xe293f98903a5ee21!8m2!3d35.7754967!4d-78.6487058!16s%2Fg%2F1tdyrnnr!19sChIJdVwBrXtfrIkRIe6lA4n5k-I,BaySix,4.5,42,Screen printer,"414 Dupont Cir, Raleigh, NC 27603, United States","Q9G2+5G Raleigh, North Carolina, USA",https://wearebaysix.com/,+1 919-833-3851,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNxVeqkn4r3p-UU57gIN-yNDylrCMY5PAl1xD-X=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:37.628Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,Identifies as women-owned,,,
"https://www.google.com/maps/place/Concierge+Parking,+Valet+%26+Enforcement+Group.+LLC/data=!4m7!3m6!1s0x89ac59da94a73cdd:0x8b6d942d2f11ba42!8m2!3d35.8932161!4d-78.6484897!16s%2Fg%2F11lp1l42jm!19sChIJ3TynlNpZrIkRQroRLy2UbYs","Concierge Parking, Valet & Enforcement Group. LLC",,,Valet parking service,"8321 Six Forks Rd, Raleigh, NC 27615, United States","V9V2+7J Raleigh, North Carolina, USA",http://www.carolinaparking.com/,+1 984-281-7623,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNKcWcWoBfx4SK3lLwxSDjssB90QeuCUcP3appi=w408-h348-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:42.544Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Open 24 hours,7 am–7 pm,7 am–7 pm,,,,
https://www.google.com/maps/place/Mission+Valley+Service+Station/data=!4m7!3m6!1s0x89acf599cdf0374f:0xa5d3e0ce7c9080a8!8m2!3d35.7807129!4d-78.6764386!16s%2Fg%2F1v_w36qs!19sChIJTzfwzZn1rIkRqICQfM7g06U,Mission Valley Service Station,4.8,292,Auto repair shop,"2709 Western Blvd, Raleigh, NC 27606, United States","Q8JF+7C Raleigh, North Carolina, USA",,+1 919-832-5383,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2GPkUDN8SIrvxh204b0B41fOR98Z1xOobqI6Q1jD1MOpW_fRC-cETg59HvIzBtHN3cAE0cB1twTIEeAkpj3q-fWTwatCrhBlY6_4IWSdHLVKm3Sx9dtQE_JyJN5MnCgBXqZ-3=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-28T18:50:48.064Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,Closed,7 am–6 pm,,,,
