placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error,info
"https://www.google.com/maps/place/Mary+E.+Murphy,+RN/data=!4m7!3m6!1s0x8840846bc7d38e21:0xfbb23651d69db1a2!8m2!3d39.7351191!4d-84.1604935!16s%2Fg%2F1tf3_0zl!19sChIJIY7Tx2uEQIgRorGd1lE2svs","Mary E. Murphy, RN",,,Doctor,"324 Wilmington Ave, Dayton, OH 45420, United States","PRPQ+2R Dayton, Ohio, USA",,+1 937-256-4490,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AkIt6VgB2pICMlIu0ncD3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.69186&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:03.037Z,,
https://www.google.com/maps/place/Dayton+VA+Lakeside+Manor/data=!4m7!3m6!1s0x88408758d5a32d3b:0xca48f7cf706280bb!8m2!3d39.741385!4d-84.257253!16s%2Fg%2F11fln5ntxc!19sChIJOy2j1ViHQIgRu4BicM_3SMo,Dayton VA Lakeside Manor,5.0,3,Hospice,"New York Ave, Dayton, OH 45417, United States","PPRV+H3 Dayton, Ohio, USA",https://www.dayton.va.gov/services/Hospice_and_Palliative_Care.asp,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noHBW_nWRBAaUEPVP0hOvWE8CXcXCGMfsLQW6PILXn6l5rY1QaINLmD0tiWM2AvI7sDbeRrgPiCXKHYi87NahPC3tS34ePBcrxp4PC8XqksSRInPfJOK4Cm7WrTVj12smjjuNSn=w408-h541-k-no,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:06.011Z,,
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x884086673c9b5c93:0x779c23c4d8d132d9!8m2!3d39.7073527!4d-84.2047135!16s%2Fg%2F1tf60zg2!19sChIJk1ybPGeGQIgR2TLR2MQjnHc,VITAS Healthcare,4.0,4,Hospice,"3055 Kettering Blvd Ste 400, Moraine, OH 45439, United States","PQ4W+W4 Moraine, Ohio, USA",https://www.vitas.com/locations-search/dayton/dayton-hospice-office/?utm_source=google&utm_medium=locallisting&utm_content=VHC5001&y_source=1_ODcxOTI1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 937-299-5379,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNUsqAkaTOpeROu6DWPiKnIPkSWTl-ZaRWYw2aI=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:11.187Z,,
https://www.google.com/maps/place/Caretenders+Hospice/data=!4m7!3m6!1s0x8840853597fb8c6f:0x266bfb49bde9a0dc!8m2!3d39.714406!4d-84.220758!16s%2Fg%2F11c2pkhym_!19sChIJb4z7lzWFQIgR3KDpvUn7ayY,Caretenders Hospice,5.0,1,Hospice,"2621 Dryden Rd Suite 204, Moraine, OH 45439, United States","PQ7H+QM Moraine, Ohio, USA",https://lhcgroup.com/locations/caretenders-hospice-moraine/,+1 937-429-3677,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=04WALymhF_CGa5by_FAXiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.7142&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:16.148Z,,
https://www.google.com/maps/place/Bella+Care+Hospice/data=!4m7!3m6!1s0x88408fc90ef5e991:0x59bdca1b28c425e5!8m2!3d39.635575!4d-84.2275091!16s%2Fg%2F11gycgw0mg!19sChIJken1DsmPQIgR5SXEKBvKvVk,Bella Care Hospice,4.6,7,Hospice,"2 Prestige Pl Suite 230, Miamisburg, OH 45342, United States","JQPC+6X Miamisburg, Ohio, USA",http://www.bellacarehospice.net/,+1 937-412-0210,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U5Md7pFbsjC0XFsAFgWn8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.81047&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Open 24 hours,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:21.187Z,,
https://www.google.com/maps/place/Heartland+Hospice/data=!4m7!3m6!1s0x884086661d61e0c9:0xd20e8293d2452641!8m2!3d39.6962278!4d-84.1592354!16s%2Fg%2F1tg16dmp!19sChIJyeBhHWaGQIgRQSZF0pOCDtI,Heartland Hospice,3.7,12,Hospice,"580 Lincoln Park Blvd #320, Kettering, OH 45429, United States","MRWR+F8 Kettering, Ohio, USA",http://heartlandhospice.com/,+1 937-299-6980,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOeWfZ4r407IH19y7z2Mb8PZA1psRgRtxDx0D4q=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:26.232Z,,
https://www.google.com/maps/place/Haven+Behavioral+Hospital+of+Dayton/data=!4m7!3m6!1s0x884086b105a6bdc9:0x88f65a2850c5c915!8m2!3d39.7477775!4d-84.1998401!16s%2Fg%2F1q6b28zyt!19sChIJyb2mBbGGQIgRFcnFUCha9og,Haven Behavioral Hospital of Dayton,2.0,106,Psychiatric hospital,"1 Elizabeth Pl 9th floor, Dayton, OH 45417, United States","PRX2+43 Dayton, Ohio, USA",https://www.havenofdayton.com/?utm_campaign=gmb+business+listings&utm_medium=organic&utm_source=google&utm_content=standard+listing,+1 937-234-0102,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO-Krxcv3UBAhcMNLSrLZhKUADg63NistFlhzxk=w408-h269-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:31.461Z,,
https://www.google.com/maps/place/Ohio+Living+Bethany+Hospice/data=!4m7!3m6!1s0x88408fc631acfa93:0x4ff305e32379ce16!8m2!3d39.6508883!4d-84.1586972!16s%2Fg%2F11wfl8qv4w!19sChIJk_qsMcaPQIgRFs55I-MF808,Ohio Living Bethany Hospice,,,Hospice,"6443 Far Hills Ave, Dayton, OH 45459, United States","MR2R+9G Dayton, Ohio, USA",https://ohioliving.org/bethany-hospice,+1 937-963-1929,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LOSKckKwxkom1_a7Cxe6yg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.8884&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:34.188Z,,
https://www.google.com/maps/place/Day+City+Hospice/data=!4m7!3m6!1s0x88408927b091e639:0x974c79669f15c4b6!8m2!3d39.6289535!4d-84.1980297!16s%2Fg%2F11t8h0j6yp!19sChIJOeaRsCeJQIgRtsQVn2Z5TJc,Day City Hospice,3.0,2,Hospice,"8039 Washington Village Dr Suite 110, Washington Township, OH 45458, United States","JRH2+HQ Centerville, Ohio, USA",https://www.daycityhospice.com/contact/,+1 937-404-5490,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DWYo83EtBNOiRP6BeZwYGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=105.63854&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:37.004Z,,
https://www.google.com/maps/place/Carillon+Health+%26+Rehab/data=!4m7!3m6!1s0x884086b73605eb3b:0xe604a52e95ddd5f6!8m2!3d39.7455502!4d-84.2018139!16s%2Fg%2F1tctsbqz!19sChIJO-sFNreGQIgR9tXdlS6lBOY,Carillon Health & Rehab,3.2,57,Nursing home,"320 Albany St, Dayton, OH 45417, United States","PQWX+67 Dayton, Ohio, USA",https://www.saberhealth.com/locations/carillon-health-and-rehab,+1 937-496-6200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMM-Pj743763Qv3U8Y0rm4GpVagWISXWUDIJG0j=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:42.035Z,,
https://www.google.com/maps/place/Ohio+Valley+Hospice+-+Beavercreek/data=!4m7!3m6!1s0x8840a29db4129dc3:0xbc32d0a613539cb4!8m2!3d39.76648!4d-84.0960784!16s%2Fg%2F1tf_tjyb!19sChIJw50StJ2iQIgRtJxTE6bQMrw,Ohio Valley Hospice - Beavercreek,3.5,11,Hospice,"2601 Mission Point Blvd Suite 310, Beavercreek, OH 45431, United States","QW83+HH Beavercreek, Ohio, USA",https://ohiovalleyhospice.com/locations/cincinnati-oh/,+1 937-458-6028,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no37Py97CBNW-k_AXkSbUolWBl3mDlnRXLBcyirQfRhLjm8I-K5U-6ChiO-deNlPwgsxZXH8ntndeku5NHcm_b4ysap-0CSCgNN_vnBM0vTgH41KM1zby4JFDv3-wBfS9tDSV3t=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:47.120Z,,
https://www.google.com/maps/place/Riverside+Healthcare+Center/data=!4m7!3m6!1s0x884081bd2830adcd:0x9e910153a924b799!8m2!3d39.8066561!4d-84.2094478!16s%2Fg%2F1td5rz4k!19sChIJza0wKL2BQIgRmbckqVMBkZ4,Riverside Healthcare Center,2.5,37,Nursing home,"1390 King Tree Dr, Dayton, OH 45405, United States","RQ4R+M6 Dayton, Ohio, USA",https://communicarehealth.com/location/riverside-healthcare-center/?utm_source=google&utm_medium=organic&utm_campaign=gbp-riverside,+1 937-278-0723,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNJuj4t9qQOHErXUH4F6GAMDzhkTDhdWOT_DmnP=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:52.262Z,,
https://www.google.com/maps/place/10+Wilmington+Place+Retirement+Community/data=!4m7!3m6!1s0x8840846a2c0915d1:0xa245986252c199ea!8m2!3d39.7370339!4d-84.1616083!16s%2Fg%2F1tg68sv3!19sChIJ0RUJLGqEQIgR6pnBUmKYRaI,10 Wilmington Place Retirement Community,4.2,51,Assisted living facility,"10 Wilmington Ave, Dayton, OH 45420, United States","PRPQ+R9 Dayton, Ohio, USA",http://www.10wilmingtonplace.com/,+1 937-253-1010,"Open 24 hours

Confirmed by phone call 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO5u8NkEHq72CWQDrKr-got0UmWk4MNkiTVq_pa=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:28:57.169Z,,
"https://www.google.com/maps/place/HarmonyCares+Medical+Group/@39.7076521,-84.2034688,17z/data=!3m1!4b1!4m6!3m5!1s0x88408666b956207f:0xba40da27f21344d6!8m2!3d39.7076521!4d-84.2034688!16s%2Fg%2F1tfczhbn",HarmonyCares Medical Group,3.2,13,Home health care service,"3033 Kettering Blvd STE 100, Moraine, OH 45439, United States","PQ5W+3J Moraine, Ohio, USA",https://harmonycares.com/service-areas/ohio/dayton/?utm_source=gmb&utm_medium=yext&utm_campaign=moraine,+1 937-293-2133,Open 24 hours,,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:29:04.183Z,,
"https://www.google.com/maps/place/Senior+Independence/@39.8427717,-84.1886538,17z/data=!3m1!4b1!4m6!3m5!1s0x883f7e06efcdf44f:0x28daa997e5fe9992!8m2!3d39.8427717!4d-84.1886538!16s%2Fg%2F1tfg8bp9",Senior Independence,,,Hospice,"6520 Poe Ave, Dayton, OH 45414, United States","RRV6+4G Dayton, Ohio, USA",,+1 937-415-5666,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:29:08.968Z,,
https://www.google.com/maps/place/Kettering+Health+Main+Campus/data=!4m7!3m6!1s0x88408673e797c40b:0x53e4544b44f03e7!8m2!3d39.6970552!4d-84.1911572!16zL20vMGZ4N3l2!19sChIJC8SX53OGQIgR5wNPtERFPgU,Kettering Health Main Campus,4.5,5385,Hospital,"3535 Southern Blvd, Kettering, OH 45429, United States","MRW5+RG Kettering, Ohio, USA",https://ketteringhealth.org/locations/kettering-health-main-campus-mc004/,+1 937-298-4331,,https://lh3.googleusercontent.com/p/AF1QipPGYypchiMWFfWrpPYQVIB6NwlQzYZtDCLg_hqp=w408-h243-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:29:14.202Z,,
https://www.google.com/maps/place/Golden+Heart+Home+Care/data=!4m7!3m6!1s0x8840868500000001:0x5b519ab25bb932c4!8m2!3d39.6701664!4d-84.1640195!16s%2Fg%2F1thf974k!19sChIJAQAAAIWGQIgRxDK5W7KaUVs,Golden Heart Home Care,4.6,36,Home health care service,"5335 Far Hills Ave # 224, Dayton, OH 45429, United States","MRCP+39 Dayton, Ohio, USA",https://www.goldenheartohio.com/,+1 937-528-1962,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPgkhAo6ZbV8jgwpMqGHaRMbR5FhN7Ft-kZgzMB=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:29:19.160Z,,
https://www.google.com/maps/place/Interim+HealthCare+of+Dayton/data=!4m7!3m6!1s0x88408f6077f4d3db:0x690763166ff403a0!8m2!3d39.8651489!4d-84.1440034!16s%2Fg%2F1tdwfl_n!19sChIJ29P0d2CPQIgRoAP0bxZjB2k,Interim HealthCare of Dayton,4.1,14,Home health care service,"5211 Waynetowne Ct Suite C, Huber Heights, OH 45424, United States","VV84+39 Huber Heights, Ohio, USA",https://www.interimhealthcare.com/location/huber-heights-oh-home-healthcare-hospice,+1 937-291-5330,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOGUYmOaExYGFqiQ2tyxf85goRhLH5bue8pqRTL=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:29:24.249Z,,
https://www.google.com/maps/place/Compassus/data=!4m7!3m6!1s0x88408f2a74ac0d97:0xea55610084ac10f9!8m2!3d39.6303713!4d-84.1818586!16s%2Fg%2F1pp2vkl0w!19sChIJlw2sdCqPQIgR-RCshABhVeo,Compassus,5.0,2,Hospice,"7755 Paragon Rd Ste 106, Dayton, OH 45459, United States","JRJ9+47 Dayton, Ohio, USA",https://www.compassus.com/locations/ohio/dayton/?utm_source=google?utm_medium=gbp,+1 937-230-7531,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipN9JNkmKNy6lRvBPL3AQ8RF3ZFDUqIDrhOYyMcp=w408-h294-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:29:29.170Z,,
https://www.google.com/maps/place/Pure+Healthcare/data=!4m7!3m6!1s0x88408f92eb9d6941:0x534ef1edc7fd84cb!8m2!3d39.6546147!4d-84.1159205!16s%2Fg%2F11fp4qyf25!19sChIJQWmd65KPQIgRy4T9x-3xTlM,Pure Healthcare,3.7,6,Medical Center,"2200 Miami Valley Dr, Dayton, OH 45459, United States","MV3M+RJ Dayton, Ohio, USA",http://www.purehealthcare.org/,+1 833-600-7873,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nolMwcwNH_H9-dGd7uBkxkpv9gvdmsMfb5GMfsUdPVaKlp4cDExEm2WdnHr28nmnYPiyHFQWfT2-voMH5q2JTU3y4baRXua2bFQ7EotGiAgokqBu7a6P_KzzKel9HbT0WVBlprlpA=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-17T23:29:34.527Z,,
